X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x32	5.53	0.07	0.88	5.33	0.12	6.39	9.07	2.92	6.3	3.53	c	b	b	b	b	a	a	c	a	a	3.35	4.32	3.63	8.2	4.43	1.75	4.77	9.06	4.3	6.38	a	a	a	c	b	c	b	c	c	a	2.38	4.5	2.4	0.89	4.43	9.02	4.77	6.67	4.3	6.38	b	b	a	b	b	c	c	b	c	c	9.66	4.68	5.45	8.99	7.66	4.8	5.49	1.6	8.65	4.92	c	b	b	b	a	c	a	c	b	a
x33	7.07	5.71	3.91	6.7	8.96	0.34	5.59	3.43	8.53	2.25	b	b	c	b	a	a	a	b	c	a	7.61	6.91	3.91	2.58	5.34	0.07	1.52	0.25	0.27	3.96	c	b	a	a	c	b	b	c	a	a	1.59	6.88	9.4	9.68	5.29	9.04	8.01	4.53	9.96	4	a	b	a	b	b	a	a	a	b	b	2.89	7.03	7.23	0.44	5.77	9.07	9.92	8.06	9.01	4.62	b	c	b	b	b	c	c	c	b	b
x34	4.24	9.21	3.24	5.14	9.49	5.53	2.27	8.38	0.35	2.22	a	a	c	c	c	a	a	c	b	b	4.46	3.03	5.08	6.64	4.4	8.13	4.99	6.19	6.31	3.46	b	c	b	c	a	b	c	a	c	b	8.68	0.12	3	2.68	5.6	5.98	0.82	8.74	4.66	4.7	c	a	a	c	c	b	b	b	b	c	7.88	8.26	7.31	7.48	6.04	1.65	5.91	2.92	4.51	6.42	c	a	c	a	a	a	b	c	a	b
x35	1.34	8.21	1.27	3.46	8.56	9.34	7.26	6.44	0.95	1.68	c	b	c	a	a	a	b	b	a	c	1.93	1.3	8.72	8.11	8.8	4.72	2.68	5.28	5.35	0.05	a	c	c	c	c	b	c	b	c	b	1.51	7.41	5.92	2.31	4.1	3.75	9.54	0.44	4.95	8.37	a	a	c	b	b	b	c	b	a	c	5.51	7.42	6.42	8.49	6.48	6.25	3.34	6.32	7.2	9.53	b	a	a	b	b	a	b	b	a	c
x36	3.79	3.79	1.87	3.79	4.56	3	3.89	3.79	0.25	9.36	b	a	b	a	a	b	a	b	b	a	5.95	5.95	6.35	5.95	3.34	9.01	4.84	5.95	5.83	4.19	a	a	b	c	b	c	a	b	a	b	8.38	3.89	7.41	4.88	3.4	8.98	6.26	8.23	5.15	8.83	c	a	a	b	c	b	c	c	b	c	2.72	6.42	3.77	2.45	4.31	0.22	8.11	2.26	8.83	7.33	b	b	a	b	a	a	a	a	b	c
x37	5.4	5.53	2.72	3.24	2.08	4.31	3.44	6.83	9.62	5.97	b	c	a	c	b	a	a	c	c	c	3.09	4.47	2.93	6.2	4.43	7.56	4.77	7.1	4.3	6.38	c	a	a	c	b	c	b	c	c	a	0.61	3.81	9.92	6.56	4.43	9.51	4.77	0.22	4.3	6.38	a	b	a	b	b	c	c	a	a	b	5.36	7.91	1.42	0.14	6.95	5.74	2.98	5.62	3.52	7.89	a	b	b	a	b	c	c	c	c	a
x38	6.39	7.46	4.14	8.53	1.25	3.33	9.37	4.97	9.92	1.95	b	c	c	a	a	b	c	a	c	c	5.11	5.45	8.06	4.45	3.97	8.33	7.58	3.17	2.6	5.79	a	c	b	a	c	c	c	b	a	b	1.01	7.96	6.54	6	6.98	8.74	1.32	1.07	8.58	0.27	a	b	a	a	a	a	c	a	b	a	0.05	2.58	6.17	4.78	8.57	8.28	8.72	3.86	3.45	0.8	a	a	b	a	c	b	b	b	b	c
x39	1.25	1.81	0.42	7.8	7.54	2.22	3.78	5.06	2.09	7.89	b	b	b	c	c	a	a	c	a	c	8.53	7.9	2.55	5.75	7.31	4.76	3.46	5.05	0.55	1.02	c	c	b	c	b	c	b	a	a	a	8.41	0.8	5.24	9.12	0.25	4.69	0.43	5.2	9.09	6.93	b	b	a	c	b	b	b	b	a	c	3.29	7.2	7.55	1.97	1.65	6.29	9.3	0.49	3.44	4.46	c	b	c	c	a	c	a	c	b	a
x40	2.38	8.75	2.46	1.55	9.79	1.26	7.76	3.44	1.86	9.25	c	b	c	b	a	b	a	c	a	a	7.51	2.53	3.65	0.02	3.74	0.61	6.91	6.65	0.69	7.94	c	a	b	c	b	a	b	b	b	b	7.13	5.96	0.42	3.9	9.46	8.33	3.61	6.27	0.21	3.9	a	b	a	b	c	b	c	c	b	b	4.56	7.1	6.68	9.35	4.26	3.86	1.43	7.52	5.79	3.83	a	b	a	b	b	b	a	a	a	c
x41	9.56	5.14	7.03	8.86	1.65	8.52	8.96	8.14	2.77	4.77	c	c	a	c	a	b	a	c	b	a	2.79	4.94	5.81	4.89	1.42	5.48	7.41	6.66	3.07	8.84	a	a	c	c	a	b	c	c	c	c	6.9	0.26	0.39	1.09	4.09	4.46	0.42	9.52	8.06	9.44	c	a	a	a	c	c	a	b	c	c	7.44	9.82	8.48	5.55	4.43	0.44	2.97	6.82	9.89	0.79	c	b	a	b	a	c	a	c	c	b
x42	1.7	1.42	9.24	6.32	7.14	6.06	7.49	7.69	3.98	1.6	a	a	c	a	b	a	c	c	c	c	6.68	7.19	3.62	0.63	8.72	8.21	7.45	4.81	8.25	2.12	c	b	b	b	b	a	c	c	a	c	3.47	2.46	0.48	9.97	2.84	4.78	4.97	7.39	4.66	3.57	a	c	a	b	b	a	a	b	b	b	5.22	0.77	5.16	8.92	6.02	0.35	6.81	6.17	4.6	1.6	b	c	c	c	c	c	a	a	b	c
x43	9.9	3.39	7.23	2.6	6.29	7.88	2.33	5.34	10	2.02	a	b	c	a	b	c	b	c	a	c	2.12	9.76	7.2	9.96	7.18	7.38	8.4	3.74	5.19	3.51	b	a	c	c	c	a	a	c	c	c	9.38	3.15	6.5	9.08	4.41	0.87	8.84	3.84	3.24	7.4	b	a	c	b	a	c	b	a	c	b	7.83	6.2	1.95	4.5	1.13	9.47	0.03	1.38	5.76	3.07	c	c	b	a	c	a	c	c	b	c
x44	3.79	3.79	7.79	3.79	8.86	4.34	9.32	3.79	7.02	4.38	a	b	a	c	c	c	c	a	b	b	5.95	5.95	8.12	5.95	5.22	3.14	6.96	5.95	8.32	4	c	b	b	a	b	c	a	b	b	a	0.06	8.47	4.75	0.92	3.25	1.51	8.17	3.06	6.44	7.11	b	b	b	b	b	a	b	b	b	b	2.23	6.59	1.14	4.74	6.25	1.57	2.84	7.38	9.56	1.84	a	b	c	a	c	a	b	c	c	c
x45	4.85	4.03	0.71	3.63	7.52	3.59	9.35	3.39	3.61	8.82	b	c	c	a	b	c	a	b	c	c	3.07	1.5	3.57	9.46	5.75	1.61	7.51	1.72	8.08	3.68	b	c	b	a	c	b	a	c	c	c	7.15	8.68	8.43	3.58	8.33	4.41	9.65	1.95	6.77	9.38	c	a	b	b	a	a	c	b	c	c	0.97	8.4	7.62	0.44	2.29	1.05	6.5	9.59	9.6	8.87	a	b	c	b	c	c	c	a	c	c
x46	4.18	1.41	1.28	6.45	0.96	6.31	0.08	1.41	7.15	6.69	b	a	b	a	b	b	b	b	c	a	0.78	7.76	6.86	1.06	6.86	6.86	4.61	5.86	5.01	2.78	b	c	b	a	c	c	c	c	b	b	5.77	3.52	4.54	6.09	4.54	4.54	0.26	2.44	3.22	4.15	b	a	c	b	c	c	b	b	b	c	2.28	5.44	8.1	3.34	0.81	7.65	6.58	8.13	6.21	3.46	c	c	a	c	a	a	a	b	a	a
x47	3.13	5.11	9.94	9.29	1	7.6	9.26	6.49	2.33	0.43	b	a	b	a	c	b	a	c	c	b	2.75	5.06	6.65	3.14	6.82	5.96	7.37	2.79	6.97	2.49	c	a	c	a	b	b	c	c	c	b	6.09	4.27	6.31	3.93	1.64	7.25	9.1	7.01	0.7	5.53	c	c	a	a	a	a	b	c	c	c	6.5	3.4	5.19	2.09	1.09	4.27	2.73	3.46	3.16	9.88	a	c	b	c	a	b	c	a	a	a
x48	3.79	3.79	9.02	3.79	5.08	7.25	9.94	3.79	3.59	7.56	b	b	c	a	c	b	c	a	c	b	5.95	5.95	8.92	5.95	2.98	1.41	2.04	5.95	2.65	8.81	c	b	c	c	c	a	b	b	c	a	2.67	6.66	2.39	0.36	0.46	8.41	8.91	7.21	3.74	7.29	a	a	a	b	b	b	a	b	a	c	7.1	7.85	1.7	3.32	8.2	9.56	3.18	9.48	7.98	8.36	c	a	c	c	c	b	b	a	a	b
x49	5.66	9.94	9.86	8.53	8.09	5.6	6.5	4.07	5.86	6.07	b	a	c	b	c	a	b	c	a	b	1.32	6.56	3.31	0.77	4.43	2.35	4.77	9.83	4.3	6.38	b	c	a	b	b	c	a	a	c	a	0.64	8.67	5.56	1.15	4.43	2.52	4.77	8.5	4.3	6.38	b	c	a	b	b	c	c	c	c	c	6.38	4.64	3.59	1.2	9.44	9.22	8.58	7.27	0.25	3.53	b	b	c	b	a	b	b	b	b	b
x50	3.79	3.79	3.68	3.79	7.55	7.31	0.41	3.79	4.89	7.54	a	c	b	c	a	b	a	a	c	a	5.95	5.95	4.95	5.95	7.71	5.88	5.23	5.95	3.58	6.16	c	c	a	b	c	b	c	a	c	a	4.73	9.64	6.12	1.27	2.25	2.06	3.55	5.85	4.9	6.36	a	b	b	c	a	b	b	c	c	b	0.78	8.81	8	3.25	7.58	8.93	3.14	1.08	3.69	5.69	b	b	c	c	c	b	b	c	a	b
x51	3.79	3.79	5.71	3.79	0.95	5.02	3.25	3.79	3.17	0.69	b	c	a	a	b	a	a	a	b	c	5.95	5.95	8.77	5.95	0.94	5.59	0.65	5.95	9.23	8.96	a	b	b	a	b	b	c	a	b	b	1.72	1.07	4.35	8.15	4.92	9.68	7.13	8.25	0.04	1.79	a	c	c	c	c	a	a	b	b	c	4.79	9.52	5.04	1.74	4.82	1.91	9.4	5.69	4.69	4.05	b	b	a	b	a	c	c	c	c	a
x52	9.98	5.24	9.26	3.18	9.32	3.58	1.44	2.78	4.82	0.94	c	b	c	b	b	c	b	c	c	a	1.23	6.65	2.67	6.42	4.43	2.81	4.77	7.54	4.3	6.38	b	c	a	c	b	c	a	a	a	a	7.51	9.8	7.58	7.49	4.43	0.78	4.77	1.53	4.3	6.38	a	c	a	c	b	c	a	a	b	c	9.66	2.47	3.18	6.62	3.62	1.34	8.13	9.33	8.08	1.04	b	b	c	b	c	c	b	b	a	a
x53	3.79	3.79	5.7	3.79	3.03	5.13	7.63	3.79	3.53	8.88	b	b	c	c	c	b	b	c	c	a	5.95	5.95	1.63	5.95	5.37	6.91	4.32	5.95	3.63	3.56	b	a	c	b	c	a	c	c	a	b	4.69	1.6	4.82	8.21	4.26	6.21	3.23	9.32	5.73	3.25	a	b	c	b	a	b	c	a	a	c	8.55	9.97	1.15	8.69	4.03	1.62	0.1	6.62	9.5	2.92	b	b	a	c	a	b	a	c	c	b
