X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x21	4.59	6.54	4.38	1.12	3.26	a	b	c	b	c	1.19	0.12	5.61	1.26	3.48	a	a	c	b	a	8.23	0.79	1.56	7.97	3.48	b	a	a	c	c	0.56	7.1	3.46	1.11	2.79	a	a	a	c	c	4.26	0.01	1.18	9.02	1.53	c	a	a	c	b	3.75	9.63	7.1	3.8	7.1	a	a	c	a	a
x22	8.75	8.34	3.37	2.39	6.5	a	c	a	b	c	5.66	9.46	8.65	9.82	0.84	c	b	a	c	b	4.68	5.09	1.44	7.41	3	b	c	c	b	c	4.68	5.09	1.44	7.52	1.97	c	c	c	b	b	4.36	2.18	0.32	0.17	3.17	a	b	a	a	b	9.47	6.55	6.45	6.11	6.44	a	b	a	b	a
x23	7.49	5.95	2.06	8.44	6.35	b	c	b	c	c	1.08	2.43	3.14	3.14	3.14	c	b	b	c	c	7.16	9.28	4.89	4.89	4.89	c	b	b	c	c	0.39	5.33	9.6	9.6	9.6	a	b	b	c	a	4.62	3.71	2.83	2.11	3.61	b	b	b	c	c	2.58	8.26	7.64	8.26	8.07	b	c	a	b	b
x24	6.21	3.12	0.71	5.28	4.22	c	c	a	c	c	3.52	3.59	5.7	7.67	7.29	c	c	c	b	b	8.09	9.87	1.44	8.99	9.55	b	a	a	c	b	3.72	0.39	8.3	3.9	4.81	a	a	a	c	c	6.8	9.69	5	6.93	4.49	a	a	a	c	c	6.3	9.26	9.01	6.55	6.1	a	a	b	c	a
x25	1.98	3.41	1.96	1.58	4.21	a	c	c	c	c	7.85	1.17	3.14	3.14	3.14	a	b	b	c	c	0.03	3.77	4.89	4.89	4.89	c	b	b	c	a	7.83	0.67	9.6	9.6	9.6	b	b	b	c	c	1.85	6.35	2.89	7.21	7.89	a	b	c	a	b	9.27	7.64	2.37	3.34	9.86	c	c	a	b	b
x26	4.04	1.94	4.38	7.23	1.14	c	b	b	a	b	0.62	5.66	0.64	6.21	8.87	a	a	a	a	b	4.68	5.09	1.44	2.55	1.92	b	a	a	c	a	4.68	5.09	1.44	9.13	8.02	a	a	a	c	b	6.41	9.36	2.86	8.66	1.88	b	a	a	c	c	5.48	9.91	9.49	5.34	2.47	b	b	a	b	a
x27	5.73	7.72	2.77	9.07	8.76	c	a	b	a	c	2.57	5.27	5.28	3.31	5.18	a	b	a	b	c	2.19	4.73	4.05	8.46	1.17	b	a	a	c	a	2.18	6.45	3.21	3.36	3.38	b	a	a	c	c	0.18	5.12	5.68	2.14	4	b	a	a	c	b	1.56	5.46	8.06	4.85	0.8	c	c	b	c	c
x28	3.08	9.23	4.33	0.17	9.54	b	a	c	b	c	5.43	4.08	3.97	6.86	5.69	c	c	b	c	c	4.2	6.76	3.02	0.88	6.66	b	b	c	b	b	8.53	8.11	4.13	8.41	2.24	b	b	c	b	a	0.74	6.11	0.94	9.66	7.36	a	a	b	a	c	0.65	8.29	6.06	9.71	7.81	c	a	b	a	b
x29	0.14	5.34	5.67	1.51	2.83	a	c	c	c	a	0.46	7.05	9.54	7.44	7.25	a	c	b	a	b	6.89	5.18	4.04	0.16	3.07	c	a	a	c	a	4.58	2.95	5.44	5.15	0.29	c	a	a	c	c	7.77	5.66	6.86	0.6	7.2	b	a	a	c	b	2.8	0.04	0.34	3.8	6.62	b	c	a	c	b
x30	2.33	2.5	7.47	2.61	4.6	a	b	a	b	c	3.45	9.87	5.86	6.2	6.66	a	a	a	c	a	4.27	3.24	5.5	4.4	6.17	a	a	b	a	c	4.61	8.78	8.02	5.04	4.81	b	c	c	b	b	7.95	4.69	4.66	7.14	9.29	c	c	b	a	a	3.28	5.03	4.25	0.33	0.05	b	c	b	c	b
x31	1.9	4.36	2.62	3.41	9.95	a	c	c	b	c	9.5	9.25	10	3.78	4.7	a	b	c	c	b	8.78	3.37	8.58	1.49	9.11	b	c	a	a	a	6.69	3.77	5.03	3.71	3.24	c	a	c	a	c	9.55	9.79	6.51	3.68	2.36	a	c	a	a	c	4.6	0.55	7.95	0.46	2.92	c	c	a	b	a
x32	9.48	3.83	2.66	6.07	6.37	a	a	c	c	a	7.99	3.91	9.35	6.93	3.71	a	a	a	b	c	4.68	5.09	1.44	5.78	1.58	b	b	b	b	c	4.68	5.09	1.44	5.67	1.07	b	b	a	b	b	6.66	3.46	7.46	2.14	3.97	a	a	c	b	c	8.21	3.99	2.78	2.01	8.78	b	b	b	b	c
x33	5.2	6.36	2.18	6.51	5.85	c	a	c	a	c	4.47	3.19	3.13	3.14	6.59	a	c	a	c	c	7.23	4.45	5.18	2.38	5.08	b	b	b	b	c	7.95	6.75	2.29	3.31	5.4	b	b	b	b	c	3.18	4.8	5.66	7.96	1.71	c	c	c	c	b	1.48	2.78	5.85	1.76	4.18	a	c	c	c	c
x34	5.94	1.52	4.52	9.52	9.7	c	a	c	b	c	6.1	9.65	7.78	2.48	5.97	a	c	a	b	b	8.35	3.46	1.9	6.09	8.51	b	b	c	c	b	2.13	0.32	7.37	1.71	5.96	c	a	b	b	a	6.95	4.53	9.81	8.02	3.45	a	c	b	c	b	9.17	6.7	9.54	0.6	9.28	a	b	a	a	c
x35	4.15	9.36	8.76	1.63	4.43	c	a	c	a	a	6.5	2.35	7.75	0.24	8.39	b	a	a	c	c	4.68	5.09	1.44	7.08	6.16	b	b	c	b	a	4.68	5.09	1.44	9.89	8.01	a	b	a	b	a	0.99	9.7	9.82	2.36	2.78	b	b	c	b	b	9.09	8.52	7.88	4.19	2.41	b	c	a	b	b
x36	3.31	2.07	8.68	3.13	0.36	a	a	a	b	a	4.23	2.33	9.28	5.45	1.82	c	a	c	b	c	4.68	5.09	1.44	6.14	6.86	a	c	b	a	a	4.68	5.09	1.44	8.81	7.67	c	b	b	b	c	7.16	9.19	8.52	2.82	0.87	b	b	c	c	c	9.29	1.78	2.68	8.25	7.86	c	b	c	c	a
x37	9.44	3.25	3.88	8.86	5.16	a	c	c	a	b	5.43	1.72	2.19	5.3	8.83	c	a	c	a	b	5.3	6.78	8.88	6.03	4.2	a	a	a	c	b	2.95	9.45	1.99	4.52	8.54	b	a	a	c	b	0.26	5.11	1.29	4.6	8.61	b	a	a	c	b	1.93	0.11	6.3	2.12	6.46	a	b	a	a	a
x38	3.74	7.49	4.87	3.84	2.9	b	a	c	c	c	4.34	2.7	7.46	4.01	6.57	b	c	b	c	a	4.13	8.01	3.54	1.82	7.65	c	a	a	c	c	5.92	4.28	8.36	1.41	4.18	b	b	a	a	b	2.61	8.79	8.52	8.74	7.74	a	c	b	c	a	1.5	9.57	8.89	8.17	1.95	c	c	a	c	a
x39	1.16	3.7	0.01	8	3.96	b	c	a	c	b	5.79	7.53	1.2	8.5	4.29	a	b	b	b	b	3.94	0.04	1.03	5.8	0.45	b	b	c	b	a	7.14	5.71	1.42	3.64	6.09	b	b	a	b	b	0.53	3.66	7.04	2.05	5.72	c	b	a	b	a	5.7	6.11	4.94	1.47	1.88	b	c	c	b	a
x40	5.21	0.43	3.92	8.78	2.09	b	b	c	b	c	2.82	8.26	6.89	3.62	9.02	c	c	a	a	c	4.69	5.25	9.72	4.57	0.94	c	a	c	a	a	6.5	1	8.1	0.54	6.27	c	c	a	a	c	6.48	9.44	8.29	9.58	7.06	c	c	c	a	b	6.63	9.43	7.22	5.95	2.37	c	c	a	c	a
x41	1.22	7.38	0.3	7.38	7.38	c	b	c	b	a	1.52	3.06	2.32	3.06	3.06	c	a	a	b	a	6.67	6.32	2.82	4	6.7	a	c	b	c	a	3.1	3.88	0.99	1.04	1.57	a	a	a	a	a	8.21	7.1	8.94	6.61	6.46	c	c	a	c	a	7.2	0.32	6.97	0.59	6.11	c	b	c	a	c
x42	4.04	7.38	4.85	7.38	7.38	b	c	b	b	a	3.97	3.06	1.56	3.06	3.06	b	a	b	b	a	4.95	0.17	1.87	3.26	0.31	b	b	c	b	b	0.25	5.22	7.69	6.74	7.7	c	a	c	b	a	4.75	4.8	1.77	6.37	0.39	a	a	b	b	b	0.49	1.57	0.61	2.33	8.85	a	a	a	c	c
x43	3.22	9.87	1.83	5.09	0.37	c	c	b	b	a	7.19	9.34	7.99	6.42	5.72	b	a	b	a	c	4.88	7.35	2.27	4.42	5.85	b	b	b	b	b	1.18	8.8	7.61	2.23	5.64	b	b	c	b	c	1.93	0.83	2.95	6.59	0.32	b	b	a	c	b	9.59	7.8	4.78	7.42	0.84	c	a	c	a	a
x44	8.21	5.14	0.34	6.86	2.57	c	c	c	a	b	8.06	5.26	9.12	8.11	9.64	b	c	a	b	c	3.13	5.36	1.35	5.39	6.85	b	b	c	b	b	8.28	4.77	1.68	2.24	0.64	b	a	c	b	c	5.61	0.96	0.68	7.54	8.76	b	a	a	a	a	0.94	9.29	0.09	9.08	7.49	b	a	a	a	b
x45	3.92	4.1	2.21	1.19	3.23	b	a	c	c	a	6.5	3.61	4.19	2.98	7.47	a	b	c	b	b	1.59	4.27	5.59	9.33	0.26	c	b	a	c	b	5.58	8.56	8.33	5.2	2.98	a	a	b	a	a	4.46	0.48	4.76	7.64	5.82	b	a	a	a	a	9.21	5.9	0.44	2.1	6.53	b	b	a	c	b
x46	6.41	3.43	1.08	4.92	3.04	c	c	b	b	a	5.97	5.99	9.63	7.83	0.3	a	b	a	a	b	0.53	6.54	8.43	0.24	0.08	c	a	a	c	c	7.69	5.94	2.34	6.43	8.88	c	a	a	c	b	2.02	6.04	9.89	7.17	7.75	c	a	a	c	b	5.49	7.98	9.81	6.57	2.58	b	b	b	b	c
x47	6.87	1.73	9.23	4.59	0.23	b	a	a	c	b	2.98	9.65	3.14	3.14	3.14	a	b	b	c	a	2.58	1.05	4.89	4.89	4.89	a	b	b	c	b	2.31	8.77	9.6	9.6	9.6	c	b	b	c	c	1.53	6.31	1.93	9.74	0.87	c	c	b	c	a	1.86	0.73	9.32	7.54	8.71	b	c	a	c	b
x48	8.15	7.08	0.97	3.3	8.24	c	a	b	a	c	0.49	5.77	6.43	4.46	0.23	b	b	c	c	c	9.56	2.48	2.09	1.84	2.68	b	a	a	c	b	5.5	6.32	7.8	5.77	4.79	c	a	a	c	c	4.67	6.5	8.39	1.08	0.08	a	a	a	c	c	6.56	3.3	0.15	6.14	2.11	b	b	a	b	a
x49	7.33	4.68	7.76	6.78	0.79	c	b	a	c	a	8.43	6.53	1.59	7.81	8.46	a	a	b	b	c	4.68	5.09	1.44	7	1.04	a	a	c	b	b	4.68	5.09	1.44	7.41	9.29	c	b	b	b	b	3.9	0.82	9.48	9.26	1.61	c	b	c	b	c	7.19	2.05	8.1	3.79	9.9	a	a	a	a	c
x50	0.89	6.09	2.3	1.33	7.7	a	a	a	a	c	6.07	7	3.8	5.26	7.08	c	a	a	a	b	8.45	3.35	0.41	8.79	7.08	c	a	a	a	c	9.72	6.5	4.6	1.18	4.73	b	a	c	b	a	6.15	8.99	3.54	8.87	9.13	c	a	b	a	c	9.88	2.7	1.74	3.87	0.72	a	b	b	a	b
x51	4.82	9.12	3.69	3.81	0.12	b	b	a	c	c	0.16	0.4	3.14	3.14	3.14	a	b	b	c	c	2.7	6.77	4.89	4.89	4.89	a	b	b	c	c	1.29	6.37	9.6	9.6	9.6	c	b	b	c	c	9.75	8.63	8.54	5.58	3.57	c	a	b	c	b	2.46	1.22	7.1	0.16	4.92	b	a	c	b	c
x52	0.91	8.07	3.46	3.88	6.56	a	b	a	b	b	5.42	5.94	3.86	0.89	0.02	b	c	b	b	b	6.43	9	0.11	1.14	9.55	b	b	c	b	a	9.99	9.91	2.7	5.83	0.86	b	b	c	b	a	8.32	1.77	3.55	5.29	3.42	a	a	c	c	a	4.67	3.55	6.49	2.2	3.7	b	a	c	a	b
x53	7.5	4.18	8.8	2.8	8.83	c	a	c	b	c	1.42	8.25	6.77	5.76	2.81	c	a	c	a	c	6.88	5.74	3.39	6.93	1.76	b	b	b	b	c	5.23	1.55	0.41	8.9	5.38	b	b	b	b	a	4.87	6.03	0.95	7.94	8.7	c	b	b	c	b	4.65	0.33	8.51	1.74	6.79	c	c	c	a	c
x54	9.23	4.5	6.94	6.12	6.48	a	b	a	c	a	4.98	9.64	3.14	3.14	3.14	b	b	b	c	a	8.23	4.45	4.89	4.89	4.89	c	b	b	c	b	6.42	4.65	9.6	9.6	9.6	a	b	b	c	a	1.92	4.45	9.93	0.27	0.25	b	c	a	a	a	9.05	5.44	0.53	1.7	6.25	b	b	c	b	a
x55	9.51	7.63	2.33	8.81	0.19	a	a	c	a	c	4.4	3.25	7.27	2.17	4.8	b	b	c	b	a	4.68	5.09	1.44	9.94	2.89	b	a	a	c	a	4.68	5.09	1.44	3.75	5.35	c	a	b	c	b	3.8	1.67	1.01	8.75	4.71	c	c	b	c	c	2.57	9.18	3.42	5.94	3.85	c	b	b	c	b
x56	1.26	7.38	4.68	7.38	7.38	b	c	c	b	a	7.58	3.06	8.72	3.06	3.06	b	b	a	b	a	2.96	7.54	2.84	0.65	7.09	c	a	b	a	b	5.6	5.31	4.66	4.97	2.66	a	b	c	b	c	1.94	6.36	9.13	9.62	1.23	b	c	b	a	c	9.55	5.17	9.01	0.66	0.33	a	c	c	b	c
x57	1.85	7.86	2.45	6.61	0.25	b	b	b	c	c	8.88	7.7	9.05	0.82	5.1	c	b	a	b	b	7.04	4.45	5.67	4.49	7.42	b	a	a	c	b	7.68	5.36	2.12	8.76	9.17	b	a	a	c	a	5.02	7.34	4.69	1	7.53	b	a	a	c	b	3.76	3.26	3.07	3.8	0.05	c	c	c	c	a
x58	3.53	8.42	7.66	1.81	4.82	b	a	a	b	b	6.73	9.78	4.08	6.18	2.62	c	a	a	b	b	9.84	5.67	4.9	1.04	6.6	c	c	b	a	b	7.49	7.52	5.17	2.91	3.19	a	a	a	c	b	7.34	7.88	9.86	1.81	4.21	b	c	c	a	b	1.92	1.52	7.64	9.75	6.56	c	c	b	a	a
x59	6	2.62	0.91	0.73	8.7	a	a	c	b	a	7.35	4.01	3.97	7.81	1.33	c	a	a	a	b	1.06	9.79	9.63	1.85	7.53	b	b	a	a	c	6.91	7	3.07	3.16	9.14	c	b	c	c	a	9.02	6.51	0.45	6.89	6.53	c	a	a	a	c	1.26	8.05	4.68	7.08	8.44	b	a	c	a	b
x60	9.89	4.85	5.12	0.86	6.08	b	c	b	c	c	7.45	0.45	8.86	9.96	2.26	a	a	a	a	b	9.72	5.49	8.41	9.76	4.12	b	b	c	b	b	1.58	3.29	0.71	5.14	0.24	b	b	b	b	b	2.53	4.76	7.73	8.59	9.54	c	c	c	a	b	2.9	9.71	5.4	7.8	9.02	a	a	b	a	c
x61	7.51	7.6	4.48	7.13	8.47	c	a	c	b	c	6.22	0.36	5.92	5.64	8.36	c	a	c	c	c	4.68	5.09	1.44	7.56	3.57	b	a	c	a	b	4.68	5.09	1.44	6.03	3.44	c	b	c	b	b	4.69	5.93	1.34	5.61	2.1	c	b	a	b	a	3.65	0.71	4.21	1.71	3.47	a	b	c	c	c
x62	8.47	9.57	8.72	1.66	2.39	a	b	c	a	b	9.53	0.86	6.09	0.18	9.63	a	c	a	c	c	4.68	5.09	1.44	0.37	4.48	b	a	c	a	b	4.68	5.09	1.44	2.14	5.04	c	a	c	b	a	1.84	2.28	3.72	0.28	8.75	c	b	a	c	c	3.03	0.62	7.1	5.67	5.71	a	b	a	a	a
x63	5.62	7.38	3.57	7.38	7.38	a	b	a	b	a	2.99	3.06	5.15	3.06	3.06	b	a	b	b	a	4.86	5.05	0.51	6.87	9.54	a	a	a	c	b	9.13	8.11	2.63	0.55	1.3	a	a	a	c	c	6.81	8.35	6.96	8.46	8.06	a	a	a	c	c	5.37	4.84	7.79	2.24	5.55	b	c	a	b	a
x64	3.52	8.73	7.43	6.43	1.16	a	b	b	a	c	8.78	7.19	6.27	9.66	6.88	a	b	c	b	b	4.68	5.09	1.44	3.66	6.01	c	a	a	c	b	4.68	5.09	1.44	4.6	0.56	b	a	a	c	a	8.91	9.95	0.81	3.74	6.14	a	a	a	c	c	5.75	1.81	0.06	4.23	1.65	c	c	a	a	c
x65	8.69	1.43	5.66	8.51	8.84	a	c	b	c	a	2.41	0.04	9.13	5.88	4.63	c	a	a	b	b	4.68	5.09	1.44	6.48	1.33	c	a	c	c	c	4.68	5.09	1.44	6.87	3.62	a	c	b	a	b	4.44	3.58	5.71	9.34	6.29	a	b	a	c	c	6.24	7.14	9.17	5.89	3.94	a	a	a	a	a
x66	4.6	6.92	4.25	3.76	3.46	c	c	a	b	c	2.33	4.46	1.2	5.01	8.94	b	a	c	c	a	0.24	4.18	4.85	1.73	9.1	b	a	c	c	a	8.14	7.96	0.93	0.8	2.45	a	a	b	b	b	0.46	5.66	4.07	5.41	7.48	c	a	c	a	c	2.98	8.28	7.5	5.68	8.18	b	b	a	b	b
x67	4.59	7.38	7.08	7.38	7.38	a	c	c	b	a	3.56	3.06	9.06	3.06	3.06	a	b	a	b	a	2.5	9.32	3.83	7.41	3.26	b	a	a	c	c	7.66	4.63	1.76	2.66	9.62	b	c	c	a	b	4.83	9.73	5.79	3.87	8.23	c	a	a	b	c	9.34	5.53	4.15	9.61	7.82	a	b	c	c	c
x68	3.89	1.66	7.79	4.85	8.72	c	a	a	a	b	3.79	6.68	3.13	3.07	0.93	c	b	a	a	b	3.95	8.34	3.7	8.09	6.41	b	a	a	c	c	1.06	0.66	6.86	8.93	5.96	b	a	a	c	a	0.4	1.89	0.61	0.89	7.88	c	a	a	c	a	7.14	7.88	8.99	4.34	0.13	a	a	c	c	c
x69	7.15	6.73	2.5	2.85	4.85	c	b	c	a	b	2.67	2.24	7.18	3.4	1.4	b	a	a	c	b	6.95	0.36	1.89	6.63	0.4	c	c	b	c	b	0.61	6.98	6.53	2.22	3.18	c	b	c	a	a	9.3	1.09	1.39	0.76	3.59	a	c	c	c	a	1.08	6.74	3	1.67	0.28	b	b	c	b	b
x70	1.44	3.64	3.33	5.63	6.23	b	c	c	b	a	6.55	0.52	0.51	0.49	8.92	c	b	b	a	b	5.66	3.75	0.36	5.55	6.78	c	a	a	c	a	5.22	3.08	3.02	1.9	6.21	b	a	a	c	b	3.99	8.22	2.69	5.75	9.49	a	a	a	c	c	6.75	7.07	8.25	6.2	3.04	c	b	a	c	c
x71	4.93	3.78	2.13	6.05	3.43	a	c	c	a	c	9.03	9.74	4.31	9.01	2.59	b	b	b	a	b	4.68	5.09	1.44	7	3.41	b	b	a	b	b	4.68	5.09	1.44	8.62	6.57	b	b	b	b	c	8.8	0.4	6.72	5.92	2.35	c	b	c	a	c	4.49	0.79	3.9	8.99	3.35	b	b	c	b	b
x72	8.95	3.26	2.73	3.59	5.94	c	a	b	b	b	7.72	1.82	4.48	5.48	0.56	b	a	a	c	c	5.41	2.39	8.44	8.09	5.68	a	a	a	c	c	3.34	4.31	2.47	9.6	5.73	a	a	a	c	a	9.98	2.77	3.72	1.19	4.51	a	a	a	c	a	5.74	2.7	5.32	7.49	1.28	a	a	a	a	c
