X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x14	2.22	6.18	5.72	2.39	2.71	1.13	1	9.27	7.35	8.45	c	a	c	a	c	c	c	b	c	b	8.01	4.86	7.25	8.15	6.57	0.94	0.18	1.87	4.5	0.4	b	c	a	a	a	c	a	a	b	a	5.56	5.99	3.28	5.17	5.17	4.15	5.77	5.73	9.34	0.48	a	a	b	c	b	b	a	b	b	a	3.74	5.59	4.1	9.93	6.88	8.25	9.53	9.69	3.38	1.64	c	a	c	a	c	c	b	b	c	b
x15	9.86	3.24	9.77	3.46	2.17	2.53	4.43	0.17	8.31	7.07	a	c	a	a	a	a	c	c	a	a	8.55	3.53	7.99	2.72	5.55	8.49	0.27	4.93	2.5	4	c	c	a	b	c	a	c	a	a	a	6.19	9.47	9.55	0.78	1.78	5.6	4.28	7.04	3.39	3.91	c	a	b	c	c	c	c	b	a	a	4.25	6.71	3.41	0.25	2.44	6.09	8.29	5.65	5.23	8.17	c	a	a	c	a	c	c	b	b	a
x16	0.26	2.2	5.46	2.47	7.68	9.26	3.37	0.9	3.69	1.82	a	b	a	c	c	c	b	b	a	b	0.26	2.2	5.46	2.47	0.2	0.5	9.84	0.9	7.53	3.94	a	b	c	a	c	a	c	b	a	a	6.75	6.43	1.96	2.85	3.63	3.66	4.03	3.93	0.05	3.19	b	b	b	a	a	b	a	a	c	a	4.17	9.56	8	0.5	9.29	2.68	1.97	7.87	4.79	7.82	c	a	a	c	c	b	c	c	c	a
x17	8.3	7.03	3.66	4.15	5.19	8.42	9.23	8.09	0.86	0.35	b	c	b	b	a	b	c	c	c	b	3.81	4.68	0.1	4.47	5.19	8.42	9.23	1.34	4.03	7.14	a	c	b	a	c	c	b	b	c	a	3.66	1.78	2.17	1.66	2.47	8.19	1.47	2.45	9.19	4.1	a	a	a	a	b	c	a	a	c	a	8.67	1.31	9.85	0.2	0.91	5.94	9.52	1.86	2.94	0.83	c	a	b	a	a	c	a	c	a	b
x18	6.34	5.35	4.85	9.34	5.19	8.42	9.23	9.28	2.93	5.04	a	b	b	a	b	c	c	c	a	a	8.87	7.57	8.78	5.85	5.19	8.42	9.23	8.79	2.56	3.45	b	b	a	c	a	c	a	a	a	b	9.07	3.17	0.04	2.91	5.18	7.55	2.7	2.35	5.49	4.71	a	c	b	a	c	a	c	a	b	a	3.78	0.6	1.14	0.38	8.59	2.32	4.58	3.68	3.03	6.25	a	a	b	b	b	c	a	a	c	b
x19	4.93	7.89	0.38	7.76	6.29	6.12	7.76	8.72	6.63	5.09	b	a	b	c	c	c	c	a	b	b	4.97	6.78	0.14	5.15	4.34	2.82	6.15	0.43	6.02	8.08	b	a	b	a	c	c	c	b	a	a	6.43	5.37	2.9	9.21	8.86	0.22	0.19	1	7.93	3.46	c	a	a	b	b	b	b	b	a	b	2.18	0.41	2.35	3.88	4.01	6.51	7.04	5.06	2.22	6.11	c	b	b	c	a	c	a	a	a	a
x20	9.66	6.41	3.44	8.76	5.19	8.42	9.23	4.2	5.94	1.15	c	a	b	c	c	c	c	c	b	c	7.19	8.45	2.26	4	5.19	8.42	9.23	7.61	8.28	1.08	b	a	b	a	c	c	b	b	a	a	3.53	3.01	8.98	2.93	1.09	2.95	8.85	2.36	2.14	3.01	c	c	a	a	c	b	b	b	c	a	6.8	4.07	8.95	7.56	2.87	8.73	7.07	9.11	2.19	1.27	a	a	b	b	c	a	b	a	c	c
x21	7.54	4.26	9.78	0.16	5.59	7.99	1.68	1.59	8.25	0.57	a	b	c	b	a	a	c	b	c	b	7.96	8.08	4.8	5.41	0.41	0.53	6.35	8.95	6.73	4.88	c	b	c	c	c	a	b	c	a	a	8.18	9.35	4.82	6.83	4.02	4.65	3.37	7.49	0.87	8.95	c	b	c	c	b	a	c	b	a	c	1.31	3.51	5.64	4.59	3.96	2.03	5.08	0.82	9.92	7.84	b	b	c	a	a	a	b	c	a	b
x22	6.74	3.18	6.48	9.36	9.49	5.89	8.71	4.94	5.12	0.57	b	b	b	a	b	c	b	c	a	b	6.89	1.87	8.32	5.04	5.8	8.28	1.29	1.78	0.45	9	c	a	a	c	b	c	a	a	b	c	6.88	1.94	9.28	9.91	5.63	5.72	2.18	3.4	3.51	2.79	b	a	c	b	a	b	c	c	a	b	7.82	9.46	5.56	2.35	8.85	3.06	0.69	7.64	4.39	8.49	a	a	c	c	a	a	c	b	b	c
x23	9.97	1.61	0.37	3.87	5.19	8.42	9.23	3.6	0.43	7.83	c	a	c	b	c	a	b	a	b	a	4.33	3.04	5.88	1.13	5.19	8.42	9.23	1.68	9.13	0.4	a	a	b	b	a	c	c	b	b	c	5.03	6.8	6.97	2.03	9.19	7.72	0.08	9.16	6.69	6.23	b	a	b	a	b	b	a	a	b	a	2.72	8.72	2.01	3.75	8.34	7.66	6.05	1.48	1.84	9.69	b	b	a	c	b	c	a	c	c	c
x24	9.36	9.95	1.64	9.47	5.49	8.33	2.49	5.9	8.66	0.65	b	a	b	c	c	c	a	b	a	b	6.31	3.97	2.4	6.15	5.45	1.39	8.13	6.38	3.79	5.29	b	a	b	a	c	c	b	a	b	c	3.97	4.7	5.31	3.89	8.85	1.98	0.82	0.82	3.15	3.27	c	a	b	b	c	b	b	b	c	a	5.13	5.88	1.9	4.39	6.91	8.8	6.96	8.57	2.36	4.87	a	a	c	b	b	b	c	c	c	a
x25	0.26	2.2	5.46	2.47	5.75	4.13	3.76	0.9	9.94	3.05	b	b	a	b	c	b	b	b	a	a	0.26	2.2	5.46	2.47	4.95	6.53	3.02	0.9	0.09	4.75	b	c	b	a	c	b	a	b	a	a	8.46	0.9	3.72	1.98	8.02	8.35	6.01	3.48	3.82	1.45	a	b	c	c	b	a	a	b	c	a	3.41	9.44	2.59	2.26	2.64	6.37	2.16	3.14	6.5	7.39	b	b	b	c	b	a	c	b	c	b
x26	1.61	1.59	8.45	9.66	5.14	6.04	2.47	9.6	2.14	4.32	a	a	c	c	a	a	b	a	c	c	3.41	8.92	8.73	1.06	2.54	8.72	8.48	9.48	6.78	9.69	a	c	a	c	b	c	b	a	c	a	3.35	2.95	6.4	1.37	6.62	6.06	6.37	1.77	3.27	4.3	b	b	c	a	c	b	a	b	c	a	1.79	4.81	7.01	2.28	7.35	4.05	7.1	2.49	5.88	6.23	c	b	a	c	b	a	c	c	a	a
x27	9.31	0.35	8.97	0.12	5.19	8.42	9.23	3.62	6.33	2.88	a	a	b	b	c	c	b	a	b	c	5.13	0.23	0.22	5.68	5.19	8.42	9.23	8.08	8.63	8.16	a	a	b	b	c	c	b	a	b	c	9.31	6.86	1.02	7.03	8.35	1.22	1.97	8.62	1.28	2.8	c	c	c	b	a	c	a	a	a	a	1.41	6.82	4.77	4.27	4.87	2.18	8.68	2.85	6.71	4.37	b	b	c	a	a	c	b	c	a	c
x28	0.26	2.2	5.46	2.47	0.35	6.54	7.44	0.9	8.09	2.59	c	c	b	c	c	b	a	b	a	c	0.26	2.2	5.46	2.47	9.1	3.49	5.06	0.9	1.06	1.4	c	c	b	a	c	b	c	b	a	a	2.76	5.31	3.37	8.18	2.06	6.83	3.48	0.92	4.96	5.96	b	c	b	c	a	a	c	a	c	c	7.48	6.9	4.96	8.48	0.22	2.53	9.02	7.11	2.76	5.26	b	c	a	a	a	c	b	b	a	b
x29	5.64	4.98	4.58	2.52	6.82	1.48	4.92	0.89	8.85	1.74	c	a	b	b	c	b	c	c	b	b	7.23	7.48	8.87	8.38	5.63	8.01	1.57	4.88	7.86	8.78	c	a	c	b	b	c	b	c	c	b	5.51	6.22	0.57	5.71	4.37	6.83	9.97	2.09	6.8	2.77	b	b	b	c	c	b	a	b	a	c	5.78	4.36	3.91	8.71	9.32	1.92	5.77	7.56	8.37	4.57	b	b	b	b	a	c	c	c	b	a
x30	1.08	7.41	0.17	0.21	2.36	1.59	1.86	4.88	2.51	3.12	b	a	b	a	c	c	b	a	b	b	7.14	7.97	9.9	4.4	3.06	0.42	3	2.37	3.76	7.93	a	a	b	c	c	c	b	b	c	c	2.75	3.91	2.02	7.1	6.09	7.94	0.16	8.56	5.08	0.44	a	c	a	b	a	a	c	a	c	c	9.5	9.89	4.41	1.4	4.5	1.14	1.48	4.65	1.57	2.82	a	a	a	b	b	a	a	b	b	b
x31	3.02	0.2	4.97	3.5	1.81	1.15	4.54	8.31	5.89	3.19	b	a	b	a	c	a	a	a	b	c	7.61	4.03	7.03	6.68	3.87	3.41	3.99	2.86	5.17	4.57	c	b	c	c	c	a	b	b	c	c	6.9	4.76	2.34	0.17	7.4	3.42	9.58	8.97	9.22	4.75	c	b	c	c	b	a	a	a	a	c	3.84	8.33	9.03	5.08	8.78	3.89	8.56	1.91	3.44	4.04	a	b	b	a	c	a	a	c	b	b
x32	2.47	3.1	5.36	1.61	5.22	8.61	9.06	5.72	2.75	7.81	b	c	a	a	c	b	b	a	c	b	7.59	0.25	0.73	6.06	2.13	1.02	7.78	1.74	7.77	3.34	b	a	c	c	c	a	c	c	c	a	6.5	4.05	8.64	0.75	6.92	7.17	5.88	8.71	6.2	3.19	a	b	c	a	b	a	a	a	b	c	7.82	0.61	6.74	5.84	8.43	1.99	3.24	7.31	1.76	5.72	b	b	b	b	b	b	c	c	b	c
x33	4.75	9.63	7.33	3.33	6.65	9.87	9.25	9.55	0.67	5.88	a	b	a	b	c	a	c	a	c	c	3.74	5.89	2.45	1.17	4.38	6.82	0.5	6.3	2.81	0.23	b	b	c	c	c	b	b	b	b	a	6.99	9.42	4.18	4.92	9.76	4.81	3.63	7.49	0.29	9.15	a	c	b	a	b	a	c	a	a	a	2.44	9.29	9.06	0.15	3.45	5.87	1.33	7.49	1.22	7.12	c	a	a	b	b	c	a	c	a	c
x34	9.56	2.01	2.08	5	8.57	5.53	7.47	0.55	9.82	0.55	a	a	b	b	c	c	c	b	c	b	0.52	1.82	7.46	2.02	1.82	3.99	3.66	7.29	5.68	0.77	a	a	b	c	c	c	a	c	b	a	6.64	6.55	9.83	0.5	3.75	6.96	8.25	4.62	7.49	4.12	c	c	a	b	b	a	a	a	c	c	3.68	7.19	6.54	3.63	0.55	6.46	8.33	3.29	6.34	7.27	a	a	a	b	b	c	b	c	a	a
x35	1.67	1.08	9.51	2.29	8.08	6.12	7.93	2.14	9.67	7.09	a	c	b	a	a	b	b	a	a	b	9.93	7.68	9.54	5.11	1.94	0.64	3.95	5.9	6.08	2.19	b	b	b	b	c	b	c	a	a	b	6.86	3.94	5.99	8.69	3.83	4.23	2.18	9.48	8.86	9.55	b	a	a	b	a	b	c	c	a	c	2.73	2.53	9.3	1.03	1.55	7.8	6.92	9.56	4.58	7.52	a	b	c	b	c	c	b	a	b	b
x36	7.06	8.55	9.87	9.64	4.53	7.49	4.71	7.35	5.52	0.33	b	a	b	b	b	a	c	b	b	a	9.8	0.49	6.8	0.77	3.4	2.37	9.18	5.3	0.03	0.97	c	b	c	c	b	a	a	b	c	b	6.61	0.55	4.58	1.63	7.12	2.99	1.5	4.75	3.72	3.28	c	b	c	c	a	a	a	c	b	a	4.73	7.88	2.83	9.77	8.33	5.2	7.26	0.98	4.46	1.55	a	c	b	c	c	b	c	b	a	a
x37	0.94	5.51	6.49	5.22	8.17	2.61	9.4	4.19	8.93	9.43	c	a	b	a	c	c	c	a	c	b	8.63	9.68	9.65	1.25	1.44	1.43	6.8	1.4	4.03	5.12	a	a	b	a	c	c	b	b	a	c	3.13	3.38	2.48	9.05	8.77	5.16	2.66	1.86	4.6	0.76	b	b	c	c	a	a	a	c	a	a	3.98	9.23	9.7	1.81	4.82	3.66	5.05	6.79	6.54	3.38	c	b	a	a	b	a	c	a	c	a
x38	3.2	8.13	6.1	9.48	5.19	8.42	9.23	3.98	4.22	2.53	c	c	c	b	b	b	b	b	a	c	9.43	7.93	3.99	1.81	5.19	8.42	9.23	7.62	6.85	1.28	b	c	b	a	a	b	a	a	a	a	2.69	6.95	4.93	7.75	5.73	6.21	7.24	7.93	9.72	0.99	a	c	a	c	b	c	b	a	c	b	0.17	9.03	0.71	3.6	7.83	2.77	6.36	0.89	9.02	7.01	c	b	a	c	a	a	a	b	a	b
x39	0.26	2.2	5.46	2.47	5.26	6.61	7.6	0.9	4.89	4.09	a	c	b	b	c	c	a	b	a	a	0.26	2.2	5.46	2.47	7.03	0.72	2.31	0.9	4.51	1.95	b	b	b	c	c	c	b	b	a	b	9.74	2.5	8.08	8.17	4.96	6.31	3.92	6.44	3.27	0.05	c	c	b	c	b	b	c	c	c	a	1.02	2.5	5.12	9.62	6.31	7.33	5.09	5.25	3.53	5.35	c	a	a	c	c	a	a	b	a	a
x40	0.26	2.2	5.46	2.47	5.19	8.42	9.23	0.9	3.48	4.12	c	c	a	a	c	a	c	b	a	a	0.26	2.2	5.46	2.47	5.19	8.42	9.23	0.9	0.63	3.83	a	a	a	b	c	a	a	b	a	b	2.42	1.83	3.31	8.66	6.02	6.84	6.29	3.22	2.31	1.77	b	c	a	c	a	c	a	c	c	b	7.93	3.45	5.43	4.16	1.52	2.2	0.8	0.17	9.37	3.49	b	c	b	b	b	b	b	c	a	a
x41	1.34	8.11	9.12	8.13	8.66	6.08	0.03	7.15	8.64	5.04	a	b	c	a	a	a	a	c	b	a	7.31	6.13	0.67	9.64	9.11	5.82	7.41	7.31	5.68	4.87	c	a	b	c	b	a	a	b	c	b	1.08	6.85	7.29	0.27	4.99	6.78	3.24	4.29	7.57	0.32	c	a	a	b	a	b	a	a	c	a	0.93	0.39	1.95	2.06	3.76	3.08	4.68	5.4	2.5	4.57	b	b	b	b	c	b	c	a	b	a
x42	0.23	0.05	5.16	7.54	4.37	0.82	7.58	2.21	4.72	1.08	a	a	b	c	a	a	c	c	b	b	8.44	8.68	2.61	4.62	3.25	0.51	6.39	0.21	5.29	0.27	a	c	c	c	c	b	c	c	a	c	0.86	2.69	9.99	6.71	0.9	5.34	1.35	9.84	2.67	1.87	c	b	b	b	a	a	b	a	c	c	5.67	1.08	2.38	5.13	6.52	3.2	2.33	5.88	5.9	3.09	b	a	c	a	b	b	c	b	c	c
x43	0.26	2.2	5.46	2.47	8.2	0.8	8.55	0.9	3.58	3.8	c	b	c	a	c	b	a	b	a	c	0.26	2.2	5.46	2.47	4.59	7.1	6.85	0.9	1.64	4.13	a	a	c	a	c	a	b	b	a	c	3.52	9.44	1.14	1.95	7.84	1.87	5.19	4.55	9.36	3.54	c	c	b	a	c	c	a	b	a	c	0.47	1.88	0.38	8.19	9.51	3.58	6.81	0.46	0.11	5.95	c	b	b	b	c	a	a	c	a	c
x44	0.26	2.2	5.46	2.47	5.97	2.61	3.56	0.9	7.82	2.96	a	a	a	c	c	a	c	b	a	b	0.26	2.2	5.46	2.47	7.45	3.12	2.6	0.9	2.62	3.31	c	c	c	a	c	c	a	b	a	a	3.16	6.97	9.1	4.41	8.1	0.34	6.67	5.91	2.64	7.19	b	c	a	b	b	a	a	b	a	a	7.25	9.52	8.35	5.06	4.35	7.53	7.26	5.73	3.85	6.43	a	a	b	a	c	b	a	c	a	b
x45	5.76	0.31	9.01	3.62	6.78	7.25	4.84	4.15	1.66	7.4	a	a	b	a	c	b	c	b	c	c	2.53	5.06	8.09	2.62	6.99	6.67	3.73	1.9	8.94	0.83	c	b	b	b	a	b	c	a	c	a	3.26	8.75	0.4	3.11	0.96	8.23	4.25	8.06	6.87	7	a	c	b	a	a	c	c	a	c	a	7.1	0.24	6.68	6.14	0.73	2.95	5.83	3.17	2.26	7.3	a	c	a	c	c	c	a	b	b	c
x46	9.46	5.58	4.51	2.77	8.29	9.55	6.81	0.16	4.36	9.94	c	c	a	b	a	a	a	a	c	a	0.84	6.48	2.39	4.88	2.65	8.3	4.73	6.85	7.67	8.19	b	a	b	b	b	a	b	b	b	c	3.4	6.38	5.18	3.83	0.82	5.16	4.46	9.41	1.11	1.27	c	b	a	c	c	c	c	a	c	c	2.87	8.57	7.27	5.97	8.62	3.39	1.17	6.14	9.02	4.76	c	c	b	b	b	b	c	b	c	c
x47	3.91	0.31	2.01	4.93	9.61	8.38	0.68	2.43	5.6	3.75	a	c	a	c	a	c	c	a	b	c	0.57	9.82	0.2	6.26	2.82	2.48	5	2.84	5.15	2.52	a	b	c	c	c	c	a	b	c	a	2.02	8.09	1.26	6.4	0.45	0.18	3.32	9.63	1.69	3.56	b	b	b	b	b	c	a	c	a	a	0.54	8.42	1.06	5.37	0.05	0.88	4.4	6.39	8.53	9.92	a	c	b	c	c	c	c	b	c	b
x48	1.93	0.46	4.11	5.51	2.7	6.84	0.13	6.94	6.11	0.62	b	b	a	b	b	c	b	a	a	a	8.87	6.97	4.92	2.38	1.61	8.11	4.81	9.31	8.01	8.09	c	a	b	a	b	a	b	b	c	b	2.33	3.43	9.62	8.26	7.47	8.66	6.77	7.66	8.75	4.81	c	a	b	c	c	a	a	a	a	c	2.57	9.8	9.65	0.23	8.21	4.15	2.49	0.44	8.54	1.95	c	a	b	a	c	c	b	c	a	c
x49	4.28	3.69	9.46	2.59	5.19	8.42	9.23	1.55	6.41	9.28	b	a	b	b	c	c	b	c	b	b	7.9	4.1	4.75	4.37	5.19	8.42	9.23	9.8	6.4	1.34	a	a	b	b	c	c	a	b	a	b	9.19	3.31	0.55	7.41	1.72	0.77	6.64	0.94	4.32	1.04	b	a	c	b	c	c	b	a	c	c	4.63	1.08	2.27	7.21	2.54	4.77	7.14	3.22	4.1	0.79	b	c	b	c	a	a	c	a	c	a
x50	5.71	9.13	0.87	7.94	7.9	3.99	7.6	2.78	4.97	6.53	c	b	c	c	a	b	b	b	c	b	2.34	2.35	0.27	0.23	3.86	0.54	4.29	5.49	3.08	7.01	c	b	c	c	a	a	b	a	c	b	2.12	0.24	1.79	0.57	4.95	7.37	8.85	0.58	2.56	3.84	c	b	c	c	c	a	b	a	b	b	1.2	8.38	1.22	2.42	4.32	3.97	4.95	0.35	2.46	0.79	c	b	c	b	c	a	a	c	b	a
x51	1.55	3.33	5.81	2.5	0.81	6.14	7.82	9.28	7.83	5.37	a	a	b	a	b	a	b	c	b	c	0.86	5.41	3.65	1.75	1.11	6.2	8.03	5.57	1.54	3.5	b	a	b	a	c	a	b	a	b	b	0.94	5.79	6.58	5.7	1.04	4.53	4.8	2.97	8.91	1.94	c	b	a	c	a	c	c	b	b	b	2.2	9.94	0.16	9.12	8.52	5.98	6.92	8.91	8.08	6.45	a	b	c	b	b	c	c	c	a	a
x52	5.61	1.71	1.05	1.48	1.98	7.14	8.17	9.02	3.99	7.39	c	c	c	a	c	c	c	b	b	c	6.52	0.21	4.77	6.32	4.1	8.89	6.34	9.05	4.43	2.7	c	b	c	a	a	b	b	c	c	a	1.43	2.23	4.71	8.28	2.07	2.94	3.82	2.85	3.92	7.34	a	b	c	b	a	a	c	c	c	b	8.55	2.25	2.27	8.67	5.71	4.67	7.53	6.82	0.77	4.74	b	c	c	c	b	c	b	c	a	b
x53	4.97	0.84	6.77	0	5.19	8.42	9.23	6.02	2.63	3.62	a	a	b	c	c	c	b	b	b	b	6.47	1.98	6.12	4.92	5.19	8.42	9.23	2.65	6.68	5.31	b	a	b	b	c	c	c	a	c	b	4.53	9.39	7.09	0.16	7.05	0.05	2.11	5.02	5.01	3.58	b	b	b	c	a	b	b	b	a	b	2.1	4.53	5.89	4.8	8.73	5.44	2.04	1.3	3.78	8.86	a	c	b	b	b	c	a	c	a	b
