X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x20	0.02	4.34	2.67	7.63	3.3	b	a	c	a	c	6.26	4.14	2.34	2.1	0.62	b	a	b	b	b	6.74	1.46	6.12	7.11	3.01	b	a	c	a	b	5.33	9.19	1.22	0.38	8.25	c	b	c	b	c
x21	0.03	4.3	0.51	8.42	9.7	a	c	b	a	b	6.16	8.99	5.06	8.76	6.48	a	a	b	a	b	8.02	8.08	7.91	7.63	9.79	a	a	a	c	a	7.31	0.39	0.78	7.32	0.94	c	a	b	c	a
x22	7.14	0.82	5.99	3.82	4.77	c	b	c	b	b	4.75	3.3	7.97	6.62	4.07	b	c	a	c	c	3.57	7.46	0.01	3.27	0.67	b	a	b	a	c	4.86	4.8	3.04	0.24	4	c	c	c	a	a
x23	8.22	2.73	4.19	4.34	5.49	a	b	c	b	a	6.46	7.94	5.45	9.72	4.2	a	b	b	a	a	4.62	4.83	7.17	0.02	9.54	a	c	b	c	b	3.51	7.29	2.19	2.57	1.19	c	c	b	c	c
x24	5.49	5.08	6.9	2.2	9.59	a	c	c	b	c	8.81	7.67	6.24	0.2	5.4	b	b	c	c	c	0.52	9.12	3.71	1.53	1.77	a	a	a	c	a	4.13	2.44	7.11	2.92	8.87	c	b	b	c	c
x25	0.96	4.44	8.29	9.33	3.36	b	a	b	b	b	6.1	3.72	7.22	3.79	5.34	b	c	b	b	b	8.37	3.72	7.22	4.18	6.37	c	c	b	b	a	5.72	8.64	2.32	5.19	0.29	a	a	a	c	b
x26	7.37	0.48	4.97	7.57	1.03	a	b	c	c	c	9.21	8.57	8.58	9.21	0.8	c	c	b	a	a	9.15	8.35	9.71	9.15	9.39	b	a	b	a	a	7.77	4.92	2.26	7.69	0.92	a	c	c	a	b
x27	8.43	0.39	3.38	5.63	1.12	b	b	b	c	b	7.32	6.68	8.63	3.94	5.08	b	c	b	c	b	8.17	5.41	0.8	6.85	5.49	a	a	a	a	b	7.93	4.35	1.66	3.79	1.56	c	a	a	b	b
x28	9.64	4.47	1.37	2.78	2.99	a	c	c	b	c	4.89	8.34	0.88	0.1	4	b	a	a	c	b	1.69	1.96	4.61	0.58	9.75	c	c	a	a	c	5.93	4.2	3.79	4.72	5.53	c	c	b	b	b
x29	4.21	4.26	4.03	9.32	2.86	c	b	b	c	b	8.09	7.59	9.82	9.93	8.27	a	c	c	a	b	7.46	5.93	1.32	7.97	9.5	c	a	a	c	b	5	1.36	5.7	7.34	0.56	c	a	b	a	b
x30	0.83	1.35	7.99	2.71	1.57	a	c	c	c	b	4.64	6.75	5.92	3.67	5.48	a	c	a	c	b	3.67	6.28	5.2	2.86	7.31	c	a	a	b	b	2.28	2.16	2.97	1.46	5.84	c	c	a	b	b
x31	1.58	1.74	9.33	5.29	6.22	b	b	a	c	a	4.03	5.18	0.7	5.25	1.8	c	b	c	a	c	0.04	5.99	9.87	8.82	8.24	c	a	b	c	a	5.87	0.34	3.27	7.9	5.04	c	a	c	c	b
x32	9.45	4.41	1.21	3.59	6.12	b	b	a	a	c	9.86	3.44	4.68	3.74	0.63	c	a	a	c	b	1.56	2.98	5.61	3.21	8.73	a	c	b	c	c	1.69	5.86	5.27	2.67	2.71	a	c	a	a	b
x33	2.69	3.97	9.87	0.27	2.42	c	b	b	a	a	8.88	2.19	1	0.38	7.11	c	b	a	c	b	0	7.03	0.35	2.57	1.05	c	b	c	c	c	1.04	4.2	1.04	1.83	8.87	b	c	c	c	a
x34	2.85	1.99	9.54	5.07	2.87	a	a	c	c	a	0.16	3.63	8.44	6.51	4.25	b	a	b	b	c	3.36	2.97	3.38	0.95	5.52	a	c	b	b	c	2.51	6.79	1.41	5.49	2.39	b	a	a	c	a
x35	4.39	6.45	1.79	4.92	6.55	b	b	c	a	a	1.15	4.77	7.06	8.63	6.54	a	b	a	b	a	5.18	0.48	1.93	2.75	9.87	a	a	b	c	b	0.11	7.5	3.04	9.37	5.16	b	a	a	b	b
x36	3.72	3.94	5.48	0.11	1.35	b	a	c	c	c	9.21	3.18	7.63	9.21	7.74	a	b	c	a	a	9.15	1.15	5.11	9.15	5.16	b	a	b	a	a	3.2	5.98	1.35	8.85	0.2	a	b	a	a	b
x37	2.63	3.43	2.42	9.55	5.87	b	c	a	b	c	8.16	6.02	2.8	0.27	5.09	b	a	b	b	a	9.47	7.84	8.66	0.9	2.97	a	a	c	a	c	1.37	3.75	0.36	2.85	8.54	c	a	c	a	a
x38	8.77	1.56	1.59	9.08	1.57	a	c	c	a	c	6.91	5.22	3.96	3.55	0.31	a	b	b	b	b	8.44	2.3	5.3	2.8	9.98	b	c	c	b	b	0.64	1.4	1.31	1.71	3.88	c	b	c	c	c
x39	3.15	2.74	8.61	3.45	5.44	b	b	c	c	a	9.21	9.39	7.86	9.21	6.11	a	a	a	a	a	9.15	0.08	1.81	9.15	8.08	b	b	b	a	a	9.38	4.13	5.37	9.09	6.87	c	c	b	a	b
x40	8.93	7.34	4.36	3.94	4.36	a	c	b	c	a	4.2	5.06	6.69	8.47	1.54	a	b	c	a	a	7.25	4.54	8.13	2.91	2.58	a	b	b	c	a	7.95	5.74	7.82	4.52	2.63	c	a	a	b	c
x41	0.79	9.29	3.16	3.89	4.55	a	c	a	b	b	0.12	3.94	0.54	2.21	7.24	a	c	a	c	a	5.57	5.59	4.87	5.63	7.48	b	c	c	c	a	6.63	1.19	1.22	8.38	6.21	b	b	b	b	b
x42	4.16	4.44	2.08	8.65	5.12	a	a	c	a	c	9.68	3.54	9.23	1.11	7.04	b	c	a	b	a	6.81	4.78	3.64	0.01	1.05	b	a	a	b	b	6.1	2.12	5.9	6.95	5.36	c	b	b	c	a
x43	0.18	7.18	6.29	5.33	8.72	b	b	b	b	b	6.68	8.79	3	2.28	9.43	a	b	a	a	c	4.3	9.11	3.88	9.87	3.65	a	a	b	a	a	1.53	5.83	9.36	8.4	8.09	b	b	c	b	b
x44	4.59	3.42	3.17	4.77	3.58	b	a	c	a	b	9.21	3.72	7.22	9.21	8.67	a	a	a	a	a	9.15	3.72	7.22	9.15	4.21	b	c	c	a	a	9.43	1.84	6.05	6.9	4.66	b	a	a	b	b
x45	8.44	1.17	3.25	8.99	1.75	b	a	b	c	c	5.98	4.67	3.23	6.07	8.53	a	a	c	b	a	9.68	9.99	7	1.51	7.6	c	b	b	c	a	5.75	8.79	9.02	9.93	6.59	c	c	c	b	a
x46	4.8	7.9	0.41	6.37	3.06	c	a	c	b	b	6.17	0.59	5.92	6.83	1.2	a	b	c	a	a	9.32	3.16	0.51	6.1	2.81	c	c	b	a	a	3.7	2.37	5.14	7.58	6.83	a	b	a	a	c
x47	9.12	4.42	0.57	9.13	5.79	b	a	b	b	b	8.34	4.94	9.44	8.32	5.65	b	b	b	a	b	1.13	4.52	7.88	4.99	3.51	c	b	b	c	c	1.52	0.86	3.68	8.8	9.48	b	a	b	a	b
x48	9.76	4.74	7.35	0.79	1.96	b	c	b	a	b	5.01	9.5	7.76	5.98	9.01	b	c	b	a	b	3.29	3.28	0.31	7.57	1.36	a	c	c	a	b	7.39	1.89	4.15	9.11	3.34	c	a	c	c	a
x49	9.29	0.67	2.66	3.68	4.8	a	a	b	c	c	7.4	2.37	0.45	3.06	6.48	b	a	c	c	c	1.99	2.17	3.35	9.12	8.62	a	a	a	a	b	5.57	3.04	5.31	2.74	5.73	c	c	c	a	b
x50	1.42	1.79	3.25	5.17	3.85	b	b	b	b	b	6.53	4.72	5.61	0.54	1.17	b	c	b	c	b	2.19	7.11	8.13	9.12	8.66	a	b	a	a	b	4.04	1.11	3.17	6.93	9.73	b	a	b	c	a
x51	1.94	1.82	7.87	0.37	7.04	a	c	a	a	a	2.96	0.16	8.6	1.05	3.03	b	b	a	a	c	2.65	4.83	4.79	1.6	1.57	c	c	b	a	a	0.05	7.95	7.25	1.14	5.61	b	b	b	c	b
x52	0.13	0.24	3.71	5.01	3.06	c	c	c	b	a	9.21	4.62	6.48	9.21	6.11	a	c	b	a	a	9.15	5.28	2.27	9.15	5.3	a	a	c	a	a	1.5	2.77	5.37	1.92	9.63	b	a	a	b	c
x53	4.79	8.43	5.38	0.66	6.05	b	a	b	a	b	9.03	3.44	7.55	0	9.96	b	b	b	b	b	1.94	1.34	5.02	1.95	4.94	a	c	b	a	a	5.02	5.89	6.87	3.07	4.24	a	b	a	c	a
x54	9.19	2.58	9.56	7.82	4.4	a	b	b	b	a	6.72	8.87	4.05	1.91	8.8	a	a	c	b	b	9.62	5.07	5.57	6.42	0.17	b	b	c	c	b	8.36	2.57	7.94	8.11	2.4	a	a	b	c	a
x55	6.9	5.45	7.89	3.95	6.33	c	b	c	b	a	9.21	3.72	7.22	9.21	3.49	b	b	c	a	a	9.15	3.72	7.22	9.15	7.64	b	b	c	a	a	9.92	3.28	3.95	2.93	1.96	c	a	b	a	c
x56	9.15	8.67	1.28	8.34	0.61	c	a	b	b	a	4.64	2.37	3.44	6.63	4.59	a	a	a	b	c	6.11	1.3	9.74	2.6	9.03	a	b	c	c	b	6.73	0.28	7.7	3.88	2.96	a	b	b	a	c
x57	1.4	4.26	4.15	8.94	4.42	b	b	b	a	c	4.01	0.26	0.45	4.77	4.27	a	c	a	b	c	6.78	5.83	0.41	4.89	4.9	a	a	c	c	a	9.73	7.93	1.61	3.98	6.48	b	c	a	c	c
x58	0.63	3.01	3.81	7.59	4.67	b	a	b	a	b	8.7	0.54	0.56	3.75	1.26	a	a	c	c	a	7.31	4.16	8.93	5.59	1.43	c	c	b	a	a	7.79	8.11	4.08	0.5	2.25	a	c	c	c	b
x59	1.81	2.11	0.1	7.58	4.42	a	a	a	a	a	3.04	8.56	7.8	8.99	2.18	b	a	a	a	a	9.87	5.79	9.87	4.09	6.58	b	c	c	b	b	0.85	6.8	9.05	8.5	8.31	a	a	b	c	a
x60	3.8	0.51	0.64	8.07	5.6	c	c	a	a	c	9.21	4.55	2.63	9.21	7.2	b	a	c	a	a	9.15	2.01	6.79	9.15	4.98	b	b	b	a	a	2.7	7.94	2.24	5.64	3.62	c	b	b	c	c
x61	2.26	6.67	2.45	3.71	4.36	a	c	b	a	c	5.1	6.13	2.5	1.49	4.59	b	b	a	a	a	6.28	7.47	7.48	6.45	3.33	c	c	a	b	c	9.12	2.23	8.69	6.78	3.22	a	b	a	c	c
x62	3.6	7.7	0.63	5.2	0.07	b	b	b	a	b	3.62	7.39	3.93	5.6	6.11	a	b	c	b	b	5.98	5.24	0.87	5.91	2.64	b	c	c	c	a	8.75	5.42	3.62	8.57	9.52	c	b	c	a	c
x63	7.72	1.55	8.99	7.03	2.52	b	b	b	a	b	8.56	3.91	7.23	4.03	7.57	b	c	b	a	b	5.64	3.39	6.48	1.94	8	a	c	b	b	a	9.19	9.94	4.94	3.38	0.2	b	b	a	c	b
x64	9.91	2.62	3	8.92	0.4	a	a	c	a	a	1.66	2.36	4.99	0.25	1.3	a	c	c	c	a	5.99	6.63	0.06	9.21	0.78	a	a	b	b	c	2.67	7.26	8.17	5.73	9.04	b	a	b	a	b
x65	4.81	3.3	9.66	9.71	2.51	a	c	a	b	b	9.21	9.99	9.99	9.21	6.92	b	a	c	a	a	9.15	7.98	8.18	9.15	8.39	a	c	a	a	a	9.32	8.09	0.69	3.63	0.53	a	a	a	a	c
x66	4.13	0.26	7.97	3.7	1.54	b	a	a	a	c	9.82	5.43	9.83	3.14	1.41	c	c	b	c	c	8.77	8.4	9.32	9.34	7.73	a	c	c	b	b	5.92	6.12	3.89	9.47	9.33	c	c	c	b	a
x67	5.51	2.35	5.51	7.4	1.78	b	c	a	a	a	9.6	7.45	0.3	7.48	9.58	b	a	a	a	b	2.22	5.75	1.21	0.43	4.04	a	c	c	b	a	7.44	3.01	1.96	5.2	3.06	c	c	a	c	a
x68	9.86	4.2	5.16	9.41	1.04	b	c	b	a	b	8.76	3.15	4.89	3.54	0.23	b	a	b	c	b	5.29	2.94	2.28	1.83	3.11	a	c	c	c	b	5.75	5.98	1.11	5.56	8.53	a	a	c	a	a
x69	7.2	0.27	1.59	0.61	8.69	a	a	c	a	a	9.21	1.39	5.38	9.21	2.82	b	c	b	a	a	9.15	4.46	7.16	9.15	0.43	c	a	b	a	a	5.07	1.89	7.65	4.62	0.13	b	c	c	b	b
x70	4.51	2.93	0.97	5.32	1.97	a	c	b	c	a	9.45	2.14	6.83	0.86	7.07	b	b	a	c	a	7.15	9.58	6.16	6.05	1.62	a	a	a	b	c	5.55	3.83	3.07	6.18	3.47	b	a	b	c	b
x71	7.07	1.9	7.53	6.43	8.83	b	a	b	c	b	9.86	4.47	8.96	5.6	4.95	b	b	b	a	b	5.02	2.58	3.69	9.91	2.31	c	c	a	a	c	9.26	9.13	5.72	0.22	7.88	a	c	a	b	c
x72	1.97	4.14	0.45	1.08	3.41	b	b	c	b	a	6.68	3.72	7.22	9.95	3.92	c	c	c	a	b	9.23	3.72	7.22	1.91	2.65	c	b	c	a	a	6.13	8.26	0.12	9.5	3.73	a	c	b	c	c
x73	6.52	9.19	7.54	0.53	7	c	c	a	b	c	5.65	3.72	7.22	4.57	5.92	a	b	c	c	c	1.26	3.72	7.22	4.02	6.26	c	b	a	c	c	2.51	8.17	5.15	6.29	0.7	a	b	c	c	a
x74	5.65	0.07	6.76	3.32	6.94	c	b	a	a	a	0.24	4.5	2.21	6.79	4.31	c	b	a	b	b	3.62	2.91	5.28	2.22	0.93	c	b	b	a	a	0.54	9.62	0.18	0.89	3.06	a	b	c	c	b
x75	5.24	1.3	8.13	7.27	9.86	c	c	a	a	a	9.21	6.71	7.27	9.21	9.51	a	b	b	a	a	9.15	0.06	9.15	9.15	1.03	a	a	a	a	a	8	1.62	5.17	6.96	3.63	c	a	c	c	b
x76	7.98	7.98	8.59	3.35	3.12	b	b	b	c	c	1.23	4.03	1.31	0.43	2.49	b	c	a	c	b	0.41	6.52	7.65	4.11	0.05	c	c	c	c	a	7.32	3.26	6.39	4.63	3.76	c	b	b	a	c
x77	4.91	6.69	7.01	8.34	6.01	a	b	b	c	b	7.31	7.59	2.95	2.61	7.49	b	b	b	c	c	2.23	8.04	6.48	4.39	3.91	b	a	c	b	b	7.8	9.48	2.53	4.57	2.31	a	a	a	c	b
x78	3.88	4.88	2.21	0.06	0.22	b	a	b	c	a	4.28	0.73	6.26	9.55	3.24	a	b	b	c	a	5.02	9.94	6.04	9.07	5.77	a	c	b	c	b	6.24	2.44	8.76	5.11	2.3	c	b	c	b	c
x79	8.26	6.68	5.33	1.97	9.37	b	c	a	b	a	0.37	8.79	9.34	0.32	3.33	a	c	a	c	a	9.65	0.93	9.89	3.36	7.16	b	b	b	a	b	4.32	2.5	0.51	8.3	5.7	a	a	b	c	c
x80	2.87	3.13	0.83	0.09	6.23	a	c	c	c	b	1.85	5.17	7.85	7	5.91	b	b	b	b	c	7.87	3.64	7.17	5.81	9.65	b	c	a	a	a	9.62	8.82	1.81	3.38	7.27	c	b	b	c	a
x81	2.04	6.25	3.28	8.04	0.81	b	b	c	a	a	8.51	4.17	4.16	4.01	4.54	b	b	a	a	c	4.85	6.03	2.64	5.86	4.22	b	a	c	c	a	9.17	8.34	8.98	5.45	6.97	c	b	b	c	c
x82	0.1	3.14	7.23	1.39	6	a	b	c	b	a	9.86	0.86	6.79	4.45	7.05	a	a	a	a	b	3	8.28	4.64	3.88	3.34	c	b	c	b	c	6.33	7.28	1.09	4.8	1.46	c	a	a	c	b
x83	9.48	5.3	2.84	0.8	3.49	a	b	a	b	b	2.92	8.19	4.39	6.54	4.33	c	a	b	b	c	0.32	7.29	7.87	3.48	7.53	a	b	b	c	c	1.86	3.78	8.43	8.5	9.73	a	a	c	a	a
x84	9.83	8.94	6.01	2.37	4.11	b	c	b	b	b	7.7	4.7	1.46	3.64	3.82	b	a	b	b	b	2.74	9.96	2.64	7.35	8.3	c	a	b	b	a	3.21	5.45	0.99	8.8	9.24	a	a	b	a	c
x85	4.14	8.28	3.36	3.98	1.15	c	a	a	b	b	9.21	4.08	4.26	9.21	1.81	c	b	a	a	a	9.15	1.76	8.93	9.15	3.15	a	c	c	a	a	6.87	7.93	5.5	4.85	0.82	b	b	a	c	b
x86	9.81	6.77	6.05	2.58	4.58	c	c	b	c	a	4	2.31	7.01	9.51	8.92	b	a	b	c	c	8.36	1.94	5.76	8.54	2.3	c	a	b	a	b	7.07	0.63	0.04	8.26	7.3	c	c	c	b	c
x87	7.37	8.19	7.02	8.87	4.68	b	b	c	b	b	9.21	7.62	0.87	9.21	7	c	c	b	a	a	9.15	1.25	0.06	9.15	4.95	c	b	b	a	a	9.54	4.28	6.38	6.32	4.33	a	a	c	a	b
x88	1.1	3.76	1.45	2.83	0.43	b	a	b	b	a	8.55	9.42	4.15	2.34	4.67	b	b	a	a	a	5.12	9.42	1.19	8.8	4.97	b	a	c	a	c	8.5	5.04	9.18	3.36	9.13	b	c	b	a	b
x89	5.48	7.94	3.51	1.54	6.35	a	a	c	a	b	5.76	5.11	1.96	4.65	1.92	a	a	c	b	c	2.84	0.44	0.32	0.23	9.11	c	c	c	c	c	3.73	1.89	5.69	0.45	0.9	a	c	a	c	a
x90	9.72	1.52	5.02	9.72	6.5	c	b	a	a	b	2.96	1.1	8.03	1.27	7.9	a	b	c	b	a	6.73	4.76	8.26	1.12	6.3	a	b	c	a	c	3.07	8.47	5.74	4.18	6.82	a	c	b	b	a
x91	3.07	2.97	0.71	7.43	7.43	c	a	a	c	a	0.4	3.72	7.22	5.11	9.32	c	a	a	c	b	4.27	3.72	7.22	7.11	9.2	a	a	c	a	c	1.69	6.25	5.04	5.12	2.82	b	c	a	b	b
x92	8.09	6.73	4.31	6.62	5.12	b	c	a	b	c	6.28	1.28	9.52	0.68	6.85	b	b	b	c	c	7.82	2.24	3.48	8.67	1.6	a	a	b	c	c	1.71	0.13	4.08	3.89	4.65	b	c	b	a	c
x93	3.84	5.23	7.14	6.41	7.39	b	c	b	c	b	3.47	3.72	7.22	7.48	1.52	a	c	a	a	a	8.46	3.72	7.22	7.61	2.07	a	a	a	b	b	9.53	0.95	2.05	0.9	3.45	a	b	c	c	b
x94	0.15	1.56	1.7	1.64	1.18	a	b	c	b	a	0.18	4.21	7.39	3.02	5.27	b	b	b	c	b	2.45	6.28	5.59	5.45	0.01	c	c	b	a	c	0.16	7.6	9.29	0.8	1.8	c	a	c	b	c
x95	8.08	9.76	3.3	1.7	9.52	b	b	b	c	b	9.15	5.61	8.57	5.42	5.92	b	a	b	a	b	8.76	9.81	3.89	7.54	9.61	a	a	b	b	c	2.51	1	5.84	9.94	9.68	a	c	b	c	b
x96	5.66	5.09	0.47	7.09	9.22	b	c	c	a	b	9.63	6.48	6.79	6.62	1.36	a	b	b	a	b	8.98	3.07	9.22	3.36	6.02	c	c	b	b	c	3.82	6.89	1.42	0.87	1.41	a	b	a	b	c
x97	4.31	7.44	8.63	3.68	0.12	c	c	b	a	c	9.21	3.72	7.22	9.21	9	b	c	c	a	a	9.15	3.72	7.22	9.15	9.18	b	a	a	a	a	5.21	3.04	0.81	7.65	7.1	a	a	b	a	a
x98	3.79	8.72	7.62	1.54	3.3	b	c	b	b	c	9.21	7.19	1.13	9.21	5.68	b	b	c	a	a	9.15	4.42	9.29	9.15	5.9	c	a	c	a	a	2.25	9.85	1.82	6.55	0.08	b	c	b	c	a
x99	5.14	2.38	7.99	4.51	1.11	a	c	b	a	a	9.21	3.82	3.2	9.21	6.97	c	c	c	a	a	9.15	4.35	1.75	9.15	9.64	c	c	b	a	a	7.73	3.82	1.35	1.17	9.25	c	c	c	a	a
x100	2.51	9.66	3.78	6.18	0.13	b	b	b	c	b	1.11	7.94	4.98	5.16	3.84	b	b	b	a	b	0.07	8.56	1.3	0.73	9.63	a	a	a	b	a	4.8	3.13	2.69	2.14	2.98	b	a	b	a	b
x101	7.13	4.18	8.19	9.71	6.19	a	b	a	b	b	6.19	3.72	7.22	8.1	7.89	a	c	b	b	b	3.53	3.72	7.22	2.72	5.7	a	b	b	c	a	3.51	5.79	7.22	1.59	7.06	c	c	c	c	b
x102	8.02	2.33	9.03	7.21	5.25	c	a	b	b	b	3.28	0.41	8.05	5.86	8.58	c	c	a	b	b	9.72	6.81	6.95	1.72	8.26	a	c	b	b	b	8.37	1.61	2.87	9.27	4.28	c	c	a	b	c
x103	4.3	6.9	3.57	6.07	2.04	b	c	b	a	b	8.95	8.39	9.32	2.08	0.42	b	b	b	b	b	8.67	0.75	8.38	8.38	3.69	b	c	c	c	b	6.49	2.81	5.11	2.87	7.82	b	c	a	b	a
x104	1.35	1.62	1.19	8.93	3.63	b	c	b	b	b	9.82	3.29	0.64	8.72	7.15	b	c	b	b	b	2.92	4.43	2.92	2.14	7.78	c	a	b	a	c	5.15	2.12	1.55	8.63	5.24	c	c	b	a	a
x105	5.84	6.81	2.69	9.1	0.63	a	c	a	c	a	9.21	4.47	1	9.21	6.19	a	c	b	a	a	9.15	6	7.07	9.15	3.22	a	a	a	a	a	3.37	3.7	0.77	9.27	8.78	a	b	c	c	b
x106	9.87	2.03	4	0.79	0.83	b	a	b	c	b	4.94	9.19	6.62	9.13	7.35	b	a	b	c	b	8.68	2.67	2.06	1.52	1.2	c	a	b	b	b	3.96	8.33	2.78	4.61	0.74	c	b	c	b	b
x107	2.9	2.56	3.95	6.76	6.39	b	b	b	a	b	5.46	2.11	1.9	5.83	7.83	b	b	b	c	b	3	6.8	6.25	5.58	9.77	c	a	c	a	b	2.69	9.96	0.63	3.42	8.13	a	c	a	b	b
x108	3.55	9.99	6.86	4.83	0.36	a	b	b	b	c	7.79	1.27	5.92	1.17	6.97	a	b	b	b	a	4.32	9.64	6.43	0.13	8.91	b	c	a	b	c	0.81	7.2	1.22	1.83	2.22	a	c	b	b	a
x109	3.18	8.9	3.67	3.3	7.18	a	c	c	c	a	7.95	6.28	1.59	7.33	9.92	a	a	a	a	b	6.53	1.55	8.56	2.06	8.45	a	c	a	a	c	6.22	1.59	6.98	8.68	4.59	b	b	b	a	a
x110	4	1.19	1.51	5.43	5.94	c	a	a	c	c	5.11	9.27	7.03	4.57	0.71	b	c	b	b	b	7.72	9.47	5.27	2.75	2.96	c	c	a	a	c	5.38	1.46	4.07	4.72	1.2	b	c	b	b	b
