X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x10	2.24	1.57	0.97	8.51	2.55	a	a	c	b	a	4.18	2.07	6.69	0.66	1.56	a	c	a	a	a	2.8	6.39	1.11	2.5	7.16	c	c	a	c	a	3.01	6.57	7.6	1.09	1.14	b	b	c	a	a	7.12	3.12	5.15	5.02	5.64	c	c	a	a	a	1.28	1.96	3.64	4.66	7.25	c	a	a	a	c
x11	0.55	5.27	5.37	1	4.83	b	c	a	a	b	5.61	1.77	0.77	2.76	8.34	b	c	a	b	a	5.6	3.01	2.98	6.45	7.24	b	c	a	c	c	8.15	6.96	4.01	8.11	8.47	b	c	c	b	b	0.83	3.09	0.99	4.59	5.48	b	c	a	b	a	3.54	7.31	7.27	0.92	0.12	c	c	b	b	a
x12	4.94	3.91	5.23	5.62	0.79	a	b	c	a	c	9.91	9.91	0.69	1.89	7.8	c	a	b	b	a	5.93	0.94	2.62	6.39	2.82	a	c	c	c	b	8.48	7.35	2.94	6.55	3.04	a	b	a	c	c	3.42	5.64	0.11	7.73	5.29	b	a	c	a	c	6.15	2.76	1.95	5.43	6.33	c	b	b	b	b
x13	8.84	5.79	8.88	8.53	4.98	a	c	a	a	a	5.45	9.3	7.95	5.03	9.45	c	c	b	c	c	7.1	2.22	0.24	5.66	0.56	b	a	c	b	b	5.07	1.97	7.58	9.85	2.05	b	a	a	a	a	9.67	9.09	3.48	5.71	0.26	c	c	a	a	c	2.59	9.04	4.29	7.58	8.4	c	c	b	c	b
x14	2.12	2.47	4.84	3.28	6.19	a	a	c	a	b	4.56	4.95	3.76	2.08	8.83	a	c	b	c	a	3.89	8.21	8.57	1.49	0.65	c	b	a	a	c	0.27	1.07	4.04	9.63	7.83	b	c	c	b	b	2.32	8.62	5.22	0.01	8.59	c	a	c	c	a	5.99	1.8	6.84	9.47	7.74	c	b	b	a	a
x15	9.99	3.47	8.34	3.52	1.33	c	c	c	c	b	6.66	3.58	0.5	1.05	0.43	c	a	a	c	c	7.74	6.14	0.67	8.16	9.23	c	a	a	a	c	0.69	5.19	4.06	3.83	3.67	a	c	a	c	c	4.06	7.93	1.41	5.23	3.1	b	c	a	b	c	2.09	3.92	1.98	2.08	0.71	c	a	a	a	a
x16	4.89	4.67	0.83	1.38	4.67	b	c	b	b	c	8.91	6.63	6.75	1.26	6.63	b	b	b	c	a	3.68	3.07	6.49	8.6	3.07	c	b	a	a	b	8.83	1.57	5.52	4.88	9.36	c	b	b	b	b	0.74	9.34	5.1	3.13	7.77	a	c	c	b	b	0.08	7.26	3.05	7.38	8.76	a	b	b	a	a
x17	5	8.25	7.43	7.95	5.37	c	c	c	a	a	8.89	5.85	9.69	4.4	6.44	c	b	b	a	a	6.38	5.07	4.13	5.66	5.72	b	c	b	c	b	2.94	1.2	6.96	5.69	9.88	c	b	c	b	b	0.61	1.99	1.35	2.74	6.11	b	c	b	c	c	1.78	0.76	7.76	4.81	4.37	b	a	a	a	c
x18	6.9	0.19	6.4	7.52	3.89	a	a	c	a	b	6.1	2.61	1.44	1.59	2.35	b	c	b	b	b	8.68	2.54	8.52	3.23	8.07	b	c	c	a	c	2.86	6	0.9	0.86	7.05	b	c	b	c	b	5.06	9.92	4.07	3.35	7.17	b	c	c	b	b	5.2	9.75	9.54	8.91	3.25	a	a	c	a	c
x19	6.42	7.09	0.59	2.7	6.83	c	c	a	a	c	6.61	8.45	2.66	8.19	0.04	c	a	c	c	a	7.1	2.88	5.21	2.72	4.23	b	b	c	b	b	5.64	7.12	8.35	2.09	7.42	c	a	a	c	b	0.45	3.58	0.42	7.08	5.88	a	c	a	b	c	1.75	0.86	0.42	5.28	7.79	c	a	c	c	c
x20	8.67	1.63	5.5	8.92	6.44	c	c	b	c	a	6.17	9.46	9.64	4.9	7.91	b	c	b	b	a	4.94	2.51	4.22	9.67	7.15	b	c	c	a	a	1.65	0.18	6.31	6.29	2.4	b	c	b	b	a	6.49	7.87	7.97	7.42	9.82	b	c	c	c	c	2.64	3.82	7.58	7.77	2.52	c	a	a	b	a
x21	3.45	4.67	7.31	2.85	4.67	b	c	b	b	b	8.54	6.63	7.92	1.51	6.63	b	b	c	c	c	7.53	3.07	7.94	9.94	3.07	b	c	b	b	b	9.05	8.73	7.93	1.28	7.53	c	b	b	b	b	9.67	9.98	5.09	8.21	6.9	a	b	c	a	a	6.84	9.75	2.56	7.07	9.98	a	a	a	a	c
x22	8.77	4.63	4.73	7.37	5.88	a	a	b	a	c	8.77	4.25	4.73	7.37	7.39	a	a	b	a	a	8.77	4.3	4.73	7.37	5.81	a	a	b	a	a	8.77	8.39	4.73	7.37	2.25	a	c	b	a	a	0.03	4.83	0.94	9.81	3.7	c	c	a	c	c	2.32	8.5	5.73	3.24	8.75	b	c	a	c	c
x23	7.35	0.36	5.33	3.35	6.33	a	a	b	a	a	9.07	1.76	5.05	5.31	0.62	c	a	c	c	a	6.75	9.95	7.29	9.39	5.05	c	a	c	c	a	7.22	8.18	1.87	5.3	6.84	c	a	b	a	b	2.63	6.28	6.62	9.12	9.26	b	c	c	b	c	7.22	1.75	4.48	7.44	6.6	b	a	c	b	c
x24	8.77	4.67	4.73	7.37	4.67	a	b	b	a	c	8.77	6.63	4.73	7.37	6.63	a	b	b	a	b	8.77	3.07	4.73	7.37	3.07	a	b	b	a	c	8.77	0.08	4.73	7.37	7.77	a	a	b	a	b	1.92	9.92	3.12	0.36	2.39	a	a	a	c	b	4.12	5.54	4.99	2.7	8.82	a	a	b	b	a
x25	9.96	5.21	9.93	2.86	6.34	a	b	a	a	b	5.74	3.33	1.71	7.32	5.6	c	b	a	b	b	0.05	2.96	2.05	2.61	0.78	c	b	a	b	a	7.51	4.24	3.89	4.76	2.21	a	b	b	c	b	8.74	1.51	4.07	9.2	3.14	a	b	b	c	b	0.58	7.09	9.27	9.03	4.28	c	b	c	a	c
x26	4.26	0.7	5.5	7.17	2.5	c	b	b	a	b	1.8	3.76	8.44	6.54	6.23	c	a	b	a	c	6.35	3.03	4.81	8.06	1.43	a	b	a	c	c	9.54	6.37	3.79	4.59	9.89	a	b	c	c	b	7.5	3.18	5.27	0.26	9.01	b	a	a	b	b	6.23	4.36	2.11	2.99	5.25	a	b	c	b	b
x27	3.59	0.38	8.47	1.01	8.89	b	b	c	b	b	3.89	7.59	1.87	4.7	3.96	c	b	c	a	b	6.06	2.26	3.29	9.94	1.66	a	c	b	b	a	2.23	3.84	7.62	7.72	8.4	c	a	a	a	b	6.11	8.69	0.92	6.8	5.23	c	a	c	a	a	9.52	3.15	0.76	6.2	2.05	b	b	c	c	b
x28	1.49	5.07	5.44	4.06	7.73	a	b	b	c	c	9.83	4.64	9.53	6.5	2.02	a	a	b	a	a	8.06	5.96	9.46	9.79	3.12	b	b	c	b	c	9.49	7.52	6.35	5.15	3.42	b	c	b	a	b	8.13	6.3	8.65	4.06	1.18	a	b	c	b	b	6.47	9.27	6.6	1.49	1.36	a	c	a	a	a
x29	7.46	8.38	2.29	8.8	9.67	b	a	a	a	b	0.49	4.7	3.22	4.8	0.24	a	c	c	a	c	3.89	7.64	1.49	1.33	4.6	b	b	b	a	a	9.93	2.7	3.11	6.32	3.76	c	b	a	b	c	7.58	0.01	2.54	5.31	7.21	a	b	c	c	b	3.39	5.81	8.86	9.01	4.16	a	b	c	b	a
x30	1.88	8.12	8.34	8.35	9.48	c	b	b	b	b	9.49	3.8	8.27	4.35	3.26	b	c	b	c	a	7.77	0.67	7.4	0.34	1.3	b	c	a	a	b	7.52	4.54	6.22	9.96	8.32	b	c	a	a	c	3.83	0.03	8.53	9.8	3.09	b	c	a	b	a	1.12	4.24	3.57	8.05	6.37	a	b	c	a	a
x31	8.25	1.62	2.4	2.01	9.52	a	b	b	b	b	3.5	4.4	7.12	6.65	4.05	b	a	b	b	a	3.02	8	6.65	6.15	9.63	c	c	b	a	b	9.95	6.59	5.32	1.35	8.38	b	a	c	b	c	0.84	4.64	6.55	0.21	8.97	b	c	b	b	c	2.31	9.03	9.26	1.5	6.81	a	c	b	a	a
x32	5.26	2.49	9.26	2.09	2.53	b	b	c	c	c	3.92	8.89	6.77	7.53	8.75	b	c	b	c	c	9.69	2.52	1.91	6.41	6.81	b	b	b	a	c	6.11	1.68	8.64	4.97	9.5	c	c	b	a	a	9.72	6.28	5.12	4.64	0.52	c	b	a	b	c	8.33	1.96	9.84	3.72	1.51	a	b	a	c	a
x33	5.8	5.8	6.09	6.36	6.13	a	c	b	c	b	1.21	6.85	7.32	5.43	7.45	b	a	c	a	c	4.98	2.45	2.68	2.35	3.71	c	a	b	a	a	9.58	4.66	2.4	7.65	0.35	c	c	c	b	c	3.28	1.29	7.65	1.38	1.85	c	c	a	c	b	8.06	9	4.39	6.05	2.11	c	a	c	a	c
x34	5.04	4.23	9.57	3.97	8.75	b	a	b	b	b	8.9	6.18	8.18	2.57	5.36	a	c	c	c	c	1.41	5.8	7.8	8.98	8.87	b	b	b	a	a	1.1	5.64	4.5	5.51	5.08	b	a	a	a	a	5.14	6.34	3.91	1.34	2.11	a	c	c	a	b	2.88	7.4	6	9.68	6.03	c	c	a	a	c
x35	8.77	0.96	4.73	7.37	9.42	a	a	b	a	b	8.77	0.58	4.73	7.37	0.5	a	b	b	a	b	8.77	1	4.73	7.37	1.3	a	b	b	a	a	8.77	6.87	4.73	7.37	0.13	a	a	b	a	b	7.26	6.26	2.96	1.04	8.71	c	b	b	c	a	1.3	5.99	9.92	6.01	8.49	b	c	a	a	a
x36	8.77	4.67	4.73	7.37	4.67	a	c	b	a	b	8.77	6.63	4.73	7.37	6.63	a	c	b	a	b	8.77	3.07	4.73	7.37	3.07	a	b	b	a	c	8.77	8.39	4.73	7.37	9.33	a	a	b	a	c	3.99	3.29	5.68	9.04	5.14	a	b	c	a	b	6.79	9.81	0.62	0.95	4.88	b	a	c	c	c
x37	8.77	8.46	4.73	7.37	4.87	a	b	b	a	b	8.77	2.77	4.73	7.37	2.29	a	a	b	a	a	8.77	8.74	4.73	7.37	0.7	a	c	b	a	c	8.77	7.3	4.73	7.37	6.24	a	c	b	a	a	7.69	3.15	5.75	5.21	7.86	b	b	c	c	a	6.24	8.75	1.51	0.19	2.59	b	c	b	c	c
x38	7.52	4.67	4.36	9.23	4.67	a	c	c	b	c	1.62	6.63	9.94	1.68	6.63	c	a	a	b	c	5.78	3.07	9.84	9.91	3.07	b	b	b	b	c	1.62	5.78	2.52	0.72	4.25	b	c	c	c	c	1.59	4	1.5	5.43	4.37	b	c	c	a	b	8.85	7.94	1.8	5.98	5.39	b	b	c	c	c
x39	0.5	6.28	5.01	3.17	2.09	a	a	a	b	a	9.21	7.23	6.57	2.98	1.85	b	c	a	b	b	0.79	4.33	2.79	7.85	5.94	b	c	a	c	b	9.83	7.01	6.33	7.54	3.37	b	c	c	b	c	4.41	4.84	3.61	7.69	1.56	b	c	a	c	b	2.97	7.7	7.24	4.28	0.88	a	a	c	b	a
x40	2.08	0.53	5.12	1.67	2.61	c	a	b	b	c	6.73	3.75	0.28	6.95	4.92	a	c	b	c	a	3.79	7.11	6.34	3.92	4.83	a	c	b	b	a	5.76	2.06	1.45	3.18	5.43	c	c	c	a	b	6.34	9.81	7.54	1.77	8.58	b	c	a	c	a	0.73	5.59	0	0.3	9.3	a	c	b	b	c
x41	1.29	4.33	1.89	9.37	6.76	c	c	a	b	b	1.69	8.93	8.01	7.54	7.92	c	b	a	a	a	8.3	8	9.72	9.37	1.4	b	c	a	c	b	1.5	7.91	1.03	1.22	9.93	a	b	a	b	a	8.47	5.3	6.46	8.89	7.48	b	c	a	a	b	6.57	6.68	9.99	5.05	4.4	a	b	a	b	c
x42	8.77	2.38	4.73	7.37	2.62	a	c	b	a	b	8.77	8.84	4.73	7.37	2.16	a	b	b	a	b	8.77	1.08	4.73	7.37	5.14	a	c	b	a	c	8.77	7.09	4.73	7.37	3.56	a	c	b	a	a	4.62	7.88	8.14	6.61	6.67	a	a	c	a	c	5.15	7.94	5.18	1.3	5.23	b	c	c	a	a
x43	9.62	6.63	6.69	0.16	1.21	a	a	b	c	b	1.35	5.23	4.51	5.74	5.94	b	c	c	b	a	6.47	6.7	7.59	5.73	3.04	c	a	b	a	b	5.74	6.78	1.95	5.3	4.2	b	b	b	c	b	3.71	2.98	6.99	2.74	4.79	a	a	b	c	a	8.94	6.44	4.46	2.57	0.5	b	b	a	b	b
x44	3.19	3.14	8.4	6.02	1.26	a	c	a	c	a	4.79	0.64	4.46	8.81	3.83	a	b	c	c	a	5.14	8.65	2.79	5.64	2.71	c	b	b	c	c	8.39	7.23	6.98	3.7	5.52	b	a	a	a	b	9.73	2.2	2.35	4.26	1.23	b	a	c	c	b	1.98	4.71	8.88	2.7	3.02	b	b	a	b	b
x45	2.99	6.45	2.75	7.76	8.42	b	b	b	c	c	8.45	0.53	7.58	9.21	3.62	b	c	a	c	b	6.73	9.86	7.42	0.61	6.9	b	c	b	b	b	2.72	9.91	8.83	1.95	8.79	b	c	b	c	b	1.18	6.1	4.82	5.52	1.8	b	c	a	c	c	7.38	8.14	6.91	2.6	8.66	c	c	b	b	b
x46	0.6	6.36	7.34	7.9	0.26	a	c	b	b	a	2.08	3.44	8.09	7.1	8.89	b	a	a	b	a	6.82	7.7	6.93	6.99	6.25	b	a	c	c	c	3.24	0.35	1.32	8.03	3.75	b	a	a	b	a	5.43	7.29	1.03	1.27	6.09	c	b	c	a	b	3.54	8.42	1.37	2.07	4.14	c	c	a	b	c
x47	3.73	3.49	2.97	1.53	7.97	b	b	c	b	b	5.78	9.37	5.33	9.76	1.57	b	c	c	c	a	6.17	5.92	0.18	10	5.14	b	c	c	a	b	0.08	1.48	3.86	1.56	1.21	b	c	c	c	b	5.26	5.65	7.77	5.27	8.3	b	c	b	c	a	5.12	0.27	2.77	1.92	4.79	c	c	c	c	a
x48	4.01	5.64	0.99	9.1	2.8	a	c	a	c	c	1.37	7.01	6.51	4.21	8.04	c	a	b	c	a	7.49	2.04	7.76	0.23	3.52	a	a	a	b	b	3.47	4.4	4.92	5.91	3.8	a	b	c	a	b	0.81	0.91	0.43	5.83	5.88	c	c	c	a	a	1.64	4.82	3.87	2.25	6.6	b	a	a	b	a
x49	4.89	8.92	4.65	8.79	7.44	c	c	c	a	b	4.98	1.66	7.15	2.51	3.09	c	c	a	c	c	0.88	5	5.64	9.1	9.11	c	c	b	b	b	3.54	5.42	0.93	2.9	3.32	c	b	a	a	c	3.15	0.85	3.84	8.52	7.55	a	c	c	a	c	4.8	6.13	5.45	7.37	1.44	a	a	a	b	c
x50	2.98	0	6.51	6.69	3.32	a	c	a	c	b	5.45	4.47	7.81	5.97	5.55	b	c	b	a	c	2.21	9.43	3.62	4.55	9.3	b	c	b	c	a	9.11	8.08	1.5	8.85	8.22	b	c	a	a	c	7.41	3.82	8.82	3.55	2.39	b	c	b	b	b	2.75	7.16	6.02	2.18	3.63	c	a	c	c	b
x51	6.68	2.69	9.5	3.45	0.6	b	b	b	b	b	7.77	4	4.93	5.99	5.02	a	c	c	c	c	4.92	4.31	9.97	2.73	9.49	c	a	b	c	b	1.74	9.36	6.25	0.8	3.92	b	b	b	b	c	0.55	9.31	3.12	7.69	7.42	a	b	a	b	a	7.81	1.2	0.49	3	4.94	b	c	b	b	a
x52	8.94	7.76	3.98	0.3	3.23	b	c	b	a	a	6.1	2.61	5.04	5.87	1.31	c	a	c	c	a	2.99	1.44	5.93	9.96	7.11	c	a	b	c	b	8.7	4.37	8.16	6.85	9.87	a	c	b	b	b	9.5	4.18	4.14	7.93	1.92	c	c	a	b	a	0.43	4.69	1.36	7.86	9.28	b	c	a	b	b
x53	3.46	8.84	2.29	4.8	6.12	a	a	a	a	a	2.4	4.73	8.3	5.48	6.37	a	b	b	b	a	0.93	4.86	9.73	5.24	0.02	c	c	b	c	b	7.71	4.09	6.89	6.28	9.67	a	a	b	a	b	2.42	7.06	0.27	5.41	3.17	c	c	c	c	b	0.88	2.14	9.29	0.84	4.29	a	b	c	c	a
x54	0.51	4.84	3.43	0.79	3.73	c	a	a	b	b	4.79	9.87	9.44	0.33	9.69	b	c	b	b	b	9.14	0.37	8.1	3.18	2.69	b	c	c	a	a	8.46	5.99	1.23	1.25	9.23	b	c	c	c	c	4.33	0.82	0.37	5.74	1.07	b	c	a	b	c	3.6	7.71	2.6	6.48	5.69	a	b	a	a	b
x55	6.32	4.93	7.22	5.81	3.89	c	c	b	a	c	6.53	6.4	2.92	5.87	6.84	b	c	c	a	b	3.77	4.37	9.47	8.17	8.42	b	c	a	c	a	2.97	1.53	3.31	6.86	1.28	b	c	b	c	a	6.19	5.04	6.57	1.34	3.35	b	c	b	a	b	3.49	7.32	7.81	3.45	4.33	a	a	a	b	b
x56	1.44	9.81	1.18	8.55	7.42	b	b	c	a	b	5.74	9.4	1.68	4.02	7.79	a	b	c	b	c	3.15	8.76	6.36	5	0.43	c	a	a	b	c	9.45	2.78	0.82	4.38	8.51	a	b	b	a	c	4.23	1.54	6.59	1.15	7.95	a	b	a	c	b	9.85	0.03	6.92	4.02	0.32	b	b	a	a	b
x57	7.33	2.57	6.06	3.1	4.98	a	a	a	c	c	0.06	6.1	2.55	0.14	7.15	b	c	a	a	a	9.06	7.09	0.49	7.08	4.67	a	c	a	a	b	4.15	1.95	5.97	7.38	2.26	a	b	a	c	a	7.85	0.09	9.43	2.15	6.41	b	c	c	c	a	5.31	0.5	4.17	4.28	3.85	b	c	c	b	c
x58	0.47	6.08	7.6	7.68	4.24	c	c	c	c	b	9.4	5.19	5.99	9.6	3.74	b	a	b	b	c	6.52	2.25	8.62	1.55	5.68	c	c	a	a	c	9.78	3.8	6.6	6.69	3.33	c	c	a	c	b	7.54	0.46	3.69	0.18	2.43	c	a	b	a	a	5.53	7.69	1.96	3.26	5.15	c	b	a	a	b
x59	8.23	9.6	0.32	0.29	6.85	c	c	a	b	c	2.04	0.57	7.61	0.34	8.87	b	b	a	a	a	8.8	9.51	1.37	7.05	9.58	b	c	c	c	b	0.34	1.24	3.15	1.55	0.2	c	a	c	a	c	1.83	0.4	6.81	5.8	2.3	a	b	c	b	b	0.81	7.39	5.33	6.13	2.01	b	a	c	a	b
x60	2.73	5.51	5.52	0.81	8.38	c	a	c	b	b	8	3.65	3.96	0.54	0.32	c	c	c	c	c	0.37	0.3	3.44	4.94	2.06	a	c	c	c	b	8.98	7.58	6.69	8.42	3.1	a	a	c	b	b	8.17	2.13	3.82	7.2	0.45	a	b	b	a	c	9.06	3.11	5.87	2.75	1.4	a	b	a	b	a
x61	5.09	0.74	5.93	0.33	0.42	b	a	a	a	b	2.47	8.21	8.2	0.21	4.27	b	b	b	b	a	0.47	7.6	7.03	5.37	3.79	c	c	c	c	a	4.15	0.63	6.78	1.23	1.22	a	a	c	a	c	1.75	9.41	5.05	3.47	4.21	a	a	a	b	c	3.89	5.6	0.35	6.07	2.56	b	c	a	b	a
x62	7.18	7.42	7.82	1.34	4.9	a	a	a	c	a	5.71	1.54	6.82	3.39	0.09	b	c	b	b	b	6.3	7.2	5.15	2.62	4.53	c	a	a	a	b	0.58	6.81	5.37	7.53	6.76	b	c	a	a	a	5.84	6.1	4.48	3.37	9.7	b	a	a	c	b	5.95	8.2	5.15	5.04	3.66	b	b	c	a	b
x63	5.54	1.53	2.63	8.79	8.84	a	b	b	c	a	9.91	5.25	1.03	1.9	7.13	b	a	a	a	a	0.62	7.31	0.51	0.68	5.64	b	c	c	b	a	8.72	1.29	5.28	1.15	9.14	a	a	a	c	a	4.89	6.99	9.21	2.02	4.21	a	a	c	c	c	7.35	3.01	0.94	6	5.98	c	c	b	a	c
x64	3.67	0.14	2.95	3.16	1.69	b	a	b	c	a	8.13	3.5	1.89	0.7	0.25	b	c	a	b	c	3.47	7.22	3.54	4.39	3.71	b	a	a	c	a	5.09	2.77	3.12	8.41	2.32	b	b	a	b	c	7.63	6.45	1.41	6.33	4.19	a	b	c	b	a	5.45	8.55	3.07	9.28	0.1	c	a	c	b	b
x65	8.8	8.22	9.15	5.52	1.43	a	b	b	c	a	3.37	7.72	4.53	1.12	5.51	b	b	a	c	c	2.45	8.76	5.75	5.9	8.18	a	a	a	a	a	9.12	3.97	9.42	7.43	1.05	b	c	b	c	a	0.33	5.71	1.63	4.7	4.93	a	b	c	a	a	4.9	9.15	7.14	6.51	5.86	b	c	b	c	c
x66	0.15	7.23	0.86	9.68	8.2	c	a	b	a	b	1.73	1.03	7.01	2.43	8.21	a	c	b	c	a	9.7	9.95	7.49	5.75	3.94	c	a	c	c	c	5.88	3.55	2.96	1.29	3.09	a	b	b	b	c	6.87	0.64	1.61	2.44	8.95	a	b	b	b	a	4.14	1.72	1.69	1.66	5.38	c	c	c	b	a
x67	4.57	8.83	9.09	1.87	8.89	a	a	b	a	c	7.9	4.34	6.25	3.16	2.15	a	a	c	c	a	9.38	5.44	3.26	5.68	7.17	a	a	a	c	a	6.68	5.16	8.12	0.69	4.67	b	c	c	b	a	2.6	7.9	8.01	8.41	1.11	b	a	c	c	c	2.19	6.67	5.75	0.3	6.78	c	a	b	a	b
x68	2.18	5.1	3.43	8.13	8.17	b	a	b	a	b	0.15	3.52	9.63	6.84	0.55	a	c	a	b	b	0.36	8.38	3.19	8.23	4.9	b	a	a	b	a	6.24	7.61	8.93	1.41	1.76	c	b	a	a	a	8.48	2.95	0.94	1.77	6.19	a	b	a	c	c	8.48	7.88	5.37	0.4	6.54	c	b	b	b	c
x69	1.33	5.47	2.74	2.97	3.43	b	b	a	c	c	8.52	2.68	2.45	6.73	8.97	b	b	c	a	a	8.53	5.14	4.8	9.71	9.4	b	c	c	b	b	7.59	2.86	5.11	9.98	3.36	c	a	a	a	c	4.62	9.42	3.53	2.38	9.43	a	a	b	a	c	6.81	1.83	5.56	4.77	0.41	b	b	a	b	a
x70	0.62	8.8	0.87	7.7	2.51	c	a	a	c	a	9.86	5.41	9.28	5.94	8.27	b	c	c	a	c	9.93	8.04	7.39	0.27	4.13	b	c	b	c	c	1.48	7.11	3.53	3.77	6.06	b	c	c	b	a	4.15	2.12	3.52	3.39	6.52	b	c	b	a	a	3.4	9.73	9.25	0.68	8.22	b	a	b	c	c
x71	2.83	4.67	0.18	9.6	4.67	a	c	c	c	b	1.01	6.63	7.6	9.2	6.63	c	c	b	b	c	9.79	3.07	9.21	8.69	3.07	a	b	a	b	c	6.52	0.24	5.21	6.65	4.14	c	c	b	b	c	3.72	4.92	1.34	3.99	2.78	c	a	a	a	b	1.02	8.78	9.16	1.43	3.7	b	a	c	c	a
x72	8.38	4.67	8.49	9.21	4.67	c	a	c	b	c	6.04	6.63	2.98	5.04	6.63	a	b	b	c	b	3.11	3.07	4.53	9.01	3.07	a	b	a	b	b	2.62	2.65	9.07	0.45	1.87	c	a	c	b	a	8.6	0.37	1.83	8.39	7.59	c	c	b	b	b	6.36	9.62	8.13	9.08	4.97	a	b	c	b	b
