X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x28	8.25	4.65	5.48	5.68	2.61	b	b	b	b	b	4.09	0.04	8.3	6.65	0.79	c	a	c	a	c	6.67	9	8.6	2.72	7.09	b	a	a	a	c	0.17	2.81	7.26	1.36	8.03	b	a	c	c	a
x29	6.79	7.82	7.26	6.6	2.13	c	b	c	b	b	8.69	8.25	7.98	1.74	2.86	a	a	c	b	c	7.7	6.39	5.17	7.92	4.29	c	b	b	c	a	4.86	5.54	7.17	9.91	4.01	a	c	c	c	b
x30	4.7	2.87	7.1	5.31	2.52	c	c	c	c	a	7.9	5.17	8.75	0.32	5.24	b	c	c	c	b	1.06	0.98	8.55	6.44	7.92	a	a	b	c	b	7.49	4.03	0.45	3.37	5.47	b	b	b	b	c
x31	7.22	1.09	6.9	9.51	2.98	a	a	c	c	b	1.42	3.33	6.92	0.03	6.26	a	a	a	a	c	7.13	5.55	4.16	5.05	8.7	c	b	b	a	a	0.54	3.52	9.16	4.89	5.45	b	c	b	b	b
x32	2.43	7.35	8.72	5.19	3.97	c	c	b	c	c	5.48	4.23	1.88	4.99	8.01	c	a	b	b	b	5.48	7.44	1.88	6.43	8.01	a	a	b	b	b	5.34	1.99	5.6	1.6	7.09	a	c	c	b	b
x33	7.63	4.12	3.26	2.13	5.24	b	b	a	c	b	0.99	2.13	0.33	2.1	7.71	a	c	b	b	b	6.22	2.35	0.74	9.83	1.09	b	c	b	b	c	1.26	6.86	8.86	7.23	7.19	a	a	c	b	b
x34	1.4	0.18	8.89	8.06	7.18	b	b	a	a	c	6.75	7.27	3.42	8.72	5.83	a	a	b	b	c	5.49	9.98	6.8	5.61	9.24	b	a	c	a	c	2.31	7.12	6.48	3.98	9.12	a	b	a	a	b
x35	0.36	9.05	9.59	7.36	8.91	a	a	c	b	c	2.38	9.67	3.85	4.97	9.19	b	a	c	c	a	7.58	9.81	7.02	5.18	4.77	c	a	c	c	b	6.62	4.06	2.53	2.64	2.03	c	b	c	c	c
x36	4.95	2.62	8.77	4.66	8.83	c	c	a	a	b	4.16	6.81	0.09	7.22	4.76	c	b	a	c	c	0.56	5.44	5.55	9.73	2.42	b	b	b	a	c	8.98	4.71	5.67	9.97	5.26	c	b	a	a	c
x37	3.94	8.88	2.82	9.87	7.87	a	a	b	a	a	8.2	3.81	4	5.68	4.66	b	c	b	a	b	4.73	8.27	0.32	3.13	1.35	a	c	a	b	a	1.28	9.95	1.5	0.12	7.73	a	a	a	b	b
x38	2.51	7.73	2.19	3.85	2.48	a	b	c	c	a	4.44	8.39	2.86	3.73	4.86	c	a	a	c	c	7.84	4.22	1.36	1	2	c	a	a	a	c	8.77	2.99	1.44	6.76	9.79	a	b	a	b	c
x39	7.65	6.12	5.84	3.39	8.13	c	b	a	a	c	4.34	7.46	5.82	9.24	4.47	a	b	a	a	b	1.47	7.43	6.87	5.3	4	c	a	a	c	c	9.59	0.14	9.05	4.76	3.96	c	b	c	c	a
x40	6.74	3.12	9.51	5.28	6.74	c	c	a	c	b	5.29	0.11	6.2	5.51	5.29	c	c	b	b	b	6.67	2.81	8.84	7.95	0.05	a	c	b	b	a	3.76	8.65	3.69	7.83	2.81	b	c	a	a	b
x41	1.79	0.4	7.46	4.27	7.64	c	a	b	a	b	9.32	2.31	0.99	3.99	1.07	a	a	b	b	b	5.86	1.65	7.01	4.11	7.15	b	c	b	b	c	4.74	10	6.83	6.6	3.21	a	b	c	a	b
x42	6.59	4.23	9.27	7.43	4.96	b	b	a	b	a	9.33	5.04	3.43	6.92	2.62	b	a	a	a	a	0.86	5.24	2.56	2.53	6.36	b	b	b	a	b	7.25	9.14	0.33	8.17	2.14	c	a	a	b	c
x43	2.04	9.46	2.66	5.75	3.89	a	b	b	c	b	1.97	6.3	5.03	5.3	1.04	b	a	a	c	c	9.55	9.87	0.27	7.69	4.13	b	a	a	c	c	2.65	6.79	6.94	2.12	8.39	b	a	a	a	c
x44	6.74	2.71	4.03	6.16	6.74	c	a	c	b	b	5.29	7.22	8.28	3.96	5.29	c	a	c	a	b	9.46	3.85	9.44	9.07	1.07	b	c	b	b	c	5.09	9.49	9.37	1.13	5.27	c	c	c	a	a
x45	4.6	5.8	6.82	0.14	0.72	c	c	a	c	c	8.46	9.11	1.28	7.78	7.02	a	b	c	b	a	4.65	9.2	3.69	5.91	7.58	c	b	a	c	c	5.74	8.82	5.37	3.57	6.17	c	c	b	a	c
x46	4.49	3.43	7.54	6.11	3.98	c	a	c	a	a	5.98	7.59	4.16	7.58	0.63	b	b	c	c	b	8.54	2.38	7.23	4.31	6.27	c	a	b	c	b	9.97	6.47	1.88	3.38	1.86	a	b	b	c	b
x47	8.7	1.49	3.39	6.4	3.63	a	b	a	a	c	3.75	4.75	2.27	6.29	2.52	c	b	b	a	c	5.17	4.66	0.72	2.1	5.64	b	c	a	b	a	0.27	1.17	0.26	5.54	3.53	b	a	c	b	a
x48	6.74	7.22	9.14	6.45	6.74	c	a	c	a	b	5.29	8.16	9.87	3.97	5.29	c	a	a	c	b	1.4	2.6	0.13	8.87	0.81	c	a	b	c	b	6.29	7.09	7.64	1.4	2.1	a	a	b	b	c
x49	9.72	4.77	7.85	8.46	0.38	a	c	c	c	b	1.11	9.99	4.5	6.58	5.48	a	a	c	c	c	2.65	0.1	1.1	2.55	1.3	c	b	a	c	c	2.39	0.58	6.61	0.81	5.63	a	c	c	a	b
x50	9.08	6.06	5.63	9.77	8.43	a	b	a	c	c	5.48	1.86	1.88	7.47	8.01	a	a	b	a	c	5.48	4.75	1.88	7.78	8.01	a	a	b	c	a	5.13	9.67	1.99	4.28	0.2	b	a	c	a	b
x51	6.74	7.11	4.02	8.93	6.74	c	a	c	a	b	5.29	4.45	3.42	2.86	5.29	c	c	c	a	b	2.46	0.64	5.51	5.55	1.63	b	a	a	a	c	9.33	5.61	2.51	7.18	1.61	c	c	c	a	b
x52	3.4	9.1	2.9	1.37	2.38	b	c	b	a	a	5.18	4.53	7.98	3.92	2.25	a	a	b	b	c	8.83	7.15	0.53	2.36	2.2	a	b	c	b	c	2.41	7.32	3.09	0.09	5.27	a	b	b	a	c
x53	6.79	7.91	1.76	1.02	0.22	c	a	b	b	a	3.58	6.37	0.51	7.47	3.43	b	a	c	b	c	6.97	9.57	5.9	6.43	3.97	b	a	a	c	c	5.25	5.91	9.46	3.93	1.25	c	b	c	a	b
x54	6.74	0.47	9.71	7.52	6.74	c	c	a	a	b	5.29	5.45	7.37	0.31	5.29	c	b	a	a	b	8.12	3.97	3.62	6.03	6.85	c	b	c	c	c	2.6	5.18	6.01	1.97	8.09	b	a	b	b	c
x55	6.92	9.09	0.94	3.78	3.82	a	c	a	a	a	3.46	4.25	7.22	7.5	5.69	b	b	b	b	b	7.96	7.22	0.22	7.1	2.23	a	c	b	c	a	2.76	6.59	1.8	1.08	3.81	b	a	a	a	b
x56	4.24	6.95	1.08	2.29	8.82	b	a	a	b	a	2.92	7.92	7.79	3.91	8.53	a	b	b	a	b	1.69	4.58	0.05	4.55	8.19	a	a	c	b	c	1.78	2.77	2.62	4.69	7.76	c	c	c	c	a
x57	6.74	8.36	7.72	9.47	6.74	c	c	a	a	b	5.29	0.32	6.7	8.05	5.29	c	c	c	a	b	9.73	3.32	7.58	6.38	5.05	a	c	c	b	b	3.58	3.6	1.63	8.91	5.7	b	c	b	b	c
x58	5.86	5.88	6.39	6.28	1.85	a	a	a	b	a	6.75	0.3	8.92	6.47	0.87	c	a	c	c	c	2.41	8.33	8.21	8.31	1.47	c	a	a	a	c	3.82	5.02	4.45	3.9	6.16	c	b	b	c	a
x59	3.31	7.82	7.98	6.99	0.89	c	b	a	b	a	2.85	8.74	3.86	0.18	2.98	a	b	a	c	b	5.47	1.27	0.32	5.61	1.11	c	c	a	a	a	4.07	7.98	7.63	9.01	5.79	c	c	b	a	b
x60	8.57	9.09	8.47	9.73	0.95	a	b	b	c	b	5.48	2.86	1.88	7.94	8.01	b	a	b	c	a	5.48	7.33	1.88	6.33	8.01	c	a	b	c	b	6.36	4.55	6.44	6.27	4.03	b	b	b	a	b
x61	5.55	9.89	0.76	8.42	0.77	c	b	c	a	a	7.75	6.01	3.94	2.2	0.23	c	a	b	b	c	2.17	1.43	0.8	7.87	6.86	c	a	b	a	c	8.95	1.05	6.74	6.31	7.59	c	c	c	a	c
x62	8.81	9.11	6.67	2.09	1.33	b	c	a	b	a	9.28	2.04	6.28	4.57	4.44	b	c	c	b	a	8.79	3.86	6.31	9.21	2.78	c	a	a	a	b	9.95	5.93	3.97	5.7	1.57	a	a	a	a	c
x63	6.74	8.66	1.96	5.56	6.74	c	a	b	a	b	5.29	9.57	6.48	5.63	5.29	c	a	c	a	b	5.57	5.23	7.1	4.83	6.11	c	a	a	a	a	1.99	3.41	6.14	3.22	9.34	a	a	a	b	a
x64	0.55	4.61	3.73	4.93	7.35	c	c	b	b	c	4.31	2.63	6.65	5.91	9.42	b	b	a	c	c	7.34	8.43	0.15	0.53	4.69	c	b	a	b	c	1.27	2.02	9.15	0.3	8.4	a	b	a	b	b
x65	3.33	7.8	1.18	4.69	5.23	b	b	c	c	b	0.12	0.46	6.64	2.01	0.72	c	a	a	b	c	7.31	1.2	0.04	5.11	6.24	b	a	a	b	c	2.95	9.15	6.25	5.68	2.46	b	b	b	c	b
x66	5.88	9.06	1.23	5.39	9.84	c	c	c	a	c	2.99	5.34	9.37	5.91	7.09	b	b	b	a	a	5.89	8.36	9.36	2.12	7.57	b	b	b	b	c	8.24	3.58	6.37	1.6	0.48	a	c	b	c	b
x67	6.74	1.48	2.76	5.76	6.74	c	c	a	a	b	5.29	0.32	9.47	5.82	5.29	c	a	c	a	b	1.04	2.52	1.78	7.38	2.18	b	c	a	c	b	4.71	8.76	8.91	8.88	2.41	c	b	c	a	a
x68	8.78	0.11	5.09	0.11	1.26	b	a	c	c	a	5.48	0.33	1.88	0.33	8.01	b	a	b	c	c	5.48	6.51	1.88	8.28	8.01	c	a	b	c	a	5.39	2.7	3.88	4.85	1.51	c	a	b	b	a
x69	1.85	0.11	8.01	0.11	2.5	b	b	a	c	b	4.14	0.33	2.2	0.33	9.47	a	b	c	b	c	4.85	0.71	3.76	1.64	1.01	a	a	b	c	a	9.84	3.35	0.86	7.3	9.21	a	a	c	b	a
x70	5.1	4.8	3.02	7.65	4.19	a	c	a	a	c	6.92	8.31	3.87	5.04	9.15	c	a	b	c	c	8.56	5.84	8.82	4	6.71	b	a	a	b	c	1.14	8.29	4.62	0.98	4.98	c	c	c	c	a
x71	1.93	9.49	8.03	5.61	7.07	a	b	a	a	b	6.04	0.53	5.37	9.84	2.36	c	a	a	c	c	6.75	5.59	8.65	5.39	6.05	c	a	b	b	c	3.96	8.56	2.23	1.66	9.25	b	c	a	a	a
x72	6.74	8.32	9.49	7.93	6.74	c	c	b	b	b	5.29	0.82	7.19	8.71	5.29	c	a	b	c	b	1.37	9.46	3.16	1.83	6.31	b	b	b	a	a	6.95	9.6	2.71	7.39	2.29	a	c	a	c	b
x73	2.75	0.11	1.5	0.11	5.42	b	b	c	c	c	3.22	0.33	4.99	0.33	4.73	c	c	b	a	a	3.8	9.74	1.96	0.43	8.99	b	a	b	c	c	0.2	1.87	7.19	6.49	3.86	b	a	b	c	a
x74	5.53	7.84	2.26	6.31	4.69	b	b	c	b	a	5.84	9.74	0.52	4.63	2.81	b	b	b	c	b	6.87	6.76	0.08	6	0.93	c	b	b	c	c	6.21	2.53	8.17	0.14	3.2	c	b	a	b	a
x75	4.66	9.85	5.13	0.27	7.5	b	b	b	a	b	1.48	5.25	9.41	8.24	8.69	b	a	c	b	b	4.48	8.18	5.3	3.55	0.54	a	a	c	b	c	4.06	4.96	7.67	9.42	3	b	b	c	a	b
x76	5.4	2.35	8.58	4	5.94	b	a	b	a	b	7.4	2.45	4.68	4.3	0.91	b	c	b	c	a	0.95	1.42	7.57	3.57	1.76	a	c	b	b	a	5.82	7.17	9.19	5.17	5.85	a	a	b	a	a
x77	6.73	2.55	7.25	0.07	5.6	b	c	a	c	a	4.88	9.05	1.41	8.07	1.32	b	c	a	a	c	2.08	0.21	4.15	1.87	4.88	c	a	c	a	c	3.26	2.27	4.98	9.01	2.25	c	c	a	b	c
x78	7.33	3.91	5.05	5.22	2.51	a	a	b	b	b	5.48	2.38	1.88	5.41	8.01	c	a	b	c	c	5.48	7.72	1.88	1.67	8.01	b	a	b	c	a	8.53	6.93	1.81	5.16	1.98	c	a	c	b	a
x79	8.46	1.03	1.93	6.77	0.4	c	b	a	a	c	7.79	0.25	6.21	9.81	4.1	c	b	c	b	c	9.41	8.99	9.71	1.47	0.8	a	c	c	c	c	5.43	9.64	9.88	8.75	2.26	b	a	b	b	c
x80	6.16	2.72	4.9	9.78	1.25	a	a	a	c	b	3.77	5.36	9.94	1.48	4.29	a	a	b	c	c	1.85	4.15	4.17	3.75	3.87	c	a	c	a	c	5.25	5.95	0.33	7.15	4.08	c	c	a	c	c
x81	6.74	6.59	8.48	4.9	6.74	c	b	a	a	b	5.29	4.1	3.81	8.01	5.29	c	b	a	b	b	5.94	7.43	4.7	4.53	4.55	b	c	c	a	b	7.75	8.77	2.7	2.93	7.53	a	b	a	a	b
x82	8.79	6.75	0.71	8.49	8.95	c	b	c	a	a	5.48	2.33	1.88	5.72	8.01	c	a	b	c	b	5.48	2.05	1.88	6.52	8.01	b	a	b	c	c	8.14	5.27	7.57	1.28	5.95	b	a	b	a	c
x83	8.92	5.68	3.84	0.2	1.88	c	b	c	c	c	4.27	1.91	7.35	2.18	4.72	c	a	a	c	b	9.13	3.72	3.09	7.93	0.58	c	b	a	c	a	1.75	6.11	8.63	9.3	4.69	a	c	b	b	a
x84	5.53	9.74	9.34	4.13	6.79	c	b	c	c	c	9.77	7.3	9.57	1.57	7.81	b	b	a	a	c	6.74	7.87	4.84	1.35	5.84	a	b	a	b	b	3.58	1.27	7.11	4.22	1.56	a	a	c	b	c
x85	3.96	7.33	8.1	8.49	1.84	b	a	a	b	a	9.97	8.66	0.21	6.68	4.75	b	c	c	c	a	3.47	0.65	0.61	8.07	0.11	c	c	a	c	a	7.11	6.5	6.57	3.96	8.32	b	b	a	b	b
x86	7.6	6.84	3.95	5.51	5.18	b	b	a	c	c	6.04	9.94	5.15	3.64	1.07	a	a	a	a	c	6.07	4.06	3.9	2.01	5.97	a	a	a	b	c	3.25	0.29	7.24	8	7.35	b	a	b	c	b
x87	9.41	4.22	4.44	6.79	5.87	a	b	a	b	c	3.73	5.12	5.74	2.34	3.86	b	a	c	b	a	3.45	1.48	5.59	4.77	7.17	b	a	a	c	c	0.35	0.09	9.73	4.84	6.87	c	b	a	b	b
x88	1.08	6.19	6.2	7.29	8.79	a	a	c	c	a	2	2.7	5.14	5.53	5.1	b	a	b	a	c	3.45	8.37	9.61	7.98	0.51	a	a	b	c	c	6.62	8.25	6.46	6.11	9.12	c	c	c	c	c
x89	1.58	5.11	9.65	7.07	1.66	c	c	b	b	c	5.7	7.95	9.48	6.41	4.57	c	b	b	b	b	7.85	7.37	1.66	8.08	1.05	a	c	a	a	a	3.56	7.41	6.47	6.02	7.3	a	b	c	c	b
x90	8.76	0.11	2.81	0.11	7.62	b	b	a	c	c	1.91	0.33	7.8	0.33	1.51	c	a	b	c	c	1.85	1.87	7.58	1.38	0.59	c	a	b	a	c	0.59	1.48	6.27	4.34	8.55	c	c	a	c	c
x91	4.71	0.11	4.75	0.11	1.32	b	c	b	a	a	1.69	0.33	8.92	0.33	2.23	c	a	b	c	b	5.96	2.74	9.41	5.73	7.36	a	b	b	a	b	9	1.46	3.38	7.75	5.29	a	b	c	c	b
x92	6.06	7.16	3.8	3.99	6.63	b	c	c	b	b	2.17	3.26	9.43	5.94	1.61	b	a	c	c	c	3.79	9.6	4.31	9.94	5.91	a	a	c	b	c	0.31	9.94	0.41	8.3	1.88	b	a	b	b	c
x93	0.29	1.69	6.87	3.06	8.46	a	c	a	c	b	5.47	6.82	2.82	7.37	9.7	b	a	a	c	c	1.06	5.32	7.7	5.92	4.21	c	a	c	b	c	0.39	9.76	6.5	7.09	7.71	b	a	b	c	a
x94	6.44	8.88	8.27	6.37	2.39	c	b	a	c	a	1.02	6.49	1.41	9.29	6	a	b	b	b	b	6.96	8.33	9.77	8.66	4.99	a	b	b	c	b	9.75	4.89	4.05	3.85	1.72	b	b	c	c	b
x95	0.06	0.11	1.46	0.11	2.38	c	c	a	c	a	6.93	0.33	7.49	0.33	8.94	c	a	b	b	a	4.47	6.35	4.27	4.55	9.05	c	a	c	b	b	1.25	2.74	6.34	6.77	6.39	a	c	b	b	b
x96	8.81	2.22	7.42	0.36	9.11	c	c	b	c	c	1.83	2.92	6.41	6.36	9.28	a	b	c	a	a	1.84	0.21	3.46	3.45	6.38	c	c	b	a	c	1.36	4.45	5.66	6.32	2.17	c	b	c	c	c
x97	4.69	1.06	5.16	1	3.01	c	a	a	b	a	6.15	1.71	5.84	2.49	7.32	a	b	b	b	b	5.38	9.86	2.25	8.85	7.6	c	c	b	a	a	0.88	7.16	9.59	7.28	5.72	b	a	b	b	c
x98	2.99	8.11	5.23	0.29	1.82	a	b	c	b	a	9.04	8.56	2.56	2.12	1.53	b	c	c	b	c	9.69	2.3	2.85	1.23	2.18	a	b	a	c	a	4.35	4.28	2.31	4.93	5.52	c	b	a	c	a
x99	0.55	5.69	2.13	2.86	4.43	b	c	c	b	c	4.58	5.99	2.95	4.64	2.77	b	a	c	a	c	9.65	7.85	6.86	3.73	8.92	b	a	b	c	c	8.96	3.49	3.23	6.69	7.92	c	c	b	c	c
x100	3.29	4.24	5.61	6.77	2.1	c	c	c	a	b	5.3	9.26	7.95	0.78	9.02	a	b	a	c	a	6.38	3.25	7.5	2.5	5.3	c	c	b	c	c	1.39	4.37	9.54	4.8	6.11	a	c	a	c	a
x101	4.42	9.08	1.97	5.52	7.61	a	a	b	b	c	7.12	4.13	3.07	3.47	2.18	a	c	c	a	b	4.01	2.96	1.52	7.8	4.36	c	a	a	b	c	4.03	5.75	2.29	2.33	7.82	c	b	b	b	b
x102	4.99	0.52	6.93	8.3	4.78	c	b	a	c	c	5.48	5.94	1.88	4.87	8.01	a	a	b	c	c	5.48	5.87	1.88	4.15	8.01	b	a	b	c	a	7.66	1.93	1.54	5.69	1.87	c	b	b	a	c
x103	6.74	0.11	2.97	0.11	6.74	c	a	b	b	b	5.29	0.33	5.37	0.33	5.29	c	c	c	b	b	2.02	5.95	5.43	4.27	9.77	a	c	c	b	a	3.17	3.9	2.02	9.59	1.38	c	c	c	b	c
x104	0.35	0.75	4.01	3.29	6.25	b	a	c	c	b	2.77	3.29	5.91	8.49	4.25	c	a	a	b	c	8.68	6.43	9.95	8.45	8.46	a	a	b	b	b	6.36	1.23	5.15	9.13	0.01	b	c	b	c	b
x105	8.5	2.94	9.77	1.93	8.48	a	c	a	a	c	8.21	9.99	7.69	6.16	0.32	a	a	a	a	c	4.13	5.24	2.47	8.7	5.32	b	b	c	a	a	6.77	5.01	7.44	1.89	4.8	b	b	c	a	c
x106	6.74	4.71	1.62	5.11	6.74	c	a	a	a	b	5.29	6.09	8.66	5.14	5.29	c	b	b	a	b	3.16	4.07	4.44	0.44	9.63	c	b	a	a	b	7.09	5.55	6.55	6.22	5.22	c	a	b	c	b
x107	1.65	4.94	4.79	4.85	3.11	b	b	b	a	c	3.77	2.44	7.64	2.03	3.35	b	b	a	c	c	9.19	7.58	8.29	9.32	9.95	b	b	b	c	b	9.13	5.4	5.23	8.16	5.58	a	a	b	b	c
x108	6.74	8.65	1.08	7.71	6.74	c	a	b	a	b	5.29	6.59	4.1	8.63	5.29	c	c	a	a	b	3.39	8.85	8.84	7.84	3.45	b	a	b	a	b	6.96	6.8	9.45	9.24	6.78	c	a	a	b	a
x109	7.98	3.07	2.86	4.23	7.62	b	b	c	c	b	2.86	7.49	3.35	4.88	5.15	a	a	a	a	c	2.3	0.02	0.33	7.28	7.5	a	c	b	b	c	0.48	2.23	9.81	9.41	0.76	c	b	b	b	c
