x916	0.56	0.56	0.56	
x917	0.56	0.56	0.56	
x919	0.56	0.56	0.56	
x921	0.56	0.56	0.56	
x932	0.56	0.56	0.56	
x936	0.56	0.56	0.56	
x942	0.56	0.56	0.56	
x943	0.56	0.56	0.56	
x944	0.56	0.56	0.56	
x950	0.56	0.56	0.56	
x952	0.56	0.56	0.56	
x953	0.56	0.56	0.56	
x969	0.56	0.56	0.56	
x981	0.56	0.56	0.56	
x988	0.56	0.56	0.56	
x996	0.56	0.56	0.56	

Context: 1
X	y1	y2	y4	
x2	5.27	5.27	5.27	
x4	5.27	5.27	5.27	
x6	5.27	5.27	5.27	
x22	5.27	5.27	5.27	
x23	5.27	5.27	5.27	
x24	5.27	5.27	5.27	
x26	5.27	5.27	5.27	
x27	5.27	5.27	5.27	
x30	5.27	5.27	5.27	
x31	5.27	5.27	5.27	
x36	5.27	5.27	5.27	
x45	5.27	5.27	5.27	
x54	5.27	5.27	5.27	
x55	5.27	5.27	5.27	
x58	5.27	5.27	5.27	
x59	5.27	5.27	5.27	
x61	5.27	5.27	5.27	
x66	5.27	5.27	5.27	
x69	5.27	5.27	5.27	
x70	5.27	5.27	5.27	
x71	5.27	5.27	5.27	
x74	5.27	5.27	5.27	
x80	5.27	5.27	5.27	
x82	5.27	5.27	5.27	
x84	5.27	5.27	5.27	
x90	5.27	5.27	5.27	
x95	5.27	5.27	5.27	
x99	5.27	5.27	5.27	
x101	5.27	5.27	5.27	
x108	5.27	5.27	5.27	
x111	5.27	5.27	5.27	
x117	5.27	5.27	5.27	
x122	5.27	5.27	5.27	
x130	5.27	5.27	5.27	
x135	5.27	5.27	5.27	
x156	5.27	5.27	5.27	
x163	5.27	5.27	5.27	
x169	5.27	5.27	5.27	
x183	5.27	5.27	5.27	
x200	5.27	5.27	5.27	
x206	5.27	5.27	5.27	
x210	5.27	5.27	5.27	
x212	5.27	5.27	5.27	
x217	5.27	5.27	5.27	
x219	5.27	5.27	5.27	
x235	5.27	5.27	5.27	
x255	5.27	5.27	5.27	
x259	5.27	5.27	5.27	
x262	5.27	5.27	5.27	
x264	5.27	5.27	5.27	
x269	5.27	5.27	5.27	
x270	5.27	5.27	5.27	
x283	5.27	5.27	5.27	
x288	5.27	5.27	5.27	
x291	5.27	5.27	5.27	
x296	5.27	5.27	5.27	
x306	5.27	5.27	5.27	
x307	5.27	5.27	5.27	
x326	5.27	5.27	5.27	
x327	5.27	5.27	5.27	
x332	5.27	5.27	5.27	
x335	5.27	5.27	5.27	
x338	5.27	5.27	5.27	
x356	5.27	5.27	5.27	
x357	5.27	5.27	5.27	
x362	5.27	5.27	5.27	
x373	5.27	5.27	5.27	
x375	5.27	5.27	5.27	
x377	5.27	5.27	5.27	
x383	5.27	5.27	5.27	
x385	5.27	5.27	5.27	
x389	5.27	5.27	5.27	
x394	5.27	5.27	5.27	
x397	5.27	5.27	5.27	
x409	5.27	5.27	5.27	
x411	5.27	5.27	5.27	
x413	5.27	5.27	5.27	
x420	5.27	5.27	5.27	
x421	5.27	5.27	5.27	
x422	5.27	5.27	5.27	
x429	5.27	5.27	5.27	
x438	5.27	5.27	5.27	
x441	5.27	5.27	5.27	
x444	5.27	5.27	5.27	
x455	5.27	5.27	5.27	
x457	5.27	5.27	5.27	
x460	5.27	5.27	5.27	
x463	5.27	5.27	5.27	
x464	5.27	5.27	5.27	
x472	5.27	5.27	5.27	
x478	5.27	5.27	5.27	
x479	5.27	5.27	5.27	
x484	5.27	5.27	5.27	
x493	5.27	5.27	5.27	
x494	5.27	5.27	5.27	
x495	5.27	5.27	5.27	
x503	5.27	5.27	5.27	
x504	5.27	5.27	5.27	
x514	5.27	5.27	5.27	
x522	5.27	5.27	5.27	
x542	5.27	5.27	5.27	
x552	5.27	5.27	5.27	
x554	5.27	5.27	5.27	
x555	5.27	5.27	5.27	
x575	5.27	5.27	5.27	
x583	5.27	5.27	5.27	
x587	5.27	5.27	5.27	
x588	5.27	5.27	5.27	
x604	5.27	5.27	5.27	
x606	5.27	5.27	5.27	
x608	5.27	5.27	5.27	
x609	5.27	5.27	5.27	
x616	5.27	5.27	5.27	
x618	5.27	5.27	5.27	
x625	5.27	5.27	5.27	
x627	5.27	5.27	5.27	
x632	5.27	5.27	5.27	
x635	5.27	5.27	5.27	
x642	5.27	5.27	5.27	
x644	5.27	5.27	5.27	
x648	5.27	5.27	5.27	
x654	5.27	5.27	5.27	
x678	5.27	5.27	5.27	
x679	5.27	5.27	5.27	
x688	5.27	5.27	5.27	
x698	5.27	5.27	5.27	
x699	5.27	5.27	5.27	
x703	5.27	5.27	5.27	
x712	5.27	5.27	5.27	
x715	5.27	5.27	5.27	
x730	5.27	5.27	5.27	
x731	5.27	5.27	5.27	
x734	5.27	5.27	5.27	
x737	5.27	5.27	5.27	
x742	5.27	5.27	5.27	
x746	5.27	5.27	5.27	
x750	5.27	5.27	5.27	
x751	5.27	5.27	5.27	
x760	5.27	5.27	5.27	
x764	5.27	5.27	5.27	
x772	5.27	5.27	5.27	
x773	5.27	5.27	5.27	
x780	5.27	5.27	5.27	
x781	5.27	5.27	5.27	
x783	5.27	5.27	5.27	
x789	5.27	5.27	5.27	
x800	5.27	5.27	5.27	
x803	5.27	5.27	5.27	
x806	5.27	5.27	5.27	
x808	5.27	5.27	5.27	
x817	5.27	5.27	5.27	
x845	5.27	5.27	5.27	
x849	5.27	5.27	5.27	
x852	5.27	5.27	5.27	
x868	5.27	5.27	5.27	
x895	5.27	5.27	5.27	
x906	5.27	5.27	5.27	
x911	5.27	5.27	5.27	
x916	5.27	5.27	5.27	
x917	5.27	5.27	5.27	
x919	5.27	5.27	5.27	
x921	5.27	5.27	5.27	
x932	5.27	5.27	5.27	
x936	5.27	5.27	5.27	
x942	5.27	5.27	5.27	
x943	5.27	5.27	5.27	
x944	5.27	5.27	5.27	
x950	5.27	5.27	5.27	
x952	5.27	5.27	5.27	
x953	5.27	5.27	5.27	
x969	5.27	5.27	5.27	
x981	5.27	5.27	5.27	
x988	5.27	5.27	5.27	
x996	5.27	5.27	5.27	


*** Symbolic triclusters *** 

Tricluster #0
(155, 2, 2), X=[6,8,11,20,33,36,42,47,49,55,58,65,74,81,89,92,94,99,109,118,124,128,132,147,152,166,169,179,186,187,207,211,212,215,222,223,224,226,227,230,232,238,241,254,257,268,271,281,283,288,302,306,312,315,321,334,335,342,344,347,362,364,366,381,384,385,386,388,391,392,397,403,408,413,428,430,441,442,443,450,454,461,468,471,482,489,517,529,530,532,544,546,547,549,557,572,574,584,586,590,599,608,621,628,633,651,661,665,668,684,686,693,722,728,746,748,751,752,755,760,761,768,774,785,799,805,812,817,824,831,832,835,850,851,853,857,864,871,873,877,887,891,893,907,913,921,922,931,932,935,937,957,979,983,992], Y=[7,8], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 0
X	y7	y8	
x6	b	b	
x8	b	b	
x11	b	b	
x20	b	b	
x33	b	b	
x36	b	b	
x42	b	b	
x47	b	b	
x49	b	b	
x55	b	b	
x58	b	b	
x65	b	b	
x74	b	b	
x81	b	b	
x89	b	b	
x92	b	b	
x94	b	b	
x99	b	b	
x109	b	b	
x118	b	b	
x124	b	b	
x128	b	b	
x132	b	b	
x147	b	b	
x152	b	b	
x166	b	b	
x169	b	b	
x179	b	b	
x186	b	b	
x187	b	b	
x207	b	b	
x211	b	b	
x212	b	b	
x215	b	b	
x222	b	b	
x223	b	b	
x224	b	b	
x226	b	b	
x227	b	b	
x230	b	b	
x232	b	b	
x238	b	b	
x241	b	b	
x254	b	b	
x257	b	b	
x268	b	b	
x271	b	b	
x281	b	b	
x283	b	b	
x288	b	b	
x302	b	b	
x306	b	b	
x312	b	b	
x315	b	b	
x321	b	b	
x334	b	b	
x335	b	b	
x342	b	b	
x344	b	b	
x347	b	b	
x362	b	b	
x364	b	b	
x366	b	b	
x381	b	b	
x384	b	b	
x385	b	b	
x386	b	b	
x388	b	b	
x391	b	b	
x392	b	b	
x397	b	b	
x403	b	b	
x408	b	b	
x413	b	b	
x428	b	b	
x430	b	b	
x441	b	b	
x442	b	b	
x443	b	b	
x450	b	b	
x454	b	b	
x461	b	b	
x468	b	b	
x471	b	b	
x482	b	b	
x489	b	b	
x517	b	b	
x529	b	b	
x530	b	b	
x532	b	b	
x544	b	b	
x546	b	b	
x547	b	b	
x549	b	b	
x557	b	b	
x572	b	b	
x574	b	b	
x584	b	b	
x586	b	b	
x590	b	b	
x599	b	b	
x608	b	b	
x621	b	b	
x628	b	b	
x633	b	b	
x651	b	b	
x661	b	b	
x665	b	b	
x668	b	b	
x684	b	b	
x686	b	b	
x693	b	b	
x722	b	b	
x728	b	b	
x746	b	b	
x748	b	b	
x751	b	b	
x752	b	b	
x755	b	b	
x760	b	b	
x761	b	b	
x768	b	b	
x774	b	b	
x785	b	b	
x799	b	b	
x805	b	b	
x812	b	b	
x817	b	b	
x824	b	b	
x831	b	b	
x832	b	b	
x835	b	b	
x850	b	b	
x851	b	b	
x853	b	b	
x857	b	b	
x864	b	b	
x871	b	b	
x873	b	b	
x877	b	b	
x887	b	b	
x891	b	b	
x893	b	b	
x907	b	b	
x913	b	b	
x921	b	b	
x922	b	b	
x931	b	b	
x932	b	b	
x935	b	b	
x937	b	b	
x957	b	b	
x979	b	b	
x983	b	b	
x992	b	b	

Context: 1
X	y7	y8	
x6	b	b	
x8	b	b	
x11	b	b	
x20	b	b	
x33	b	b	
x36	b	b	
x42	b	b	
x47	b	b	
x49	b	b	
x55	b	b	
x58	b	b	
x65	b	b	
x74	b	b	
x81	b	b	
x89	b	b	
x92	b	b	
x94	b	b	
x99	b	b	
x109	b	b	
x118	b	b	
x124	b	b	
x128	b	b	
x132	b	b	
x147	b	b	
x152	b	b	
x166	b	b	
x169	b	b	
x179	b	b	
x186	b	b	
x187	b	b	
x207	b	b	
x211	b	b	
x212	b	b	
x215	b	b	
x222	b	b	
x223	b	b	
x224	b	b	
x226	b	b	
x227	b	b	
x230	b	b	
x232	b	b	
x238	b	b	
x241	b	b	
x254	b	b	
x257	b	b	
x268	b	b	
x271	b	b	
x281	b	b	
x283	b	b	
x288	b	b	
x302	b	b	
x306	b	b	
x312	b	b	
x315	b	b	
x321	b	b	
x334	b	b	
x335	b	b	
x342	b	b	
x344	b	b	
x347	b	b	
x362	b	b	
x364	b	b	
x366	b	b	
x381	b	b	
x384	b	b	
x385	b	b	
x386	b	b	
x388	b	b	
x391	b	b	
x392	b	b	
x397	b	b	
x403	b	b	
x408	b	b	
x413	b	b	
x428	b	b	
x430	b	b	
x441	b	b	
x442	b	b	
x443	b	b	
x450	b	b	
x454	b	b	
x461	b	b	
x468	b	b	
x471	b	b	
x482	b	b	
x489	b	b	
x517	b	b	
x529	b	b	
x530	b	b	
x532	b	b	
x544	b	b	
x546	b	b	
x547	b	b	
x549	b	b	
x557	b	b	
x572	b	b	
x574	b	b	
x584	b	b	
x586	b	b	
x590	b	b	
x599	b	b	
x608	b	b	
x621	b	b	
x628	b	b	
x633	b	b	
x651	b	b	
x661	b	b	
x665	b	b	
x668	b	b	
x684	b	b	
x686	b	b	
x693	b	b	
x722	b	b	
x728	b	b	
x746	b	b	
x748	b	b	
x751	b	b	
x752	b	b	
x755	b	b	
x760	b	b	
x761	b	b	
x768	b	b	
x774	b	b	
x785	b	b	
x799	b	b	
x805	b	b	
x812	b	b	
x817	b	b	
x824	b	b	
x831	b	b	
x832	b	b	
x835	b	b	
x850	b	b	
x851	b	b	
x853	b	b	
x857	b	b	
x864	b	b	
x871	b	b	
x873	b	b	
x877	b	b	
x887	b	b	
x891	b	b	
x893	b	b	
x907	b	b	
x913	b	b	
x921	b	b	
x922	b	b	
x931	b	b	
x932	b	b	
x935	b	b	
x937	b	b	
x957	b	b	
x979	b	b	
x983	b	b	
x992	b	b	

Tricluster #1
(181, 2, 2), X=[1,2,5,12,16,17,24,32,34,37,44,51,56,78,96,100,102,106,114,116,123,125,134,137,142,148,157,160,171,178,181,184,196,198,205,208,209,216,217,233,240,247,251,258,262,267,269,275,279,280,282,287,291,297,305,308,309,313,325,331,339,345,361,365,368,380,383,396,402,405,414,416,417,437,438,447,452,453,455,456,469,470,477,479,481,484,494,496,508,511,518,520,528,539,542,548,560,561,563,567,573,576,583,595,602,604,606,607,609,614,616,632,639,647,650,660,662,663,671,683,689,695,698,699,709,719,720,727,729,732,745,750,754,757,764,769,770,771,772,775,782,789,794,801,802,807,808,809,814,815,816,818,827,837,842,846,861,869,876,878,881,901,908,910,919,928,933,936,940,943,949,954,959,960,968,970,972,974,977,987,990], Y=[7,9], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 0
X	y7	y9	
x1	c	c	
x2	c	c	
x5	c	c	
x12	c	c	
x16	c	c	
x17	c	c	
x24	c	c	
x32	c	c	
x34	c	c	
x37	c	c	
x44	c	c	
x51	c	c	
x56	c	c	
x78	c	c	
x96	c	c	
x100	c	c	
x102	c	c	
x106	c	c	
x114	c	c	
x116	c	c	
x123	c	c	
x125	c	c	
x134	c	c	
x137	c	c	
x142	c	c	
x148	c	c	
x157	c	c	
x160	c	c	
x171	c	c	
x178	c	c	
x181	c	c	
x184	c	c	
x196	c	c	
x198	c	c	
x205	c	c	
x208	c	c	
x209	c	c	
x216	c	c	
x217	c	c	
x233	c	c	
x240	c	c	
x247	c	c	
x251	c	c	
x258	c	c	
x262	c	c	
x267	c	c	
x269	c	c	
x275	c	c	
x279	c	c	
x280	c	c	
x282	c	c	
x287	c	c	
x291	c	c	
x297	c	c	
x305	c	c	
x308	c	c	
x309	c	c	
x313	c	c	
x325	c	c	
x331	c	c	
x339	c	c	
x345	c	c	
x361	c	c	
x365	c	c	
x368	c	c	
x380	c	c	
x383	c	c	
x396	c	c	
x402	c	c	
x405	c	c	
x414	c	c	
x416	c	c	
x417	c	c	
x437	c	c	
x438	c	c	
x447	c	c	
x452	c	c	
x453	c	c	
x455	c	c	
x456	c	c	
x469	c	c	
x470	c	c	
x477	c	c	
x479	c	c	
x481	c	c	
x484	c	c	
x494	c	c	
x496	c	c	
x508	c	c	
x511	c	c	
x518	c	c	
x520	c	c	
x528	c	c	
x539	c	c	
x542	c	c	
x548	c	c	
x560	c	c	
x561	c	c	
x563	c	c	
x567	c	c	
x573	c	c	
x576	c	c	
x583	c	c	
x595	c	c	
x602	c	c	
x604	c	c	
x606	c	c	
x607	c	c	
x609	c	c	
x614	c	c	
x616	c	c	
x632	c	c	
x639	c	c	
x647	c	c	
x650	c	c	
x660	c	c	
x662	c	c	
x663	c	c	
x671	c	c	
x683	c	c	
x689	c	c	
x695	c	c	
x698	c	c	
x699	c	c	
x709	c	c	
x719	c	c	
x720	c	c	
x727	c	c	
x729	c	c	
x732	c	c	
x745	c	c	
x750	c	c	
x754	c	c	
x757	c	c	
x764	c	c	
x769	c	c	
x770	c	c	
x771	c	c	
x772	c	c	
x775	c	c	
x782	c	c	
x789	c	c	
x794	c	c	
x801	c	c	
x802	c	c	
x807	c	c	
x808	c	c	
x809	c	c	
x814	c	c	
x815	c	c	
x816	c	c	
x818	c	c	
x827	c	c	
x837	c	c	
x842	c	c	
x846	c	c	
x861	c	c	
x869	c	c	
x876	c	c	
x878	c	c	
x881	c	c	
x901	c	c	
x908	c	c	
x910	c	c	
x919	c	c	
x928	c	c	
x933	c	c	
x936	c	c	
x940	c	c	
x943	c	c	
x949	c	c	
x954	c	c	
x959	c	c	
x960	c	c	
x968	c	c	
x970	c	c	
x972	c	c	
x974	c	c	
x977	c	c	
x987	c	c	
x990	c	c	

Context: 1
X	y7	y9	
x1	c	c	
x2	c	c	
x5	c	c	
x12	c	c	
x16	c	c	
x17	c	c	
x24	c	c	
x32	c	c	
x34	c	c	
x37	c	c	
x44	c	c	
x51	c	c	
x56	c	c	
x78	c	c	
x96	c	c	
x100	c	c	
x102	c	c	
x106	c	c	
x114	c	c	
x116	c	c	
x123	c	c	
x125	c	c	
x134	c	c	
x137	c	c	
x142	c	c	
x148	c	c	
x157	c	c	
x160	c	c	
x171	c	c	
x178	c	c	
x181	c	c	
x184	c	c	
x196	c	c	
x198	c	c	
x205	c	c	
x208	c	c	
x209	c	c	
x216	c	c	
x217	c	c	
x233	c	c	
x240	c	c	
x247	c	c	
x251	c	c	
x258	c	c	
x262	c	c	
x267	c	c	
x269	c	c	
x275	c	c	
x279	c	c	
x280	c	c	
x282	c	c	
x287	c	c	
x291	c	c	
x297	c	c	
x305	c	c	
x308	c	c	
x309	c	c	
x313	c	c	
x325	c	c	
x331	c	c	
x339	c	c	
x345	c	c	
x361	c	c	
x365	c	c	
x368	c	c	
x380	c	c	
x383	c	c	
x396	c	c	
x402	c	c	
x405	c	c	
x414	c	c	
x416	c	c	
x417	c	c	
x437	c	c	
x438	c	c	
x447	c	c	
x452	c	c	
x453	c	c	
x455	c	c	
x456	c	c	
x469	c	c	
x470	c	c	
x477	c	c	
x479	c	c	
x481	c	c	
x484	c	c	
x494	c	c	
x496	c	c	
x508	c	c	
x511	c	c	
x518	c	c	
x520	c	c	
x528	c	c	
x539	c	c	
x542	c	c	
x548	c	c	
x560	c	c	
x561	c	c	
x563	c	c	
x567	c	c	
x573	c	c	
x576	c	c	
x583	c	c	
x595	c	c	
x602	c	c	
x604	c	c	
x606	c	c	
x607	c	c	
x609	c	c	
x614	c	c	
x616	c	c	
x632	c	c	
x639	c	c	
x647	c	c	
x650	c	c	
x660	c	c	
x662	c	c	
x663	c	c	
x671	c	c	
x683	c	c	
x689	c	c	
x695	c	c	
x698	c	c	
x699	c	c	
x709	c	c	
x719	c	c	
x720	c	c	
x727	c	c	
x729	c	c	
x732	c	c	
x745	c	c	
x750	c	c	
x754	c	c	
x757	c	c	
x764	c	c	
x769	c	c	
x770	c	c	
x771	c	c	
x772	c	c	
x775	c	c	
x782	c	c	
x789	c	c	
x794	c	c	
x801	c	c	
x802	c	c	
x807	c	c	
x808	c	c	
x809	c	c	
x814	c	c	
x815	c	c	
x816	c	c	
x818	c	c	
x827	c	c	
x837	c	c	
x842	c	c	
x846	c	c	
x861	c	c	
x869	c	c	
x876	c	c	
x878	c	c	
x881	c	c	
x901	c	c	
x908	c	c	
x910	c	c	
x919	c	c	
x928	c	c	
x933	c	c	
x936	c	c	
x940	c	c	
x943	c	c	
x949	c	c	
x954	c	c	
x959	c	c	
x960	c	c	
x968	c	c	
x970	c	c	
x972	c	c	
x974	c	c	
x977	c	c	
x987	c	c	
x990	c	c	


*** Mixed triclusters *** 

Tricluster #3
(107, 6, 2), X=[18,19,37,50,56,60,63,64,78,85,87,105,107,116,123,125,129,134,138,139,145,154,160,162,201,240,242,245,250,274,282,284,289,290,295,300,301,317,348,359,371,382,400,410,412,425,436,452,466,475,485,486,497,501,512,513,526,553,573,601,605,611,612,617,619,620,626,638,676,682,692,702,711,717,720,727,729,735,739,741,744,758,819,820,821,823,826,834,842,847,859,870,875,880,884,888,896,899,901,927,929,938,946,954,968,982,989], Numeric Columns=[0,3,4], Symbolic Columns=[5,6,8], Z=[0,1],
Numeric Properties:  RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=3.43,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1,1], PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 0
X	y0	y3	y4	y5	y6	y8	
x18	6.38	6.38	6.38	c	c	b	
x19	6.38	6.38	6.38	c	c	b	
x37	6.38	6.38	6.38	c	c	b	
x50	6.38	6.38	6.38	c	c	b	
x56	6.38	6.38	6.38	c	c	b	
x60	6.38	6.38	6.38	c	c	b	
x63	6.38	6.38	6.38	c	c	b	
x64	6.38	6.38	6.38	c	c	b	
x78	6.38	6.38	6.38	c	c	b	
x85	6.38	6.38	6.38	c	c	b	
x87	6.38	6.38	6.38	c	c	b	
x105	6.38	6.38	6.38	c	c	b	
x107	6.38	6.38	6.38	c	c	b	
x116	6.38	6.38	6.38	c	c	b	
x123	6.38	6.38	6.38	c	c	b	
x125	6.38	6.38	6.38	c	c	b	
x129	6.38	6.38	6.38	c	c	b	
