X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x19	2.58	8.68	8.63	2.28	2.43	c	b	a	b	a	4.77	0.52	7.82	6.03	8.75	b	c	a	b	a	1.27	5.44	2.03	4.96	0.82	b	c	a	a	b	2.09	4.93	0.71	3.42	6.8	b	c	b	b	a	4.89	0.32	7	9.79	2.91	b	c	a	b	c	8.24	0.04	8.19	3.54	9.98	a	a	a	b	c
x20	0.42	2.58	5.69	2.86	5.57	b	b	a	a	c	6.42	0.69	7.94	9.69	5.93	c	c	c	b	a	4.7	7.58	2.19	1.9	3.78	a	a	a	b	b	1.03	0.11	5.08	7.68	8.09	a	b	a	b	a	9.56	0.49	2.11	7.69	4.55	b	a	b	b	b	3.72	4.16	1.7	7.1	2.83	c	b	b	b	b
x21	1.55	9.46	0.41	5.9	7.95	a	c	c	c	c	9.24	3.4	0.96	0.93	8.43	c	a	c	c	b	5.78	2.66	0.84	4.17	8.42	a	b	a	b	b	2.96	1.83	6.21	9.55	5.92	c	b	a	b	b	9.29	5.87	8.81	0.44	4.35	b	c	c	a	c	5.86	6.85	3.15	3.94	8.13	a	a	a	b	b
x22	2.15	2.11	9.93	7.39	2.04	c	c	c	a	b	3.17	4.01	0.6	8.55	0.24	b	c	b	a	a	7.67	8.99	1.42	7.99	9.21	b	c	b	a	b	7.49	6.44	6.19	4.76	2.64	b	c	c	c	a	8.91	2.92	3.39	8.58	7.57	b	c	c	a	b	2.42	4.2	6.33	3.46	3.62	b	a	b	b	b
x23	6.44	5.71	9.15	4.64	6.81	c	b	a	b	a	0.62	1.33	2.25	7.12	2.27	a	c	a	a	a	3.03	8.47	6.45	6.78	0.2	c	c	a	c	a	4.53	2.38	0.72	7.6	9.66	b	c	a	c	a	9.5	4.5	9.38	3.13	3.27	a	c	a	b	a	4.85	3.36	3.92	0.6	4.72	b	b	a	c	a
x24	9.87	5.74	4.53	0.04	6.49	a	b	c	a	b	9.57	2.81	8.98	2.74	4.86	a	a	b	a	b	1.64	4.36	1.55	2.35	7.88	b	b	a	a	b	4.7	5.95	5.27	8.63	8.62	a	b	c	b	c	4.61	0.16	7.22	8.54	9.28	a	a	b	c	c	2.15	7	7.87	2.73	9.63	b	c	a	b	a
x25	1.51	8.78	5.55	9.25	3.71	b	b	a	b	b	5.52	5.9	6.97	6.17	8.21	b	c	a	a	a	3.84	3.84	4.13	3.58	5	a	c	a	c	a	5.89	5.89	9.35	4.64	8.91	b	c	a	c	a	0.17	0.17	4.86	2.88	2.16	b	c	a	c	a	6.23	2.93	4.79	6.88	3.1	b	b	a	c	c
x26	3.28	0.03	7.21	3.19	7.21	b	c	c	a	a	3.87	7.38	7.25	1.21	7.25	c	c	c	a	a	1.04	0.97	5.42	5.36	5.42	b	c	c	a	a	7.88	4.69	9.72	3.35	9.72	b	c	c	a	a	3.11	1.47	1.52	8.55	4.07	b	a	b	b	c	9.37	8.63	6.24	2.06	3.61	b	c	a	a	c
x27	2.93	1.79	1.02	4.49	6.27	a	b	b	c	b	4.72	5.6	8.07	3.49	3.44	a	b	c	b	b	6.65	2.77	5.44	6.74	5.58	c	b	c	a	c	9.79	1.12	3.63	0.72	8.08	b	a	b	c	c	0.28	0.74	8.79	9.24	4.16	b	a	b	b	b	9.35	3.56	6.38	1.59	5.08	a	a	b	a	a
x28	0.76	6.42	8.33	0.15	1.68	b	b	a	b	a	6.64	6.85	6.01	3.82	3.99	c	b	a	a	a	0.26	0.86	4.68	2.95	4.62	a	a	a	b	a	5.12	9.87	9.73	8.9	7.53	c	a	a	c	a	8.06	0.88	7.41	9.77	6.25	b	c	c	b	c	5.55	6.57	2.66	2.36	6	a	c	b	b	b
x29	8.04	0.61	0.22	1.53	9.6	b	c	b	b	a	4.62	1.49	4.79	3.07	8.1	b	c	c	b	b	7	1.35	6.73	7.36	8.64	b	a	c	a	a	4.63	1.54	9.48	6.7	4.13	a	c	a	a	b	7.72	5.61	2.78	0.53	3.65	b	c	a	c	b	5.37	0.81	8.38	0.79	5.06	a	c	c	a	b
x30	5.74	4.49	3.42	1.02	2.57	c	a	b	b	b	8.07	7.36	6.26	0.91	3	c	c	a	b	a	8.43	2.28	7.98	8.95	4.22	b	c	a	b	a	7.52	2.65	0.86	5.62	0.05	b	c	a	c	a	7.37	4.09	9.78	5.29	5.34	b	c	a	a	a	2.89	0.95	3.16	7.68	6.79	c	c	b	b	c
x31	0.56	6.65	4.98	4.26	6.78	c	a	a	c	b	7.2	8.1	6.64	8.73	6.99	b	c	b	b	b	3.91	4.65	4.06	7.66	5.52	b	c	b	a	b	0.61	6.23	3.54	0.12	9.89	b	c	a	c	a	4.69	3.94	6.4	2.15	9.4	c	b	a	c	b	2.67	7.13	9.26	3.4	5.57	a	c	c	c	a
x32	5.77	6.28	7.21	5.89	7.21	a	a	c	a	a	7.5	2.42	7.25	4.12	7.25	b	c	c	a	a	4.23	2.07	5.42	5.76	5.42	b	c	c	a	a	0.19	5.5	9.72	7.17	9.72	b	c	c	a	a	6.81	1.31	6.01	7.86	5.4	a	c	b	b	c	5.53	1.9	9.26	1.93	9.2	c	b	c	a	b
x33	0.67	3.32	2.37	3.89	6.04	c	a	a	b	b	7.44	0.15	7.8	7.79	7.87	b	c	c	c	a	4.69	2.72	9.2	0	7.9	c	a	c	b	a	5.78	6.51	9.24	0.2	9.02	a	a	b	a	b	2.98	2.74	6.54	3.51	4.21	c	c	b	b	c	7.7	7.04	1.86	3.42	5.33	c	b	b	b	b
x34	7.35	2.54	3.55	6.93	7.36	b	c	c	b	a	1.4	7.94	4.81	4.72	3.14	a	b	c	b	b	2.22	0.69	7.19	3.28	5.1	a	a	b	b	b	8.05	0.34	6.17	5.15	9.45	a	b	c	b	a	6.32	9.82	9.56	0.07	8.76	b	b	c	b	b	9.44	5.54	1.81	8.97	9.36	a	a	b	a	b
x35	3.67	9.91	3.03	9.87	2.6	c	c	a	a	c	3.6	9.84	7.46	8.4	0.76	b	c	a	b	a	2.82	9.47	4.63	2.92	5.19	c	c	a	a	a	3.99	1.38	7.72	6.83	7.05	a	c	a	a	a	0.83	7.72	0.75	2.36	5.67	c	c	a	c	a	3.58	6.94	4.99	0.73	5.89	b	b	b	a	a
x36	0.29	1.23	9.87	3.58	9.52	c	b	a	b	b	0.34	9.09	4.05	3.16	4.55	b	b	c	a	c	8.27	3.2	8.19	1.55	1.92	c	b	a	a	c	7.15	4.47	3.74	6.95	9.76	c	a	a	c	a	5.71	2.07	8.72	9.44	2.71	a	b	b	a	b	1.32	6.35	6.17	0.29	8.68	b	b	b	c	a
x37	3.12	3.17	4.56	3.03	3.52	a	a	a	c	c	7.38	8.32	8.28	5.71	6.39	a	b	c	a	a	4.93	3.72	3.13	3.66	5.26	c	a	c	a	b	7.46	3.42	9.14	4.58	0.78	b	a	c	c	b	9.66	2.01	9.97	5.82	0.38	c	b	c	a	b	2.23	5.1	7.42	1.78	0.74	c	a	a	a	a
x38	6.46	6.45	7.21	5.83	7.21	a	c	c	a	a	3.5	7.06	7.25	0.37	7.25	a	a	c	a	a	3.84	3.84	5.42	8.3	5.42	b	a	c	a	a	5.89	5.89	9.72	5.56	9.72	a	a	c	a	a	0.17	0.17	5.67	9.71	0.81	b	a	b	b	c	8.27	4.47	1.97	9.38	7.24	b	a	b	a	a
x39	2.41	3.41	0.6	3.38	6.27	a	c	b	c	a	0.03	5.86	8.33	2.78	4.43	c	b	b	b	c	0.36	9.69	1.48	6.05	5.21	a	a	c	c	b	0.54	0.3	0.46	8.74	0.13	b	c	b	c	b	9.74	7.02	1.27	3.4	3.85	a	c	c	b	c	5.61	5.15	9.96	2.54	5.52	b	c	a	a	c
x40	8.49	4.26	6.12	2.33	9.24	a	a	a	b	b	7.54	7.04	7.81	3.88	4.88	b	a	a	a	b	8.26	2.2	5.68	0.38	5.04	b	c	a	b	b	3.32	0.86	1.73	0.34	7.05	a	a	b	c	a	1.99	0.23	6.2	2.44	3.52	a	a	a	b	c	9.52	6.55	9.34	5	6.55	b	b	c	c	b
x41	8.94	5.13	6.09	3.25	0.43	a	c	b	c	a	1.65	1.78	6.3	6	3.4	a	c	c	b	a	8.04	6.77	4.31	1.36	3.3	b	b	c	b	a	8.04	7.05	2.04	1.51	5.13	c	c	c	a	a	1.62	6.87	1.14	3.91	1.25	b	b	a	c	a	7.29	6.4	5.78	2.53	0.12	a	c	c	b	a
x42	1.41	8.27	8.75	1.02	4.56	a	a	c	c	a	4.42	5.1	3.48	7.96	1.09	a	b	a	a	a	8.07	9.71	2.3	9.81	8.37	b	c	c	c	b	8.71	8.06	9.51	1.55	4.61	c	b	b	b	a	8.97	5.1	0.39	0.82	6.03	a	a	b	b	c	8.25	0.18	4.75	1.65	8.93	c	a	a	a	a
x43	0.68	1.3	5.32	4.87	1.5	c	a	b	b	a	4.83	0.88	1.38	0.39	1.4	a	c	c	a	a	4.19	9.35	6.98	8.97	1.8	b	b	c	c	c	1.44	4.44	8.54	2.22	8.03	c	c	a	a	b	1.71	6.94	3.19	8.9	3.31	b	b	a	a	b	4.9	0.95	8.48	1.52	9.2	b	b	a	a	c
x44	7.05	5.85	5.8	4.43	2.74	b	c	a	a	b	0.44	9.84	2.92	1.8	4.43	b	c	b	b	a	8.52	9.45	1.87	1.77	0.71	b	c	b	a	c	7.64	8.67	3.86	3.98	9.63	b	c	b	c	b	1.34	8.68	3.54	6.06	6.95	b	b	b	b	a	5.59	3.48	1.3	3.6	7.95	b	c	a	a	c
x45	0.07	5.95	2.49	5.74	5.76	c	c	c	a	c	1.11	7.48	6.29	5.15	7.65	b	c	c	a	a	9.65	2.63	4.05	2.15	2.35	b	c	a	b	c	2.44	4.26	7.54	3.05	2.47	b	c	a	a	c	1.81	0.16	0.47	8.89	7.21	c	b	c	c	a	4.34	0.47	0.02	6.47	2.06	b	a	b	a	b
x46	2.58	8.12	2.45	0.17	4.8	a	c	a	c	a	7.39	1.12	6.3	8.71	2.68	a	c	c	b	c	5.51	1.65	8.49	2.58	9	a	a	b	b	c	7.86	9.78	0.2	6.05	4.95	a	b	c	a	c	3.46	4.21	6.44	1.12	5.92	c	c	c	c	c	9.78	0.85	1.13	0.34	5.92	c	c	b	a	b
x47	3.55	9.59	1.7	2.08	2.06	a	b	c	c	c	8.04	7.25	8.49	6.51	8.81	a	b	c	a	b	3.84	3.84	1.14	0.88	0.99	a	a	a	a	b	5.89	5.89	2.75	6.2	3.1	c	b	c	b	b	0.17	0.17	1.49	1.25	9.1	c	a	b	a	a	2.34	7.32	8.42	0.22	9.45	a	a	c	c	b
x48	4.62	7.67	5.13	8.43	2.9	c	c	c	a	a	7.08	6.74	4.17	6.09	3.53	b	c	a	a	b	4.79	2.28	9.07	9.61	9.05	b	c	a	c	a	2.19	8.01	2.63	2.34	5.35	b	c	c	b	c	8.35	9.92	4	3.36	6.03	b	a	a	c	c	1.29	8.51	0.33	9.08	2.66	a	c	a	a	a
x49	0.17	1.03	6.42	3.82	4.47	a	a	a	b	b	4.17	3.13	2.81	0.23	7.4	b	c	b	b	c	0.52	6.74	2.41	1.98	9.88	b	c	a	a	a	1.06	5.22	8.67	8.56	9.32	b	c	c	a	a	7.78	1.91	2.99	5.31	6.21	b	b	a	c	b	1.59	0.4	4.66	7	1.08	b	c	a	a	b
x50	0.75	0.86	3.17	7.73	4.13	b	c	c	a	b	1.15	2.1	5	9.98	5.07	b	a	b	a	a	4.97	5.01	4.6	3.26	4.21	a	b	c	a	a	6.52	9.55	4.88	5.56	6.52	b	c	c	c	c	9.9	3.58	6.76	4.78	8.38	c	c	a	c	b	1.14	4.5	7.38	4.29	5.73	b	a	b	b	a
x51	5.19	3.71	7.21	6.78	7.21	a	c	c	a	a	7.36	2.93	7.25	7.28	7.25	a	b	c	a	a	8.57	9.59	5.42	6.47	5.42	b	b	c	a	a	6.17	9.58	9.72	6.3	9.72	b	c	c	a	a	1.6	2.97	5.14	9.39	1.73	b	b	b	a	b	6.17	8.65	3.26	0.55	8.09	a	a	c	b	b
x52	9.81	2.77	5.9	9.71	7.52	a	c	b	b	b	4.62	0.36	3.64	4.09	3.92	a	c	a	b	a	3.84	3.84	2.26	3.95	1.07	a	c	a	a	a	5.89	5.89	4.83	6.89	4.57	c	c	a	a	a	0.17	0.17	6.95	4.79	9.14	b	c	a	b	a	5.5	0.3	1.67	1.9	0.47	b	b	a	b	b
x53	0.46	6.85	9.51	6.68	5.6	a	a	c	b	c	1.43	3.17	5.33	8.32	4.84	a	c	a	b	a	3.84	3.84	1.49	9.77	2.52	a	a	b	a	c	5.89	5.89	1.74	3.96	5.08	b	b	c	b	c	0.17	0.17	8.7	8.96	6.58	a	c	a	c	a	4.28	6.15	3.49	5.71	1.44	c	b	b	a	b
x54	4.29	0.73	3.31	1.72	6.77	a	c	a	b	a	6.41	3.76	9.94	5.47	4.78	a	c	a	a	a	9.5	0.37	8.49	3.42	8.01	c	a	a	a	c	3.2	0.09	9.9	6.56	9.51	b	b	a	b	b	2.27	6.95	7.14	5.34	7.74	c	c	c	a	b	4.95	9.39	9.38	3.28	9.1	b	c	b	b	b
x55	9.79	7.24	7.21	9.33	7.21	a	a	c	a	a	7.79	5.87	7.25	4.44	7.25	c	a	c	a	a	6.88	5.73	5.42	6.56	5.42	c	b	c	a	a	5.75	7.23	9.72	5.09	9.72	c	b	c	a	a	8.89	3.78	4.47	5.71	0.76	a	b	c	b	a	2.22	5.98	2.65	8.17	3.03	b	a	b	c	b
x56	4.38	5.35	7.21	7.6	7.21	c	c	c	a	a	4.92	4.76	7.25	3.77	7.25	c	c	c	a	a	3.84	3.84	5.42	1.02	5.42	c	a	c	a	a	5.89	5.89	9.72	5.84	9.72	a	b	c	a	a	0.17	0.17	6.53	0.23	6.53	b	b	c	b	b	0.23	8.75	8.78	1.96	6.81	b	b	a	a	c
x57	9.1	1.35	1.55	5.36	3.88	c	a	a	c	b	7.52	8.14	5.13	0.49	3.09	b	c	c	a	b	8.83	6.95	3.22	0.15	2	b	c	a	c	a	2.34	1.3	2.45	3.7	7.45	b	c	a	b	b	0.4	3.28	0.1	5.82	3.65	a	c	c	c	a	5.7	7.34	0.15	9.7	3.6	b	a	c	c	b
x58	7.77	9.1	7.21	1.81	7.21	a	b	c	a	a	7.26	7.24	7.25	2.32	7.25	b	c	c	a	a	5.54	3.92	5.42	7.52	5.42	b	c	c	a	a	6.24	8.77	9.72	6.33	9.72	b	c	c	a	a	0.48	5.03	2.37	9.56	4.77	b	b	a	a	b	1.91	5.49	9.05	8.75	7.67	a	c	b	b	b
x59	8.51	3.97	7.58	1.95	2.45	c	a	b	b	a	7.08	1.3	0.19	3.61	5.11	a	a	c	b	b	8.75	7.97	5.46	1.72	1.12	c	b	b	a	c	5.22	2.66	4.15	3.79	7.52	b	c	c	c	c	7.18	1.24	1.97	1.6	6.94	b	a	b	a	b	1.13	0.44	3.04	1.58	9.69	b	a	c	b	b
x60	9.83	3.69	6.56	3.57	8.88	c	b	b	c	b	5.3	7.11	1.5	8.79	2.35	b	c	b	c	a	4.86	0.85	8.26	4.93	6.78	b	a	a	c	c	0.79	0.54	4.09	1.73	5.32	b	c	a	c	b	7.79	6.26	1.36	9	8.65	b	a	b	b	b	4.73	8.88	6.8	4.56	8.61	a	a	b	b	c
x61	8.5	4.64	1.49	9.03	2.26	a	a	c	a	c	7.11	3.95	5.01	9.02	1.8	a	c	a	c	a	5.21	1.42	4.97	5.52	7.21	b	c	a	b	a	1.5	5.3	7.84	7.55	6.41	a	c	a	b	a	5.94	0.74	1.62	5.91	5.78	a	c	a	a	a	0.06	8.21	8.81	5.02	6.98	c	b	b	a	c
x62	4.38	4.07	6.55	2.36	9.38	a	c	c	b	b	3.83	2.3	5.45	2.79	0.29	b	a	a	b	b	3.84	3.84	4.85	8.28	5.96	c	c	a	a	c	5.89	5.89	2.11	7.71	5.59	c	c	c	a	b	0.17	0.17	0.32	3.46	7.04	a	b	c	a	b	3.36	7.16	4.54	4.78	2.3	b	a	c	c	c
x63	8.73	6.57	6.63	9.56	3.6	b	a	b	c	a	9.17	5.17	2.02	9.59	4.79	c	c	a	a	a	9.95	2.72	5.85	2.52	9.67	b	c	a	a	a	7.83	9.2	7.21	3.79	8.37	c	c	a	b	a	7	5	1.8	5.29	1.51	a	c	a	a	a	7.67	9.29	0.16	6.2	2.2	b	a	c	b	a
x64	9.34	9.91	3.1	0.82	7.08	a	a	b	c	b	5.8	3.41	5.58	7.5	1.78	b	c	a	b	a	2.53	1.79	0.03	9.3	1.85	b	c	a	a	a	1.84	3.96	2.99	4.77	8.35	b	c	a	b	a	3.04	5.71	0.02	7.02	3	a	c	a	b	a	5.52	4.26	3.04	6.21	2.94	a	a	b	b	a
x65	0.06	3.43	0.18	4.15	9.26	c	c	c	a	c	0.16	6.35	1.53	7.51	8.4	b	a	c	b	c	4.68	2.99	1.19	9.67	0.5	a	b	b	a	c	4.27	3.52	4.05	6.74	1.77	b	c	c	b	c	4.06	9.82	3.26	6.27	3.77	c	a	c	c	a	8.76	7.94	4.51	9	5.37	a	b	b	a	a
x66	2.8	6.26	9.6	4.08	4.25	c	c	a	a	c	0.51	6.17	2.13	6.37	5.2	b	c	c	c	b	8.91	7.43	0.7	2.72	3.7	c	c	c	b	c	4.05	0.21	4.61	0.86	8.19	a	b	c	b	c	4.94	0.24	0.58	6.57	7.92	a	c	c	b	c	0.59	2.36	5.53	7.16	8.85	c	c	a	b	c
x67	5.92	8.28	6.67	8.15	5.69	b	b	b	a	c	8.26	7.6	5.47	6.62	7.99	b	b	a	c	a	2.05	0.37	2.44	0.49	9.16	c	c	a	a	b	6.34	1.88	4.2	5.84	0.68	b	a	a	b	c	5.26	8.81	5.91	7.12	4.67	a	a	c	c	b	9.54	4.31	7.9	3.56	3.55	c	a	a	a	c
x68	9.4	9.59	2.37	7.14	1.92	a	b	a	c	b	1.97	9.61	6.26	4.97	9.81	c	b	b	c	a	0.58	0.6	9.25	3.24	6.81	a	c	c	a	c	8.68	0.18	1.17	7.73	8.83	a	c	a	b	c	3.69	7.68	1.24	1.31	9.92	c	a	b	b	a	5.15	0.1	4.71	5.64	3.46	c	a	a	c	c
x69	3.05	4.86	1.76	8.46	3.57	c	b	c	c	b	7.41	6.99	8.63	7.33	2.46	a	b	a	b	b	6.42	2.71	3.41	1.07	4.75	c	b	b	b	c	3.77	3.09	2.43	6.04	3.96	b	a	a	c	c	8.57	6.02	4.6	5.75	1.69	a	b	c	c	b	5.57	7.29	2.34	7.71	7.7	a	c	c	c	a
x70	6.27	9.27	5.98	1.59	5.41	a	c	c	b	a	7.27	3.37	7.39	7.78	0.66	a	c	a	b	c	0.42	7.95	0.32	5.89	6.87	a	c	c	b	c	1.66	8.14	3.54	4.17	1.1	c	b	b	a	a	9.91	9.37	4.68	7.67	9.54	c	a	b	c	a	1.85	8.31	6.07	1.94	5.74	c	b	b	c	a
x71	7.19	9.69	1.67	9.12	5.16	a	a	a	b	c	1.24	1.41	5.98	3.34	3.56	a	c	b	b	a	6.77	3.23	5.52	4.4	3.76	b	a	a	a	b	8.69	5.86	4.61	5.71	0.43	a	c	c	b	a	9.09	3.32	4.17	1.37	1.32	b	a	b	b	b	2.2	4.11	6.68	1.02	4.04	c	c	a	c	b
x72	7.58	4.43	7.25	0.12	8.45	a	a	b	b	b	0.79	3.6	4.15	4.25	3.03	b	c	b	a	b	5.61	9.07	6.13	0.08	2.82	b	c	a	b	a	4.32	9.34	9.8	9.65	7.57	b	c	a	a	a	9.64	5.61	2.88	8.58	4.67	c	a	a	b	c	8.37	2.89	0.29	5.33	6.02	b	a	a	c	c
