X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x10	2.81	2.41	3.59	3.6	6.3	6.1	4.46	7.96	4.5	6.94	a	a	b	a	c	a	a	a	c	b	2.76	4.37	2.82	1.13	3.32	9.25	9.89	9.71	9.96	3.76	a	b	b	b	c	b	a	a	c	a	9.48	4.7	2.55	3.25	2.32	4.83	8.14	6.07	8.58	6.76	a	a	b	a	b	c	a	b	c	a	4.08	5.16	0.72	7.73	8.24	4.48	8.85	0.54	0.81	1.59	a	a	c	b	b	b	c	a	b	b
x11	6.16	8.12	0.85	5.92	1.75	2.59	2.51	1.36	3.52	9.75	a	b	a	c	c	c	a	b	a	c	9.44	8.86	8.79	3.28	6.48	8.44	1.29	1.72	0.58	9.84	b	b	a	a	c	a	c	a	a	a	4.6	4.73	0.95	8.36	6.14	7.2	1.2	1.79	0.88	4.42	b	c	c	c	c	c	c	b	c	c	2.5	3.26	3.85	5.37	8.05	5.9	8.28	2.69	3.75	0.47	c	b	b	b	b	a	a	c	a	c
x12	6.52	7.03	3.85	7.83	6.68	2.14	1.61	6.31	1.52	1.01	b	c	a	a	c	b	c	a	a	b	4.83	5.03	1.91	6.15	9.9	8.26	3.24	3.64	4.57	1.1	a	a	a	a	c	c	b	b	c	c	6.47	6.41	4.03	4.22	6.59	1.63	0.36	3.66	6.37	7.6	a	b	c	c	a	a	a	a	b	b	8.85	0.77	1.8	6.34	9.93	6.46	2.06	3.88	7.98	9.83	a	a	c	b	b	b	a	b	b	a
x13	3.24	0.9	3.58	7.98	3.42	1.18	7.95	4.85	5.03	1.67	a	b	a	b	c	c	c	c	c	c	2.2	2.37	8.19	3.46	3.47	8.3	4.78	4.78	8.46	2.85	b	c	c	a	b	c	c	a	b	b	1.43	3.5	6.63	3.31	7.87	6.93	5.44	5.44	9.83	7.05	b	b	c	a	b	a	a	c	b	b	3.1	2.61	8.91	4.27	5.4	8.43	3.89	3.23	7.3	8.13	c	b	a	a	a	a	b	b	a	a
x14	8.81	6.05	1.83	8.91	7.83	7.05	0.74	1.08	5.72	1.03	c	b	c	b	c	b	a	a	a	a	9.99	4.04	3.19	8.4	7.49	7.97	6.22	1.15	6.83	6.98	b	a	a	c	a	c	a	a	c	b	8.28	7.73	5.75	9.48	0.46	0.57	9	4.24	4.18	0.13	b	a	a	a	b	b	b	c	c	b	8.65	3.04	1.89	0.09	4.69	3.51	2.54	0.95	2.93	5.99	a	c	c	b	a	a	a	c	c	a
x15	7.99	6.24	7.14	4.6	4.02	8.66	6.96	6.11	2.72	4.93	a	a	a	a	b	c	c	a	b	b	0.68	1.29	4.17	3.77	6.45	2.19	1.22	0.4	9.88	3.33	c	b	c	a	a	c	a	b	b	b	9.21	1.41	8.34	1.69	2.26	4.97	0.56	1.75	4.84	8.61	b	b	c	c	a	a	c	a	b	c	3.16	1.04	7.95	5.88	4.43	6.93	4.6	1.77	3.14	3.87	c	c	b	b	b	b	c	c	b	c
x16	7.78	6.98	5.56	8.08	9.15	7.02	4.52	3.03	7.33	5.49	c	c	b	a	b	c	b	a	c	a	2.99	2.1	7.52	8.51	9.69	2.96	4.08	5.19	9.04	1.44	a	c	b	b	a	b	c	c	c	c	1.44	1.7	1.81	3.98	6.99	2.4	3.39	4.47	2.28	6.75	a	c	b	b	c	b	b	b	a	a	2.14	4.32	5.75	0.42	2.74	7.05	4.22	4.82	3.91	5.62	c	c	c	c	c	a	b	c	a	c
x17	6.33	5.79	2.96	8.09	4.4	6.33	3.63	8.6	7.65	0.91	a	a	a	b	a	a	a	c	c	c	2.77	4.59	2.99	5.72	9.96	5.12	4.58	7.93	6.51	1.43	b	b	b	c	c	a	b	a	b	b	0.27	2.87	5.78	7.25	4.51	9.59	5.05	2.67	7.09	8.81	a	c	a	a	a	c	b	c	c	a	5.56	3.96	6.65	0.75	6.96	2.61	9.82	3.18	1.4	1.33	c	b	b	b	a	c	a	c	c	a
x18	0.58	3.79	6.9	5.2	2.98	9.9	8.81	9.69	4.75	4.42	c	a	c	b	b	a	c	c	c	b	6.97	2.85	5.77	1.15	6.53	7.94	3.4	2.53	5.02	0.16	b	b	c	b	c	c	b	a	a	a	0.22	5.31	3.61	3.56	5.99	5.47	0.36	5.42	5.17	2.84	b	b	b	a	a	c	c	c	a	b	3.88	3.74	9.92	2.11	9.03	7.71	6.24	4.54	1.45	2.55	b	a	b	b	c	b	c	c	a	b
x19	6.61	2.7	3.48	3.57	6	2.8	9.32	2.79	2.7	2.2	a	b	b	b	a	a	b	b	a	a	9.62	6.81	3.42	1.72	1.52	4.55	2.64	5.14	1.72	6.26	a	a	b	b	a	b	b	c	a	c	4.52	9.57	8.29	8.88	0.28	6.7	3.64	6.6	5.29	3.04	b	b	a	b	c	b	a	b	c	a	1.75	1.63	2.32	8.19	6.54	3.84	1.35	7.54	5.53	4.97	a	c	c	b	a	c	a	a	a	b
x20	5.3	5.3	3.59	4.42	5.18	0.39	7.17	0.9	5.3	6.85	a	a	c	b	a	b	b	c	a	c	0.77	0.77	4.49	8.98	9.45	3.57	0.84	1.05	0.77	5.98	a	a	b	a	b	c	c	a	a	a	6.41	8.71	9.85	1.53	3.74	8.67	8.55	3.26	1.72	0.37	b	a	c	c	a	b	b	b	b	c	7.8	2.09	6.4	3.68	4.53	1.19	1.31	0.26	5.82	8.89	a	a	a	b	a	a	a	b	c	a
x21	0.42	5.5	4.77	8.19	7.22	2.98	0.02	8.62	9.77	7.04	b	a	b	a	c	a	a	c	c	b	8.71	6.5	0.58	3.33	3.3	2.52	2.4	6.19	8.6	4.71	c	a	a	b	b	b	a	a	b	c	7.85	6.1	8.33	1.2	0.77	4.61	3.76	8.74	1.84	1.88	c	a	b	b	b	b	c	c	b	a	7.67	8.61	1.61	3.61	0.66	0.63	4.22	4.63	6.43	7.42	a	b	c	a	c	c	a	a	c	c
x22	7.15	7.61	1.52	8.42	0.07	9.86	8.94	9.35	5.23	5.56	b	c	b	c	a	c	c	c	a	a	6.99	8.36	0.79	4.14	5.74	9.74	4.95	3.39	0.17	4.26	c	a	b	c	c	a	b	c	b	b	5.58	9.35	9.43	5.52	5.53	2.14	9.73	7.21	9.93	4.83	b	c	a	b	b	b	c	a	b	b	0.61	3.11	8.44	6.5	7.61	8.14	9.65	8.65	6.64	3.64	a	a	c	b	a	b	a	c	a	c
x23	5.3	5.3	1.6	8.69	6.69	0.36	5.17	1.81	5.3	7.35	a	a	a	c	c	c	a	b	b	b	0.77	0.77	8.83	5.91	9.43	1.92	4.78	4.78	0.77	7.88	b	a	c	a	b	c	b	b	b	b	1.65	8.01	5.63	5.11	6.11	7.86	5.44	5.44	9.9	2.38	b	c	c	a	a	b	a	b	b	b	0.33	1.55	7.51	4.16	4.61	2.08	0.49	7.72	8.55	2.31	b	b	b	b	a	a	b	a	a	a
x24	6.51	6.79	0.88	5.77	0.72	6.8	0.27	9.55	5.03	0.83	a	a	c	a	c	b	c	c	c	b	4.49	6.23	3.51	4.67	8.81	6	4.85	9.89	7.85	8.09	b	a	a	a	a	b	c	a	b	c	6.46	9.07	7.69	1.39	6.48	0.14	8.9	7.42	8.67	0.69	b	b	a	a	b	b	c	a	b	b	8.71	7.44	4.46	8.38	7.84	6.09	4.81	4.31	4.66	6.81	b	a	a	b	b	b	a	a	b	a
x25	5.3	5.3	4.51	1.96	8.93	8.05	1.25	6.63	5.3	1.68	b	a	b	c	c	b	b	a	b	b	0.77	0.77	7.7	6.89	3.8	3.17	6.91	5.25	0.77	0.88	a	a	b	b	b	b	b	b	b	c	1.26	8.87	2.24	6.04	5.52	1.5	8.74	9.21	3.83	7.33	a	b	c	b	b	b	a	a	b	a	0.15	4.42	3.33	6.54	6.26	6.85	4.76	5.01	1.21	7.23	c	a	c	a	b	c	b	b	a	c
x26	3.74	9.43	5.72	6.47	4.26	5.21	3.01	9.24	0.11	9.67	b	a	c	b	c	a	b	a	b	a	7.71	5.19	1.43	0.67	8.38	9.61	8.03	7.61	4.24	5.15	c	c	b	a	a	a	c	a	b	c	4.41	1.45	1.14	8.71	8.03	3.96	6.11	1.95	1.72	4.4	b	c	c	a	c	b	a	c	a	b	2.94	4.4	8.85	7.57	1.52	3.16	2.49	3.67	3.74	9.59	c	c	a	c	a	a	b	b	a	c
x27	6.13	4.08	6.91	0.09	9.75	3.49	4.91	4.12	4.41	2.28	a	c	c	b	b	b	a	a	c	a	5.39	4.92	5.7	9.61	3.82	6.39	4.11	2.04	1.15	1.04	b	b	b	a	b	c	a	c	c	c	6.06	2.68	2.7	0.46	1.25	3.47	5.31	2.93	4.24	9.22	c	c	c	a	c	a	a	c	c	a	2.72	7.63	8.22	9.23	3.57	8.73	2.32	5.49	0.53	2.73	c	a	a	c	c	a	c	c	b	c
x28	5.98	9.57	5.21	1.76	3.16	0.21	2.55	2.08	0.63	1.24	b	c	a	a	b	c	c	c	a	a	8.12	7.07	4.17	4.25	4.2	6.75	3.5	5.49	0.21	9.07	c	c	b	a	a	a	a	a	b	b	4.91	6.05	2.72	2.6	7.86	0.17	5.91	7.94	9.71	0.79	a	b	a	a	c	c	b	a	c	b	4.27	1.97	7.62	6.65	0.72	7.71	3.1	0.26	3.37	7.14	c	a	c	a	c	b	b	b	a	b
x29	3.38	6.59	3.53	9.28	8.2	0.01	7.12	7.67	8.56	4.47	b	a	c	a	a	a	b	b	a	b	1.32	1.83	9.12	0.91	3.83	1.71	4.78	4.78	7.5	1.1	b	a	c	a	a	c	a	b	b	b	8.44	0.04	1.54	9.33	1.29	9.7	5.44	5.44	1.92	9.79	b	a	c	a	a	c	b	c	b	b	4.88	5.1	8.54	2.61	5.96	1.93	4.56	7.41	9.5	5.02	b	c	c	c	b	a	b	c	b	c
x30	3.7	1.03	3.08	1.42	3.5	8.99	4.16	7.68	4.83	4.92	c	b	b	b	a	a	a	a	a	b	6.77	6.52	0.42	2.89	6.14	3.6	0.86	1.3	5.19	6.95	b	b	a	c	a	b	c	c	a	a	6.95	3.99	8.88	5.33	4.2	1.86	8.32	7.95	7.04	1.25	a	c	a	a	b	a	a	a	c	a	0.12	5.18	4.88	0.42	4.27	1.17	0.98	3.85	6.96	2.41	c	b	a	a	a	c	b	c	a	a
x31	7.98	7.95	4.61	0.84	2.11	0.04	3.04	6.62	1.24	6.58	c	a	c	a	c	a	a	a	a	a	0.52	9.55	6.47	5.57	5.56	8.51	6.69	3.91	2.23	7.91	b	a	a	b	c	b	c	b	b	c	2.56	4.32	8.23	5.43	0.2	8.85	6.22	0.6	6.88	8.23	b	c	c	a	a	a	c	c	c	c	3.9	3.99	2.05	2.64	7.07	6.1	6.19	3.42	0.26	7.31	a	c	b	a	b	b	b	c	c	a
x32	4.72	7.47	3.41	5	7.8	5.4	8.03	9.24	5.55	0.24	a	c	b	a	a	c	b	a	a	a	5.9	4.42	4.26	3.89	6.8	9.36	8.17	2.59	2.01	2.19	b	a	a	a	c	b	c	a	a	b	9.22	9.19	3.23	1.8	4.94	1.73	7.65	6.52	0.91	8.02	a	a	b	c	b	c	a	c	a	a	4.69	1.26	7.57	3.63	8.41	0.09	2.52	6.63	7.4	4.38	a	b	b	c	b	a	a	a	a	c
x33	0.64	4.34	5.4	1.88	3.3	7.64	6.32	2.82	2.77	3.54	a	b	b	b	b	b	c	b	c	b	8.08	4.37	8.05	0.95	0.28	2.74	9.36	0.11	9.15	8.76	c	a	b	a	b	b	a	a	b	b	2.05	8.29	9.1	7.33	2.67	0.04	6.61	2.12	5.36	7.46	a	b	b	c	a	c	c	c	b	c	6.29	3.95	5.03	9.16	3.65	8.91	2.71	3.61	2.06	8.04	a	c	b	c	a	a	a	a	a	a
x34	0.85	5.23	3.52	2.55	6.09	2.3	5.22	7.56	0.06	3.21	a	c	b	c	b	c	b	b	b	a	2.58	7.03	2.79	9.18	7.45	1.34	6.45	8.49	8.36	2.11	b	a	a	b	c	c	b	c	a	a	8.35	9.1	4.28	7.32	4.15	3.17	6.33	6.39	6.52	8.51	a	a	b	a	c	b	b	a	c	b	8.98	4.48	7.31	8	8.77	1.6	1.45	4.93	9.01	8.24	a	b	c	c	a	b	a	c	a	a
x35	0.44	5.82	2.68	4.63	8.2	5.94	9.06	5.9	3.26	2.45	b	a	b	c	a	a	a	c	c	a	4.8	1.45	6.09	4.51	3.78	8.82	7.66	7.16	2.66	1.96	c	c	c	a	a	b	b	a	c	c	4.69	4.57	6.24	2.29	4.26	8.92	8.13	2.95	7.49	3.09	c	c	b	b	b	a	b	b	c	b	5.43	5.66	8.61	1.86	6.58	7.73	2.57	5.27	5.13	4.87	c	c	a	b	c	a	a	b	a	c
x36	3.91	6.79	2.71	1.94	7.38	5.49	4	8.3	7.96	4.81	a	b	a	b	b	a	c	a	b	c	5.85	0.74	1.53	9.14	5.97	1.37	2.28	5.31	4.33	6.29	b	a	a	b	c	a	b	c	c	c	1.67	8.86	7.77	2.74	8.44	5.26	4.21	2.07	9.79	2.92	a	c	b	a	a	a	a	a	c	b	1.96	3.86	2.18	7.64	4.08	3.15	9.03	0.27	4.62	2.34	c	c	b	b	c	a	a	c	b	c
x37	5.68	8.47	4.41	3.12	9.53	6.07	0.71	2.03	5.03	9.81	a	a	c	a	b	b	a	c	c	a	6.93	0.48	7.4	7.05	7.21	6.35	3.68	0.88	0.13	2.01	b	b	a	b	c	c	b	b	c	b	0.83	5.68	5.84	9.36	5.91	4.89	0.48	0.52	0	5.43	b	b	c	a	a	b	b	a	c	b	5.25	9.88	5.45	1.08	8.39	1.24	6.37	3.27	4.33	7.03	c	b	a	a	b	b	a	a	a	a
x38	4.28	9.9	8.59	3.17	3.34	3.81	5.66	9.97	3	9.03	a	a	c	c	c	a	c	c	a	c	2.79	8.96	6.75	7.09	1.92	5.96	7.16	5.87	8.65	6.66	c	b	b	a	a	b	a	c	b	a	8.4	8.35	7.28	9.87	4.82	6.47	9.33	9.42	4.92	9.97	b	b	a	b	a	b	b	a	c	a	4.8	3.69	5.31	9.32	3.04	9.67	0.8	9.06	3.36	9.97	b	b	c	c	c	b	a	a	a	a
x39	6.7	3.92	0.4	9.5	3	1.09	1.2	2.74	6.59	6.15	b	b	a	b	b	b	c	c	a	b	9.58	4.96	7.41	7.47	4.68	5.35	0.38	3.23	0.65	7.15	a	c	c	a	b	c	c	a	b	b	9.39	1.64	1.65	2.99	9.2	5.92	9.93	3.06	0.61	7.18	a	a	a	a	b	b	a	c	a	a	2.43	4.07	3.28	2.15	1.61	4.21	8.86	5.34	0.37	5.35	b	c	b	b	c	a	a	a	b	c
x40	5.5	7.91	2.68	6.72	3.15	2.63	2.35	9.73	9.93	9.84	c	c	a	c	a	c	a	c	a	c	2.23	1.62	4.3	2.92	7.9	8.35	1.59	4.62	1.22	7.59	c	a	c	b	b	a	b	b	b	b	4.18	6.81	0.03	0.27	5.6	5.12	7.88	7.35	0.86	2.82	a	b	b	b	b	c	c	c	b	a	6.93	8.02	7.23	2.38	7.56	3.07	6.95	1.84	1.14	7.53	b	c	b	b	c	c	c	b	b	b
x41	3.02	4.09	2.43	1.75	7.62	1.68	3.9	1.91	3.57	4.39	c	c	c	b	b	c	b	b	c	a	4.56	5.9	5.69	3.37	1.33	0.64	4.78	4.78	1.73	7.68	b	a	c	a	a	a	a	c	b	b	1.63	7.37	2.76	0.51	2.11	7.43	5.44	5.44	5.97	7.5	b	a	c	a	a	b	a	c	b	b	1.28	9.12	0.69	9.27	8.63	0.71	8.76	6.76	7.53	4.47	a	c	b	c	b	c	b	b	a	b
x42	1.19	0.27	8.21	1.61	7.37	0.22	8.32	2.51	2.24	4.62	c	a	a	a	a	c	b	a	b	a	2.94	2.75	3.97	0.13	9.64	6.73	3.6	5.5	7.37	6	c	c	b	b	a	b	b	b	a	a	4.2	8.94	7.91	9.29	7.13	5.87	6.86	2.72	2.77	6.66	b	b	a	c	a	b	a	a	b	c	2.12	4.48	5.45	0.98	3.8	2.47	3	7.03	2.82	2	a	a	a	a	b	c	a	a	c	c
x43	8.89	5.83	0.84	8.88	0.41	6.05	0.79	8.35	4.61	3.5	a	a	c	a	c	c	a	b	c	a	7.7	4.94	8.19	8.7	7.3	5.16	1.07	3.94	5.24	7.22	b	a	c	a	c	c	c	a	a	a	6.86	7.89	2.31	6.23	6.91	8.12	3.38	6.06	7.45	7.64	a	c	b	c	b	c	a	b	b	b	3.86	6.03	3.66	1.69	1.13	8.46	7.97	8.54	1.32	2.37	a	b	c	c	b	a	b	a	b	a
x44	2.92	9.4	5.74	3.43	2.88	5.61	5.35	9.54	7.85	1.3	a	a	c	a	b	b	c	b	c	b	0.39	3.92	3.21	9.33	5.34	1.47	0.39	2.85	0.59	8.15	a	b	b	a	b	a	a	a	c	a	8.02	3.39	7.32	6.59	1.1	0.36	1.65	4.5	7.89	9.92	a	c	c	a	a	c	c	b	a	b	8.96	1.82	1.88	5.56	8.89	4.3	1.3	0.1	4.57	6.83	a	c	b	a	a	b	b	a	a	a
x45	4.44	6.42	7.69	3	6.69	6.2	7.25	2.59	6.12	8.04	a	a	c	a	b	b	a	c	b	a	4.77	8.54	5.74	3.53	8.79	2.97	4.78	4.78	2.67	2.35	b	a	c	a	c	a	a	c	b	b	9.42	0.77	1.64	0.19	8.85	9.63	5.44	5.44	2.15	1.48	b	a	c	a	a	a	c	c	b	b	9.3	9.58	3.18	6.84	4.2	6.21	2.32	5.37	6.03	2.03	c	b	a	c	b	b	b	a	a	b
x46	2.49	6.57	7.03	4.57	6.67	4.19	4.3	6.24	8.7	3.26	a	a	b	c	a	b	b	b	a	b	0.66	0.62	4.87	3.43	0.7	5.96	0.66	6.66	4.42	4.18	a	c	a	b	b	b	a	b	b	c	6.14	7.21	8.05	6.75	0.63	0.61	5.67	2.99	4.29	5.63	a	a	c	b	b	b	c	c	b	c	4.57	8.78	3.2	6.1	2.64	2.45	9.41	9.5	8.58	5.18	b	c	a	c	a	c	c	b	b	c
x47	0.71	2.99	9	1.96	7.55	2.29	2.01	9.7	9.37	8.17	b	c	a	a	c	a	c	a	c	c	7.7	6.92	3.77	3.2	6.55	3.03	9.19	6.33	4.35	3	c	b	c	a	a	b	a	b	a	b	2.57	0.87	4.55	2.79	2.97	0.12	3.03	1.77	3.1	3.81	a	c	c	a	c	b	c	c	c	b	6.66	4.98	6.71	5.03	7.1	0.28	4.96	5.52	5.17	9.6	b	b	a	b	a	a	a	c	b	c
x48	5.3	5.3	6.41	1.42	7.14	5.74	2.39	3.71	5.3	2.05	b	c	b	c	b	b	c	b	a	b	0.77	0.77	2.3	2.44	4.39	0.97	9.06	4.98	0.77	4.08	b	c	b	b	c	c	a	b	a	b	4.13	4.44	6.65	7.28	6.58	4.35	0.76	3.27	7.14	7.93	b	b	a	a	b	c	b	c	c	b	4.77	6.46	2.86	7.78	5.45	5.2	4.13	3.1	9.13	9.87	c	c	c	b	a	a	b	b	a	a
x49	5.3	5.3	5.76	3.86	9.54	2.48	0.63	9.14	5.3	6.59	b	c	b	a	b	c	b	b	b	b	0.77	0.77	7.51	9.35	4.33	3.59	4.78	4.78	0.77	9	b	c	c	a	b	c	c	c	b	b	8.77	5.34	9.97	6.68	2.78	9.39	5.44	5.44	7.97	0.71	b	b	c	a	c	b	a	a	b	b	5.45	8.84	8.39	7.92	5.85	0.97	7.49	5.76	7.62	2.15	a	a	c	b	c	a	a	b	b	c
x50	5.3	5.3	2.49	4.76	7.04	3.52	0.97	1.2	5.3	1.9	a	b	b	a	c	a	b	c	a	a	0.77	0.77	4.19	3.03	9.26	3.73	1.2	5.86	0.77	8.65	c	c	a	b	b	a	a	a	c	a	9.49	6.64	9.92	5.92	6.85	3.37	8.9	4.39	2.1	5.39	b	b	c	b	b	b	a	a	c	c	7	6.06	0.28	6.35	8.68	7.55	1.53	4.52	4.47	0.78	c	b	b	c	b	b	c	c	c	a
x51	2.7	0.14	3.4	1.2	6.75	1.04	1.69	1.64	9.63	3.41	b	b	c	a	b	a	c	c	b	a	9.1	8.53	5.37	1.44	9.99	5.28	7.92	6.78	3.47	2.75	a	c	b	b	b	c	c	c	c	a	1.2	2.54	7.42	4.08	5.44	4.35	0.09	8.49	5.32	2.4	c	c	b	c	a	b	a	a	a	c	6.48	0.53	9.46	0.19	2.98	4.57	0.1	8.94	6.44	3.44	c	b	b	b	c	b	c	a	a	a
x52	6.88	5.72	6.05	8.57	2.37	2.92	5.17	2.03	2.53	8.14	a	b	b	a	c	c	b	a	a	c	8.75	4.35	7.85	2.69	5.08	3.5	4.62	3.45	9.68	0.55	b	b	b	a	c	c	a	b	a	a	8.85	6.13	7.31	0.36	7.77	8.98	7.79	6.01	2.91	2.97	c	b	a	a	a	a	b	a	b	b	4.85	9.54	7.75	2.34	6.92	1.88	2.04	1.31	6.47	1.16	a	b	c	a	b	b	a	a	b	c
x53	2.01	3.96	0.18	0.96	0.98	5.55	8.12	8.37	0.59	2.71	a	b	c	c	c	b	c	a	a	a	4.21	5.93	9.14	4.07	6.11	7.01	7.24	4.73	3.67	7.66	b	c	a	a	c	b	c	b	b	c	1.74	5.9	0.36	0.87	9.42	8.72	9.03	0.14	5.87	8.07	c	a	c	c	b	a	b	a	c	b	6.69	6.01	2.16	9.11	9.79	1.54	3.92	3.17	4.21	5.91	b	b	c	b	c	a	a	c	b	a
