X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x10	6.27	6.27	4.3	4.86	1.32	a	c	a	a	a	3.18	3.18	5.39	7.1	7.87	a	c	b	c	a	2.78	2.78	4.82	7.13	0.85	a	c	a	c	a	1.15	9.1	4.34	4.86	6.96	a	c	b	b	b	1.75	5.24	9.26	8.02	0.36	a	b	a	b	b	7.57	8.27	3.26	4.69	9.49	c	a	c	c	b
x11	6.27	6.27	4.64	2.4	4.62	a	c	c	c	a	3.18	3.18	7.11	1.11	8.06	a	c	a	c	a	2.78	2.78	7	3.79	9.93	a	c	a	c	a	9.49	6.69	1.62	6.78	6.66	b	b	c	a	b	6.23	5.66	1.77	1.55	5.83	a	a	c	a	a	4.33	0.65	3.38	7.86	4.49	b	c	c	b	a
x12	7.46	3.86	6.75	2.92	2.34	c	c	c	c	b	7.05	0.19	1.22	4.25	0.05	a	c	c	c	b	2.42	7.01	2.07	2.19	6.44	c	c	c	c	b	7.09	9.43	7.32	7.17	2.07	a	a	a	c	b	2.17	0.5	1.96	7.18	2.35	b	b	a	b	a	3.1	8.36	4.43	9.39	2.66	b	a	a	a	b
x13	4.19	6.5	3.35	7.51	6.01	b	b	c	b	c	9.84	0.1	4.79	1.67	2.86	a	a	c	a	b	9.9	9.52	0.94	1.87	2.61	c	c	a	c	c	8.77	5.97	3.8	8.31	4.54	c	a	c	b	c	1.69	9.5	6.96	0.98	2.98	b	b	c	c	a	5.6	9.62	3.24	6.61	8.92	c	c	b	a	a
x14	2.83	4.14	3.51	0.48	8.6	b	a	c	c	a	0.7	2.82	7.01	2.11	7.17	b	a	b	b	c	3.91	7.49	4.68	4.82	0	b	a	c	b	a	0.11	9.62	7	2.92	7.01	c	a	b	c	b	1.07	1.73	4.35	8.18	0.2	b	a	c	c	b	0.39	4.72	6.23	5.17	8.55	c	b	c	c	c
x15	5.23	2.38	6.62	6.62	5.59	a	a	b	a	c	8.22	6.04	1.04	1.04	7.96	a	c	a	b	a	9.55	4.61	6.14	6.14	0.73	b	a	a	c	c	7.03	5.21	3.59	3.59	9.71	b	a	c	c	a	1.57	6.99	0.25	1.06	1.9	a	b	b	a	c	3.02	1.57	6.1	7.59	1.65	c	c	b	a	a
x16	4.46	3.07	3	0.98	0.86	b	a	c	c	b	0.34	4.18	2.99	8.28	5.02	b	a	b	c	a	9.61	5.81	2.31	2.8	0.73	b	a	c	b	c	6.19	9.05	0.51	1.29	9.91	b	b	c	c	b	5.11	2.25	7.05	0.91	6.14	b	c	c	b	a	6.07	6.03	6.98	2.88	5.6	c	b	b	c	c
x17	2.63	3.55	1.97	6.81	8.25	c	b	a	c	b	0.82	8.4	5.17	9.02	9.6	a	b	a	b	b	4.98	9.67	4.21	0.03	0.21	a	b	c	a	b	5.77	1.38	1.69	8.12	9.18	c	c	b	c	b	0.36	6.66	3.88	0.05	5.63	c	b	b	c	c	7.1	0.69	1.03	4.99	6.34	a	c	a	a	c
x18	6.27	6.27	1.97	7.36	0.36	a	c	c	b	a	3.18	3.18	5.51	9.82	5.04	a	c	c	b	a	2.78	2.78	8.48	5.68	6.79	a	c	b	a	a	4.2	0.3	0.33	7.84	2.25	b	c	a	a	c	4.63	1.2	3.18	3.16	2.59	b	a	a	a	c	8.89	7.76	9.61	6.51	6.12	b	a	b	b	a
x19	2.18	6.41	9.86	0.39	4.99	a	b	c	c	b	9.22	6.13	8.62	9.01	1.6	a	a	c	c	b	2.76	3.73	4.87	0.12	9.49	a	a	c	c	b	1.83	2.79	0.39	1.22	8.12	b	b	c	c	b	9.66	9.77	4.49	8.41	2.58	a	c	a	c	b	2.09	2.06	8.59	5	2.36	b	a	b	a	c
x20	9.26	6.62	2.93	0.72	1.12	a	c	b	c	a	8.25	8.8	2.83	1.1	4.72	a	c	a	c	a	1.33	4.81	6.89	2.12	8.43	a	b	c	a	a	7.95	7.78	9.27	1.98	6.67	c	a	c	a	a	1.73	3.88	2.79	5.27	2.7	b	a	c	c	a	7.78	3.48	8.8	7.81	3.2	c	c	a	a	b
x21	3.78	8.31	7.27	7.25	9.17	a	b	b	b	a	2.79	4.63	1.45	8.01	0.63	b	a	a	c	b	9.91	4.11	0.54	4.04	8.65	c	c	a	b	c	1.14	5.95	0.38	8.56	8.07	c	c	a	a	c	4.07	1.03	3.15	1.87	9.91	a	b	a	a	c	8.5	3.76	1.56	0.49	2.88	a	b	a	a	c
x22	3.71	3.38	6.62	6.62	4.55	b	a	b	b	c	9.25	1.75	1.04	1.04	1.37	b	a	a	c	a	7.33	3.24	6.14	6.14	8.59	a	a	b	a	c	4.24	4.1	3.59	3.59	6.22	b	a	a	c	b	3.31	8.3	4.59	8.75	9.89	a	a	c	a	a	6.91	4.89	9.76	0.67	3.29	c	c	b	c	c
x23	0.72	5.73	9.62	2.34	0.56	b	a	b	a	a	9.23	5.34	0.22	6.24	5.78	c	b	b	b	a	5.07	9.2	9.48	2.06	8.06	a	a	a	b	a	2.4	9.31	1.54	5.58	3.24	b	c	c	c	a	6.51	7.45	2.25	2.59	8.13	b	a	b	a	a	9.67	0.12	2.29	1.63	4.29	c	c	c	a	b
x24	6.38	3.1	6.62	6.62	9.82	b	a	a	c	a	5.31	2.77	1.04	1.04	3.77	a	c	c	b	b	0.95	0.19	6.14	6.14	9.57	a	a	a	c	b	3.11	9.67	3.59	3.59	5.4	c	b	c	c	c	8.34	1.76	0.58	2.13	8.14	b	c	c	a	a	8.7	8.37	6.88	0.15	9.99	a	b	c	c	c
x25	6.27	6.27	5.93	4.39	6.75	a	c	c	b	a	3.18	3.18	0.46	7.29	9.37	a	c	b	b	a	2.78	2.78	8.17	7.65	3.18	a	c	c	c	a	6.21	2.77	3.64	9.61	7.45	b	b	b	a	c	7.1	6.26	5.09	4.94	5.93	a	a	a	b	a	5.67	8.47	7.7	3.84	1.61	a	b	a	a	b
x26	4.42	2.85	9.72	5.63	6.19	b	b	c	b	a	5.95	7.33	7.31	6.46	5.37	c	a	c	b	c	2.26	0.67	2.61	4.82	3.17	c	a	b	a	c	3.71	9.89	2.01	7.3	8.55	b	a	b	c	c	2.89	1.58	7.4	4.68	6.26	a	b	c	b	c	1.16	8.78	3.87	3.78	0.63	b	c	c	b	a
x27	3.09	4.62	6.81	6.58	0.11	a	b	a	b	c	6.91	9.94	2.38	1.54	0.31	b	c	b	a	a	8.46	6.86	7.32	2.31	4.63	b	a	b	a	b	4.74	6.66	2.9	0.57	8.16	a	c	c	c	c	8.15	9.29	9.06	8.67	7.21	a	b	b	b	b	0.64	3.1	1.8	8.46	3.23	c	b	a	a	b
x28	6.27	6.27	0.36	2.07	0.91	a	c	b	b	a	3.18	3.18	5.04	1.71	2.83	a	c	c	b	a	2.78	2.78	6	4.6	5.85	a	c	c	a	a	9.4	1.86	6.16	1.36	2.28	a	b	a	b	c	7.51	8.22	9.96	7.7	9.22	a	b	a	c	c	8.99	1.29	7.68	6.7	0.46	b	b	c	a	c
x29	6.27	6.27	2.29	3.65	4.62	a	c	b	c	a	3.18	3.18	6.27	1.42	2.35	a	c	b	b	a	2.78	2.78	7.06	8.23	7.05	a	c	a	b	a	5.94	6.31	9.45	9.55	1.34	c	b	c	a	a	8.64	2.65	0.82	4.31	0.53	b	a	c	c	b	1.61	7.83	3.93	8.45	5.4	c	b	a	b	a
x30	7.28	1.93	0.86	5.3	0.03	a	c	a	b	b	1.23	0.04	5.22	8.31	2.29	c	b	a	c	c	3.4	3.24	2.32	5.09	9.32	c	c	a	b	b	0.63	3.88	9.31	2.8	4.06	b	b	b	a	b	7.72	3	8.14	7.89	1.02	b	a	b	a	b	5.82	4.92	2.54	4.97	5.22	c	c	c	c	c
x31	6.27	6.27	1.39	0.1	3.09	a	c	b	b	a	3.18	3.18	3.13	1.12	9.15	a	c	a	a	a	2.78	2.78	5.14	1.84	5.57	a	c	b	c	a	9.65	5.91	8.35	1.01	0.63	b	c	c	b	c	7.16	9.3	0.02	6.74	6.14	a	b	c	a	b	4.54	7.12	2.18	9.38	7.61	c	c	a	c	a
x32	7.81	2.34	3.51	0.51	3.59	a	b	b	a	c	7.21	1.98	2.24	9.02	8.23	b	c	b	c	a	4.34	5.14	9.13	9.83	6.3	b	b	a	a	b	0.92	3.85	3.61	7.41	8.67	b	a	a	b	b	2.59	1.53	6.76	4.79	3.83	b	a	a	a	b	3.07	6.16	3.84	1.96	9.6	c	c	b	c	c
x33	1.52	4.85	6.62	6.62	8.56	c	b	a	b	b	3.98	6.88	1.04	1.04	1.32	a	c	c	a	b	3.96	6.04	6.14	6.14	4.94	b	c	b	a	c	4.5	3.96	3.59	3.59	5.11	b	b	c	c	c	10	2.6	1.69	3.23	1.25	c	b	c	b	b	9.15	3	2.39	3.54	6.71	c	c	c	c	b
x34	5.34	3.68	6.62	6.62	2.93	b	a	b	b	b	8.26	8.56	1.04	1.04	6.34	b	a	c	a	b	7.16	2.44	6.14	6.14	9	b	a	b	a	a	5.56	5.86	3.59	3.59	2.58	a	c	b	a	c	0.81	1.02	6.06	0.1	1.97	a	a	c	c	b	1.28	9.26	0.79	1.3	7.94	b	c	b	a	c
x35	1.05	6.62	6.62	6.62	4.43	b	c	a	b	c	6.52	3.58	1.04	1.04	0.49	b	b	b	a	a	3.92	6.88	6.14	6.14	9.41	a	c	a	a	b	4.47	6.22	3.59	3.59	1.07	b	b	a	b	c	8.23	4.76	1.29	9.19	3.39	c	a	c	b	c	4.14	0.09	7.27	9.78	8.55	c	a	c	a	c
x36	2.42	5.16	3.16	3.39	5.78	a	b	b	c	b	6.58	8.12	1.87	5.95	2.94	c	b	c	b	a	0.37	5.49	6.4	4.53	5.14	b	c	c	a	c	0.04	7.08	4.44	2.54	6.54	c	b	b	b	b	2.79	8.91	2.94	5.75	7.22	a	a	a	b	b	7.03	2.57	6.05	4.91	7.37	b	b	b	a	b
x37	1.11	3.96	3.14	2.69	2.76	c	a	b	a	b	6.66	9.89	1.11	4.96	9.54	b	c	b	b	a	6.16	3.47	3.68	8.81	5.67	b	c	b	a	a	0.33	1.51	4.41	0.56	8.1	c	c	a	c	b	7.41	1.56	0.15	5.54	9.12	c	b	c	a	c	7.03	7.43	5	4.95	6.72	a	b	a	b	a
x38	5.9	2.28	6.11	8.79	8.63	c	a	c	c	a	5.13	4.11	9.79	6.89	2.84	a	c	a	a	c	7.34	6.42	9.53	4.7	3.81	b	c	b	b	b	1.66	1.76	6.3	0.37	5.04	c	c	b	a	c	6.75	4.06	6.98	7.78	7.19	a	c	b	c	a	0.74	6.07	9.1	8.32	7.35	c	c	b	c	c
x39	9.6	0.19	5.58	5.29	9.61	c	c	c	a	b	2.17	6.09	3.91	9.81	8.15	a	c	b	c	b	4.56	9.96	2.23	5.16	4.53	b	c	a	b	b	7.36	8.76	9.6	7.14	0.73	c	c	c	c	c	0.75	5.19	3.97	7.86	7.61	b	c	c	a	c	5.27	6.21	0.7	3.17	5.74	b	b	a	c	a
x40	6.44	0.27	6.51	9.43	9.77	b	a	c	c	b	3.75	3.44	9.84	6.49	9.24	b	a	a	a	c	6.67	9.5	6.19	3.42	2.6	b	a	b	a	c	1.05	5.44	9.78	4.73	2.41	a	c	b	a	c	6.46	9.18	2.7	8.91	9.07	a	c	b	c	a	5.57	8.92	0.68	2.25	2.38	a	a	b	a	b
x41	0.38	0.4	6.62	6.62	0.8	a	b	b	b	b	0.5	1.06	1.04	1.04	5.65	c	a	a	a	b	9.35	4.01	6.14	6.14	3.19	b	a	c	b	a	2.19	6.43	3.59	3.59	2.78	a	b	a	b	b	4.1	6.59	2.38	8.87	0.99	a	c	c	c	b	0.28	7.59	7.11	2.31	4.87	b	c	c	c	c
x42	4.58	3.8	6.62	6.62	9.07	b	b	c	a	a	6.98	7.98	1.04	1.04	0.99	a	a	b	b	c	4.66	4.36	6.14	6.14	6.28	a	c	b	b	c	5.69	7.72	3.59	3.59	5.6	b	b	b	b	c	0.97	7.76	7.47	7.99	6.6	c	b	c	a	a	0.3	8.04	3.95	3.56	2.28	b	b	b	a	c
x43	3.03	0.5	9.39	7.47	7.76	c	b	c	c	b	2.4	9.12	3.33	1.5	2.18	c	b	c	c	b	5.05	9.42	7.03	0.71	9.38	c	b	c	c	b	3.9	0.62	1.54	6.68	1.89	a	b	b	a	a	4.67	3.12	5.63	2.75	7.59	b	a	a	b	b	8.63	3	3.97	4.07	3.52	a	c	c	c	a
x44	9.39	4.85	6.19	1.21	7.26	b	a	a	a	a	8.52	7.53	6.76	1.32	2.73	b	a	a	a	a	4.21	1.23	8.66	4.46	8.76	b	a	b	c	c	6.36	4.68	0.15	1.53	8.49	c	c	b	b	b	1.41	2.15	2.31	7.34	3.04	c	b	b	b	b	6.55	2.51	4.19	4.85	8.75	b	c	a	c	b
x45	3.02	2.37	9.72	8.23	8.73	c	c	b	b	a	0.35	8.14	3.66	2.48	2.1	c	c	c	c	a	4.03	9.08	6.05	0.56	3.82	b	a	c	c	a	9.85	7.51	4.46	9.57	1.16	c	b	b	a	b	6.43	9.09	2.08	3.46	7.02	a	a	c	c	a	6.42	4.14	4.64	9.88	4.66	c	b	c	c	c
x46	3.34	7.8	9.18	5.06	7.25	b	b	c	b	c	0.3	4.02	2.47	9.03	5.66	c	c	a	b	b	6.23	8.89	0.62	6.63	8.78	a	a	b	c	c	8.98	9.71	4.72	5.56	5.4	b	b	c	b	b	8.77	3.4	7.99	9.63	4.5	a	b	b	a	c	7.23	2.03	4.94	4.23	3.43	b	b	b	c	b
x47	6.83	3.28	6.62	6.62	3.96	c	c	c	c	b	4.48	2.96	1.04	1.04	8.96	b	b	c	b	a	4.52	4.35	6.14	6.14	1.75	c	b	c	c	b	9.8	8.84	3.59	3.59	1.01	b	a	a	b	b	5.03	3.52	3.57	3.31	4.33	b	a	b	c	a	5.34	7.98	1.92	9.53	9.23	c	b	c	a	b
x48	7.94	6.86	6.58	7.22	5.04	a	a	b	a	c	6.44	9.46	1.94	9.38	1.01	a	c	a	a	a	6.77	0.23	3.72	1.28	1.92	c	b	c	b	a	8.94	3.2	9.76	7.51	3.71	b	a	a	c	b	0.4	9.94	8.72	3	8.1	a	b	a	b	c	1.56	3.18	5.81	6	8.76	c	c	a	c	a
x49	6.27	6.27	3.99	9.69	9.33	a	c	a	a	a	3.18	3.18	4.27	8.87	1.47	a	c	b	a	a	2.78	2.78	7.77	3.77	4.56	a	c	b	b	a	7.43	7.16	1.31	0.89	4.31	b	b	b	b	b	1.52	8.62	4.97	6.64	9.49	b	a	c	a	c	7.54	8.54	8.03	2.1	6.48	a	c	a	c	b
x50	5.94	9.65	8.31	5	2.55	b	b	c	c	b	4.27	7.25	6.24	9.08	5.98	a	c	c	c	b	3.11	0.44	5.46	8.02	7.69	a	a	c	c	b	2.09	7.1	5.65	1.47	8.97	a	a	c	b	a	9.65	2.73	0.11	4.74	3.54	b	c	a	b	a	8.64	6.17	7.44	1.56	5.22	a	c	c	c	b
x51	2.68	2.42	3.6	6.4	2.08	c	c	b	c	a	7.85	5.17	4.13	9.51	3.3	a	c	a	a	b	2.79	0.86	2.75	3.57	9.38	c	b	c	b	c	3.42	2.71	2.17	7.99	2.2	c	c	b	a	a	8.94	1.46	8.87	2.87	7.79	a	c	c	c	b	8.73	2	1.72	1.51	8.7	b	c	a	a	b
x52	0.96	8.55	6.62	6.62	0.72	b	c	a	b	c	6.26	6.99	1.04	1.04	5.58	b	c	c	c	b	9.5	0.6	6.14	6.14	3.17	b	c	b	c	b	6.7	0.37	3.59	3.59	5.05	a	c	a	a	b	3.43	1.22	4.54	6.27	8.53	b	a	c	c	b	0.02	7.49	5.6	0.64	5.02	b	c	b	a	a
x53	6.64	1.73	6.62	6.62	3.86	b	a	c	b	a	6.76	7.89	1.04	1.04	2.91	b	a	b	b	b	6.96	3.95	6.14	6.14	0.47	b	a	c	b	b	2.14	1.71	3.59	3.59	7.85	a	a	a	b	b	8.35	7.19	6.17	0.71	5.53	b	c	a	c	a	4.04	1.11	4.89	6.93	0.07	b	c	c	b	a
x54	8.42	8.8	1.77	2.73	2.67	a	a	c	a	b	6.18	6.94	9.6	0.07	0.35	c	a	a	c	b	6.29	0.22	1.16	8.71	4.35	a	b	c	a	a	0.25	8.1	1.23	9.69	8.19	c	c	b	b	b	1.92	4.83	2.06	3.25	8.03	a	b	b	a	b	2.77	6.72	7.83	9.99	4.75	b	b	b	c	a
x55	6.27	6.27	6.62	6.62	1.09	a	c	c	a	a	3.18	3.18	1.04	1.04	4.39	a	c	a	c	a	2.78	2.78	6.14	6.14	4.96	a	c	b	b	a	2.9	7.41	3.59	3.59	4.67	b	b	c	b	a	7.77	8.23	5.13	9.74	7.93	a	c	b	b	a	4.74	1.59	8.2	2.17	4.55	c	b	c	c	c
x56	2.89	7.29	2.03	0.81	9.63	a	c	c	c	c	2.02	7.34	1.73	2.83	9.51	a	b	c	b	b	5.36	2.23	0.33	5.45	6.82	c	b	c	c	c	6.48	9.84	2.42	4.71	8.42	b	c	a	a	a	4.22	5.86	2.82	7.62	9.9	c	b	a	b	c	0.68	8.53	7.51	2.61	2.62	a	a	b	a	a
x57	8.18	9.47	7.37	5.66	2.93	c	a	a	a	c	2.08	9.55	9.86	7.98	9.91	a	b	c	c	c	3.99	5.48	3.12	7.46	9.84	a	b	c	b	a	6.72	2.53	8.4	3.18	9.91	c	a	c	c	a	4.38	2.68	3.06	2.3	7.18	a	a	b	a	c	9.57	3.47	1.31	0.31	6.41	c	b	a	c	b
x58	4.84	0.75	6.62	6.62	1.21	b	a	a	c	a	4.95	4.68	1.04	1.04	7.18	b	a	b	b	c	9.81	9.51	6.14	6.14	5.29	b	a	c	a	c	1.11	3	3.59	3.59	9.95	c	a	a	c	a	3.01	5.2	7.79	1.27	6.03	a	b	a	b	a	7.09	1.13	9.21	1.07	2.45	c	a	c	a	c
x59	6.27	6.27	2.47	6.17	0.35	a	c	a	b	a	3.18	3.18	7.87	3.23	0.52	a	c	a	c	a	2.78	2.78	6.17	7.3	9.88	a	c	a	b	a	3.25	1.64	6.56	3.19	2.22	b	c	c	a	b	5.99	6.07	9.6	5.69	8.97	b	a	c	c	c	3.9	7.91	9.65	9.94	8.79	a	c	c	c	b
x60	3.23	0.06	3.46	3.33	0.9	a	b	b	a	c	5.91	9	8.14	6.73	8.29	c	a	a	a	a	7.42	5.89	4.55	1.66	9.25	b	a	c	b	b	5.88	6.96	6.4	9.2	6.53	a	c	b	c	b	5.53	9.21	8.25	6.02	9.71	b	c	a	b	b	6.56	0.05	7.31	8.59	3.47	c	b	c	a	c
x61	0.7	7.96	7.88	7.75	3.35	c	c	c	a	a	2.49	8.32	5.24	6.63	3.42	b	b	c	b	c	4.42	6.9	7.73	7.25	5.37	c	c	c	a	b	6.91	1.68	3.32	5.09	1.79	c	b	b	a	c	6.43	0.58	9.78	8.51	7.55	c	c	a	c	c	1.02	3.21	5.38	6.96	1.12	b	b	a	b	a
x62	1.22	6.98	8.01	6.56	1.09	c	b	a	b	a	6.82	4.86	9.76	5.87	2.81	a	b	b	b	c	3.35	3.71	4.2	9.33	2.54	c	c	b	c	a	3.01	9.93	2.15	0.12	8.76	b	b	b	a	b	1.95	9.52	1.31	2.61	4.79	c	c	b	b	b	0.7	9.53	7.58	6.18	4.83	c	a	b	b	c
x63	0.29	6	9.75	5.18	3.44	a	a	c	c	b	4.75	4.24	4.01	3.99	2.79	b	b	c	c	b	0.41	7.13	7.72	7.57	4.87	c	a	c	c	b	5.9	6.66	9.39	7.77	5.27	c	c	a	b	c	5.21	9.08	3.95	5.7	9.28	b	b	b	a	a	5.04	4.77	8.53	3.91	6.85	b	b	a	b	c
x64	0.34	9.59	1.62	1.05	4.68	c	c	b	c	c	8.91	3.71	5.91	3	0.06	a	b	b	b	c	3.32	8.66	3.89	3.08	6.44	c	b	c	c	c	5.07	3.5	3.91	0.95	1.46	a	a	a	a	c	2.11	9.77	2.47	6.32	4.77	c	c	a	a	b	0.31	7.27	1.93	5.29	9.34	c	a	b	c	a
x65	6.27	6.27	2.93	1.45	6.14	a	c	b	a	a	3.18	3.18	3.1	0.75	0.92	a	c	b	a	a	2.78	2.78	1.41	0.37	1.18	a	c	a	a	a	7.9	5.64	1.74	3.91	6.18	b	b	c	c	a	9.74	4.91	8.21	8.41	6.65	a	b	b	c	b	8.12	3.95	6.55	9.79	1.89	b	b	b	a	b
x66	3.61	1.71	4.23	7.08	9.07	c	c	a	b	c	9.03	8.42	4.28	9.16	3.04	b	c	a	b	c	9.66	5.9	8.12	1.39	1.24	c	c	b	b	b	4.18	8.65	3.12	7.58	2.4	a	b	a	c	b	3.62	5.03	3.42	1.98	7.2	b	a	b	b	c	6.7	3.65	6.95	0.67	2.12	c	a	c	c	a
x67	2.28	7.29	5.87	5.79	8.27	b	a	a	b	c	5.78	0.91	4.76	3.28	4.82	b	a	a	b	b	3.19	1.62	8.19	2.96	1.79	b	a	a	c	b	6.2	1.78	3.56	1.73	4.47	a	c	b	c	c	6.6	9.12	2.9	7.09	1.14	b	b	b	a	a	9.17	3.68	0.43	1.96	7.52	a	c	a	b	a
x68	6.27	6.27	7.31	3.95	2.46	a	c	a	a	a	3.18	3.18	7.71	7.28	0.54	a	c	c	c	a	2.78	2.78	0.54	0.18	8.16	a	c	a	c	a	6.01	2.88	7.64	1.96	5.64	a	b	a	c	b	9.86	9.17	0.36	6.29	4.2	b	b	b	a	c	5.61	2.39	8.56	9.46	6.14	a	a	b	c	b
x69	3.74	9.75	6.62	6.62	0.06	a	b	c	c	b	7.95	7.84	1.04	1.04	9.09	c	a	c	c	b	0.32	7.71	6.14	6.14	9.01	a	c	c	c	b	7.35	7.97	3.59	3.59	3.18	b	a	b	b	b	0.55	2.75	1.64	4.33	2.11	c	a	b	b	a	4.88	5.84	4.79	8.61	5.55	c	b	c	a	b
x70	7.36	4.71	4.43	6.87	0.91	a	a	c	c	b	0.49	6.59	4.19	7.53	1.93	c	c	c	c	b	2.14	1.75	1.82	6.94	2.19	b	b	c	c	b	7.99	4.63	1.58	2.88	7.3	a	b	b	b	b	9.17	1.59	2.05	6.36	9.84	a	c	c	a	c	6.75	4.82	6.85	1.38	5.01	b	c	c	b	c
x71	6.27	6.27	6.14	8.71	9.11	a	c	b	c	a	3.18	3.18	8.82	9.57	7	a	c	c	a	a	2.78	2.78	0.06	2.25	6.39	a	c	c	c	a	4.67	2.86	3.74	7.88	5.98	b	a	a	b	a	0.71	6.17	9.51	9.47	0.97	c	c	a	b	b	3.94	3.2	3.62	9.06	3.43	b	b	b	a	c
x72	4.51	9.11	1.43	7.06	8.97	c	b	a	b	c	7.99	1.58	7.04	4.7	7.04	c	b	b	a	a	5.66	1.26	4.56	4.37	6.48	c	a	a	a	b	4.49	7.26	7.72	3.66	3.12	b	c	a	b	c	7.46	6.89	2.42	5.77	1.34	c	a	a	c	b	7.15	8.51	1.91	0.44	7.43	b	b	b	c	b
