X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x10	6	4.44	5.18	1.35	8.09	3.59	8.95	0.24	0.39	4.41	b	b	b	b	c	b	c	b	c	a	7.03	9.76	7.64	7.09	4.96	1.28	7.94	4.77	8.63	8.09	b	c	c	c	b	b	a	a	b	a	6.56	1.3	2.01	0.97	6.09	2.4	5.11	8.39	9.42	2.36	a	c	a	b	a	c	a	a	b	a	1.2	3.79	6.72	5.69	0.35	8.67	5.5	4.67	9.11	0.82	c	c	a	a	c	b	b	b	c	b
x11	5.45	0.18	1.79	2.83	1.56	4.94	1.03	1.96	3.91	5.95	a	b	b	c	b	c	c	b	b	b	5.34	2.4	6.6	5.99	2.12	3.7	7.02	4.63	1.34	3.1	b	b	b	c	a	c	b	c	c	a	3.57	3.17	0.47	0.1	3.12	8.6	6.36	0.81	9.04	8.03	c	c	a	c	c	b	a	c	c	c	7.56	9.33	3.22	8.45	1.59	6.41	1.45	3.2	2.71	7.76	c	a	c	c	a	b	b	c	b	a
x12	1.24	1.04	6.14	8.24	7.8	2.45	1.53	5.45	1.57	2.39	a	b	b	c	b	a	a	b	b	a	0.52	5.31	1.66	5.77	1.25	5.15	8.61	1.71	7.05	1.66	b	a	a	b	a	b	c	b	c	a	3.1	9.51	4.32	2.9	3.18	5.4	3.15	4.79	6.95	1.07	c	b	a	a	c	b	a	c	c	c	4.94	5.95	5	1.1	9.1	7.06	8.21	4.93	3.68	2.29	c	b	b	c	b	b	c	c	c	c
x13	0.86	6.41	6.13	9.83	5.03	0.53	3.25	5.26	6.9	5.25	c	c	a	b	c	c	c	b	b	c	1.28	5.72	3.17	5.31	2.79	7	2.21	5.98	8.28	5.15	a	c	b	c	a	a	a	a	c	a	7.23	3.12	4.29	4.54	6.28	0.51	2.37	2.03	1.66	1.51	c	c	b	c	c	c	a	a	c	a	8.4	4.6	4.2	8.82	7.43	5.06	7.16	7.39	9.65	7.9	a	a	a	b	b	a	c	c	c	a
x14	5.46	0.12	2.36	1.18	6.78	7.04	0.47	4.75	4.95	1.45	c	c	b	b	c	a	c	b	c	a	5.98	3.69	3.6	9.04	6.33	2.49	4.1	0.35	9.34	3.77	b	a	b	a	a	c	c	b	c	a	1.22	3.28	7.58	5.45	4.09	7.46	2.97	7.48	7.37	4.17	b	a	a	b	a	b	c	a	a	b	9.26	1.77	9.43	8.31	5.93	4.93	8.51	7.58	1.69	0.79	c	b	b	b	b	c	a	b	c	a
x15	0.54	0.01	0.58	0.05	7.75	8.52	8.13	7.3	9.29	2.31	c	a	a	a	c	c	c	c	c	a	2.16	2.17	5.88	5.51	7.16	9.21	9.48	4.59	3.84	5.81	b	c	b	b	a	b	a	b	b	b	1.59	2.5	9.49	2.25	5.57	2.5	1.53	2.49	3.88	4.43	c	a	c	a	a	c	a	a	b	b	2.73	9.61	7.28	4.79	4.15	7.81	0.42	1.73	3.27	2.62	a	a	b	c	c	a	c	c	b	b
x16	5.06	7.53	5.31	5.38	4.4	8.01	2.14	5.05	1.15	9.32	b	a	c	c	c	c	a	c	b	b	6.25	3.99	1.77	3	8.38	8.19	2.18	8.93	6.99	9.98	c	b	c	a	c	c	b	a	c	c	2.98	5.19	2.39	2.4	7.11	3.79	1.31	1.2	4.49	4.31	c	a	a	a	b	c	b	a	b	c	0.96	0.77	5.56	6.36	8.45	9.37	6.43	3.11	8.9	9.41	a	a	b	a	b	a	c	c	c	c
x17	9.69	3.73	1.54	4.71	3.49	7.78	2.51	3.04	8.33	5.25	a	b	c	a	b	b	c	a	c	b	8.05	3.53	9.52	3.96	9.78	1.47	1.29	5.66	4.94	5.52	b	a	b	b	c	a	b	b	b	b	3.19	3.4	3.45	5.72	5.82	8.54	7.76	9.74	6.27	4	c	a	b	c	a	c	b	a	a	c	7.9	1.06	1.97	8.16	9.93	6.75	7.24	5.07	8.02	3.68	b	c	b	b	b	c	b	c	c	a
x18	2.88	1.96	9.89	7.6	6.89	4.5	6.25	0.27	8.01	2.07	a	a	c	b	a	a	c	b	b	a	6.18	8.44	0.71	0.6	2.24	7.41	7.31	2.04	6.8	5.58	a	c	b	b	b	a	a	a	a	a	5.27	8.73	3.78	9.67	2.26	0.16	0.91	2.37	3.84	3.88	c	c	a	b	a	c	a	a	a	a	5.35	7.89	2.39	2.08	2.14	6.6	7.02	4.44	2.18	8.94	a	c	c	b	c	a	b	c	a	b
x19	9.62	8.89	7.75	3.93	2.99	9.47	8.05	4.77	6.03	9.62	b	c	a	a	a	a	a	c	c	b	3.34	3.67	2.83	2.56	8.36	5.96	3.05	5.44	2.03	7.57	a	c	c	b	b	b	b	a	b	c	3.34	1.28	2.83	5.42	1.16	0.71	9.97	6.63	7.51	5.9	b	b	c	a	b	a	c	a	c	b	8.13	5.34	4.59	7.3	9.77	4.89	4.74	0.03	2.13	9.04	b	b	c	b	b	a	c	a	b	a
x20	0.53	6.47	6.48	3.43	8.97	3.06	8.72	9.91	6.03	3.41	c	c	a	b	b	b	a	a	a	a	8.42	6.03	5.32	2.47	9.4	6.96	2.57	2.58	5.14	0.77	c	a	a	b	b	c	a	a	c	b	8.22	0.39	5.95	0.68	7.65	3.68	5.26	3.9	4.4	6.04	c	b	a	b	a	c	a	b	c	c	9.56	8.48	5.88	3.07	1.08	6.32	6.54	6.75	3.4	6.7	b	a	b	b	a	b	a	a	a	b
x21	9.2	4.41	0.36	8.76	8.88	3.02	9.1	4.71	3.54	6.82	b	b	a	a	c	a	b	a	a	a	7.78	4.53	4.4	2.68	8.71	5.82	6.38	3.37	9.31	7.02	c	c	c	b	c	b	b	b	b	a	2.98	8.41	3.25	4.6	1.39	6.8	2.83	4.89	2.85	9.53	c	a	c	c	c	c	a	a	c	c	4.88	6.24	3.39	4.42	7.78	4.33	0.32	9.56	6.68	1.21	c	b	b	a	a	a	b	c	a	a
x22	5.49	7.16	1.05	5.84	4.39	4.52	3.65	2.19	3.88	9.8	c	b	a	a	a	a	b	a	a	a	7.76	4.69	3.96	7.3	8.64	0.35	2.07	1.23	9.7	8	a	b	b	a	a	b	c	a	b	a	1.31	7.11	2.96	2.88	7.25	2.3	5.98	6.97	1.87	7.65	a	b	c	b	c	b	a	c	b	a	4.66	0.02	1.42	1.23	2.75	2.88	0.93	4.41	6.54	9.36	c	c	b	b	a	b	b	c	b	a
x23	8.25	8.51	6.31	9.36	7.33	1.1	9.93	1.44	3.39	4.09	c	a	c	b	b	a	a	b	a	b	4.55	5.88	9.62	6.74	5.92	1.1	9.32	3.44	0.87	7.66	c	c	b	a	a	c	a	a	a	a	0.14	0.21	6.01	0.78	3.51	2.26	2.31	0.43	0.47	0.3	a	c	c	b	a	b	a	a	c	a	4.23	2.84	1.48	0.82	6.16	9.31	2.89	8.98	2.9	3.88	b	c	c	a	a	b	b	c	c	a
x24	0.89	3.53	7.34	4.98	3.38	2.64	1.8	6.21	5	8.09	c	c	b	c	c	b	b	c	b	c	7.6	6.98	1.22	4.34	9.33	2.29	1.81	3.03	2.11	6.24	a	b	a	b	b	c	a	c	a	b	6.21	9.6	7.96	1.66	8.61	1.46	0.09	7.48	4.65	3.95	c	b	c	c	c	a	c	b	b	b	3.09	6.47	5.89	2.3	6.18	6.2	0.1	4.68	6.12	9.17	c	a	a	a	c	b	a	a	b	c
x25	8.55	8.38	3.67	5.54	1.55	4.8	3.33	3.61	5.22	7.79	b	a	a	b	a	c	c	b	a	b	6.32	5.19	3.07	9.01	7.7	3.32	1.82	3.12	2.34	1.41	b	a	b	a	b	c	a	a	c	a	7.95	1.36	6.36	7.82	5.33	4.24	1.46	0.11	5.13	0.31	b	a	b	a	c	a	a	c	a	a	0.56	4.39	4.48	1.22	7.33	2.17	5.57	8.54	9.26	2.86	b	a	a	b	a	a	b	c	b	b
x26	2.37	5.95	5.06	4.19	0.73	5.86	2.3	4.63	5.42	2.5	b	c	c	b	c	a	a	b	c	c	4.45	0.18	0.89	6.48	8.48	8.59	5.24	4.96	4.01	3.22	c	a	a	b	b	c	b	b	a	c	9.95	5.12	7.28	4.48	8.54	3.89	8.02	0.48	0.67	1.28	c	a	b	a	c	a	b	a	a	c	5.99	3.23	3.27	8.29	5.45	3.83	6.44	9.57	7.83	2.63	c	c	a	c	c	b	b	a	a	b
x27	1.71	8.62	6.11	2.46	0.32	4.28	7.28	9.55	4.95	0.49	c	c	b	a	a	b	c	a	c	c	3.34	6.08	2.83	6.46	5.74	0.19	4.24	1.98	6.49	1.1	b	b	c	a	a	b	a	c	c	a	3.34	5.52	2.83	2.76	6.77	2.4	8.78	5.61	6.19	1.46	c	b	b	a	a	c	a	c	a	b	5.81	2.57	7.07	4.18	6.72	8.23	6.27	0.94	2.14	2.9	c	c	b	b	c	b	c	a	b	a
x28	4.59	5.89	4.01	1.03	0.77	5.06	6.7	0.71	0.09	6.2	b	c	b	c	c	a	c	b	b	a	5.38	1.8	0.18	9.2	8.29	7.59	3.5	5.74	7.43	5.8	a	c	c	c	a	b	a	b	a	b	9.67	2.69	8.98	5.15	6.65	5.51	2.34	4.12	9	2.09	b	a	a	a	a	b	a	a	a	c	6.61	8.4	7.91	8.75	6.41	2.2	0.68	5.09	5.13	3.96	b	c	a	b	b	b	a	b	b	a
x29	2.25	3.54	8.24	7.28	8.68	7.15	3.32	6.86	7.36	4.46	b	a	a	c	c	a	c	b	c	c	3.84	4.14	5.12	1.86	6.33	2.89	4.12	4.86	4.17	8.54	b	c	b	b	b	a	a	a	b	a	6.01	8.33	4.27	4.93	4.88	2.16	1.87	4.97	4.64	6.11	c	c	b	c	c	b	a	a	a	a	6.62	1.39	7.96	0.11	7.22	6.64	9.34	3.81	3.57	8.89	a	b	c	c	c	b	a	b	b	b
x30	3.2	9.38	7.85	1.12	0.33	3.27	8.72	7.34	7.25	7.6	c	b	c	a	c	c	a	a	b	b	3.34	9.13	2.83	3.25	4.02	3.9	0.85	6.81	9.07	3.2	b	a	a	c	c	a	b	b	b	b	3.34	6.15	2.83	0.58	2.16	8.29	8.63	3.66	9.67	9.02	a	a	c	a	a	a	b	a	c	b	9.51	0.26	2.52	8.1	1.42	7.18	4.41	6.5	2.25	5.55	b	a	a	c	a	c	c	a	a	b
x31	2.02	9.64	7.79	8.59	9.32	7.38	5.1	7.94	1.88	4.71	b	a	c	a	c	b	b	c	c	c	8.13	6.47	8.34	6.29	2.16	6.58	0.31	0.11	8.56	4.56	a	b	b	c	b	c	c	c	c	a	3.17	2.95	8.25	4.06	5.61	7.31	1.18	4.76	8.09	2.5	b	a	a	c	b	a	a	a	c	c	1.92	7.88	2.69	7.71	9	0.59	2.18	9.26	6.73	1.73	c	b	a	b	a	c	a	a	c	c
x32	0.57	2.94	1.86	4.91	3.71	9.39	2.02	6.32	8.21	0.09	b	b	a	b	c	a	b	b	c	b	8.89	0.11	7.53	7.81	5.42	2.76	7.04	2.95	9.95	4.01	b	a	b	b	a	a	c	c	a	c	8.34	0.41	6.42	2.97	0.07	8.37	2.81	7.13	5.34	0.06	b	c	c	c	a	a	a	c	b	c	8.38	8.35	4.13	2.15	3.56	2.34	7.24	6.9	7.37	2.14	a	b	c	a	c	a	b	c	b	b
x33	0.74	2	4.63	8.41	2.73	7.73	4.5	1.28	1.44	3.37	c	c	a	b	b	a	a	b	c	c	6.29	2.58	7.99	9.96	5.62	1.49	5.24	3.51	2.79	4.22	a	a	c	c	b	a	b	c	b	b	8.58	1.24	2.85	0.35	6.86	1.85	8.25	9.32	3.47	9.91	c	c	b	b	b	b	a	b	b	b	8.39	3.68	9.1	0.12	8.63	7.71	6.08	6.42	8.93	9.7	c	c	b	b	b	b	c	b	c	a
x34	8.47	5.99	9.94	3.47	9.75	4.68	2.73	3.71	3.55	6.05	a	c	b	b	a	a	b	c	c	c	3.34	1.73	2.83	2.37	8.72	1.66	6.09	5.44	8.23	0.8	b	a	a	a	b	b	c	b	b	a	3.34	9.6	2.83	3.26	1.32	1.64	2.68	5.93	5.46	3.86	a	b	b	a	b	c	a	c	c	c	4.59	9.16	9.54	7.39	1.76	7.97	9.2	8.97	3.05	8.07	c	b	c	a	b	a	b	a	c	a
x35	5.73	0.96	2.35	6.92	4.99	2.14	5.4	5.43	6.49	0.82	c	b	b	c	c	a	b	b	a	c	1.36	1.67	4.55	8.32	6.3	1.92	2.77	4.1	9.99	4.27	b	b	b	b	a	c	b	c	c	c	0.88	7.3	9.64	7.8	6.06	2.96	3.54	6.6	0.07	3.34	a	b	c	a	a	c	c	a	a	c	1.73	8.41	9.5	8.58	5.62	9.46	4.86	1.6	4.51	5.7	a	a	b	b	a	b	c	b	c	b
x36	2.94	5.58	0.18	8.77	2.86	7.91	4.29	1.47	4.51	9.84	b	a	b	a	c	a	b	a	c	a	2.33	4.53	1	8.56	9.71	0.65	7.18	4.24	8.35	2.43	a	a	a	b	b	b	b	c	a	b	4.31	1.19	9.19	6.6	3.86	9.01	0.77	6.17	0.99	2.23	b	a	b	c	a	c	a	c	c	b	6.94	8.98	9.21	7.96	9.66	5.87	8.14	3.01	0.46	3.54	c	b	b	c	b	c	b	c	a	c
x37	2.91	0.53	2.56	4.97	2.12	4.59	8.2	5.45	6.95	1.26	a	c	c	b	a	b	c	c	c	a	1.92	9.23	4.63	5.73	6.87	4.15	5.2	0.45	2.73	4.24	c	b	c	b	a	b	c	c	c	c	9.08	9.01	5.42	9.69	5.92	5.05	5.91	5.75	3.28	1.1	a	b	c	a	a	b	c	c	c	c	0.34	5.87	5.68	9.16	4.02	2.79	6.39	9.05	5.78	1.31	c	b	c	b	b	c	b	a	b	b
x38	8.05	9.31	4.45	0.21	1.39	0.93	5.29	7.71	2.6	3.76	b	b	c	b	a	a	b	c	b	a	1.68	7.36	7.96	7.79	9.05	0.2	8.57	5.32	2.14	2.81	c	a	a	a	b	c	c	c	b	a	2.99	7.11	7.09	6.15	3.5	0.16	0.57	7.14	3.04	3.64	a	c	a	b	c	b	a	c	c	a	2.39	3.62	6.38	3.75	3.03	8.53	8.14	5.16	8.78	8.7	a	b	b	c	c	c	a	c	c	a
x39	1.14	6.96	5.92	4.29	5.8	5.76	4.34	6.33	1.09	4.93	a	c	b	c	b	a	b	c	a	c	3.04	6.27	5.9	6.83	5.04	0.62	9.59	7.35	0.81	7.63	b	c	c	c	a	c	a	a	a	a	7.91	6.9	4.22	3.57	3.11	3.74	3.54	4.72	6.26	4.21	c	c	a	b	c	b	a	a	b	a	9.86	1.96	7.65	9.03	2.28	6.88	0.61	3.12	9.8	2.86	b	c	b	c	b	a	b	c	c	a
x40	3.76	9.83	9.66	8.25	8.63	5.35	3.24	5.12	3.85	1.27	b	c	b	c	b	c	b	b	c	c	1.87	5.99	4.2	6.08	9.12	6.49	1.34	4.54	4.63	9.46	a	b	a	a	b	c	c	a	a	b	7.58	4.82	6.45	5.26	1.23	2.46	8.56	7.59	6.87	2.68	a	c	a	a	a	c	c	c	c	b	3.04	2.06	9.97	5.39	7.15	3.23	1.42	1.89	0.05	0.36	a	a	b	a	c	b	c	c	a	b
x41	8.76	8.6	5.99	1.22	2.12	6.02	2.93	3.1	1.7	3.61	a	a	b	b	c	a	a	a	a	c	3.34	0.66	2.83	7.41	3.91	2.78	6.89	9.58	7.63	0.28	c	a	b	c	a	c	a	c	c	b	3.34	6.14	2.83	7.42	6.38	8.93	1.36	5.63	7.11	8.97	c	b	c	c	c	c	b	b	a	b	6.72	4.59	4.64	4.16	9.29	0.4	9.03	4.05	2.01	8.56	a	c	a	a	b	b	c	c	b	b
x42	7.02	6.58	9.47	0.35	7.96	9.4	3.26	5	2.97	0.87	a	b	b	a	c	c	c	c	b	c	9.87	2.65	5.33	1.19	0.36	4.58	5.59	0.97	8.98	3.73	c	a	b	a	b	c	b	b	b	c	8.77	7.57	8.69	9.8	8.59	7.03	6.99	3.54	8.24	6.08	c	b	c	c	c	a	c	c	c	a	7.34	2.6	9.7	3.62	7.24	9.31	3.64	5.92	5.29	3.02	b	c	b	c	c	a	a	c	b	c
x43	2.6	6.14	8	0.66	6.26	2.05	1.86	8.59	0.17	7.82	a	c	c	b	b	c	a	c	c	b	8.99	1.8	7.41	8.96	6.68	0.7	6.5	5.55	4.03	0.3	a	a	a	a	a	b	c	b	b	c	6.06	5.2	5.82	5.53	6.52	2.31	8.45	0.06	3.26	3.88	c	b	a	c	c	c	c	c	a	b	5.31	0.43	7.37	6.79	7.96	4.45	0.08	2.81	2.66	2.11	c	b	a	a	a	b	b	c	c	b
x44	0.74	6.97	5.72	1.08	4.85	3.32	6.57	8.27	0.48	6.67	b	a	a	c	c	b	a	a	b	c	3.34	9.46	2.83	4.5	6.45	1.68	4.08	8.42	1.96	0.63	b	b	a	c	b	b	a	a	b	a	3.34	7.41	2.83	9	2.26	7.31	6.31	2.82	8.49	6.67	b	c	b	c	a	a	c	b	b	c	3.9	2.9	0.97	0.51	7.81	6.81	7.02	9.72	5.07	4.31	c	c	a	a	b	c	b	c	a	c
x45	7.74	4.94	3.58	4.75	9.8	1.86	8.61	9.62	6.39	4.25	c	a	b	b	b	c	b	c	b	b	5.59	4.86	8.5	6	1.39	5.96	0.5	2.61	3.41	2.14	c	c	c	a	a	b	a	a	a	a	6	5.97	3.08	7.01	2.05	6.56	5.61	3.59	6.75	1.88	a	c	b	c	a	a	a	a	a	a	4.53	3.87	9.59	8.55	0.98	6.75	5.42	4.88	0.01	6.35	c	b	c	b	a	b	a	a	c	b
x46	8.78	5.12	8.29	1.01	1.73	2.69	2.41	3.82	5.94	2.23	c	b	c	b	a	c	b	a	b	c	6.52	2.11	9.88	8.64	9.39	2.7	4.23	9.38	7.3	4.2	c	c	b	b	c	c	a	a	c	a	1.13	8.28	3.7	4.35	9.44	2.11	7.83	4.11	4.57	6.79	c	c	a	b	c	c	a	a	a	a	6.23	9.66	5.33	9.52	6.1	8.63	4.41	7.68	1.94	8.97	a	c	c	c	c	c	a	b	a	c
x47	7.51	8.7	1.67	8.7	9.97	8.7	9.67	6.13	8.3	8.95	b	a	c	a	a	c	b	c	b	b	8.14	7.62	0.35	7.62	1.75	7.62	1.68	2.33	4.65	3.18	b	a	b	c	a	a	a	c	a	b	9.9	9.32	6.65	0.48	2.66	3	9.21	3.03	4.24	2.52	a	c	c	a	b	a	a	a	a	c	1.7	3.16	1.18	0.17	6.86	0.05	2.82	2.42	6.61	8.93	a	a	b	b	a	c	a	a	a	b
x48	4.26	2.59	1.81	6.07	7.74	0.13	1.78	0.82	1.24	7.88	a	b	a	a	c	a	b	b	c	a	7.99	6.56	2.79	5.33	3.05	4.11	2.3	5.44	7.88	9	c	b	c	a	c	b	a	c	b	c	2.48	4.72	2.05	7.48	8.2	5.17	5.68	7.45	6.71	2.23	b	a	b	a	c	c	c	c	b	b	7.08	0.11	9.82	0.6	5.74	9.33	0.09	4.94	4.49	8.28	b	c	a	c	b	a	b	c	a	c
x49	1.72	8.7	1.67	8.7	7.14	8.7	0.69	5.52	3.81	6.37	b	b	a	b	a	b	b	a	c	b	6.77	7.62	6.79	7.62	3.73	7.62	5.98	5.07	0.77	7.93	b	c	b	b	a	a	a	c	b	b	6.9	0.14	4.43	7.64	8.31	0.38	4.18	6.82	8.3	4.74	a	c	a	b	a	b	b	a	a	c	7.05	4.43	4.15	5.11	5.09	7.64	9.28	8.19	3.97	7.72	c	a	c	a	b	c	b	b	c	b
x50	1.94	1.38	3.74	4.03	1.05	1.68	7.44	2.01	7.23	8.94	c	a	c	a	a	c	c	a	a	a	0.22	8.57	2.19	7.32	2.09	5.61	9.2	1.94	4.63	6.44	c	c	b	b	c	a	b	a	c	a	8.4	5.37	5.26	8.12	8.45	1.93	6.56	5.79	0.73	0.57	c	a	c	c	c	b	c	c	a	a	1.8	0.31	0.02	4.91	5.38	0.39	8.01	5.32	4.95	9.61	a	c	b	c	b	b	b	a	b	a
x51	7.18	8.82	2.19	3.42	7.29	5.62	4.01	5.33	0.45	5.24	a	c	b	c	a	c	c	b	c	b	9.44	3.27	2.75	0.79	8.39	8.77	8.14	8.87	4.13	0.16	a	c	c	c	b	c	b	c	a	a	3.18	0.53	7.16	1.99	4.57	6.93	5	1.55	2.85	4.62	c	a	b	b	b	b	b	c	b	a	8.77	9.07	5.8	2.18	7.5	0.43	9.44	1.35	9.81	5.15	c	a	c	c	a	c	c	a	c	a
x52	8.47	8.7	9.58	8.7	7.79	8.7	7.61	6.48	9.14	7.63	b	a	b	c	a	b	a	a	c	b	9.58	7.62	5.28	7.62	4.22	7.62	5.41	9.13	3.82	4.74	b	a	b	c	a	a	a	c	a	b	5.27	3.99	2.42	2.4	0.77	1.14	8.24	1.36	9.27	7.56	c	b	a	b	a	c	a	c	c	c	3.7	0.49	9.31	2.53	0.76	4.49	6.27	4.71	7.18	9.16	b	c	c	b	b	a	b	a	c	b
x53	0.66	8.76	6.49	0.95	1	2.45	8.12	3.1	1.82	6.95	b	a	a	b	b	a	a	b	a	b	3.34	3.31	2.83	6.84	2.87	1.12	6.74	2.41	3.5	7.75	b	c	a	a	b	c	b	b	a	b	3.34	5.99	2.83	7.9	4.29	1.67	1.14	6.57	0.65	0.03	b	b	a	a	c	a	b	a	c	b	8.66	0.19	2.05	6.54	9.33	4.92	4.07	9.09	1.69	0.09	a	a	b	c	b	c	a	c	a	c
