X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x55	4.69	2.82	5.56	3.72	1.67	a	a	a	b	b	0.53	3.11	3.11	3.11	8.89	b	a	a	b	b	5.83	4.21	4.21	4.21	6.65	c	b	c	a	b	1.53	8.23	7.3	5.48	5.22	b	a	b	a	c
x56	3.72	2.31	7.85	6.93	4.82	a	b	c	c	b	9.5	9.5	0.91	5.42	9.5	a	b	b	a	c	5.6	5.6	0.23	7.59	5.6	a	b	a	b	c	7	8.7	8.19	8.12	6.41	a	b	b	a	b
x57	9.68	4.83	3.2	9.56	6.02	b	c	b	a	c	9.68	9.16	3.2	9.56	4.26	a	c	b	a	c	3.52	7	6.26	6.32	1.32	b	c	c	a	b	0.16	8.38	8.24	9.46	1.84	a	c	a	a	c
x58	9.68	2.66	3.2	9.56	7.05	b	c	a	b	c	9.68	0.55	3.2	9.56	3.16	c	c	c	b	c	1.49	9.59	4.15	0.21	0.22	b	c	c	a	b	8.15	8.01	8.85	5.46	9.15	c	a	b	b	b
x59	6.99	0.22	8.49	5.22	7.94	c	b	b	a	c	8.83	3.11	3.11	3.11	5.71	a	a	b	b	b	4.43	4.21	4.21	4.21	5.68	c	b	a	b	a	8.01	6.92	3.76	2.57	8.86	b	c	a	a	b
x60	4.79	0.69	1.95	5.15	8.77	c	c	b	c	c	2.84	3.11	3.11	3.11	6.97	b	c	b	c	b	8.72	4.21	4.21	4.21	9.16	a	b	c	b	a	5.69	1.4	3.49	7.68	8.71	a	c	a	a	b
x61	9.54	9.42	5.68	7.14	6.14	c	a	c	b	a	6.43	9.99	8.81	2.02	6.39	c	a	c	c	c	3.8	1.72	8.81	5.04	6.39	c	b	c	c	a	2.87	2.71	4.68	9.84	1.09	a	a	c	a	a
x62	2.84	9.77	5.29	2.38	9.89	c	a	b	a	a	8.26	5.11	8.81	0.14	6.39	c	b	c	c	c	3.21	0.27	8.81	1.15	6.39	c	b	c	c	c	5.78	5.08	6.55	8.95	1.39	c	c	c	b	b
x63	1.07	6.62	0.17	1.07	1.07	a	c	c	a	c	7.66	3.67	7.12	7.66	7.66	a	c	a	a	a	5.57	9.45	5.02	5.55	0.38	b	b	c	b	c	6.69	1.87	9.41	5.11	5.92	a	a	b	b	a
x64	6.7	9.94	1.19	1.08	9.82	c	b	c	a	b	8.4	1.07	8.81	7.38	6.39	c	a	c	c	b	9.09	5.17	8.81	1.52	6.39	c	a	c	c	a	3.03	6.8	9.07	0.75	4.63	a	c	b	a	b
x65	9.68	0.82	3.2	9.56	5.04	c	c	b	c	c	9.68	2.99	3.2	9.56	7.78	b	c	b	a	c	5.17	6.37	7.64	9.35	4.34	c	a	a	b	b	1.98	0.97	7.96	8.09	0.12	c	c	b	c	b
x66	1.07	7.94	9.7	1.07	1.07	a	c	c	a	c	7.66	2.09	4.02	7.66	7.66	a	c	c	a	b	7.38	9.63	8.09	6.72	6.58	c	a	c	b	c	5.52	5.15	4.79	7.7	9.58	b	c	a	c	b
x67	9.68	1.32	3.2	9.56	7.18	c	c	a	a	c	9.68	6.46	3.2	9.56	8.96	c	c	b	a	c	2.57	4.13	1.78	0.48	3.53	a	c	a	b	a	0.35	3.04	0.92	8.21	5.05	b	c	a	c	a
x68	9.59	8.89	2.59	3.14	8.87	c	b	a	b	a	0.82	3.11	3.11	3.11	9.57	b	b	a	b	c	3.27	4.21	4.21	4.21	1.9	b	a	a	a	a	5.17	7.49	7.9	5.95	5.61	a	b	b	b	c
x69	1.07	8.21	9.85	1.07	1.07	a	c	b	a	a	7.66	0.65	9.7	7.66	7.66	a	c	a	a	a	3.34	6.39	0.82	3.99	6.57	b	c	b	a	b	0.01	8.33	2.11	7.96	4.36	b	c	c	a	b
x70	4.2	9.34	9.16	5.46	4.15	a	b	b	a	a	9.5	9.5	2.19	3.95	9.5	a	b	b	c	c	5.6	5.6	5.38	9.82	5.6	a	b	a	b	c	6.31	2.77	9	7.28	2.52	a	c	c	a	a
x71	7.4	1.47	6.85	9.38	6.8	b	c	c	a	a	9.5	9.5	5.19	5.81	9.5	a	c	b	b	c	5.6	5.6	0.19	2.85	5.6	a	c	c	b	c	8.35	1.49	3.68	4.14	1.84	b	b	c	a	b
x72	1.07	0.22	6.55	1.07	1.07	a	c	c	a	c	7.66	8.91	1.29	7.66	7.66	a	c	c	a	c	6.3	8.54	2.43	0.92	3.03	a	a	a	a	c	5.52	2.59	4.07	8.6	1.4	b	c	b	c	a
x73	1.07	9.32	8.35	1.07	1.07	a	c	a	a	a	7.66	8.5	4.07	7.66	7.66	a	c	b	a	b	4.76	7.47	4.68	3.46	9.56	c	c	c	a	a	7	8.58	6.34	2.95	5.78	a	c	b	b	a
x74	9.68	4.08	3.2	9.56	1.67	b	c	c	c	c	9.68	2.83	3.2	9.56	1.28	a	c	a	c	c	0.43	1.3	2.42	8.27	3.53	c	c	b	b	c	1.77	3.03	8.92	5.84	7.89	c	c	c	c	b
x75	5.74	9.18	9.85	1.95	4.41	c	b	b	b	a	7.72	5.63	4.18	1.83	8.12	b	b	b	b	c	3.96	8.29	1.81	3.89	4.16	b	a	c	b	b	6.31	0.56	4.52	6.17	3.23	b	c	a	c	c
x76	1.7	0.65	9.69	0.52	2.99	c	c	b	b	a	5.62	3.11	3.11	3.11	0.52	c	c	b	b	a	7.77	4.21	4.21	4.21	2.6	a	b	a	c	b	2.07	8.79	5.98	0.63	9.4	a	b	c	a	b
x77	9.9	9.21	3.21	0.36	4.26	c	b	b	a	a	4.38	1.77	3.66	7.91	1.28	b	b	b	a	b	2.42	7.13	3.83	1.6	8.99	c	b	b	c	b	4.61	8.88	0.98	4.81	2.84	a	c	a	b	b
x78	9.68	5.24	3.2	9.56	9.07	b	c	a	c	c	9.68	7.6	3.2	9.56	1.77	b	c	a	c	c	5	3.48	1.08	3.74	0.12	b	b	c	b	a	5.98	9.56	6.03	1.79	0.88	a	b	b	b	b
x79	9.68	8.95	3.2	9.56	6.54	b	c	a	a	c	9.68	6.33	3.2	9.56	8.32	a	c	a	c	c	6.11	3.83	7.66	0.65	8.34	c	a	a	a	b	2.24	9.8	4.59	3.2	2.04	b	b	a	c	b
x80	1.07	3.36	6.7	1.07	1.07	a	c	a	a	a	7.66	2.26	4.09	7.66	7.66	a	c	a	a	c	3.61	1.26	8.77	8.15	0.84	b	b	a	b	c	6.94	5.99	4.13	1.83	9.6	a	c	c	a	c
x81	5.18	1.62	9.47	1.07	4.48	a	b	b	c	b	6.94	3.63	8.29	9.36	4.27	a	b	b	c	a	3.54	0.38	2.2	0.37	2.5	b	a	b	b	c	3.02	9.06	1.98	6.25	6.11	b	b	c	a	c
x82	1.07	6.6	1.37	1.07	1.07	a	c	a	a	a	7.66	1.32	7.17	7.66	7.66	a	c	c	a	a	7.74	5.9	0.07	7.03	1.66	c	b	c	c	b	4.71	3.71	7.17	7.72	7.34	c	b	c	c	a
x83	3.49	0.01	3.87	8.94	8.18	a	b	b	b	a	5.95	5.41	8.55	5.41	3.35	b	b	b	b	c	0.24	2.17	9.21	7.35	4.72	c	c	a	b	b	6.53	5.96	4.36	5.12	4.17	c	b	c	c	a
x84	1.78	2.08	2.26	3.24	6.68	a	b	b	c	a	4.04	3.11	3.11	3.11	9.46	a	b	b	b	a	4.56	4.21	4.21	4.21	7.45	a	a	c	a	a	8.29	8.44	8.92	1.69	1.9	b	a	b	b	b
x85	7.95	6.82	1.72	2.16	3.01	b	a	a	b	b	6.73	3.31	8.81	7.19	6.39	c	c	c	c	a	5.86	4.91	8.81	8.69	6.39	c	b	c	c	b	8.37	3	1.82	0.28	3.94	b	a	c	a	b
x86	8.08	4.49	9.37	6.27	8.84	c	a	c	b	b	7.82	5.83	8.81	1.38	6.39	c	c	c	c	b	2.55	2.2	8.81	5.45	6.39	c	b	c	c	a	9.21	9.29	5.63	6.83	1.16	b	b	a	b	c
x87	9.17	3.96	4.36	0.38	0.43	a	a	b	b	a	3.48	9.98	8.81	4.42	6.39	c	a	c	c	b	0.59	8.87	8.81	8.73	6.39	c	b	c	c	b	4.8	5.97	0.83	9.64	2.51	a	a	a	c	c
x88	9.27	6.4	0.26	7.27	3.22	c	c	a	c	c	9	9.12	8.81	5.52	6.39	c	b	c	c	b	1.32	5.31	8.81	3.3	6.39	c	c	c	c	c	2.81	7.77	5.92	9.46	7.39	c	b	b	c	b
x89	1.07	6.27	7.05	1.07	1.07	a	c	c	a	a	7.66	7.05	7.99	7.66	7.66	a	c	c	a	c	5.25	3.93	8.07	0.66	4.68	c	a	c	a	c	8.23	0.54	5.13	6.29	9.1	c	c	b	c	a
x90	5.04	4.51	1.76	2.94	9.14	c	a	b	b	b	8.09	1	8.81	8.65	6.39	c	c	c	c	a	4.05	9.9	8.81	1.12	6.39	c	a	c	c	b	3.95	3.49	8.88	4.75	9.56	a	c	a	c	a
x91	9.68	5.18	3.2	9.56	4.96	b	c	b	b	c	9.68	8.46	3.2	9.56	9.14	a	c	a	c	c	8.66	2.28	0.74	5.75	8.71	c	a	a	c	a	9.18	4.35	1.11	5.25	6.98	b	a	b	a	b
x92	3.8	8.27	2.94	6.02	2.81	c	c	b	c	b	9.29	3.6	8.81	4.85	6.39	c	a	c	c	b	0.29	6.41	8.81	5.53	6.39	c	b	c	c	a	2.14	4.94	4.22	9.15	1.23	a	a	b	c	a
x93	1.47	1.54	7.5	5.85	9.9	a	a	b	b	b	7.13	3.11	3.11	3.11	7.71	c	b	a	c	b	7.05	4.21	4.21	4.21	7.82	a	a	a	b	a	5.07	9.88	8.62	0.72	4.21	b	a	b	a	c
x94	2.82	4.32	6.7	4.44	7.48	c	c	b	a	c	1.72	4.54	8.81	0.01	6.39	c	c	c	c	a	2.91	6.56	8.81	7.28	6.39	c	b	c	c	b	7.21	8.54	9.81	0.23	7.1	a	b	a	c	a
x95	8.36	0.81	4.06	9.34	0.92	a	a	b	a	c	2.47	0.37	8.81	6.98	6.39	c	c	c	c	a	0.08	7.5	8.81	6.57	6.39	c	b	c	c	a	1.85	9	7.93	3.5	2.72	a	b	a	b	b
x96	7.08	1.18	8.42	3.12	4.9	b	a	a	b	a	8.06	5.32	8.81	0.84	6.39	c	c	c	c	a	7.07	7.85	8.81	9.83	6.39	c	b	c	c	c	1.24	2.64	5.5	4.36	9.67	a	a	a	b	c
x97	9.68	5.47	3.2	9.56	9.12	b	c	b	a	c	9.68	6.18	3.2	9.56	0.82	b	c	b	b	c	7.66	9.6	2.24	8.1	4.51	c	b	b	c	a	5.64	3.73	5.05	0.73	5.08	b	a	c	a	b
x98	9.9	5.36	6.72	4.75	3.89	b	c	c	c	b	0.23	3.11	3.11	3.11	6.87	c	c	b	c	b	2.78	4.21	4.21	4.21	7.06	a	c	c	a	b	8.42	4.32	6.87	6.24	8.07	b	a	c	a	b
x99	1.07	2.55	3.32	1.07	1.07	a	c	a	a	a	7.66	8.31	6.84	7.66	7.66	a	c	c	a	b	2.47	5.73	5.92	5.14	1.02	b	c	c	c	a	8.39	3.09	4.05	2.1	9.4	a	a	c	c	b
x100	8.13	7.75	1.45	8.14	0.6	a	c	c	a	c	7	3.11	3.11	3.11	0.06	b	b	b	c	a	0.94	4.21	4.21	4.21	1.64	a	b	b	c	b	6.45	6.9	8.95	2.7	6.74	c	b	c	c	c
x101	2.91	0.25	1.89	5.03	5.4	c	b	a	c	c	5.21	3.11	3.11	3.11	6.6	a	c	b	a	c	7.75	4.21	4.21	4.21	5.51	c	b	c	b	b	6.09	1.99	3.24	3.07	3.97	a	b	c	c	c
x102	2.05	0.43	9.97	5.39	3.49	b	a	b	b	c	6.87	3.11	3.11	3.11	7.5	a	a	b	a	b	7.4	4.21	4.21	4.21	6.1	a	c	b	b	a	7.22	3.98	9.34	6.99	3.68	b	b	b	b	b
x103	3.47	8.22	9.88	3.54	9.94	b	b	a	c	a	2.78	3.11	3.11	3.11	0.7	a	a	b	c	a	8.66	4.21	4.21	4.21	6.05	a	b	a	b	c	2.96	2.28	6.77	1.96	2.86	c	a	c	b	a
x104	8.36	3.92	2.05	5.22	4.04	c	c	a	a	c	4.65	3.11	3.11	3.11	7.48	b	b	b	a	c	1.77	4.21	4.21	4.21	5.86	a	a	c	a	a	2.77	1.7	8.39	1.95	6.59	a	b	b	b	c
x105	1.07	4.03	8.32	1.07	1.07	a	c	b	a	c	7.66	9.36	0.99	7.66	7.66	a	c	b	a	a	7.44	2.69	9.99	9.94	4.98	c	a	b	c	b	8.51	0.3	5.46	6.52	2	c	c	a	c	b
x106	1.07	8.71	2.13	1.07	1.07	a	c	a	a	b	7.66	5.33	4.59	7.66	7.66	a	c	a	a	b	5.93	6.43	1.01	7.42	5.01	c	c	c	c	a	7.83	7.38	4.17	5.26	5.71	b	c	a	b	c
x107	4.05	8.58	9.87	9.17	1.25	b	b	b	c	c	1.2	9.23	9.35	7.04	6.97	a	b	b	b	b	0.26	4.71	3.84	9.83	2.79	a	b	a	b	a	1.56	2.35	1.66	9.85	6.62	a	c	c	b	a
x108	2.47	7.11	1.27	1.27	5.38	b	c	a	a	a	2.78	8.54	8.81	2.42	6.39	c	b	c	c	a	9.61	9.99	8.81	8.68	6.39	c	c	c	c	a	6.71	8.45	1.67	8.09	6.21	c	c	b	a	c
x109	9.68	1.65	3.2	9.56	2.03	a	c	c	b	c	9.68	7.06	3.2	9.56	8.77	a	c	c	a	c	0.12	9.04	7.45	4.17	5.28	c	b	c	a	c	6.3	0.72	0.8	0.79	1.19	b	c	b	a	a
