X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x21	1.45	0.1	2.65	4.87	7.29	c	b	c	a	b	3.77	5.91	7.14	9.62	5.64	a	a	b	c	c	3.77	5.84	7.14	2.85	5.03	a	b	b	b	b	3.77	6.26	7.14	5.09	7.62	a	b	c	b	b	3.74	8.75	9.98	4.85	3.91	b	b	a	b	b	5.26	1.48	7.83	1.97	8.51	c	c	b	b	b
x22	2.69	7.28	7	0.89	9.86	c	a	a	a	c	1.88	8.19	1.88	4.73	5.08	c	a	c	c	c	3.68	1.05	3.68	8.2	0.73	b	a	a	b	c	8.02	2.09	8.02	9.94	3.91	a	a	b	c	c	8.68	8.26	8.68	3.44	9.15	b	a	a	c	c	3.69	0.22	0.6	1.99	8.85	c	b	c	a	c
x23	7.72	0.63	0.63	0.63	4.76	a	c	b	a	b	8.63	7.12	7.12	7.12	0.95	b	b	b	a	c	8.28	6.97	6.97	6.97	5.77	a	c	c	c	a	6.33	4.28	4.28	4.28	7.37	b	a	c	b	a	3.79	9.3	0.09	5.42	8.27	c	a	a	b	c	5.78	5.44	7.4	4.88	0.15	b	c	b	a	c
x24	7.26	8.98	7.75	9.67	3.79	c	a	b	a	c	4.53	0.19	7.83	5.86	1.51	b	b	a	a	c	7.16	7.07	0.59	8.64	5.57	a	b	c	a	b	8.13	2.93	1.72	4.69	7.77	a	b	a	a	b	0.32	5.58	6.26	5.82	7.06	c	c	a	b	c	8.57	7.69	9.74	9.66	8.99	c	c	a	a	a
x25	5.66	1.9	2.27	3.24	3.04	a	b	a	c	b	3.77	8.67	7.14	4.52	8.02	a	b	a	b	c	3.77	0.29	7.14	4.07	8.11	c	c	c	a	c	3.77	0.91	7.14	8.79	7.7	a	a	b	c	c	7.44	9.63	5.05	2.55	1.05	c	a	c	c	c	0.04	5.2	8.71	9.1	5.03	c	c	b	a	c
x26	5.77	7.29	4.93	4.16	0.53	b	c	c	a	c	0.62	7.18	9.87	7.38	9.34	b	c	a	c	c	0.84	7.38	9.52	5.74	5.38	c	b	b	b	b	0.41	3.92	2.64	8.9	3.59	c	b	b	c	c	4.64	9.31	6.24	6.32	0.36	b	a	c	c	b	3.6	9.51	7.54	7.04	9.25	b	b	b	a	b
x27	1.28	5.93	5.94	9.86	1.28	c	a	b	b	a	3.34	4.17	7.83	3.34	3.34	b	c	b	a	c	6.96	5.49	5.59	6.96	6.96	a	b	b	c	b	0.64	5.54	7.92	0.64	0.64	c	b	a	c	c	4.01	5.95	3.13	4.01	4.01	a	c	c	b	a	1.14	6.35	6.04	9.14	6.97	c	a	b	b	b
x28	9.67	7.73	5.39	3.91	6.37	a	c	b	a	c	2.51	7.18	6.15	3.81	8.32	b	a	c	b	a	1.46	6.34	0.03	0.38	7.57	c	c	c	a	c	6.46	1.44	0.31	1.29	6.13	c	b	b	a	c	1.34	9.42	4.59	7.81	4.79	c	b	a	c	b	1.77	1	7.64	2.12	8	b	c	a	c	c
x29	1.8	9.03	5.17	9.2	1.37	b	a	c	b	a	7.12	2.38	7.57	7.13	2.37	c	a	a	b	c	0.97	5.63	3.55	4.23	2.9	a	a	c	c	b	6.8	9.58	0.34	9.78	2.56	b	b	c	c	c	8.36	1.9	7.86	4.03	9.68	b	c	a	b	c	2.94	0.42	0.54	5.66	3.14	b	b	c	b	b
x30	5.56	0.25	8.66	0.73	7.61	a	a	b	a	c	5.61	5.39	2.65	2.83	9.49	c	c	a	c	c	0	1.69	3.34	9.65	7.88	a	c	c	b	b	1.17	1.46	2.62	0.56	3.16	a	b	a	b	b	3.47	4.99	9.8	7.25	7.06	a	a	b	c	c	0.75	6.14	6.31	7.98	4.77	c	c	b	a	a
x31	6.48	4.9	9.59	2.24	3.37	b	c	a	b	c	1.88	0.28	1.88	9.5	8.77	a	a	b	b	c	3.68	8.42	3.68	9.09	6.69	a	a	c	c	c	8.02	7.33	8.02	6.89	4.2	a	a	b	c	c	8.68	4.4	8.68	7.43	6.46	b	a	c	b	c	9.69	1.99	0.78	6.24	9.95	c	c	a	a	a
x32	8.21	8.56	5.82	2.55	5.7	b	c	b	a	c	3.34	7.35	4.16	3.34	3.34	a	a	b	a	a	6.96	9.81	1.12	6.96	6.96	b	b	a	b	a	0.64	2.56	4.96	0.64	0.64	a	c	b	c	b	4.01	5.62	5.21	4.01	4.01	b	b	a	a	c	4.27	0.36	5.58	5.81	7.09	a	b	c	c	c
x33	7.88	1.94	3.96	3.51	7.67	a	c	a	c	a	3.34	4.88	0.23	3.34	3.34	b	c	c	c	a	6.96	9.24	0.32	6.96	6.96	a	c	a	b	c	0.64	9.7	1.6	0.64	0.64	c	b	c	b	b	4.01	3.75	7.66	4.01	4.01	c	b	b	c	b	7.17	8.82	2.09	1.72	7.18	a	b	b	b	a
x34	7.2	7.89	1.98	3.84	3.56	a	b	c	c	c	1.88	7.8	1.88	3.12	2.75	c	a	c	a	c	3.68	5.31	3.68	6.55	3.13	a	a	a	c	c	8.02	6	8.02	3.05	4.45	a	a	c	b	c	8.68	8.61	8.68	3.22	1.13	c	a	c	a	c	4.1	8.68	0.03	5.17	5.42	b	b	a	b	c
x35	2.6	0.63	0.63	0.63	1.07	c	b	c	a	b	8.28	7.12	7.12	7.12	9.99	b	b	b	c	b	3.91	6.97	6.97	6.97	3.58	b	a	b	a	b	7.11	4.28	4.28	4.28	7.14	c	c	b	c	a	4.91	8.36	1.58	8.4	2.42	c	c	c	c	c	3.72	7.56	1.15	1.09	2.69	a	a	b	b	a
x36	2.58	7.57	9.81	1.13	4.27	b	a	a	a	a	4.51	6.92	6.71	5.73	5.19	a	c	c	c	b	6.61	6.25	7.42	9.99	8.8	a	b	c	b	b	0.38	1.32	3.35	8.13	1.64	a	b	a	a	b	6.82	7.34	4.72	8.83	8.63	a	b	b	a	c	3.24	7.43	0.39	0.83	0.65	b	a	b	c	b
x37	4.39	0.53	4.51	6.38	6.92	a	b	b	b	b	6.71	8.31	2.17	1.58	0.61	b	a	c	a	a	6.32	2.94	2.03	9.09	2.32	a	c	c	a	c	4	8.87	9.43	0.3	2.73	c	b	a	b	b	7.37	0.19	8.14	3.42	1.66	a	c	a	c	c	3	0.76	7.74	3.06	1.28	c	b	b	b	c
x38	6.41	5.06	1.03	4.02	4.56	c	b	a	c	a	6.91	5.52	2.14	4.55	7.73	a	a	b	b	b	6.95	4.8	7.89	1.38	5.93	b	c	a	c	a	4.82	5.21	7.15	5.42	6.09	a	c	a	c	b	6.58	6.59	7.28	7.49	8.28	c	c	a	b	b	5.8	4.38	6.15	7.85	9.5	b	a	b	b	a
x39	8.04	6.99	6.85	8.67	7.33	a	b	a	c	c	9.62	0.43	5.2	5.77	6.39	a	c	b	a	a	0.12	4.2	3.12	3.57	1.51	a	b	a	c	b	2.88	9.96	0.18	2.17	8.87	a	b	c	a	b	1.43	7.65	7.75	7.38	9.93	b	b	c	b	c	0.68	3.78	5.21	0.94	5.19	c	b	c	c	a
x40	3.25	2.91	8.45	6.35	6.9	b	a	c	c	c	4.78	5.14	0.65	3.03	9.49	c	a	a	b	a	2.69	9.74	2.65	9.54	1.2	a	b	a	c	b	6.14	1.54	9.08	2.09	6.59	a	b	a	b	b	3.23	7.38	2.4	7.09	3.22	b	a	b	a	b	1.86	6	3.95	6.97	4.56	c	c	c	c	c
x41	3.83	0.63	0.63	0.63	6.75	a	c	a	c	c	4.46	7.12	7.12	7.12	2.74	b	c	b	b	a	9.72	6.97	6.97	6.97	6.17	b	a	b	c	a	2.45	4.28	4.28	4.28	3.44	b	a	a	b	a	8.78	6.76	3.47	5.56	3.66	b	b	c	c	c	5.3	0.11	3.07	2.73	5.7	a	c	a	a	a
x42	8.39	1.05	2.57	6.67	4.05	c	a	a	b	a	3.34	4.21	6.16	3.34	3.34	b	b	b	c	c	6.96	5.57	9.51	6.96	6.96	b	a	b	b	c	0.64	3.61	2.03	0.64	0.64	b	c	b	b	c	4.01	6.46	8.98	4.01	4.01	c	a	a	b	b	0.5	7.96	5.36	4.78	0.79	a	a	c	a	b
x43	4.34	0.63	0.63	0.63	9.67	a	a	c	c	c	4.12	7.12	7.12	7.12	4.18	b	c	a	c	a	9.65	6.97	6.97	6.97	2.54	a	b	b	a	b	7.15	4.28	4.28	4.28	2.45	a	b	c	b	b	5.89	7.06	5.38	0.09	6.06	c	c	a	b	a	7.21	5.96	4.4	3.58	4.05	b	a	c	a	a
x44	7.86	8.47	5.08	0.87	7.68	c	a	a	b	c	4.05	9.76	7.19	5.64	5.3	a	a	c	b	b	4.99	2.82	2.77	8.61	1.48	a	b	c	a	b	0.16	9.8	9.66	5.87	2.46	a	b	a	c	b	1.92	8.85	0.31	6	5.4	b	c	c	b	b	2.19	5.05	5.66	4.32	2.69	b	c	b	a	a
x45	0.8	4	7.74	8.27	6.89	c	a	a	c	b	3.77	4	7.14	8.27	6.89	a	b	b	b	b	3.77	4	7.14	8.27	6.89	a	c	c	c	c	3.77	4	7.14	8.27	6.89	c	a	b	b	a	5.12	5.81	9.72	2.26	7.01	c	a	a	b	b	5.32	9	7.59	9.39	9.57	a	b	a	b	b
x46	9.87	1.74	9.68	2.15	2.63	c	c	a	a	b	1.88	8.07	1.88	8.43	5.06	c	a	c	b	c	3.68	5.3	3.68	4.99	8.43	c	a	b	b	c	8.02	8.85	8.02	6.1	9.55	b	a	c	a	c	8.68	4.31	8.68	0.66	9.92	c	a	b	a	c	9.14	6.1	7.46	4.44	1.79	c	c	a	a	a
x47	9.3	6	8.67	1.62	8.94	c	b	c	c	a	1.88	0.19	1.88	4.8	4.73	c	a	b	c	c	3.68	5.06	3.68	9.81	5.86	b	a	b	b	c	8.02	3.15	8.02	7.43	0.91	c	a	a	a	c	8.68	1.91	8.68	9.77	6.13	a	a	c	b	c	5.89	7.37	8.94	0.9	1.91	c	a	a	a	c
x48	2.74	1.58	5.82	7.3	6.63	c	b	c	b	c	6.16	6.3	0.35	0.45	6.8	c	b	a	a	b	3.34	4.67	8.77	1.1	9.97	c	b	c	a	a	4.65	6.08	1.66	9.23	6.34	b	b	b	c	c	7.4	7.46	1.94	2.4	3.02	c	b	b	b	c	2.69	1.33	9.43	4.48	9.29	b	b	a	c	c
x49	9.96	7.81	8.57	2.64	4.7	c	b	c	c	b	1.98	7.78	0.58	7.2	0.59	a	b	a	c	c	1.23	8.02	1.61	3.74	8.19	b	a	c	a	a	6.96	6.57	3.51	4.22	0.14	c	b	a	c	a	3.26	9.62	8.23	0.54	5.5	c	b	c	c	b	9.03	2.22	6.27	9.51	6	a	a	a	a	b
x50	8.13	4	5.35	8.27	6.89	b	b	b	c	c	8.31	4	1.84	8.27	6.89	c	a	a	a	b	5.48	4	9.32	8.27	6.89	c	a	a	b	a	6.74	4	4.61	8.27	6.89	c	b	a	c	a	0.43	9.44	2.24	3.9	2.25	b	a	a	a	b	8.65	8.59	3.74	6.37	4.94	c	a	a	b	a
x51	1.14	0.61	2.91	7.47	9.06	b	b	c	a	c	3.4	2.92	2.76	4.8	0.43	a	a	a	b	a	3.59	5.61	0.18	5.22	5	c	a	a	a	c	1.1	6.29	5.34	0.36	9.42	c	b	c	b	b	8.5	5.43	8.9	7.78	2.03	c	a	c	a	c	1.82	8.44	7.19	4.65	3.26	c	a	a	b	b
x52	6.76	4.65	9.33	7.17	5.34	c	c	a	a	c	3.34	8.45	3.82	3.34	3.34	b	c	b	b	c	6.96	9.71	6.8	6.96	6.96	a	b	b	c	b	0.64	3.08	1.45	0.64	0.64	a	b	a	c	b	4.01	1.38	6.07	4.01	4.01	a	b	b	c	a	9.58	2.36	8.86	0.3	8.59	c	b	a	b	b
x53	8.9	4	0.72	8.27	6.89	b	b	b	c	b	3.46	4	5.31	8.27	6.89	c	c	a	c	b	0.9	4	7.67	8.27	6.89	b	b	a	a	b	9.65	4	7.52	8.27	6.89	b	c	a	b	c	2.15	6.39	0.97	4.35	4.11	b	b	c	c	b	3.51	8.11	2.95	2.4	4.42	b	a	c	b	a
x54	8.22	2.48	5.59	5.33	8.5	b	b	b	b	a	6.41	1.19	6.21	6.23	8.87	a	a	a	c	a	3.4	5.33	9.34	1.84	2.62	a	a	c	c	c	6.44	5.22	3.82	1.54	7.52	c	a	a	b	a	2.07	0.06	8.42	1.91	1.58	c	a	c	a	b	0.51	2.03	8.99	7.47	8.81	b	b	c	c	c
x55	9.68	0.97	6.48	7.38	8.62	c	c	a	c	c	3.35	9.74	9.74	6.82	9.86	b	b	b	b	c	5.09	5.74	2.13	9.97	6.62	b	a	c	b	a	2.63	7.43	1.46	2.36	4.63	c	c	c	a	a	2.76	0.15	7.61	7.86	4.45	c	c	b	b	c	6.77	1.44	4.49	2.83	7.8	c	a	a	b	a
x56	6.28	1.92	7.51	3.39	1.99	b	c	a	b	c	3.77	3.2	7.14	0.71	5.8	c	b	b	c	a	3.77	5.01	7.14	9.05	6.25	c	a	a	b	a	3.77	6.33	7.14	8.84	9.3	b	b	b	b	b	2.12	1.47	6.4	6.77	7.54	b	a	c	c	a	2.79	8.39	5.2	0.36	1.75	c	b	a	b	a
x57	4.96	2.91	0.31	9.83	3.67	b	b	c	a	b	3.77	5.37	7.14	6.28	1.19	b	c	c	a	c	3.77	5.43	7.14	1.33	7.66	c	b	a	b	a	3.77	0.8	7.14	8.12	0.25	a	b	c	b	c	4.01	9.6	6.27	3.61	9.96	c	b	a	b	a	6.73	2.09	3.29	8.29	8.57	c	c	a	b	a
x58	1.11	9.99	5.09	6.86	0.25	a	b	b	b	c	1.88	9.01	1.88	6.98	1.8	c	a	c	a	c	3.68	6.58	3.68	8.82	7.04	b	a	b	c	c	8.02	5.76	8.02	6.71	0.49	b	a	c	a	c	8.68	2.25	8.68	5.8	6.16	a	a	b	a	c	2.12	9.1	9.48	4.75	9.71	b	a	a	a	a
x59	4.56	0.63	0.63	0.63	3.22	b	a	a	b	b	8.77	7.12	7.12	7.12	9.56	c	c	a	a	c	4.05	6.97	6.97	6.97	3.98	a	c	c	a	c	0.05	4.28	4.28	4.28	5.23	b	c	b	b	a	3.07	8.43	2.51	6.94	0.66	c	a	a	c	b	5.9	2.8	3.91	2	0.21	a	b	c	b	c
x60	8.11	8.58	0.31	2.93	7.05	a	b	b	a	a	2.37	4.68	8.01	4.8	7.19	c	b	c	c	a	6.53	5.9	5.4	5.24	9.81	a	b	c	b	b	9.35	4.76	3.1	6.9	7.53	a	b	c	b	b	5.83	3.47	0.99	8.45	5.07	a	b	b	b	a	9.83	0	2.02	8.56	5.13	c	c	a	b	a
x61	8.93	6.53	4.5	6.18	4.29	b	c	b	b	c	3.34	5.25	0.98	3.34	3.34	a	a	a	a	c	6.96	0.53	6.49	6.96	6.96	c	c	a	a	c	0.64	6.62	8.75	0.64	0.64	a	a	c	a	c	4.01	3.9	4.04	4.01	4.01	c	c	c	b	a	8.09	9.64	1.63	2.53	1.65	c	b	c	a	b
x62	6.58	3.05	5.89	5.28	2.97	b	a	b	b	b	3.34	8.47	3.51	3.34	3.34	b	c	c	c	a	6.96	8.39	1.76	6.96	6.96	c	a	a	a	b	0.64	0.43	9.48	0.64	0.64	b	a	a	a	b	4.01	4.22	4.59	4.01	4.01	b	b	a	a	a	7.18	6.11	8.12	2.77	2.22	b	a	a	b	b
x63	8.76	1.55	7.7	8.03	1.61	a	b	b	b	a	3.34	0.02	6.45	3.34	3.34	a	c	b	a	a	6.96	7.74	4.8	6.96	6.96	a	b	c	c	b	0.64	3.96	4.89	0.64	0.64	a	b	c	a	b	4.01	3.42	5.79	4.01	4.01	b	c	c	b	a	0.53	1.48	6.39	9.42	4.67	c	b	b	a	b
x64	0.84	4	2.16	8.27	6.89	a	a	b	c	b	4.61	4	5.49	8.27	6.89	b	b	c	a	a	2.24	4	6.91	8.27	6.89	a	b	c	b	b	4.2	4	0.54	8.27	6.89	a	b	a	b	b	3.74	6.96	3.26	5.43	6.33	c	c	b	a	c	4.94	8.74	2.89	0.14	0.74	b	b	b	c	a
x65	3.43	0.63	0.63	0.63	0.79	b	a	c	c	b	2.36	7.12	7.12	7.12	9.33	c	b	c	a	a	3.74	6.97	6.97	6.97	0.7	a	b	b	c	a	0.42	4.28	4.28	4.28	0.71	c	a	a	a	c	1.28	6.72	2.2	4.06	0.69	c	b	c	c	c	1.16	2.28	5.43	4.76	7.89	a	c	a	a	b
x66	4.39	2.22	3.67	5.29	2.98	b	c	b	c	b	3.97	8.85	2.58	6.34	3.56	b	c	b	a	b	5.35	9.79	8.73	9.84	5.38	a	b	c	b	b	4.66	5.61	8.12	8.23	3.54	a	b	a	c	b	6.84	0.65	9.96	7.75	5.72	b	c	a	b	a	9.49	9.19	7.08	7.96	9.53	c	b	a	b	a
x67	8.47	2.45	4.81	5.74	6.45	b	b	a	c	c	3.77	9.89	7.14	0.26	7.36	a	a	a	c	a	3.77	6.92	7.14	7.54	4.08	a	c	c	b	b	3.77	4.53	7.14	1.73	3.84	a	b	b	c	c	7.59	7.72	2.65	4.11	0.42	b	b	c	b	b	0.51	5.58	3.62	2.37	6.41	c	a	a	c	b
x68	5.1	4	3.58	8.27	6.89	a	b	b	b	a	5.28	4	1.68	8.27	6.89	b	c	b	a	a	5.45	4	5.75	8.27	6.89	a	b	a	a	b	7.91	4	2.05	8.27	6.89	a	b	a	b	b	8.88	2.36	7.83	5.69	8.68	b	b	c	c	a	0.42	5.03	3.94	2.86	6.32	b	c	a	c	a
x69	5.93	7.81	3.29	4.13	1.1	a	a	b	c	c	3.34	0.55	3.18	3.34	3.34	b	c	a	c	b	6.96	9.31	9.57	6.96	6.96	a	b	b	b	b	0.64	2.26	5.99	0.64	0.64	a	b	c	b	b	4.01	5.59	2.08	4.01	4.01	b	b	b	b	b	8.2	3.49	8.54	9.81	1.71	b	b	c	c	a
x70	7.42	9.45	9.75	7.36	1.91	b	c	b	a	b	3.34	3.73	2.61	3.34	3.34	b	c	a	a	c	6.96	1.13	1	6.96	6.96	a	a	b	c	b	0.64	9.56	9.57	0.64	0.64	b	c	c	b	c	4.01	1.25	3.47	4.01	4.01	c	c	c	a	c	7.34	0.36	2.79	7.59	1.63	c	a	c	b	a
x71	7.01	9.16	8.14	0.39	3.15	a	b	c	a	a	3.34	2.04	6.39	3.34	3.34	c	b	c	b	b	6.96	9.32	8.73	6.96	6.96	c	a	b	b	b	0.64	7.61	1.79	0.64	0.64	a	c	c	b	a	4.01	9.44	5.15	4.01	4.01	a	c	b	c	b	4.56	5.16	4.36	8.33	1.42	c	c	b	c	b
x72	8.32	0.08	5.77	7.52	1.04	a	c	b	a	c	3.48	3.08	3.12	7.94	9.62	a	c	b	c	a	10	5.66	6.6	1.57	3.66	a	b	c	b	b	6.74	4.6	3.98	1.03	2.34	a	a	c	a	c	7.11	5.67	3.65	4.89	0.75	b	b	b	b	a	3.28	1.53	4.45	0.6	4.03	b	b	c	a	b
