Total of planted triclusters: 5
Number of planted numeric triclusters: 1
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 3
Tricluster coverage: 15.49%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (170, 2, 3), X=[5,6,10,14,21,27,35,44,48,63,67,75,81,82,85,87,88,89,99,108,111,116,119,121,124,143,147,148,160,165,167,168,171,179,180,194,200,202,211,213,229,231,232,244,245,247,249,258,262,269,273,276,283,284,290,293,294,308,310,311,313,325,327,330,335,336,337,338,340,344,370,376,377,380,388,390,391,401,410,411,413,425,436,441,442,443,449,456,458,465,482,483,495,504,505,508,514,518,521,524,538,541,545,546,547,560,568,570,580,599,608,609,614,622,625,627,631,632,634,636,656,658,659,668,675,679,682,689,691,693,695,696,704,718,734,744,748,765,769,772,780,783,821,822,828,832,834,848,850,861,864,872,897,898,899,913,914,915,918,923,925,929,934,938,942,951,955,959,962,994], Y=[0,3], Z=[2,3,4], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=6.48,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0], ContextFactors=[-4.63,-3.01,1.88] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 2
X	y0	y3	
x436	1.85	1.85	
x441	1.85	1.85	
x442	1.85	1.85	
x443	1.85	1.85	
x449	1.85	1.85	
x456	1.85	1.85	
x458	1.85	1.85	
x465	1.85	1.85	
x482	1.85	1.85	
x483	1.85	1.85	
x495	1.85	1.85	
x504	1.85	1.85	
x505	1.85	1.85	
x508	1.85	1.85	
x514	1.85	1.85	
x518	1.85	1.85	
x521	1.85	1.85	
x524	1.85	1.85	
x538	1.85	1.85	
x541	1.85	1.85	
x545	1.85	1.85	
x546	1.85	1.85	
x547	1.85	1.85	
x560	1.85	1.85	
x568	1.85	1.85	
x570	1.85	1.85	
x580	1.85	1.85	
x599	1.85	1.85	
x608	1.85	1.85	
x609	1.85	1.85	
x614	1.85	1.85	
x622	1.85	1.85	
x625	1.85	1.85	
x627	1.85	1.85	
x631	1.85	1.85	
x632	1.85	1.85	
x634	1.85	1.85	
x636	1.85	1.85	
x656	1.85	1.85	
x658	1.85	1.85	
x659	1.85	1.85	
x668	1.85	1.85	
x675	1.85	1.85	
x679	1.85	1.85	
x682	1.85	1.85	
x689	1.85	1.85	
x691	1.85	1.85	
x693	1.85	1.85	
x695	1.85	1.85	
x696	1.85	1.85	
x704	1.85	1.85	
x718	1.85	1.85	
x734	1.85	1.85	
x744	1.85	1.85	
x748	1.85	1.85	
x765	1.85	1.85	
x769	1.85	1.85	
x772	1.85	1.85	
x780	1.85	1.85	
x783	1.85	1.85	
x821	1.85	1.85	
x822	1.85	1.85	
x828	1.85	1.85	
x832	1.85	1.85	
x834	1.85	1.85	
x848	1.85	1.85	
x850	1.85	1.85	
x861	1.85	1.85	
x864	1.85	1.85	
x872	1.85	1.85	
x897	1.85	1.85	
x898	1.85	1.85	
x899	1.85	1.85	
x913	1.85	1.85	
x914	1.85	1.85	
x915	1.85	1.85	
x918	1.85	1.85	
x923	1.85	1.85	
x925	1.85	1.85	
x929	1.85	1.85	
x934	1.85	1.85	
x938	1.85	1.85	
x942	1.85	1.85	
x951	1.85	1.85	
x955	1.85	1.85	
x959	1.85	1.85	
x962	1.85	1.85	
x994	1.85	1.85	

Context: 3
X	y0	y3	
x5	3.46	3.46	
x6	3.46	3.46	
x10	3.46	3.46	
x14	3.46	3.46	
x21	3.46	3.46	
x27	3.46	3.46	
x35	3.46	3.46	
x44	3.46	3.46	
x48	3.46	3.46	
x63	3.46	3.46	
x67	3.46	3.46	
x75	3.46	3.46	
x81	3.46	3.46	
x82	3.46	3.46	
x85	3.46	3.46	
x87	3.46	3.46	
x88	3.46	3.46	
x89	3.46	3.46	
x99	3.46	3.46	
x108	3.46	3.46	
x111	3.46	3.46	
x116	3.46	3.46	
x119	3.46	3.46	
x121	3.46	3.46	
x124	3.46	3.46	
x143	3.46	3.46	
x147	3.46	3.46	
x148	3.46	3.46	
x160	3.46	3.46	
x165	3.46	3.46	
x167	3.46	3.46	
x168	3.46	3.46	
x171	3.46	3.46	
x179	3.46	3.46	
x180	3.46	3.46	
x194	3.46	3.46	
x200	3.46	3.46	
x202	3.46	3.46	
x211	3.46	3.46	
x213	3.46	3.46	
x229	3.46	3.46	
x231	3.46	3.46	
x232	3.46	3.46	
x244	3.46	3.46	
x245	3.46	3.46	
x247	3.46	3.46	
x249	3.46	3.46	
x258	3.46	3.46	
x262	3.46	3.46	
x269	3.46	3.46	
x273	3.46	3.46	
x276	3.46	3.46	
x283	3.46	3.46	
x284	3.46	3.46	
x290	3.46	3.46	
x293	3.46	3.46	
x294	3.46	3.46	
x308	3.46	3.46	
x310	3.46	3.46	
x311	3.46	3.46	
x313	3.46	3.46	
x325	3.46	3.46	
x327	3.46	3.46	
x330	3.46	3.46	
x335	3.46	3.46	
x336	3.46	3.46	
x337	3.46	3.46	
x338	3.46	3.46	
x340	3.46	3.46	
x344	3.46	3.46	
x370	3.46	3.46	
x376	3.46	3.46	
x377	3.46	3.46	
x380	3.46	3.46	
x388	3.46	3.46	
x390	3.46	3.46	
x391	3.46	3.46	
x401	3.46	3.46	
x410	3.46	3.46	
x411	3.46	3.46	
x413	3.46	3.46	
x425	3.46	3.46	
x436	3.46	3.46	
x441	3.46	3.46	
x442	3.46	3.46	
x443	3.46	3.46	
x449	3.46	3.46	
x456	3.46	3.46	
x458	3.46	3.46	
x465	3.46	3.46	
x482	3.46	3.46	
x483	3.46	3.46	
x495	3.46	3.46	
x504	3.46	3.46	
x505	3.46	3.46	
x508	3.46	3.46	
x514	3.46	3.46	
x518	3.46	3.46	
x521	3.46	3.46	
x524	3.46	3.46	
x538	3.46	3.46	
x541	3.46	3.46	
x545	3.46	3.46	
x546	3.46	3.46	
x547	3.46	3.46	
x560	3.46	3.46	
x568	3.46	3.46	
x570	3.46	3.46	
x580	3.46	3.46	
x599	3.46	3.46	
x608	3.46	3.46	
x609	3.46	3.46	
x614	3.46	3.46	
x622	3.46	3.46	
x625	3.46	3.46	
x627	3.46	3.46	
x631	3.46	3.46	
x632	3.46	3.46	
x634	3.46	3.46	
x636	3.46	3.46	
x656	3.46	3.46	
x658	3.46	3.46	
x659	3.46	3.46	
x668	3.46	3.46	
x675	3.46	3.46	
x679	3.46	3.46	
x682	3.46	3.46	
x689	3.46	3.46	
x691	3.46	3.46	
x693	3.46	3.46	
x695	3.46	3.46	
x696	3.46	3.46	
x704	3.46	3.46	
x718	3.46	3.46	
x734	3.46	3.46	
x744	3.46	3.46	
x748	3.46	3.46	
x765	3.46	3.46	
x769	3.46	3.46	
x772	3.46	3.46	
x780	3.46	3.46	
x783	3.46	3.46	
x821	3.46	3.46	
x822	3.46	3.46	
x828	3.46	3.46	
x832	3.46	3.46	
x834	3.46	3.46	
x848	3.46	3.46	
x850	3.46	3.46	
x861	3.46	3.46	
x864	3.46	3.46	
x872	3.46	3.46	
x897	3.46	3.46	
x898	3.46	3.46	
x899	3.46	3.46	
x913	3.46	3.46	
x914	3.46	3.46	
x915	3.46	3.46	
x918	3.46	3.46	
x923	3.46	3.46	
x925	3.46	3.46	
x929	3.46	3.46	
x934	3.46	3.46	
x938	3.46	3.46	
x942	3.46	3.46	
x951	3.46	3.46	
x955	3.46	3.46	
x959	3.46	3.46	
x962	3.46	3.46	
x994	3.46	3.46	

Context: 4
X	y0	y3	
x5	8.36	8.36	
x6	8.36	8.36	
x10	8.36	8.36	
x14	8.36	8.36	
x21	8.36	8.36	
x27	8.36	8.36	
x35	8.36	8.36	
x44	8.36	8.36	
x48	8.36	8.36	
x63	8.36	8.36	
x67	8.36	8.36	
x75	8.36	8.36	
x81	8.36	8.36	
x82	8.36	8.36	
x85	8.36	8.36	
x87	8.36	8.36	
x88	8.36	8.36	
x89	8.36	8.36	
x99	8.36	8.36	
x108	8.36	8.36	
x111	8.36	8.36	
x116	8.36	8.36	
x119	8.36	8.36	
x121	8.36	8.36	
x124	8.36	8.36	
x143	8.36	8.36	
x147	8.36	8.36	
x148	8.36	8.36	
x160	8.36	8.36	
x165	8.36	8.36	
x167	8.36	8.36	
x168	8.36	8.36	
x171	8.36	8.36	
x179	8.36	8.36	
x180	8.36	8.36	
x194	8.36	8.36	
x200	8.36	8.36	
x202	8.36	8.36	
x211	8.36	8.36	
x213	8.36	8.36	
x229	8.36	8.36	
x231	8.36	8.36	
x232	8.36	8.36	
x244	8.36	8.36	
x245	8.36	8.36	
x247	8.36	8.36	
x249	8.36	8.36	
x258	8.36	8.36	
x262	8.36	8.36	
x269	8.36	8.36	
x273	8.36	8.36	
x276	8.36	8.36	
x283	8.36	8.36	
x284	8.36	8.36	
x290	8.36	8.36	
x293	8.36	8.36	
x294	8.36	8.36	
x308	8.36	8.36	
x310	8.36	8.36	
x311	8.36	8.36	
x313	8.36	8.36	
x325	8.36	8.36	
x327	8.36	8.36	
x330	8.36	8.36	
x335	8.36	8.36	
x336	8.36	8.36	
x337	8.36	8.36	
x338	8.36	8.36	
x340	8.36	8.36	
x344	8.36	8.36	
x370	8.36	8.36	
x376	8.36	8.36	
x377	8.36	8.36	
x380	8.36	8.36	
x388	8.36	8.36	
x390	8.36	8.36	
x391	8.36	8.36	
x401	8.36	8.36	
x410	8.36	8.36	
x411	8.36	8.36	
x413	8.36	8.36	
x425	8.36	8.36	
x436	8.36	8.36	
x441	8.36	8.36	
x442	8.36	8.36	
x443	8.36	8.36	
x449	8.36	8.36	
x456	8.36	8.36	
x458	8.36	8.36	
x465	8.36	8.36	
x482	8.36	8.36	
x483	8.36	8.36	
x495	8.36	8.36	
x504	8.36	8.36	
x505	8.36	8.36	
x508	8.36	8.36	
x514	8.36	8.36	
x518	8.36	8.36	
x521	8.36	8.36	
x524	8.36	8.36	
x538	8.36	8.36	
x541	8.36	8.36	
x545	8.36	8.36	
x546	8.36	8.36	
x547	8.36	8.36	
x560	8.36	8.36	
x568	8.36	8.36	
x570	8.36	8.36	
x580	8.36	8.36	
x599	8.36	8.36	
x608	8.36	8.36	
x609	8.36	8.36	
x614	8.36	8.36	
x622	8.36	8.36	
x625	8.36	8.36	
x627	8.36	8.36	
x631	8.36	8.36	
x632	8.36	8.36	
x634	8.36	8.36	
x636	8.36	8.36	
x656	8.36	8.36	
x658	8.36	8.36	
x659	8.36	8.36	
x668	8.36	8.36	
x675	8.36	8.36	
x679	8.36	8.36	
x682	8.36	8.36	
x689	8.36	8.36	
x691	8.36	8.36	
x693	8.36	8.36	
x695	8.36	8.36	
x696	8.36	8.36	
x704	8.36	8.36	
x718	8.36	8.36	
x734	8.36	8.36	
x744	8.36	8.36	
x748	8.36	8.36	
x765	8.36	8.36	
x769	8.36	8.36	
x772	8.36	8.36	
x780	8.36	8.36	
x783	8.36	8.36	
x821	8.36	8.36	
x822	8.36	8.36	
x828	8.36	8.36	
x832	8.36	8.36	
x834	8.36	8.36	
x848	8.36	8.36	
x850	8.36	8.36	
x861	8.36	8.36	
x864	8.36	8.36	
x872	8.36	8.36	
x897	8.36	8.36	
x898	8.36	8.36	
x899	8.36	8.36	
x913	8.36	8.36	
x914	8.36	8.36	
x915	8.36	8.36	
x918	8.36	8.36	
x923	8.36	8.36	
x925	8.36	8.36	
x929	8.36	8.36	
x934	8.36	8.36	
x938	8.36	8.36	
x942	8.36	8.36	
x951	8.36	8.36	
x955	8.36	8.36	
x959	8.36	8.36	
x962	8.36	8.36	
x994	8.36	8.36	


*** Symbolic triclusters *** 

Tricluster #0
(106, 3, 3), X=[0,28,32,33,46,59,63,94,100,111,115,123,142,145,148,154,156,166,205,212,232,245,253,254,257,260,272,287,293,297,302,315,351,356,360,368,380,384,386,397,411,416,423,428,457,478,483,486,522,526,527,533,539,541,545,547,559,585,590,598,614,632,637,643,662,670,678,680,686,688,694,706,710,715,717,730,735,740,742,750,754,759,796,798,799,813,817,821,857,870,882,886,894,904,909,911,929,939,948,953,955,956,969,979,981,996], Y=[5,6,8], Z=[0,1,2], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 0
X	y5	y6	y8	
x0	c	c	c	
x28	c	c	c	
x32	c	c	c	
x33	c	c	c	
x46	c	c	c	
x59	c	c	c	
x63	c	c	c	
x94	c	c	c	
x100	c	c	c	
x111	c	c	c	
x115	c	c	c	
x123	c	c	c	
x142	c	c	c	
x145	c	c	c	
x148	c	c	c	
x154	c	c	c	
x156	c	c	c	
x166	c	c	c	
x205	c	c	c	
x212	c	c	c	
x232	c	c	c	
x245	c	c	c	
x253	c	c	c	
x254	c	c	c	
x257	c	c	c	
x260	c	c	c	
x272	c	c	c	
x287	c	c	c	
x293	c	c	c	
x297	c	c	c	
x302	c	c	c	
x315	c	c	c	
x351	c	c	c	
x356	c	c	c	
x360	c	c	c	
x368	c	c	c	
x380	c	c	c	
x384	c	c	c	
x386	c	c	c	
x397	c	c	c	
x411	c	c	c	
x416	c	c	c	
x423	c	c	c	
x428	c	c	c	
x457	c	c	c	
x478	c	c	c	
x483	c	c	c	
x486	c	c	c	
x522	c	c	c	
x526	c	c	c	
x527	c	c	c	
x533	c	c	c	
x539	c	c	c	
x541	c	c	c	
x545	c	c	c	
x547	c	c	c	
x559	c	c	c	
x585	c	c	c	
x590	c	c	c	
x598	c	c	c	
x614	c	c	c	
x632	c	c	c	
x637	c	c	c	
x643	c	c	c	
x662	c	c	c	
x670	c	c	c	
x678	c	c	c	
x680	c	c	c	
x686	c	c	c	
x688	c	c	c	
x694	c	c	c	
x706	c	c	c	
x710	c	c	c	
x715	c	c	c	
x717	c	c	c	
x730	c	c	c	
x735	c	c	c	
x740	c	c	c	
x742	c	c	c	
x750	c	c	c	
x754	c	c	c	
x759	c	c	c	
x796	c	c	c	
x798	c	c	c	
x799	c	c	c	
x813	c	c	c	
x817	c	c	c	
x821	c	c	c	
x857	c	c	c	
x870	c	c	c	
x882	c	c	c	
x886	c	c	c	
x894	c	c	c	
x904	c	c	c	
x909	c	c	c	
x911	c	c	c	
x929	c	c	c	
x939	c	c	c	
x948	c	c	c	
x953	c	c	c	
x955	c	c	c	
x956	c	c	c	
x969	c	c	c	
x979	c	c	c	
x981	c	c	c	
x996	c	c	c	

Context: 1
X	y5	y6	y8	
x0	c	c	c	
x28	c	c	c	
x32	c	c	c	
x33	c	c	c	
x46	c	c	c	
x59	c	c	c	
x63	c	c	c	
x94	c	c	c	
x100	c	c	c	
x111	c	c	c	
x115	c	c	c	
x123	c	c	c	
x142	c	c	c	
x145	c	c	c	
x148	c	c	c	
x154	c	c	c	
x156	c	c	c	
x166	c	c	c	
x205	c	c	c	
x212	c	c	c	
x232	c	c	c	
x245	c	c	c	
x253	c	c	c	
x254	c	c	c	
x257	c	c	c	
x260	c	c	c	
x272	c	c	c	
x287	c	c	c	
x293	c	c	c	
x297	c	c	c	
x302	c	c	c	
x315	c	c	c	
x351	c	c	c	
x356	c	c	c	
x360	c	c	c	
x368	c	c	c	
x380	c	c	c	
x384	c	c	c	
x386	c	c	c	
x397	c	c	c	
x411	c	c	c	
x416	c	c	c	
x423	c	c	c	
x428	c	c	c	
x457	c	c	c	
x478	c	c	c	
x483	c	c	c	
x486	c	c	c	
x522	c	c	c	
x526	c	c	c	
x527	c	c	c	
x533	c	c	c	
x539	c	c	c	
x541	c	c	c	
x545	c	c	c	
x547	c	c	c	
x559	c	c	c	
x585	c	c	c	
x590	c	c	c	
x598	c	c	c	
x614	c	c	c	
x632	c	c	c	
x637	c	c	c	
x643	c	c	c	
x662	c	c	c	
x670	c	c	c	
x678	c	c	c	
x680	c	c	c	
x686	c	c	c	
x688	c	c	c	
x694	c	c	c	
x706	c	c	c	
x710	c	c	c	
x715	c	c	c	
x717	c	c	c	
x730	c	c	c	
x735	c	c	c	
x740	c	c	c	
x742	c	c	c	
x750	c	c	c	
x754	c	c	c	
x759	c	c	c	
x796	c	c	c	
x798	c	c	c	
x799	c	c	c	
x813	c	c	c	
x817	c	c	c	
x821	c	c	c	
x857	c	c	c	
x870	c	c	c	
x882	c	c	c	
x886	c	c	c	
x894	c	c	c	
x904	c	c	c	
x909	c	c	c	
x911	c	c	c	
x929	c	c	c	
x939	c	c	c	
x948	c	c	c	
x953	c	c	c	
x955	c	c	c	
x956	c	c	c	
x969	c	c	c	
x979	c	c	c	
x981	c	c	c	
x996	c	c	c	

Context: 2
X	y5	y6	y8	
x0	c	c	c	
x28	c	c	c	
x32	c	c	c	
x33	c	c	c	
x46	c	c	c	
x59	c	c	c	
x63	c	c	c	
x94	c	c	c	
x100	c	c	c	
x111	c	c	c	
x115	c	c	c	
x123	c	c	c	
x142	c	c	c	
x145	c	c	c	
x148	c	c	c	
x154	c	c	c	
x156	c	c	c	
x166	c	c	c	
x205	c	c	c	
x212	c	c	c	
x232	c	c	c	
x245	c	c	c	
x253	c	c	c	
x254	c	c	c	
x257	c	c	c	
x260	c	c	c	
x272	c	c	c	
x287	c	c	c	
x293	c	c	c	
x297	c	c	c	
x302	c	c	c	
x315	c	c	c	
x351	c	c	c	
x356	c	c	c	
x360	c	c	c	
x368	c	c	c	
x380	c	c	c	
x384	c	c	c	
x386	c	c	c	
x397	c	c	c	
x411	c	c	c	
x416	c	c	c	
x423	c	c	c	
x428	c	c	c	
x457	c	c	c	
x478	c	c	c	
x483	c	c	c	
x486	c	c	c	
x522	c	c	c	
x526	c	c	c	
x527	c	c	c	
x533	c	c	c	
x539	c	c	c	
x541	c	c	c	
x545	c	c	c	
x547	c	c	c	
x559	c	c	c	
x585	c	c	c	
x590	c	c	c	
x598	c	c	c	
x614	c	c	c	
x632	c	c	c	
x637	c	c	c	
x643	c	c	c	
x662	c	c	c	
x670	c	c	c	
x678	c	c	c	
x680	c	c	c	
x686	c	c	c	
x688	c	c	c	
x694	c	c	c	
x706	c	c	c	
x710	c	c	c	
x715	c	c	c	
x717	c	c	c	
x730	c	c	c	
x735	c	c	c	
x740	c	c	c	
x742	c	c	c	
x750	c	c	c	
x754	c	c	c	
x759	c	c	c	
x796	c	c	c	
x798	c	c	c	
x799	c	c	c	
x813	c	c	c	
x817	c	c	c	
x821	c	c	c	
x857	c	c	c	
x870	c	c	c	
x882	c	c	c	
x886	c	c	c	
x894	c	c	c	
x904	c	c	c	
x909	c	c	c	
x911	c	c	c	
x929	c	c	c	
x939	c	c	c	
x948	c	c	c	
x953	c	c	c	
x955	c	c	c	
x956	c	c	c	
x969	c	c	c	
x979	c	c	c	
x981	c	c	c	
x996	c	c	c	


*** Mixed triclusters *** 

Tricluster #2
(179, 5, 4), X=[12,16,17,21,22,24,38,42,48,52,62,71,72,75,79,80,90,93,96,113,114,124,126,127,128,133,140,143,144,162,163,165,168,170,175,180,185,190,197,199,202,204,207,218,220,223,225,234,237,249,261,264,267,270,279,280,289,290,291,295,298,310,323,325,334,344,350,352,353,359,374,396,405,418,419,421,424,427,430,431,444,449,470,471,481,485,490,495,504,512,513,515,517,518,521,531,537,548,549,554,572,577,582,583,584,596,613,615,619,633,645,660,661,664,666,667,682,685,693,695,697,700,713,714,716,719,720,723,729,744,745,749,752,760,768,776,778,781,800,814,819,820,822,823,827,830,832,842,844,851,853,862,866,880,883,885,887,889,893,895,897,899,903,908,912,913,916,932,933,934,937,946,951,963,966,968,975,987,988], Numeric Columns=[1,2,4], Symbolic Columns=[6,9], Z=[0,1,2,3],
Numeric Properties:  RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=7.8,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1,1], PlaidCoherency=No Overlapping
Symbolic Properties:  RowPattern=Constant, ColumnPattern=None
 ContextPattern=Constant,%Missings=0, %Noise=0, %Errors=0,

Context: 0
X	y1	y2	y4	y6	y9	
x12	1.72	1.72	1.72	c	c	
x16	1.72	1.72	1.72	c	c	
x17	1.72	1.72	1.72	c	c	
x21	1.72	1.72	1.72	c	c	
x22	1.72	1.72	1.72	c	c	
x24	1.72	1.72	1.72	c	c	
x38	1.72	1.72	1.72	c	c	
x42	1.72	1.72	1.72	c	c	
x48	1.72	1.72	1.72	c	c	
x52	1.72	1.72	1.72	c	c	
x62	1.72	1.72	1.72	c	c	
x71	1.72	1.72	1.72	c	c	
x72	1.72	1.72	1.72	c	c	
x75	1.72	1.72	1.72	c	c	
x79	1.72	1.72	1.72	c	c	
x80	1.72	1.72	1.72	c	c	
x90	1.72	1.72	1.72	c	c	
x93	1.72	1.72	1.72	c	c	
x96	1.72	1.72	1.72	c	c	
x113	1.72	1.72	1.72	c	c	
x114	1.72	1.72	1.72	c	c	
x124	1.72	1.72	1.72	c	c	
x126	1.72	1.72	1.72	c	c	
x127	1.72	1.72	1.72	c	c	
x128	1.72	1.72	1.72	c	c	
x133	1.72	1.72	1.72	c	c	
x140	1.72	1.72	1.72	c	c	
x143	1.72	1.72	1.72	c	c	
x144	1.72	1.72	1.72	c	c	
x162	1.72	1.72	1.72	c	c	
x163	1.72	1.72	1.72	c	c	
x165	1.72	1.72	1.72	c	c	
x168	1.72	1.72	1.72	c	c	
x170	1.72	1.72	1.72	c	c	
x175	1.72	1.72	1.72	c	c	
x180	1.72	1.72	1.72	c	c	
x185	1.72	1.72	1.72	c	c	
x190	1.72	1.72	1.72	c	c	
x197	1.72	1.72	1.72	c	c	
x199	1.72	1.72	1.72	c	c	
x202	1.72	1.72	1.72	c	c	
x204	1.72	1.72	1.72	c	c	
x207	1.72	1.72	1.72	c	c	
x218	1.72	1.72	1.72	c	c	
x220	1.72	1.72	1.72	c	c	
x223	1.72	1.72	1.72	c	c	
x225	1.72	1.72	1.72	c	c	
x234	1.72	1.72	1.72	c	c	
x237	1.72	1.72	1.72	c	c	
x249	1.72	1.72	1.72	c	c	
x261	1.72	1.72	1.72	c	c	
x264	1.72	1.72	1.72	c	c	
x267	1.72	1.72	1.72	c	c	
x270	1.72	1.72	1.72	c	c	
x279	1.72	1.72	1.72	c	c	
x280	1.72	1.72	1.72	c	c	
x289	1.72	1.72	1.72	c	c	
x290	1.72	1.72	1.72	c	c	
x291	1.72	1.72	1.72	c	c	
x295	1.72	1.72	1.72	c	c	
x298	1.72	1.72	1.72	c	c	
x310	1.72	1.72	1.72	c	c	
x323	1.72	1.72	1.72	c	c	
x325	1.72	1.72	1.72	c	c	
x334	1.72	1.72	1.72	c	c	
x344	1.72	1.72	1.72	c	c	
