X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x14	8.85	5.8	2.33	0.69	4.45	a	c	b	b	b	9.12	6.49	5.71	4.86	2.32	b	c	a	b	c	1.85	2.83	2.05	1.85	0.06	a	a	a	c	b	3.46	7.33	5.93	3.46	9.44	b	a	b	a	b	8.36	0.77	4.33	8.36	4.62	b	b	b	c	c	6.31	0.04	5.77	9.46	1.46	c	c	c	a	a
x15	4.15	0.4	9.59	2.79	1.3	c	a	c	c	a	0.69	1.9	3.06	7.93	8.61	a	b	c	c	a	4.35	0.21	7.25	6.48	0.77	b	b	b	c	a	0.5	0.5	6.43	0.86	1.47	c	c	a	c	b	0.05	0.05	0.96	0.75	9.52	c	c	b	c	b	5.62	2.66	1.02	1.12	2.7	b	a	b	c	a
x16	2.2	1.72	1.72	8.42	1.72	b	c	c	b	c	6.16	7.48	7.48	6.47	7.48	b	c	b	b	c	5.05	9.08	9.08	8.44	9.08	a	c	b	c	c	0.08	5.54	5.54	2.29	5.54	b	c	a	b	c	1.72	7.99	2.15	0.91	8.69	a	a	b	c	b	4.16	6.33	3.2	6.54	6.48	a	c	a	b	a
x17	8.7	1.72	1.72	1.38	1.72	a	c	b	c	c	4.23	7.48	7.48	2.66	7.48	b	c	a	a	c	6.61	9.08	9.08	1.74	9.08	a	c	c	b	c	6.31	5.54	5.54	8.46	5.54	b	c	a	c	c	2.22	4.62	6.74	6.5	0.12	c	b	a	b	b	8.9	4.91	1.12	4.01	8.96	c	b	b	c	a
x18	2.89	2.68	8.68	8.5	3.28	c	b	c	c	b	5.09	6.23	6.5	6.35	5.82	b	a	b	b	b	2.21	0.83	1.67	9.95	4.06	a	a	a	c	a	7.47	2.16	2.48	6.08	8.81	c	a	a	b	c	9.19	8.89	9.06	4.91	1.02	c	b	c	b	a	5.4	2.92	0.61	8.75	4.23	b	a	b	b	a
x19	3.78	4.58	1.08	3.53	4.43	c	b	b	a	b	6.23	4.98	3.33	1.2	7.46	c	b	b	b	b	8.58	6.07	6.83	0.95	2.46	b	c	b	b	a	4.19	9.75	2.24	7.41	2.94	a	b	c	a	a	6.45	7.26	9.42	0.04	9.18	c	b	b	a	a	8.3	8.32	3.01	1.53	1.17	a	b	a	b	c
x20	6.63	5.02	2.83	8.37	4.54	b	b	c	c	b	9.57	5.44	4.09	5.44	2.2	b	b	c	a	b	4.75	2.48	4.23	2.48	8.88	b	c	c	a	b	7	3.75	3.32	3.75	3.08	b	c	a	a	b	9.83	3.61	5.92	8.5	1.95	a	b	c	b	b	6.34	1.43	8.35	5.69	1.94	b	c	b	a	c
x21	3.67	1.72	1.72	4.82	1.72	c	c	a	c	c	1.66	7.48	7.48	2.84	7.48	b	c	b	b	c	1.85	9.08	9.08	1.85	9.08	b	c	a	c	c	3.46	5.54	5.54	3.46	5.54	a	c	a	a	c	8.36	5.43	5.79	8.36	2.15	a	b	c	c	a	1.69	3.5	0.47	9.18	4.99	a	b	a	b	b
x22	4.26	1.72	1.72	3.64	1.72	b	c	c	b	c	8.46	7.48	7.48	9.15	7.48	b	c	b	b	c	1.81	9.08	9.08	6.97	9.08	c	c	b	c	c	3.15	5.54	5.54	6.46	5.54	b	c	b	c	c	7.99	6.93	9.8	7.5	6.33	c	a	c	b	b	3.94	4.33	7.49	8.59	6.95	a	c	a	c	a
x23	7.06	3.89	2.18	8.61	0.48	b	c	c	a	c	6.58	0.23	1.77	7.9	1.91	b	c	a	b	c	3.22	1.74	6.33	8.56	8.27	b	b	b	b	a	7.04	6.72	8.61	9.12	6.73	c	c	c	a	b	5.64	5.84	5.51	6.02	8.81	c	c	a	b	b	3.35	2.43	8.53	0.45	3.14	a	c	a	a	b
x24	6.42	1.72	1.72	6.17	1.72	b	c	c	a	c	9.62	7.48	7.48	0.7	7.48	c	c	b	b	c	7.44	9.08	9.08	1.87	9.08	c	c	a	a	c	4.02	5.54	5.54	5.46	5.54	b	c	b	c	c	9.35	8.28	1.63	5.95	3.14	a	a	a	b	b	2.86	6.83	4.3	9.96	7.51	b	c	b	a	b
x25	6.89	1.89	4.17	0.18	2.67	a	a	c	c	c	7.24	3.93	5.27	0.08	7.19	a	c	b	b	a	8.77	3.74	5.58	8.92	6.44	a	c	b	b	a	2.11	7.18	0.82	6.4	6.87	c	b	c	c	c	1.18	8.02	7.61	9.42	4.5	b	a	c	c	a	7.37	0.92	2.06	2.22	8.7	c	a	b	a	c
x26	1.14	6.49	4.45	6.72	7.26	c	a	a	a	b	9.98	0.97	6.87	7.09	1.72	a	c	c	b	a	1.55	6.62	0.61	7.26	5.81	c	a	a	c	c	6.71	7.79	9.12	0.3	5.83	c	b	c	c	b	4.48	9	4.71	2.15	6.16	b	b	c	b	c	0.67	3.84	1.22	2.15	2.39	c	b	a	c	c
x27	1.08	7.58	1.54	0.59	8.32	a	b	b	a	c	2.42	1.82	2.01	9.65	1.57	a	b	c	a	b	1.85	3.22	0.44	1.85	9.23	c	b	c	c	a	3.46	6.51	1.08	3.46	4.77	c	a	c	c	c	8.36	2.09	7.4	8.36	7.81	c	a	b	b	c	9.16	2.43	3.39	0.78	6.72	b	b	a	a	b
x28	0.69	1.62	4.7	2.32	0.77	c	c	a	c	c	7.61	3.25	9.26	7.72	3.49	c	c	a	c	b	1.28	0.74	3.79	5.06	1.54	c	c	a	c	a	7.89	4.02	9.59	0.35	6.55	c	c	b	b	a	5.12	8.84	7.73	1.12	7.19	a	c	a	a	b	0.48	0.61	3.89	4.34	8.11	b	b	a	a	b
x29	0.39	8.39	3.02	1.57	6.75	b	b	a	b	c	6.84	5.44	3.34	5.44	8.84	b	a	c	a	b	6.63	2.48	3.19	2.48	0.56	b	c	a	a	b	1.45	3.75	8.21	3.75	6.7	b	c	b	a	b	2.74	5.77	4.75	8.76	9.9	b	b	a	b	c	6.59	1.37	0.15	2.32	7.36	c	b	b	b	a
x30	0.89	0.37	4.25	5.73	3.3	c	b	b	c	a	1.78	4.86	5.34	7.75	2.4	a	c	a	c	b	8.41	3.75	0.82	4.08	7.9	a	b	b	b	a	0.5	0.5	9.47	3.25	1.57	c	c	a	c	b	0.05	0.05	0.59	7.33	4.42	a	c	c	c	b	9.35	0.73	4.35	5.75	8.44	c	a	a	b	c
x31	5.8	7.78	7.8	5.08	2.1	c	a	a	b	a	4.9	6.34	8.85	4.81	5.97	b	a	c	c	a	8.09	6.16	9.99	3.56	1.04	c	a	c	b	c	1.04	6.06	7.76	1.06	3.71	c	a	a	c	b	3.87	7.27	3.7	1.56	8.72	c	b	a	c	a	8.92	8.48	7.22	1.93	7.89	b	b	b	c	a
x32	9.91	1.9	6.53	4.3	2.28	c	c	b	c	c	9.44	6.02	3.21	5.78	1.51	c	c	b	c	b	3.64	4.05	3.94	5.33	7.17	c	c	b	c	a	2.45	1.22	4.85	6.01	2.35	a	a	b	a	b	0.03	1.61	8.08	8.83	7.64	a	a	c	a	a	4.35	2.86	0.28	7.06	7.38	c	b	c	b	b
x33	6.71	4.04	1.64	6.42	1.88	c	c	b	c	b	8.05	5.58	6.79	2.27	6.84	c	c	b	c	a	9.54	7.26	4.5	5	4.02	c	c	b	c	b	9.61	5.71	0.76	4.67	9.43	a	c	c	b	c	3.4	8.02	2.61	2.29	2.86	b	c	c	c	c	7.81	9.41	0.35	3.83	4.4	b	a	c	b	c
x34	6.79	7.59	9.92	1.34	7.99	c	a	a	a	a	7.86	2.33	8.98	8.92	8.31	b	a	c	b	c	6.66	5.57	5.86	6.94	7.08	c	c	c	c	b	0.5	0.5	9.89	0.77	6.45	a	c	c	c	b	0.05	0.05	1.62	0.29	2.36	b	c	c	c	b	6.41	2.18	8.14	6.58	3.64	a	c	c	a	a
x35	0.8	3.78	4.8	1.9	7.14	c	b	b	b	c	6.3	6.96	7.23	7.32	4.45	c	a	b	a	a	1.85	6.52	5.2	1.85	1.51	b	c	c	c	c	3.46	7.65	7.11	3.46	6.65	c	b	c	b	a	8.36	7.15	0.69	8.36	0.54	a	b	c	a	b	4.92	7.99	3.35	7.02	10	c	a	a	c	b
x36	7.46	3.37	3.91	5.39	0.55	c	b	c	c	b	8.13	5.44	6.39	5.44	5.13	b	a	c	a	b	3.2	2.48	2.28	2.48	6.99	b	a	a	a	b	2.2	3.75	4.61	3.75	4.3	b	b	c	a	b	5.35	0	6.82	2.96	6.02	a	b	b	b	c	1.73	8.09	4.11	5.21	6.61	c	b	c	b	c
x37	0.07	8.47	1.82	0.95	8.54	b	c	a	c	a	1.31	9.16	7.17	1.8	1.71	a	a	b	a	c	1.66	7.74	7.78	2.02	7.45	c	b	b	b	c	8.53	8.73	3.52	1.65	9.62	c	b	a	b	a	3.92	3.89	9.85	5.89	4.01	c	a	b	a	b	5.7	2.89	4.56	0.94	8.95	c	b	a	c	c
x38	6.2	1.72	1.72	9.44	1.72	c	c	c	a	c	9.25	7.48	7.48	8.15	7.48	a	c	b	a	c	4.15	9.08	9.08	8.07	9.08	b	c	b	b	c	8.61	5.54	5.54	8.11	5.54	c	c	b	b	c	0.98	2.27	0.75	8.85	4.73	b	a	c	b	b	8.74	2.4	10	2.7	3.89	a	b	b	a	c
x39	0.93	7.67	8.53	0.8	5.69	b	c	b	a	b	6.12	5.44	5.39	5.44	0.14	b	c	a	a	b	8.12	2.48	2.49	2.48	0.22	b	b	b	a	b	6.58	3.75	0.03	3.75	9.08	b	c	c	a	b	5.6	5.91	3.67	9.79	4.86	a	b	b	c	c	3.05	4.61	3.93	0.41	8.15	a	c	c	b	c
x40	7	1.65	4.12	6.96	0.19	a	c	a	c	b	7.08	8.66	8.25	0.61	4.93	b	b	c	c	b	6.79	0.84	5.69	3.55	7.25	a	b	c	b	b	9.09	4.04	3.64	0.54	6.02	c	b	a	b	c	0.32	1.52	6.06	4.54	3.62	a	c	b	a	b	1.24	0.41	1.83	4.44	4.57	b	c	a	b	b
x41	6.53	2.68	2.07	0.64	4.59	a	b	c	b	b	2.94	5.44	1.76	5.44	6.82	b	c	c	a	b	0.73	2.48	5.85	2.48	1.95	b	b	b	a	b	2.08	3.75	3.29	3.75	0.15	b	a	b	a	b	8.88	5.06	3.7	7.83	4.19	b	c	c	a	a	2.9	9.16	3.8	5.18	3.61	b	a	b	c	c
x42	6.5	1.72	1.72	2.33	1.72	a	c	c	b	c	0.62	7.48	7.48	9.18	7.48	b	c	a	c	c	3.34	9.08	9.08	9.13	9.08	a	c	b	c	c	7.14	5.54	5.54	6.43	5.54	c	c	c	c	c	5.96	2.39	0.05	3.81	9.32	c	c	c	c	c	1.26	2.61	1.78	9.22	8.22	c	b	c	c	a
x43	5.44	3.44	4.85	7.82	9.83	b	a	b	b	b	0.54	6.92	2.22	5.72	9.41	b	b	c	c	b	1.6	9.93	1.53	0.48	7.12	c	a	a	c	a	0.5	0.5	6.51	2.01	1.45	c	c	b	c	b	0.05	0.05	4.84	1.9	2.48	c	c	b	c	b	1.64	6.82	8.64	9.68	2.98	b	b	a	c	a
x44	5.22	9.39	1.65	7.26	3.14	c	b	b	b	c	1.69	3.53	1.85	6.08	1	a	c	c	a	c	1.85	8.85	9.1	1.85	0.04	b	c	b	c	c	3.46	9.93	1.9	3.46	0.58	b	c	a	c	a	8.36	6.56	2.36	8.36	5.97	b	b	c	a	c	0.23	2.75	9.33	2.82	3.04	c	a	a	b	a
x45	0.79	6.26	8.43	6.87	5.75	b	a	b	c	b	1.3	4.66	9.81	3.82	3.19	a	b	c	a	c	8.2	5.9	2.72	8.2	6.36	b	c	c	b	b	4.82	1.01	8.83	5.54	6.37	b	a	b	c	a	6.85	9.09	8.87	7.24	3.05	b	a	a	c	c	6.74	0.33	2.95	6.61	0.83	b	a	b	c	b
x46	9.58	7.49	7.9	3.5	9.04	c	c	a	c	b	6.74	7.57	7.93	6.15	3.32	c	c	b	c	c	0.38	6.78	7.02	4.41	2.15	c	c	c	c	c	0.5	0.5	8.96	7.2	3.98	a	c	b	c	b	0.05	0.05	7.28	9.45	0.14	a	c	a	c	b	8.77	9.25	8.66	7.22	0.2	c	a	b	c	a
x47	8.21	3.28	3.2	0.44	5.79	c	a	a	b	b	9.65	3.58	1.05	8.21	8.98	c	c	c	a	b	4.54	4.31	0.62	9.52	5.91	b	c	a	b	b	0.97	5.49	5.94	9.93	3.99	b	c	b	b	c	9.91	2.33	2.2	3.95	0.28	c	a	c	b	c	4.84	6.7	3.84	5.2	5.74	a	c	c	c	a
x48	4.62	1.72	1.72	0.07	1.72	c	c	a	a	c	7.31	7.48	7.48	2.44	7.48	a	c	c	b	c	1.85	9.08	9.08	1.85	9.08	c	c	b	a	c	3.46	5.54	5.54	3.46	5.54	c	c	a	a	c	8.36	9.09	7.67	8.36	1.66	b	b	a	c	c	6.79	2.78	0.72	5.33	3.87	c	a	c	c	b
x49	1.05	9.66	7.34	8.86	2.87	c	c	a	c	c	4.37	5.62	0.93	6.66	1.9	b	c	a	a	a	5.57	0.25	0.26	3.76	9.85	c	c	b	b	a	5.49	8.82	8.23	0.89	5.24	a	b	a	a	a	3.48	8.16	7.18	4.03	7.51	c	c	a	a	a	3.61	6.7	2.51	6.4	6.2	b	b	a	c	b
x50	5.65	3.28	2.74	7.71	9.01	c	a	a	a	a	1.38	7.99	6.75	3.86	1.08	a	a	a	b	c	9.89	9.21	9.55	8.11	4.95	b	c	c	a	b	0.5	0.5	1.79	9.05	4.25	a	c	a	c	b	0.05	0.05	8.29	8.32	5.59	b	c	a	c	b	4.84	4.07	9.38	4.83	3.33	c	b	c	b	a
x51	9.34	6.48	7.54	3.41	2.38	c	c	a	b	c	6.21	9.16	3.7	1.04	1.09	c	b	c	c	b	0.48	7.76	3.01	0.45	6.17	a	b	c	b	c	0.5	0.5	4.38	6.08	7.14	a	c	a	c	b	0.05	0.05	7.16	0.69	8.87	b	c	c	c	b	6.82	1.92	7.02	8.02	2.64	a	b	c	c	a
x52	4.96	1.72	1.72	3.51	1.72	a	c	b	c	c	9.47	7.48	7.48	5.33	7.48	b	c	a	c	c	2.84	9.08	9.08	1.9	9.08	c	c	a	a	c	4.31	5.54	5.54	2.02	5.54	b	c	a	a	c	3.14	9.75	6.42	1.65	6.31	c	c	a	b	b	4.38	9.21	9.4	9.17	7.84	a	a	c	b	c
x53	1.5	5.03	1.41	0.09	7.9	a	a	c	a	c	2.08	0.47	7.05	4.11	1.72	a	a	a	c	c	7.14	7.18	8.56	7.1	9.08	c	b	b	a	b	0.5	0.5	5.86	8.06	7.01	b	c	b	c	b	0.05	0.05	2.15	0.39	5.89	b	c	b	c	b	4.53	2.92	3.98	2.05	1.53	c	a	c	b	a
x54	1.05	9.82	0.98	0.76	9.93	a	b	b	a	c	3.34	5.44	9.7	5.44	9.18	b	a	c	a	b	4.47	2.48	4.7	2.48	7.4	b	c	b	a	b	5.74	3.75	4.26	3.75	5.66	b	a	a	a	b	9.84	3.56	0.73	4.57	5.27	a	c	a	c	b	3.93	6.33	7.51	4.67	0.29	a	b	a	b	c
x55	9.83	6.53	5.07	5.78	9.22	c	a	a	a	c	5.05	5.93	8.86	3.7	7.79	b	c	c	a	a	3.78	1.78	3.25	3.32	7.4	c	b	b	c	c	0.18	7.08	2.33	6.72	8.16	a	c	c	c	c	5.79	1.36	6.17	6.19	4.55	c	b	c	b	a	6.39	3.47	2.62	6.99	5.62	b	c	c	b	c
x56	9.33	2.4	1.75	2.89	0.56	b	c	b	b	c	6.48	6.56	2.57	4.07	5.67	b	a	b	a	c	4.26	9.86	3.67	7.02	5.51	a	a	c	c	c	9.8	9.82	6.74	1.9	9.15	b	c	b	a	a	5.6	3.53	8.07	0.66	4.65	a	c	b	a	c	3.74	4.46	4.95	3.53	2.41	a	c	a	b	a
x57	2.28	5.75	8.36	7.24	5.38	c	b	a	a	c	3.34	5.44	1.41	5.44	9.39	b	a	c	a	b	6.3	2.48	0.89	2.48	1.37	b	c	a	a	b	8.58	3.75	8.74	3.75	1.95	b	a	b	a	b	1.91	9.39	0.92	0.47	6.22	b	a	c	b	b	6.2	1.13	3.02	6.49	0.07	c	c	b	a	b
x58	8.93	9.47	7.9	1.51	9.18	c	c	b	c	a	0.83	2.21	2.77	6.16	2.62	a	b	c	a	c	3.7	2.62	6.25	1.8	9.38	c	b	c	b	b	1.04	0.28	8.58	6.53	2.03	c	a	a	c	b	3.73	3.88	5.61	9.87	6.27	b	a	b	c	b	0.34	0.42	9.09	4.25	7.08	c	c	b	b	a
x59	5.04	4.92	4.94	4.51	2.65	c	c	a	c	c	5.22	8.6	2.48	1.12	4.79	c	c	c	c	b	7.93	7.3	2.37	8.25	6.6	c	c	c	c	c	5.29	9.6	6.84	2.58	7.15	b	b	b	b	a	9.28	0.99	8.18	4.43	7.18	b	c	c	c	a	8.26	7.22	9.59	2.34	0.68	c	a	a	c	a
x60	6.75	6.53	6.56	7.38	5.7	b	b	c	c	a	3.85	1.61	6.04	4.44	1.39	a	c	c	a	c	2.53	1	7.34	6.94	6.06	b	a	a	a	a	9.86	0.97	0.65	6.04	1.5	c	a	c	b	c	9.01	5.39	7.03	7.26	8.68	b	c	a	b	b	1.55	4.91	8.74	5.88	7.9	b	c	b	b	c
x61	1.55	3.7	4.92	7.85	2.87	b	a	b	b	c	1.32	5.44	9.05	5.44	0.04	b	a	c	a	b	2.34	2.48	2.76	2.48	6.62	b	c	c	a	b	5.51	3.75	0.63	3.75	7.23	b	b	b	a	b	7.46	9.01	8.81	0.84	6.43	a	c	b	a	c	4.57	9.48	2.79	5.11	8.17	c	a	b	b	b
x62	0.77	1.72	1.72	1.5	1.72	b	c	c	c	c	7.68	7.48	7.48	2.38	7.48	b	c	c	b	c	3.24	9.08	9.08	9.33	9.08	a	c	a	b	c	2.25	5.54	5.54	6.53	5.54	b	c	a	c	c	3.16	3.8	5.04	9.95	4.63	c	b	a	c	a	5.81	6.03	6.74	3.1	4.3	b	a	b	c	b
x63	0.25	1.78	2.75	5.4	1.18	c	c	b	c	b	0.44	7.85	1.48	6.02	3.94	c	c	c	c	b	1.85	6.95	3.18	1.85	0.4	c	c	b	c	a	3.46	8.8	7.93	3.46	3.03	c	b	a	a	b	8.36	6.72	2.6	8.36	4.73	b	a	c	a	c	4.8	0.78	2.52	6.04	2.01	a	a	a	c	c
x64	7.67	7.67	8.51	6.7	3.71	c	c	c	c	c	3.77	5.46	4.72	0.72	6.46	a	a	b	c	b	3.4	0.69	7.7	6.92	5.29	c	a	a	c	b	0.5	0.5	2.62	4.54	0.6	b	c	c	c	b	0.05	0.05	0.47	4.25	2.19	c	c	c	c	b	4.49	7.02	1.01	7.71	0.25	b	a	c	c	c
x65	4.27	4.13	9.01	6.23	4.18	c	a	a	b	c	3.48	7.74	2.74	3.16	5.63	a	c	b	c	b	3.35	3.24	4.72	9.25	9.22	c	b	c	c	c	8.64	5.21	8.61	0.34	6.9	b	b	c	a	a	6.71	8.2	6.79	8.73	0.92	a	c	c	a	c	3.42	9.33	9.73	1.64	8.14	b	b	c	b	a
x66	9.73	0.35	4.45	2.52	2.79	a	c	c	a	c	9.32	9.95	9	1.22	7.24	c	c	b	c	c	7.89	5.69	3.58	0.09	8.97	c	a	c	b	c	9.58	8.94	8.8	7.04	0.74	c	a	b	b	a	8.34	6.43	8.65	6.59	6.36	a	b	c	c	b	2.19	9.43	1.93	4.63	4.99	a	c	b	b	c
x67	0.54	9.97	2.42	8.71	3.75	a	b	a	a	a	2.94	6.02	3.01	9.38	6.53	b	c	b	b	a	1.85	2.86	3.52	1.85	0.52	c	c	a	a	c	3.46	1.33	1.28	3.46	6.54	b	a	c	c	c	8.36	6.21	2.54	8.36	3.96	c	a	b	a	a	6.72	3.19	6.67	6.43	0.55	a	b	a	b	c
x68	2.17	5.84	9.23	0.76	5.97	b	a	b	a	c	7.57	5.44	3.96	5.44	7.53	b	c	b	a	b	3.07	2.48	9.05	2.48	4.58	b	a	b	a	b	7.94	3.75	4.48	3.75	3.81	b	b	c	a	b	3.05	4.33	3.49	2.22	4.49	a	c	c	a	b	4.39	7.84	2.98	7.33	4.33	c	b	c	b	c
x69	0.38	1.04	0.27	0.6	1.43	a	c	a	c	c	6.96	5.44	9.39	5.44	4.21	b	c	a	a	b	4.15	2.48	0.32	2.48	4.5	b	a	b	a	b	0.79	3.75	3.03	3.75	1.43	b	b	c	a	b	9.84	4.19	2.6	0.83	9.02	b	b	b	a	a	0.37	2.43	7.93	1.36	2.98	a	a	c	c	c
x70	3.36	9.38	2.7	4.72	1.03	c	c	a	b	b	0.9	6.13	7.77	1.57	4.49	a	b	b	b	b	8.94	3.47	2.96	0.97	3.37	b	c	a	a	a	0.5	0.5	1.99	7.2	0.99	a	c	c	c	b	0.05	0.05	9.69	2.08	4.15	b	c	a	c	b	1.9	0.17	1.29	8.99	0.78	a	c	c	a	a
x71	2.47	1.72	1.72	7.52	1.72	b	c	b	b	c	8.01	7.48	7.48	9.17	7.48	b	c	c	a	c	2.85	9.08	9.08	1.16	9.08	c	c	a	b	c	1.73	5.54	5.54	5.8	5.54	b	c	a	c	c	8.42	1.44	2.64	5.22	6.35	c	c	c	c	b	1.11	1.03	2.09	4.72	6.67	b	a	a	c	c
x72	3.66	1.72	1.72	9.56	1.72	c	c	b	a	c	3.08	7.48	7.48	0.64	7.48	b	c	a	c	c	8.19	9.08	9.08	8.12	9.08	c	c	b	a	c	1.58	5.54	5.54	8.79	5.54	c	c	a	b	c	7.88	1.72	2.69	9.46	5.54	a	c	c	a	b	3.93	6.86	7.32	6.56	3.26	a	c	b	a	a
