X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x10	6.46	3.53	2.3	5.03	1.85	a	a	c	c	a	1.07	1.07	1.07	7.32	7.51	c	a	b	a	c	7.88	7.88	7.88	3.38	8.85	c	a	a	b	c	9.48	9.48	9.48	3.57	5.72	b	a	b	b	c	1.83	1.83	1.83	7.61	5.45	a	a	c	b	c	3.06	6.54	1.44	6.12	6.01	b	a	a	c	c
x11	1.5	3.39	2.1	0.6	3.67	b	c	c	a	c	5.09	5.49	0.22	2.22	0.21	b	c	c	c	c	8.02	9.4	2.85	4.33	3.39	a	c	c	c	b	3.6	5.44	2.25	8.66	1.23	a	c	c	c	a	9.99	1.81	5.12	8.76	9.46	b	c	c	c	c	1.22	8.23	9.34	0.67	7.18	a	a	c	c	b
x12	8.07	1.82	5.32	3.79	0.54	a	a	b	a	b	7.98	2.77	5.47	8.28	8.28	b	c	b	c	b	4.58	1.97	7.56	6.08	2.54	c	b	b	c	b	5.45	8.51	9.19	0.42	0.78	a	b	a	b	c	1.23	0.13	3.02	0.4	3.1	c	a	a	c	a	2.22	6.21	1.61	9.05	8.2	c	c	c	c	a
x13	8.94	8.12	7.76	1.13	1.97	a	b	a	b	b	3.91	3.31	1.5	9.54	0.45	c	c	c	c	a	5.4	2.92	9.93	7.17	8.21	a	c	c	c	a	0.78	5.53	1.77	8.45	7.22	a	c	c	c	c	1.37	2.98	2.67	7.05	2.52	a	c	c	c	c	0.76	6.27	6.42	9.83	7.51	b	b	c	b	c
x14	9.72	1.06	7.71	9.31	2.72	a	b	b	a	a	1.88	6.36	4.73	5.85	9.63	a	b	b	b	b	8.98	4.33	6.61	7.18	9.28	a	a	a	c	c	4.36	9.42	4.12	5.49	9.42	b	a	b	c	a	9.1	0.26	3.33	9.55	4.27	c	b	a	c	a	5.28	3.95	0.94	1.78	3.46	c	a	a	a	c
x15	9.28	6.71	7.13	8.19	3.43	b	a	a	b	c	1.07	1.07	1.07	0.19	9.87	c	a	c	a	c	7.88	7.88	7.88	9.28	0.16	c	a	b	b	c	9.48	9.48	9.48	8.14	5.7	a	a	a	a	c	1.83	1.83	1.83	5.87	3.18	a	a	a	c	c	8.71	5.98	9.26	3.14	6.86	a	c	b	a	c
x16	6.29	6.88	1.17	6.37	5.95	c	b	c	a	c	4.02	9.96	5.88	6.56	5.16	a	b	b	b	b	2.15	4.26	8	6.61	5.61	b	b	c	b	b	5.23	1.92	1.07	0.13	1.02	a	c	c	a	a	6.87	6.18	5.54	9.99	7.36	a	c	a	c	a	3.15	5.9	1.82	0.1	8.53	b	a	a	b	a
x17	9.11	6.77	2.59	7.13	7.96	a	a	c	a	b	2.01	3.8	0.26	0.32	0.71	a	c	c	c	c	4.96	0.27	5.28	5.92	1.58	c	c	c	c	c	8.83	4.6	3.55	4.66	6.9	a	c	a	c	a	9.19	3.84	6.15	6.17	9.68	a	c	a	c	c	6.29	8.6	9.68	4.98	8.49	b	c	b	c	a
x18	7.86	0.98	8.11	6.22	8.2	c	a	c	b	b	7.86	2.6	8.11	6.22	5.54	c	b	c	b	b	2.84	7.83	2.93	4.67	3.57	a	c	b	a	c	9.35	1.63	5.38	0.56	6.22	a	b	b	c	c	6.82	0.61	8.12	7.19	6.15	a	c	c	b	b	7.19	6.43	6.81	0.27	1.39	a	a	c	b	a
x19	8.13	4.75	3.53	8.77	3.01	a	b	a	c	a	8.46	1.78	8.43	4.17	7.4	b	b	a	a	c	1.85	7.82	4.48	6.88	3.92	b	c	c	a	c	2.06	3.95	4.53	3.1	6.15	c	b	c	c	c	4.93	5.57	9.08	1.58	6.02	a	a	c	b	c	2.75	9.59	1.53	2.03	3.11	b	a	c	a	a
x20	6	1.7	3.48	3.4	9.64	c	c	c	a	c	1.25	1.7	3.46	3.4	9.64	a	b	b	a	c	5.99	1.7	5.21	3.4	9.64	b	a	c	c	c	8.37	1.7	8.73	3.4	9.64	b	b	b	a	c	8.74	1.88	6.62	6.72	8.88	c	b	a	c	a	7.18	5.37	0.05	2.81	1	b	b	a	a	a
x21	3.78	8.87	3.17	0.6	9.93	a	a	a	a	c	5.19	9.89	9.74	0.43	7.64	a	b	c	b	b	8.77	7.51	7.67	2.2	8.61	a	b	a	c	c	5.8	0.57	0.65	8.8	5.45	a	c	a	b	a	3.74	4	2.1	3.35	5.77	c	b	c	c	c	8.55	6.32	6.85	6.4	1.9	c	b	a	a	c
x22	0.6	0.1	4.95	5.24	0.24	b	c	c	b	c	1.07	1.07	1.07	6.19	5.46	a	a	b	a	c	7.88	7.88	7.88	3.99	7.22	a	a	c	b	c	9.48	9.48	9.48	5.59	1.12	b	a	c	a	c	1.83	1.83	1.83	6.49	5.09	c	a	c	a	c	6.59	0.37	7.57	9.47	1.13	b	b	c	c	a
x23	7.86	4.83	8.11	6.22	7.06	c	c	c	a	b	7.86	2.92	8.11	6.22	2.39	c	c	c	b	b	8.49	5.98	5.35	3.7	7.91	c	a	b	b	c	7.7	1.38	2.48	5.54	9.18	a	a	c	a	c	8.83	8.15	4.65	9.72	0.84	a	a	b	c	a	6.95	7	6.59	8.18	3.55	c	a	b	c	a
x24	1.9	1.7	2.13	3.4	9.64	b	c	a	b	b	0.29	1.7	0.06	3.4	9.64	b	b	a	a	a	6.27	1.7	2.98	3.4	9.64	a	c	a	b	b	5.41	1.7	4.37	3.4	9.64	b	a	c	b	a	2.04	0.22	9.51	0.63	2.78	b	a	b	b	b	6.22	7.17	1.59	6.87	4.99	b	c	a	b	a
x25	1.09	1.09	7.97	0.8	1.09	a	b	c	b	a	1.63	1.63	8.05	2.75	1.63	c	b	c	c	a	0.93	0.93	1.21	2.5	0.93	a	b	c	c	a	9.82	9.82	1.44	5.54	9.82	b	b	c	b	a	0.44	6.16	6.98	6.55	9.24	b	a	a	c	c	4.74	8.41	0.86	4.87	6.59	b	c	b	b	b
x26	1.12	5.25	6.63	4.42	9.67	a	b	a	c	a	2.29	9.48	6.81	5.05	8.32	a	c	a	c	a	2.68	1.83	6.99	0.35	8.21	c	c	b	c	c	7.07	7.61	4.56	9.68	1.03	c	c	b	c	b	3.32	8.85	9.28	5.2	0.81	b	c	b	c	b	1.7	8.25	2.54	2.72	7.63	a	a	c	a	c
x27	5.89	8.02	9.33	4.55	9.94	b	a	c	b	a	9.05	4.57	5.58	0.07	2.81	a	c	c	c	a	5.11	7.49	8.11	3.46	8.28	c	c	b	c	a	5.76	0.35	8.6	1.24	8.6	b	c	b	c	c	4.38	6.09	7.76	0.86	4.2	a	c	c	c	b	1.28	3.75	6.93	4.73	4.1	c	a	c	b	b
x28	4.72	7.73	3.84	0.35	2.81	a	a	c	c	c	1.07	1.07	1.07	2.63	1.32	a	a	a	a	c	7.88	7.88	7.88	2.54	3.05	a	a	b	b	c	9.48	9.48	9.48	3.3	8.93	a	a	c	c	c	1.83	1.83	1.83	4.34	3.26	a	a	c	c	c	4.76	9.54	2.05	5.94	5.26	c	b	a	b	b
x29	1.28	2.2	6.83	7.48	4.96	b	c	c	c	c	1.07	1.07	1.07	7.7	6.98	c	a	a	c	c	7.88	7.88	7.88	8.13	4.05	b	a	c	b	c	9.48	9.48	9.48	5.74	3	b	a	a	c	c	1.83	1.83	1.83	2.4	5.72	a	a	b	b	c	0.91	1.05	7.98	4.8	0.6	a	a	b	c	a
x30	5.28	1.7	9.66	3.4	9.64	b	b	c	c	b	7.65	1.7	0.71	3.4	9.64	b	b	c	b	b	1.28	1.7	6.22	3.4	9.64	c	a	a	c	c	3.13	1.7	3.74	3.4	9.64	c	a	b	c	b	3.15	6.08	5.33	0.2	9.72	c	a	a	a	b	8.62	5.67	6.07	1.69	9.67	a	b	b	a	b
x31	1.74	1.7	8.71	3.4	9.64	c	b	a	a	b	7.21	1.7	9.01	3.4	9.64	b	c	a	c	a	6.42	1.7	0.72	3.4	9.64	b	c	c	c	a	4.69	1.7	4.05	3.4	9.64	b	c	c	c	b	6.48	1.54	0.24	9.03	8.48	c	c	b	c	b	2.83	1.54	5.96	6.17	0.35	a	c	a	b	c
x32	9.58	2.14	0.5	0.5	0.5	b	c	b	c	c	3.17	4.96	5.5	5.5	5.5	b	b	b	c	c	4.07	0.76	9.25	9.25	9.25	c	a	b	c	c	3.04	6.2	0.41	2.59	5.37	b	b	c	c	b	5.2	2.55	4.56	7.22	3.76	b	b	c	c	b	6.76	9.89	3.23	2.87	7.8	c	c	b	c	b
x33	9.48	0.29	0.5	0.5	0.5	a	c	b	c	c	9.68	4.67	5.5	5.5	5.5	c	c	b	c	c	3.02	0.75	9.25	9.25	9.25	c	c	b	c	c	3.89	5.71	6.82	3.72	9.12	a	a	b	b	a	4.35	9.75	0.63	3.2	4.85	a	a	a	b	c	0.57	9.27	0.87	5.99	7.26	c	b	c	b	b
x34	0.25	1.7	3.41	3.4	9.64	b	b	c	c	c	4.27	1.7	6.81	3.4	9.64	b	b	c	a	a	9.83	1.7	5.79	3.4	9.64	b	b	a	a	b	6.94	1.7	4.32	3.4	9.64	b	a	b	a	a	6.09	2.68	8.89	7.22	3.63	c	a	a	c	c	2.01	0.34	1.04	8.83	9.46	b	a	c	b	b
x35	4.89	1.41	8.13	4.62	5.4	b	a	b	c	a	7.91	6.35	2.66	6.35	2.42	b	c	a	c	c	0.96	3.53	9.33	8.03	7.96	a	c	c	c	b	8.51	0.54	8.19	1.89	6.12	c	c	a	c	c	2.1	4.73	9.9	4.84	5.97	b	c	c	c	b	7.81	7	2.31	4.38	4.99	a	c	c	a	a
x36	6.5	5.54	5.65	5.61	1.02	a	a	c	c	b	3.49	3.15	3.08	0.81	9.68	b	c	a	b	c	7.96	6.94	2.32	5.76	6.21	b	c	c	a	b	9.12	3.45	1.4	9.43	8.27	c	a	c	a	a	5.75	9.02	3.58	3.51	8.76	c	c	b	a	a	1.11	0.91	1.36	0.27	0.22	c	c	a	a	c
x37	7.87	3.16	7.46	9.06	7.54	c	a	c	b	c	7.27	6.87	1.39	7.92	0.8	c	c	b	c	a	9.87	1.96	6.4	0.16	3.64	c	c	a	c	c	1.39	2.59	6.97	8.71	4.79	c	c	a	c	a	9.75	0.72	0.91	4.02	8.76	a	c	a	c	a	6.27	8.86	2.05	2.46	9.04	b	a	a	b	a
x38	1.39	5.22	7.6	1.56	8.39	c	b	b	a	b	1.07	1.07	1.07	1.24	0.4	b	a	c	b	c	7.88	7.88	7.88	0.3	5.47	a	a	a	b	c	9.48	9.48	9.48	6.89	5.2	c	a	a	c	c	1.83	1.83	1.83	9.16	2.63	b	a	c	a	c	0.87	3.21	4.42	5.25	0.65	b	c	a	a	a
x39	1.09	1.09	6.47	1.12	1.09	b	b	c	b	a	1.63	1.63	7.66	4.75	1.63	b	b	c	a	a	0.93	0.93	4.26	4.45	0.93	c	b	c	c	a	9.82	9.82	7.23	9.69	9.82	b	b	c	c	a	1.95	2.64	4.36	9.21	3.81	c	b	a	b	a	0.22	1.9	3.58	6.16	6.11	c	c	c	b	b
x40	7.86	9.21	8.11	6.22	5.25	c	b	c	a	b	7.86	1.93	8.11	6.22	1.67	c	b	c	c	b	1.64	7.53	8.14	7.53	1.13	a	a	a	a	b	6.34	2	5.09	4.38	6.71	a	a	b	a	c	8.98	6.67	7.95	5.79	2.48	b	a	c	b	b	6.98	3.5	9.81	5.23	0.31	b	c	a	a	c
x41	7.86	8.36	8.11	6.22	3.94	c	c	c	b	b	7.86	0.23	8.11	6.22	4.42	c	a	c	b	b	1.72	3.12	4.18	9.85	7.61	c	a	c	a	a	2.96	8.44	4.93	2.73	2.57	c	c	b	c	c	7.96	0.67	6.9	6.63	1.03	a	c	c	a	a	8.16	1.92	7.9	9	1.95	c	c	b	b	a
x42	7.86	8.92	8.11	6.22	0.88	c	c	c	c	b	7.86	3.98	8.11	6.22	1.73	c	a	c	c	b	5.82	2.99	0.56	6.78	3.33	c	a	a	a	c	9.56	3.03	7.29	2.68	7.9	c	a	c	c	c	1.14	3.54	3.15	8.41	5.88	c	b	a	a	b	4.98	6.67	9.98	5.23	0.36	c	b	a	a	b
x43	2.19	3.65	1.52	2.41	5.86	b	a	a	c	c	8.93	0.98	4.8	8.05	1.47	c	c	b	a	c	6.4	6.13	2.36	2.4	9.67	a	c	b	c	a	6.15	9.29	1.39	2.59	3.53	b	c	c	c	a	7.63	2.45	5.91	3.89	7.81	b	c	b	c	a	6.01	1.64	7.41	9.32	7.49	b	a	a	a	b
x44	1.04	1.7	9.28	3.4	9.64	c	a	b	c	c	7.01	1.7	2.54	3.4	9.64	a	b	b	b	a	6.99	1.7	4.51	3.4	9.64	a	a	b	c	c	9.94	1.7	1.41	3.4	9.64	b	b	a	c	b	5.29	4.87	2	5.91	5.33	c	a	b	c	a	7.93	3.99	3.84	8.33	3.57	a	b	b	c	c
x45	7.86	2.65	8.11	6.22	9.92	c	b	c	a	b	7.86	6.51	8.11	6.22	3.79	c	c	c	c	b	2.05	4.13	3.43	8.91	6.05	a	c	c	c	a	9.62	7.57	5.38	6.78	6.54	a	c	b	c	b	2.2	1.21	5.53	4.64	7.05	b	c	c	c	c	3.87	8.16	7.91	4.15	1.11	a	b	a	a	a
x46	7.86	3.48	8.11	6.22	5.05	c	c	c	a	b	7.86	1.82	8.11	6.22	1.46	c	c	c	c	b	0.58	2.36	0.9	9.49	2.22	b	c	c	c	c	6.16	4.63	8.03	8.62	5.42	c	c	c	c	b	4.31	1.61	7.74	4.36	3.89	b	c	a	c	b	8.29	4.09	7.92	5.04	3.04	a	c	c	c	b
x47	1.09	1.09	8.9	6.83	1.09	b	b	c	b	a	1.63	1.63	9.75	9.42	1.63	b	b	c	b	a	0.93	0.93	3.97	5.77	0.93	c	b	c	a	a	9.82	9.82	2.3	5.16	9.82	c	b	c	b	a	0.46	0.38	4.19	9.22	6.82	b	b	a	a	c	4.42	0.26	3.23	7.44	6.95	c	c	c	a	a
x48	1.09	1.09	2.06	3.8	1.09	c	b	c	a	a	1.63	1.63	1.98	4.16	1.63	a	b	c	c	a	0.93	0.93	9.37	8.27	0.93	b	b	c	b	a	9.82	9.82	4.71	4.29	9.82	a	b	c	a	a	1.55	7.72	1.14	4.42	4.66	b	c	a	a	b	1.01	8.87	8.53	9.88	5.92	c	b	b	c	b
x49	6.59	1.7	4.35	3.4	9.64	c	c	b	a	a	8.01	1.7	8.67	3.4	9.64	a	b	c	b	b	1.13	1.7	5.07	3.4	9.64	c	b	c	c	c	8.39	1.7	5.52	3.4	9.64	b	a	b	b	a	4.92	7.34	8.28	8.03	5.06	b	a	b	a	c	3.19	3.47	8.86	1.32	9.62	b	a	a	c	c
x50	2.19	1.7	7.62	3.4	9.64	c	a	b	a	a	6.84	1.7	7.7	3.4	9.64	a	c	b	c	b	8.85	1.7	0.79	3.4	9.64	c	c	c	c	a	2.99	1.7	6.39	3.4	9.64	a	c	b	c	c	8.41	4.67	8.7	4	9.98	c	c	a	c	c	6.07	8.7	7.42	3.9	6	b	a	c	c	a
x51	1.09	1.09	1.37	7.92	1.09	c	b	c	a	a	1.63	1.63	8.5	4.46	1.63	a	b	c	a	a	0.93	0.93	8.84	4.27	0.93	a	b	c	b	a	9.82	9.82	6.37	4.34	9.82	a	b	c	a	a	8.61	5.1	3.63	3.98	7.7	c	b	a	c	a	5.46	5.23	4.81	9.55	5.72	b	a	c	b	b
x52	6.16	0.75	8.4	7.03	5.08	a	b	c	b	c	1.07	1.07	1.07	4.43	2.49	a	a	a	b	c	7.88	7.88	7.88	9.37	5.56	b	a	b	c	c	9.48	9.48	9.48	1.42	5.25	c	a	a	a	c	1.83	1.83	1.83	6.81	4.27	a	a	b	a	c	1.14	0.17	2.81	6.86	3.1	a	b	b	a	c
x53	1.09	1.09	4.99	7.63	1.09	b	b	c	a	a	1.63	1.63	1.86	4.28	1.63	c	b	c	c	a	0.93	0.93	7.64	5.02	0.93	c	b	c	a	a	9.82	9.82	8.62	7.9	9.82	b	b	c	a	a	1.98	4.71	7.46	9.83	4.62	a	b	c	b	b	4.78	9.08	7.65	4.26	2	b	b	a	b	c
x54	1.03	2.91	1.77	8.95	5.32	b	b	c	a	a	1.07	1.07	1.07	8.4	3.52	c	a	a	b	c	7.88	7.88	7.88	9.14	8.71	c	a	a	c	c	9.48	9.48	9.48	7.91	4.04	b	a	c	b	c	1.83	1.83	1.83	2.77	6.63	b	a	c	b	c	1.53	5.35	6.28	1.53	4	b	c	a	a	b
x55	7.86	5.75	8.11	6.22	4.61	c	b	c	b	b	7.86	9.17	8.11	6.22	1.67	c	b	c	a	b	8.09	1.79	2.73	5.46	0.02	a	c	a	b	c	8.05	9.22	7.03	2.13	6.12	c	c	a	a	c	3.99	7.19	6.54	9.83	2.45	a	c	a	b	b	5.8	5.35	2.72	1.04	8.6	b	b	b	a	a
x56	1.47	0.28	6.18	7.35	9.39	a	b	a	c	c	1.07	1.07	1.07	6.39	7.32	c	a	a	c	c	7.88	7.88	7.88	6.44	9.12	b	a	a	a	c	9.48	9.48	9.48	6.45	0.14	a	a	c	b	c	1.83	1.83	1.83	8.9	3.64	c	a	b	c	c	6.7	2.72	2.02	0.22	8.57	b	b	a	a	b
x57	7.28	0.57	0.84	7.13	3.52	c	c	b	b	a	1.07	1.07	1.07	6.77	7.84	a	a	b	a	c	7.88	7.88	7.88	4.44	9.2	a	a	c	b	c	9.48	9.48	9.48	6.65	9.47	c	a	c	a	c	1.83	1.83	1.83	3.1	1.42	a	a	c	a	c	7.52	0.08	5.37	9.33	9.3	a	b	b	a	b
x58	5.37	9.16	4.94	3.97	9.06	a	b	c	c	a	1.07	1.07	1.07	8.27	3.73	c	a	a	a	c	7.88	7.88	7.88	7.58	4.86	a	a	b	b	c	9.48	9.48	9.48	0.71	2.25	c	a	a	b	c	1.83	1.83	1.83	3.26	6.41	c	a	c	b	c	6.2	1.56	1.48	4.05	2.06	a	c	b	b	a
x59	8.11	6.7	9.63	7.86	4.84	c	a	a	c	b	1.13	7.81	2.99	0.83	7.61	c	c	c	c	c	5.38	8.55	5.91	3.23	3.57	a	c	b	c	c	8.13	4.38	3.18	8.99	2.9	b	c	b	c	b	7.13	9.2	6.21	3.93	0.32	b	c	a	c	b	3.9	8.08	3.24	0.89	4.44	a	b	c	b	c
x60	7.2	1.7	5.68	3.4	9.64	a	c	c	a	b	6.31	1.7	4.85	3.4	9.64	a	b	c	c	a	2.56	1.7	3.98	3.4	9.64	c	b	c	a	c	7.11	1.7	1.93	3.4	9.64	c	b	b	a	a	4.86	6.47	9.66	1.53	5.38	b	b	b	b	b	6.79	9.93	2.02	4.67	0.25	a	b	c	c	b
x61	1.09	1.09	6.9	9.23	1.09	c	b	c	a	a	1.63	1.63	4.78	0.05	1.63	a	b	c	a	a	0.93	0.93	1.44	8.54	0.93	a	b	c	a	a	9.82	9.82	6.85	9.11	9.82	a	b	c	a	a	8.39	3.49	2.51	6.35	9.16	a	a	b	a	c	8.34	7.23	5.75	6.71	7.21	b	c	a	b	a
x62	7.84	2.28	2.87	6.99	1.4	c	a	c	c	a	4.37	1.05	0.34	7.09	1.57	c	a	c	b	c	8.38	3.31	5.44	4.57	6.45	b	c	c	b	b	5.56	3.28	6.31	1.14	8.31	b	c	b	b	b	3.63	8.83	6.5	7.13	9.74	b	c	c	c	c	6.18	3.43	7.25	4.75	9.59	a	c	a	b	c
x63	7.55	6.72	7.8	5.11	7.81	c	b	a	c	c	0.42	6.77	8.56	3.54	7.7	b	a	b	b	c	0.8	3	9.65	7.96	3.65	b	c	c	a	b	5.42	5.2	8.41	7.87	7.04	c	c	c	c	a	2.8	3.94	3.79	8	7.26	b	b	b	c	c	7.19	4.5	0.41	5.56	4.82	c	b	c	b	a
x64	1.78	1.7	5.97	3.4	9.64	b	b	a	c	a	2.27	1.7	6.57	3.4	9.64	c	c	b	a	b	0.11	1.7	8.89	3.4	9.64	a	a	a	a	b	3.43	1.7	4.51	3.4	9.64	b	b	a	b	b	1.18	9.75	2	2.27	1.14	a	c	c	c	c	2.11	9.96	5.99	2.36	9.33	c	a	c	c	c
x65	4.74	2.94	1.29	0.89	9.25	c	c	a	a	b	1.07	1.07	1.07	5.17	3.1	c	a	b	a	c	7.88	7.88	7.88	7.33	5.35	b	a	b	a	c	9.48	9.48	9.48	7.83	9.16	a	a	c	c	c	1.83	1.83	1.83	1.17	7.43	a	a	c	a	c	9.28	6.39	9.14	7.67	1.45	c	b	c	c	c
x66	6.02	9.32	9.99	7.93	0.12	a	a	c	b	a	4.6	8.29	6.47	2.31	8.54	b	b	b	a	a	8.06	7.73	6.86	7.23	4.13	a	c	c	b	c	1.58	2.85	7.4	5.77	9.87	a	a	a	a	c	6.89	6.05	8.76	2.86	6.66	c	b	b	a	a	1.25	3.2	6.47	0.15	6.2	b	a	c	b	b
x67	1.03	1.99	7.86	2.04	8.4	b	b	b	b	a	7.65	9.4	8.73	0.57	8.65	c	c	a	c	c	9.53	1.96	2.97	9.46	8.2	c	c	a	c	a	1.45	5.27	5.92	3.63	4.37	c	c	b	c	c	1.85	4.26	4.22	6.71	0.91	c	c	b	c	c	4.24	5.14	3.89	6.25	5.98	c	b	c	a	c
x68	7.29	7.72	6.43	2.55	5.82	a	b	c	b	c	1.07	1.07	1.07	9.25	8.36	a	a	c	a	c	7.88	7.88	7.88	8.28	6.38	a	a	c	a	c	9.48	9.48	9.48	7.29	3.42	b	a	a	c	c	1.83	1.83	1.83	1.66	3.87	a	a	a	a	c	4.96	0.27	6.46	8.71	3.5	b	b	a	c	a
x69	3.3	9.97	3.22	6.52	5.35	b	a	c	b	c	7.8	1.97	0.52	9.28	3.12	b	c	c	c	a	0.07	5.5	9.28	9.67	9.17	b	c	a	c	a	3.35	7.95	2.47	9.54	3.1	a	c	b	c	c	8.34	2.52	8.04	1.95	7.5	a	c	b	c	a	3.88	4.46	3.63	7.99	9.07	a	b	b	b	a
x70	6.71	4.54	0.5	0.5	0.5	a	a	b	c	c	9.67	9.36	5.5	5.5	5.5	c	a	b	c	c	2.88	7.93	9.25	9.25	9.25	b	c	b	c	c	7.43	2.26	0.65	5.59	1.6	a	b	c	b	b	8.16	0.5	0.57	5.22	1.11	a	c	a	b	c	1.7	7.37	7.82	1.85	5.02	b	c	c	c	a
x71	1.09	1.09	0.86	9.69	1.09	c	b	c	a	a	1.63	1.63	6.54	8.39	1.63	b	b	c	c	a	0.93	0.93	9.5	1.12	0.93	a	b	c	b	a	9.82	9.82	1.49	2.35	9.82	b	b	c	c	a	5.12	7.17	7.87	2.93	1.53	a	c	c	c	a	6.83	5.66	3.03	6.83	5.56	c	a	b	c	c
x72	5.14	7.41	1.6	9.57	6.65	c	c	b	c	c	2.31	8.44	2.18	8.71	9.04	a	c	b	c	c	8.56	1.58	9.7	8.56	1.75	a	c	c	c	a	4.51	9.11	5.4	6.22	6.98	a	c	c	c	c	4.25	1.3	1.13	3.39	5.94	c	c	b	c	a	4.66	9.85	8.09	4.06	2.67	b	a	b	c	c
