X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x10	9.35	4.27	4.51	8.79	2.53	a	b	a	a	c	9.57	7.27	4.46	4.31	8.52	a	c	c	c	b	4.11	6.27	2	5.39	6.39	c	a	a	c	a	4.25	8.75	4.31	6.58	5.09	b	c	b	b	a
x11	2.35	5.73	7	2.21	1.39	a	a	c	a	a	5.61	8.86	4.72	8.39	3.45	a	c	a	c	b	6.87	2.17	2.85	7.51	4.15	a	c	a	c	b	4.65	3.89	0.6	9.01	9.39	a	c	a	c	a
x12	6.14	1	3.75	2.76	1.61	a	b	a	c	c	1.19	1.7	9.61	8.33	2.11	a	c	a	a	b	0.8	9.24	9.24	8.74	6.41	a	c	a	b	b	3	1.49	9.88	1.14	3.55	b	b	c	a	a
x13	7.46	7.33	8.9	2.74	7.33	a	c	c	a	c	6.52	4.89	1.76	8.59	4.89	a	b	a	a	b	8.39	8	4.11	6.04	6.02	a	c	a	b	b	4.73	6.17	6.23	5.05	2.41	a	a	c	c	a
x14	4.08	0.37	2.83	3.37	7.58	b	b	a	b	c	1.82	5.05	4.13	6.73	9.74	a	b	a	b	b	8.18	8.79	5.65	2.18	9.92	a	b	a	b	b	6.85	3.5	0.23	1.29	0.81	b	a	c	b	c
x15	9.5	9.61	2.12	6.33	8.96	a	c	c	b	c	4.28	3.95	1.74	0.8	9.22	a	c	a	c	c	8.38	1.02	2.53	4.37	0.97	a	a	c	b	b	1.69	4.94	4.85	6.51	0.26	c	c	c	a	a
x16	0.39	7.54	6.15	7.12	8.94	b	a	c	c	a	7.41	1.32	4.29	5.22	8.64	c	a	c	a	b	7.41	9.9	2.81	5.22	9.64	c	b	a	a	a	5.52	7.21	3.23	9.78	2.47	b	c	b	a	c
x17	0.05	7.35	5.01	4.7	7.11	b	b	c	b	b	4.65	5.2	7.07	0.48	4.56	c	a	c	a	a	3.38	0.65	5.4	6.96	9.93	c	a	c	b	b	5.71	6.39	9.81	6.12	2.87	b	a	b	c	c
x18	1.3	6.96	5.75	1.67	4.27	c	a	c	c	a	7.85	4.94	0.18	3.41	1.87	b	c	a	c	c	5.6	2.18	9.65	4.48	2.88	b	c	b	a	b	1.7	3.94	7.85	2.74	5.7	b	b	a	a	c
x19	1.64	2.18	8.95	4.01	0.41	c	a	c	b	b	1.31	1.88	6.85	8.6	9.49	a	a	a	a	b	0.83	2.86	1.19	6.7	7.66	a	b	a	b	b	2.88	5.71	1	8.23	5.17	b	a	c	c	a
x20	3.78	2.86	5.26	3.8	2.47	a	b	b	b	c	8.79	6.71	0.59	8.19	8.18	a	c	c	c	c	9.35	2.62	2.51	8.19	4.55	c	c	b	b	c	5.57	1.56	8.81	1.07	8.59	c	b	b	b	b
x21	6.27	0.08	4.25	5.71	6.76	b	c	b	a	c	7.7	3.76	1.63	0.57	0.96	a	a	a	c	b	2.5	9.56	3.19	2.44	4.97	a	c	c	c	c	5.72	1.89	1.08	4.62	7	c	b	b	b	c
x22	1.15	4.5	0.82	7.76	7.02	b	b	c	c	b	6.87	9.5	2.12	2.42	6.42	b	c	b	c	a	3.5	6.9	9.41	4.38	3.03	b	b	b	b	b	0.12	9.09	8.46	2.56	7.39	a	b	b	a	b
x23	1.73	3.79	6.7	4.34	9.54	a	c	b	b	b	5.24	7.91	5.32	9.7	0.87	a	b	a	a	b	8.81	1.82	1.89	2.3	4.33	c	a	c	b	b	1.95	2.84	4.27	9.29	0.99	c	c	a	b	b
x24	8.65	7.33	9.85	1.29	7.33	b	a	b	c	c	7.41	4.89	5.82	5.22	4.89	c	c	c	a	c	7.41	1.87	5.08	5.22	4.89	c	b	a	a	b	7.52	9.83	7.57	0.53	7.42	c	a	b	b	a
x25	7.25	1.06	9.56	8.86	4.72	b	c	a	c	b	7.41	0.5	1.63	5.22	4.94	c	a	a	a	b	7.41	5.3	6.24	5.22	1.6	c	b	b	a	c	0.26	8.64	0.41	8.48	0.83	c	c	c	c	c
x26	3.75	2.63	9.89	6.96	6.54	c	c	a	c	c	0.24	6.48	0.1	7.24	4.17	c	b	c	b	a	8.32	6.51	0.88	3.46	0.56	b	a	b	c	c	4.17	9.75	6.69	2.82	6.46	a	b	a	c	a
x27	5.28	6.85	4.63	3.91	5.01	a	b	c	b	c	7.41	9.95	5.77	5.22	8.09	c	c	a	a	a	7.41	6.58	2.71	5.22	2.32	c	b	b	a	c	5.05	1.95	9.61	0.45	6.46	c	c	a	c	c
x28	5.41	8.13	9.13	9.39	5.48	c	a	b	b	c	3.3	0.23	8.79	0.75	1.43	a	c	c	c	b	0.67	4.19	6.06	7.98	2.64	a	c	b	c	a	5.92	9.76	9.8	6.45	2.94	c	a	c	c	c
x29	7.64	7.33	1.44	7.06	7.33	a	a	b	b	b	5.47	4.89	4.72	6.8	4.89	b	a	a	a	b	4.57	7.42	3.8	7.04	2.71	b	c	a	c	c	0.17	4.56	8.32	0.47	0.75	b	c	b	c	b
x30	9.85	4.98	4.84	3.37	4.84	b	b	a	b	b	7.29	1.7	8.24	8.48	0.49	c	a	a	c	c	1.51	3.51	2	8.08	5.54	c	b	c	a	c	6.88	2.05	4.79	1.78	3.87	c	b	c	a	b
x31	8.36	4.87	9.88	4.64	5.82	a	b	b	b	a	1.9	1.81	7.01	6.4	8.07	b	c	c	a	b	6.07	0.89	0.85	5.66	7.85	c	b	a	a	a	9.11	8.42	7.89	5	7.11	c	a	a	c	b
x32	1.08	4.06	3.16	2.93	1.19	a	a	c	c	c	4.25	4.7	0.73	2.16	7.21	a	b	a	a	b	9.88	7.44	9.56	1.88	4.04	a	c	a	b	b	7.34	2.39	6.83	9.05	7.06	b	a	c	a	a
x33	5.4	7.33	2.56	0.35	7.33	c	b	a	c	a	7.41	4.89	7.05	5.22	4.89	c	b	b	a	b	7.41	2.67	4.89	5.22	4.78	c	a	b	a	b	1.48	8.43	2.06	8.2	8.93	c	b	a	c	c
x34	9.1	0.12	2.27	6.97	5.47	b	c	b	b	c	1.45	6.94	7.93	3.82	1.09	a	b	b	b	a	4.69	4.46	1.59	6.67	8.92	c	c	c	c	c	2.53	3.43	1.95	5.23	9.06	b	c	c	c	b
x35	0.88	0.71	6.72	3.35	6.68	c	b	c	a	c	7.41	4.9	2.34	5.22	0.6	c	c	c	a	a	7.41	7.35	2.02	5.22	4.41	c	c	b	a	a	0.87	8.8	2.7	2.64	7.9	c	b	a	a	b
x36	7.6	3.54	7.23	7	5.24	c	a	a	c	c	7.41	6.61	5.01	5.22	8.04	c	a	b	a	b	7.41	3.67	2.49	5.22	1.08	c	c	b	a	a	1.23	3.87	0.79	3.57	9.41	b	b	b	a	c
x37	6.69	5.16	7.86	3.13	5.61	c	b	b	c	a	4.4	3.01	9.4	7.24	0.36	b	a	b	a	b	2.86	1.11	5.83	3.05	8.24	c	c	a	a	c	1.69	0.77	8.19	0.18	0.3	b	b	a	b	b
x38	3.34	0.1	0.86	1.85	1.94	c	a	c	c	b	0.22	3.86	1.97	3.24	0.2	c	a	b	b	b	6.49	7.59	8.58	0.33	7.8	a	b	b	a	a	5.39	3.73	3.86	6.22	2.06	b	a	a	c	a
x39	9.36	5.43	7.56	8.78	9.35	b	a	c	b	a	8.76	5.25	7.8	4.89	8.38	b	b	b	c	b	0.78	9.5	5.5	4.38	5.54	c	c	c	a	a	8.51	2.43	5.6	5.17	0.84	c	b	b	b	a
x40	0.4	7.33	7.72	1.77	7.33	c	c	a	c	c	5.11	4.89	0.56	6.65	4.89	a	a	a	c	c	4.68	0.84	5.54	2.55	0.21	a	a	b	c	c	5.86	3.29	0.09	8.38	6.84	a	a	a	c	b
x41	7.4	7.63	6.68	0.89	1.89	b	b	c	a	a	8.6	4.62	6.35	9.63	7.08	c	a	c	b	c	5.6	1.74	6.59	8.4	4.82	c	a	c	a	a	6.17	8.7	3.03	5.17	9.17	b	a	a	a	b
x42	5.58	3.39	8.49	6.93	0.65	b	c	c	a	b	1.52	8.41	7.56	5.77	2.29	c	c	b	b	b	8.03	2.35	5.58	5.78	0.06	b	b	b	b	b	7.48	1.57	6.63	2.55	8.62	c	a	c	b	a
x43	8.47	4.23	3.19	0.82	7.68	a	a	b	c	c	0.22	4.15	9.89	3.14	8.35	b	a	c	c	c	3.07	3.26	5	4.64	5.88	b	b	c	c	a	1.32	2.34	1.86	9.87	8.46	b	c	a	b	b
x44	6.43	2.41	1.92	2.35	2.92	b	a	b	b	a	4.67	0.92	3.1	6.41	5.42	a	b	a	b	b	3.19	8.29	8.15	9.79	4.19	a	b	a	a	b	0.21	3.2	8.62	8.21	9.22	a	b	c	b	b
x45	7.56	2.15	8.37	0.99	7.95	b	a	a	c	c	6.26	3.37	6.02	6.69	6.94	b	b	c	c	b	6.89	3.66	6.8	9.01	5.46	b	a	c	b	c	6.46	9.8	6.28	5.61	4.28	c	a	c	c	b
x46	1.09	5.41	1.4	9.62	9.05	c	c	b	c	b	4.3	0.72	7.07	3.9	8.6	a	b	a	c	b	8.6	9.3	0.39	7.81	5	b	c	b	b	c	2.48	1.06	1.99	6.29	4.88	a	a	c	a	b
x47	0.56	8.59	0.96	3.62	6.32	a	c	c	c	a	0.21	0.21	4.99	5.48	3.09	a	a	a	a	b	3.62	2.31	0.62	8	1.53	a	c	a	a	b	2.07	3.24	6.63	5.09	3.88	c	b	a	c	c
x48	8.65	0.02	5.25	0.38	8.29	a	b	c	c	a	2.89	2.46	3.01	7.35	7.39	a	b	a	c	b	8.39	1.89	2.9	7.26	5.67	a	c	a	b	b	5.57	5.63	1.92	1.62	5.21	b	c	c	b	b
x49	4.37	3.28	6.73	5.16	7.49	b	a	c	a	b	0.86	0.83	5.91	1.17	7.46	a	c	a	a	b	4.89	5.79	4.39	2.41	1.79	a	b	a	b	b	7.42	4.7	2.38	9.64	4.07	c	a	c	c	c
x50	4.14	0.3	1.24	7.05	0.71	a	c	a	c	a	2.79	8.3	2.63	0.87	1.46	a	c	a	a	b	9.99	8	1.63	0.25	7.22	a	b	a	c	b	3.21	6.09	9.11	0.45	1.69	a	c	b	a	a
x51	4.13	5.39	1.1	7.43	2.26	a	c	b	c	a	7.41	8.04	3.39	5.22	1.75	c	b	b	a	b	7.41	4.56	5.01	5.22	8.23	c	a	c	a	a	9.98	0.2	0.54	2.2	2.58	c	c	b	a	b
x52	4.33	1.05	8.41	0.51	6.95	b	c	a	a	c	0.72	5.73	2.75	3.94	8.94	c	b	c	b	b	0.83	8.11	1.27	6.01	3	b	b	a	a	c	2.74	1.9	0.04	9.82	6.09	a	b	a	b	c
x53	7.89	7.17	9.37	9.2	6.17	a	b	b	c	a	8.92	8.32	4.63	1.84	5.43	c	c	c	b	b	8.68	3.97	2.99	7.26	7.9	b	a	b	b	c	8.11	1.25	2.54	1.3	2.78	c	a	c	a	a
x54	1.38	1.99	8.43	3.62	7.43	c	a	b	a	a	9.16	3.96	9.5	0.23	0.73	b	a	c	c	c	1.91	3.36	6.98	6.92	0.03	c	a	a	c	b	6.08	2.25	5	5.93	6.04	c	b	b	c	b
x55	8.79	8.66	9.93	7.71	1.46	a	b	a	c	b	7.41	7.79	6.47	5.22	7.46	c	a	a	a	c	7.41	7.08	7.37	5.22	2	c	b	b	a	b	3.98	1.19	8.17	9.61	0.9	b	a	b	b	b
x56	5.19	0.92	2.27	9.27	5.74	a	b	c	b	b	8.78	0.2	4.73	0.5	5.27	c	b	c	c	a	9.66	5.97	9.98	3.83	4.85	c	c	b	c	b	2.06	3.09	2.89	9.23	5.68	b	b	a	c	c
x57	1.36	7.33	3.71	0.4	7.33	b	b	a	c	b	7.95	4.89	4.54	2.98	4.89	c	c	c	c	a	9.34	4.34	5.57	0.75	1.02	c	c	b	a	c	2.73	2.87	0.56	0.78	8.45	b	c	a	c	a
x58	8.82	6.95	3.95	3.64	5.65	b	a	c	b	b	2.94	4.65	0.81	9.14	0.22	c	b	c	c	b	8.05	8.78	0.07	3.92	0.22	c	a	b	c	c	1.03	7.92	8.63	2.62	4.36	a	c	c	b	c
x59	6.34	0.66	9.14	4.57	6.29	b	c	a	c	c	7.41	6.91	0.71	5.22	1.61	c	a	b	a	b	7.41	0.52	7.2	5.22	6.91	c	c	c	a	c	3.52	3.23	6.74	8.13	5.26	c	c	c	c	a
x60	3.82	4.24	5.33	7.93	4.28	b	b	b	b	b	7.19	0.97	0.53	2.24	6.52	a	c	c	b	c	4.11	9.25	2.68	3.6	4.75	b	b	c	a	c	6.95	3.4	8.98	4.3	8.75	b	a	a	a	a
x61	6.26	4.06	9.42	4.04	2.59	a	c	a	b	c	7.93	7.52	1.45	1.75	4.09	a	b	a	b	b	0.4	8.06	3.5	6.76	6.83	a	b	a	b	b	2.84	5.75	5.25	9.89	2.66	a	b	b	c	b
x62	8.66	9.51	9.41	1.09	2.41	b	b	a	a	a	4.88	1.31	6.63	9.34	2.14	a	c	b	c	c	5.49	7.48	9.38	5.43	0.02	c	b	b	b	a	7.38	1.48	9.55	3.97	1.18	c	c	b	b	a
x63	8.33	7.21	9.49	2.12	6.61	b	c	a	a	a	9.12	2.95	9.23	6.92	6.46	c	c	b	c	c	3.61	5.95	6.89	2.74	4.5	b	a	c	a	c	3.43	8.52	2.33	8.85	2.94	a	c	c	a	b
x64	7.91	5.88	9.82	9.14	9.17	a	b	b	c	a	5.02	5.5	5.87	9.35	4.71	a	a	c	b	a	2.64	4.13	3.71	5.32	3.88	c	b	c	c	a	4.45	7.37	3.96	5.14	9.3	a	c	c	b	a
x65	6.3	4.99	3.66	6.22	5.37	c	c	a	b	b	7.41	5.85	1.56	5.22	0.3	c	c	b	a	c	7.41	4.43	2.27	5.22	2.24	c	b	b	a	c	3.44	0.85	4.87	7.59	3.78	b	c	c	c	a
x66	5.27	2.45	8.22	7.76	2.99	a	c	a	c	a	7.41	8.7	7.35	5.22	7.25	c	b	b	a	b	7.41	2.5	1.76	5.22	6.15	c	c	c	a	b	8.95	4.23	9.38	3.42	4.77	a	a	a	a	c
x67	9.98	8.42	5.91	5.96	7.38	c	b	a	c	a	7.05	4.49	0.27	2.39	9.41	b	c	c	a	b	0.05	4.6	2.82	0.8	9.42	b	b	b	b	a	6.75	6.36	8.29	4.33	1.22	c	a	a	a	c
x68	3.42	4.06	0.84	0.23	1.22	b	b	a	b	a	4.32	0.31	0.01	5	7.71	a	b	c	b	c	8.33	1	4.03	5.04	8.97	b	c	b	c	b	9.92	0.93	4.36	0.12	0.61	b	a	b	c	c
x69	9.6	6.77	5.28	0.31	2.57	c	a	a	a	c	8.82	0.66	7.04	9.13	7.1	a	c	c	c	b	1.44	9.54	9.25	2.79	1.16	c	a	b	c	c	0.25	9.8	0.37	8.91	5.08	b	a	b	c	a
x70	3.09	5.17	9.8	2.86	0.48	b	a	a	a	a	6.9	3.68	8.12	2.58	8.86	c	b	a	a	b	6.57	1.58	5.76	9.22	6.23	a	c	b	a	b	4.86	1.85	8.58	9.34	1.29	c	c	a	b	a
x71	9.55	5.71	0.22	1.32	9.16	c	b	c	c	c	3.29	2.49	7.87	3.48	1.42	b	c	a	b	b	2.09	9.75	8.56	2.79	0.3	a	a	c	a	b	1.11	0.42	5.83	0.99	6.19	a	c	c	a	a
x72	7.46	4	4.55	8.81	7.78	c	c	a	c	b	2.43	7.55	0.76	6.37	8.36	a	b	a	a	b	6.07	1.55	9.1	6.71	6.27	a	c	a	b	b	0.1	2.44	1.84	3.01	8.76	a	c	a	b	b
x73	9.68	6.16	1.97	4.77	6.38	b	a	b	b	b	5.49	8.4	9.58	8.37	1.42	a	a	c	c	a	5.48	7.93	8.87	4.97	6.73	b	c	b	b	c	7.47	1.37	8.15	8.7	5.95	a	c	c	c	a
x74	4.23	3.65	3.46	2.74	0.67	c	a	b	c	b	0.61	8.5	6.89	5.6	7.32	a	b	a	a	b	0.97	3.31	0.35	6.9	5.05	a	a	a	c	b	6.33	2.25	6.01	4.32	9.09	b	c	c	a	a
x75	6.81	5.36	9.71	9.57	5.93	c	c	b	a	c	7.59	4.8	4.98	5.72	8.09	a	a	c	b	c	7.14	1.3	8.48	2.58	8.12	a	a	a	c	c	4.76	5.28	4.13	6.14	1.24	a	a	b	b	a
x76	3.17	3.43	3.39	0.66	6.87	c	b	c	c	a	8.64	9.89	8.68	7.28	9.2	b	b	c	a	b	2.02	7.34	6.39	9.43	2.2	a	c	b	a	b	3.28	4.27	9.02	5.52	9.2	b	c	c	c	b
x77	6.26	5.58	2.86	1.49	4.08	a	c	c	b	c	7.11	4.38	3.24	6.36	3.99	c	c	b	b	c	1.3	0.44	3.25	2.98	2.01	c	c	c	b	c	0.8	3.78	8.6	7.15	8.11	c	a	a	b	c
x78	0.91	1.86	6.65	9.38	4.9	c	c	a	a	c	1.48	4.25	2	9.23	1.8	c	b	a	b	c	7.78	8.57	0.98	4.46	2.12	b	b	c	b	b	1.14	4.69	9.04	9.17	6.24	b	b	a	a	c
x79	8.9	7.33	1.06	8.3	7.33	b	a	a	c	a	3.87	4.89	0.15	4.5	4.89	a	c	a	a	c	6.62	6.3	5.88	0.17	9.2	b	b	a	b	a	2.61	2.38	6.52	6.73	5.51	a	b	b	a	c
x80	9.5	5.41	8.53	1.85	4.22	a	b	c	b	a	7.41	4.83	7.57	5.22	5.78	c	a	b	a	b	7.41	7.62	7.63	5.22	7.13	c	a	a	a	a	4.9	3.48	5.88	9.62	5.53	c	c	a	a	c
x81	4.66	8.28	6.13	2.95	9.16	b	b	b	b	c	1.75	0.04	9.49	3.59	0.84	b	c	a	b	b	8.34	5.34	0.38	8.59	7.47	b	c	b	a	c	6.08	4.93	7.17	4.3	1.41	a	a	b	c	a
x82	4.82	1.81	1.67	7.48	3.82	c	b	b	c	b	5.39	6.76	8.31	4.55	5.21	a	c	c	a	b	7.83	9.76	3.37	4.62	7.76	c	a	a	c	c	5.68	0.05	6.62	1.67	9.97	b	a	c	c	a
x83	7.2	8.37	6.52	7.06	7.02	b	b	c	a	b	2.15	1.83	3.06	5.3	8.79	a	c	c	c	a	7.21	4.44	7.99	6.67	5.8	a	b	b	b	b	9.6	3.77	7.41	0.99	2.97	c	a	a	c	b
x84	5.76	7.29	2.64	0.38	7.19	b	a	b	c	b	0.8	4.7	3.29	3.4	2.89	b	c	a	c	a	4.25	8.66	8.1	2.18	2.66	c	c	c	b	a	3.53	9.92	6.08	8	8.99	a	c	b	a	a
x85	9.16	0.9	7.63	9.54	0.06	b	c	c	a	b	7.41	8.14	6.69	5.22	8.79	c	a	b	a	b	7.41	4.02	8.72	5.22	9.36	c	a	c	a	b	1.81	2.75	7.92	0.15	8.73	b	b	c	b	c
x86	1.92	7.33	6.34	5.78	7.33	b	a	b	b	a	8.11	4.89	9.92	5.97	4.89	c	b	a	a	b	7.89	5.11	9.22	0.35	5.71	a	a	b	a	c	2.55	0.61	5.46	4.34	0.4	a	a	b	c	a
x87	9.23	3.75	5.4	3.02	2.97	a	b	c	a	c	7.41	1.75	4.07	5.22	2.3	c	c	c	a	b	7.41	0.96	1.15	5.22	3.69	c	b	b	a	c	1.85	0.46	9.51	7.99	5.58	b	b	b	c	b
x88	8.42	4.82	9.18	6.7	6.73	c	c	c	c	b	1.88	1.07	5.11	5.13	1.77	b	a	b	a	a	6.36	7.36	3.31	8.68	4.97	c	b	b	c	c	2.96	5.68	6.08	8.98	7.61	c	b	a	a	c
x89	9.38	9.82	6.88	4.29	7.15	a	c	b	b	b	2.13	0.69	0.09	7.92	9.56	b	b	a	a	a	1.33	6.67	6.65	7.85	5.91	b	c	c	a	b	6.71	0.76	2.13	1.63	0.08	a	c	a	c	a
x90	3.03	4.28	9.33	3.4	6.87	b	c	b	a	b	6.67	1.58	0.58	4.9	7.01	a	a	a	c	a	3.37	8.1	7.05	4.43	1.44	c	a	a	a	c	4.18	7.29	6.03	9.25	9.77	a	c	b	c	a
x91	7.23	4.35	0.21	5.76	1.96	c	c	b	b	a	2.85	5.23	3.6	8.74	3.18	b	b	a	a	a	0.53	2.96	4.14	9.74	8.46	b	a	a	b	a	9.59	3.3	8.79	6.55	0.69	b	b	c	a	b
x92	2.45	3.95	4.49	4.91	0.8	c	c	b	a	c	7.41	6.82	8.34	5.22	2.19	c	c	a	a	c	7.41	8.72	0.56	5.22	4.37	c	b	a	a	a	3.24	1.68	5.71	2.29	6.14	b	b	a	a	b
x93	5	8.76	5.08	9.44	5.08	c	c	a	b	a	4.24	7.34	6.52	7.33	6.63	b	b	a	a	b	1.72	1.14	9.8	5.11	2.66	b	a	a	b	a	0.07	8.75	3.33	2.04	8.57	b	a	c	b	a
x94	6.01	2.16	0.8	5.11	7.5	b	a	c	b	a	6.37	7.33	5.64	7.59	0.92	a	b	a	c	b	2.03	6.23	5.56	7.96	4.29	a	a	a	c	b	2.1	2.14	9.56	3.55	7.95	c	a	b	c	a
x95	9.11	2.94	3.32	6.9	0.41	a	c	c	b	a	9.69	9.34	4.35	7.83	3.07	c	a	a	a	c	6.43	4.07	6.08	0.29	2.66	c	b	c	c	c	6.82	0.88	8.18	8.42	2.23	a	c	c	b	c
x96	6.54	1.67	1.76	4.47	3.38	b	b	c	b	a	3.09	1.64	8.59	7.03	2.26	b	b	c	a	b	2.13	8.89	6.41	0.55	7.78	a	a	c	c	c	3	2.15	9.51	3.78	1.84	a	a	a	a	b
x97	5.23	8.8	6.54	8.8	5.16	c	c	b	a	a	9.04	0.36	7.02	2.62	7.96	a	c	c	c	a	8.01	4.39	3.88	7.26	9.11	c	a	b	a	c	3.26	9.9	1.25	4.68	3.55	b	b	a	b	c
x98	1.08	5.26	2.82	0.21	8.36	c	b	b	c	a	4.25	0.82	9.18	7.15	6.93	b	a	b	b	a	1.82	8.23	9.84	3.43	0.44	c	c	b	a	c	0.83	4.76	9.94	7.7	6.46	c	a	a	c	a
x99	3.85	7.04	5.53	9.33	4.87	c	a	a	b	b	3.3	8.28	6.8	0.06	5.8	c	b	c	c	b	8.12	7.48	5.96	3.42	1.09	a	b	a	a	c	2.19	3.28	8.97	5.9	0.23	a	c	a	a	b
x100	4.19	9.64	8.01	3.87	6.19	b	b	a	a	c	7.26	4.72	6.15	3.53	5.94	a	b	a	b	b	8.34	8.95	6.11	7.12	3.33	a	b	a	a	b	9.74	5	4	3.25	2.51	b	c	a	b	b
x101	6.31	2.82	7.18	2.56	7.89	b	c	a	c	a	5.44	3.17	0.72	2.48	8.85	b	c	a	a	c	8.78	5.21	6.76	1.72	4.65	b	a	b	b	b	9.29	1.74	4.28	4.95	8.49	b	b	c	a	a
x102	7.46	2.15	6.25	4.93	7.28	b	b	a	c	c	7.41	5.9	5.14	5.22	6.06	c	b	a	a	c	7.41	4.86	8.26	5.22	0.95	c	b	b	a	c	7.66	7.36	8.11	2.37	5.11	b	c	c	a	c
x103	8.02	7.33	2.5	0.45	7.33	a	c	b	b	b	3.86	4.89	5	7.15	4.89	a	b	a	b	b	3.52	7	4.67	2.37	3.33	a	a	a	a	b	2.86	7.75	8.94	2.5	5.76	a	c	b	a	a
x104	2.29	1.48	9.97	5.74	7.51	b	a	a	a	a	3.25	2.55	9.73	0.81	6.49	a	b	b	a	c	9.35	8.17	1.22	9.35	9.3	a	b	c	c	a	7.02	6.8	1.76	1.48	3.27	c	c	b	a	b
x105	8.81	7.33	7.89	2.4	7.33	a	a	a	c	b	6.33	4.89	3.17	3.93	4.89	a	a	a	c	b	9.64	5.58	5.16	5.1	7.92	a	b	a	c	b	3.96	4.09	3.4	6.91	5.14	b	b	c	a	c
x106	8.46	5.1	8.55	5.71	7.34	a	b	c	b	b	7.41	7.43	2.34	5.22	2.83	c	b	a	a	b	7.41	1.26	1.19	5.22	7.89	c	b	a	a	a	6.89	6.95	1.69	4.48	2.19	c	c	a	c	a
x107	9.61	9.67	6.16	9.01	3.27	a	c	a	a	a	7.41	2.85	1.79	1.88	0.77	a	a	a	b	c	4.49	3.94	9.06	9.97	3.23	a	a	b	a	c	1.22	3.05	2.75	3.98	8.38	b	c	b	c	c
x108	5.28	1.52	7.35	0.74	0.46	b	a	b	b	b	8.63	0.76	1.42	8.14	6.47	c	a	c	a	b	1.76	7.82	0.67	0.81	7.46	a	c	b	b	a	5.55	9.1	6.08	9.57	0.63	b	c	b	a	c
x109	3.06	1.94	2.86	0.68	7.19	a	b	c	a	b	1.78	5.68	1.3	4.12	7.23	c	c	c	a	c	0.08	7.83	0.72	9.93	8.03	c	a	a	a	c	0.07	6.16	8.61	9.14	6.29	c	c	c	c	a
x110	1.84	7.32	7.58	6.42	4.38	b	b	b	b	c	7.84	5.41	5.94	0.93	5.8	c	c	b	c	a	2.73	3.81	5.91	4.91	1.65	a	a	b	a	a	3.07	9.66	3.16	9.49	2.2	a	c	a	b	b
