X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x10	2.18	3.25	6.43	9.78	1.8	3.61	4.87	1.91	0.08	8.42	a	c	b	a	c	b	a	b	c	b	8	3.97	4	9.53	9.89	4.69	9.03	4.31	5.75	8.13	a	c	b	b	c	a	c	c	a	a	3.78	6.34	0.06	2.63	5.53	7.48	3.3	9.65	0.25	1.36	c	a	c	a	a	b	a	b	a	c	2.75	1.81	5.22	9.83	1.99	9.91	0.64	2.59	5.24	4.06	a	b	c	a	a	b	b	b	a	c
x11	8.95	2.08	5.09	4.43	1.38	7.8	1.61	2.26	1.36	9.27	c	b	a	a	c	a	c	c	c	b	8	2.56	2.24	1.36	6.95	2.75	4.51	3.12	1.98	7.36	b	a	a	c	c	c	c	c	b	c	1.97	2.02	9.19	7.88	6.46	0.82	2.79	5.89	3.37	1.07	a	b	a	a	c	b	c	c	b	b	3.11	8.3	0.27	0.53	7.7	4.41	2.64	6.47	5.7	8.19	a	a	b	b	c	a	c	c	c	b
x12	9.6	3.23	8.39	6.35	2.45	8.85	3.83	8	9.89	3.06	b	c	c	b	c	b	b	c	b	a	0.38	9.58	0.02	6.89	1.29	4.79	4.96	5.84	3.52	9.81	c	c	b	a	a	b	b	c	a	c	6.66	6.38	7.54	8.72	8.19	0.88	4.44	2.72	8.4	5.75	a	a	b	b	a	a	b	a	a	a	5.4	4.85	0.28	9.63	2.74	0.73	8.5	6.82	2.26	2.15	c	c	b	c	b	a	b	a	b	b
x13	1.56	2.6	0.41	4.18	7.02	5.5	8.07	1.56	8.46	0.41	c	a	a	a	a	a	a	c	c	a	3.91	3.37	9.55	3.04	1.67	7.66	6.95	7.24	5.74	9.55	b	b	a	b	a	a	a	b	a	c	9.33	8.03	0.74	2.42	7.16	8.61	8.39	3.64	7.98	3.7	a	b	a	b	b	a	c	a	b	c	6.26	2.68	7.8	0.94	4.92	1.01	8.21	3.13	7.59	2.92	b	b	a	b	a	c	b	a	a	b
x14	4.68	4.93	0.41	9.92	3.77	3.95	8.29	9.7	9.16	0.41	c	a	b	b	b	c	a	b	b	c	3.07	2.81	9.55	1.73	7.37	5.12	9.87	9.6	0.49	9.55	c	c	c	b	b	a	b	a	c	b	6.5	6.32	2.75	0.37	4.34	0.82	9.54	1.4	1	0.11	c	c	b	c	c	a	c	c	c	b	0.1	5.27	1.44	3.21	8.49	8.43	1.03	1.22	2.28	0.87	b	b	c	a	b	c	b	b	b	c
x15	3.14	9.59	8.15	1.67	5.16	3.22	6.47	4.42	3.3	5.04	b	c	a	a	a	a	b	c	b	a	4.95	2.89	1.57	4.39	3.23	7.94	6.01	2.62	6.09	7.49	a	c	b	c	a	b	b	a	b	a	6.97	3.62	0.68	0.63	4.82	1.37	7.31	1.3	5.43	5.55	a	a	b	a	a	c	c	b	a	b	4.66	3.38	2.02	4.51	2.76	5.8	3.69	5.46	4.67	5.7	c	b	b	c	c	b	a	c	a	c
x16	4.82	2.59	7.81	0.28	5.7	9.33	7.98	6.01	4.09	6.9	c	a	b	b	c	a	c	c	a	c	4.82	2.04	8.95	0.17	3.44	0.61	5.6	5.06	6.11	5.43	b	a	c	c	a	b	c	c	c	a	6.35	0.22	5.62	5.53	3.01	0.93	9.12	8.77	7.29	0.01	b	a	b	b	c	a	b	b	b	a	3.57	1.47	4.41	7.15	6.27	7.62	7.66	4.81	0.67	4.96	a	c	c	a	c	b	c	b	b	c
x17	3.51	7.77	4.09	9.83	9.23	3.48	8.82	1.48	2.02	9.95	c	c	b	a	c	a	a	a	b	c	9.47	0.65	8.97	8.52	8.89	6.45	2.44	3.34	2.05	4.52	b	b	a	b	b	c	a	a	a	b	6.39	6.65	9.53	6.77	6.31	1.67	6.86	9.22	6.89	6.27	b	b	b	b	b	c	c	c	c	a	2.07	8.55	6.17	3.61	1.55	6.16	8.72	8.97	6.9	4.82	b	b	b	a	a	c	a	b	c	c
x18	9.81	6.96	4.1	1.1	0.69	2.12	6.19	4.15	9.15	5.12	a	a	c	c	a	b	b	a	c	c	7.05	9.85	1.63	1.71	4.85	9.65	5.36	3.63	3.83	4.74	c	c	a	a	b	a	b	b	b	c	1.84	8.79	9.43	8.04	7.54	1	1.48	2.92	6.92	3.86	a	b	a	c	c	b	b	b	c	c	6.75	9.63	1.23	9.51	3.32	0.53	2.02	9.57	0.11	5.12	a	c	c	a	c	a	c	b	c	b
x19	9.03	1.49	2.13	0.09	2.6	7.77	3.79	1.98	4.24	1.66	b	c	a	a	b	b	a	c	b	b	0.02	6.79	3.42	1.01	1.13	1.88	8.67	7.15	8.16	6.56	c	b	a	b	b	a	a	c	c	c	1.88	0.41	7.39	0.41	3.65	3.83	4.35	1.05	1.04	7.57	a	b	a	b	c	a	b	c	a	c	6.41	9.02	4.61	5.91	5.85	8.32	1.48	0.53	5.02	0.84	b	a	b	c	c	a	b	a	b	c
x20	6.75	9.75	3.57	0.06	1.94	2.51	0.01	1.44	9.65	3.72	c	a	b	b	a	a	b	c	c	b	1.1	9.68	0.26	1.21	2.87	6.53	8.8	1.72	1.32	5.19	a	a	b	c	a	b	a	c	a	c	8.22	8.9	9.62	0.04	6.79	8.18	7.66	0.68	8.64	9.7	a	b	b	b	a	b	c	b	a	a	4.88	6.06	9.59	3.58	0.34	3.68	5.89	5.14	9.76	3.14	b	c	a	a	c	c	c	a	b	c
x21	9.01	4.71	8.12	7.66	4.76	4.64	2.42	1.78	9.07	1.02	b	b	c	b	c	a	b	a	b	a	2.19	2.19	8.68	5.7	2.19	6.62	8.71	2.19	2.19	0.54	c	c	c	b	b	a	b	c	b	c	0.65	0.65	7.54	0.25	0.65	2.21	3.85	0.65	0.65	9.13	c	c	c	b	a	a	b	c	b	c	1.04	1.84	2.59	2.76	9.95	8.53	6.02	7.02	5.83	9.28	a	a	a	b	a	b	c	a	c	b
x22	9.7	5.56	9.55	5.69	8.55	7.87	0.46	2.82	8.78	0.48	a	c	c	a	b	c	a	b	b	b	6.11	5.32	1.68	0.36	8.54	3.47	6.88	0.73	0.9	7.8	a	a	a	a	b	a	a	a	c	b	3.71	7.7	6.43	6.62	9.35	1.14	5.32	0.9	0.11	9.37	c	b	a	b	c	c	c	b	a	a	5	4.38	7.15	7.97	7.93	3.45	9.35	1.42	4.81	9.83	b	b	a	b	a	c	b	c	c	b
x23	4.97	8.56	6.81	9.05	2.71	4.46	2.5	2.68	2.53	2.72	b	b	a	b	c	c	a	b	c	a	1.95	4.7	4.48	3.9	9.71	2.83	0.66	8.94	8.58	3.5	a	c	b	a	c	a	a	b	b	c	5.79	1.89	6.53	2.28	4.47	3.99	7.08	9.14	1.17	8.12	c	b	c	b	a	c	a	c	b	a	7.66	3.86	3.92	4	6.47	3.18	2.21	8.39	6.63	5.46	a	b	a	c	b	a	c	c	c	c
x24	9.44	6.07	0.41	1.8	7.8	1.24	7.63	7.9	2.3	0.41	c	b	c	b	c	c	c	a	b	c	1.97	1.64	9.55	1.93	4.28	3.45	2.43	7.82	9.17	9.55	c	c	b	c	b	b	a	a	b	a	4.87	7.01	4.5	0.66	3.58	2.39	2.64	2.66	8.51	4.46	c	c	b	a	c	a	a	b	b	c	7.29	1.6	9.39	4.81	3.12	4.31	2.17	4.63	9.86	3.07	a	b	c	a	c	c	b	b	a	c
x25	5.4	8.24	0.2	5.54	0.08	6.51	1.06	9.73	5.21	7.6	a	c	b	b	b	b	c	a	b	b	0.39	6.93	3.86	6.35	5.63	0.12	8.47	0.42	7.59	0.1	a	b	a	b	c	b	c	b	c	c	7.87	3.71	5.38	4.25	7	1.32	3.18	6.91	4.51	0.73	a	a	c	a	b	c	a	a	a	a	4.55	0.12	5.88	5.35	9.12	0.98	2.8	0.82	1.1	4.55	b	a	a	a	c	b	a	a	b	a
x26	7	7.49	0.41	3.97	3.87	2.76	6.32	0.7	1.27	0.41	c	c	c	a	b	a	c	b	a	c	3.3	8.04	9.55	1.25	2.22	3.64	8.67	3.8	1.2	9.55	a	c	c	c	a	c	b	c	a	a	4.83	0.1	5.14	6.41	6.37	6.76	1.04	5.76	4.72	8.47	a	a	c	c	a	a	a	c	a	a	8.64	7.24	8.81	4.68	4.24	9.53	6.79	0.71	4.2	0.73	c	c	c	b	b	a	c	c	b	b
x27	6.29	2.02	1.04	4.17	7.52	7.29	0.28	8.3	9.68	8.82	a	a	c	a	c	b	b	c	b	b	2.19	2.19	5.41	2.53	2.19	8.38	2.69	2.19	2.19	9.84	c	c	c	b	a	b	c	c	b	b	0.65	0.65	1.11	2.41	0.65	6.97	2.72	0.65	0.65	5.69	c	c	c	b	a	b	c	c	b	a	9.13	6.92	5.54	3.8	1.33	1.92	1	9.63	8.2	7.67	c	c	b	c	c	b	a	c	c	b
x28	4.22	7.68	0.41	3.79	1.09	6.43	8.92	4.14	4.57	0.41	c	a	a	a	c	c	b	c	c	c	1.36	3.52	9.55	0.1	5.79	0.1	0.1	7.15	0.1	9.55	c	c	c	a	a	c	a	b	c	a	8.91	6.1	0.74	5.31	7.46	5.31	5.31	2.45	5.31	0.25	c	c	b	a	b	c	b	c	b	a	9.41	6.89	4.25	2.66	8.5	7.07	4.53	4.99	2.96	2.38	a	a	b	c	b	c	c	a	b	a
x29	2.66	2.57	2.94	1.98	4.98	8.93	9.21	5.76	5.78	1.76	c	a	c	b	a	a	a	b	b	c	2.19	2.19	7.64	6.21	2.19	2.4	5.11	2.19	2.19	7.57	a	c	c	b	a	c	b	c	a	b	0.65	0.65	0.88	0.75	0.65	2.43	3.55	0.65	0.65	4.14	a	c	c	b	a	b	c	c	a	a	6.19	3.85	5.57	0.97	2.14	2.62	4.3	4.25	1.31	9.38	c	a	c	a	b	b	b	b	a	a
x30	0.54	2.45	0.41	0.22	5.44	1.39	5.73	5.76	7.24	0.41	b	b	a	b	c	a	c	b	a	c	3.78	7.77	9.55	2.86	1.09	8.93	8.02	7.54	4.15	9.55	a	b	c	a	b	a	c	b	a	c	1.04	5.09	5.82	1.42	1.96	3.83	9.87	2.77	5.59	4	b	c	c	c	b	c	b	c	a	a	0.82	1.85	4.94	3.47	2.91	5.06	3.05	6.97	5.59	1.44	b	b	b	a	b	a	a	a	b	b
x31	5.93	7.91	9.22	7.1	3.25	0.58	1.23	0.39	4.25	5.54	b	a	a	c	a	b	c	c	c	c	9.51	4.77	1.68	0.89	6.73	0.56	9.1	9.4	6.85	6.71	b	b	a	b	b	a	c	c	c	c	1.71	7.75	4.36	4.97	8.65	3.82	0.69	0.24	2.87	2.63	b	b	a	b	b	a	b	a	a	c	5.6	6.13	9.91	1.92	3.37	2.39	3.71	2.55	7.56	9.12	c	a	c	a	a	a	b	b	b	a
x32	3.29	8.32	7.88	8.92	3.79	1.49	6.12	4.85	0.73	0.03	c	a	c	a	a	a	a	c	b	b	0.72	2.98	9.98	4.99	1.19	6.12	7.84	0.83	9.72	3.37	c	b	a	b	a	a	a	c	b	c	5.28	0.22	1.92	7.09	7.07	5.58	8.11	8.39	5.34	9.83	c	b	a	b	a	a	a	a	b	c	2.88	4.6	7.64	5.18	8.61	2.94	0.71	3.59	4.78	2.49	b	c	b	c	c	b	c	b	c	c
x33	5.05	7.07	0.41	3.57	0.7	5.62	0.62	5.81	1.52	0.41	b	a	b	a	a	c	c	b	c	a	6.61	5.38	9.55	7.48	3.74	3.28	8.2	7.76	2.11	9.55	a	a	b	c	a	a	c	c	a	c	8.57	3.08	9.9	7.36	3.29	1.36	1.32	3.1	9.81	6.76	a	c	a	c	a	a	a	a	a	b	0.18	3.09	3.79	6.2	1.63	6.15	0.17	2.99	4.45	8.81	b	c	a	b	a	b	b	c	a	c
x34	3.91	4.58	3.36	0.36	1.25	0.06	1.54	6.49	9.32	8.18	c	c	c	b	a	b	b	b	c	a	2.19	2.19	7.94	1.71	2.19	8.71	4	2.19	2.19	5.28	b	c	c	b	b	b	a	c	b	c	0.65	0.65	1.19	1.78	0.65	2.77	8.12	0.65	0.65	4.26	c	c	c	b	a	c	c	c	b	a	9.4	5.38	4.85	9.4	1.11	7.22	1.29	9.55	1.19	3.33	a	b	a	c	a	b	c	c	a	a
x35	2.16	8.94	2.69	6.56	9.79	7.77	6.94	0.13	6.14	9.94	a	a	c	a	c	c	c	b	b	c	3.08	1.75	8.76	0.1	4.76	0.1	0.1	1.78	0.1	0.41	c	c	c	c	c	c	a	b	b	a	6.13	1.65	5.25	5.31	7.99	5.31	5.31	6.04	5.31	7.25	c	c	b	c	c	a	a	c	b	a	6.19	8.76	8.39	0.89	9.26	7.51	5.43	4.95	2.27	3.88	c	a	a	a	b	c	c	b	c	a
x36	6.6	2.35	2.64	7.05	9.8	1.19	4.48	0.79	5.31	2.2	b	b	b	a	a	a	b	a	c	c	0.89	1.26	5.15	0.1	6.92	0.1	0.1	6.48	0.1	9.44	b	c	c	a	b	b	c	c	c	a	5.8	7.6	4.39	5.31	1.59	5.31	5.31	3.67	5.31	8.46	b	c	a	b	c	b	a	c	b	a	6.1	5.79	9.77	9.58	5.84	9.08	2.57	2.19	4.15	6	c	a	a	a	c	a	a	a	c	a
x37	2.2	1.12	8.65	6.71	8.47	0.52	6.24	5.23	7.94	1.65	c	b	b	a	c	c	a	a	a	c	6.18	2.48	4.9	7.03	4.33	2.57	2.5	9.58	9.43	2.02	b	b	a	b	a	a	c	b	c	c	2	6.08	5.94	5.08	2.23	4.59	7.17	2.35	3.12	4.23	b	b	a	b	b	a	a	a	c	c	1.37	0.18	9.13	1.55	4.69	3.4	7.15	0.7	7.58	9.18	b	b	b	c	b	b	b	c	a	b
x38	0.54	0.3	0.41	2.43	7.04	3.39	7.63	8.88	7.58	0.41	b	b	c	c	a	c	a	b	c	c	2.19	2.19	9.55	4.94	2.19	3.56	9.52	2.19	2.19	9.55	b	c	c	b	c	c	b	c	b	a	0.65	0.65	5.3	4.53	0.65	2.46	2.72	0.65	0.65	7.02	c	c	c	b	c	a	b	c	b	c	3.1	0.02	2.24	6.12	0.32	1.35	8.41	6.01	1.92	2.82	c	a	a	c	c	b	a	c	c	c
x39	9.68	4.61	3.6	6.37	3.71	6.35	5.24	5.21	2.65	2.3	a	a	a	b	b	b	b	a	c	b	2.19	2.19	2.32	9.27	2.19	2.73	5.73	2.19	2.19	0.14	b	c	c	b	a	c	b	c	a	b	0.65	0.65	3.93	3.56	0.65	7.76	2.02	0.65	0.65	7.55	b	c	c	b	c	b	b	c	b	c	4.49	3.44	6.99	5.53	9.97	4.26	4.65	5.14	9.27	7.2	a	a	b	b	c	c	c	c	c	a
x40	0.68	4.16	3.92	5.91	9.19	1.13	1.37	6.65	9.58	4.71	c	c	b	c	c	c	c	b	a	b	3.31	8.16	2.77	0.1	9.62	0.1	0.1	4.17	0.1	4.06	b	c	a	b	a	a	c	a	c	a	2.07	3.99	0.35	5.31	2.62	5.31	5.31	7.64	5.31	6.58	c	c	b	c	a	c	c	c	a	a	4.87	8.18	2.58	5.51	3.25	0.88	5.66	9.77	5.84	6.01	b	c	a	c	c	b	c	a	b	b
x41	7.86	2.03	0.37	1.52	7.29	9.44	0.83	5.94	7.02	7.69	b	c	a	b	b	a	a	c	a	c	1.37	2.15	8.33	0.1	5.76	0.1	0.1	7.83	0.1	4.53	a	c	c	b	c	c	b	b	b	a	2.04	4.81	8.94	5.31	4.99	5.31	5.31	0.97	5.31	0.16	b	c	c	c	b	c	a	a	a	a	1.14	7.13	9.79	1.09	8.68	0.3	5.87	9.06	7.81	9.15	b	a	a	b	a	b	b	b	c	c
x42	0.36	6.24	9.61	4.1	8.67	0.34	1.37	7.06	5.24	1.66	b	a	a	c	a	b	c	b	a	c	5.03	8.7	6.55	8.78	8.69	9.03	1.52	6.53	7.16	0.53	c	a	a	b	b	c	b	c	c	b	3.22	7.22	8.25	5.91	5.02	2.69	6.22	4.16	0.48	1.8	b	a	b	b	c	a	c	c	c	b	3.92	2.52	4.21	2.07	3.8	2.26	5.4	7.04	9.58	8.2	c	a	b	c	b	a	a	c	c	c
x43	7.77	3.56	1.43	2.97	8.65	8.73	1.48	6.58	7.46	9.19	a	b	b	b	a	c	c	b	a	c	2.19	2.19	4.34	9.84	2.19	4.88	2.21	2.19	2.19	8.37	a	c	c	b	a	a	c	c	c	a	0.65	0.65	3.27	5.75	0.65	4.76	1.28	0.65	0.65	5.98	a	c	c	b	a	a	b	c	a	c	1.45	3.24	9.47	4.04	2.54	1.27	8.04	1.96	7.92	7.41	a	b	b	a	a	b	c	c	a	a
x44	7.19	1.51	0.41	3.16	6	5.51	4.25	0.92	2.36	0.41	a	b	a	b	b	b	a	c	c	c	0.89	7.66	9.55	0.1	1.35	0.1	0.1	3.65	0.1	9.55	a	c	b	b	a	b	a	b	b	a	3.59	6.33	8.75	5.31	0.04	5.31	5.31	7.69	5.31	0.77	a	c	c	a	a	c	a	c	a	a	9.56	0.37	7.29	2.57	3.88	0.03	6.83	0	4.14	8.57	c	a	c	a	a	b	a	b	b	c
x45	6.63	7.59	6.02	0.62	6.89	0.79	2.66	6.38	7.16	9.98	c	b	b	b	b	a	a	a	a	b	5.82	9.75	9.56	4.61	6.38	7.54	3.25	5.67	1.13	7.96	c	b	a	b	b	a	c	b	a	b	7.02	3.9	6.19	7	3.16	9	4.56	5.59	4.84	1.81	c	c	b	a	a	a	a	a	c	c	0.37	0.46	9.64	4.58	2.44	5.52	4.81	4.06	6.73	0.14	a	c	b	b	c	b	a	c	a	b
x46	7.6	7.9	2.05	9.31	2.68	8.72	7.32	7.93	3.2	1.2	b	c	a	c	a	c	b	b	c	b	3.51	5.24	9.76	1.78	8.88	8.18	9.25	7.05	0.18	9.4	a	c	a	b	b	b	a	b	a	c	2.98	1.56	6.86	6.45	2.69	9.56	2.58	4	8.28	9.84	b	a	c	a	c	b	a	b	b	b	6.07	7.18	2.47	2.2	3.43	7.84	0.93	3	6.34	7.98	a	c	c	c	b	b	b	c	b	c
x47	0.07	2.49	2.02	9.07	8.3	6.19	2.15	6.84	7	5.72	a	a	a	c	c	a	a	a	c	b	3.11	4.68	6.44	5.84	0.95	5.48	9.97	4.15	8.99	5.49	b	c	c	a	c	a	b	c	b	c	7.05	1.81	9.39	5.4	3.39	6.44	0.15	8.98	2.59	3.17	b	b	c	b	c	c	c	b	a	c	2.04	3.92	4.98	5.09	2.83	7.55	6.01	9.29	0.26	2.95	a	b	c	b	a	b	b	b	a	b
x48	9.17	0.78	3.68	6.59	7.21	8.11	9.62	2.26	1.77	7.03	c	b	a	b	a	a	a	a	b	b	0.9	1.63	2.44	0.98	2.46	3.5	4.72	3.3	1.16	1.34	a	a	b	a	c	b	c	c	a	c	3.06	4.55	3.28	3.07	3.21	2.92	2.25	1.84	7.25	9.9	c	b	c	c	c	c	c	c	c	a	2.43	1.08	5.78	6.92	8.06	8.53	0.5	6.12	4.17	1.32	b	a	a	a	b	c	c	a	a	a
x49	7.48	2.74	0.41	1.96	9.07	2.14	5.93	6.16	7.95	0.41	b	a	c	c	a	a	b	c	a	b	4.44	9.85	9.55	9.11	9.97	3.96	5.97	5.59	1.34	9.55	c	b	c	c	a	c	c	c	b	b	8.45	7.89	8.67	5.51	7.41	2.51	7.06	8.53	5.2	7.54	c	a	a	c	a	c	c	c	b	c	3.64	3.37	2.82	2.86	5.69	3	1.27	5.03	3.15	8.6	c	b	b	c	c	a	b	a	a	c
x50	5.6	2.84	1.34	5.2	0.72	9.88	4.9	1.56	6.6	1.99	a	b	a	b	c	a	a	c	b	c	1	2.16	1.13	0.26	7.23	7.69	9.94	2.05	1.68	1.38	c	c	a	a	c	c	c	a	b	c	4.6	2.02	5.01	2.48	8.63	6.42	0	4.73	0.71	7.82	c	c	b	b	a	b	a	b	b	b	6.14	1.97	3.67	6.98	0.38	3.05	7.57	1.09	2.21	9.25	c	b	b	c	c	b	b	b	b	a
x51	3.45	2.75	4.6	3	5.78	6.83	0.61	1.63	8.31	6.54	a	c	c	a	b	a	b	c	b	c	1.71	8.54	5.17	3.92	3.34	8.08	1.83	1.57	5.46	3.25	c	b	a	b	a	c	c	b	c	b	4.14	8.59	3.81	1.06	9.73	0.29	8.17	3.03	8.76	9.44	c	a	a	a	b	a	a	c	c	a	3.78	7.07	8.16	5.65	4.91	4.18	3.11	9.36	7.72	0.65	a	c	a	b	a	a	c	c	a	a
x52	1.99	1.15	2.36	3.89	2.47	0.41	6.66	2.39	7.65	4.34	b	a	c	a	c	c	c	c	b	a	3.07	7.48	8.57	1.46	7.32	6.67	3.73	4.82	1.75	9.56	a	c	c	b	b	a	c	a	b	a	1.71	6.54	0.66	9.23	0.16	7.83	9.7	2.58	6.64	8.47	c	b	b	c	b	b	c	c	a	c	7.54	0.22	5.29	1.44	9.48	7.9	0.12	5.01	6.08	8.77	a	b	a	c	b	a	b	a	a	c
x53	3.63	3.25	3.35	3.36	0.25	9.43	2.11	4.41	4.07	0.49	b	c	b	a	b	a	a	b	b	b	6.28	8.6	4.25	0.1	9.89	0.1	0.1	9.41	0.1	7.7	b	c	c	a	c	b	a	a	b	a	5.73	6.23	3.41	5.31	4.32	5.31	5.31	2.5	5.31	6.52	c	c	a	a	c	a	c	c	a	a	5.52	1.04	8.84	9.32	7.16	6.8	7.73	8.32	7.47	1.92	c	b	b	b	b	b	a	a	a	b
