X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x10	6.4	0.5	8.87	5.13	5.13	6.82	4.71	2.41	8.82	4.74	a	c	c	c	c	a	b	a	c	c	1.08	1.07	3.65	5.6	2.87	4.85	6.82	5.03	9.21	5.6	b	b	a	a	b	b	b	c	b	c	4.27	4.53	1.92	9.02	5.51	3.35	6.74	7.09	1.65	9.02	b	a	a	a	b	b	a	b	b	c	7.58	6.75	3.7	1.07	4.77	8.55	2.22	8.31	4.28	9.12	c	b	b	c	a	b	c	a	c	b
x11	3.9	9.85	1.46	8.1	3.04	1.89	4.78	6.49	3.9	1.48	a	a	c	b	a	c	c	c	a	a	8.85	5.15	0.2	0.34	2.15	1.86	4	2.6	8.73	6.85	c	b	a	c	a	c	a	b	c	a	5.77	8.59	7.84	3.89	2.76	7.3	6.85	8.57	6.8	8.72	c	c	c	b	a	a	c	a	a	c	7.39	4.09	0.34	7.95	6.6	5.11	8.81	6.51	1.31	4.14	b	a	a	a	c	c	c	c	b	a
x12	0.73	4.82	9.28	9.22	6.22	8.07	7.1	3.08	3.01	8.11	b	b	c	b	c	c	a	b	a	a	3.48	9.64	3.86	1.78	5.42	0.72	2.94	0.35	5.14	7.33	a	b	c	a	b	c	b	a	c	a	2.16	5.64	5.94	4.65	5.98	2.13	6.6	0.68	0.22	4.79	b	b	c	b	a	c	b	b	c	a	6.38	4.81	0.03	9.44	0.19	8.84	9.15	2.24	4.34	6.54	a	a	c	b	b	b	c	b	a	c
x13	6.74	1.21	6.36	9.37	0.25	5.97	1.62	1.18	7.47	4.14	a	a	a	c	a	a	a	a	b	c	8.78	4	1.6	1.13	2.25	9.03	4.11	9.36	7.66	2.74	b	a	c	a	a	b	b	b	a	c	0.18	4.89	5.9	2.52	3.31	4.69	2.75	3.64	8.6	8.32	a	a	a	c	b	c	c	b	a	a	4.6	8.14	7.8	5.06	3.71	7.36	0.08	3.72	2.77	5.17	b	b	a	b	b	b	a	c	b	c
x14	6.87	4.94	9.81	5.8	0.51	4.53	1.81	8.83	0.68	2.37	c	b	b	a	c	a	b	a	b	c	6	9.94	6.99	6.98	5.57	6.17	2.55	4.63	9.76	4.56	b	b	c	a	a	b	b	c	c	b	3.07	8.18	8.26	4.36	7.13	1.34	2.59	0.76	4.97	8.27	b	a	b	a	a	c	a	a	c	a	9.06	4.03	9.36	7.89	2.47	7.6	9.47	7.1	8.34	6.38	a	b	a	a	b	c	b	b	c	c
x15	2.8	3.57	4.01	2.38	4.26	4.47	9.37	1.5	5.14	6.58	b	a	b	c	c	a	c	c	b	b	2.8	3.57	6.48	2.38	4.26	0.65	9.37	8.66	7.7	5.7	b	a	b	b	a	a	c	b	a	a	7.15	9.16	7.95	2.36	3.74	0.47	5.51	2.33	0	8.06	c	a	a	c	a	c	c	a	c	b	7.66	3.06	9.75	0.75	9.19	5.83	8.19	5.78	8.89	1.93	b	b	b	a	b	c	c	b	b	b
x16	5.04	3.42	5.54	0.24	9.97	4.63	8.36	1.76	0.93	3.66	c	b	c	a	a	a	c	a	c	c	2.74	3.23	9.78	6.94	0.89	2.69	4.67	0.32	3.8	0.4	c	b	a	c	c	b	b	b	a	c	1.18	8.82	3.35	9.21	1.23	3.3	3.13	0.53	8.03	1.44	b	c	a	a	c	b	c	c	c	b	1.95	0.25	3.02	2.18	3.44	2.86	2.4	3.31	2.63	1.85	b	a	b	c	a	c	a	b	a	c
x17	0.98	2.66	5.81	4.18	8.97	8.41	6.12	8.98	0.12	7.91	c	b	b	b	a	a	b	b	b	b	6.53	0.33	5.81	3.86	7.62	8.41	1.72	8.98	0.12	5.4	a	b	c	b	c	a	c	b	a	b	5.06	5.18	7.04	6.9	4.04	6.5	4.32	6.03	6.76	2.3	b	a	c	a	a	c	b	c	b	c	4.79	0.42	5.58	1.1	4.59	9.99	1.02	4.43	8.28	3.01	c	a	a	b	a	b	b	b	c	b
x18	1.54	8.8	5.19	7.68	5.59	6.86	6.65	2.88	4.07	6	a	c	b	a	b	c	c	a	b	c	6.01	4.62	8.3	8.55	3.47	8.77	9.02	7.66	1.41	4.18	a	b	c	a	c	a	c	c	b	b	4.43	7.51	3.52	2.01	0.67	7.96	7.73	4.2	8.8	4.03	c	c	b	a	b	a	a	b	c	a	1.81	0.09	8.83	6.38	4.71	4.31	0.46	9.24	7.75	9.75	c	a	a	a	a	b	c	b	a	c
x19	2.04	3.62	7.06	1.77	1.18	6.06	6.35	3.57	8.64	2.27	a	a	a	c	a	a	c	b	b	b	4.17	5.44	3.65	7.49	4.17	2	8.98	4.15	4.8	1.7	a	a	b	a	a	a	c	a	c	a	2.75	5.23	4.04	0.56	7.05	6.22	7.14	2.64	1.83	5.96	b	a	b	b	a	a	a	a	c	b	0.08	4.94	9.13	1.5	9.49	2.53	3.26	3.8	4.96	1.4	b	a	a	a	c	b	a	a	c	a
x20	3.78	7.42	6.94	7.16	8.82	6.96	3.01	9.98	4.75	9.74	b	c	c	a	b	b	a	c	c	a	3.52	4.24	9.3	6.98	8.55	3.63	9.02	9.76	1.12	1.55	a	b	a	c	a	a	a	c	c	a	5.95	9.31	7.99	9.11	6.99	8.57	4.98	7.79	9.7	3.56	c	c	c	c	c	c	b	b	a	a	4.07	2.74	9.04	6.1	6.67	7.72	6.91	8.61	1.27	7.53	b	b	a	b	c	a	a	c	b	a
x21	6.56	5.29	9.88	8.07	9.16	8.19	1.23	1.24	7.78	1.49	c	c	c	a	c	b	b	b	b	b	4.58	6.63	6.04	2.49	3.33	6.05	3.36	5.77	0.95	4.56	a	b	c	c	b	c	c	a	a	b	2.89	5.18	9.8	5.37	9.28	7.4	2.1	4.45	8.02	6.11	a	a	c	b	b	b	c	a	c	b	4.04	3.25	6.32	1.48	5.89	6.84	6.5	1.41	2.47	7.8	a	a	c	a	a	a	a	a	a	c
x22	2.8	3.57	2.65	2.38	4.26	8.73	9.37	5.37	4.05	1.68	b	a	b	c	c	c	c	b	b	b	2.8	3.57	7.74	2.38	4.26	1.78	9.37	0.25	8.05	4.36	b	a	b	b	c	c	b	b	a	b	8.21	4.76	5.45	0.01	4.89	7.98	8.41	3.99	3.73	9.15	c	a	a	b	c	a	c	c	a	a	8.69	7.89	4.89	2.72	3.65	3.15	7.66	9.04	0.16	7.45	b	c	a	c	c	b	b	b	a	a
x23	7.18	7.53	1.43	2.02	4.8	3.3	4.55	1.63	3.96	9.87	a	b	b	c	c	c	b	c	a	c	0.21	1.19	4.02	8.14	4.97	1.82	2.19	3.4	3.46	5.61	b	b	c	c	c	a	c	b	c	a	6.32	7.73	2.94	0.35	1.75	7.42	5.3	0.9	9.16	8.13	c	b	c	b	a	a	b	a	c	c	1.49	4.75	2.75	0.81	6.6	9.28	2.88	5.74	7.85	8.99	b	a	a	a	b	b	a	c	b	b
x24	7.46	7.46	8.01	0.14	1.52	1.77	7.65	8.44	4.21	8.1	c	b	a	c	c	b	b	b	c	c	0.09	3.03	9.21	2.41	6.09	6.89	6.34	0.14	5.49	5.92	b	c	b	c	a	c	a	c	a	b	3.18	5.42	4.94	6.52	2.83	7.25	2.7	9.91	2.89	2.9	b	c	b	b	a	c	b	c	b	a	6.3	6.26	8.24	6.33	8.65	4.73	2.22	8.89	4.2	5.92	c	a	b	b	a	c	a	a	b	a
x25	2.91	5.21	7.05	5.96	6.01	8.31	5.04	2.84	2.43	2.68	a	b	a	c	a	c	c	c	a	c	4.16	5.76	9.01	1.66	3.3	1.95	2.67	5.39	5.66	0.79	b	b	c	c	a	b	b	c	c	a	9.62	5.03	3.1	9.95	4.01	8.11	9.94	5.42	4.98	7.1	a	b	c	b	a	a	c	c	c	a	3.3	2.01	0.03	3.98	7.86	7.22	3.68	9.28	9.86	2.14	b	c	a	b	b	c	c	c	c	c
x26	2.8	3.57	9.35	2.38	4.26	6.64	9.37	6.25	2.84	7.1	b	a	b	a	b	b	c	a	a	b	2.8	3.57	5.52	2.38	4.26	4.58	9.37	1.55	5.93	6.46	b	a	b	c	c	a	a	b	a	b	1.19	2.98	8.12	3.48	5.46	3.63	3.12	0.66	5.95	0.88	b	a	a	a	b	c	c	b	c	c	2.36	0.88	3.36	7.44	4.22	1.34	3.89	7.92	0.54	3.54	b	c	c	a	a	a	a	b	c	c
x27	7.39	6.93	5.81	1	2.95	8.41	2.54	8.98	0.12	7.91	a	b	a	b	b	a	c	a	a	b	7.15	1.23	5.81	7.68	4.55	8.41	8.16	8.98	0.12	8.37	b	b	c	b	c	a	b	c	b	b	5.29	7.12	0.79	6.9	1.56	2.99	5.41	9.5	5.38	5.59	c	a	a	a	a	c	a	c	b	b	9.9	6.56	7.82	2.52	8.34	4.29	6.62	9.28	8.98	2.2	c	c	b	b	c	b	c	b	c	a
x28	2.8	3.57	5.4	2.38	4.26	1.46	9.37	6.01	6.81	4.95	b	a	b	c	b	a	a	c	b	a	2.8	3.57	7.36	2.38	4.26	3.14	9.37	3.31	4.13	5.52	b	a	b	c	b	a	c	c	b	c	6.09	6.18	0.44	8.06	8.29	7.81	5.69	2.82	0.84	1.99	c	a	b	a	a	c	b	a	c	a	3.07	6.82	2.5	0.69	7.01	7.14	9.99	0.11	2.2	1.92	a	b	a	c	a	b	c	b	c	a
x29	8.65	2.48	3.04	8.5	7.82	6.53	2.93	0.68	7.98	0.31	c	b	b	b	a	a	a	c	b	c	4.25	4.75	1.62	3.2	9.64	9.41	1.92	0.44	0.22	1.16	b	b	a	a	b	c	a	a	a	a	6.92	0.19	8.1	6.44	6.05	0.78	0.77	1.82	0.74	9.02	a	a	b	a	b	b	c	a	a	b	2.25	1.1	7.05	6.45	4.55	4.98	2.29	1.94	7.86	4.15	c	c	c	b	a	b	c	c	a	a
x30	3.67	2.67	8.96	5.91	7.96	6.25	0.81	9.77	6.02	5.9	b	b	b	a	a	a	a	b	b	b	5.92	5.46	8.54	8.53	8.41	5.83	6.14	7.9	2.41	3.98	c	b	c	b	c	c	a	a	c	a	9.16	9.88	5.91	6.02	4.88	4.67	3.78	2.78	9.79	1.56	a	b	c	b	a	b	b	a	c	b	4.04	5.48	8.29	3.59	1.56	6.21	6.02	3.85	1.94	8.71	b	c	c	a	c	c	b	b	a	a
x31	1.48	5.98	4.29	0.91	8.19	7.39	4.23	8.71	9.5	0.74	c	a	b	a	b	a	a	c	b	a	0.64	5.99	3.35	9.42	6.72	2.14	3.46	6.6	7.24	6.03	c	a	c	c	c	b	a	a	a	c	8.2	0.86	4.97	9.23	5.87	0.26	4.35	5.7	2.41	1.34	c	b	c	a	a	a	b	b	a	a	3.01	3.95	7.67	5.99	4.32	2.74	2.14	0.26	4.73	0.64	c	b	b	c	b	c	c	c	c	b
x32	3.42	8.02	1.86	1.33	9.36	6.51	4.48	9.21	6.02	2.96	a	c	c	a	b	a	c	b	b	c	8.7	5.03	0.84	5.72	4.16	3.45	4.89	1.98	2.62	0.75	a	b	b	c	b	a	a	a	c	c	8.35	9.27	7.52	1.16	0.63	6.89	6.92	3.4	8.59	8.37	a	b	a	b	a	c	c	a	a	a	1.1	0.55	2.61	2.03	1.29	4.07	6.49	2.54	9.01	5.95	c	b	c	c	b	b	c	c	b	a
x33	2.8	3.57	7.99	2.38	4.26	0.64	9.37	8.62	3.52	7.36	b	a	b	c	b	c	b	c	a	a	2.8	3.57	9.49	2.38	4.26	4.8	9.37	0.66	6.12	4.06	b	a	b	b	b	c	c	b	b	b	5.96	7.1	5.38	7.05	7.43	0	2.42	7.68	5.73	5.62	a	c	a	a	a	c	c	a	a	b	3.42	7.78	3.34	7.11	7.06	6.35	9.69	4.53	3.15	3.73	b	a	c	b	a	b	a	c	a	b
x34	2.98	0.11	5.81	1.69	4.84	8.41	5.34	8.98	0.12	8.86	a	b	b	b	b	a	c	c	a	b	2.72	0.98	5.81	6.49	1.75	8.41	2.71	8.98	0.12	9.43	c	b	c	b	b	a	b	c	c	b	6.32	8.97	6.76	3.14	2.72	2.78	7.3	9.85	2.54	0.18	a	a	c	a	c	b	b	c	a	b	1.16	3.57	0.06	5.62	8.96	5.47	5.96	3.65	2.45	1.7	a	c	c	b	c	c	a	b	b	b
x35	0.6	8.71	5.88	8.95	1.48	3.39	5.87	8.26	0.88	9.06	a	b	c	c	c	a	c	b	b	c	1.85	3.84	1.44	5.55	9.76	2.17	6.7	0.31	0.24	0.9	b	b	c	b	c	b	c	b	c	a	4.81	5.88	7.89	1.55	7.28	7.36	2.87	3.49	1.55	5.46	a	b	c	b	c	b	b	a	c	b	1.37	2.37	9.43	6.6	7.13	8.81	1.82	1.97	6.25	3.35	c	a	a	b	b	b	b	b	b	a
x36	7.45	5.16	9.91	3.51	8.26	7.32	6.04	6.49	6.97	4.44	b	a	a	c	b	a	b	b	c	b	6.8	3.88	7.46	3.55	6.6	5.04	7.81	0.2	6.55	4.26	c	c	c	b	c	a	b	c	a	b	5.39	3.13	6.81	9.66	5.4	3.17	5.87	9.5	2.48	2.82	c	c	c	c	a	a	b	c	c	c	1.24	7.76	3.96	7.33	3.66	6.61	4.61	6.98	9.22	8.52	a	a	b	b	c	a	a	b	a	c
x37	2.8	3.57	2.35	2.38	4.26	0.23	9.37	2.16	4.23	9.82	b	a	b	c	a	c	b	c	c	a	2.8	3.57	1.98	2.38	4.26	0.96	9.37	2.67	3.28	1.73	b	a	b	c	a	c	c	a	c	c	2.97	9.25	5.89	2.19	9.8	7.19	1.27	6.76	1.12	6.44	b	b	b	c	b	a	a	c	c	a	7	3.9	3.05	8.83	7.94	5.73	6.56	1.92	7.72	9.31	c	c	c	c	a	b	b	c	b	a
x38	0.93	8.37	4.48	8.85	8.26	4.89	3.25	8.2	3.89	9.32	a	c	a	a	b	a	c	b	c	c	0.34	3.21	4.89	8.82	4.59	3.58	5.78	0.87	9.61	8.11	a	c	b	b	c	c	b	b	b	c	8.38	9.58	3.44	4.05	2.82	0.98	3.64	5.52	4.29	5.99	c	b	a	b	a	b	a	a	a	c	3.87	9.64	9.63	2.92	8.29	1.46	5.22	3.48	0.26	5.93	b	a	c	b	c	c	c	a	c	a
x39	2.8	3.57	8.42	2.38	4.26	9.18	9.37	9.74	2.5	6.99	b	a	b	a	b	c	c	b	a	a	2.8	3.57	3.14	2.38	4.26	6.54	9.37	2.24	9.68	6.68	b	a	b	b	c	a	c	c	b	b	9.17	0.47	4.97	5.77	2.58	0.71	6.15	3.99	2.14	6.92	c	b	c	c	a	b	b	c	a	b	7.08	9.82	2.14	6.15	4.99	0.78	9.67	3.95	6.43	3.88	c	b	c	a	b	c	a	c	b	b
x40	2.84	7.37	3.28	5.11	4.2	6.07	6.12	2.49	2.04	1.4	a	c	c	b	c	b	b	a	c	b	2.84	7.37	7.81	6.51	4.2	0.61	0.71	0.88	4.23	3.16	a	a	a	a	b	b	c	b	c	a	0.82	9.34	0.82	4.56	4	1.54	6.19	4.12	3.01	3.28	b	a	c	b	a	a	b	b	c	a	9.81	9.98	1.6	7.86	6.18	8.72	0.2	0.72	6.05	3.57	a	b	c	a	b	a	a	a	a	a
x41	8.68	7.67	3.95	0.61	7.33	8.44	6	4.6	3.57	1.98	c	b	b	b	c	c	a	b	a	b	0.16	5.85	8.07	1.53	6.48	2.19	1.94	5.08	7.88	7.54	a	b	a	b	c	c	a	a	b	a	1.89	3.96	3.51	7.42	9.94	6.1	2.22	1.09	7.96	0.69	c	a	a	b	a	a	a	c	c	b	6.68	6.27	8.56	0.17	2.53	9.85	9.33	5.65	4.48	6.73	c	b	b	a	c	a	b	c	b	b
x42	8.96	8.83	6.81	8.93	6.75	9.5	9.07	1.58	7.58	4.73	c	a	a	a	a	c	c	b	c	c	7.02	2.07	1.88	4.55	7.16	3.99	0.96	9.86	7.91	0.1	b	b	c	a	c	c	c	c	c	a	8.61	9.57	3.39	2.63	4.07	3.11	0.45	2.27	6.16	4.94	c	b	c	a	b	c	c	c	c	b	1.89	3.6	4.78	9.61	0.03	1.42	1.94	5.13	7.37	3.31	b	b	a	a	b	b	c	c	b	b
x43	8.53	7.96	1.53	5.07	9.81	9.37	7.53	8.04	6.92	9.93	a	a	c	c	c	c	c	c	b	c	9.48	4.52	1.12	4.46	0.84	9.54	5.98	5.63	2.46	5.38	a	b	c	a	a	c	b	a	c	c	1.02	5.34	5.63	7.66	9.46	2.54	5.26	1.82	6.24	4.64	b	b	c	c	a	c	c	b	c	b	9.22	6.94	8.4	1.9	0.19	2.62	4.53	9.64	8.82	4.34	c	c	b	c	b	b	a	b	b	c
x44	2.84	7.37	5.15	6.65	4.2	8.69	1.37	5.32	4.99	6.24	b	a	a	c	c	a	c	a	c	c	2.84	7.37	3.52	6.52	4.2	3.77	0.49	6.22	6.97	6.11	c	b	c	c	b	b	a	b	c	a	8.45	6.2	7.94	2.59	2.45	0	9.06	5.28	8.48	5.75	a	b	c	c	a	a	b	c	c	a	6.03	2.51	6.23	6.99	1.39	9.76	5.85	8.29	1.82	9.37	b	b	a	a	a	c	a	a	a	a
x45	2.8	3.57	9.67	2.38	4.26	6	9.37	6.08	3.75	2.62	b	a	b	c	a	c	b	a	c	c	2.8	3.57	2.58	2.38	4.26	4.3	9.37	1.08	5	7.44	b	a	b	c	b	c	c	a	c	c	0.7	4.16	7.15	9.46	4.69	1.26	8.31	4.23	0.51	3.63	b	a	a	b	c	b	c	a	b	c	7.76	7.81	5.01	3.04	7.46	1.86	4.28	3.07	4.1	7.19	b	a	c	a	a	b	a	b	c	a
x46	2.84	7.37	9.79	1.54	4.2	0.6	8.13	3.87	4.92	6.48	c	a	c	a	b	b	a	b	a	b	2.84	7.37	1.29	4.92	4.2	0.2	0.57	0.59	9.86	7.4	b	b	c	c	b	b	c	b	b	c	3.63	6.68	6.34	2.18	5.03	2.07	1.09	0.49	4.84	2.95	b	a	b	a	a	b	b	a	c	b	1.93	1.67	8.09	7.03	2.99	2.7	3.11	8.46	1.72	9.45	a	a	a	c	b	a	c	a	b	c
x47	2.84	7.37	5.81	4.85	4.2	8.41	7.78	8.98	0.12	4.49	c	b	c	b	b	a	a	c	c	b	2.84	7.37	5.81	9.04	4.2	8.41	9.59	8.98	0.12	9.39	c	b	a	b	a	a	c	b	b	b	3.22	7.49	9.39	0.78	9.97	3.53	7.8	7.36	9.68	0.09	a	a	b	b	a	a	a	b	b	c	5.24	8.1	9.07	6.49	7.58	4.67	1.56	2.26	8.72	1.53	b	a	c	b	c	a	c	a	a	c
x48	6.63	1.93	2.9	7.32	7.99	4.64	3.01	5.92	2.11	4.06	c	b	b	c	b	b	b	a	a	c	0.59	3.9	7.74	0.15	1.44	9.99	2.59	1.62	3.17	6.85	a	b	c	c	b	b	c	c	c	b	9.97	3.37	0.46	4.75	6.37	1.86	4.79	5.51	8.53	7.84	c	b	c	c	b	c	c	c	c	b	6.1	9.52	7.56	1.89	7.77	3.84	4.86	2.95	8.5	6.46	a	c	c	c	a	a	a	c	c	c
x49	7.65	7.35	5.81	9.15	7.27	8.41	3.2	8.98	0.12	2.12	b	b	b	b	b	a	b	a	c	b	0.48	7.87	5.81	0.57	3.24	8.41	8.72	8.98	0.12	7.49	a	b	a	b	a	a	c	c	a	b	3.85	6.98	9.92	2.4	6.34	6.7	7.56	9.79	4.31	4	b	b	b	b	a	c	c	b	c	b	2.41	4.02	6.17	2.1	7.08	4.33	5.63	1.3	4.08	1.64	c	b	c	a	b	a	c	a	c	c
x50	6.31	6.94	1.21	5.59	8.92	3.68	5.64	9.98	5.07	3.91	b	c	b	c	c	b	b	c	c	c	1.14	8.77	7.07	1.01	4.12	6.58	9.68	5.81	9.06	4.03	b	b	c	a	c	b	b	c	c	a	9.45	9.34	7.24	0.22	9.71	9.89	3.23	6	7.02	2.8	b	b	a	a	a	b	c	c	b	b	6.8	3.89	6.2	0.85	3.83	0.05	0.62	5.99	7.72	1.11	b	c	b	b	c	b	c	a	c	a
x51	8.16	1.34	3.66	3.47	7.44	5.65	0.82	8.25	4.99	7.24	b	c	a	b	b	c	c	c	b	c	5.29	6.61	3.42	2.24	9.98	3.14	5.04	5.47	2.82	9.54	a	b	c	c	a	b	a	c	c	a	6.77	4.84	7.02	4.88	4.04	9.89	5.99	4.27	0.68	5.88	c	b	c	a	b	c	b	a	c	c	4.47	7.13	1.16	1.31	0.42	8.54	2.88	1.75	8.78	2.79	c	b	a	a	c	b	c	b	a	b
x52	2.8	3.57	0.01	2.38	4.26	0.98	9.37	3.69	0.53	3.91	b	a	b	c	b	b	b	a	b	c	2.8	3.57	7.68	2.38	4.26	5.84	9.37	5.56	0.33	9.73	b	a	b	a	a	b	c	a	a	a	6.41	1.49	9.77	5.06	0.74	6.88	3.85	2.36	0.41	1.74	a	a	c	a	b	c	b	c	a	a	8.98	6.41	7.49	5.29	1.64	8.99	0.98	0.93	4.16	3.18	c	c	a	b	c	a	b	b	a	b
x53	2.84	7.37	3.75	5.83	4.2	3.37	6.15	4.18	9.55	2.12	a	a	c	a	c	c	a	a	a	a	2.84	7.37	4.9	3.46	4.2	9.68	3.47	7.63	8.79	1.07	c	b	a	a	a	b	c	b	b	b	6.79	1.45	7.45	6.64	1.61	1.96	3.9	9.77	0.4	8.72	b	b	c	b	b	a	a	a	c	a	1.43	3.15	5.66	2.97	4.45	8.98	7.69	8.92	5.42	4.55	c	c	c	c	b	a	a	b	c	b
