X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x28	8.1	0.82	5.46	7.61	7.63	b	c	c	a	c	5.11	6.94	8.79	6	3.9	c	c	b	a	a	9.04	8.36	1.08	6.94	2.3	b	c	a	c	b	9.99	2.11	9.12	1.83	6.33	c	a	b	a	b	6.64	9.64	7.49	0.21	8.72	c	a	a	b	c	4.42	9.54	7.62	6.34	9.47	b	b	a	a	a
x29	5.76	9.83	5.76	5.76	9.54	c	c	b	c	a	5.59	9.42	5.59	5.59	8.34	c	a	c	c	c	1.71	3.81	1.71	1.71	5.32	c	c	c	c	b	2.13	7.64	2.13	2.13	6.36	c	a	a	c	c	4.58	4.77	1.18	6.7	4.05	b	c	b	c	b	0.98	0.96	0.23	8.06	7.07	a	b	b	b	c
x30	4.19	6.91	1.04	4.82	6.93	c	b	c	b	a	1.1	1.59	7.16	7.8	6.28	a	c	a	c	c	4.84	7.85	8.69	3.02	5.18	b	c	b	a	c	9.84	8.59	0.72	0.32	8.22	b	a	b	b	b	3.21	7.11	5.26	6.89	8.13	a	c	a	a	b	9.4	6.69	7.42	7.5	8.66	b	a	c	a	c
x31	1.06	0.37	6.83	9.27	3.78	b	c	a	a	c	8.59	9.49	2.62	2.36	1.27	a	b	b	b	c	1.66	2.75	6.18	9.39	4.15	b	a	a	a	a	7.87	5.18	3.96	4.76	1.82	c	a	a	c	c	3.06	1.1	5.61	9.01	5.93	c	a	a	a	b	9.15	1	4.79	4.26	0.67	c	a	a	b	c
x32	7.03	4.47	1.54	8.04	1.94	c	b	b	a	a	7.52	3.02	2.1	0.1	0.96	b	c	b	c	b	8.12	2.87	8.96	1.79	0.03	b	a	b	a	b	5.32	2.87	8.96	4.25	0.03	c	c	c	a	c	4.15	2.87	8.96	7.76	0.03	c	b	b	a	b	6.64	6.38	8.93	0.43	7.97	a	c	b	a	b
x33	1.64	7.74	4.57	7.2	1.16	b	c	b	b	c	3.61	9.16	3.61	3.99	1.49	b	b	b	c	c	3.23	8.65	3.28	0.4	5.39	c	c	b	c	c	5.31	5.97	1.9	6.15	2.21	b	c	c	b	b	3.99	0.56	8.88	5.89	4.15	c	c	b	a	a	5.25	3.58	9.91	9.41	8.89	c	c	c	b	c
x34	9.77	7.9	5.72	5.07	3.9	a	b	c	a	c	0.51	9.91	1.65	6.87	0.95	a	c	c	a	a	1.21	3.8	1.64	2.67	7.91	a	c	b	a	c	4.39	2	0.86	3.14	7.2	c	c	a	a	a	8.19	4.45	1.74	8.4	0.38	a	b	b	c	b	3.29	0.15	3.84	9.27	6.21	a	c	c	b	a
x35	6.17	3.7	0.21	4.96	2.75	b	a	c	c	a	4.98	9.37	6.94	2.84	3.91	a	c	c	b	c	9.05	2.78	8.66	6.2	1.36	a	a	b	c	c	8.96	6.05	7.47	8.6	8.58	a	c	b	c	a	3.5	4.61	6.5	5.09	6.67	a	a	a	a	c	1.26	5.64	7.78	0.6	1.75	b	c	c	c	b
x36	3.09	1.62	6.65	2.74	3.58	c	a	b	a	b	5.13	5.69	8.77	5.1	7.89	c	c	c	c	a	8.83	4.21	5.72	0.57	1.84	b	b	c	b	b	0.35	5.03	9.39	6.69	0.05	b	c	c	b	b	7.71	1.9	5.54	7.93	5.35	c	a	c	a	c	4.57	1.06	3.78	8.68	2.62	b	b	c	b	c
x37	1.94	6.19	0.32	7.7	9.55	b	b	c	b	c	2.44	4.95	0.11	3.57	5	c	c	a	a	a	9.74	3.25	4.7	2.17	0.33	a	a	b	c	b	0.7	2.48	2.64	9.6	6.45	b	a	a	c	c	0.5	8.56	5.08	3.11	6.4	a	b	b	c	a	2.24	8.67	6.16	4.45	2.41	c	c	c	c	b
x38	5.76	0.91	5.76	5.76	8.39	c	b	c	c	b	5.59	3.47	5.59	5.59	6.66	c	b	a	c	c	1.71	2.22	1.71	1.71	4.67	c	c	a	c	c	2.13	9.28	2.13	2.13	7.38	c	c	b	c	b	9.91	6.54	3.35	8.87	2.53	b	c	a	b	a	3.1	5.29	5.37	2	6.6	c	a	c	b	b
x39	5.5	2.04	1.33	9.04	6.31	b	a	a	a	a	3.01	2.83	6.72	4.88	3.54	a	c	a	c	b	0.29	9.63	1.46	1.64	3.67	a	c	b	c	a	9.19	5.76	1.83	0.79	2.93	c	a	c	a	c	3.05	3.94	5.4	8.48	9.07	b	b	b	b	a	8.79	6.8	2.23	7.16	2.4	b	a	b	b	c
x40	7.71	5.47	7.08	9.62	6.83	b	c	c	a	c	0.68	5.82	1.15	2.26	7.64	b	b	b	a	a	6.44	6.66	9.26	6.26	6.89	a	c	a	a	a	0.48	0.22	0.07	5.76	9.72	b	b	a	c	b	0.32	1.34	0.97	6.27	6.79	b	a	b	b	b	5.36	1.74	0.88	9.36	5.24	c	c	a	a	a
x41	3.12	8.16	8.41	1.26	4.94	b	a	b	a	a	0.53	7.59	5.33	8.56	7.46	a	a	c	c	a	2.06	1.04	4.05	8.86	7.81	b	b	b	c	c	0.15	0.76	5.85	5.67	4	a	c	b	c	a	2.28	3.99	9.62	9.08	3.44	a	c	b	b	b	4.44	3.95	0.31	3.3	4.62	b	a	c	b	a
x42	9.7	6.86	2.45	3.91	5.11	b	c	c	c	a	5.64	5.07	1.22	5.76	8.78	a	c	b	b	c	0.93	8.88	0.72	5.57	0.92	b	c	b	a	b	4.32	1.71	9.29	0.34	9.23	a	c	b	b	a	4.67	0.15	7.06	6.51	3.64	c	c	c	b	b	7.95	8.9	9.93	3.99	6.62	c	c	b	b	c
x43	6.78	0.98	6.92	6.46	4.89	c	a	c	a	c	8.21	9.43	2.18	3.66	2.93	c	c	a	c	b	1.47	9.49	1.43	6.76	5.76	c	b	b	a	c	6.72	2.39	3.18	0.15	6.6	b	c	b	b	b	3.17	9.33	1.3	6.55	3.3	c	b	c	a	c	4.29	3.94	7.22	1.83	3.73	b	c	a	c	b
x44	7.51	6.66	9.81	7.9	3.3	a	b	c	a	a	7.38	6.86	4.62	4.09	1.28	a	a	b	a	c	3.27	2.87	8.96	5.42	0.03	a	c	b	c	a	0.02	2.87	8.96	5.54	0.03	c	a	b	c	b	9.36	2.87	8.96	2.79	0.03	b	b	b	c	b	2.79	6.92	6.41	2.79	1.47	c	b	c	b	a
x45	5.76	9	5.76	5.76	5.45	c	b	a	c	b	5.59	1.96	5.59	5.59	6.88	c	a	b	c	a	1.71	6.05	1.71	1.71	2.63	c	a	a	c	c	2.13	6.84	2.13	2.13	7.24	c	a	c	c	c	9.74	8.59	6.22	1.75	5.75	c	b	b	a	a	7.82	5.88	0.57	1.93	6.83	c	a	c	a	c
x46	5.76	0.38	5.76	5.76	6.4	c	a	c	c	a	5.59	6.34	5.59	5.59	6.8	c	a	c	c	a	1.71	4.01	1.71	1.71	4.72	c	b	b	c	a	2.13	4.21	2.13	2.13	3.16	c	a	c	c	a	6.92	5.75	5.9	3.23	4.82	b	c	b	b	a	4.62	9.73	3.41	5.75	2.21	b	b	b	b	b
x47	5.76	0.47	5.76	5.76	0.46	c	b	a	c	a	5.59	3.85	5.59	5.59	1.86	c	a	b	c	b	1.71	0.85	1.71	1.71	3.39	c	b	b	c	c	2.13	5.3	2.13	2.13	7.79	c	a	c	c	c	6.48	3.48	5.54	1.82	1.6	a	c	a	b	c	5.55	1.89	8.5	9	9.35	b	a	c	b	c
x48	8.96	9.89	5.7	4.7	0.27	a	b	c	c	a	3.78	6.46	0.5	5.41	5.99	b	c	c	c	c	3.32	3.06	4.87	8.35	2.7	a	a	c	c	c	9.28	3.14	4.47	8.31	7	b	a	c	a	c	9.15	9.77	7.19	1.88	0.9	a	b	b	a	c	8.16	0.75	5.59	3.26	2.21	b	c	a	c	a
x49	7.34	2.97	5.72	6.63	2.25	c	a	b	a	a	4.17	3.94	1.16	2.67	3.07	a	b	c	c	c	7.09	1.52	6	2.5	9.09	b	b	b	c	b	5.22	7.93	8.21	6.7	7.17	a	c	b	c	a	1.57	1.54	9.99	4.02	8.41	c	a	a	b	b	8.93	5.53	3.02	5.44	9.39	c	a	b	c	a
x50	5.76	9.46	5.76	5.76	1.41	c	b	b	c	a	5.59	6.04	5.59	5.59	1.56	c	a	a	c	c	1.71	3.97	1.71	1.71	4.21	c	b	a	c	c	2.13	9.32	2.13	2.13	1	c	a	c	c	a	6.8	7.5	9.68	8.86	2.5	b	c	c	a	c	4.26	4.11	1.69	3.1	8.72	a	c	a	a	a
x51	0.21	7.61	9.85	8.45	5.03	a	a	a	a	b	1.91	3.5	7.88	8.63	3.16	a	b	b	c	b	3.4	0.77	3.75	7.88	5.95	a	a	a	c	b	8.39	0.68	8.53	2.5	7.86	c	c	a	c	a	7.78	0.51	0.39	7.68	4.85	a	c	a	a	a	7.86	3.91	7.33	9.62	7.85	b	a	a	b	a
x52	8.28	8.56	8.83	3.73	4.17	c	a	a	c	c	3.6	3.95	2.02	3.29	0.01	a	c	c	c	a	3.53	6.06	8.14	4.26	3.2	b	b	b	c	b	4.52	1.66	1.02	9.99	9.03	b	b	b	c	b	2.91	8.13	1.78	2.28	0.17	c	a	c	a	a	8.14	4.97	7.36	8.26	3.18	a	a	b	a	c
x53	5.76	5.85	5.76	5.76	2.31	c	b	b	c	c	5.59	0.8	5.59	5.59	6.53	c	c	b	c	a	1.71	2.98	1.71	1.71	8.46	c	c	c	c	b	2.13	2.15	2.13	2.13	1.06	c	c	b	c	a	1.29	0.96	0.95	3.57	1.36	a	b	a	c	a	2.08	5.23	2.48	2.15	1.21	b	c	a	c	b
x54	5.77	6.26	6.84	3.92	2.14	b	a	c	b	c	1.94	5.48	4.29	5.9	6.96	b	c	b	b	a	0.59	2.87	8.96	9.42	0.03	c	c	c	c	c	9.29	2.87	8.96	6.91	0.03	a	c	b	c	a	1.63	2.87	8.96	1.12	0.03	b	c	b	a	b	6.97	5.6	2.21	6.31	4.18	c	a	c	c	a
x55	8.7	9.5	9.38	5.87	5.03	a	b	c	b	a	7.12	7.84	6.83	0.07	2.88	b	c	b	c	b	4.91	9.2	2.59	1.1	8.54	b	a	c	b	a	8.09	3.8	7.17	6.26	9.67	c	b	b	b	c	2.48	0.85	0.28	6.84	2.58	c	c	a	b	b	1.72	9.66	6.75	5.09	7.06	b	b	b	b	c
x56	9.15	4.4	5.2	3.9	0.97	c	c	a	b	c	2.21	5.85	2.16	1.54	8.96	a	b	c	c	a	6.36	2.87	8.96	6.95	0.03	a	b	a	c	a	5.2	2.87	8.96	3.24	0.03	c	b	b	c	a	0.42	2.87	8.96	9.88	0.03	c	a	b	c	b	7.92	2.56	0.61	1.18	9.96	c	a	c	a	a
x57	5.76	7.05	5.76	5.76	9.73	c	c	b	c	b	5.59	9.57	5.59	5.59	7.05	c	a	b	c	a	1.71	3.43	1.71	1.71	4.86	c	c	c	c	c	2.13	3.48	2.13	2.13	2.37	c	b	a	c	b	1.92	2.15	2.84	6.11	5.73	b	b	b	a	a	6.68	4.15	0.78	2.99	6.61	c	a	b	b	c
x58	3.39	5.02	4.34	1.24	8.22	b	a	a	a	a	8.9	9.71	5.98	9.39	8.27	a	b	a	c	c	2.38	4.45	0.74	7.51	2.58	a	b	c	a	a	4.24	5.12	9.96	2.45	9.76	a	a	a	b	a	3.85	9.42	5.03	0.54	9.11	a	b	c	c	a	3.95	0.86	7.1	2.69	4.01	a	c	c	b	a
x59	5.71	5.51	2.01	2.41	9.7	a	a	b	a	c	9.54	6.14	9.6	4.56	8.83	c	a	c	c	b	1.58	9.19	4.58	8.58	0.64	b	c	b	c	a	8.2	5.78	9.44	6.02	2.81	a	c	c	b	a	5.69	5.71	4.16	5.88	5.75	a	a	c	a	b	2.74	0.33	7.42	1.23	3.42	c	c	c	a	b
x60	6.65	1.09	1.01	3.62	3.09	b	c	a	c	a	2.08	1.09	9.49	0.86	7.9	a	b	a	b	c	1.66	0.31	3.78	9.16	3.02	a	a	c	b	c	9.69	8.84	0.57	9.63	5.4	c	b	a	c	c	1.68	4.24	8.6	4.38	4.64	b	c	b	b	a	9.84	5.32	6.94	9.78	6.82	c	a	b	c	a
x61	8.59	2.3	1.87	7.11	0.12	b	b	c	a	a	8.04	5.06	3.48	7.36	7.59	a	b	b	b	a	4.85	2.16	7.34	4.46	8.1	b	b	c	b	b	5.01	3.46	9.06	2.41	6.99	c	a	c	b	c	4.32	6.59	1.51	3.18	5.86	c	a	a	b	a	6.67	8.26	2.81	9.93	6.51	c	a	a	c	c
x62	2.25	9.08	4.97	3	4.34	b	b	b	b	c	9.89	9.19	6.27	3.33	9.87	c	b	c	b	a	7.19	2.67	1.53	6	3.89	c	b	c	a	c	4.65	7.78	1.67	4.14	1.71	a	b	c	b	a	0.53	1.97	7.98	3.92	0.01	a	a	c	a	c	5.69	7.8	2.64	9.17	5.57	c	a	b	c	b
x63	3.91	5.82	1.86	9.34	1.78	a	b	a	b	c	1.27	3.92	2.56	0.85	8.18	c	b	a	b	a	5.65	5.66	2.78	4.92	7.75	a	a	b	c	b	4.28	4.65	8.65	3.01	9.41	b	b	b	b	b	4.75	4.61	6.65	8.58	8.53	b	b	a	c	c	5.41	5.34	5.62	7.8	0.91	c	c	a	b	c
x64	9.92	8.31	8.37	5.91	4.33	b	b	b	c	c	6.53	8.09	3.12	9.06	6.62	a	a	b	c	c	4.29	9.2	2.13	4.59	1.64	a	b	b	b	b	7.49	6.06	1.55	7.51	0.41	a	a	c	a	b	0.44	4.86	6.4	5.92	3.97	c	b	a	c	c	2.85	0.12	0.42	1.45	4.26	a	c	c	c	c
x65	4.06	3.06	4.37	4.33	2.34	b	c	c	b	a	4.01	8.96	5.46	5.77	3.2	c	c	b	c	b	6.03	8.62	0.99	2.68	8.38	b	b	a	a	c	1.25	9.03	3.41	2.34	7.37	a	b	a	b	b	8.89	5.19	8.64	1.72	4.26	b	b	a	a	c	3.65	7.48	9.38	1.56	2.69	a	b	c	a	b
x66	1.15	1.71	3.98	8.7	6.96	a	c	c	b	b	0.35	9.04	3.65	2.45	5.65	c	c	c	c	b	3.53	4.8	8.91	4.21	1.46	c	b	c	b	a	2.43	7.28	3.7	2.01	0.08	a	a	a	c	a	4.72	2.61	9.68	6.34	1.49	a	a	a	b	a	9.29	2.67	2.54	3.02	8.46	c	a	a	a	b
x67	7.68	8.95	4.29	8.53	5.04	c	a	c	c	a	2.81	9.11	5.43	7.02	3.01	c	b	b	a	b	3.99	1.79	2.72	0.75	2.36	b	c	b	a	a	4.36	5.54	6.15	7.86	7.44	b	a	c	b	b	3.72	1.8	4.9	6.36	6.87	c	a	b	a	c	4.89	3.85	5.04	4.57	6.61	b	a	a	c	c
x68	7.78	5.98	0.66	7.85	3.99	c	c	b	b	b	2.44	0.26	5.93	2.26	7.86	c	b	c	b	b	3.34	2.72	3.43	5.39	1.72	b	b	b	b	c	4.28	0.45	7.61	5.43	5.19	a	a	b	a	c	7.45	0.57	3.02	4.15	3.5	b	c	a	b	b	7.35	8.56	4.64	8.42	4.35	b	c	a	a	c
x69	5.76	9.01	5.76	5.76	1.49	c	a	b	c	c	5.59	3.49	5.59	5.59	3.75	c	b	c	c	c	1.71	5.24	1.71	1.71	5.1	c	c	b	c	a	2.13	8.4	2.13	2.13	9.26	c	a	b	c	b	6.97	8.27	0.69	1.08	8.85	c	a	b	c	a	8.87	6.87	9.34	5.26	1.71	b	c	b	c	b
x70	5.76	9.64	5.76	5.76	7.49	c	a	b	c	a	5.59	4.93	5.59	5.59	9.92	c	c	c	c	a	1.71	0.15	1.71	1.71	5.32	c	c	c	c	c	2.13	7.17	2.13	2.13	4.55	c	b	a	c	b	3.69	3.07	1.51	8.86	9.97	b	a	c	b	c	0.17	3.69	3.05	9.48	5.23	b	b	b	b	b
x71	3.57	0.01	3	2.99	8.96	c	a	b	c	b	7.27	8	8.34	4.82	8.15	a	c	c	c	c	6.62	9.66	6.8	1.91	2.63	a	c	c	c	a	6.55	4.65	4.9	1.09	6.48	c	a	c	b	c	3.06	5.03	4.94	3.97	0.96	c	a	c	b	c	1.63	6.67	2.88	5.9	6.43	b	c	c	b	b
x72	8.38	4.07	7.37	0.6	5.1	c	b	a	c	a	5.43	3.94	0.13	3.63	0.92	a	a	c	a	c	4.56	1.66	3.3	4.48	4.66	c	b	c	c	c	1.05	9.54	8.51	3.19	0.4	b	c	b	a	a	0.54	2.5	3.58	6.85	1.72	c	c	c	a	a	9.8	3.48	4.86	3.05	7.02	b	b	c	c	b
