X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x10	1.13	3.01	9.22	1.51	6.74	5.82	5.29	5.13	4.49	0.38	a	c	a	a	b	c	b	b	c	a	1.13	9.17	2	0.65	6.74	6.29	0.26	5.13	4.49	8.7	a	b	c	c	b	c	c	b	b	c	4.62	8.51	8.1	4.8	4.88	3.71	0.75	5.35	5.22	8.93	b	c	a	b	b	b	b	c	c	c	3.66	8.34	8.76	6.96	0.04	4.75	1.33	0.4	3.17	7.73	a	c	b	c	a	a	b	a	a	a
x11	1.13	0.01	9.67	5.17	6.74	7.44	1.55	5.13	4.49	6.69	a	b	c	b	b	b	c	b	c	b	1.13	1.86	2.9	7.91	6.74	2.72	0.79	5.13	4.49	1.01	a	a	c	b	b	a	c	b	c	b	6.95	8.62	8.11	0.07	8.83	2.88	3.37	4.32	8.57	6.13	b	a	a	b	b	c	a	b	a	a	1.29	7.5	9.25	8.11	4.01	8.22	4.61	1.97	5.74	0.65	c	c	a	c	a	b	a	b	c	c
x12	6.34	5.11	2.19	4.71	9.17	3.8	3.92	4.87	7.15	3.66	c	a	c	c	b	b	c	b	a	a	3.23	7.16	0.93	5.41	0.9	7.08	1.79	1.79	1.15	1.72	a	c	c	b	c	b	a	c	c	b	2.38	8.31	1.8	4.39	9.63	6.44	7.05	9	0.74	9.48	b	a	a	b	a	a	b	a	a	b	9.26	6.23	4.55	4.38	6.06	5.43	9.4	6.25	5.27	1.25	c	c	a	c	c	a	a	c	b	c
x13	8.91	4.78	4.32	3.79	5.93	3.11	9.88	7.67	7.83	1.24	a	b	a	c	a	c	c	a	b	b	1.52	6.15	4.22	6.15	7.86	3.91	3.48	4.58	1.45	6.15	b	a	a	c	c	c	a	a	a	a	7.06	7.82	5.1	7.82	8.19	3.07	6.38	9.5	9.23	7.82	a	c	a	c	b	c	a	a	b	a	6.09	1.05	3.4	4.11	8.28	4.55	2.81	8.24	6.37	7.87	b	c	a	b	a	a	c	c	b	c
x14	1.38	0.83	4.23	5.93	2.48	9.52	1.95	5.74	6.63	3.66	c	a	c	c	c	a	c	b	c	b	6.63	7.25	2.8	2	4.28	1.71	9.99	4.34	9.24	1.89	b	b	c	a	b	c	b	c	b	c	7.72	5.27	9.69	4.51	2.3	6.23	8.32	9.15	5.15	8.6	a	a	c	c	c	a	b	a	c	b	4.76	2.05	7.58	6.56	4.78	9.24	1.75	0.39	4.69	8.08	b	a	c	b	a	c	a	a	c	a
x15	6.15	4.86	4.7	3.11	6.19	0.03	9.62	3.27	4.12	8.32	b	a	c	c	a	a	b	a	a	a	5.89	6.15	5.15	6.15	0.44	4.77	6.22	6.59	2.94	6.15	c	a	a	a	b	c	b	a	b	a	5.24	7.82	2.55	7.82	2.41	6.39	4.58	8.31	9.63	7.82	b	c	a	c	c	c	a	a	a	a	2.38	1.83	3.52	0.71	0.97	5.16	2.13	2.07	4.69	4.48	b	a	c	b	a	a	a	a	b	b
x16	1.13	2.32	3.7	0.47	6.74	7.52	8.52	5.13	4.49	3.19	a	c	a	c	b	a	a	b	b	a	1.13	3.76	5.6	1.67	6.74	9.9	5.58	5.13	4.49	2.38	a	b	b	b	b	b	b	b	c	c	7.26	8.13	7.5	5.07	8.83	2.31	7.18	9.1	6.94	5.45	b	b	b	a	b	c	a	b	b	c	9.37	9.84	2.39	9.48	7.66	2.91	0.88	9.44	3.99	4.24	a	c	c	b	c	b	a	a	a	a
x17	4.04	3.74	7.69	9.32	9.14	9.69	1.98	2.46	5.6	8.08	b	a	b	c	b	a	c	a	c	a	8.57	9.12	1.03	1.03	3.77	3.94	6.58	9.88	4.62	8.84	b	b	a	a	b	a	c	b	b	a	8.57	9.26	4.29	3.16	3.77	3.94	6.35	1.38	1.87	7.5	b	b	b	a	b	b	a	c	c	a	5.95	6.54	3.45	4.94	4.97	1.53	5.36	2.44	8.56	9.22	b	c	b	a	b	c	c	c	a	c
x18	6.54	3.46	7.73	4.06	5	1.42	4.6	0.36	7.14	9.32	a	c	b	b	a	b	b	b	c	a	7.39	6.77	5.01	3.32	1.86	3.71	9.22	2.62	8.99	4.54	c	a	b	b	a	b	b	a	c	b	7.86	6.88	3.25	1.7	1.67	4.7	5.33	9.91	2.24	7.68	b	b	b	a	a	a	c	b	a	b	8.56	9.13	8.99	1.77	3.94	8.46	1.36	9.19	4.22	6.96	c	c	a	c	a	b	b	a	c	a
x19	0.45	2.16	8.82	7.62	1.88	5.92	9.02	1.94	8.41	0.06	a	b	b	c	b	a	c	a	c	c	9.34	6.15	8.94	6.15	6.8	9.27	0.02	1.59	7.3	6.15	a	a	a	b	b	c	b	a	a	a	9.57	7.82	4.94	7.82	7.89	6.53	0.18	3.71	1.81	7.82	b	c	a	a	b	c	c	a	c	a	6.39	0.36	2.39	9.03	7.62	9.74	7.74	1.51	0.29	3.79	b	a	c	b	a	c	a	b	b	c
x20	4.5	9.84	8.96	6.59	9.03	2.35	2.82	1.79	1.78	3.01	a	c	c	c	c	a	b	c	b	c	9.08	6.15	8.26	6.15	9.35	5.35	4.02	4.62	1.3	6.15	b	c	a	a	b	c	c	a	c	a	9.99	7.82	4.11	7.82	2.39	9.98	3.82	4.97	5.6	7.82	b	a	a	a	b	c	a	a	a	a	1.22	5.05	3.5	1.83	0.65	7.99	8.35	3.89	5.79	1.11	b	a	a	a	c	b	a	b	c	b
x21	4.41	2.06	9.19	1.98	3.98	9.09	9.65	8.22	6.23	8.06	a	c	a	a	c	b	a	a	c	c	8.57	9.03	2.25	8.7	3.77	3.94	7.1	1.68	5.02	6.18	b	c	a	a	b	a	b	a	a	a	8.57	6.54	0.11	4.09	3.77	3.94	3.4	7.46	3.37	2.74	b	c	c	a	b	a	c	a	a	a	6.57	7.5	4.85	7.27	5.93	2.88	3.31	1.95	8.51	9.57	c	c	c	c	c	a	c	c	a	a
x22	8.29	1.1	1.65	6.75	1.41	5.08	7.16	5.93	3.17	7.19	a	c	c	c	a	b	b	b	c	b	2.75	8.13	0.87	5.15	8.37	3.71	6.65	1.63	1.76	1.33	c	c	c	c	b	a	b	b	a	a	6.29	9.19	5.79	7.56	0.06	9.51	3.55	6.65	8.42	0.94	b	a	a	c	a	c	c	b	c	b	7.37	7.1	1.42	0.61	3.1	1.75	9.08	1.57	8.99	7.55	a	b	c	b	b	a	b	b	a	c
x23	0.5	2.75	9.32	5.98	6.03	8.16	4.96	3.45	6.11	3.88	a	b	a	c	a	a	a	b	a	a	3.98	1.82	1.6	6.02	6.47	8.86	9.82	1.85	1.94	4.93	b	b	c	c	a	b	b	a	b	b	5.08	6.45	4.33	8.87	5.18	3.6	2.54	3.57	7.23	4.92	a	c	b	c	b	b	b	b	c	b	8	8.51	1.42	3.12	5.63	5.33	6.39	9.3	4.48	5.77	c	c	b	b	c	b	b	a	c	c
x24	1.13	6.73	1.21	2.83	6.74	1.26	1.17	5.13	4.49	6.19	a	c	b	a	b	b	a	b	a	c	1.13	5.68	4.72	4.51	6.74	7.84	6.34	5.13	4.49	2.67	a	a	a	b	b	a	a	b	a	b	3.9	1.1	8.11	9.98	1.77	0.51	8.35	8.19	4.63	7.79	b	c	c	a	a	c	b	b	b	c	4.07	5.98	4.59	0.34	6.47	0.62	8.19	0.16	4.85	3.26	b	a	c	c	a	c	b	b	a	c
x25	3.12	1.89	0.97	4.51	4.31	9.88	7.96	2.33	4.07	9.2	b	a	a	c	c	a	b	c	a	a	0.04	5.65	8.67	9.7	7.19	8.67	8.67	4.74	2.98	9.67	a	b	b	b	c	c	a	c	c	c	9.4	7.99	0.23	0.16	9.91	0.23	0.23	7.95	4.22	8.3	a	b	b	a	c	b	c	c	b	b	7.36	1.56	7.87	6.39	9.07	0.79	1.34	3.09	3.37	4.26	b	c	b	c	a	b	a	a	b	b
x26	8.69	5.96	6.25	4.34	9.53	9.76	0.09	3.58	4.97	7.34	a	c	c	a	a	a	a	b	c	b	8.57	4	1.78	4.99	3.77	3.94	6.57	8.32	1.56	3.57	b	b	c	a	b	c	a	c	a	a	8.57	3.4	6.32	9.75	3.77	3.94	6.66	8.63	1.93	0.23	b	b	c	a	b	b	c	a	c	a	5.64	2.52	3.4	6.83	9.55	5.61	1.67	9.66	0.56	6.66	c	a	c	c	a	b	c	a	c	a
x27	1.65	8.27	8.75	6.88	6	9.17	9.4	4.29	0.97	8.06	b	b	b	a	c	c	c	a	b	b	0.62	6.15	0.77	6.15	4.31	9.54	0.69	5.64	7.18	6.15	b	b	a	b	a	c	b	a	c	a	0.3	7.82	6.77	7.82	3.85	1.18	3.55	6.43	1.31	7.82	b	c	a	c	b	c	a	a	c	a	9.91	6.13	9.11	6.8	4.29	8.57	4.44	2.99	4.79	9.74	b	c	a	c	b	b	c	a	a	a
x28	1.13	2.9	7.63	7.89	6.74	5.09	8.59	5.13	4.49	5.64	a	a	c	a	b	a	a	b	a	b	1.13	6.54	4.44	5.72	6.74	3	8.64	5.13	4.49	1.37	a	a	b	b	b	b	a	b	a	c	9.32	5.8	0.37	4.83	9.53	3.13	7.05	2.38	7.79	9.78	a	c	a	a	a	b	b	c	c	b	0.21	2.76	8.5	3.52	5.88	6.78	1.85	9.91	8.84	1.09	b	a	a	b	c	b	c	c	a	c
x29	0.48	8.02	4.16	1.21	5.4	7.42	5.5	4.31	8.74	2.55	a	b	c	c	b	a	b	c	c	b	3.39	0.98	8.29	4.43	0.78	7.16	1.17	5.78	4.85	5.91	b	c	b	b	c	c	a	b	b	b	3.3	9	5.84	7.76	9.34	7.93	7.81	5.04	7.73	2.1	a	a	a	c	b	a	b	c	a	b	0.28	0.29	7.17	9.01	3.19	5.48	7.41	7.77	1.74	6.05	a	a	a	a	b	a	c	c	b	c
x30	9.28	1.68	7.3	8.64	5.22	1.45	4.6	1.78	3.72	9.12	c	a	a	a	b	a	a	c	b	a	9.95	5.29	5.45	5.13	4.15	1.11	0.11	1.27	3.88	0.05	b	b	b	c	a	a	a	c	c	b	2.95	5.12	1.1	5.16	7.5	7.21	1.61	3.59	8.8	2.84	c	b	c	b	a	c	b	b	a	b	5.06	8.82	8.44	6.12	7.28	5.92	9.29	6.49	9.74	8.56	c	b	c	a	b	c	b	c	a	a
x31	0.69	3.63	8.08	3.1	4.37	4.55	6.65	2.42	2.15	1.98	a	a	c	b	c	b	b	b	c	c	7.69	4.46	4.41	1.9	3.72	5.33	3.67	4.65	4.12	3.53	c	b	b	b	c	b	a	b	c	a	5.15	3.81	2.23	8.04	1.31	1.97	3.66	2.22	9.67	9.76	c	a	b	c	a	b	a	c	a	b	7.9	3.71	3.47	0.85	2.93	9.93	8.42	2.91	9.86	9.39	c	c	c	b	c	a	c	a	a	b
x32	2.58	6.91	5.98	0.25	8.01	8.64	2.61	5.36	8.16	8.75	c	c	c	b	b	c	c	b	a	a	8.57	3.56	5.54	1.59	3.77	3.94	3.47	9.02	6.78	7.07	b	c	a	a	b	b	a	a	c	a	8.57	8.24	1.63	7.51	3.77	3.94	0.66	0.56	6.61	7.89	b	a	c	a	b	c	b	a	b	a	6.01	2.8	6.84	7.86	4.35	3.23	8.85	6.39	4.79	5.79	c	b	b	a	a	b	b	b	b	a
x33	8.75	8.75	9.18	5.56	5.03	1.99	9.95	0.48	6.08	9.2	c	b	a	a	a	c	c	c	c	b	4.19	7.03	0.91	4.11	5.13	3.39	5.13	4.42	9.88	2.58	c	a	b	a	c	c	c	a	a	c	5.9	5.07	4.71	6.97	6.14	5.08	6.5	8.35	2.18	2.37	b	c	a	c	b	a	a	c	c	c	0.15	3.57	2.55	0.46	1.8	2.19	8.93	2.97	9.29	4.03	b	b	a	b	c	b	c	a	a	b
x34	1.13	5.34	3.75	3.59	6.74	1.38	3.21	5.13	4.49	0.18	a	a	a	c	b	c	b	b	a	b	1.13	5.69	8.67	2.14	6.74	8.67	8.67	5.13	4.49	6.95	a	c	a	b	b	a	a	b	b	b	8.16	7.04	0.23	1.68	8.2	0.23	0.23	9.78	1.11	2.49	a	b	b	b	c	c	c	c	a	c	6.9	7.73	7.61	1.78	8.85	8.34	5.28	9.95	7.04	2.06	b	a	a	c	c	c	c	b	b	c
x35	4.46	4.2	7.3	7.6	4.45	5.32	9.12	8.12	9.23	3.7	a	a	b	b	a	b	c	a	c	a	7.95	6.15	0.06	6.15	3.99	6.4	0.37	8.83	1.14	6.15	b	a	a	a	b	c	a	a	b	a	6.59	7.82	0.79	7.82	1.39	5.18	3.78	3.5	5.95	7.82	b	c	a	b	c	c	c	a	a	a	5.07	3.02	8.01	4.69	9.73	7.66	6.58	2.31	9.88	3	c	c	b	b	a	a	c	a	a	b
x36	6.88	2.13	3.84	6.45	4.1	7.95	2.05	9.04	8.98	1.55	a	c	a	c	c	a	a	a	c	a	3.4	6.15	7.72	6.15	8.35	7.63	9.87	3.84	8.41	6.15	b	a	a	b	c	c	a	a	c	a	1.1	7.82	0.25	7.82	9.68	9.58	3.63	5.98	4.44	7.82	a	c	a	a	c	c	c	a	c	a	6.94	1.65	9.19	4.51	0.07	6.06	9.76	8.9	4.91	5.35	a	b	b	a	a	b	a	b	c	a
x37	1.13	4.95	7.23	3.09	6.74	7.01	4.03	5.13	4.49	9.99	a	a	b	c	b	a	b	b	c	b	1.13	4.19	4.53	0.36	6.74	2.82	7.11	5.13	4.49	0.59	a	b	a	b	b	b	c	b	b	c	6.8	7.8	8.01	3.15	9.35	5.36	5.42	6.79	4.36	1.24	b	a	b	b	c	c	c	c	c	c	2.44	7.78	3.84	8.87	7.69	8.33	7.75	3.45	3.24	5.49	c	b	a	b	a	c	c	b	c	b
x38	9.82	7.34	1	2.23	0.56	0.48	0.87	3.96	3.1	1.78	b	a	b	b	b	b	b	c	b	c	9.39	6.15	2.65	6.15	4.95	3.24	3.03	6.78	3.09	6.15	c	b	a	a	a	c	b	a	a	a	2.19	7.82	0.18	7.82	8.4	3.26	2.15	9.81	3.12	7.82	c	a	a	c	b	c	a	a	c	a	5.82	3.97	7.27	5.82	9.28	9.94	3.99	6.58	2.63	5.81	c	c	c	c	b	b	c	c	a	b
x39	9.58	6.12	7.88	2.6	7.92	8.18	8.26	9.22	2.79	3.38	c	b	b	b	a	b	b	a	b	a	3.24	8	1.93	3.55	9.81	8.54	9.42	8.6	0.59	4.33	c	b	b	b	a	b	b	c	c	b	5.11	2.39	8.46	5.82	5.43	7.58	1.96	2.62	6.23	2.05	c	c	c	b	b	c	c	c	a	b	2.68	2.74	0.43	9.96	8.07	2.75	6.45	2.4	2.28	8.43	a	c	c	c	a	a	c	a	b	c
x40	5.26	3.2	8.48	5.03	7.62	1.6	0.28	1.18	9.1	6.17	c	c	c	c	b	b	c	c	b	c	0.25	6.15	8.67	6.15	8.15	8.67	8.67	8.74	8.02	6.15	a	c	a	b	b	c	b	a	b	a	8.25	7.82	0.23	7.82	1.65	0.23	0.23	2.25	3.51	7.82	b	c	a	c	a	c	c	a	c	a	8.64	0.63	1.72	1.4	7.1	0.91	2.63	1.23	1.78	0.4	c	b	b	c	b	b	b	a	a	a
x41	4.93	3.09	1.37	7.22	5.34	3.48	0.23	4.07	1.46	0.95	c	c	b	c	b	b	a	a	b	c	8.57	5.21	2.08	1.5	3.77	3.94	4.05	9	4.4	7.57	b	a	b	a	b	b	c	c	c	a	8.57	2.66	0.45	5.16	3.77	3.94	8.28	8.01	1.26	5.36	b	a	b	a	b	b	b	a	c	a	4.92	9.08	9.52	0.83	3.45	7.15	2.85	6.27	3.38	1.17	a	a	b	c	a	a	a	c	b	b
x42	0.83	7.46	3.9	9.91	2.45	4.63	6.05	8.61	1.42	6.07	b	a	b	c	c	a	c	c	a	a	2.43	6.15	4.1	6.15	8.53	6.64	8.64	5.26	6.26	6.15	b	b	a	a	c	c	c	a	c	a	1.3	7.82	4.74	7.82	2.25	4.74	0.91	3.71	3.66	7.82	b	a	a	a	c	c	a	a	c	a	7.78	8.89	0.13	0.89	3.92	9.41	8.24	6.72	2.73	2.88	c	a	a	b	a	c	b	a	a	a
x43	6.02	3.33	8.86	0.13	3.39	8.45	7.05	5.9	4.9	6.55	c	a	c	b	c	b	c	c	b	b	9.01	2.7	0.99	1.06	9.9	5.92	7.1	6.97	5.24	3.41	c	c	a	c	c	b	c	b	a	b	6.04	8.41	3.64	0.8	5.44	2.56	8.29	3.42	2.44	9.61	c	b	c	a	a	b	c	a	b	b	8.51	0.16	5.04	9.89	5.79	4.03	7.53	8.02	7.77	6.9	a	a	a	a	b	a	a	a	a	b
x44	2.16	9.34	5.99	5.33	4.53	9.52	8.17	9.43	7.99	2.28	a	c	a	b	c	c	b	c	c	c	2.36	4.91	7.42	9.74	2.11	9.75	7.63	9.99	4	6.48	c	b	c	b	c	c	b	a	b	c	4.1	7.62	9.63	5.66	6.43	5.96	5.09	8.25	3.16	6.13	c	a	c	a	a	b	c	b	c	a	5.54	9.34	5.01	9.52	2.91	1.49	7.48	1.77	6.45	7.94	a	c	c	c	b	c	a	b	a	b
x45	9.3	1.49	6.01	5.18	5.23	9.01	5.39	5.31	8.24	7.58	a	a	b	a	b	a	a	b	c	a	4.41	9.86	3.86	0.68	2.36	0.17	7.47	6.24	5.04	1.75	a	c	b	c	a	c	a	c	b	c	1.87	6.98	9.54	1.69	5.44	6.52	0.58	0.92	5.44	3.86	c	c	b	c	c	b	b	c	c	c	4.31	2.43	1.83	1.2	8.37	9.72	0.06	5.59	4.17	1.27	b	a	c	c	a	b	b	b	b	c
x46	0.69	9.56	6.63	0.07	0.25	8.15	8.81	4.07	2.12	0.06	a	b	b	a	a	b	c	b	a	b	3.33	6.15	2.81	6.15	5.17	0.86	6.96	9.61	4.14	6.15	a	c	a	a	b	c	c	a	c	a	2.92	7.82	8.44	7.82	2.66	6.67	2.85	0.62	5.51	7.82	a	a	a	a	c	c	a	a	b	a	3.78	3.28	2.7	0.47	6.29	9.77	4.74	5.74	2.38	9.9	b	b	c	a	b	b	c	a	b	c
x47	1.44	8.17	3.63	9.36	4.47	0.82	6.05	9.13	4.91	3.11	c	a	b	b	c	b	b	c	c	c	6.2	3.2	7.66	7.22	1.06	0.55	8.1	8.1	7.83	3.59	a	a	a	c	a	b	c	c	c	c	6.46	4.45	9.36	1.55	4.32	0	8.05	2.01	6.09	5	c	b	c	c	a	c	a	b	c	b	0.83	6.04	3.38	9.72	6.2	7.02	3.77	5.35	3.87	9.91	a	b	c	b	a	b	a	b	b	a
x48	0.15	0.54	6.24	0.01	9.42	8.48	1.02	7.03	5.78	5.66	a	a	a	c	b	b	c	a	c	c	6.8	0.4	8.67	2.34	9.07	8.67	8.67	0.96	0.05	2.71	b	b	c	b	a	c	b	a	c	c	0.96	1.25	0.23	7.12	6.2	0.23	0.23	0.78	1.95	0.92	c	b	a	c	a	b	b	c	a	c	5.98	1.19	1.87	0.51	3.1	4.95	8.91	3.11	5.58	7.5	c	c	a	c	c	b	c	a	c	a
x49	0.62	1.4	4.61	7.06	5.86	9.43	2.78	4.95	6.9	1.27	a	c	a	b	b	a	c	a	c	c	8.35	4.01	9.19	2.04	2.22	5.71	9.47	9.28	8.65	3.67	a	a	c	c	b	b	c	b	a	b	1.13	7.72	7.24	4.64	0.62	1.77	4.74	0.57	6.82	1.87	b	b	b	a	b	c	a	b	c	a	9.26	4.25	4.27	8.09	0.4	4.44	6.43	8.42	3.75	6.42	b	b	a	c	c	c	a	b	b	c
x50	8.61	6.1	6.96	6.79	2.01	8.17	2.66	8.46	1.31	2.24	c	a	a	b	b	a	c	b	c	c	8.57	4	2.12	6.18	3.77	3.94	8.62	2.44	2.95	1.96	b	a	c	a	b	c	c	a	b	a	8.57	7.72	9.34	1.33	3.77	3.94	1.3	4.65	3.81	1.99	b	b	a	a	b	a	c	b	a	a	0.24	2.79	7.72	0.67	0.21	1.87	9.21	6.52	6.92	5.67	c	a	b	a	c	a	b	a	c	c
x51	1.13	3.39	2.73	4.49	6.74	4.46	2.24	5.13	4.49	3.7	a	a	a	c	b	b	a	b	b	b	1.13	1.88	0.82	0.6	6.74	8.91	8.52	5.13	4.49	1.54	a	b	c	b	b	c	a	b	a	b	1.78	5.39	9.65	5.28	5.63	8.29	2.76	8.9	1.63	8.65	c	a	b	c	b	c	b	a	a	a	4.43	8.88	3.59	2.16	2.57	3.49	5.07	8.82	3.55	7.66	c	b	b	b	b	a	c	a	c	b
x52	6.98	2.49	10	6.25	9.45	4.19	9.99	6.1	4.63	7.17	a	a	b	b	c	a	c	c	c	b	1.9	2.03	3.63	1.28	4.15	6.17	9.48	9.17	8.98	6.2	b	a	c	c	b	a	c	c	b	a	4.72	1.92	1.43	9.56	4.11	1.7	5.19	8.66	2.61	1.96	c	c	a	b	a	b	b	a	b	b	5.06	7.73	3.32	1.64	7.89	9.92	0.92	4.03	0.08	7.2	a	a	b	b	c	b	b	c	c	c
x53	0.18	0.3	1.91	1.21	7.85	0.62	1.36	2.11	0.83	2.28	a	a	b	b	a	b	b	b	c	a	6.84	6.67	2.95	7.61	2.12	2.8	1.58	7.25	9.4	8.04	b	a	b	b	a	b	b	b	a	c	5.97	4.5	2.08	6.19	2.12	3.2	4.05	4.06	1.6	3.8	b	c	a	b	c	b	a	c	c	a	6.67	0.85	5.36	2.93	6.84	5.71	9.51	0.22	5.8	3.39	b	b	b	b	c	c	b	b	b	a
