Total of planted triclusters: 6
Number of planted numeric triclusters: 1
Number of planted symbolic triclusters: 4
Number of planted mixed triclusters: 1
Tricluster coverage: 16.623333333333335%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #4
 (264, 3, 4), X=[6,21,29,35,41,43,46,53,54,58,59,78,93,94,97,106,112,114,129,139,141,142,145,154,158,159,167,176,177,178,179,183,193,194,199,200,202,208,215,216,218,227,228,230,232,233,242,246,252,255,256,275,286,294,295,297,301,311,318,320,324,333,336,340,343,344,360,365,377,382,386,390,406,407,411,422,431,434,437,444,446,447,450,453,454,458,469,474,476,479,480,484,486,490,494,500,513,514,532,545,546,550,553,561,570,576,585,593,602,604,607,609,612,619,621,624,627,629,647,649,655,663,666,670,694,704,715,717,722,725,732,735,736,739,743,744,747,759,772,775,776,777,779,781,785,792,797,799,804,819,820,823,831,836,838,841,859,869,874,875,877,882,889,892,896,902,912,916,920,921,930,943,944,955,959,971,973,976,986,990,994,999,1001,1008,1022,1029,1031,1052,1054,1068,1069,1074,1085,1107,1111,1112,1117,1125,1132,1135,1144,1153,1155,1158,1160,1175,1183,1184,1200,1201,1202,1206,1209,1210,1212,1215,1221,1222,1226,1227,1236,1243,1244,1245,1251,1254,1257,1258,1259,1267,1280,1286,1297,1299,1302,1305,1337,1341,1347,1351,1359,1381,1386,1394,1395,1398,1403,1407,1408,1409,1427,1429,1434,1443,1445,1446,1447,1448,1454,1464,1467,1473,1483,1492], Y=[0,3,4], Z=[1,2,3,4], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=2.69,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1,1], ContextFactors=[0.35,2.68,1.67,0.8] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 1
X	y0	y3	y4	
x484	0.94	0.94	0.94	
x486	0.94	0.94	0.94	
x490	0.94	0.94	0.94	
x494	0.94	0.94	0.94	
x500	0.94	0.94	0.94	
x513	0.94	0.94	0.94	
x514	0.94	0.94	0.94	
x532	0.94	0.94	0.94	
x545	0.94	0.94	0.94	
x546	0.94	0.94	0.94	
x550	0.94	0.94	0.94	
x553	0.94	0.94	0.94	
x561	0.94	0.94	0.94	
x570	0.94	0.94	0.94	
x576	0.94	0.94	0.94	
x585	0.94	0.94	0.94	
x593	0.94	0.94	0.94	
x602	0.94	0.94	0.94	
x604	0.94	0.94	0.94	
x607	0.94	0.94	0.94	
x609	0.94	0.94	0.94	
x612	0.94	0.94	0.94	
x619	0.94	0.94	0.94	
x621	0.94	0.94	0.94	
x624	0.94	0.94	0.94	
x627	0.94	0.94	0.94	
x629	0.94	0.94	0.94	
x647	0.94	0.94	0.94	
x649	0.94	0.94	0.94	
x655	0.94	0.94	0.94	
x663	0.94	0.94	0.94	
x666	0.94	0.94	0.94	
x670	0.94	0.94	0.94	
x694	0.94	0.94	0.94	
x704	0.94	0.94	0.94	
x715	0.94	0.94	0.94	
x717	0.94	0.94	0.94	
x722	0.94	0.94	0.94	
x725	0.94	0.94	0.94	
x732	0.94	0.94	0.94	
x735	0.94	0.94	0.94	
x736	0.94	0.94	0.94	
x739	0.94	0.94	0.94	
x743	0.94	0.94	0.94	
x744	0.94	0.94	0.94	
x747	0.94	0.94	0.94	
x759	0.94	0.94	0.94	
x772	0.94	0.94	0.94	
x775	0.94	0.94	0.94	
x776	0.94	0.94	0.94	
x777	0.94	0.94	0.94	
x779	0.94	0.94	0.94	
x781	0.94	0.94	0.94	
x785	0.94	0.94	0.94	
x792	0.94	0.94	0.94	
x797	0.94	0.94	0.94	
x799	0.94	0.94	0.94	
x804	0.94	0.94	0.94	
x819	0.94	0.94	0.94	
x820	0.94	0.94	0.94	
x823	0.94	0.94	0.94	
x831	0.94	0.94	0.94	
x836	0.94	0.94	0.94	
x838	0.94	0.94	0.94	
x841	0.94	0.94	0.94	
x859	0.94	0.94	0.94	
x869	0.94	0.94	0.94	
x874	0.94	0.94	0.94	
x875	0.94	0.94	0.94	
x877	0.94	0.94	0.94	
x882	0.94	0.94	0.94	
x889	0.94	0.94	0.94	
x892	0.94	0.94	0.94	
x896	0.94	0.94	0.94	
x902	0.94	0.94	0.94	
x912	0.94	0.94	0.94	
x916	0.94	0.94	0.94	
x920	0.94	0.94	0.94	
x921	0.94	0.94	0.94	
x930	0.94	0.94	0.94	
x943	0.94	0.94	0.94	
x944	0.94	0.94	0.94	
x955	0.94	0.94	0.94	
x959	0.94	0.94	0.94	
x971	0.94	0.94	0.94	
x973	0.94	0.94	0.94	
x976	0.94	0.94	0.94	
x986	0.94	0.94	0.94	
x990	0.94	0.94	0.94	
x994	0.94	0.94	0.94	
x999	0.94	0.94	0.94	
x1001	0.94	0.94	0.94	
x1008	0.94	0.94	0.94	
x1022	0.94	0.94	0.94	
x1029	0.94	0.94	0.94	
x1031	0.94	0.94	0.94	
x1052	0.94	0.94	0.94	
x1054	0.94	0.94	0.94	
x1068	0.94	0.94	0.94	
x1069	0.94	0.94	0.94	
x1074	0.94	0.94	0.94	
x1085	0.94	0.94	0.94	
x1107	0.94	0.94	0.94	
x1111	0.94	0.94	0.94	
x1112	0.94	0.94	0.94	
x1117	0.94	0.94	0.94	
x1125	0.94	0.94	0.94	
x1132	0.94	0.94	0.94	
x1135	0.94	0.94	0.94	
x1144	0.94	0.94	0.94	
x1153	0.94	0.94	0.94	
x1155	0.94	0.94	0.94	
x1158	0.94	0.94	0.94	
x1160	0.94	0.94	0.94	
x1175	0.94	0.94	0.94	
x1183	0.94	0.94	0.94	
x1184	0.94	0.94	0.94	
x1200	0.94	0.94	0.94	
x1201	0.94	0.94	0.94	
x1202	0.94	0.94	0.94	
x1206	0.94	0.94	0.94	
x1209	0.94	0.94	0.94	
x1210	0.94	0.94	0.94	
x1212	0.94	0.94	0.94	
x1215	0.94	0.94	0.94	
x1221	0.94	0.94	0.94	
x1222	0.94	0.94	0.94	
x1226	0.94	0.94	0.94	
x1227	0.94	0.94	0.94	
x1236	0.94	0.94	0.94	
x1243	0.94	0.94	0.94	
x1244	0.94	0.94	0.94	
x1245	0.94	0.94	0.94	
x1251	0.94	0.94	0.94	
x1254	0.94	0.94	0.94	
x1257	0.94	0.94	0.94	
x1258	0.94	0.94	0.94	
x1259	0.94	0.94	0.94	
x1267	0.94	0.94	0.94	
x1280	0.94	0.94	0.94	
x1286	0.94	0.94	0.94	
x1297	0.94	0.94	0.94	
x1299	0.94	0.94	0.94	
x1302	0.94	0.94	0.94	
x1305	0.94	0.94	0.94	
x1337	0.94	0.94	0.94	
x1341	0.94	0.94	0.94	
x1347	0.94	0.94	0.94	
x1351	0.94	0.94	0.94	
x1359	0.94	0.94	0.94	
x1381	0.94	0.94	0.94	
x1386	0.94	0.94	0.94	
x1394	0.94	0.94	0.94	
x1395	0.94	0.94	0.94	
x1398	0.94	0.94	0.94	
x1403	0.94	0.94	0.94	
x1407	0.94	0.94	0.94	
x1408	0.94	0.94	0.94	
x1409	0.94	0.94	0.94	
x1427	0.94	0.94	0.94	
x1429	0.94	0.94	0.94	
x1434	0.94	0.94	0.94	
x1443	0.94	0.94	0.94	
x1445	0.94	0.94	0.94	
x1446	0.94	0.94	0.94	
x1447	0.94	0.94	0.94	
x1448	0.94	0.94	0.94	
x1454	0.94	0.94	0.94	
x1464	0.94	0.94	0.94	
x1467	0.94	0.94	0.94	
x1473	0.94	0.94	0.94	
x1483	0.94	0.94	0.94	
x1492	0.94	0.94	0.94	

Context: 2
X	y0	y3	y4	
x6	7.21	7.21	7.21	
x21	7.21	7.21	7.21	
x29	7.21	7.21	7.21	
x35	7.21	7.21	7.21	
x41	7.21	7.21	7.21	
x43	7.21	7.21	7.21	
x46	7.21	7.21	7.21	
x53	7.21	7.21	7.21	
x54	7.21	7.21	7.21	
x58	7.21	7.21	7.21	
x59	7.21	7.21	7.21	
x78	7.21	7.21	7.21	
x93	7.21	7.21	7.21	
x94	7.21	7.21	7.21	
x97	7.21	7.21	7.21	
x106	7.21	7.21	7.21	
x112	7.21	7.21	7.21	
x114	7.21	7.21	7.21	
x129	7.21	7.21	7.21	
x139	7.21	7.21	7.21	
x141	7.21	7.21	7.21	
x142	7.21	7.21	7.21	
x145	7.21	7.21	7.21	
x154	7.21	7.21	7.21	
x158	7.21	7.21	7.21	
x159	7.21	7.21	7.21	
x167	7.21	7.21	7.21	
x176	7.21	7.21	7.21	
x177	7.21	7.21	7.21	
x178	7.21	7.21	7.21	
x179	7.21	7.21	7.21	
x183	7.21	7.21	7.21	
x193	7.21	7.21	7.21	
x194	7.21	7.21	7.21	
x199	7.21	7.21	7.21	
x200	7.21	7.21	7.21	
x202	7.21	7.21	7.21	
x208	7.21	7.21	7.21	
x215	7.21	7.21	7.21	
x216	7.21	7.21	7.21	
x218	7.21	7.21	7.21	
x227	7.21	7.21	7.21	
x228	7.21	7.21	7.21	
x230	7.21	7.21	7.21	
x232	7.21	7.21	7.21	
x233	7.21	7.21	7.21	
x242	7.21	7.21	7.21	
x246	7.21	7.21	7.21	
x252	7.21	7.21	7.21	
x255	7.21	7.21	7.21	
x256	7.21	7.21	7.21	
x275	7.21	7.21	7.21	
x286	7.21	7.21	7.21	
x294	7.21	7.21	7.21	
x295	7.21	7.21	7.21	
x297	7.21	7.21	7.21	
x301	7.21	7.21	7.21	
x311	7.21	7.21	7.21	
x318	7.21	7.21	7.21	
x320	7.21	7.21	7.21	
x324	7.21	7.21	7.21	
x333	7.21	7.21	7.21	
x336	7.21	7.21	7.21	
x340	7.21	7.21	7.21	
x343	7.21	7.21	7.21	
x344	7.21	7.21	7.21	
x360	7.21	7.21	7.21	
x365	7.21	7.21	7.21	
x377	7.21	7.21	7.21	
x382	7.21	7.21	7.21	
x386	7.21	7.21	7.21	
x390	7.21	7.21	7.21	
x406	7.21	7.21	7.21	
x407	7.21	7.21	7.21	
x411	7.21	7.21	7.21	
x422	7.21	7.21	7.21	
x431	7.21	7.21	7.21	
x434	7.21	7.21	7.21	
x437	7.21	7.21	7.21	
x444	7.21	7.21	7.21	
x446	7.21	7.21	7.21	
x447	7.21	7.21	7.21	
x450	7.21	7.21	7.21	
x453	7.21	7.21	7.21	
x454	7.21	7.21	7.21	
x458	7.21	7.21	7.21	
x469	7.21	7.21	7.21	
x474	7.21	7.21	7.21	
x476	7.21	7.21	7.21	
x479	7.21	7.21	7.21	
x480	7.21	7.21	7.21	
x484	7.21	7.21	7.21	
x486	7.21	7.21	7.21	
x490	7.21	7.21	7.21	
x494	7.21	7.21	7.21	
x500	7.21	7.21	7.21	
x513	7.21	7.21	7.21	
x514	7.21	7.21	7.21	
x532	7.21	7.21	7.21	
x545	7.21	7.21	7.21	
x546	7.21	7.21	7.21	
x550	7.21	7.21	7.21	
x553	7.21	7.21	7.21	
x561	7.21	7.21	7.21	
x570	7.21	7.21	7.21	
x576	7.21	7.21	7.21	
x585	7.21	7.21	7.21	
x593	7.21	7.21	7.21	
x602	7.21	7.21	7.21	
x604	7.21	7.21	7.21	
x607	7.21	7.21	7.21	
x609	7.21	7.21	7.21	
x612	7.21	7.21	7.21	
x619	7.21	7.21	7.21	
x621	7.21	7.21	7.21	
x624	7.21	7.21	7.21	
x627	7.21	7.21	7.21	
x629	7.21	7.21	7.21	
x647	7.21	7.21	7.21	
x649	7.21	7.21	7.21	
x655	7.21	7.21	7.21	
x663	7.21	7.21	7.21	
x666	7.21	7.21	7.21	
x670	7.21	7.21	7.21	
x694	7.21	7.21	7.21	
x704	7.21	7.21	7.21	
x715	7.21	7.21	7.21	
x717	7.21	7.21	7.21	
x722	7.21	7.21	7.21	
x725	7.21	7.21	7.21	
x732	7.21	7.21	7.21	
x735	7.21	7.21	7.21	
x736	7.21	7.21	7.21	
x739	7.21	7.21	7.21	
x743	7.21	7.21	7.21	
x744	7.21	7.21	7.21	
x747	7.21	7.21	7.21	
x759	7.21	7.21	7.21	
x772	7.21	7.21	7.21	
x775	7.21	7.21	7.21	
x776	7.21	7.21	7.21	
x777	7.21	7.21	7.21	
x779	7.21	7.21	7.21	
x781	7.21	7.21	7.21	
x785	7.21	7.21	7.21	
x792	7.21	7.21	7.21	
x797	7.21	7.21	7.21	
x799	7.21	7.21	7.21	
x804	7.21	7.21	7.21	
x819	7.21	7.21	7.21	
x820	7.21	7.21	7.21	
x823	7.21	7.21	7.21	
x831	7.21	7.21	7.21	
x836	7.21	7.21	7.21	
x838	7.21	7.21	7.21	
x841	7.21	7.21	7.21	
x859	7.21	7.21	7.21	
x869	7.21	7.21	7.21	
x874	7.21	7.21	7.21	
x875	7.21	7.21	7.21	
x877	7.21	7.21	7.21	
x882	7.21	7.21	7.21	
x889	7.21	7.21	7.21	
x892	7.21	7.21	7.21	
x896	7.21	7.21	7.21	
x902	7.21	7.21	7.21	
x912	7.21	7.21	7.21	
x916	7.21	7.21	7.21	
x920	7.21	7.21	7.21	
x921	7.21	7.21	7.21	
x930	7.21	7.21	7.21	
x943	7.21	7.21	7.21	
x944	7.21	7.21	7.21	
x955	7.21	7.21	7.21	
x959	7.21	7.21	7.21	
x971	7.21	7.21	7.21	
x973	7.21	7.21	7.21	
x976	7.21	7.21	7.21	
x986	7.21	7.21	7.21	
x990	7.21	7.21	7.21	
x994	7.21	7.21	7.21	
x999	7.21	7.21	7.21	
x1001	7.21	7.21	7.21	
x1008	7.21	7.21	7.21	
x1022	7.21	7.21	7.21	
x1029	7.21	7.21	7.21	
x1031	7.21	7.21	7.21	
x1052	7.21	7.21	7.21	
x1054	7.21	7.21	7.21	
x1068	7.21	7.21	7.21	
x1069	7.21	7.21	7.21	
x1074	7.21	7.21	7.21	
x1085	7.21	7.21	7.21	
x1107	7.21	7.21	7.21	
x1111	7.21	7.21	7.21	
x1112	7.21	7.21	7.21	
x1117	7.21	7.21	7.21	
x1125	7.21	7.21	7.21	
x1132	7.21	7.21	7.21	
x1135	7.21	7.21	7.21	
x1144	7.21	7.21	7.21	
x1153	7.21	7.21	7.21	
x1155	7.21	7.21	7.21	
x1158	7.21	7.21	7.21	
x1160	7.21	7.21	7.21	
x1175	7.21	7.21	7.21	
x1183	7.21	7.21	7.21	
x1184	7.21	7.21	7.21	
x1200	7.21	7.21	7.21	
x1201	7.21	7.21	7.21	
x1202	7.21	7.21	7.21	
x1206	7.21	7.21	7.21	
x1209	7.21	7.21	7.21	
x1210	7.21	7.21	7.21	
x1212	7.21	7.21	7.21	
x1215	7.21	7.21	7.21	
x1221	7.21	7.21	7.21	
x1222	7.21	7.21	7.21	
x1226	7.21	7.21	7.21	
x1227	7.21	7.21	7.21	
x1236	7.21	7.21	7.21	
x1243	7.21	7.21	7.21	
x1244	7.21	7.21	7.21	
x1245	7.21	7.21	7.21	
x1251	7.21	7.21	7.21	
x1254	7.21	7.21	7.21	
x1257	7.21	7.21	7.21	
x1258	7.21	7.21	7.21	
x1259	7.21	7.21	7.21	
x1267	7.21	7.21	7.21	
x1280	7.21	7.21	7.21	
x1286	7.21	7.21	7.21	
x1297	7.21	7.21	7.21	
x1299	7.21	7.21	7.21	
x1302	7.21	7.21	7.21	
x1305	7.21	7.21	7.21	
x1337	7.21	7.21	7.21	
x1341	7.21	7.21	7.21	
x1347	7.21	7.21	7.21	
x1351	7.21	7.21	7.21	
x1359	7.21	7.21	7.21	
x1381	7.21	7.21	7.21	
x1386	7.21	7.21	7.21	
x1394	7.21	7.21	7.21	
x1395	7.21	7.21	7.21	
x1398	7.21	7.21	7.21	
x1403	7.21	7.21	7.21	
x1407	7.21	7.21	7.21	
x1408	7.21	7.21	7.21	
x1409	7.21	7.21	7.21	
x1427	7.21	7.21	7.21	
x1429	7.21	7.21	7.21	
x1434	7.21	7.21	7.21	
x1443	7.21	7.21	7.21	
x1445	7.21	7.21	7.21	
x1446	7.21	7.21	7.21	
x1447	7.21	7.21	7.21	
x1448	7.21	7.21	7.21	
x1454	7.21	7.21	7.21	
x1464	7.21	7.21	7.21	
x1467	7.21	7.21	7.21	
x1473	7.21	7.21	7.21	
x1483	7.21	7.21	7.21	
x1492	7.21	7.21	7.21	

Context: 3
X	y0	y3	y4	
x6	4.5	4.5	4.5	
x21	4.5	4.5	4.5	
x29	4.5	4.5	4.5	
x35	4.5	4.5	4.5	
x41	4.5	4.5	4.5	
x43	4.5	4.5	4.5	
x46	4.5	4.5	4.5	
x53	4.5	4.5	4.5	
x54	4.5	4.5	4.5	
x58	4.5	4.5	4.5	
x59	4.5	4.5	4.5	
x78	4.5	4.5	4.5	
x93	4.5	4.5	4.5	
x94	4.5	4.5	4.5	
x97	4.5	4.5	4.5	
x106	4.5	4.5	4.5	
x112	4.5	4.5	4.5	
x114	4.5	4.5	4.5	
x129	4.5	4.5	4.5	
x139	4.5	4.5	4.5	
x141	4.5	4.5	4.5	
x142	4.5	4.5	4.5	
x145	4.5	4.5	4.5	
x154	4.5	4.5	4.5	
x158	4.5	4.5	4.5	
x159	4.5	4.5	4.5	
x167	4.5	4.5	4.5	
x176	4.5	4.5	4.5	
x177	4.5	4.5	4.5	
x178	4.5	4.5	4.5	
x179	4.5	4.5	4.5	
x183	4.5	4.5	4.5	
x193	4.5	4.5	4.5	
x194	4.5	4.5	4.5	
x199	4.5	4.5	4.5	
x200	4.5	4.5	4.5	
x202	4.5	4.5	4.5	
x208	4.5	4.5	4.5	
x215	4.5	4.5	4.5	
x216	4.5	4.5	4.5	
x218	4.5	4.5	4.5	
x227	4.5	4.5	4.5	
x228	4.5	4.5	4.5	
x230	4.5	4.5	4.5	
x232	4.5	4.5	4.5	
x233	4.5	4.5	4.5	
x242	4.5	4.5	4.5	
x246	4.5	4.5	4.5	
x252	4.5	4.5	4.5	
x255	4.5	4.5	4.5	
x256	4.5	4.5	4.5	
x275	4.5	4.5	4.5	
x286	4.5	4.5	4.5	
x294	4.5	4.5	4.5	
x295	4.5	4.5	4.5	
x297	4.5	4.5	4.5	
x301	4.5	4.5	4.5	
x311	4.5	4.5	4.5	
x318	4.5	4.5	4.5	
x320	4.5	4.5	4.5	
x324	4.5	4.5	4.5	
x333	4.5	4.5	4.5	
x336	4.5	4.5	4.5	
x340	4.5	4.5	4.5	
x343	4.5	4.5	4.5	
x344	4.5	4.5	4.5	
x360	4.5	4.5	4.5	
x365	4.5	4.5	4.5	
x377	4.5	4.5	4.5	
x382	4.5	4.5	4.5	
x386	4.5	4.5	4.5	
x390	4.5	4.5	4.5	
x406	4.5	4.5	4.5	
x407	4.5	4.5	4.5	
x411	4.5	4.5	4.5	
x422	4.5	4.5	4.5	
x431	4.5	4.5	4.5	
x434	4.5	4.5	4.5	
x437	4.5	4.5	4.5	
x444	4.5	4.5	4.5	
x446	4.5	4.5	4.5	
x447	4.5	4.5	4.5	
x450	4.5	4.5	4.5	
x453	4.5	4.5	4.5	
x454	4.5	4.5	4.5	
x458	4.5	4.5	4.5	
x469	4.5	4.5	4.5	
x474	4.5	4.5	4.5	
x476	4.5	4.5	4.5	
x479	4.5	4.5	4.5	
x480	4.5	4.5	4.5	
x484	4.5	4.5	4.5	
x486	4.5	4.5	4.5	
x490	4.5	4.5	4.5	
x494	4.5	4.5	4.5	
x500	4.5	4.5	4.5	
x513	4.5	4.5	4.5	
x514	4.5	4.5	4.5	
x532	4.5	4.5	4.5	
x545	4.5	4.5	4.5	
x546	4.5	4.5	4.5	
x550	4.5	4.5	4.5	
x553	4.5	4.5	4.5	
x561	4.5	4.5	4.5	
x570	4.5	4.5	4.5	
x576	4.5	4.5	4.5	
x585	4.5	4.5	4.5	
x593	4.5	4.5	4.5	
x602	4.5	4.5	4.5	
x604	4.5	4.5	4.5	
x607	4.5	4.5	4.5	
x609	4.5	4.5	4.5	
x612	4.5	4.5	4.5	
x619	4.5	4.5	4.5	
x621	4.5	4.5	4.5	
x624	4.5	4.5	4.5	
x627	4.5	4.5	4.5	
x629	4.5	4.5	4.5	
x647	4.5	4.5	4.5	
x649	4.5	4.5	4.5	
x655	4.5	4.5	4.5	
x663	4.5	4.5	4.5	
x666	4.5	4.5	4.5	
x670	4.5	4.5	4.5	
x694	4.5	4.5	4.5	
x704	4.5	4.5	4.5	
x715	4.5	4.5	4.5	
x717	4.5	4.5	4.5	
x722	4.5	4.5	4.5	
x725	4.5	4.5	4.5	
x732	4.5	4.5	4.5	
x735	4.5	4.5	4.5	
x736	4.5	4.5	4.5	
x739	4.5	4.5	4.5	
x743	4.5	4.5	4.5	
x744	4.5	4.5	4.5	
x747	4.5	4.5	4.5	
x759	4.5	4.5	4.5	
x772	4.5	4.5	4.5	
x775	4.5	4.5	4.5	
x776	4.5	4.5	4.5	
x777	4.5	4.5	4.5	
x779	4.5	4.5	4.5	
x781	4.5	4.5	4.5	
x785	4.5	4.5	4.5	
x792	4.5	4.5	4.5	
x797	4.5	4.5	4.5	
x799	4.5	4.5	4.5	
x804	4.5	4.5	4.5	
x819	4.5	4.5	4.5	
x820	4.5	4.5	4.5	
