Total of planted triclusters: 6
Number of planted numeric triclusters: 3
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 2
Tricluster coverage: 14.610000000000001%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (299, 3, 2), X=[1,3,6,11,13,21,28,30,34,36,39,42,44,60,68,74,76,78,79,83,87,88,91,94,96,107,110,113,116,119,124,128,134,135,136,141,142,148,149,156,175,180,187,193,195,200,201,205,212,213,214,215,217,227,228,229,232,237,244,248,249,252,257,258,265,272,275,280,281,286,293,298,302,319,320,324,328,329,342,349,359,372,374,379,386,390,396,397,403,413,425,430,431,435,436,437,438,443,449,452,454,456,461,467,468,470,471,472,477,485,490,494,498,504,505,508,519,536,537,540,545,553,558,559,562,563,564,566,572,575,580,586,587,589,591,597,604,607,617,634,642,650,653,665,668,669,670,674,677,683,688,705,707,712,722,733,744,751,758,762,765,766,771,776,778,780,784,795,801,805,809,810,811,813,814,818,820,829,832,844,848,850,867,872,877,880,885,893,899,906,907,908,919,927,930,931,932,945,957,962,963,967,981,1004,1006,1007,1017,1023,1025,1030,1041,1045,1050,1054,1057,1058,1065,1083,1085,1087,1088,1097,1102,1109,1110,1111,1112,1113,1127,1140,1142,1152,1158,1162,1163,1167,1170,1172,1175,1183,1197,1204,1205,1206,1222,1228,1230,1237,1240,1246,1253,1254,1263,1275,1277,1278,1283,1288,1295,1298,1300,1303,1305,1308,1314,1316,1317,1332,1333,1343,1345,1367,1368,1377,1384,1389,1395,1398,1410,1417,1420,1422,1424,1427,1436,1442,1444,1450,1453,1463,1464,1465,1467,1469,1476,1489,1495,1497,1498], Y=[0,2,4], Z=[0,1], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=1.62,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1,1], ContextFactors=[5.74,0.84] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y2	y4	
x454	9.27	9.27	9.27	
x456	9.27	9.27	9.27	
x461	9.27	9.27	9.27	
x467	9.27	9.27	9.27	
x468	9.27	9.27	9.27	
x470	9.27	9.27	9.27	
x471	9.27	9.27	9.27	
x472	9.27	9.27	9.27	
x477	9.27	9.27	9.27	
x485	9.27	9.27	9.27	
x490	9.27	9.27	9.27	
x494	9.27	9.27	9.27	
x498	9.27	9.27	9.27	
x504	9.27	9.27	9.27	
x505	9.27	9.27	9.27	
x508	9.27	9.27	9.27	
x519	9.27	9.27	9.27	
x536	9.27	9.27	9.27	
x537	9.27	9.27	9.27	
x540	9.27	9.27	9.27	
x545	9.27	9.27	9.27	
x553	9.27	9.27	9.27	
x558	9.27	9.27	9.27	
x559	9.27	9.27	9.27	
x562	9.27	9.27	9.27	
x563	9.27	9.27	9.27	
x564	9.27	9.27	9.27	
x566	9.27	9.27	9.27	
x572	9.27	9.27	9.27	
x575	9.27	9.27	9.27	
x580	9.27	9.27	9.27	
x586	9.27	9.27	9.27	
x587	9.27	9.27	9.27	
x589	9.27	9.27	9.27	
x591	9.27	9.27	9.27	
x597	9.27	9.27	9.27	
x604	9.27	9.27	9.27	
x607	9.27	9.27	9.27	
x617	9.27	9.27	9.27	
x634	9.27	9.27	9.27	
x642	9.27	9.27	9.27	
x650	9.27	9.27	9.27	
x653	9.27	9.27	9.27	
x665	9.27	9.27	9.27	
x668	9.27	9.27	9.27	
x669	9.27	9.27	9.27	
x670	9.27	9.27	9.27	
x674	9.27	9.27	9.27	
x677	9.27	9.27	9.27	
x683	9.27	9.27	9.27	
x688	9.27	9.27	9.27	
x705	9.27	9.27	9.27	
x707	9.27	9.27	9.27	
x712	9.27	9.27	9.27	
x722	9.27	9.27	9.27	
x733	9.27	9.27	9.27	
x744	9.27	9.27	9.27	
x751	9.27	9.27	9.27	
x758	9.27	9.27	9.27	
x762	9.27	9.27	9.27	
x765	9.27	9.27	9.27	
x766	9.27	9.27	9.27	
x771	9.27	9.27	9.27	
x776	9.27	9.27	9.27	
x778	9.27	9.27	9.27	
x780	9.27	9.27	9.27	
x784	9.27	9.27	9.27	
x795	9.27	9.27	9.27	
x801	9.27	9.27	9.27	
x805	9.27	9.27	9.27	
x809	9.27	9.27	9.27	
x810	9.27	9.27	9.27	
x811	9.27	9.27	9.27	
x813	9.27	9.27	9.27	
x814	9.27	9.27	9.27	
x818	9.27	9.27	9.27	
x820	9.27	9.27	9.27	
x829	9.27	9.27	9.27	
x832	9.27	9.27	9.27	
x844	9.27	9.27	9.27	
x848	9.27	9.27	9.27	
x850	9.27	9.27	9.27	
x867	9.27	9.27	9.27	
x872	9.27	9.27	9.27	
x877	9.27	9.27	9.27	
x880	9.27	9.27	9.27	
x885	9.27	9.27	9.27	
x893	9.27	9.27	9.27	
x899	9.27	9.27	9.27	
x906	9.27	9.27	9.27	
x907	9.27	9.27	9.27	
x908	9.27	9.27	9.27	
x919	9.27	9.27	9.27	
x927	9.27	9.27	9.27	
x930	9.27	9.27	9.27	
x931	9.27	9.27	9.27	
x932	9.27	9.27	9.27	
x945	9.27	9.27	9.27	
x957	9.27	9.27	9.27	
x962	9.27	9.27	9.27	
x963	9.27	9.27	9.27	
x967	9.27	9.27	9.27	
x981	9.27	9.27	9.27	
x1004	9.27	9.27	9.27	
x1006	9.27	9.27	9.27	
x1007	9.27	9.27	9.27	
x1017	9.27	9.27	9.27	
x1023	9.27	9.27	9.27	
x1025	9.27	9.27	9.27	
x1030	9.27	9.27	9.27	
x1041	9.27	9.27	9.27	
x1045	9.27	9.27	9.27	
x1050	9.27	9.27	9.27	
x1054	9.27	9.27	9.27	
x1057	9.27	9.27	9.27	
x1058	9.27	9.27	9.27	
x1065	9.27	9.27	9.27	
x1083	9.27	9.27	9.27	
x1085	9.27	9.27	9.27	
x1087	9.27	9.27	9.27	
x1088	9.27	9.27	9.27	
x1097	9.27	9.27	9.27	
x1102	9.27	9.27	9.27	
x1109	9.27	9.27	9.27	
x1110	9.27	9.27	9.27	
x1111	9.27	9.27	9.27	
x1112	9.27	9.27	9.27	
x1113	9.27	9.27	9.27	
x1127	9.27	9.27	9.27	
x1140	9.27	9.27	9.27	
x1142	9.27	9.27	9.27	
x1152	9.27	9.27	9.27	
x1158	9.27	9.27	9.27	
x1162	9.27	9.27	9.27	
x1163	9.27	9.27	9.27	
x1167	9.27	9.27	9.27	
x1170	9.27	9.27	9.27	
x1172	9.27	9.27	9.27	
x1175	9.27	9.27	9.27	
x1183	9.27	9.27	9.27	
x1197	9.27	9.27	9.27	
x1204	9.27	9.27	9.27	
x1205	9.27	9.27	9.27	
x1206	9.27	9.27	9.27	
x1222	9.27	9.27	9.27	
x1228	9.27	9.27	9.27	
x1230	9.27	9.27	9.27	
x1237	9.27	9.27	9.27	
x1240	9.27	9.27	9.27	
x1246	9.27	9.27	9.27	
x1253	9.27	9.27	9.27	
x1254	9.27	9.27	9.27	
x1263	9.27	9.27	9.27	
x1275	9.27	9.27	9.27	
x1277	9.27	9.27	9.27	
x1278	9.27	9.27	9.27	
x1283	9.27	9.27	9.27	
x1288	9.27	9.27	9.27	
x1295	9.27	9.27	9.27	
x1298	9.27	9.27	9.27	
x1300	9.27	9.27	9.27	
x1303	9.27	9.27	9.27	
x1305	9.27	9.27	9.27	
x1308	9.27	9.27	9.27	
x1314	9.27	9.27	9.27	
x1316	9.27	9.27	9.27	
x1317	9.27	9.27	9.27	
x1332	9.27	9.27	9.27	
x1333	9.27	9.27	9.27	
x1343	9.27	9.27	9.27	
x1345	9.27	9.27	9.27	
x1367	9.27	9.27	9.27	
x1368	9.27	9.27	9.27	
x1377	9.27	9.27	9.27	
x1384	9.27	9.27	9.27	
x1389	9.27	9.27	9.27	
x1395	9.27	9.27	9.27	
x1398	9.27	9.27	9.27	
x1410	9.27	9.27	9.27	
x1417	9.27	9.27	9.27	
x1420	9.27	9.27	9.27	
x1422	9.27	9.27	9.27	
x1424	9.27	9.27	9.27	
x1427	9.27	9.27	9.27	
x1436	9.27	9.27	9.27	
x1442	9.27	9.27	9.27	
x1444	9.27	9.27	9.27	
x1450	9.27	9.27	9.27	
x1453	9.27	9.27	9.27	
x1463	9.27	9.27	9.27	
x1464	9.27	9.27	9.27	
x1465	9.27	9.27	9.27	
x1467	9.27	9.27	9.27	
x1469	9.27	9.27	9.27	
x1476	9.27	9.27	9.27	
x1489	9.27	9.27	9.27	
x1495	9.27	9.27	9.27	
x1497	9.27	9.27	9.27	
x1498	9.27	9.27	9.27	

Context: 1
X	y0	y2	y4	
x1	1.36	1.36	1.36	
x3	1.36	1.36	1.36	
x6	1.36	1.36	1.36	
x11	1.36	1.36	1.36	
x13	1.36	1.36	1.36	
x21	1.36	1.36	1.36	
x28	1.36	1.36	1.36	
x30	1.36	1.36	1.36	
x34	1.36	1.36	1.36	
x36	1.36	1.36	1.36	
x39	1.36	1.36	1.36	
x42	1.36	1.36	1.36	
x44	1.36	1.36	1.36	
x60	1.36	1.36	1.36	
x68	1.36	1.36	1.36	
x74	1.36	1.36	1.36	
x76	1.36	1.36	1.36	
x78	1.36	1.36	1.36	
x79	1.36	1.36	1.36	
x83	1.36	1.36	1.36	
x87	1.36	1.36	1.36	
x88	1.36	1.36	1.36	
x91	1.36	1.36	1.36	
x94	1.36	1.36	1.36	
x96	1.36	1.36	1.36	
x107	1.36	1.36	1.36	
x110	1.36	1.36	1.36	
x113	1.36	1.36	1.36	
x116	1.36	1.36	1.36	
x119	1.36	1.36	1.36	
x124	1.36	1.36	1.36	
x128	1.36	1.36	1.36	
x134	1.36	1.36	1.36	
x135	1.36	1.36	1.36	
x136	1.36	1.36	1.36	
x141	1.36	1.36	1.36	
x142	1.36	1.36	1.36	
x148	1.36	1.36	1.36	
x149	1.36	1.36	1.36	
x156	1.36	1.36	1.36	
x175	1.36	1.36	1.36	
x180	1.36	1.36	1.36	
x187	1.36	1.36	1.36	
x193	1.36	1.36	1.36	
x195	1.36	1.36	1.36	
x200	1.36	1.36	1.36	
x201	1.36	1.36	1.36	
x205	1.36	1.36	1.36	
x212	1.36	1.36	1.36	
x213	1.36	1.36	1.36	
x214	1.36	1.36	1.36	
x215	1.36	1.36	1.36	
x217	1.36	1.36	1.36	
x227	1.36	1.36	1.36	
x228	1.36	1.36	1.36	
x229	1.36	1.36	1.36	
x232	1.36	1.36	1.36	
x237	1.36	1.36	1.36	
x244	1.36	1.36	1.36	
x248	1.36	1.36	1.36	
x249	1.36	1.36	1.36	
x252	1.36	1.36	1.36	
x257	1.36	1.36	1.36	
x258	1.36	1.36	1.36	
x265	1.36	1.36	1.36	
x272	1.36	1.36	1.36	
x275	1.36	1.36	1.36	
x280	1.36	1.36	1.36	
x281	1.36	1.36	1.36	
x286	1.36	1.36	1.36	
x293	1.36	1.36	1.36	
x298	1.36	1.36	1.36	
x302	1.36	1.36	1.36	
x319	1.36	1.36	1.36	
x320	1.36	1.36	1.36	
x324	1.36	1.36	1.36	
x328	1.36	1.36	1.36	
x329	1.36	1.36	1.36	
x342	1.36	1.36	1.36	
x349	1.36	1.36	1.36	
x359	1.36	1.36	1.36	
x372	1.36	1.36	1.36	
x374	1.36	1.36	1.36	
x379	1.36	1.36	1.36	
x386	1.36	1.36	1.36	
x390	1.36	1.36	1.36	
x396	1.36	1.36	1.36	
x397	1.36	1.36	1.36	
x403	1.36	1.36	1.36	
x413	1.36	1.36	1.36	
x425	1.36	1.36	1.36	
x430	1.36	1.36	1.36	
x431	1.36	1.36	1.36	
x435	1.36	1.36	1.36	
x436	1.36	1.36	1.36	
x437	1.36	1.36	1.36	
x438	1.36	1.36	1.36	
x443	1.36	1.36	1.36	
x449	1.36	1.36	1.36	
x452	1.36	1.36	1.36	
x454	1.36	1.36	1.36	
x456	1.36	1.36	1.36	
x461	1.36	1.36	1.36	
x467	1.36	1.36	1.36	
x468	1.36	1.36	1.36	
x470	1.36	1.36	1.36	
x471	1.36	1.36	1.36	
x472	1.36	1.36	1.36	
x477	1.36	1.36	1.36	
x485	1.36	1.36	1.36	
x490	1.36	1.36	1.36	
x494	1.36	1.36	1.36	
x498	1.36	1.36	1.36	
x504	1.36	1.36	1.36	
x505	1.36	1.36	1.36	
x508	1.36	1.36	1.36	
x519	1.36	1.36	1.36	
x536	1.36	1.36	1.36	
x537	1.36	1.36	1.36	
x540	1.36	1.36	1.36	
x545	1.36	1.36	1.36	
x553	1.36	1.36	1.36	
x558	1.36	1.36	1.36	
x559	1.36	1.36	1.36	
x562	1.36	1.36	1.36	
x563	1.36	1.36	1.36	
x564	1.36	1.36	1.36	
x566	1.36	1.36	1.36	
x572	1.36	1.36	1.36	
x575	1.36	1.36	1.36	
x580	1.36	1.36	1.36	
x586	1.36	1.36	1.36	
x587	1.36	1.36	1.36	
x589	1.36	1.36	1.36	
x591	1.36	1.36	1.36	
x597	1.36	1.36	1.36	
x604	1.36	1.36	1.36	
x607	1.36	1.36	1.36	
x617	1.36	1.36	1.36	
x634	1.36	1.36	1.36	
x642	1.36	1.36	1.36	
x650	1.36	1.36	1.36	
x653	1.36	1.36	1.36	
x665	1.36	1.36	1.36	
x668	1.36	1.36	1.36	
x669	1.36	1.36	1.36	
x670	1.36	1.36	1.36	
x674	1.36	1.36	1.36	
x677	1.36	1.36	1.36	
x683	1.36	1.36	1.36	
x688	1.36	1.36	1.36	
x705	1.36	1.36	1.36	
x707	1.36	1.36	1.36	
x712	1.36	1.36	1.36	
x722	1.36	1.36	1.36	
x733	1.36	1.36	1.36	
x744	1.36	1.36	1.36	
x751	1.36	1.36	1.36	
x758	1.36	1.36	1.36	
x762	1.36	1.36	1.36	
x765	1.36	1.36	1.36	
x766	1.36	1.36	1.36	
x771	1.36	1.36	1.36	
x776	1.36	1.36	1.36	
x778	1.36	1.36	1.36	
x780	1.36	1.36	1.36	
x784	1.36	1.36	1.36	
x795	1.36	1.36	1.36	
x801	1.36	1.36	1.36	
x805	1.36	1.36	1.36	
x809	1.36	1.36	1.36	
x810	1.36	1.36	1.36	
x811	1.36	1.36	1.36	
x813	1.36	1.36	1.36	
x814	1.36	1.36	1.36	
x818	1.36	1.36	1.36	
x820	1.36	1.36	1.36	
x829	1.36	1.36	1.36	
x832	1.36	1.36	1.36	
x844	1.36	1.36	1.36	
x848	1.36	1.36	1.36	
x850	1.36	1.36	1.36	
x867	1.36	1.36	1.36	
x872	1.36	1.36	1.36	
x877	1.36	1.36	1.36	
x880	1.36	1.36	1.36	
x885	1.36	1.36	1.36	
x893	1.36	1.36	1.36	
x899	1.36	1.36	1.36	
x906	1.36	1.36	1.36	
x907	1.36	1.36	1.36	
x908	1.36	1.36	1.36	
x919	1.36	1.36	1.36	
x927	1.36	1.36	1.36	
x930	1.36	1.36	1.36	
x931	1.36	1.36	1.36	
x932	1.36	1.36	1.36	
x945	1.36	1.36	1.36	
x957	1.36	1.36	1.36	
x962	1.36	1.36	1.36	
x963	1.36	1.36	1.36	
x967	1.36	1.36	1.36	
x981	1.36	1.36	1.36	
x1004	1.36	1.36	1.36	
x1006	1.36	1.36	1.36	
x1007	1.36	1.36	1.36	
x1017	1.36	1.36	1.36	
x1023	1.36	1.36	1.36	
x1025	1.36	1.36	1.36	
x1030	1.36	1.36	1.36	
x1041	1.36	1.36	1.36	
x1045	1.36	1.36	1.36	
x1050	1.36	1.36	1.36	
x1054	1.36	1.36	1.36	
x1057	1.36	1.36	1.36	
x1058	1.36	1.36	1.36	
x1065	1.36	1.36	1.36	
x1083	1.36	1.36	1.36	
x1085	1.36	1.36	1.36	
x1087	1.36	1.36	1.36	
x1088	1.36	1.36	1.36	
x1097	1.36	1.36	1.36	
x1102	1.36	1.36	1.36	
x1109	1.36	1.36	1.36	
x1110	1.36	1.36	1.36	
x1111	1.36	1.36	1.36	
x1112	1.36	1.36	1.36	
x1113	1.36	1.36	1.36	
x1127	1.36	1.36	1.36	
x1140	1.36	1.36	1.36	
x1142	1.36	1.36	1.36	
x1152	1.36	1.36	1.36	
x1158	1.36	1.36	1.36	
x1162	1.36	1.36	1.36	
x1163	1.36	1.36	1.36	
x1167	1.36	1.36	1.36	
x1170	1.36	1.36	1.36	
x1172	1.36	1.36	1.36	
x1175	1.36	1.36	1.36	
x1183	1.36	1.36	1.36	
x1197	1.36	1.36	1.36	
x1204	1.36	1.36	1.36	
x1205	1.36	1.36	1.36	
x1206	1.36	1.36	1.36	
x1222	1.36	1.36	1.36	
x1228	1.36	1.36	1.36	
x1230	1.36	1.36	1.36	
x1237	1.36	1.36	1.36	
x1240	1.36	1.36	1.36	
x1246	1.36	1.36	1.36	
x1253	1.36	1.36	1.36	
x1254	1.36	1.36	1.36	
x1263	1.36	1.36	1.36	
x1275	1.36	1.36	1.36	
x1277	1.36	1.36	1.36	
x1278	1.36	1.36	1.36	
x1283	1.36	1.36	1.36	
x1288	1.36	1.36	1.36	
x1295	1.36	1.36	1.36	
x1298	1.36	1.36	1.36	
x1300	1.36	1.36	1.36	
x1303	1.36	1.36	1.36	
x1305	1.36	1.36	1.36	
x1308	1.36	1.36	1.36	
x1314	1.36	1.36	1.36	
x1316	1.36	1.36	1.36	
x1317	1.36	1.36	1.36	
x1332	1.36	1.36	1.36	
x1333	1.36	1.36	1.36	
x1343	1.36	1.36	1.36	
x1345	1.36	1.36	1.36	
x1367	1.36	1.36	1.36	
x1368	1.36	1.36	1.36	
x1377	1.36	1.36	1.36	
x1384	1.36	1.36	1.36	
x1389	1.36	1.36	1.36	
x1395	1.36	1.36	1.36	
x1398	1.36	1.36	1.36	
x1410	1.36	1.36	1.36	
x1417	1.36	1.36	1.36	
x1420	1.36	1.36	1.36	
x1422	1.36	1.36	1.36	
x1424	1.36	1.36	1.36	
x1427	1.36	1.36	1.36	
x1436	1.36	1.36	1.36	
x1442	1.36	1.36	1.36	
x1444	1.36	1.36	1.36	
x1450	1.36	1.36	1.36	
x1453	1.36	1.36	1.36	
x1463	1.36	1.36	1.36	
x1464	1.36	1.36	1.36	
x1465	1.36	1.36	1.36	
x1467	1.36	1.36	1.36	
x1469	1.36	1.36	1.36	
x1476	1.36	1.36	1.36	
x1489	1.36	1.36	1.36	
x1495	1.36	1.36	1.36	
x1497	1.36	1.36	1.36	
x1498	1.36	1.36	1.36	

Tricluster #2
 (169, 3, 2), X=[16,25,29,33,38,43,49,54,73,95,99,104,121,155,169,181,182,192,194,198,223,235,253,284,289,290,291,294,297,301,307,308,312,317,330,334,341,343,344,345,351,395,398,405,412,439,440,447,464,465,481,484,487,511,514,518,524,530,533,534,539,548,554,565,570,571,582,594,596,598,610,614,623,631,644,646,656,659,679,684,692,698,714,716,725,737,787,790,794,812,826,827,834,846,869,881,886,895,897,917,969,970,971,976,979,995,999,1000,1009,1010,1011,1013,1016,1018,1021,1022,1033,1035,1044,1048,1052,1056,1062,1064,1072,1090,1098,1131,1165,1181,1188,1189,1196,1207,1219,1232,1236,1244,1248,1251,1259,1274,1281,1282,1284,1294,1302,1310,1315,1321,1326,1331,1347,1352,1355,1358,1365,1379,1407,1435,1462,1470,1472,1473,1478,1486,1490,1491,1492], Y=[1,2,3], Z=[0,1], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=1.64,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0,0], ContextFactors=[2.31,4.44] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y1	y2	y3	
x16	3.94	3.94	3.94	
x25	3.94	3.94	3.94	
x29	3.94	3.94	3.94	
x33	3.94	3.94	3.94	
x38	3.94	3.94	3.94	
