X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x16	3.1	5.52	7.66	3.2	7.18	3.78	2.87	2.92	0.35	8.74	a	b	a	c	b	c	b	c	c	c	2.38	5.52	7.54	3.53	0.15	7.9	2.87	5.19	7.18	8.74	c	b	b	b	a	a	b	c	b	b	4.91	0.19	4.68	8.16	2.79	9.88	4.34	8.79	4.91	5.79	b	c	a	b	a	a	a	a	c	a	9.52	3.47	4.68	0.9	5.57	1.29	0.59	6.95	4.94	8.57	a	b	b	a	c	b	a	a	c	c
x17	4.96	1.63	2.33	5.75	0.49	3.82	4.47	1.02	2.04	2.57	c	c	b	c	a	a	a	c	a	a	7	1.53	4.48	8.33	4.08	1.01	1.64	7.75	0.39	1.49	b	b	c	a	c	c	b	c	b	b	2.31	7.19	7.21	6.08	2.61	0.85	1.86	0.69	6.58	5.65	a	b	a	c	a	b	a	a	c	a	8.92	0.1	9.95	4.38	2.97	1.05	5.49	7.69	6.19	0.48	a	c	c	a	b	b	a	c	c	b
x18	8.28	4.23	9.23	5.29	5.28	2.05	1.17	6.58	4.02	1.39	c	b	a	b	b	c	b	a	b	a	5.29	1.98	2.94	2.03	9.03	2.71	9.9	0.67	0.89	0.09	a	c	c	a	b	c	b	b	a	a	9.33	8.65	3.35	9.58	7.77	7.58	1.5	4.62	2.65	5.63	b	c	c	b	c	c	a	b	c	b	2.37	0.53	3.97	3.19	3.49	6.04	9.47	6.06	5.26	2.33	c	b	c	a	a	b	b	a	a	a
x19	5.48	1.45	5.35	1.53	2.63	5.91	5.5	8.96	8.94	3.73	c	b	c	a	a	c	c	a	c	c	6.82	5.39	3.41	1.28	9.21	0.58	3.29	2.95	6.47	5.25	a	a	a	a	a	c	b	a	a	a	8.65	3.94	8.72	1.92	4.67	0.2	1.06	2.06	7.79	0.92	b	c	b	b	a	c	a	b	a	b	2.23	9.99	4.35	0.78	4.81	2.43	6.31	5.11	9.49	6.83	a	b	c	c	a	a	b	a	b	b
x20	7.15	5.98	3.75	2.87	9.64	9.25	7.87	1.96	2.55	5.97	c	c	c	b	a	b	c	b	c	a	9.45	2.05	8.94	2.98	3.7	0.92	2.04	5.68	3.87	8.39	b	a	b	a	b	b	b	b	c	c	3.97	1.55	2.45	7.08	2.02	8.88	1.06	9.83	0.95	1.34	b	a	a	a	c	b	a	a	a	a	1.61	0.74	7.15	7.09	7.34	1.79	1.09	4.03	4.47	7.3	b	a	c	c	a	a	a	b	b	b
x21	0.71	5.52	1.21	2.76	4.15	4.46	2.87	3.68	8.12	8.74	c	a	b	c	b	b	b	c	b	a	1.54	5.52	3.91	8.38	8.28	5.78	2.87	8.48	7.73	8.74	a	a	a	c	c	b	b	b	c	c	6.84	4.92	3.07	4.87	4.54	0.58	2.14	8.6	9.35	2.53	c	b	a	c	a	a	c	a	c	b	0.4	1.61	8.87	3.2	8.48	4.71	2.42	1.31	9.73	2.94	a	b	a	c	c	a	b	c	a	a
x22	3.61	1.18	8.13	6.9	1.85	6.35	5.84	1.2	7.64	7.93	b	a	b	b	b	b	b	a	c	c	3.61	7.06	1.79	1.27	6.53	6.35	8.56	8.24	7.64	5.27	b	b	a	c	b	b	b	b	b	a	2.62	2.55	0.31	3.59	7.44	7.52	1.38	3.46	5.58	8.99	c	b	c	c	b	b	a	a	b	c	3.31	3.98	8.88	9.07	7.96	9.17	7.06	0.68	5.45	0.63	c	a	c	c	c	c	c	c	c	b
x23	4.21	6.7	8	5.43	3.09	5.2	6	3.6	6.8	4.85	c	b	a	a	c	c	a	b	c	b	7.09	1.55	4.13	0.11	8.74	4.9	1.24	7.41	1.76	4.86	a	c	a	a	b	a	b	c	c	a	9.27	8.41	1.35	9.96	3.62	5.92	3.72	4.64	9.97	5.38	b	c	b	c	b	c	c	c	b	a	7.16	8.26	4.4	8.01	8.55	2.87	8.7	0.23	7.66	7.47	b	c	a	c	b	c	b	c	c	c
x24	3.61	9.94	8.29	2.5	1.41	6.35	4.75	2.55	7.64	6.12	b	b	a	a	b	a	b	a	b	c	3.61	3.85	8.06	2.44	9.74	6.35	0.87	3.8	7.64	5.08	b	c	c	b	b	a	b	a	a	b	3.14	9.01	6.99	4.97	0.95	1.3	9.75	9.41	6.64	1.95	a	a	b	a	a	b	a	a	b	a	3.41	2.53	7.04	3.18	8.78	5.22	2.33	5.61	8.55	2.6	a	a	b	a	c	a	c	a	b	b
x25	3.61	8.82	1.05	3.8	3.73	6.35	0.8	1.79	7.64	3.04	a	a	c	a	b	c	b	b	c	b	3.61	1.83	8.4	4.35	3.12	6.35	2.1	3.95	7.64	6.91	b	a	c	b	b	b	b	a	b	a	5.11	2.96	2.46	3.21	9.74	1.34	3.88	9.9	7.19	7.12	b	b	c	b	c	a	b	c	a	b	6.42	5.49	1.74	3.95	7.26	2.63	0.65	9.97	7.54	9.56	c	a	b	a	c	b	a	b	a	a
x26	4.56	1.42	3.59	5.66	7.59	6.33	1.75	3.44	6.3	7.12	c	c	a	b	a	c	b	a	b	b	8.89	4.86	8.22	2.09	1.27	7.58	4.38	5.41	3.78	3.54	a	a	c	a	c	b	c	a	a	b	5.14	8.5	1.1	6.68	5.83	9.65	8.11	2.53	7.06	9.16	a	b	a	c	a	c	a	b	b	b	5.53	7.52	1	0.15	1.4	6.68	6.95	4.96	8.06	9.95	b	c	c	c	b	c	a	c	c	c
x27	9.36	1.51	8.65	6.47	5.39	8.85	9.43	7.42	3.68	6.54	a	b	a	a	b	c	b	a	b	c	1.58	4.79	7.16	6.58	2	6.42	8.2	5.7	1.4	3.58	a	b	b	a	b	a	b	b	a	c	9.79	4.43	7.56	6.08	9.43	7.32	8.37	2.91	5.79	3.38	b	b	c	a	c	b	a	b	c	a	1.08	5.19	6.02	5.82	0.87	6.32	6.26	0.97	1.76	3.15	c	c	c	b	a	b	a	b	a	b
x28	0.61	3.31	8.59	6.81	6.71	9.15	0.4	9.09	5.77	0.16	c	b	c	a	a	c	a	a	b	b	2.3	4.97	7.28	4.89	2.89	5.97	8.35	9.49	3.17	9.16	b	c	b	b	a	c	b	b	a	c	4.52	7.83	5.05	2.87	8.43	1.81	9.7	2.11	4.9	9.44	b	b	a	c	c	c	a	c	c	b	0.79	5.1	1.79	7.08	7.58	8.25	5.93	9.58	6.81	5.53	b	c	c	c	a	a	a	b	a	b
x29	3.61	3.38	7.93	9.04	3.33	6.35	9.36	0.77	7.64	0.57	a	b	c	b	b	b	b	b	a	c	3.61	8.95	9.18	7.89	9.58	6.35	1.76	5.53	7.64	4.51	b	a	b	a	b	c	b	a	b	a	3.47	0.8	8.83	7.56	4.63	5.05	1.91	8.61	3.94	7.55	c	a	a	c	c	c	c	b	a	b	2.32	8.8	4.58	6.63	9.66	4.1	2.1	9.05	4.43	6.26	b	b	c	a	a	a	a	b	c	a
x30	9.08	5.52	1.7	6.34	3.03	2.84	2.87	8.58	3.27	8.74	c	a	a	b	a	c	a	c	c	b	5.63	5.52	2.3	4.78	1.79	0.64	2.87	7.32	5.17	8.74	c	b	c	a	c	c	c	c	c	c	0.08	5.96	4.73	8.63	0.87	5.04	5.34	9.97	1.39	8.02	a	c	a	a	b	b	a	a	b	b	3.8	4.08	9.47	2.45	1.28	6.53	3.77	4.92	4.84	4.34	c	b	a	c	a	b	a	b	b	c
x31	3.61	8.4	9.51	2.02	1.46	6.35	4.19	6.11	7.64	5.69	a	a	b	a	b	b	b	a	c	a	3.61	6.77	0.83	9.39	1.59	6.35	3.76	8.15	7.64	9.53	c	c	a	c	b	a	b	a	b	b	8.88	1.43	6.96	5.23	5.14	1.73	4.29	1.65	0.01	6.24	a	b	b	b	c	c	a	b	b	b	7.75	8.35	0.57	8.58	5.47	3.54	7.94	7.79	5.2	6.26	a	b	b	b	c	a	a	a	b	a
x32	2	2.18	2.59	8.56	6.47	6.7	4.47	0.57	9.71	1.31	c	a	a	a	a	c	a	b	c	b	9.91	3.56	5.5	6.27	2.17	7.04	7.33	3.25	2.7	9.67	a	b	b	b	a	c	a	b	c	a	1.88	3.84	4.57	1.96	0.48	9.22	6.35	3.94	5.12	7.52	c	c	b	a	a	a	a	a	a	a	7.16	6.95	4.76	1.74	3.87	8.35	3.98	5.57	5.1	5.52	c	a	b	a	a	a	b	c	a	c
x33	8.17	5.1	9.57	9.55	9.22	6.81	1.03	9.54	2.28	2.76	a	a	c	b	a	c	b	c	c	b	2.49	3.88	4.37	2.01	9.45	2.77	6.19	9.01	1.97	2.84	a	a	a	b	a	b	b	a	b	a	2.77	8.19	8.92	0.45	3.99	5.23	8.54	0.04	3.75	1.58	c	b	c	b	c	a	b	a	c	b	4.37	2.9	5.24	8.54	3.85	5.44	3.08	1.7	3.21	4.78	a	a	c	b	b	a	c	b	b	a
x34	6.49	6.97	4.92	8.23	3.41	2.25	8.28	6.11	9.74	7.68	a	a	b	c	a	a	b	b	c	a	3.43	6.9	4.44	0.69	5.64	9.8	2.6	2.31	6.58	5.49	c	c	a	c	b	a	b	b	a	c	3.47	6.09	7.02	7.94	1.34	4.56	3.17	8.39	0.31	3.79	c	c	c	a	b	c	b	b	c	a	9.7	0.35	7.82	8.22	5.91	2.45	4.83	0.28	6.82	7.11	c	c	a	b	a	c	b	b	a	a
x35	3.61	9.4	5.85	2.52	6.92	6.35	5.15	5.86	7.64	7.02	a	a	a	c	b	a	b	c	a	a	3.61	7.37	3.46	1.05	7.01	6.35	8.34	4.42	7.64	5.04	b	c	c	a	b	b	b	c	b	a	1.26	3.36	0.96	2.8	0.05	7.41	6.04	4.31	7.97	4.45	a	a	c	b	b	a	c	a	b	b	4.32	8.32	4.18	1.89	9.1	5.63	6.89	7.63	6.91	0.06	c	b	b	a	a	b	c	c	a	a
x36	2.3	2.41	4.8	5.67	4.76	0.3	5.83	6.35	1.51	0.79	b	c	b	b	c	a	c	a	a	a	9.95	2.07	1.7	5.16	3.1	0.7	2.16	6.11	9.42	9.86	c	c	c	b	a	c	b	b	a	b	7.29	0.57	8.93	4.59	8.91	7.05	2.63	8.42	4.88	0.45	c	a	b	b	b	c	b	b	a	a	9.05	1.35	8.27	5.68	2.88	5.73	3.47	6.7	8.27	1.28	a	a	c	c	a	b	c	b	a	c
x37	6.74	6.3	7.88	7.73	5.33	6.11	3.41	3.09	2.18	3.94	a	a	b	a	c	b	a	b	c	a	4.4	6.85	2.07	4.05	6.3	8.1	3.63	3.66	5.35	4.84	a	b	b	b	c	c	a	c	b	a	4.26	6.37	8.01	8.1	6.26	8.19	5.76	5.55	0.68	1.64	a	b	c	c	c	a	a	c	a	b	5.17	8.39	4.41	1.94	0.95	4.15	1.83	8.04	7.38	7.74	c	a	c	c	a	a	c	a	b	a
x38	5.06	3.78	4.79	4.72	3.36	4.15	6.33	5.46	6.38	3.52	a	c	a	c	b	a	b	c	c	b	6.8	3.35	7.11	3.16	0.2	4.84	2.72	2.6	5.77	9.89	c	c	c	c	b	a	c	a	c	a	5.12	3.26	8.55	9.38	4.41	0.98	7.7	5.35	7.84	4.81	a	c	c	a	b	b	b	a	c	a	4.03	3.69	6.24	8.29	6.16	8.97	7.05	3.91	9.08	2.46	c	a	c	c	a	a	b	a	a	c
x39	9.19	8.68	3.43	8.53	0.3	2.96	5.51	7.59	3.94	1.46	a	b	b	b	b	a	b	c	c	c	6.2	3.88	3.95	9.47	5.26	5.44	5.14	4.99	2.41	5.53	b	b	c	a	c	c	a	c	b	a	5.76	3.54	7.88	0.26	6.57	8.63	5.61	4.13	5.04	0.14	b	a	b	b	c	a	a	c	c	a	3.72	4.46	7.46	5.9	8.63	7.11	3.46	1.26	4.84	9.78	b	c	b	c	b	a	c	b	c	c
x40	9.32	0.29	4.85	3.13	4.09	8.73	8.11	8.32	3.72	9.49	a	b	c	a	b	c	b	b	c	c	5.62	4.42	3.96	3.13	3.77	4.23	8.27	1.67	6.81	2.44	a	a	b	a	b	c	b	c	c	b	7.88	7.26	4.58	9.08	7.23	5.01	8.24	0.13	5.74	0.06	b	b	a	c	c	c	c	a	b	a	2.57	4.41	6.66	6.78	2.11	3.27	2.09	2.42	2.36	1.21	c	b	a	b	b	b	b	b	b	a
x41	8.64	5.52	3.82	8.9	8.25	7.69	2.87	1.42	6.39	8.74	c	a	b	c	c	a	c	b	c	a	0.2	5.52	0.46	0.08	0.18	3.74	2.87	6.23	1.34	8.74	b	a	a	c	c	b	b	a	b	c	7.17	1.29	1.72	5.32	0.09	8.39	2.46	8.45	6.25	5.08	b	c	b	c	a	a	c	c	b	c	4.64	4.94	9.49	9.44	0.12	1.4	8.28	7.05	4.54	5.48	c	c	a	a	c	a	b	c	c	a
x42	4.49	1.11	8.72	0.79	2.15	6.93	0.37	6.66	5.46	1.06	a	a	c	a	b	a	b	b	a	a	4.84	0.57	8.28	7.76	3.29	5.57	6.45	7.76	0.21	4.97	a	c	c	a	b	a	b	c	a	c	7.57	5.57	2.05	1.3	5.91	8.76	8.49	1.15	6.57	7.52	a	a	c	a	c	b	a	b	a	c	7.04	5.35	1.85	1.79	9.8	0.56	5.06	0.81	2.7	8.3	c	b	a	a	b	a	b	b	a	b
x43	3.58	5.52	9.93	4.08	0.59	8.99	2.87	1.57	4.53	8.74	a	b	a	a	b	b	b	a	c	b	1.72	5.52	5.17	6.86	8.87	5.58	2.87	4.49	7.04	8.74	a	a	b	a	b	a	b	a	a	a	9.08	8.33	1.2	2.28	6.73	7.29	3.14	2.76	2.25	3.88	c	a	c	c	b	b	b	b	a	b	7.24	2.74	2.35	0.82	0.75	8.4	4.9	2.46	7.49	5.28	c	a	b	b	c	b	c	a	c	b
x44	7.72	4.22	5.61	8.38	4.91	8.36	9.82	6.13	3.69	8.51	a	b	b	a	c	b	c	a	a	b	3.15	6.75	9.1	8.31	2.57	6.72	0.81	0.92	9.94	2.61	a	c	b	b	b	c	b	a	a	b	0.54	7.66	6.86	2.07	1.83	3.3	2.63	8.83	2.87	5.78	c	a	a	b	a	a	c	c	b	c	5.13	9.17	6.75	1.56	6.17	3.22	8.84	9.51	1.22	2.21	a	a	a	b	c	a	a	a	c	a
x45	3.61	1.07	1.8	5.44	1.36	6.35	2.33	3.05	7.64	6.73	c	c	c	a	b	a	b	a	a	b	3.61	5.73	4.15	6.08	6.85	6.35	0.67	6.41	7.64	7.63	a	a	c	a	b	a	b	a	a	c	5.22	1.79	2.28	5.18	1.71	5.22	1.54	5.37	3.31	4.72	c	b	c	a	c	b	a	c	a	a	7.47	6.94	1.6	4.49	7.07	1.04	6.29	7.67	3.29	5.62	a	c	b	a	a	a	a	a	c	c
x46	8.06	0.25	2.69	4.9	6.9	2.69	5.49	1.19	5.43	2.39	c	c	c	c	a	c	c	b	b	a	3.6	9.26	6.62	8.3	7.3	8.75	9.86	5.94	8.99	5.72	c	a	c	a	a	b	b	c	c	b	3.31	1.96	1.68	1.34	7.45	5.87	9.54	0.75	6.85	1.01	b	c	a	c	c	c	b	a	b	a	9.04	7.92	2.4	9.75	8.88	9.9	5.2	8.26	7.61	1.63	b	b	b	b	b	c	c	c	b	c
x47	0.73	9.21	5.11	3.47	1.68	8.16	0.04	0.44	8.6	6.14	a	b	a	a	c	c	a	c	b	a	6.15	7.75	0.5	7.08	1.93	4.96	8.48	0.72	2.26	5.08	c	c	c	c	a	c	b	b	c	c	8.26	8.96	2.09	9.05	8.67	6.16	6.51	1.88	7.59	8.7	a	b	c	b	a	b	c	a	a	b	7.53	1.5	3.59	4.28	9.73	0.15	0.19	2.58	6.64	8.63	c	b	c	a	b	c	a	b	b	b
x48	0.84	6.99	4.55	7.87	5.75	5.19	9.14	3.49	3.42	7.19	c	b	a	c	c	b	c	b	a	a	9.23	7.98	9.81	5.96	2.17	7.71	5.02	6.54	1.37	7.59	b	b	c	c	b	b	a	b	c	b	2.28	6.71	3.23	5.12	8.07	9.91	3.65	9.87	1.71	1	a	c	a	c	b	a	b	a	c	a	8.25	2.92	10	5.07	5.64	9.78	7.34	0.18	5.64	1.58	c	c	c	a	c	c	a	a	c	a
x49	3.61	8.88	2.64	1.33	8.64	6.35	5.32	3.98	7.64	7.09	b	b	c	a	b	a	b	b	b	a	3.61	9.79	4.94	1.03	4.15	6.35	5.53	2.81	7.64	2.16	b	a	a	a	b	b	b	b	a	c	6.48	5.53	2.25	5.15	5.33	6.69	2.34	4.34	7.98	2.87	c	c	b	c	b	a	c	b	b	b	7.78	6.21	3.5	3.76	5.18	1.42	2.59	4.52	3.47	8.05	c	c	b	b	a	b	a	a	b	a
x50	3.61	4.05	7.02	0.39	1.14	6.35	9	7.32	7.64	3.79	a	b	a	b	b	c	b	a	a	a	3.61	7.82	5.94	6.27	1.87	6.35	6.63	2.32	7.64	0.64	b	c	b	b	b	c	b	a	b	c	9.04	2.25	3.94	7.64	9.91	9.25	7.91	9.34	8.82	2.36	a	c	c	c	c	a	b	a	b	c	4.47	2.71	5.24	6.7	1.95	2.76	7.48	4.53	5.51	9.49	a	c	c	b	a	b	c	a	c	b
x51	8.95	0.17	7.22	2.8	4.39	9.83	0.55	5.63	6.93	7.6	c	b	c	c	a	c	b	b	c	a	1.26	3.68	8.35	3.85	1.74	3.65	7.7	1.29	2.54	5.99	a	b	a	c	a	c	b	c	b	a	0.53	3.34	2.71	2.02	3.84	2.95	9.39	6.97	2.13	6.39	b	a	a	c	b	a	b	a	a	c	4.7	3.62	1.98	4.37	3.5	3.68	9.79	5.83	0.7	8.9	a	b	a	b	a	a	c	c	a	a
x52	0.72	5.52	1.36	8.69	2.1	9.69	2.87	8.96	9.32	8.74	b	c	c	b	c	b	c	a	b	c	6.64	5.52	7.28	1.08	1.64	7.79	2.87	9.99	7.04	8.74	c	c	b	c	c	b	c	b	a	b	9.06	0.7	1.44	2.25	9.62	7.67	3.5	7.76	7.18	3.08	b	b	c	a	c	a	c	c	b	c	8.96	6.91	8.86	2.81	8.08	7.26	4.74	6.32	9.53	2.66	a	a	c	b	b	b	b	b	b	a
x53	3.61	9.18	1.28	7.83	7.55	6.35	7.82	4.12	7.64	5.13	a	c	b	b	b	c	b	c	c	b	3.61	1.34	1.56	5.09	5.72	6.35	2.36	8.97	7.64	2.4	c	b	b	a	b	b	b	a	c	c	9.73	6.08	6.79	5.07	0.33	1.9	6.69	8.49	6.67	4.79	b	a	a	c	b	b	a	b	c	a	8.54	1.17	4.62	7.82	7.37	2.49	7.67	4.97	2.11	4.05	a	b	c	a	a	a	b	b	a	c
