X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x10	0.2	5.52	2.24	6.09	1.48	8.29	5.91	7.98	9.74	9.39	c	b	a	a	b	c	a	b	a	c	7.42	4.39	4.7	9.42	7.86	3.95	3.72	5.64	6.47	5.91	c	b	b	a	a	b	a	a	b	b	1.13	9.51	4.96	7.67	3.73	3.76	7.97	4.53	3.07	2.49	c	a	b	b	a	b	c	a	b	b	9.74	3.87	4.81	9.53	2	4.97	9.58	0.82	2.83	4.49	b	a	a	c	c	b	b	c	b	a
x11	3.73	8.96	5.04	8.52	8.83	3.75	2.84	9.92	2.37	8.14	b	c	a	b	a	c	b	c	b	b	0.51	7	8.62	0.06	3.47	8.98	3.57	3.29	7.71	3.26	c	c	a	c	c	b	a	b	b	c	5.43	6.62	3.52	1.09	0.85	9.11	4.82	4.36	6.96	7.63	a	a	a	b	c	b	a	b	b	b	2.38	5.62	2.47	3.78	1.96	3.58	8.98	0.98	6.86	6.45	a	a	a	c	b	c	c	a	b	c
x12	3.27	8.61	2.08	4.52	2.58	9.04	1.4	6.32	4.87	9.82	b	c	a	c	b	b	c	a	a	c	7.27	8.94	1.8	7.34	1.87	3.03	2.4	2.42	4.27	4.37	b	b	a	a	c	b	c	b	b	a	8.91	8.84	2.82	2.49	4.38	3.27	8.27	8.98	6.33	9.51	c	c	a	c	c	b	c	b	b	a	8.76	8.25	4.51	4.05	3.89	6.76	3.26	1.62	4.48	4.06	a	c	a	c	b	b	c	b	a	c
x13	4.5	4.24	7.84	7.71	9.86	0.02	1.42	2.04	2.14	1.86	b	b	a	c	c	c	a	b	c	c	0.61	7.42	8.42	8.63	3.8	3.3	8.66	6.29	2.98	9.51	c	b	c	a	b	a	a	c	b	a	4.03	4.3	6.93	6.26	4.63	5.74	5.14	3.61	4.68	9.94	b	c	a	c	a	a	c	c	b	c	2.98	3.58	1.83	4.71	2.49	7.67	8.14	0.5	1.68	1.35	a	b	a	a	a	a	b	b	b	c
x14	0.78	5.74	7.09	0.71	3.88	0.71	7.98	0.71	5.41	2.96	a	c	c	a	a	a	a	c	a	b	5.87	9.64	1.27	5.98	4.92	5.98	1.6	5.98	8.75	9.16	a	b	a	a	c	b	a	a	b	c	1.68	3.44	3.55	2.33	5.67	4.63	9.61	9.59	6.26	4.45	a	a	a	b	b	c	b	c	a	a	1.52	2.95	6.1	2.67	1.32	4.94	6.19	7.93	7.6	9.69	b	a	b	c	b	b	a	b	a	c
x15	0.36	8.06	0.59	7.01	7.09	3.54	5.67	3.1	1.85	8.48	b	c	a	c	a	a	b	b	a	c	1.83	6.25	9.7	0.75	9.88	5.04	9.33	8.4	9.45	9.84	b	b	c	c	a	a	a	b	a	b	2.27	8.98	7.77	0.91	9.79	3.02	5.69	2.93	0.6	3.26	a	c	a	a	a	c	c	b	c	a	2.29	8.15	4.93	5.06	7.01	2.38	7.35	9.58	1.65	1.03	a	b	b	b	c	c	c	b	b	a
x16	9.46	5.95	9.73	1.94	9.61	6.74	4.36	7.12	2.04	0.91	b	a	a	c	c	a	a	a	a	a	5.58	0.77	5.89	6.67	8.59	3.87	9.17	5.66	8.37	4.64	c	b	a	b	b	a	b	c	b	b	7.83	5.87	9	6.73	0.71	1.58	7.61	0.39	7.96	9.96	a	c	a	c	c	c	a	a	c	a	2.51	2.25	9.8	4.96	9.45	3.42	9.1	6.01	4.62	2.3	b	a	b	c	b	c	c	b	a	b
x17	6.36	5.71	2.71	5.41	0.96	3.67	2.66	0.5	4.57	4.98	a	a	a	b	b	b	c	c	b	a	7.8	0.06	6.5	5.42	5.94	7.09	8.18	2.59	7.5	5.74	b	a	b	a	b	c	a	a	b	a	7.83	3.44	2.32	7.35	2.24	7.34	8.12	4.89	2.36	1.82	c	b	b	c	c	a	a	a	b	b	9.49	9.09	4.8	1.92	3.61	9.7	0.83	5.84	0.96	8.41	c	c	b	c	a	c	c	c	c	b
x18	3.06	3.05	3.28	6.32	2.91	4.68	0.5	5.74	1.96	4.41	a	b	a	b	a	c	b	a	a	c	1.68	9.09	2.71	7.85	5	4.25	7.14	2.31	7.52	6.46	a	b	a	c	c	b	a	b	c	b	7.94	4.41	9	7.21	3.28	7.47	3.77	5.01	8.97	5.93	b	b	c	b	b	a	b	a	a	b	6.34	2.3	4.81	1.97	3.5	5	5.99	1.33	2.07	9.07	b	c	b	c	c	a	a	c	c	a
x19	1.47	9.06	6.49	7.36	8.37	5.83	1.4	8.38	6.22	1.25	a	b	b	a	c	a	c	c	a	c	5.52	7.46	8.71	6.76	9.18	3.2	3.41	8.79	6.61	6.89	b	a	c	a	a	c	b	c	c	b	6.96	7.46	8.71	3.91	6.09	1.09	3.41	0.82	6.61	6.89	b	b	b	a	a	c	b	c	a	a	7.4	9.87	7.02	3.93	8.83	3.74	1.79	7.76	1.37	6.94	b	b	b	b	a	a	c	b	b	a
x20	5.93	2.03	9.17	5.5	5.35	3.64	9.96	2.98	7.49	0.34	a	c	b	c	c	b	c	b	c	c	5.22	0.27	2.69	2.98	6.18	5.49	7	3.21	9.13	0.47	b	c	b	c	b	c	c	c	b	b	2.6	0.34	2	3.4	5.52	4.8	4.79	4.14	7.71	4.94	a	b	b	c	b	c	a	b	a	b	5.03	5.69	3.36	1.9	7.46	4.65	1.48	7.07	3.27	6.14	c	b	c	b	c	b	b	b	b	a
x21	0.57	6.46	4.02	0.26	3.23	2.38	6.35	0.4	5.34	9.83	c	b	b	a	b	b	a	b	b	a	2.72	2.03	1.41	8.08	7.81	7.65	6.34	0.96	4.12	7.56	a	a	b	a	a	a	a	a	c	b	0.75	0.11	5.77	1.82	2.33	8.97	9.75	1.04	6.19	7.42	c	a	c	b	b	c	a	a	c	a	9.15	5.18	1.62	9.77	7.11	9.69	6.61	5.21	5.98	1.85	c	a	b	a	c	c	c	c	c	c
x22	8.75	7.24	9.8	8.51	8.51	4.63	6.53	0.47	7.62	9.25	c	c	a	b	a	a	c	b	b	c	8.14	7.8	3.83	1.29	1.1	0.18	5.48	3.16	2.52	8.91	c	c	c	c	b	a	b	a	b	c	6.84	5.59	9.3	0.94	7.05	3.03	6.26	0.38	4.8	5.65	c	b	c	a	c	a	b	a	c	a	4.39	8.06	6.26	1.72	9.55	3.08	7.52	8.45	0.84	8.11	b	a	b	c	c	b	c	a	a	b
x23	7.26	7.87	0.37	3.46	2.93	9.8	5.94	0.76	8.02	0.51	c	a	a	c	b	a	b	b	b	a	1.78	0.68	0.56	9.62	1.58	0.21	0.1	4.09	7.39	2.49	b	a	a	a	c	b	c	b	b	a	3.33	9.11	4.28	6.44	2.12	9.37	3.66	4.53	1.17	0.06	a	a	a	c	c	b	c	b	b	c	4.79	1.8	7.07	1.12	7.82	2.97	5.54	9.33	0.75	5.04	b	b	b	c	b	c	a	a	b	a
x24	8.47	9.67	5.92	8.52	8.13	0.4	6.07	4.55	5.33	3.75	c	b	b	c	a	b	a	a	c	c	9.79	7.46	8.71	2.23	2.63	8.21	3.41	9.71	6.61	6.89	c	c	c	b	a	c	b	c	a	a	7.79	7.46	8.71	3.62	6.87	5.34	3.41	5.65	6.61	6.89	b	b	a	a	a	c	b	c	a	a	5.51	3.33	6.1	9.61	0.96	2.88	2.16	5.43	9.64	0.48	c	a	b	a	b	c	b	a	c	a
x25	4.18	0.77	2.6	8.14	5.21	3.78	1.06	2.64	7.22	4.96	b	c	a	a	a	b	b	b	c	a	4.5	9.01	1.13	5.39	8.38	6.97	1.45	3.06	3.41	3.38	a	c	a	a	c	a	b	a	a	a	3.03	7.39	9.76	2.36	1.57	6.49	6.61	0.07	2.22	0.9	b	b	a	c	c	c	b	c	c	a	0.87	0.85	0.32	3.12	5.83	7.5	7.89	3.71	5.17	7.13	c	a	a	b	c	c	b	c	a	a
x26	9.58	1.85	5.5	8.38	3.78	8.07	5.09	1.96	3.96	8.78	c	a	b	c	b	c	a	c	c	c	6.36	6.76	7.59	1.31	8.6	7.99	9.7	2.99	7.55	2.64	b	c	a	b	c	b	c	b	b	a	7.13	9.86	0.02	9.39	6.28	1.17	8.77	9.51	2.89	7.53	a	c	a	a	c	b	b	b	b	a	8.33	8.32	2.79	5.72	6.28	3.1	0.23	3.09	0.96	3.6	b	a	c	a	b	b	b	b	b	b
x27	1.08	1.72	1.8	0.71	8.85	0.71	0.45	0.71	0.93	9.1	a	b	b	a	a	b	a	b	a	b	7.44	3.51	4.05	5.98	7.83	5.98	7.39	5.98	4.72	6.63	b	c	a	a	a	b	c	a	c	b	4.69	3.69	9.48	5.43	2.09	1.98	0.22	3.86	4.76	4.67	c	c	b	c	a	b	b	a	c	c	7.36	1.22	3.11	3.45	2.53	5.44	0.26	8.84	9.24	1	c	b	c	c	c	b	a	b	a	c
x28	4.75	5.18	7.26	9.35	0.15	9.87	3.28	0.17	9.87	2.95	b	b	c	b	c	c	a	a	c	b	0.74	2.11	5.21	0.16	4.52	0.51	9.6	9.54	0.63	8.71	a	b	b	b	a	b	c	c	a	a	8.53	0.05	1.76	6.96	2.05	4.2	9.3	4.23	1.77	2.84	a	b	a	b	b	a	c	a	b	b	9.45	6.57	3.6	1.88	4.05	7.62	4.41	8.96	8.55	2.64	c	a	c	a	a	c	a	a	b	c
x29	3.66	6.99	3.27	8.29	8	1.92	6.56	1.36	6.33	7.38	b	a	c	b	c	c	b	c	c	a	2.85	0.41	5.54	6.85	8.06	8.47	0.05	6.08	8.83	7.54	b	a	b	a	a	a	c	b	c	c	4.2	9.93	2.29	9.03	0.45	7.26	6.63	3.85	8.19	8.27	b	a	a	a	a	b	c	c	a	c	9.5	5.93	4.51	2.31	2.83	2	5.43	4.85	1	6.91	a	a	c	b	b	a	a	a	b	a
x30	9.95	2.74	6.36	0.71	6.82	0.71	2.63	0.71	3.64	2.75	b	a	a	a	c	a	b	c	c	a	9.08	7.61	3.09	5.98	3.4	5.98	2.78	5.98	2.16	3.56	a	c	c	c	c	c	a	c	b	b	2	7.97	2.81	5.46	8.29	7.4	0.47	4.23	9.72	2.56	a	b	c	a	a	b	b	b	c	b	7.41	1.03	6.22	1.3	5.01	9.35	7.94	7.17	7.09	8.45	c	a	a	c	c	b	a	c	c	a
x31	3.12	8.31	0.54	9.5	2.64	0.9	3.22	9.81	8.68	6.05	b	a	b	c	c	b	a	a	a	a	8.07	7.46	8.71	1.21	1.74	9.05	3.41	2.92	6.61	6.89	a	b	c	c	a	c	b	c	b	a	5.09	7.46	8.71	0.58	0.86	4.83	3.41	7.36	6.61	6.89	b	a	b	a	a	c	b	c	a	c	0.59	7.07	9.5	4.82	8.29	8.89	7.26	7.63	2.41	6.36	c	a	c	a	c	a	a	a	b	b
x32	1.52	7.02	4.25	2.43	2.18	2.49	4.62	1.73	4.12	7.96	c	c	a	a	b	c	a	a	a	b	6.28	5.78	2.28	1.01	6.78	9.53	0.42	7.5	1.54	7.07	c	b	b	a	a	b	b	b	a	a	7.2	5.63	7.07	2.02	7.85	7.02	4.18	7.55	9.54	8.13	b	c	a	b	a	c	c	a	a	a	1.98	9	4.07	2.33	7.58	8.8	9.97	8.85	7.01	0.32	c	c	a	a	b	c	b	c	b	c
x33	5.73	2.3	6.7	6.2	7.56	4.14	1.21	5.6	5.02	6.26	b	b	b	a	a	c	a	a	c	c	0.37	2	0.91	5.12	8.22	2.58	7.23	9.25	9.04	7.99	a	c	a	c	c	b	b	b	b	a	6.9	2.1	4.19	1.72	2.08	1.16	6.76	1.58	2.53	3.1	b	b	a	c	c	b	a	b	b	a	8.72	2.83	3.65	3.21	5.08	4.52	2.93	7.96	4.64	5.78	a	b	c	c	a	a	a	a	a	a
x34	8.77	7.39	0.83	7.12	9.29	6.07	9.58	5.22	5.7	7.32	c	c	b	b	a	c	b	b	b	b	6.25	0.68	3.76	0.39	9.34	9.71	9.63	6.95	0.65	8.5	a	c	c	c	b	c	b	c	b	c	1.29	0.5	5.96	9.26	5.74	0.67	7.87	4.08	8.27	9.59	c	a	c	a	a	b	c	c	b	a	6.69	6.31	9.88	8.15	5.86	6.49	3	7.5	9.8	2.26	a	a	a	b	a	b	b	a	a	c
x35	5.35	2.62	1.28	6.09	9.04	6.71	1.28	9.86	3.93	4.18	c	a	a	b	b	b	a	a	c	c	2.34	9.88	3.19	5.32	3.78	0.91	3.44	1.01	1.41	8.13	b	c	a	a	a	b	c	b	a	b	9.39	3.79	5.86	2.15	9.53	3.06	0.23	5.39	6.65	9.29	c	a	a	b	c	a	a	b	b	a	2.43	4.02	1.36	3.55	3.01	3.31	0.68	7.79	5.41	6.61	b	b	c	c	b	c	a	b	b	b
x36	3.49	4.3	0.43	0.71	3.02	0.71	2.19	0.71	3.92	9.14	a	c	a	b	b	c	c	c	c	c	0.69	2	5.37	5.98	6.72	5.98	1.83	5.98	1.31	6.05	b	b	c	b	b	a	b	b	c	a	8.11	1.54	1.65	8.16	8.97	2.26	2.38	4.42	8.07	7.76	b	a	c	c	c	b	a	a	a	c	7.4	5.34	8.75	1.18	0.79	2.89	9.64	1.06	1.67	6.46	a	a	a	a	a	a	b	a	c	c
x37	1.24	3.65	5.09	5.34	5.66	2	2.14	2.21	4.24	1.17	b	b	b	a	c	a	c	b	c	c	8.13	7.46	8.71	1.75	7.3	7.15	3.41	6.8	6.61	6.89	a	c	b	a	a	c	b	c	c	a	3.05	7.46	8.71	6.01	8.96	0.06	3.41	2.68	6.61	6.89	a	c	b	b	a	c	b	c	a	c	8.04	9.69	3.19	1.73	9.44	7.25	6.39	6.47	2.26	9.11	c	a	a	b	a	a	b	a	c	b
x38	2.38	0.51	0.7	0.71	2.78	0.71	4.68	0.71	3.55	9.32	b	a	c	a	b	c	a	c	c	a	2.16	7.46	8.71	5.98	7.62	5.98	3.41	5.98	6.61	6.89	c	b	b	c	a	c	b	c	c	b	4.96	7.46	8.71	9.41	4.36	9.22	3.41	3.4	6.61	6.89	a	b	b	a	a	c	b	c	a	b	4.51	8.11	6.45	0.32	3.26	8.15	8.71	5.09	2.66	0.7	a	a	a	c	a	a	b	c	a	a
x39	2.12	3.28	0.19	7.82	0.04	7.49	2.76	6.53	3.92	6.11	a	b	c	b	b	b	b	a	a	a	7.31	7.42	6.99	1.37	6.48	8.46	8.53	5.06	0.52	0.33	b	b	a	c	b	c	b	b	c	c	5.09	8.92	1.28	6.61	1.43	3.42	8.96	5.07	2.83	6.17	c	a	b	b	c	c	c	a	b	b	8.61	6.82	0.69	3.04	5.53	5.07	8.45	1.15	5.99	1.3	a	c	a	a	b	a	a	b	a	a
x40	8.65	7.51	4.46	9.64	1.14	2.6	0	9.82	4.95	4.32	a	c	c	b	c	b	b	c	c	a	3.81	8.52	9.54	4.65	3.11	0.26	8.24	0.9	4.94	3.51	a	c	c	c	c	c	c	c	c	a	5.79	6.78	3.5	2.96	0.56	1.7	6.13	8.53	4.09	7.23	c	c	b	c	b	a	a	b	b	b	0.23	6.28	2.74	9.81	2.89	2.42	7.22	3.05	2.36	8.11	a	a	a	b	c	a	c	c	c	b
x41	3.71	6.67	6.73	1.95	1.24	7.08	2.54	0.39	9.12	6.49	a	a	a	c	b	a	a	a	c	b	9.77	8.62	4.31	9.59	8.75	0.29	8.44	0.03	3.47	4.12	a	c	b	c	a	b	b	b	a	c	4.89	5.81	3.29	0.43	7.98	6.74	0.81	9.32	9.94	2.8	c	c	b	c	a	c	b	c	c	c	0.69	8.38	1.56	4.49	5.85	8.39	2.62	6.95	2.58	2.07	c	b	c	c	c	c	c	a	b	a
x42	7.45	3.16	2.15	1.72	1.31	9.93	1.87	3.68	3.71	4.36	c	a	b	c	c	c	a	c	b	c	4.64	3.52	2.32	7.36	4.85	4.39	6.17	8.44	3.87	3.82	b	c	a	c	c	b	a	b	b	b	8.4	4.18	4.26	3.19	5.59	8.09	4.49	9.75	1.64	4.46	b	a	a	b	c	b	a	b	b	c	6.13	3.75	3.62	2.76	6.98	2.43	5.61	0.28	2.49	0.89	c	a	c	b	b	b	a	a	a	a
x43	7.83	0.42	0	1.17	2.12	1.9	6.77	1.51	9.29	2.99	c	a	b	b	b	c	a	c	c	a	7.62	8.63	3.64	9.99	8.61	7.31	2.14	6.92	1.87	5.45	a	a	c	c	a	b	c	a	b	c	7.65	7.43	5.25	2.63	9.95	4.68	3.77	9.26	7.42	3.18	c	c	b	b	b	c	b	b	a	c	6.25	1.08	2.74	8.65	8.29	3.17	2.28	6.89	3.94	2.29	b	b	b	b	b	b	c	c	b	a
x44	2.82	7.22	7.1	6.54	4.37	6.13	5.05	3.89	8.51	5.91	a	a	a	b	c	c	c	b	c	c	5.31	1.88	7.37	5.32	4.81	9.02	8.34	0.05	1.43	3.27	b	a	a	c	b	a	a	b	a	b	2.73	5.94	1.4	4.96	1.96	7.53	5.48	2.27	5.24	5.8	c	c	b	b	c	c	b	a	c	a	2.75	6.16	3.38	5.21	6.52	4.93	8.01	1.68	0.36	5.72	b	c	c	a	c	b	c	c	b	a
x45	9.02	7.81	4.05	5.63	8.11	3.07	9.48	5.54	8.03	6.51	c	b	b	b	c	b	a	a	c	c	7.28	8.94	8.11	5.89	0.54	3.64	1.43	9.26	6.32	8.47	b	b	c	a	c	b	c	c	c	a	8.6	2.91	4.66	2.64	9.37	5.67	4.29	5.83	7.99	7.75	a	c	a	c	a	c	a	a	b	b	4.19	7.9	4.87	9.42	1.3	8.83	0.22	9.06	4.63	6.56	a	b	a	b	c	b	c	c	b	c
x46	2.3	4.56	2.8	4.52	7.56	0.75	7.91	4.02	3.45	7.3	c	a	a	b	c	c	c	a	a	a	5.11	0.66	8.11	8.17	8.71	5.27	9.08	1.51	8.6	6.76	b	a	c	c	b	a	a	a	b	b	4.43	7.74	2.07	9.39	0.78	7.57	7.28	4.59	1.9	5.34	b	c	b	b	c	b	a	a	c	b	0.56	0.95	3.17	7.39	8.82	7.6	8.09	4.85	3.42	4.25	a	b	c	c	b	c	c	a	b	b
x47	9.94	2.27	8.31	3.83	7.25	2.26	2.1	8.57	9.78	1.1	a	a	b	c	c	b	c	b	b	a	0.26	8.11	8.12	1.04	2.38	7.11	3.16	3.54	8.84	9.59	c	b	b	b	a	c	b	c	b	b	1.21	8.33	5.56	0.59	2.21	6.37	2.22	2.51	4.27	1.31	a	b	b	c	a	a	a	b	a	c	5.64	9.01	9.27	0.25	1.88	8.14	2.67	7.42	1.38	0.03	c	b	c	a	a	c	b	b	c	c
x48	7.21	3.09	5.58	6.89	4.11	1.2	4.85	6.29	6.85	1.27	b	b	b	a	b	b	c	b	a	b	5.6	7.46	8.71	6.79	8.47	1.11	3.41	1.61	6.61	6.89	b	b	a	a	a	c	b	c	a	c	8.92	7.46	8.71	8.54	7.05	9.71	3.41	0.11	6.61	6.89	c	b	a	b	a	c	b	c	a	a	8.29	4.44	1.2	7.21	1.3	6.59	9.47	4.5	1.91	8.88	c	b	a	a	a	a	a	c	b	c
x49	6.43	8.29	7.31	2.1	4.6	5.41	1.2	7.48	1	8.92	b	c	a	b	a	a	b	a	b	a	6.11	0.58	3.41	5.84	2.42	6.38	7.38	7.18	6.32	0.64	c	b	a	a	a	a	c	a	c	c	2.16	3.8	7.03	1.54	2.31	3.19	1.74	0.44	9.23	9.86	c	a	b	b	a	c	a	b	c	c	4	7.27	4.42	0.49	6.57	6.75	9.7	5.17	1.68	6.6	c	a	b	c	b	b	c	b	c	b
x50	5.38	0.84	3.76	8.14	9.38	1.41	5.27	6.16	6.26	9.49	a	b	b	c	b	c	b	a	b	c	4.46	3.63	3.9	5.73	2.46	2.38	2.99	5.77	5.61	4.92	b	b	b	a	a	a	c	c	b	a	5.05	5.71	7.83	5.18	4.77	1.1	9.23	4.42	6	9.98	a	b	a	b	a	a	b	b	a	a	8.9	1.02	1.95	1.8	5.07	8.73	1.93	0.76	9.15	9.05	b	c	c	b	a	a	c	b	b	a
x51	4.44	9.18	5.18	2.74	4.76	3.22	6.67	8.74	3.22	2.27	c	c	c	c	c	c	c	a	c	b	3.89	7.46	8.71	8.95	7	5.91	3.41	9.15	6.61	6.89	a	b	b	a	a	c	b	c	b	b	2.06	7.46	8.71	1.84	3.83	7.06	3.41	2.5	6.61	6.89	b	c	c	b	a	c	b	c	c	a	5.26	1.48	8.28	8.17	6.39	7.86	0.54	9.02	3.84	8.62	c	b	a	b	b	b	b	a	a	c
x52	8.9	0.94	3.55	3.77	6.74	9.15	6.03	5.02	7.5	1.13	a	a	b	b	b	b	a	c	c	b	6.99	0.95	1.21	1.64	6.84	9.21	4.62	2.12	5.96	0.84	b	a	a	b	b	a	b	b	a	a	7.12	4.7	6.83	5.91	0.01	1	3.99	8.2	3.49	1.66	b	b	b	a	a	c	b	c	a	a	5.38	9.46	2.06	1.07	4.83	5.36	1.91	8.1	6.95	1.47	b	a	a	c	b	c	b	c	c	b
x53	4.04	6.59	2.01	2.95	3.59	4.53	8.1	8.94	9.9	5.68	c	b	c	b	a	a	c	c	a	a	4.44	0.81	4.91	3.76	3.16	2.49	6.68	5.56	1.41	1.66	a	c	a	a	c	b	c	b	b	c	2.46	9.89	5.01	1.28	1.86	4.48	6.35	9.35	9.07	9.97	a	b	a	c	c	b	c	b	b	c	7.08	6.53	7.09	5.52	7.29	2.73	1.27	5.13	5.4	8.06	c	a	b	c	c	c	a	a	a	c
