X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x28	2.29	6.44	4.71	2.29	1.06	b	a	c	c	a	6.48	9.88	0.14	6.48	5.38	b	a	a	c	a	7.77	4.37	4.95	7.77	4.95	b	a	a	c	b	9.33	6.07	8.73	9.15	8.73	a	b	a	c	c	0.52	7.43	4.99	1.54	0.06	c	c	c	b	a	5.18	1.67	9.92	5.47	3.74	a	c	c	a	b
x29	7.79	2.05	2.47	3.03	5.71	c	a	b	a	c	2.98	4.58	7	8.78	7.8	c	c	c	a	a	6.6	6.92	5.82	1.34	0.86	c	a	c	a	c	7.54	1.03	8.86	4.95	9.61	a	b	a	a	c	3.61	2.4	7.62	3.09	0.02	c	a	a	c	a	8.95	4.05	2.14	0.8	5.19	b	c	b	a	a
x30	4.85	1.89	8.96	2.13	2.43	b	c	c	b	c	1.61	2.01	1.64	4.51	3.59	a	b	c	a	a	2.45	0.49	3.12	5.88	4.07	b	b	b	b	a	3.5	8.34	7.3	5.29	3.55	a	c	a	a	a	9.41	5.36	1.53	0.19	2.96	a	c	b	c	a	0.32	7.58	1.05	5.65	1.95	b	b	b	b	a
x31	2.29	0.54	6.76	2.29	4.22	b	a	b	c	c	6.48	7.81	9.54	6.48	0.87	b	a	b	c	a	7.77	5.33	4.95	7.77	4.95	b	a	b	c	a	7.73	5.96	8.73	2.83	8.73	c	c	b	c	b	6.98	9.96	3.91	7.83	9.57	a	b	a	b	b	4.43	7.2	4.79	4.65	5.84	a	a	c	b	c
x32	3.42	8.51	5.88	6.08	9.51	a	a	c	b	c	7.07	7.91	2.98	2.98	5.2	c	b	c	a	b	3.31	6.95	6.12	3.49	0.52	a	b	b	b	a	8.57	4.1	2.11	9.09	6.04	b	c	b	b	c	9.83	3.32	9.24	5.94	2.03	b	a	c	b	a	0.47	4.11	9.25	2.12	5.35	c	b	a	a	a
x33	2.64	9.53	7.43	0.22	0.22	b	b	b	a	a	1.78	5.34	1.14	5.36	5.3	c	b	a	c	a	9.13	8	9.92	6.72	6.3	b	a	a	b	c	1.42	9.81	4.19	2.89	6.26	b	c	b	c	b	4.62	5.06	0.35	4.65	5.81	b	c	a	b	b	9.29	9.12	8.92	6.85	7.86	b	b	b	a	c
x34	3.62	5.54	5.93	8.63	4.73	a	c	b	a	a	1.49	6.54	5.64	5.24	5	b	a	b	c	c	5.92	1.28	4.49	6.2	5.02	b	a	a	b	b	5.65	0.47	9.37	0.15	8.08	a	c	b	b	a	6.43	6.56	0.27	7.76	3.46	a	c	c	b	c	3.57	8.9	2.63	0.04	7.52	c	c	a	c	c
x35	2.84	6.15	0.11	1.74	5.28	c	b	c	a	a	5.01	2.25	0.01	0.07	6.72	c	c	a	c	b	4.2	3.6	4.95	2.24	4.95	c	b	b	b	b	1.61	4.49	8.73	3.56	8.73	c	b	b	b	b	9.01	5.57	9.08	8.75	0.01	c	a	b	a	c	8.31	0.03	8.48	2.41	5.57	a	c	a	b	b
x36	5.46	2.08	4.31	6.41	4.86	b	c	c	a	b	5.91	9.41	6.51	2.68	4.42	b	a	b	c	a	8.27	4.52	4.26	8.69	5.93	a	a	a	c	c	1.29	1.48	9.93	4.82	4.7	b	a	c	b	a	3.04	5.01	9.77	0.03	4.23	b	a	a	b	c	3.61	4.18	4.02	0.8	8.93	c	a	a	b	c
x37	5.67	5.89	0.17	4.72	9.21	a	a	a	a	c	4.43	4.47	3.25	6.15	7.34	c	c	a	c	b	2.04	9.11	1.2	5.85	5.81	a	b	b	b	b	0.11	5.39	7.52	1.95	0.89	c	a	b	b	b	9.44	0.7	1.89	1.21	4.84	a	c	b	c	a	7.3	6.91	4.9	3.48	6.12	b	b	b	c	b
x38	2.33	4.53	6.77	2.95	3.36	a	a	b	a	a	1.47	4.81	0.89	2.77	5.37	a	b	b	b	b	8.14	7.96	4.19	1.67	9.98	a	b	b	c	a	1.44	5.03	6.9	6.81	2.98	a	a	b	b	b	8.2	1.41	2.51	4.19	8.94	b	a	b	a	a	1.68	1.7	1.3	7.35	4.52	a	b	a	a	c
x39	2.29	9.76	0.56	2.29	2.37	b	a	b	c	b	6.48	5.98	5.08	6.48	1.31	b	a	a	c	c	7.77	0.28	6.32	7.77	8.9	b	a	c	c	b	7.94	2.79	3.65	3.14	4.06	b	c	a	c	a	0.45	5.63	6.87	1.68	7.72	c	c	b	c	c	7.61	8.93	7.02	0.62	7.1	b	b	b	b	a
x40	8.61	2.56	5.62	3.22	1.81	b	a	a	c	b	0.85	7.45	5.67	6.07	6.93	c	c	b	b	c	1.44	4.57	9.13	9.98	5.31	b	a	b	a	a	4.59	5.93	0.5	7.82	3.45	c	b	a	b	a	4.75	5.35	2.82	6.86	4.49	a	c	b	c	c	7.05	2.8	5.66	9.81	9.08	a	a	a	b	b
x41	2.29	8.82	4.78	2.29	5.13	b	a	b	c	a	6.48	4.49	2.02	6.48	5.95	b	a	c	c	b	7.77	3.15	4.95	7.77	4.95	b	a	b	c	a	5.81	8.05	8.73	0.79	8.73	c	a	b	b	c	6.6	6.89	5.7	8.13	3.69	a	b	a	b	c	9.87	2.21	0.95	2.77	5.91	a	a	c	a	b
x42	6.65	3.49	2.44	2.89	9.72	a	c	c	a	a	4.18	7.64	3.4	1.99	7.05	c	a	c	c	a	4.44	3.91	9.66	7.45	5.48	c	c	a	b	b	2.48	3.78	5.5	5.7	1.58	b	c	a	b	c	9.94	7.49	2.83	1.33	6.29	a	a	a	b	a	4.83	4.82	5.74	7.28	6.09	b	c	b	c	c
x43	0.91	7.76	6.27	6.04	3.4	a	c	a	b	b	7.96	9.69	9.4	5.49	5.43	a	c	a	a	b	0.3	1.39	1.08	2.3	6.7	b	c	b	a	c	8.29	0.85	8.41	8.81	9.55	c	b	c	a	c	7.78	8.36	4.48	1.68	8.04	c	b	a	b	c	4.13	1.58	5.77	5.51	2.45	b	a	b	c	c
x44	6.32	0.3	6.15	7.55	5.41	c	c	c	c	a	9.33	1.85	3.97	8.77	4.91	c	b	a	c	b	5.66	6.81	3.77	6.91	0.42	c	c	c	b	b	6.11	1.29	0.96	9.99	8.62	c	c	c	b	b	8.16	3.4	6.86	4.75	8.49	b	c	b	a	b	5.92	7.96	3.03	0.61	0.83	c	a	b	b	a
x45	0.39	3.86	7.83	7.45	2.98	a	c	a	b	a	2.81	1.17	2.23	7.7	6.88	b	a	b	a	c	4.65	4.58	4.95	7.07	4.95	a	b	b	b	b	4.84	0.88	8.73	5.64	8.73	c	c	b	a	c	6.65	6.96	9.06	6.16	8.5	c	c	b	b	c	9.34	7.8	7.01	1.38	1.56	c	a	c	b	a
x46	0.75	6.72	1.23	1.23	6.57	a	a	b	a	c	8.19	8.75	4.9	9.17	4.42	b	b	c	c	b	1.23	5.86	3.97	5.45	7.87	a	b	c	c	a	0.51	2.17	9.67	6.72	5.84	a	b	b	c	a	7.11	5.9	9.91	7.24	6.68	c	c	a	a	b	2.68	8.83	4.37	1.59	2.88	b	a	a	a	a
x47	0.99	8.48	6.38	8.81	7.74	a	a	a	c	b	7.59	0.74	2.66	1.45	5.47	a	b	c	b	c	7.37	5.42	9.91	8.76	1.27	b	c	b	c	a	4.22	3.29	5.46	2.04	2.85	b	b	c	a	c	1.7	0.83	5.39	5.23	9.45	a	c	a	c	a	3.57	8.06	4.49	1.68	6.25	a	b	a	a	a
x48	6.58	0.85	6.15	8.44	4.88	a	c	b	b	a	0.62	8.07	9.96	8.39	2.05	c	b	b	b	a	2.14	6.55	6.69	4.33	7.92	a	a	b	b	c	6.98	4.48	6.86	8.48	6.31	c	a	b	c	c	6.48	0.72	7.95	5.4	7.78	b	a	b	c	a	0.07	0.69	8.21	7.66	1.29	a	b	c	c	a
x49	0.6	7.11	7.97	2.39	8.26	b	a	a	a	b	7.07	5.47	6.45	6.11	6.02	b	a	a	b	c	7.81	3.29	9.97	8.23	2.06	c	a	b	a	a	6.95	3.96	6.7	0.41	9.77	b	b	a	b	a	6.48	9.19	7.72	2.43	4.09	c	b	a	c	a	6.83	4.54	5.26	9.29	5.34	b	b	b	b	a
x50	4.07	4.46	8.2	7.47	7.21	c	a	c	a	a	5.49	6.63	4.03	2.62	4.89	c	b	a	c	b	0.63	1.13	4.95	9.34	4.95	b	c	b	a	b	7.73	8.03	8.73	2.31	8.73	b	b	b	c	b	0.28	3.41	1.23	9.78	6.93	b	c	a	a	b	4.84	1.91	7.42	1.46	6.54	b	a	b	c	b
x51	1.34	6.58	4.15	8.28	5.55	b	a	b	b	b	3.4	3.48	8.37	1.15	2.34	b	a	b	c	b	4.96	7.82	4.27	5.88	7.55	c	a	b	b	b	3.27	9.76	2.22	7.71	9.7	a	c	b	b	b	4.52	5.17	7.3	4.86	9.88	a	a	a	a	a	1.53	5.02	2.05	8.54	6.71	a	c	c	a	c
x52	8.87	7.13	2.49	3.66	1.95	c	a	a	a	c	7.71	9.92	8.34	2.16	9.29	c	b	c	c	c	3.54	5.51	6.68	0.87	9.91	b	a	b	c	b	7.2	6.57	6.98	0.17	6.27	b	c	b	c	b	9.23	1.4	2.62	2.34	6.01	b	a	b	b	c	7.37	0.48	4.78	1.06	7.28	b	a	a	b	c
x53	6.29	9.8	4.52	1.39	5.98	c	c	b	a	c	7.79	4.47	8.14	3.19	2.23	b	b	c	b	a	8.98	7.09	0.62	5.44	2.5	c	a	a	a	c	4.06	1.06	2.24	1.53	3.28	b	a	b	c	b	5.61	0.33	3.96	2.57	9.3	a	a	c	a	b	9.02	7.44	1.18	6.21	8.66	a	c	c	b	a
x54	7.28	2.58	8.38	0.33	2.67	b	a	a	b	b	0.63	6.25	7.22	2.19	2.05	a	a	a	c	c	5.38	8.01	6.53	4.29	8.32	b	b	b	b	a	3.84	9.62	1.08	2.7	6.19	a	c	b	b	c	7.06	1.84	0.68	7.31	5.11	c	a	a	c	a	3.11	9.01	0.88	9.23	2.01	c	b	c	a	c
x55	2.29	2.76	2.65	2.29	9.37	b	a	c	c	a	6.48	4.85	1.1	6.48	1.7	b	a	a	c	c	7.77	7.23	5.12	7.77	3.17	b	a	b	c	b	5.89	3.34	0.57	1.24	6.06	a	b	b	b	b	3.71	1.9	6.66	7.73	6.66	b	c	c	b	b	1.43	4.61	8.34	2.61	7.89	a	c	a	a	c
x56	2.29	2.98	4.87	2.29	8.76	b	a	b	c	a	6.48	3.35	9.62	6.48	8.06	b	a	c	c	a	7.77	3.83	5.96	7.77	8.62	b	a	c	c	c	2.51	8.48	9.43	2.95	7.13	a	b	a	c	a	5.11	3.97	9.11	4.93	6.88	b	a	a	a	b	6.99	3.73	5.05	5.66	1.06	b	a	c	a	b
x57	9.73	4.21	6.9	1.71	4.29	c	a	b	c	c	9.42	1.57	7.16	3.75	2.48	a	a	a	c	a	8.07	9.2	9.63	2.47	2.54	b	a	b	b	b	2.84	7.21	6.25	9.35	8.67	a	b	c	a	a	8.19	3.49	2.24	4.01	3.3	a	c	c	a	a	1.75	5.43	2.98	3.61	7.11	b	b	b	c	a
x58	1.05	3.91	3.45	3.15	3.27	c	b	a	c	a	2.1	7.12	0.78	8.29	8.78	c	b	a	b	b	2.49	8.2	9.17	1.84	8.07	c	b	b	b	c	5.39	1.08	2.96	9.2	0.02	b	a	b	a	b	6.36	7.36	10	1.92	3.45	b	a	c	a	a	8.88	3.99	8.98	1.41	0.05	b	b	b	b	c
x59	8.68	7.9	4.91	2.56	6.84	c	b	b	c	a	7.96	6.87	9.44	7.8	4.55	c	c	a	b	b	9.48	8.65	4.94	7.63	0.07	c	b	b	a	a	9.67	2.47	0.71	5.98	2.6	b	a	b	a	b	6.91	4.34	2.33	3.78	0.04	b	b	a	c	a	8.07	1.31	2.34	7.33	7.33	b	b	a	c	b
x60	2.29	0.7	9.43	2.29	9.51	b	a	b	c	b	6.48	6.19	3.86	6.48	8.71	b	a	a	c	c	7.77	1.1	4.95	7.77	4.95	b	a	b	c	a	2.71	9.49	8.73	7.5	8.73	a	b	a	c	a	0.01	3.55	0.95	9.26	7.11	a	a	c	b	a	7.4	0.81	4.29	3.44	7.95	c	a	c	b	b
x61	6.37	3.94	3.16	1.58	0.76	b	c	b	a	b	9.36	5.05	6.1	6.56	7.38	a	b	c	b	c	3.48	0.27	1.65	5.24	6.42	c	c	b	b	b	8.04	1.33	3.16	3.6	8.99	b	a	b	b	b	8.49	1.69	7.76	7.57	3.68	b	c	a	b	a	8.55	9.65	4.53	2.89	5.9	b	b	a	a	b
x62	6.46	1.91	9.51	4.71	7.81	b	a	c	a	c	2.18	0.63	8.36	4.61	7.31	b	b	b	c	a	4.63	4.77	3.12	9.26	5.29	c	c	c	a	a	7.73	6.13	9.65	6.75	3.96	c	c	b	a	c	1	4.25	7.56	9.06	3.17	b	b	c	b	b	6.82	5.05	1.39	8.7	1.08	c	a	a	b	b
x63	4.18	6.86	9.66	9.83	8.33	b	c	c	a	c	0.95	2.46	7.34	5.88	4.26	b	a	b	c	c	8.78	5.65	1.12	2.71	7.09	b	c	c	c	c	9.56	5.39	3.1	8.89	1.41	a	b	a	c	c	8.45	8.99	7.97	9.33	9.26	a	c	a	a	c	7.68	3.59	0.91	4.05	8.36	b	b	a	b	c
x64	0.62	5.8	3.78	8.77	3.93	c	b	a	c	b	5.65	0.03	1.81	0.42	4.92	c	a	c	c	c	4.92	7.31	2.17	5.07	1.59	a	c	c	a	c	0.51	5.25	6.61	2.55	4.11	b	a	a	b	b	2.12	9.99	4.86	4.55	7.03	c	c	c	a	a	3.99	7.36	0.93	4.08	1.48	c	b	c	b	b
x65	2.29	1.89	1.06	2.29	2.12	b	a	a	c	b	6.48	0.68	9.3	6.48	5.69	b	a	a	c	b	7.77	0.26	6.09	7.77	4.72	b	a	b	c	a	0.54	2.21	1.94	5.17	1.05	a	b	b	a	a	5.41	2.84	6.99	8.49	2.49	a	a	a	c	c	4.18	0.27	7.71	8.88	9.35	a	b	c	a	b
x66	1.43	5.15	2.06	4.47	5.65	b	b	c	b	a	5.99	6.52	1.65	3.59	2.16	b	c	a	b	a	3.5	5.5	0.06	4.39	6.92	c	a	b	b	a	7.64	3.66	9.2	1.83	3.04	b	b	b	a	a	3.47	8.69	1.83	6.29	4.75	a	c	b	b	b	4.55	4.64	5.41	4.41	6.18	b	b	a	b	a
x67	8.91	9.45	9.85	4.49	7.45	c	b	a	c	a	0.91	3.62	6.17	9.59	1.72	a	a	b	a	b	2.4	6.43	3.37	1.52	3.45	b	c	b	b	b	6.38	0.43	4.72	6.05	5.29	c	b	b	b	b	8.28	2.09	1.8	3.93	5.89	c	c	c	a	b	1.68	3.91	9.03	4.65	2.51	a	b	b	b	a
x68	3.69	2.8	4.19	1.7	1.81	b	c	c	b	b	1.5	5.36	3.27	7.1	1.41	b	a	b	c	a	1.47	3.49	7.17	8.46	2.87	c	a	b	c	c	7.34	6.5	6.05	9.8	2.11	b	a	b	c	b	6.17	3.74	9.45	9.52	0.57	a	c	a	a	c	2.78	3.48	8.24	2.46	4.27	b	a	b	c	c
x69	8.14	9.55	7.86	3.39	2.44	b	c	b	a	b	6.04	6.33	0.56	5.77	9.01	c	a	c	c	a	8.38	8.36	4.95	8.25	4.95	b	c	c	b	a	5.54	6.79	8.73	1.69	8.73	a	a	a	b	c	6.23	3.85	6.29	5.81	8.42	c	b	c	b	a	0.91	7.45	4.78	3.94	8.24	c	a	a	a	b
x70	5.51	6.74	0.47	5.66	3.19	c	c	a	a	b	9.7	4.33	3.02	8.82	7.91	c	b	b	b	c	7.54	9.91	7.98	7.85	3.02	c	b	b	a	b	1	9.39	6.34	0.97	4.63	a	b	a	c	b	1.27	1.44	1.64	8.91	3.78	b	a	c	a	a	9.83	4.62	4.04	0.98	6.31	b	c	c	b	b
x71	6.4	3.29	3.52	9.09	7.61	a	c	c	b	b	7.14	3.12	0.82	0.68	9.09	b	c	a	c	b	2.26	2.6	6.66	0.95	9.66	a	c	b	c	a	5.46	3.7	0.18	1.89	1.99	b	a	c	a	a	3.26	3.79	6.46	6.84	2.26	b	c	b	b	a	1.57	7.14	6.83	7.04	7.84	a	b	c	b	a
x72	2.29	2.44	5.02	2.29	6.15	b	a	a	c	c	6.48	3.29	9.13	6.48	3.93	b	a	a	c	b	7.77	0.05	7.46	7.77	0.23	b	a	a	c	a	8.04	7.48	9.92	1.15	5.46	a	c	b	c	a	6.24	8.12	8.66	4.11	9.62	c	a	a	a	b	0.35	1.97	9.72	7.87	6.38	a	a	b	c	a
