X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x19	3.59	5.49	9.19	6.9	5.77	b	c	c	b	a	4.81	4.35	2.46	8.31	2.61	b	c	a	b	a	4.9	4.35	0.3	8.31	2.61	b	c	a	c	a	3.73	4.35	2.69	8.31	2.61	a	c	a	a	c	7.46	4.35	8.31	8.31	2.61	a	c	a	a	c	9.48	5.03	0.03	3.76	8.76	a	b	a	b	b
x20	7.21	7.21	9.9	9.12	0.08	c	c	b	c	c	2.12	2.12	4.55	7.73	1.3	c	a	a	b	c	1.35	1.35	6.63	5.47	8.28	a	b	c	a	b	6.84	6.84	6.5	2.93	0.09	c	b	a	a	b	7.36	7	3.94	9.88	7.94	c	a	a	a	b	2.83	8.81	1.32	4.87	0.25	b	c	a	c	c
x21	2.04	0.91	8.48	4.89	0.13	c	b	a	b	b	9.31	1.41	0.72	3.32	7.91	a	b	a	a	c	6.19	0.49	0.72	3.32	7.91	b	a	c	c	b	2.15	5.17	0.72	3.32	7.91	a	c	c	a	c	3.6	2.96	0.72	3.32	7.91	a	a	c	a	c	8.57	7.96	7.7	1.03	7.5	a	b	a	b	c
x22	7.23	4.39	7.96	1.98	0.68	c	c	a	a	a	1.05	9.89	0.72	3.32	7.91	c	a	c	c	b	8.61	6.69	0.72	3.32	7.91	b	c	b	c	c	9.36	9.34	0.72	3.32	7.91	a	b	c	b	c	9.61	4.38	0.72	3.32	7.91	b	a	c	c	a	3.08	2.85	0.09	4.17	9.82	b	c	a	c	c
x23	9.83	1.32	9.52	6.49	8.02	c	a	c	b	c	5.37	9.44	0.17	3.08	5.65	b	c	c	c	b	4.47	0.76	5.95	2.58	5.74	c	a	a	c	c	6.89	2.8	3.12	1.28	7.37	c	a	c	b	b	4.8	8.46	9.67	6.28	4.4	a	b	c	c	a	7.31	3.41	1.73	9.09	3.58	b	a	a	c	a
x24	2	0.43	0.24	7.54	8.29	c	c	a	c	b	3.67	0.86	0.35	8.18	1.6	a	c	b	b	b	8.91	4.43	4.7	7.74	3.44	b	a	b	b	c	9.13	0.7	5.55	8.05	6.47	a	c	b	a	b	5	9.11	4.87	9.88	5.47	a	b	b	b	a	7.4	8.98	9.25	5.66	7.64	a	a	a	a	a
x25	6.66	5.54	7.56	6.27	8.75	b	a	a	a	c	4.07	2.39	3.55	7.8	9.49	a	c	c	b	b	7	3.87	6.25	7	3.28	b	b	a	c	c	4.51	0.7	9.79	4.51	1.53	b	c	b	c	c	0.25	0.65	4.46	8.04	6.6	a	b	b	b	b	1.9	8.7	1.39	9.93	2.84	a	a	c	a	c
x26	7.21	7.21	7.58	3.59	9.33	b	a	a	c	b	2.12	2.12	2.13	7.65	8.21	c	a	b	a	b	1.35	1.35	5.38	6.66	8.92	a	b	a	b	c	6.84	6.84	0.62	1.43	0.63	b	a	b	a	c	1.27	1.66	0.85	8.76	6.66	a	a	c	a	a	8.19	4.86	0.25	1.02	5.19	b	a	b	c	c
x27	7.21	7.21	8.92	5.68	7.3	b	a	b	a	b	2.12	2.12	2.14	5.74	9.18	a	b	a	b	c	1.35	1.35	8.79	5.92	7.67	b	a	b	c	b	6.84	6.84	9.22	0.75	6.81	b	b	b	b	a	4.46	5.31	4.51	8.25	3.02	b	b	b	c	b	7.16	7.01	7.34	7.04	5.66	b	c	b	b	c
x28	2.27	5.59	8.76	0.87	2.26	b	a	a	c	a	1.04	3.29	5.42	4.3	7.22	a	b	b	b	c	7	4.36	2.04	7	0.12	b	a	a	c	c	4.51	0.78	6.89	4.51	8.88	b	c	c	c	c	5.03	0.96	1.07	4.86	2.6	c	c	c	b	a	6.82	8.66	5.4	3.95	7.01	c	c	c	a	a
x29	0.67	1.88	2.79	7.05	4.65	c	c	b	b	b	3.63	3.35	0.72	3.32	7.91	b	b	a	c	b	0.48	6.17	0.72	3.32	7.91	a	b	a	a	c	1.05	0.88	0.72	3.32	7.91	c	b	c	b	c	6.04	7.15	0.72	3.32	7.91	a	b	c	c	b	6.84	0.17	6.18	4.69	7.91	b	b	b	c	b
x30	2.52	7.36	6.81	9.77	4.54	a	b	c	b	c	1.56	4.35	6.47	8.31	2.61	a	c	a	b	a	8.07	4.35	5.15	8.31	2.61	a	c	a	a	a	7.64	4.35	0.06	8.31	2.61	b	c	a	a	c	6.43	4.35	1.92	8.31	2.61	b	c	a	b	c	8.16	5.15	8.38	5.1	7.62	a	c	a	a	c
x31	3.16	2.6	2.91	4.52	3.4	c	b	c	c	b	1.54	7.29	5.51	1.05	1.94	c	a	a	b	c	1.24	1.08	1.3	8.08	4.54	a	c	a	c	a	5.93	6.6	0.71	8.57	4.93	a	b	c	a	b	4.11	2.19	3.05	3.43	1.81	c	a	c	b	b	0.74	1.64	5.11	5.46	8.08	c	c	a	b	c
x32	7.12	7.89	1.47	0.32	5.85	b	a	c	b	c	9.84	4.35	2.87	8.31	2.61	c	c	a	b	c	5.95	4.35	4.61	8.31	2.61	c	c	a	b	c	9.05	4.35	7.58	8.31	2.61	b	c	a	c	b	6.28	4.35	6.16	8.31	2.61	a	c	a	a	c	1.72	0.52	0.26	9.8	0.14	b	b	a	b	a
x33	1.61	1.13	2.84	5.81	6.23	a	a	b	c	a	9.41	7.06	3.04	5.85	7.32	b	a	b	b	b	7	0.05	3.06	7	8.32	b	a	a	c	c	4.51	0.73	5.87	4.51	0.72	b	c	b	c	c	4.3	3.62	8.32	2.59	9.16	b	a	a	a	b	8.46	1.03	5.92	8.87	1.23	a	a	b	b	a
x34	7.21	7.21	8.83	3.74	3.54	a	a	a	b	c	2.12	2.12	7.48	4.82	5.91	c	a	c	a	c	1.35	1.35	0.66	0.66	6.13	c	a	a	b	c	6.84	6.84	6.04	8.29	2.73	b	a	a	c	c	9.54	7.09	2.59	0.67	9.39	c	a	c	a	b	1.64	6.61	1.14	8.44	7.36	a	c	b	a	c
x35	3.05	6.54	3.6	5.6	9.74	b	c	b	c	b	0.39	2.13	2.96	4.37	1.4	a	b	b	c	b	1.6	6.94	5.08	3.75	7.02	a	c	a	b	b	6.09	9.35	9.61	4.14	7.41	c	b	b	c	b	6.17	5.17	5.23	4.94	6.37	c	b	c	a	b	7.47	8.01	1.6	7.21	6.5	b	c	a	b	b
x36	9.77	1.44	3.27	9.38	5.18	b	b	b	b	b	9.99	4.35	7.74	8.31	2.61	c	c	a	b	b	1.76	4.35	1.27	8.31	2.61	a	c	a	c	c	9.53	4.35	5.72	8.31	2.61	b	c	a	a	c	3.32	4.35	1.66	8.31	2.61	a	c	a	b	b	1.09	6.06	9.07	1.01	3.82	c	b	c	b	b
x37	1.52	9.7	0.97	2.03	7.22	c	a	a	c	b	1.86	10	9.84	5.23	5.15	a	b	c	c	b	1.1	7.39	8.12	6.96	9.61	b	c	b	b	c	7.76	2.89	7.12	1.24	6.49	b	a	a	a	a	2.01	0.26	9.7	1.28	6.23	c	b	b	b	a	0.38	5.52	7.41	0.86	2.98	b	b	b	c	a
x38	6.2	8.6	6.23	0.93	0.1	b	c	b	c	c	6.13	2.8	4.57	9.75	1.8	a	a	c	a	b	3.42	1.74	6.26	1.96	9.72	c	a	a	c	b	9.8	7.43	7.72	5.79	9.63	b	c	b	c	c	2.97	0.57	8.73	0.27	0.52	a	a	b	c	c	3.87	2.44	0.63	2.24	3.48	c	a	c	c	c
x39	7.21	7.21	5.6	2.21	1.21	b	b	c	c	a	2.12	2.12	9.51	0.65	4.01	b	b	b	c	c	1.35	1.35	4.18	2.08	2.15	c	c	a	c	a	6.84	6.84	6.53	3.92	6.41	c	c	a	b	a	0.82	1.23	9.23	4.59	2.08	b	a	a	a	a	9.64	0.54	1.13	5.34	9.53	b	a	b	b	a
x40	3.17	4.57	2.49	8.33	5.9	c	c	a	b	c	5.75	4.35	3.02	8.31	2.61	a	c	a	b	a	4.78	4.35	1.14	8.31	2.61	a	c	a	c	a	3.01	4.35	6.19	8.31	2.61	c	c	a	c	c	4.99	4.35	7.64	8.31	2.61	b	c	a	c	a	2.7	5.69	1.38	6.07	3.63	b	b	c	a	c
x41	2.99	1.73	0.95	4.47	6.2	a	c	b	a	a	3.41	7.43	6.33	3.16	6.46	a	c	c	a	c	6.4	7.58	9.07	6.04	6.19	c	c	a	b	a	5.59	2.23	4.19	8.15	4.27	c	c	a	b	c	0.23	4.22	7.75	8.43	3.19	c	a	b	b	b	5.15	4.87	2.42	5.13	4.03	b	c	b	b	b
x42	7.99	5.06	6.96	8.13	4.22	c	a	c	b	c	5.51	4.35	5.47	8.31	2.61	b	c	a	a	c	0.57	4.35	4.31	8.31	2.61	c	c	a	a	c	4.94	4.35	6.33	8.31	2.61	c	c	a	b	c	6.46	4.35	1.74	8.31	2.61	b	c	a	a	a	0.3	7.64	8.29	6.32	3.89	b	b	b	b	b
x43	7.21	7.21	7.91	1.78	6.78	a	c	b	a	b	2.12	2.12	5.28	7.05	3.02	c	a	a	b	a	1.35	1.35	3.17	5.62	9.07	c	b	c	b	c	6.84	6.84	8.65	7.38	9.1	c	c	c	a	b	6.44	2.64	4.93	6.09	9.4	c	a	b	b	c	9.22	0.95	0.16	0.8	6.77	a	a	c	b	b
x44	2.48	7.92	1.12	0.28	6.31	b	b	b	c	a	1.72	3.59	9	8.75	8.39	b	b	b	c	b	4.83	3.77	9.48	4.44	8.65	c	c	b	c	c	9.46	1.72	1.29	6.55	8.55	a	a	b	b	b	2.52	7.14	6.49	8.46	9.17	b	a	a	c	b	9.09	5.15	1.68	2.8	4.62	a	a	c	b	c
x45	2.86	6.24	2.66	5.39	0.13	b	b	b	c	a	4.54	4.35	9.62	8.31	2.61	a	c	a	b	b	0.55	4.35	2.97	8.31	2.61	c	c	a	a	b	6.47	4.35	0.97	8.31	2.61	b	c	a	a	a	6.21	4.35	3.3	8.31	2.61	c	c	a	c	b	9.27	1.67	2.42	1.77	3.73	c	a	a	b	b
x46	9.8	1.72	6.42	2.35	7.86	a	a	b	c	b	6.3	2.07	1.46	9.72	2.31	a	b	b	c	b	2.12	9.4	4.03	7.63	5.22	a	c	b	a	b	4.01	4.49	9.46	7.68	5.52	a	c	c	c	c	6.74	2.8	9.08	9.31	6.91	b	c	b	a	b	5.13	5.79	3.81	6.61	6.83	b	c	c	a	c
x47	4.51	9.98	4.98	3.28	8.51	c	b	a	a	c	8.19	6.33	6.75	2.72	0.48	c	c	b	a	b	7	7.74	4.55	7	7.89	b	a	c	c	c	4.51	1.65	2.71	4.51	6.13	b	a	b	c	c	7.93	2.78	9.07	7.4	7.81	c	a	a	b	c	7.49	3.25	1.53	2	1.68	c	a	c	c	c
x48	1.51	3.49	3.26	8.92	1.94	c	c	c	b	a	3.52	3.86	2.32	3.53	2.34	b	a	b	b	a	7	3.57	1.61	7	4.21	b	c	c	c	c	4.51	5.15	2.34	4.51	2.92	b	c	a	c	c	1.47	3.93	1.65	7	4.9	b	a	b	b	c	7.52	7.21	3.02	1.77	5.12	a	b	a	b	b
x49	2.24	0.01	5.02	1.8	5.7	c	c	b	c	a	7.15	3.58	0.72	3.32	7.91	a	a	b	b	a	8.67	3.24	0.72	3.32	7.91	c	c	c	c	a	8.4	5.76	0.72	3.32	7.91	a	b	c	c	c	9.65	6.54	0.72	3.32	7.91	b	a	b	a	c	5.21	2.69	8.63	0.15	5.12	c	a	b	a	b
x50	6.73	3.92	2.52	7.45	9.04	a	b	a	a	c	7.09	6.23	3.52	7.71	9.64	a	c	c	b	c	6.33	1.04	0.29	8.39	4.56	a	b	c	b	b	5.77	0.09	3.7	1.46	5.21	a	a	a	b	a	2.6	4.63	8.66	1.08	5.11	c	b	c	c	c	9.67	4.76	6.91	7.11	1.44	a	a	c	c	c
x51	7.21	7.21	6.95	1.94	4.09	b	a	c	c	c	2.12	2.12	1.32	0.69	8.04	c	a	c	b	c	1.35	1.35	9.42	2.68	1.38	c	b	b	a	a	6.84	6.84	3.15	8.64	4.31	c	c	c	b	b	4.33	5.75	9.91	0.61	8.71	c	a	b	a	b	7.38	0.51	2.55	7.09	2.71	b	a	a	b	a
x52	7.21	7.21	5.26	3.39	0.65	c	b	b	c	a	2.12	2.12	7.61	1.73	4.26	c	a	b	c	b	1.35	1.35	8.33	1.1	6.28	a	c	a	a	c	6.84	6.84	5.68	1.31	3.33	a	b	a	b	a	4.92	9.49	9.62	5.55	5.59	b	b	b	a	c	0.02	6.99	4.35	0.61	7.27	b	b	c	a	b
x53	7.21	7.21	1.22	2.47	6.91	b	a	b	c	c	2.12	2.12	5.97	4.32	6.02	b	b	b	c	a	1.35	1.35	3.34	3.96	1.63	a	b	b	b	c	6.84	6.84	7.71	0.28	8.14	a	b	a	a	b	0.01	8.84	3.23	6.83	3.18	c	a	c	c	c	7.03	0.51	2.3	7.09	5.21	b	a	a	a	c
x54	7.42	0.86	0.41	8.24	5.31	c	a	c	a	a	6.7	5.72	6.99	1.46	3.89	c	b	b	c	a	5.37	9.86	6.66	4.39	4.76	a	a	a	c	c	4.97	3.57	7.03	3.63	3.9	b	b	a	c	a	6.18	3.66	0.78	8.75	4.56	a	c	a	a	b	1.61	5.78	6.43	5.19	9.86	c	c	a	b	c
x55	3.28	7.69	9.4	5.37	8.09	b	b	b	c	b	5.41	3.21	3.36	0.57	8.75	c	a	c	a	c	8.56	8.83	6.86	5.95	4.84	b	a	b	a	a	2.77	9.52	8.19	3.1	0.92	c	c	c	c	b	0.28	9.41	9.64	8.76	3.55	a	c	c	c	a	1.43	0.91	0.01	4.01	2.32	b	c	b	c	c
x56	3.89	2.74	6.94	4.56	8.31	b	c	b	a	b	5.46	3.01	9.94	0.97	1.86	c	b	c	a	c	2.89	2.29	2.29	8.95	0.3	c	c	a	b	b	6.25	2.54	3.68	4.51	7.33	c	c	a	c	a	3.45	7.29	1.25	7.76	2.44	b	a	a	c	b	6.58	1.3	8.3	8.36	9.78	a	a	c	c	a
x57	2.3	1.61	1.94	5.4	5.65	b	c	b	c	b	0.78	8.76	0.72	3.32	7.91	a	a	b	c	a	2.15	3.68	0.72	3.32	7.91	c	c	a	a	a	9.86	1.54	0.72	3.32	7.91	c	c	a	b	a	8.53	2.25	0.72	3.32	7.91	b	c	c	b	a	4.34	9.32	8.09	8.84	8.88	a	a	c	b	b
x58	7.21	7.21	0.58	2.89	5.69	c	b	c	c	a	2.12	2.12	0.57	0.14	2.02	b	c	c	b	b	1.35	1.35	0.37	0.9	0.6	b	b	a	b	b	6.84	6.84	5.79	8.24	6.24	a	c	c	c	b	9.36	4.41	6.51	7.46	7.97	a	a	b	b	a	6.58	5.81	9.67	8	9.35	b	c	c	b	a
x59	8.58	0.54	7.79	8.83	4.96	c	a	c	c	c	3.44	4.35	2.47	8.31	2.61	a	c	a	c	a	1.81	4.35	8.44	8.31	2.61	a	c	a	c	b	8.19	4.35	9.04	8.31	2.61	a	c	a	c	c	7.98	4.35	9.72	8.31	2.61	b	c	a	c	c	2.57	4.14	3.1	7.2	5.76	a	a	c	a	c
x60	6.21	1.34	8.51	5.57	7.68	c	c	b	a	b	3.43	4.11	4.46	6.35	0.67	b	a	a	b	a	2.71	0.29	1.51	7.91	3.96	a	c	a	a	a	4.21	2.52	9.78	4.9	0.75	a	a	a	c	b	8.16	6.05	6.66	7.36	8.81	a	a	a	c	c	7.5	9.41	2.02	2.55	0.4	c	b	c	a	c
x61	5.16	7.88	4	3.02	0.13	b	c	b	a	a	9.4	9.42	0.72	3.32	7.91	c	b	b	b	a	7.56	3.66	0.72	3.32	7.91	b	c	c	c	c	9.65	5.05	0.72	3.32	7.91	a	b	a	b	b	3.22	2.14	0.72	3.32	7.91	a	a	b	c	a	1.1	6.55	9.79	9.73	2.88	c	c	a	c	c
x62	0.89	1.37	8.1	5.87	1.37	b	b	a	c	c	2.11	8.55	0.1	7.03	4.02	c	c	c	c	a	3.27	1.76	6.16	7.46	8.92	c	c	a	c	a	3.48	2.48	7.98	5.41	9.24	c	c	a	b	a	3.41	1.48	3.31	9.2	9.85	a	c	c	b	a	5.56	5.26	2.77	1.16	3.43	b	c	a	c	c
x63	9.99	0.12	9.87	6.18	5.13	c	a	a	b	c	9.07	2.51	5.61	4.19	2.13	c	c	c	c	b	0.59	4.39	9.58	7.92	3.62	b	b	b	b	b	9.83	3.41	7.24	9.7	9.32	b	c	a	b	c	0.13	7.88	4.62	5.02	5.61	a	a	a	a	c	6.53	5.91	8.22	3.8	6.33	c	b	b	a	a
x64	7.21	7.21	0.27	7.05	7.44	a	a	c	a	c	2.12	2.12	1.97	5.37	3.25	b	b	b	c	b	1.35	1.35	6.95	3.19	7.2	c	c	a	b	a	6.84	6.84	1.04	9.8	5.94	c	c	a	c	c	7.59	1.17	0.71	2.87	4.31	c	c	c	b	a	8.96	9.31	4.41	6.23	9.33	b	b	a	b	a
x65	9.59	1.13	8.96	7.89	8.92	a	c	b	c	a	2.31	3.47	4.37	9.83	2.28	c	b	b	c	a	7.93	4.58	9.94	4.95	9.06	a	c	b	c	b	0.14	8.6	9.15	4.51	8.97	b	a	b	a	c	1.77	5.06	3.35	4.44	9.5	c	c	b	c	c	8.72	3.55	7.44	6.25	7.75	c	c	a	b	c
x66	4.29	5.47	2.13	6.94	5.98	c	c	a	c	a	7.44	7.28	0.72	3.32	7.91	c	a	c	c	a	9.35	9.15	0.72	3.32	7.91	b	c	a	b	a	4.73	2.13	0.72	3.32	7.91	a	c	a	b	c	4.58	6.12	0.72	3.32	7.91	b	c	b	b	b	6.84	5.28	3.82	5.97	6.46	a	b	a	b	c
x67	7.21	7.21	0.83	2.5	5	a	c	c	c	a	2.12	2.12	0.63	8.13	6.22	b	a	b	c	a	1.35	1.35	8.94	5.54	1.67	b	a	b	a	c	6.84	6.84	0.8	0.45	8.07	b	c	b	b	a	7.95	5.71	0.18	3.41	5.61	a	a	a	c	c	4.28	6.36	8.42	0.5	0.38	b	c	c	c	c
x68	7.21	7.21	9.98	1.15	1.58	c	a	c	b	b	2.12	2.12	0.72	3.32	7.91	a	c	b	c	b	1.35	1.35	0.72	3.32	7.91	a	c	c	b	a	6.84	6.84	0.72	3.32	7.91	a	b	b	b	a	2.56	6.72	0.72	3.32	7.91	b	a	c	c	b	3.23	5.85	8.5	1.24	2.97	a	b	b	c	a
x69	2.41	1.6	0.6	3.71	9.92	c	a	a	a	c	5.58	8.79	0.72	3.32	7.91	a	b	c	c	b	8.63	1.97	0.72	3.32	7.91	a	c	b	c	c	8.48	0.71	0.72	3.32	7.91	b	a	b	b	c	7.22	7.68	0.72	3.32	7.91	c	b	b	b	b	9.52	6.71	2.95	6.73	9.81	c	a	b	b	a
x70	4.05	6.37	6.95	9.41	9.3	c	b	b	c	b	5.96	4.35	8.35	8.31	2.61	b	c	a	b	c	8.45	4.35	0.1	8.31	2.61	b	c	a	b	a	4.82	4.35	2.36	8.31	2.61	a	c	a	a	c	1.53	4.35	7.31	8.31	2.61	b	c	a	a	a	5.06	1.19	6.09	0.27	3.08	a	c	a	a	b
x71	7.21	7.21	3.9	3.61	7.98	b	c	b	c	a	2.12	2.12	4.01	6.15	5.61	c	b	b	c	b	1.35	1.35	9.74	1.45	8.42	b	b	c	a	a	6.84	6.84	8.48	7.92	9.63	b	b	b	b	a	7.89	0.96	9.66	3.27	1.5	c	b	a	a	a	8.7	9.25	5.73	2.49	0.61	a	c	b	a	a
x72	7.21	7.21	7.41	9.07	4.48	b	c	a	b	c	2.12	2.12	1.48	9.41	8.46	c	c	a	b	b	1.35	1.35	3.04	2.29	4.58	c	c	a	a	a	6.84	6.84	7.04	6.31	5.77	c	c	a	a	c	0.03	6.09	5.66	1.31	1.56	b	c	b	b	c	4.31	0.31	2.21	0.7	8.03	a	b	b	c	b
