Total of planted triclusters: 6
Number of planted numeric triclusters: 3
Number of planted symbolic triclusters: 2
Number of planted mixed triclusters: 1
Tricluster coverage: 10.395%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #2
 (247, 4, 2), X=[1,3,4,11,16,17,20,21,22,23,26,29,37,39,44,50,54,68,72,73,75,91,92,95,100,106,112,116,160,161,170,172,176,181,182,190,200,206,211,213,214,217,219,236,239,253,257,278,280,285,292,293,295,302,307,312,314,315,323,326,330,331,333,335,337,343,347,351,357,366,379,382,388,389,391,398,410,434,442,447,453,463,474,488,490,492,496,499,500,505,523,528,529,531,545,563,567,568,570,580,586,592,595,600,613,622,625,637,652,657,671,676,687,689,691,692,699,701,707,709,719,722,723,735,740,747,751,752,753,756,768,769,776,779,782,784,790,793,797,799,810,811,812,827,857,858,867,880,882,896,898,899,900,901,912,916,919,920,921,927,929,931,933,948,950,951,953,954,964,965,967,986,991,992,996,1001,1003,1006,1009,1017,1022,1023,1056,1057,1063,1064,1066,1080,1085,1100,1108,1113,1118,1122,1139,1141,1158,1170,1173,1176,1179,1181,1183,1189,1191,1193,1198,1203,1227,1231,1240,1245,1246,1255,1264,1269,1281,1286,1291,1306,1308,1319,1322,1335,1336,1341,1358,1361,1364,1383,1389,1392,1420,1423,1429,1430,1442,1447,1448,1454,1461,1466,1475,1484,1493,1497,1499], Y=[0,1,2,6], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y1	y2	y6	
x389	5.77	8.51	5.77	1.59	
x391	5.77	8.51	5.77	1.59	
x398	5.77	8.51	5.77	1.59	
x410	5.77	8.51	5.77	1.59	
x434	5.77	8.51	5.77	1.59	
x442	5.77	8.51	5.77	1.59	
x447	5.77	8.51	5.77	1.59	
x453	5.77	8.51	5.77	1.59	
x463	5.77	8.51	5.77	1.59	
x474	5.77	8.51	5.77	1.59	
x488	5.77	8.51	5.77	1.59	
x490	5.77	8.51	5.77	1.59	
x492	5.77	8.51	5.77	1.59	
x496	5.77	8.51	5.77	1.59	
x499	5.77	8.51	5.77	1.59	
x500	5.77	8.51	5.77	1.59	
x505	5.77	8.51	5.77	1.59	
x523	5.77	8.51	5.77	1.59	
x528	5.77	8.51	5.77	1.59	
x529	5.77	8.51	5.77	1.59	
x531	5.77	8.51	5.77	1.59	
x545	5.77	8.51	5.77	1.59	
x563	5.77	8.51	5.77	1.59	
x567	5.77	8.51	5.77	1.59	
x568	5.77	8.51	5.77	1.59	
x570	5.77	8.51	5.77	1.59	
x580	5.77	8.51	5.77	1.59	
x586	5.77	8.51	5.77	1.59	
x592	5.77	8.51	5.77	1.59	
x595	5.77	8.51	5.77	1.59	
x600	5.77	8.51	5.77	1.59	
x613	5.77	8.51	5.77	1.59	
x622	5.77	8.51	5.77	1.59	
x625	5.77	8.51	5.77	1.59	
x637	5.77	8.51	5.77	1.59	
x652	5.77	8.51	5.77	1.59	
x657	5.77	8.51	5.77	1.59	
x671	5.77	8.51	5.77	1.59	
x676	5.77	8.51	5.77	1.59	
x687	5.77	8.51	5.77	1.59	
x689	5.77	8.51	5.77	1.59	
x691	5.77	8.51	5.77	1.59	
x692	5.77	8.51	5.77	1.59	
x699	5.77	8.51	5.77	1.59	
x701	5.77	8.51	5.77	1.59	
x707	5.77	8.51	5.77	1.59	
x709	5.77	8.51	5.77	1.59	
x719	5.77	8.51	5.77	1.59	
x722	5.77	8.51	5.77	1.59	
x723	5.77	8.51	5.77	1.59	
x735	5.77	8.51	5.77	1.59	
x740	5.77	8.51	5.77	1.59	
x747	5.77	8.51	5.77	1.59	
x751	5.77	8.51	5.77	1.59	
x752	5.77	8.51	5.77	1.59	
x753	5.77	8.51	5.77	1.59	
x756	5.77	8.51	5.77	1.59	
x768	5.77	8.51	5.77	1.59	
x769	5.77	8.51	5.77	1.59	
x776	5.77	8.51	5.77	1.59	
x779	5.77	8.51	5.77	1.59	
x782	5.77	8.51	5.77	1.59	
x784	5.77	8.51	5.77	1.59	
x790	5.77	8.51	5.77	1.59	
x793	5.77	8.51	5.77	1.59	
x797	5.77	8.51	5.77	1.59	
x799	5.77	8.51	5.77	1.59	
x810	5.77	8.51	5.77	1.59	
x811	5.77	8.51	5.77	1.59	
x812	5.77	8.51	5.77	1.59	
x827	5.77	8.51	5.77	1.59	
x857	5.77	8.51	5.77	1.59	
x858	5.77	8.51	5.77	1.59	
x867	5.77	8.51	5.77	1.59	
x880	5.77	8.51	5.77	1.59	
x882	5.77	8.51	5.77	1.59	
x896	5.77	8.51	5.77	1.59	
x898	5.77	8.51	5.77	1.59	
x899	5.77	8.51	5.77	1.59	
x900	5.77	8.51	5.77	1.59	
x901	5.77	8.51	5.77	1.59	
x912	5.77	8.51	5.77	1.59	
x916	5.77	8.51	5.77	1.59	
x919	5.77	8.51	5.77	1.59	
x920	5.77	8.51	5.77	1.59	
x921	5.77	8.51	5.77	1.59	
x927	5.77	8.51	5.77	1.59	
x929	5.77	8.51	5.77	1.59	
x931	5.77	8.51	5.77	1.59	
x933	5.77	8.51	5.77	1.59	
x948	5.77	8.51	5.77	1.59	
x950	5.77	8.51	5.77	1.59	
x951	5.77	8.51	5.77	1.59	
x953	5.77	8.51	5.77	1.59	
x954	5.77	8.51	5.77	1.59	
x964	5.77	8.51	5.77	1.59	
x965	5.77	8.51	5.77	1.59	
x967	5.77	8.51	5.77	1.59	
x986	5.77	8.51	5.77	1.59	
x991	5.77	8.51	5.77	1.59	
x992	5.77	8.51	5.77	1.59	
x996	5.77	8.51	5.77	1.59	
x1001	5.77	8.51	5.77	1.59	
x1003	5.77	8.51	5.77	1.59	
x1006	5.77	8.51	5.77	1.59	
x1009	5.77	8.51	5.77	1.59	
x1017	5.77	8.51	5.77	1.59	
x1022	5.77	8.51	5.77	1.59	
x1023	5.77	8.51	5.77	1.59	
x1056	5.77	8.51	5.77	1.59	
x1057	5.77	8.51	5.77	1.59	
x1063	5.77	8.51	5.77	1.59	
x1064	5.77	8.51	5.77	1.59	
x1066	5.77	8.51	5.77	1.59	
x1080	5.77	8.51	5.77	1.59	
x1085	5.77	8.51	5.77	1.59	
x1100	5.77	8.51	5.77	1.59	
x1108	5.77	8.51	5.77	1.59	
x1113	5.77	8.51	5.77	1.59	
x1118	5.77	8.51	5.77	1.59	
x1122	5.77	8.51	5.77	1.59	
x1139	5.77	8.51	5.77	1.59	
x1141	5.77	8.51	5.77	1.59	
x1158	5.77	8.51	5.77	1.59	
x1170	5.77	8.51	5.77	1.59	
x1173	5.77	8.51	5.77	1.59	
x1176	5.77	8.51	5.77	1.59	
x1179	5.77	8.51	5.77	1.59	
x1181	5.77	8.51	5.77	1.59	
x1183	5.77	8.51	5.77	1.59	
x1189	5.77	8.51	5.77	1.59	
x1191	5.77	8.51	5.77	1.59	
x1193	5.77	8.51	5.77	1.59	
x1198	5.77	8.51	5.77	1.59	
x1203	5.77	8.51	5.77	1.59	
x1227	5.77	8.51	5.77	1.59	
x1231	5.77	8.51	5.77	1.59	
x1240	5.77	8.51	5.77	1.59	
x1245	5.77	8.51	5.77	1.59	
x1246	5.77	8.51	5.77	1.59	
x1255	5.77	8.51	5.77	1.59	
x1264	5.77	8.51	5.77	1.59	
x1269	5.77	8.51	5.77	1.59	
x1281	5.77	8.51	5.77	1.59	
x1286	5.77	8.51	5.77	1.59	
x1291	5.77	8.51	5.77	1.59	
x1306	5.77	8.51	5.77	1.59	
x1308	5.77	8.51	5.77	1.59	
x1319	5.77	8.51	5.77	1.59	
x1322	5.77	8.51	5.77	1.59	
x1335	5.77	8.51	5.77	1.59	
x1336	5.77	8.51	5.77	1.59	
x1341	5.77	8.51	5.77	1.59	
x1358	5.77	8.51	5.77	1.59	
x1361	5.77	8.51	5.77	1.59	
x1364	5.77	8.51	5.77	1.59	
x1383	5.77	8.51	5.77	1.59	
x1389	5.77	8.51	5.77	1.59	
x1392	5.77	8.51	5.77	1.59	
x1420	5.77	8.51	5.77	1.59	
x1423	5.77	8.51	5.77	1.59	
x1429	5.77	8.51	5.77	1.59	
x1430	5.77	8.51	5.77	1.59	
x1442	5.77	8.51	5.77	1.59	
x1447	5.77	8.51	5.77	1.59	
x1448	5.77	8.51	5.77	1.59	
x1454	5.77	8.51	5.77	1.59	
x1461	5.77	8.51	5.77	1.59	
x1466	5.77	8.51	5.77	1.59	
x1475	5.77	8.51	5.77	1.59	
x1484	5.77	8.51	5.77	1.59	
x1493	5.77	8.51	5.77	1.59	
x1497	5.77	8.51	5.77	1.59	
x1499	5.77	8.51	5.77	1.59	

Context: 1
X	y0	y1	y2	y6	
x1	5.77	8.51	5.77	1.59	
x3	5.77	8.51	5.77	1.59	
x4	5.77	8.51	5.77	1.59	
x11	5.77	8.51	5.77	1.59	
x16	5.77	8.51	5.77	1.59	
x17	5.77	8.51	5.77	1.59	
x20	5.77	8.51	5.77	1.59	
x21	5.77	8.51	5.77	1.59	
x22	5.77	8.51	5.77	1.59	
x23	5.77	8.51	5.77	1.59	
x26	5.77	8.51	5.77	1.59	
x29	5.77	8.51	5.77	1.59	
x37	5.77	8.51	5.77	1.59	
x39	5.77	8.51	5.77	1.59	
x44	5.77	8.51	5.77	1.59	
x50	5.77	8.51	5.77	1.59	
x54	5.77	8.51	5.77	1.59	
x68	5.77	8.51	5.77	1.59	
x72	5.77	8.51	5.77	1.59	
x73	5.77	8.51	5.77	1.59	
x75	5.77	8.51	5.77	1.59	
x91	5.77	8.51	5.77	1.59	
x92	5.77	8.51	5.77	1.59	
x95	5.77	8.51	5.77	1.59	
x100	5.77	8.51	5.77	1.59	
x106	5.77	8.51	5.77	1.59	
x112	5.77	8.51	5.77	1.59	
x116	5.77	8.51	5.77	1.59	
x160	5.77	8.51	5.77	1.59	
x161	5.77	8.51	5.77	1.59	
x170	5.77	8.51	5.77	1.59	
x172	5.77	8.51	5.77	1.59	
x176	5.77	8.51	5.77	1.59	
x181	5.77	8.51	5.77	1.59	
x182	5.77	8.51	5.77	1.59	
x190	5.77	8.51	5.77	1.59	
x200	5.77	8.51	5.77	1.59	
x206	5.77	8.51	5.77	1.59	
x211	5.77	8.51	5.77	1.59	
x213	5.77	8.51	5.77	1.59	
x214	5.77	8.51	5.77	1.59	
x217	5.77	8.51	5.77	1.59	
x219	5.77	8.51	5.77	1.59	
x236	5.77	8.51	5.77	1.59	
x239	5.77	8.51	5.77	1.59	
x253	5.77	8.51	5.77	1.59	
x257	5.77	8.51	5.77	1.59	
x278	5.77	8.51	5.77	1.59	
x280	5.77	8.51	5.77	1.59	
x285	5.77	8.51	5.77	1.59	
x292	5.77	8.51	5.77	1.59	
x293	5.77	8.51	5.77	1.59	
x295	5.77	8.51	5.77	1.59	
x302	5.77	8.51	5.77	1.59	
x307	5.77	8.51	5.77	1.59	
x312	5.77	8.51	5.77	1.59	
x314	5.77	8.51	5.77	1.59	
x315	5.77	8.51	5.77	1.59	
x323	5.77	8.51	5.77	1.59	
x326	5.77	8.51	5.77	1.59	
x330	5.77	8.51	5.77	1.59	
x331	5.77	8.51	5.77	1.59	
x333	5.77	8.51	5.77	1.59	
x335	5.77	8.51	5.77	1.59	
x337	5.77	8.51	5.77	1.59	
x343	5.77	8.51	5.77	1.59	
x347	5.77	8.51	5.77	1.59	
x351	5.77	8.51	5.77	1.59	
x357	5.77	8.51	5.77	1.59	
x366	5.77	8.51	5.77	1.59	
x379	5.77	8.51	5.77	1.59	
x382	5.77	8.51	5.77	1.59	
x388	5.77	8.51	5.77	1.59	
x389	5.77	8.51	5.77	1.59	
x391	5.77	8.51	5.77	1.59	
x398	5.77	8.51	5.77	1.59	
x410	5.77	8.51	5.77	1.59	
x434	5.77	8.51	5.77	1.59	
x442	5.77	8.51	5.77	1.59	
x447	5.77	8.51	5.77	1.59	
x453	5.77	8.51	5.77	1.59	
x463	5.77	8.51	5.77	1.59	
x474	5.77	8.51	5.77	1.59	
x488	5.77	8.51	5.77	1.59	
x490	5.77	8.51	5.77	1.59	
x492	5.77	8.51	5.77	1.59	
x496	5.77	8.51	5.77	1.59	
x499	5.77	8.51	5.77	1.59	
x500	5.77	8.51	5.77	1.59	
x505	5.77	8.51	5.77	1.59	
x523	5.77	8.51	5.77	1.59	
x528	5.77	8.51	5.77	1.59	
x529	5.77	8.51	5.77	1.59	
x531	5.77	8.51	5.77	1.59	
x545	5.77	8.51	5.77	1.59	
x563	5.77	8.51	5.77	1.59	
x567	5.77	8.51	5.77	1.59	
x568	5.77	8.51	5.77	1.59	
x570	5.77	8.51	5.77	1.59	
x580	5.77	8.51	5.77	1.59	
x586	5.77	8.51	5.77	1.59	
x592	5.77	8.51	5.77	1.59	
x595	5.77	8.51	5.77	1.59	
x600	5.77	8.51	5.77	1.59	
x613	5.77	8.51	5.77	1.59	
x622	5.77	8.51	5.77	1.59	
x625	5.77	8.51	5.77	1.59	
x637	5.77	8.51	5.77	1.59	
x652	5.77	8.51	5.77	1.59	
x657	5.77	8.51	5.77	1.59	
x671	5.77	8.51	5.77	1.59	
x676	5.77	8.51	5.77	1.59	
x687	5.77	8.51	5.77	1.59	
x689	5.77	8.51	5.77	1.59	
x691	5.77	8.51	5.77	1.59	
x692	5.77	8.51	5.77	1.59	
x699	5.77	8.51	5.77	1.59	
x701	5.77	8.51	5.77	1.59	
x707	5.77	8.51	5.77	1.59	
x709	5.77	8.51	5.77	1.59	
x719	5.77	8.51	5.77	1.59	
x722	5.77	8.51	5.77	1.59	
x723	5.77	8.51	5.77	1.59	
x735	5.77	8.51	5.77	1.59	
x740	5.77	8.51	5.77	1.59	
x747	5.77	8.51	5.77	1.59	
x751	5.77	8.51	5.77	1.59	
x752	5.77	8.51	5.77	1.59	
x753	5.77	8.51	5.77	1.59	
x756	5.77	8.51	5.77	1.59	
x768	5.77	8.51	5.77	1.59	
x769	5.77	8.51	5.77	1.59	
x776	5.77	8.51	5.77	1.59	
x779	5.77	8.51	5.77	1.59	
x782	5.77	8.51	5.77	1.59	
x784	5.77	8.51	5.77	1.59	
x790	5.77	8.51	5.77	1.59	
x793	5.77	8.51	5.77	1.59	
x797	5.77	8.51	5.77	1.59	
x799	5.77	8.51	5.77	1.59	
x810	5.77	8.51	5.77	1.59	
x811	5.77	8.51	5.77	1.59	
x812	5.77	8.51	5.77	1.59	
x827	5.77	8.51	5.77	1.59	
x857	5.77	8.51	5.77	1.59	
x858	5.77	8.51	5.77	1.59	
x867	5.77	8.51	5.77	1.59	
x880	5.77	8.51	5.77	1.59	
x882	5.77	8.51	5.77	1.59	
x896	5.77	8.51	5.77	1.59	
x898	5.77	8.51	5.77	1.59	
x899	5.77	8.51	5.77	1.59	
x900	5.77	8.51	5.77	1.59	
x901	5.77	8.51	5.77	1.59	
x912	5.77	8.51	5.77	1.59	
x916	5.77	8.51	5.77	1.59	
x919	5.77	8.51	5.77	1.59	
x920	5.77	8.51	5.77	1.59	
x921	5.77	8.51	5.77	1.59	
x927	5.77	8.51	5.77	1.59	
x929	5.77	8.51	5.77	1.59	
x931	5.77	8.51	5.77	1.59	
x933	5.77	8.51	5.77	1.59	
x948	5.77	8.51	5.77	1.59	
x950	5.77	8.51	5.77	1.59	
x951	5.77	8.51	5.77	1.59	
x953	5.77	8.51	5.77	1.59	
x954	5.77	8.51	5.77	1.59	
x964	5.77	8.51	5.77	1.59	
x965	5.77	8.51	5.77	1.59	
x967	5.77	8.51	5.77	1.59	
x986	5.77	8.51	5.77	1.59	
x991	5.77	8.51	5.77	1.59	
x992	5.77	8.51	5.77	1.59	
x996	5.77	8.51	5.77	1.59	
x1001	5.77	8.51	5.77	1.59	
x1003	5.77	8.51	5.77	1.59	
x1006	5.77	8.51	5.77	1.59	
x1009	5.77	8.51	5.77	1.59	
x1017	5.77	8.51	5.77	1.59	
x1022	5.77	8.51	5.77	1.59	
x1023	5.77	8.51	5.77	1.59	
x1056	5.77	8.51	5.77	1.59	
x1057	5.77	8.51	5.77	1.59	
x1063	5.77	8.51	5.77	1.59	
x1064	5.77	8.51	5.77	1.59	
x1066	5.77	8.51	5.77	1.59	
x1080	5.77	8.51	5.77	1.59	
x1085	5.77	8.51	5.77	1.59	
x1100	5.77	8.51	5.77	1.59	
x1108	5.77	8.51	5.77	1.59	
x1113	5.77	8.51	5.77	1.59	
x1118	5.77	8.51	5.77	1.59	
x1122	5.77	8.51	5.77	1.59	
x1139	5.77	8.51	5.77	1.59	
x1141	5.77	8.51	5.77	1.59	
x1158	5.77	8.51	5.77	1.59	
x1170	5.77	8.51	5.77	1.59	
x1173	5.77	8.51	5.77	1.59	
x1176	5.77	8.51	5.77	1.59	
x1179	5.77	8.51	5.77	1.59	
x1181	5.77	8.51	5.77	1.59	
x1183	5.77	8.51	5.77	1.59	
x1189	5.77	8.51	5.77	1.59	
x1191	5.77	8.51	5.77	1.59	
x1193	5.77	8.51	5.77	1.59	
x1198	5.77	8.51	5.77	1.59	
x1203	5.77	8.51	5.77	1.59	
x1227	5.77	8.51	5.77	1.59	
x1231	5.77	8.51	5.77	1.59	
x1240	5.77	8.51	5.77	1.59	
x1245	5.77	8.51	5.77	1.59	
x1246	5.77	8.51	5.77	1.59	
x1255	5.77	8.51	5.77	1.59	
x1264	5.77	8.51	5.77	1.59	
x1269	5.77	8.51	5.77	1.59	
x1281	5.77	8.51	5.77	1.59	
x1286	5.77	8.51	5.77	1.59	
x1291	5.77	8.51	5.77	1.59	
x1306	5.77	8.51	5.77	1.59	
x1308	5.77	8.51	5.77	1.59	
x1319	5.77	8.51	5.77	1.59	
x1322	5.77	8.51	5.77	1.59	
x1335	5.77	8.51	5.77	1.59	
x1336	5.77	8.51	5.77	1.59	
x1341	5.77	8.51	5.77	1.59	
x1358	5.77	8.51	5.77	1.59	
x1361	5.77	8.51	5.77	1.59	
x1364	5.77	8.51	5.77	1.59	
x1383	5.77	8.51	5.77	1.59	
x1389	5.77	8.51	5.77	1.59	
x1392	5.77	8.51	5.77	1.59	
x1420	5.77	8.51	5.77	1.59	
x1423	5.77	8.51	5.77	1.59	
x1429	5.77	8.51	5.77	1.59	
x1430	5.77	8.51	5.77	1.59	
x1442	5.77	8.51	5.77	1.59	
x1447	5.77	8.51	5.77	1.59	
x1448	5.77	8.51	5.77	1.59	
x1454	5.77	8.51	5.77	1.59	
x1461	5.77	8.51	5.77	1.59	
x1466	5.77	8.51	5.77	1.59	
x1475	5.77	8.51	5.77	1.59	
x1484	5.77	8.51	5.77	1.59	
x1493	5.77	8.51	5.77	1.59	
x1497	5.77	8.51	5.77	1.59	
x1499	5.77	8.51	5.77	1.59	

Tricluster #3
 (241, 4, 2), X=[6,20,22,23,28,30,34,36,55,78,82,83,100,101,102,110,119,121,122,123,126,135,136,137,151,155,163,196,204,213,214,228,230,232,233,241,245,257,258,262,265,273,278,306,308,315,318,325,328,337,345,350,351,357,361,369,370,371,380,386,417,419,422,435,438,442,450,455,465,467,487,488,491,493,515,516,521,524,532,551,564,567,569,572,573,575,577,591,600,602,604,607,610,611,615,621,624,630,634,643,644,647,656,657,668,671,672,677,684,691,700,706,710,713,717,726,731,736,742,779,780,788,796,808,815,819,835,860,862,864,866,876,877,884,886,905,917,934,938,941,945,946,952,953,962,964,967,968,970,973,983,986,991,992,998,999,1014,1028,1033,1035,1038,1040,1047,1052,1056,1058,1070,1071,1074,1076,1079,1085,1086,1087,1090,1091,1092,1100,1104,1112,1115,1120,1121,1135,1142,1147,1149,1160,1181,1184,1185,1192,1200,1218,1230,1235,1246,1248,1251,1255,1258,1261,1263,1271,1274,1277,1281,1288,1293,1296,1306,1309,1313,1314,1323,1339,1343,1344,1349,1357,1359,1362,1371,1380,1386,1388,1390,1408,1409,1412,1428,1441,1451,1454,1455,1470,1474,1477,1483,1487,1495], Y=[3,4,8,9], Z=[0,1], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Additive, Seed=8.04,  RowFactors=[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], ColumnFactors=[0,0,0,0], ContextFactors=[1.89,-7.81] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y3	y4	y8	y9	
x6	9.93	9.93	9.93	9.93	
x20	9.93	9.93	9.93	9.93	
x22	9.93	9.93	9.93	9.93	
x23	9.93	9.93	9.93	9.93	
x28	9.93	9.93	9.93	9.93	
x30	9.93	9.93	9.93	9.93	
x34	9.93	9.93	9.93	9.93	
x36	9.93	9.93	9.93	9.93	
x55	9.93	9.93	9.93	9.93	
x78	9.93	9.93	9.93	9.93	
x82	9.93	9.93	9.93	9.93	
x83	9.93	9.93	9.93	9.93	
x100	9.93	9.93	9.93	9.93	
x101	9.93	9.93	9.93	9.93	
x102	9.93	9.93	9.93	9.93	
x110	9.93	9.93	9.93	9.93	
x119	9.93	9.93	9.93	9.93	
x121	9.93	9.93	9.93	9.93	
x122	9.93	9.93	9.93	9.93	
x123	9.93	9.93	9.93	9.93	
x126	9.93	9.93	9.93	9.93	
x135	9.93	9.93	9.93	9.93	
x136	9.93	9.93	9.93	9.93	
x137	9.93	9.93	9.93	9.93	
x151	9.93	9.93	9.93	9.93	
x155	9.93	9.93	9.93	9.93	
x163	9.93	9.93	9.93	9.93	
x196	9.93	9.93	9.93	9.93	
x204	9.93	9.93	9.93	9.93	
x213	9.93	9.93	9.93	9.93	
x214	9.93	9.93	9.93	9.93	
x228	9.93	9.93	9.93	9.93	
x230	9.93	9.93	9.93	9.93	
x232	9.93	9.93	9.93	9.93	
x233	9.93	9.93	9.93	9.93	
x241	9.93	9.93	9.93	9.93	
x245	9.93	9.93	9.93	9.93	
x257	9.93	9.93	9.93	9.93	
x258	9.93	9.93	9.93	9.93	
x262	9.93	9.93	9.93	9.93	
x265	9.93	9.93	9.93	9.93	
x273	9.93	9.93	9.93	9.93	
x278	9.93	9.93	9.93	9.93	
x306	9.93	9.93	9.93	9.93	
x308	9.93	9.93	9.93	9.93	
x315	9.93	9.93	9.93	9.93	
x318	9.93	9.93	9.93	9.93	
x325	9.93	9.93	9.93	9.93	
x328	9.93	9.93	9.93	9.93	
x337	9.93	9.93	9.93	9.93	
x345	9.93	9.93	9.93	9.93	
x350	9.93	9.93	9.93	9.93	
