X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x11	5.77	8.51	5.77	6.17	9.11	5.19	1.59	6.33	9.75	1.14	c	b	b	b	a	b	c	b	a	b	5.77	8.51	5.77	7.69	0.99	5.13	1.59	4.98	0.51	2.78	b	b	b	a	a	a	c	b	b	c	4.59	3.17	5.92	3.74	3.02	2.19	2.98	1.49	4.95	6.96	b	c	b	b	a	b	c	c	b	b	2.93	5.01	0.13	3.6	8.6	2.57	2.5	6.47	6.51	1.9	b	b	a	b	b	c	c	b	b	b
x12	6.26	6.75	7.36	4.26	2.94	6.62	2.73	8.29	3.26	3.19	a	a	b	b	c	a	c	b	a	c	6.92	2.45	8.31	6.61	5.97	8.15	5.13	3.71	5.26	7.26	a	a	a	a	c	a	c	c	b	a	5.53	8.44	2.52	5.56	8.94	4.81	8.47	1.97	6.77	1.13	b	c	c	a	c	a	b	a	a	a	8.76	1.52	3.59	3.24	5.69	4.06	8.28	0.32	6.9	0.76	c	a	a	c	b	a	c	c	a	b
x13	8.57	4.7	4.82	0.24	2.52	1.09	0.57	4.61	1.46	4.04	b	b	c	a	b	c	b	b	c	b	3.49	4.02	1.99	3.91	4.02	4.02	2.96	4.02	3.45	8.58	b	a	c	c	c	a	c	c	b	b	6.63	0.59	6.08	8.36	0.59	0.59	1.37	0.59	1.54	2.4	b	c	c	c	b	a	c	b	a	b	6.08	9.79	1.01	9.35	2.28	2.89	9.09	9.64	5.27	3.62	a	c	a	b	c	b	b	c	c	a
x14	8.03	2.53	0.28	6.32	7.03	9.17	6.19	2.73	6.89	6.11	c	a	b	b	b	c	c	b	c	c	9.22	7.41	9.2	2.3	3.65	2.83	8.93	0.01	6.1	7.34	b	b	a	c	b	a	c	a	b	c	1.41	9.89	5.26	4.44	1.38	8.84	0.49	0.8	6.99	6.45	b	b	b	c	c	a	c	b	b	a	0.78	4.05	3.81	0.52	7.67	3.49	6.26	4.85	7.55	7.23	c	c	c	a	c	b	b	c	c	b
x15	1.38	4.11	7.24	7.27	0.84	4.32	2.94	4.17	1.25	0.53	a	a	c	c	c	b	c	b	c	b	9.9	5.62	5.85	9.2	3.79	4.27	6.97	6.92	1.31	1.87	b	a	a	c	b	a	c	a	b	a	1.21	2.35	2.87	1.02	9.44	4.26	5.64	1.89	8.4	4.06	b	c	b	c	c	a	c	c	b	a	4.85	6.58	5.77	0.3	7.35	1.92	1.1	9.72	3.16	9.9	a	a	b	c	a	c	b	a	a	b
x16	5.77	8.51	5.77	4.56	3.41	5.3	1.59	8.43	5.96	2.19	b	b	b	c	a	a	b	c	c	b	5.77	8.51	5.77	9.07	6.6	0.73	1.59	4.45	2.06	8.6	a	c	b	c	c	a	c	c	c	a	9.95	9.65	0.88	7.26	1.16	2.58	2.27	2.4	5.93	0.94	c	c	b	b	a	c	a	b	a	c	8.71	5.16	6.75	0.95	6.83	5.41	1.45	0.73	3.01	9.4	c	b	b	b	c	c	b	a	c	b
x17	5.77	8.51	5.77	7.49	6.15	1.21	1.59	6.37	0.36	4.48	b	a	c	a	b	b	c	b	c	b	5.77	8.51	5.77	1.97	5.13	8.35	1.59	3.58	0.34	1.72	b	c	c	c	c	b	a	c	b	a	7.65	5.78	1.31	1.09	4.21	4.76	2.78	4.07	6.14	3.14	c	a	c	c	c	c	c	b	a	b	4.59	5.34	0.73	0.99	4.63	2.67	9.36	9.78	6.79	1.04	b	b	a	b	c	b	b	b	c	b
x18	8.47	8.14	5.27	4.04	9.07	3.59	0.72	9.66	7.63	0.77	b	b	b	a	b	b	b	c	c	a	9.84	4.02	7.84	4.87	4.02	4.02	3.27	4.02	9.7	5	c	b	a	a	b	b	c	a	b	b	7.93	0.59	8.58	2.37	0.59	0.59	6.04	0.59	7.67	0.39	b	c	b	b	a	a	c	a	a	b	6.99	4.85	2.52	9.32	3.35	4.41	7.98	9.72	3.17	9.25	a	b	a	c	c	c	c	b	c	c
x19	8.69	0.89	5.19	8.99	5.94	9.07	5	3	8.13	5.39	c	c	b	b	a	a	a	c	c	b	0.91	7.41	7.53	3.63	6.06	1.41	1.79	0.06	3.06	5.62	b	c	c	c	c	a	c	b	b	a	6.03	9.05	8.34	5.64	7.08	4.9	4.32	8.76	4.48	0.8	c	b	c	b	b	c	a	a	c	b	0.99	5.04	5.02	0.23	5.65	4.71	6.66	5.64	7.48	3.81	c	a	b	a	b	c	b	c	b	c
x20	5.77	8.51	5.77	9.93	9.93	1.23	1.59	8.92	9.93	9.93	b	a	b	a	b	c	c	b	b	b	5.77	8.51	5.77	0.23	0.23	9.94	1.59	1.26	0.23	0.23	b	a	c	c	c	a	c	c	a	a	6.7	0.84	6.41	6.66	9.38	3.69	5.55	3.83	2.17	2.94	b	a	a	c	b	a	c	c	c	c	9.23	4.07	7.39	7.89	9.29	1.18	6.52	4.05	7.24	7.56	c	b	c	a	b	c	c	c	c	c
x21	5.77	8.51	5.77	6.31	2.79	3.72	1.59	0.1	3.61	9.18	a	a	b	b	c	b	a	c	a	b	5.77	8.51	5.77	0.22	7.06	1.49	1.59	1.97	6.14	0.08	c	b	c	c	c	c	b	b	c	c	2.14	9.86	5.28	4	0.6	8.23	1.35	6.04	7.61	6.6	c	b	a	a	c	c	c	c	b	b	2.61	5.27	0.8	4.6	8.13	4.79	1.63	1.26	5.9	7.04	c	a	b	a	b	a	b	b	a	b
x22	5.77	8.51	5.77	9.93	9.93	4.81	1.59	4.25	9.93	9.93	a	b	a	c	a	b	a	b	a	c	5.77	8.51	5.77	0.23	0.23	7.32	1.59	1.85	0.23	0.23	c	c	a	c	b	c	a	c	b	c	4.57	1.58	4.18	5.28	0.47	4.77	6.33	7.87	9.27	8.78	a	b	c	c	c	c	a	c	a	b	5.43	0.56	0.44	6.46	5.61	9.8	0.45	6.2	4.31	5.87	c	c	c	c	c	a	b	b	c	b
x23	5.77	8.51	5.77	9.93	9.93	1.68	1.59	0.79	9.93	9.93	a	c	c	c	c	c	c	b	c	c	5.77	8.51	5.77	0.23	0.23	8.6	1.59	7.61	0.23	0.23	b	b	c	c	a	a	c	a	b	a	3.12	2.02	7.64	5.61	5.83	6.83	9.32	7.73	3.12	5.04	b	a	a	c	b	a	c	b	b	c	8.48	3.51	6.6	8.58	4.4	3.5	7.71	0.53	2.03	8.42	a	a	c	b	b	c	c	b	c	c
x24	0.46	2.79	6.29	8.66	0.92	7.58	4.79	4.4	5.94	3.76	c	c	c	b	a	a	c	c	b	a	2.66	1.18	3.05	6.51	2.06	2.39	4.09	5.91	5.27	5.22	b	c	b	c	c	a	c	a	a	c	1.14	8.35	9.65	5.77	8	7.86	2.15	1.8	5.78	8.03	b	b	a	c	a	a	c	b	a	b	5.11	1.25	9.75	0.27	1.14	0.3	1.48	6.9	6.7	6.47	c	b	b	a	c	a	c	a	a	c
x25	9.79	8.1	3.23	1.02	2.39	4.51	7.36	7.87	0.37	4.15	c	c	b	b	b	c	c	b	a	b	8.28	0.4	9.09	9.25	6.36	9.15	3.66	5.99	4.22	2.93	b	a	b	c	c	a	c	a	a	c	3.72	4.11	6.83	6.43	2.9	8.33	7.7	7.86	2.88	2.12	b	c	c	c	a	a	c	b	b	b	1.5	7.04	6.18	5.95	3.26	0.5	8.9	1.55	9.19	2.29	b	b	b	a	a	c	c	b	b	a
x26	5.77	8.51	5.77	7.11	8.93	3.43	1.59	8.93	2.52	8.92	b	b	b	a	c	c	c	b	b	c	5.77	8.51	5.77	8.38	5.82	4.04	1.59	1.49	3.04	8.25	c	b	b	b	a	a	b	b	c	c	9.18	0.79	7.2	2.68	6.3	2.13	1.75	9.65	6.08	8.81	b	a	c	b	a	a	c	c	c	b	2.52	5.98	4.72	1.98	6.86	4.47	0.3	3.03	4.94	5.36	c	c	c	b	b	c	b	c	b	b
x27	8.06	1.31	4.84	3.45	0.3	1.59	7.56	1.9	8.97	6.58	a	c	a	c	a	c	a	c	b	b	0.58	7.98	0.58	9.67	0.58	2.08	5.18	0.58	6.92	1.12	c	a	b	b	c	a	b	b	b	c	8.31	0.74	8.31	4.76	8.31	4.62	2.17	8.31	8.87	9.62	a	c	a	b	c	b	b	b	b	c	3.63	7.44	5.39	6.18	3.72	8.6	2.64	7.49	4.81	2.62	c	c	c	c	b	b	a	c	c	a
x28	1.45	4.04	4.31	9.93	9.93	3.23	9.7	5.47	9.93	9.93	c	c	c	c	c	c	a	b	c	b	0.61	9.37	1.15	0.23	0.23	3.47	3.34	1.52	0.23	0.23	a	c	a	c	a	a	a	c	b	c	3.11	0.66	9.08	7.1	5.88	4.24	1.11	1.26	8.6	6.8	c	a	b	b	c	c	b	b	a	b	6.27	9	1.95	5.72	5.64	2.53	2.55	5.83	9.36	4.78	a	b	c	c	a	a	a	b	c	a
x29	5.77	8.51	5.77	3.22	2.21	3.21	1.59	1.98	9.06	8.44	c	b	c	b	b	a	b	b	a	c	5.77	8.51	5.77	5.25	0.01	6.89	1.59	2.97	0.04	8.42	a	a	b	b	b	b	b	b	a	c	5.87	8.17	8.23	8.21	7.93	8.87	0.6	4.51	5.88	1.51	a	c	a	b	c	c	c	b	a	b	0.52	6.89	5.72	8.94	3.99	7.08	2.29	1.38	4.92	2.38	c	a	c	a	a	a	b	c	b	c
x30	0.28	2.19	1.83	9.93	9.93	6.48	6.72	4.7	9.93	9.93	c	b	b	b	b	c	c	b	b	a	7.84	0.96	8.8	0.23	0.23	3.94	6.42	3.31	0.23	0.23	b	b	b	a	a	a	c	b	c	b	8.68	8	5.79	9.68	8.69	7.43	0.98	6.39	7.06	6.86	c	c	a	a	c	b	b	b	c	b	1.7	7.92	6.63	4.14	7.01	7.55	3.78	5.9	2.52	5.58	a	b	c	c	a	b	a	c	a	c
x31	9.68	2.55	6.88	4.23	8.12	8.77	4	8.72	2.13	9.62	c	b	a	b	a	a	b	c	b	a	1.48	4.02	6.23	0.93	4.02	4.02	5.18	4.02	8.63	3.65	c	b	b	a	a	b	c	b	a	b	5.88	0.59	8.22	7.83	0.59	0.59	7.03	0.59	6.6	6.57	a	b	c	b	c	b	a	c	c	c	0.87	6.24	1.15	3.35	8.05	5.53	5.9	1.74	3.88	0.84	c	c	b	c	a	b	c	c	c	c
x32	8.23	3.92	3.36	4.28	3.82	1.13	1.15	2.78	6.64	5.16	b	b	a	a	c	a	b	b	c	c	9.42	0.38	9.02	5.65	8.27	2.14	5.4	9.75	4.92	4.82	b	a	a	c	c	a	c	a	c	b	2.42	2.3	5.26	5.99	1.32	1.54	8.64	9.79	4.19	0.32	b	a	b	c	c	a	c	c	c	c	8.27	8.95	6.95	3.93	6.3	3.99	7.05	1.39	6.33	3.7	b	c	b	b	b	a	a	b	b	b
x33	7.83	7.28	6.17	2.51	1.35	3.54	6.73	5.78	0.95	6.69	c	a	b	a	a	b	a	b	c	c	5.49	5.71	9.29	5.84	1.59	1.48	4.47	9.27	2.48	6.37	b	b	c	c	c	a	c	c	c	b	9.92	2.28	2.71	9.82	1.33	5.51	9.54	0.25	8.89	8.57	b	c	c	c	a	a	c	c	c	a	4.51	3.42	4.29	5.74	7.41	8.53	5.12	0.57	5.12	8.76	c	b	b	a	c	b	b	b	a	a
x34	3.06	3.34	9.04	9.93	9.93	8.49	0.67	1.66	9.93	9.93	b	c	c	a	b	b	c	c	c	c	4.94	0.76	4.92	0.23	0.23	3.57	7.29	3.99	0.23	0.23	b	a	b	c	a	a	c	c	b	a	4.83	0.53	2.36	4.98	6.88	4.57	3.25	7.72	5.02	5.29	b	a	b	a	a	c	c	b	b	a	8.31	6.51	1.09	2.87	4.47	6.81	3.83	6.3	0.53	4.72	b	b	b	b	b	b	c	a	c	c
x35	0.22	3.79	3.92	2.12	3.51	3.21	5.07	3.96	4.17	1.17	b	c	b	b	b	b	b	b	b	a	8.77	8.8	8.75	4.73	6.7	8.74	1.52	5.25	9.39	4.05	b	b	c	c	a	a	c	a	b	a	9.02	6.52	6.88	5.08	9.41	4.21	2.08	1.76	8.61	5.04	b	b	c	c	c	a	c	c	c	a	3.19	0.36	3.01	7.07	5.49	5.78	5.44	4.16	3.95	5.38	b	b	a	a	c	a	a	b	a	b
x36	4.82	6.29	6.12	9.93	9.93	9.85	1.14	4.1	9.93	9.93	c	a	a	b	b	a	c	b	b	a	7.06	4.1	4.85	0.23	0.23	2.81	3.14	6.59	0.23	0.23	b	a	b	b	a	c	c	a	b	a	7.99	6.54	5.4	5.35	7.86	5.32	5.89	7.57	9.15	4.63	b	a	b	a	a	a	c	a	b	a	9.61	8.55	0.03	5.54	0	6.61	4.44	6.65	4.64	5.17	a	a	c	b	a	c	c	b	a	a
x37	5.77	8.51	5.77	4.23	7.36	7.47	1.59	2.74	7.68	8.26	c	b	b	a	b	a	c	c	b	b	5.77	8.51	5.77	2.07	3.83	0.61	1.59	3.8	4.72	3.11	a	a	b	b	a	c	a	c	b	c	1.71	2	4.04	1.77	0.82	5.66	3.51	1.45	1.85	0.85	b	a	a	c	c	b	a	b	a	a	0.13	2.17	6.47	3.66	9.82	4.58	3.83	8.32	7.66	6.86	a	c	c	c	b	a	a	b	c	a
x38	7.2	1.59	5.03	7.3	6.07	4.77	8.7	7.25	5.11	7.73	a	b	a	a	a	b	b	c	b	c	0.46	4.02	0.26	5.3	4.02	4.02	2.86	4.02	6.87	9.24	a	a	a	a	a	c	c	b	a	a	5.13	0.59	3.01	1.07	0.59	0.59	4.41	0.59	9.78	8.41	a	b	c	a	b	a	b	b	b	b	2.36	2.31	5.39	6.23	8.81	9.84	4.13	5.22	5.8	6.74	c	a	c	c	a	a	b	a	a	a
x39	5.77	8.51	5.77	7.23	7.1	7.17	1.59	1.27	2.47	1.92	a	a	c	c	a	b	b	a	c	c	5.77	8.51	5.77	2.67	3.38	4.92	1.59	3.33	3.96	0.02	c	b	a	c	c	a	b	c	c	a	0.28	6.86	1.41	8.64	3.6	8.04	0.56	3.25	8.78	3.64	c	b	b	c	b	c	c	c	a	b	0.76	9.47	6.91	9.87	8.24	6.77	9.64	3.28	6.88	5.18	c	c	b	a	a	c	c	a	a	a
x40	6.04	6.28	0.5	6.43	2.11	3.68	8.71	6.31	9.46	0.29	a	a	c	b	b	c	c	a	a	a	0.7	4.02	2.43	4.02	4.02	4.02	4.27	4.02	1.78	2.21	b	c	c	a	a	a	a	b	b	a	2.18	0.59	5.74	0.73	0.59	0.59	7.76	0.59	1.63	0.72	c	c	c	b	b	b	b	b	b	a	7.65	9.35	2.06	9.81	5.98	6.88	9.75	8.73	2.55	0.17	a	a	b	b	c	c	b	c	c	b
x41	2.42	7.76	1.94	1.84	2.62	3.83	5.25	0.93	1.36	7.11	a	a	b	b	a	c	c	b	c	c	4.39	3.86	5.21	9.85	4.94	9.17	2.56	4.79	3.72	0.2	c	c	b	b	b	c	a	b	b	b	3.68	2.72	3.34	9.92	0.48	3.84	9.24	3.23	2.93	0.85	a	c	c	b	c	c	a	a	b	a	6.79	1.47	3.77	0.71	2.1	1.62	5.18	7.23	5.22	2.97	b	a	b	c	a	c	a	c	a	a
x42	5.46	6.55	1.08	5.93	8.65	9.66	0.06	2.34	1.39	1.34	b	b	a	b	b	c	c	b	a	c	0.58	0.03	0.58	9.95	0.58	0.86	6.08	0.58	1.59	4.73	b	b	b	b	c	b	b	b	b	c	8.31	1.5	8.31	2.72	8.31	8.54	0.7	8.31	2.38	3.6	b	c	a	b	c	b	c	b	c	a	3.74	9.42	5.92	6.16	6.44	9.88	6.25	9.44	9.17	8.48	b	b	c	b	b	b	c	b	b	a
x43	4.55	8.97	8.72	0.45	8.01	7.95	0.21	6.55	9.64	3.02	a	b	c	a	a	a	c	a	b	a	0.71	6.04	2.55	0.82	2.08	7.08	4.75	4.63	1.12	5.59	b	c	c	c	b	a	c	c	c	a	5.19	7.67	2.34	5.07	4.21	8.58	2.59	1.72	6.53	6.23	b	c	a	c	a	a	c	a	b	b	2.87	8.01	5.34	1.14	5.8	7.44	4.26	4.99	6.23	7.02	b	c	b	b	b	a	a	a	c	b
x44	5.77	8.51	5.77	8.02	8.31	2.83	1.59	5.62	4.03	5.91	c	b	b	c	b	c	c	a	b	b	5.77	8.51	5.77	6	7.08	0.86	1.59	4.2	2.62	3.88	a	b	b	c	a	c	b	b	b	c	9.24	8.36	5.18	8.54	9.02	6.35	8.64	0.06	2.45	6.09	c	a	a	a	a	b	a	c	a	b	3.38	3.86	2.47	8.28	2.03	7.06	1.11	4.53	6.95	1.17	a	b	a	b	a	c	c	c	a	b
x45	0.02	3.32	7.03	9.91	3.74	8.06	9.25	9.92	1.05	1.04	a	c	c	b	b	a	b	c	c	a	4.95	4.02	3.42	4.1	4.02	4.02	8.69	4.02	2.3	6.42	b	c	b	c	a	b	c	a	b	a	7.21	0.59	0.02	1.37	0.59	0.59	0.27	0.59	9.07	8.03	b	a	b	a	a	a	c	c	b	a	7.92	0.06	2.04	2.63	9.31	0.41	1.34	1.84	7.56	2.02	b	b	b	c	a	b	c	b	a	c
x46	5.41	7.26	9.6	2.04	1.72	3.56	1.73	3.73	5.01	0.74	a	c	c	b	a	c	a	b	b	a	8.13	4.02	2.97	4.51	4.02	4.02	2.62	4.02	4.62	0.96	b	b	b	c	b	a	c	a	a	b	6.21	0.59	0.86	2.15	0.59	0.59	6.08	0.59	6.34	2	b	b	a	c	b	a	c	a	a	a	1.66	0.84	1.78	5.96	3.78	4.15	2.22	7.19	4.69	1.2	b	b	b	a	b	c	a	b	b	b
x47	9.31	6.81	6.27	7.5	6.57	7.79	2.03	8.21	2.16	0.66	a	c	a	a	c	b	a	a	a	b	6.82	8.66	4.16	2.59	9.46	7.85	1.8	8.34	4.58	7.98	b	b	b	c	b	a	c	b	c	c	9.42	7.7	5.39	0.67	5.91	1.61	4.56	1.56	7.29	0.52	b	c	c	c	c	a	c	b	a	b	5.58	3.63	7.25	3.26	0.93	7.06	8.87	6.3	1.11	0.44	b	a	a	a	c	c	c	c	c	b
x48	6.05	6.91	2.98	8.96	4.15	2.2	4.31	3.15	4.63	6.67	a	b	b	a	c	a	c	b	b	a	3.85	4.02	0.79	7.46	4.02	4.02	9.43	4.02	5.25	4.05	a	b	b	b	b	a	a	c	b	c	0.14	0.59	7.86	7.86	0.59	0.59	5.1	0.59	9.54	8.79	b	c	a	b	b	b	a	b	b	a	8.12	3.2	1.63	0.04	4.43	1.96	9.42	7.45	5.62	9.5	a	c	b	a	a	c	a	b	a	a
x49	6.71	7.42	2.64	4.77	5.72	4.99	9.58	0.71	9.14	9.35	a	b	a	a	a	b	c	b	a	a	5.82	4.02	7.42	9.2	4.02	4.02	7.7	4.02	9.58	1.86	b	a	b	c	c	a	c	b	c	a	8.97	0.59	9.47	2	0.59	0.59	0.23	0.59	7.59	9.21	b	c	a	c	c	a	c	c	b	a	9.86	1.86	6.58	8.16	8.35	3.18	2.24	7.33	4.92	1.52	c	a	a	b	c	a	c	a	c	a
x50	5.77	8.51	5.77	4.62	5.14	5.63	1.59	8.64	9.84	1.19	c	b	b	b	b	a	c	b	a	c	5.77	8.51	5.77	6.71	3.97	3.06	1.59	6.59	2.01	2.02	b	a	b	c	a	b	b	c	a	a	8.84	2.55	1.47	2.77	2.03	1.75	2.89	3.7	2.91	2.36	a	a	b	c	a	a	a	a	a	a	7.07	6.45	9.52	6.57	2.92	4.76	1.21	5.37	8.01	4.48	b	c	c	b	a	a	a	a	b	a
x51	8.4	1.66	7.33	4.91	6.97	1.19	0.57	4.73	0.6	8.07	c	b	a	a	b	b	a	a	a	c	0.16	0.23	4.36	3.52	9.46	6	8.24	9.43	2.58	0.31	b	c	a	c	a	a	c	a	a	a	3.34	6.15	1.94	1.99	0.75	7.57	4.25	2.84	5.79	2.34	b	a	a	c	c	a	c	b	b	c	1.07	7.82	6.27	4.82	4.39	5.35	9.52	1.29	2.3	2.48	b	c	c	b	c	c	c	a	c	c
x52	6.46	5.8	9.41	8.06	4.32	1.01	4.56	4.9	1.98	1.28	a	c	a	b	c	c	c	a	a	a	7.67	3.08	2.27	9.77	3.23	9.03	2.21	5.9	9.64	3.1	c	c	c	b	b	c	a	c	c	b	9.69	3.06	3.63	7.32	1.61	0.77	0.23	4.2	6.51	6.08	a	a	b	a	a	c	b	a	c	c	7.66	1.81	7.41	3.85	5.51	9.45	7.9	4.54	3.81	3.56	c	a	a	c	c	a	b	c	b	b
x53	0.37	3.86	5.26	6.02	9.29	3.48	6.54	2.13	4.03	5.55	c	a	a	a	a	c	b	b	a	a	5.24	4.02	4.54	9.35	4.02	4.02	4.86	4.02	4.5	3.15	a	c	a	b	c	c	b	a	b	b	3.21	0.59	9.49	3.9	0.59	0.59	5.18	0.59	8.17	5.54	a	a	c	b	b	b	b	c	c	a	3.29	0.38	9.36	4.21	9.59	7.75	8.83	2.72	6.57	4.39	b	a	b	b	a	a	b	b	a	b
