X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x10	1.62	7.96	1.12	1.12	0.45	a	c	a	b	b	7.34	0.31	9.8	9.8	2.44	c	a	a	b	b	1.31	9.5	0.98	5.65	4.79	c	b	a	a	c	2.71	1.49	4.38	0.47	0.44	c	c	a	b	a
x11	4.26	3.74	8.41	3.74	7.92	b	c	c	c	a	3.41	3.51	0.91	8.27	8.89	c	a	b	a	b	4.31	3.28	5.07	3.74	2.6	c	a	a	a	b	9.24	6.03	9.65	9.48	3.99	c	c	c	b	b
x12	3.39	2.07	1.12	1.12	1.66	b	c	a	b	b	9.35	3.01	9.8	9.8	0.12	a	c	a	b	b	8.62	9.88	0.8	3.94	6.14	b	c	b	b	b	5.26	3.04	8.97	2.98	8.61	b	c	a	a	b
x13	9.81	9.48	8.74	7.46	3.41	a	b	a	b	a	1.4	6.56	0.45	2.67	4.9	c	b	a	c	a	8.01	0.89	3.78	6.51	6.9	c	b	c	c	a	7.66	7.81	5.79	1.81	6.08	a	c	a	a	b
x14	8.97	7.42	0.22	5.1	2.43	b	a	b	b	a	9.16	2.08	8.85	2.84	1	a	b	c	c	a	1.57	0.36	7.82	1.17	8.99	c	b	b	a	c	4.8	1.7	8.69	7.75	7.03	a	b	c	a	c
x15	1.28	1.86	4.03	7.82	6.23	c	a	b	a	a	0.02	5.85	4.1	0.33	6.1	c	a	b	a	a	8.85	5.88	1.72	3.81	5.39	c	a	c	a	c	7.97	5.84	1.87	1.92	1.47	b	b	c	c	b
x16	0.95	6.21	2.19	9.73	0.59	b	a	b	b	c	5.37	2.26	7.36	6.48	3.73	c	a	c	a	a	7.53	2.1	7.13	5.44	3.51	c	a	a	a	c	3.18	6.4	6.39	7.65	1.6	b	a	c	b	c
x17	3.76	8.07	1.12	1.12	1.24	b	c	a	b	b	8.17	9.4	9.8	9.8	1.79	c	c	a	b	b	7.41	6.04	3.44	7.68	7.93	c	a	a	c	b	8.92	2.83	4.2	1.73	2.96	c	b	a	a	c
x18	3.13	6.93	1.27	6.41	5.01	c	c	a	a	b	1.66	5.28	9.01	8.62	3.87	c	a	a	c	a	8.14	9.4	6.23	9.44	6.45	c	a	c	c	a	5.14	8.75	3.78	2.34	4.72	b	b	a	b	b
x19	8.47	8.77	7.85	0.28	3.15	b	b	c	c	b	9.29	5.96	0.76	0.33	4.1	c	c	a	c	a	5.72	9.34	2.37	0.12	3.98	c	c	c	b	a	9.92	9.48	9.21	8.4	0.1	b	b	b	b	c
x20	2.82	3.9	0.42	7.32	4.09	b	b	a	a	b	8.62	8.62	2.76	6.05	0.61	a	b	b	a	a	3.81	3.81	5.7	7.81	4.81	b	a	a	a	a	5.02	0.48	9.98	3.28	3.21	b	b	b	c	b
x21	7.72	5.29	3.66	9.6	4.14	a	c	c	b	c	6.73	3.5	9.3	9.58	8.11	c	b	c	a	a	2.75	8.88	4.71	5.93	3.42	b	b	c	b	c	8.29	0.05	8.7	5.55	2.65	a	b	c	b	a
x22	2.82	8.43	8.97	9.96	0.66	a	a	c	c	c	3.97	6.33	6.07	8.48	2.33	c	a	c	a	a	6.85	7.49	7.63	7.92	4.26	c	a	b	a	a	9.98	1.75	6.63	5.15	5.18	a	c	c	a	c
x23	3.71	7.44	8.43	6.63	7.36	c	c	b	a	c	3.58	7.87	7.72	7.1	1.55	c	a	b	a	a	3.14	1.06	8.8	9.93	0.44	c	a	b	a	c	5.13	0.79	5.14	4.68	5.64	a	a	b	a	a
x24	3.3	4.58	1.12	1.12	1.91	b	c	a	b	b	8.19	0.35	9.8	9.8	1.9	b	b	a	b	b	1.13	8.72	2.3	5.21	9.72	c	c	c	c	b	5.29	8.75	1.6	4.26	7.33	a	c	b	b	a
x25	4.91	3.25	2.63	8	8.38	a	a	a	a	b	8.5	4.39	4.03	1.24	3.2	a	a	b	b	c	2.48	0.84	9.18	2.17	1.38	b	c	c	b	b	4.88	2.94	4.09	2.35	7.78	b	a	b	c	b
x26	2.7	3.31	7.58	0.48	9.58	c	c	a	a	c	0.87	5.65	5.55	4.38	3.54	b	b	b	b	a	6.57	5.23	6.77	4.6	1.96	a	a	b	c	c	4.61	2.28	9.42	8.34	7.37	b	c	b	a	b
x27	1.14	2.41	2.31	8.11	7.27	a	a	b	c	a	5.66	1.2	3.48	3.33	3.27	c	c	b	c	a	5.72	7.93	3.82	9.57	7.08	c	c	c	a	a	1.65	7.93	0.16	5.82	9.28	a	a	b	b	a
x28	3.2	5.1	1.12	1.12	8.57	a	b	a	b	b	6.09	4.23	9.8	9.8	1.09	b	b	a	b	b	6.29	9.2	2.71	8.55	5.51	a	a	a	b	c	2.56	4.61	2.01	0.57	6.75	c	c	c	c	b
x29	2.02	9.85	1	7.69	0.48	a	b	b	b	a	9.27	7.14	3.28	7.86	3.33	b	c	c	c	c	5.98	9.86	2.39	2.46	3.51	c	c	a	b	c	6.18	7.66	5	4.19	3.63	b	b	c	b	b
x30	4.81	7.65	6.51	8.19	7.44	c	a	a	a	b	1.67	5.1	5.27	2.09	4.47	c	c	b	c	a	9.03	2.98	0.02	3.06	0.78	b	a	c	a	b	5.58	6.09	1.26	2.19	9.38	b	c	b	b	a
x31	3.74	8.37	1.12	1.12	9.36	c	c	a	b	b	4.67	2.7	9.8	9.8	0.57	a	a	a	b	b	5.16	8.78	7.7	0.3	4.85	a	a	a	c	c	7.27	7.08	3.65	8.45	1.9	c	c	a	c	a
x32	6.14	7.26	9.6	6.06	9.31	b	c	a	a	a	9.03	5.27	6.07	7.36	9.14	b	c	b	a	b	0.72	9.24	1.29	6.48	3.37	c	c	a	c	b	1.33	8.56	1.03	6.84	5.73	b	a	a	b	c
x33	8.65	7.11	4.11	8.99	3.54	b	a	a	a	b	4.32	5.96	0.47	7.17	0.37	c	c	c	c	a	2.67	2.35	7.68	2.26	3.05	c	c	c	a	a	1.01	9.48	7.77	8.88	2.01	b	b	a	c	b
x34	7.43	8.88	6.12	0.42	0.68	c	a	b	a	b	0.2	4.24	6.54	2.26	7.01	c	a	a	c	c	7.17	6.04	7.08	8.29	6.8	c	b	b	a	b	8.41	2.19	1.64	7.88	1.58	b	c	a	a	c
x35	3.56	4.87	6.27	8.35	2.77	c	b	b	a	c	4.17	5.85	8.74	3.54	9.07	c	c	c	b	a	4.63	8.5	7.38	5.24	1.42	c	c	b	b	a	2.64	2.11	7.8	5.75	6.61	a	b	a	a	a
x36	9.63	7.39	1.64	6.07	6.18	c	a	a	c	c	5.07	5.54	3.56	7.79	2.39	c	b	c	c	a	6.27	7.28	7.21	8.87	3.96	a	b	b	c	a	5.55	3.96	9.72	5.75	0.17	a	c	b	a	c
x37	2.48	8.35	0.95	4.07	4.07	b	b	a	c	c	1.05	1.32	6.37	1.85	3.21	b	b	a	c	c	0.13	8.67	7.05	4.92	8.8	c	c	a	b	b	0.48	1.76	6.41	6.59	8.26	a	b	c	c	b
x38	6.69	2.4	6.45	5.79	4.68	c	b	a	a	a	0.59	5.09	8.92	3.97	5.4	c	c	b	b	a	4.66	8.06	4.38	5.98	4.25	c	c	b	b	a	9.86	0.33	8.12	5.57	9.27	b	a	a	a	a
x39	6	7.92	7.7	1.32	0.16	b	c	a	c	b	5.21	9.93	4.18	2.1	1.32	c	c	c	c	a	4.36	9.73	3.32	5.65	0.9	c	c	c	c	a	9.92	5.41	0.98	6.2	8.4	a	b	c	b	b
x40	6.09	8.05	1.12	1.12	1.97	c	c	a	b	b	0.74	4.32	9.8	9.8	9.16	b	a	a	b	b	1.86	6.13	2.97	2.73	6.36	b	c	b	a	b	5.51	3.61	0.75	6.67	1.08	c	c	c	a	b
x41	9.22	7.63	1.42	9.97	7.58	a	a	b	a	b	4.65	7.23	4.95	5.86	7.17	c	a	b	b	a	4.97	3.59	2.83	4.25	3.91	c	b	b	b	b	1.05	3.01	5.42	7.29	1.58	c	c	a	a	b
x42	9.87	5.19	1.12	1.12	2.36	c	a	a	b	b	2.61	4.53	9.8	9.8	9.85	b	b	a	b	b	6.59	0.74	5.48	5.88	4.67	c	b	a	c	b	2.95	4.54	3.89	3.46	5.62	a	a	b	b	a
x43	7.67	0.41	8.2	5.72	8.75	c	b	c	b	a	9.85	0.09	5.5	5.63	4.95	c	c	c	c	a	8.39	9.76	6.5	2.49	3.79	c	c	b	c	a	5.93	5.14	7.74	2.32	7.74	b	b	c	c	c
x44	1.7	6.37	9.78	3.62	9.46	a	c	c	a	c	7.5	3.85	3.3	9.55	7.33	b	c	c	c	a	4.2	3.29	2.24	0.09	5.04	c	b	a	a	c	4.85	9.9	5.99	1.6	6.61	c	a	c	c	c
x45	8.19	8.13	1.12	1.12	5.2	b	a	a	b	b	3.18	6.34	9.8	9.8	2.82	c	b	a	b	b	8.48	8.23	8.99	4.22	6.79	a	b	b	b	c	6.91	7.83	1.58	0.96	5.87	c	c	a	c	c
x46	9.02	3.93	7.23	7.08	0.75	b	a	a	b	c	7.02	1.82	2.86	3.7	7.66	c	a	b	a	b	2.75	3.09	6.57	7.33	8.55	c	a	a	a	b	9.71	9.68	3.22	7.46	4.73	a	a	b	a	c
x47	2.66	4	1.11	9.56	7.94	c	c	b	c	a	8.62	8.62	3.3	0.81	1.45	a	b	b	b	a	3.81	3.81	5.99	9.32	3.5	a	b	b	a	a	5.79	1.55	5.05	4.65	3.46	c	a	c	a	c
x48	1.26	0.91	2.5	6.46	8.58	b	b	c	b	a	1.95	1.16	8.36	9.49	4.87	c	a	a	b	c	4.68	9.07	1.26	0.69	9.83	a	b	c	a	b	5.08	6.5	8.22	2.3	6	a	c	b	a	b
x49	1.61	0.27	1.12	1.12	9.69	b	a	a	b	b	1.92	8.39	9.8	9.8	2.42	c	b	a	b	b	4.89	4.73	5.04	3.53	4.79	b	a	b	c	a	7.54	8.52	3.61	8.27	8.05	a	a	b	c	c
x50	6.53	1.56	2.55	0.4	1.26	a	b	c	b	a	7.69	2.56	4.09	2.44	9.91	b	c	a	a	a	5.59	8.14	5.82	6.24	3.71	a	c	c	c	c	8.96	0.64	3.85	9.09	0.98	a	a	c	a	c
x51	8.41	1.62	5.03	4.05	7.58	a	b	c	a	a	5.64	5.76	7.12	4.77	2.64	c	c	b	b	a	3.62	1.47	3.54	5.4	9.91	c	c	b	a	a	6.94	7.72	3.93	8.84	2.04	b	c	a	c	c
x52	4.96	2.31	0.84	0.94	4.63	c	a	a	c	a	0.53	4.44	2.87	6.56	5.71	a	b	c	c	a	0.42	1.17	6.08	2.28	1	b	a	b	a	a	7.42	6.84	3.05	0.4	3.22	b	c	a	b	a
x53	7.3	4.1	5.72	0.89	0.36	b	c	a	c	c	1.87	0.03	7.63	3.24	3.44	a	c	b	a	c	4.74	5.17	1.83	1.63	1.92	b	b	c	a	b	6.61	6.49	3.23	2.8	0.77	b	a	b	a	b
x54	3.5	1.37	0.45	2.86	2.74	a	a	a	b	b	5.03	4.45	6.03	7.99	1.85	c	c	b	a	a	1.41	7.23	6.5	9.14	6.9	c	c	a	a	a	7.92	4.24	4.41	9.08	9.85	b	c	b	b	c
x55	3.7	5.78	1.66	4.3	1.04	a	a	a	a	c	7.79	0.05	8.93	2	2.46	b	a	c	b	a	5.85	6.09	8.71	9.69	5.35	c	a	c	a	b	8.28	7.44	4.75	0.79	7.59	a	b	a	c	a
x56	1.31	7.43	7.37	9.55	5.85	c	a	a	a	b	8.66	4.18	3.48	4.46	8.28	a	b	b	c	c	2.03	4.78	0.28	0.37	0.68	a	b	b	b	b	4.62	2.44	8.22	8.44	6.94	b	b	a	c	a
x57	9.22	8.73	0.39	5.02	5.92	a	b	b	c	b	5.88	3.71	2.52	0.83	1.93	a	c	c	b	b	3.84	2.3	9.39	2.82	9.79	a	a	c	b	b	4.75	9.36	9.74	0.84	3.92	a	c	b	c	c
x58	2.34	2.88	1.12	1.12	3.91	c	a	a	b	b	8.62	8.62	9.8	9.8	6.37	c	b	a	b	b	3.81	3.81	3.65	7.97	0.44	b	c	b	c	a	2.93	3.35	8.11	2.45	9.11	a	c	a	a	c
x59	3.76	7.27	6.86	7.02	6.74	c	c	a	a	b	1.09	4.26	4.77	0.47	8.64	c	c	c	b	a	2.94	4.96	8.32	5.93	5.84	c	c	a	c	a	4.3	7.44	0.62	3.41	7.72	c	a	a	b	c
x60	6.88	1.56	9.92	7.33	6.95	a	a	b	c	c	1.06	9.29	0.78	5.39	0.32	c	a	b	a	a	5.61	0.45	2.85	8.61	2.36	a	c	c	c	c	9.2	4.76	4.51	1.5	3.62	b	a	c	c	a
x61	2.05	3.3	2.37	0.82	8.59	b	b	b	b	c	3.97	3.23	2.54	5.09	4.98	c	a	b	a	a	6.43	9.25	7.35	7.11	1	c	a	a	a	c	9.58	3.91	5.82	3.49	4.88	c	a	b	c	b
x62	3.66	6.41	0.91	3.96	2.22	b	b	c	a	c	7.35	6.39	7.11	7	0.4	c	a	c	b	a	2.45	2.03	1.73	9.02	4.94	b	c	a	a	a	2.16	3.19	0.22	3.28	2.41	c	c	a	a	a
x63	3.5	1.74	1.12	1.12	2.17	b	b	a	b	b	4.26	5.84	9.8	9.8	1.09	a	a	a	b	b	3.04	9.27	9.92	2.18	7.65	a	b	a	a	b	5.76	2.41	1.97	2.29	8.53	b	c	c	a	c
x64	7.56	7.96	7.92	8	2.07	b	b	c	b	c	7.4	8.66	2.68	8.78	8.02	c	c	b	c	a	9.55	8.03	9.52	3.29	9.08	c	c	c	b	a	9.28	1.48	8.54	1.98	7.38	b	a	a	b	b
x65	3.39	5.34	1.39	1.89	5.78	b	c	b	c	a	0.09	4.3	1.03	2.83	7.17	c	c	c	c	a	2.48	8.22	4.42	7.03	5.53	c	c	b	c	a	7.14	1.59	3.67	9.08	5.92	a	a	c	c	c
x66	9.98	8.48	9.77	9.81	1.29	c	c	b	c	b	6.76	7.39	8.2	9.37	8.68	c	c	a	b	a	8.59	3.86	4.44	4.18	3.44	c	c	b	b	a	2.93	6.66	0.91	7.73	2.25	b	b	a	b	c
x67	1.61	5.98	0.1	9.61	3.15	a	c	b	c	b	8.62	8.62	0.68	2.15	5.94	c	b	a	b	c	3.81	3.81	2.31	1.27	8.96	b	c	a	c	a	5.99	9.86	5.01	1.78	3.89	c	c	a	c	a
x68	0.99	8.43	2.21	0.91	8.31	a	c	a	b	c	8.62	8.62	5.65	1.3	1.43	c	c	b	b	a	3.81	3.81	5.22	8.88	1.48	c	c	c	c	a	7.16	8.47	3.8	6.56	8.35	a	b	b	b	c
x69	4.21	2.17	8.72	7.56	1.68	a	a	b	b	b	7.98	3.16	7.23	4.92	4.92	c	a	a	a	a	6.21	6.84	0.25	1.48	8.2	c	a	c	a	a	7.46	7.11	1.98	2.19	5.64	a	c	b	c	a
x70	3.74	3.29	0.07	1.36	7.94	a	a	c	a	c	9.2	7.07	9.44	2.41	0.49	c	a	a	a	b	6.61	6.93	8.34	9.52	8.82	c	a	a	a	b	7.05	8.35	2.21	4.67	6.44	c	c	a	b	b
x71	7.95	4.82	1.12	1.12	2.91	c	b	a	b	b	6.65	1.01	9.8	9.8	6.55	c	b	a	b	b	4.81	4.4	6.28	4.21	1.13	a	b	c	b	b	9.33	2.36	6.86	3.79	6.85	b	c	b	c	b
x72	2.44	6.57	1.12	1.12	7.37	c	b	a	b	b	7.83	2.83	9.8	9.8	0.7	a	c	a	b	b	3.06	0.94	3.93	8.51	3.75	a	c	b	c	a	1.72	7.22	3.1	4.39	2.32	c	a	c	b	c
x73	9.21	8.28	1.12	1.12	4.83	b	b	a	b	b	2.37	2.3	9.8	9.8	0.74	c	a	a	b	b	3.43	2.86	4.45	4.1	7.16	b	c	c	a	a	6.74	2.21	5.89	9.04	1.35	c	c	b	c	c
x74	5.48	6.94	2.43	8.08	7.52	a	b	b	a	a	3.46	3.13	0.95	1.04	7.33	c	c	a	a	a	3.91	3.91	6.15	7.36	9.57	c	c	b	a	a	1.18	0.8	6.84	1.51	6.85	b	b	c	c	a
x75	0.91	3.21	0.64	6.42	1.45	c	b	b	c	c	5.69	6.46	4.27	4.45	3.28	c	a	a	a	b	2.8	0.46	0.63	0.26	9.18	c	a	c	a	c	8.66	0.29	6.32	0.73	7.32	a	c	c	a	c
x76	7.66	6.07	1.12	1.12	0.99	b	c	a	b	b	0.54	5.47	9.8	9.8	0.58	c	b	a	b	b	9.95	9.25	3.75	4.07	2.4	c	c	b	b	a	3.42	9.75	7.33	3.83	9.71	b	c	b	b	b
x77	6.2	0.76	3.01	9.67	7.83	b	a	c	b	c	7.35	6.97	4.02	2.44	3.48	c	c	c	a	a	1.4	0.37	8.26	3.28	2.21	a	b	c	a	a	2.4	7.67	5.51	0.74	3.27	b	c	a	a	c
x78	8.97	2.22	3.97	0.61	6.94	b	b	b	b	c	0.42	6.58	8.97	7.83	3.82	c	c	a	b	a	1.9	7.54	6.41	8.89	5.51	c	c	b	a	a	6.59	2.57	1.14	1.64	1.76	c	b	b	c	c
x79	6.19	5.5	2.14	7.61	8.64	b	a	a	b	c	5.28	5.06	5.13	0.51	6.69	a	c	c	b	c	5.32	3.07	8.07	3.8	5.41	a	b	c	a	a	4.33	1.14	1.77	1.12	8.76	b	b	b	b	b
x80	0.43	9.86	1.69	5.11	6.03	c	b	c	b	a	0.15	3.88	7.98	0.28	1.28	b	b	a	b	a	6.82	0.55	1.67	8.14	1.04	b	c	a	c	a	1.66	1.78	0.52	5.28	7.45	a	c	b	b	b
x81	9.03	4.87	1.12	1.12	1.75	b	b	a	b	b	8.62	8.62	9.8	9.8	3.64	b	b	a	b	b	3.81	3.81	0.67	7.5	5.39	a	b	c	b	a	9.36	4.02	4.45	9.79	7.25	b	b	b	c	a
x82	1.2	9.49	6.36	7.25	7.67	a	a	a	a	a	1.58	7.54	8.4	9.4	0.43	b	c	b	b	b	8.14	7.24	4.09	1.25	3.74	c	b	b	a	c	8.09	7.46	4.04	8.64	7.89	c	c	b	b	a
x83	5.47	9.77	2.16	6.96	9.93	c	a	b	a	b	1.46	9.07	7.85	2.33	7.51	c	c	a	b	a	0.9	0.55	5.02	5.62	9.24	c	c	b	c	a	6.74	2.69	8.87	9.14	7.95	a	c	c	c	c
x84	1.48	1.91	6.76	9.45	8.55	a	b	c	a	c	8.83	9.44	2.14	7.51	8.11	a	c	b	a	a	2.34	0.32	5.47	6.49	6.35	b	a	a	b	a	4.57	8.7	0.95	3.02	1.6	a	b	b	c	a
x85	7.51	2.99	5.72	3.52	1.52	a	a	b	c	c	8.62	8.62	5.72	6.97	2.43	c	c	c	a	a	3.81	3.81	6.55	3.71	7.74	c	c	b	b	a	0.23	3.37	8.37	2.35	4.32	b	a	c	c	b
x86	0.85	0.79	0.87	8.81	6.39	a	b	b	c	b	7.84	8.73	8.07	4.24	7.99	b	b	b	c	a	6.9	1.87	6.53	5.81	1.86	b	c	c	b	a	7.13	1.17	2.2	3.68	5.22	c	c	a	b	a
x87	7.86	3.96	0.41	8.96	7.66	a	a	a	c	a	1.83	1.33	4.71	0.15	1.79	c	c	b	a	a	2.53	7.97	3.67	9.24	3.34	c	c	c	b	a	3.23	3.56	5.55	8.21	1.52	b	b	a	c	a
x88	5.98	7.32	0.13	4.43	7.87	a	a	a	a	b	9.54	4.54	6.19	4.06	9.16	c	b	b	b	a	2.34	3.9	2.84	7.91	2.96	a	b	c	a	b	4.31	6.72	1.99	4.41	2.57	b	b	c	a	a
x89	5.85	3.88	9.71	0.22	7.47	a	c	c	b	a	1.47	7.29	5.65	3.31	4.39	b	b	b	a	c	1.26	0.93	0.15	5.04	9.44	b	a	c	b	b	8.72	3.65	0.3	7.89	9.59	c	b	b	a	c
x90	2.69	8.92	1.12	1.12	1.09	c	c	a	b	b	5.64	5.15	9.8	9.8	8.79	c	a	a	b	b	4.86	3.2	7.89	0.84	3.86	a	a	c	c	c	9.75	2.37	8.38	6.51	7	b	c	a	a	c
x91	8.18	0.07	5.77	8.74	8.98	b	b	a	a	c	9.39	2.12	3.21	7.55	4.25	a	c	b	b	c	5.63	4.98	0.2	4.63	0.98	c	a	c	b	c	5.12	9.58	6.46	9.95	1.66	c	c	a	c	c
x92	8.67	1.72	1.12	1.12	2.37	b	c	a	b	b	8.62	8.62	9.8	9.8	9.23	c	c	a	b	b	3.81	3.81	4.64	9.48	4.42	b	a	a	c	a	0.05	6.44	4.71	0.47	2.6	c	b	b	a	b
x93	1.39	5.79	8.37	3.01	7.47	a	a	b	c	b	1.3	2.24	0.92	7.45	7.37	c	c	c	c	a	9.11	2.76	0.2	2.68	5.38	a	a	b	c	a	7.07	7.79	8.38	6.55	8.1	a	c	c	b	c
x94	3.4	1.86	9.53	3.85	9.48	c	b	a	c	b	7.62	0.67	6.82	1.6	6.68	c	c	b	b	a	4.35	3.2	4.6	4.94	2.24	c	c	b	a	a	0.07	2.89	9.51	7.91	3.62	a	c	a	b	c
x95	8.34	9.43	7.06	3.08	7.6	a	a	b	a	a	5.37	2.98	1.89	6.31	4.84	c	a	b	a	c	0.94	1.31	0.98	4.04	1.1	c	a	c	c	b	1.18	8.25	8.18	4.11	4.27	a	c	a	a	c
x96	4.55	8.2	5.24	0.74	1.77	b	c	b	a	c	6.75	5.91	2.38	5.85	9.85	c	c	c	c	a	6.05	7.4	4.69	2.49	6.4	c	c	a	c	a	2.34	3.65	8.4	9.9	6.14	a	b	a	b	a
x97	1.76	6.32	9.84	8.95	4.74	b	b	c	a	a	3.9	0.35	5.69	7.09	4.72	c	a	a	a	c	1.56	8.38	7.61	2.05	7.46	c	a	c	a	a	8.75	8.92	3.06	1.74	1.33	c	b	a	c	a
x98	6.17	8.75	0.81	2.03	8.35	b	a	c	b	c	1.22	9.88	1.59	2.4	3.94	c	b	b	c	c	8.93	7.08	6.3	2.07	0.73	c	c	a	a	c	1.6	5.42	6.78	9.9	3.02	a	c	b	a	b
x99	9.19	7.43	2.01	5.22	9.24	c	c	b	c	c	3.03	9.4	5.07	6.57	1.32	a	c	c	c	c	2.02	7.58	1	6.41	3.44	b	a	b	b	b	5.2	4.86	5.93	9.08	3.85	a	c	a	a	a
x100	8.01	3.99	2.17	0.17	2.01	c	b	c	a	b	6.22	5.49	8.24	2.22	3.74	b	b	a	c	c	9.44	4.77	4.44	7.19	1.64	c	a	c	a	b	0.59	4.45	3.11	9.08	9.55	c	a	c	a	c
x101	2.12	2.34	1.12	1.12	2.25	b	c	a	b	b	1.18	9.09	9.8	9.8	0.46	a	b	a	b	b	4.3	2.68	2.54	9.47	8.39	b	b	b	b	a	6.33	7.3	1.64	0.01	5.42	b	b	b	a	a
x102	2.96	3.73	2.69	5.64	1.6	c	c	a	c	b	4.37	2.98	6.96	5.42	1.31	a	a	c	a	c	8.55	3.09	0.16	5.95	9.08	a	b	a	b	b	4.69	8.92	8.53	0.62	6.6	a	c	c	c	c
x103	5.96	6.61	1.12	1.12	9.72	a	a	a	b	b	9.35	3.82	9.8	9.8	7.56	c	a	a	b	b	6.42	4.28	6.75	7.68	8.74	a	b	c	b	a	8.07	6.93	4.92	4.3	3.85	b	c	c	a	c
x104	2.06	7.02	4.94	4.8	3.27	a	b	a	b	a	6.78	4.27	0.14	1.27	9.34	b	a	a	a	c	9.4	5.27	6.77	4.28	6.59	a	c	c	c	b	0.76	0.34	5.15	6.01	7.65	a	b	c	c	a
x105	8.67	4.65	4.52	6.55	5.41	c	a	c	b	c	1.14	8.98	2.12	8.95	6.68	a	b	a	a	b	1.39	3.18	5.43	7	4.65	c	b	c	c	a	4.56	5.1	4.7	1.63	3.36	c	a	b	c	b
x106	3.28	2.57	9.08	7.2	1.03	c	a	a	a	b	2.97	1	2.27	4.35	6.33	b	a	b	a	c	8.54	9.2	8.7	9.55	5.89	c	c	a	c	c	2.9	6.65	4.02	2.73	3.82	b	b	b	b	a
x107	2.39	8.52	0.98	5.35	8.23	c	b	c	a	b	3.39	8.88	4.06	6.51	0.9	b	c	a	b	a	0.15	3.76	2.59	5.77	4.43	b	c	c	b	b	6.04	8.57	4.57	0.6	7.49	b	b	a	b	a
x108	3.62	7.81	5.46	8.49	3.4	a	b	b	c	c	5.34	9.08	4.1	9.28	7.07	b	c	a	b	c	1.96	9.16	4.14	1.59	4.63	a	a	a	b	c	0.98	5.27	3.22	8.12	6.74	b	a	c	b	a
x109	0.75	7.94	1.12	1.12	5.85	a	b	a	b	b	8.62	8.62	9.8	9.8	5.25	b	c	a	b	b	3.81	3.81	1.05	6.27	9.21	a	b	b	c	b	6.04	7.21	7.25	2.32	4.89	b	b	c	c	b
