X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x11	3.64	9.76	8.14	2.6	2.98	8.24	0.78	4.56	3.94	3	b	b	a	c	b	c	a	b	b	b	4.79	9.76	2.89	8.56	6.85	0.77	6.15	8.66	3.94	5.24	b	a	a	b	b	c	a	b	b	b	1.05	0.26	8.98	8.87	1.71	5.08	3.82	0.82	8.6	9.23	c	c	b	c	b	a	c	c	b	c	0.85	1.35	0.38	9.81	4.12	1.68	0.99	8.69	0.2	9.01	b	c	a	b	c	c	b	a	b	b
x12	0.21	6.49	5.28	1.21	8.71	0.03	4.59	2.05	1.56	1.17	b	c	b	b	a	a	b	a	a	c	7.03	0.54	0.67	4.87	4.99	7.03	1.34	7.03	2.61	7.03	b	c	c	b	b	a	c	b	a	c	1.57	5.21	8.45	0.58	2.54	1.57	5.61	1.57	8.88	1.57	a	b	c	c	a	c	c	b	a	b	0.4	0.01	0.58	8.34	1.98	8.17	9.64	5.53	0.53	6.41	a	c	b	c	c	c	b	c	c	b
x13	1.19	7.71	3.69	0.92	1.24	7.75	9.06	8.32	0.46	2.32	b	c	c	a	b	b	c	b	a	c	3.86	8.02	6.96	9.69	0.16	7.52	3.78	3.38	9.69	0.92	b	b	c	b	a	c	c	a	c	a	9.52	1.26	6.72	8.75	3.22	3.33	6.56	4.04	1.06	1.2	a	b	c	b	c	c	c	c	b	a	5.05	9.03	4.55	0.3	8.58	1.6	0.45	5.94	0.6	9.61	c	c	b	c	b	b	c	c	a	b
x14	9.37	6.98	9.89	1.4	2.64	3.77	3.71	6.95	0.74	0.63	a	c	c	b	a	b	b	b	a	b	4.69	5.66	6.46	7.15	4.83	3.46	7.38	5.44	1.55	4.47	b	a	c	b	a	c	c	c	a	b	2.03	4.28	0.15	2.66	3.46	3.61	1.17	9.07	0.66	4.68	b	a	c	b	a	c	a	c	a	a	1	2.29	6.61	5.14	4.37	5.38	0.73	3.4	3.74	5.12	c	b	b	a	b	c	a	b	b	c
x15	5.13	9.47	6.55	6.59	2.18	0.4	5.15	0.89	5.86	4.22	a	a	a	a	a	b	c	b	c	c	3.72	4.48	0.53	7.3	9.65	4.08	3.72	7.47	6.62	6.41	a	b	b	b	b	b	c	b	a	b	7.55	7.11	5.64	0.38	9.36	8.77	6.15	2.91	0.86	8.4	a	a	a	a	c	a	a	a	b	c	2.45	3.2	6.42	0.24	7.96	9.98	8.92	7.87	8.7	6.37	a	a	c	b	b	a	c	a	a	a
x16	4.25	6.73	1.95	4.09	2.53	5.96	3.4	1.28	8.54	0.02	a	c	b	c	a	a	b	c	b	a	7.4	5.28	8.41	0.62	2.1	1.61	4.13	9.22	5.28	7.47	b	a	b	c	c	b	c	b	a	a	3.4	0.06	4.03	1.82	4.1	5.68	1.96	9.78	9.51	3.47	b	a	c	a	a	a	c	a	b	c	8.11	0.57	2.21	6.02	1.04	6.06	3.61	7.03	0.53	9.82	b	a	b	a	a	a	a	b	a	c
x17	5.67	9.1	4.19	1.3	1.67	0.13	7.35	0.15	1	4.28	b	b	c	b	b	b	c	a	a	a	1.63	8.02	7.6	9.49	9.23	6.24	4.25	6.76	3.55	3.82	b	b	a	a	c	c	c	a	c	b	8.57	5.11	9.89	6.01	5.04	3.09	9.34	1.53	6.7	6.83	b	a	a	a	a	b	a	a	a	b	4.11	3.31	2.46	2.13	0.27	1.36	4.1	5.92	5.92	2.84	b	a	b	c	a	c	a	b	a	a
x18	6.11	8.22	2.51	1.45	2.2	1.07	9.05	7.94	0.88	6.93	a	a	c	a	b	a	a	c	c	b	7.03	0.9	2.9	1.89	8.83	7.03	9.08	7.03	2.06	7.03	b	a	a	b	a	c	a	b	c	c	1.57	1.03	3.56	6.46	3.07	1.57	1.86	1.57	8.24	1.57	b	a	b	c	b	c	c	a	b	c	0.21	6.41	4.84	3.4	8.54	3.52	6.98	0.32	5.92	0.34	a	c	c	b	c	a	b	b	a	c
x19	6.51	9.76	0.71	9.38	8.38	7.8	0.44	6.18	3.94	5.52	b	a	c	a	b	b	a	c	b	b	2.63	9.76	6.43	6.75	0.07	4.79	1.98	3.29	3.94	9.95	b	b	b	b	b	c	b	a	b	b	2.07	3.94	0.97	0.19	0.91	5.44	2.28	4.13	7.46	3.9	b	b	a	b	c	a	c	a	c	a	8.21	1.21	6.1	1.63	9.46	5.5	9.24	1.41	6.71	5.02	a	c	c	b	a	a	c	b	b	c
x20	5.08	2.33	5.89	7.13	4.99	4.69	7.75	6.11	8.53	7.78	b	b	b	b	b	b	c	b	c	b	7.03	2.81	1.75	4.14	2.1	7.03	3.97	7.03	9.59	7.03	b	b	b	a	b	b	c	b	b	b	1.57	3.51	4.41	6.5	2.41	1.57	1.21	1.57	2.94	1.57	a	a	b	a	b	b	c	b	c	c	0.84	6.2	7.69	8.08	5.24	8.97	2.78	9.28	6.7	4.22	a	c	c	b	b	b	b	b	a	c
x21	6.39	6.12	8.49	5.48	0.65	2.28	2.74	3.67	4.59	1.26	c	c	b	b	b	b	c	c	a	c	4.28	4.51	1.1	2.48	7.25	6.47	1.54	8.54	1.14	2.77	b	a	a	a	b	c	a	c	a	b	7.48	6.52	6.02	5.51	5.39	1.19	4.49	5.62	0.17	8.45	b	a	b	b	b	c	b	c	a	c	2.12	8.2	3.44	5.46	2.35	0.05	6.69	7.65	5.06	8.41	a	c	a	b	c	b	a	a	b	a
x22	6.67	2.4	2.98	1.31	9.06	8.68	0.67	7.17	2.32	8.97	a	c	b	a	b	b	c	a	a	b	5.19	9.9	9.42	5.21	5.61	8.19	4.62	3.35	7.47	2.03	c	b	b	b	b	b	c	b	b	b	4.75	5.1	5.27	1.52	1.94	5.33	4.86	5.38	7.82	3.06	a	c	c	b	a	a	a	c	b	a	8.6	2.97	4.75	2.64	9.72	2.54	1.65	1.51	0.91	0.93	b	c	c	a	a	a	a	a	b	a
x23	8.27	9.76	7.95	1.83	9.86	1.53	7.02	9.09	3.94	9.87	b	a	a	b	b	a	c	b	c	b	4.03	9.76	9	7.01	9.89	1.19	2.39	6.17	3.94	9.1	b	b	a	c	b	c	a	b	c	b	3.13	9.43	2.64	4.23	3.01	4.59	7.6	2.52	0.78	3	a	c	c	a	a	b	c	c	a	b	1.34	5.36	0.27	9.07	2.76	6.41	9.77	5.39	0.31	8.9	c	b	c	c	b	b	b	a	a	b
x24	4.68	9.76	5.44	8.39	0.08	9.92	4.82	5.62	3.94	4.16	b	b	a	c	b	c	a	b	c	b	6.73	9.76	6.61	0.33	4.94	5.29	2.37	6.69	3.94	5.13	b	a	c	c	b	b	c	b	a	b	1.11	2.52	2.11	4.76	1.57	2.16	3.1	7.96	5.61	9.78	c	a	c	b	c	b	a	a	c	a	9.52	7.05	6.32	5.63	4.03	0.26	2.34	4.51	6.29	0.74	b	a	b	a	b	a	c	a	c	c
x25	4.88	6.87	4.29	9.34	7.18	0.74	2.31	5.29	9.73	9.23	a	a	b	c	c	c	b	a	a	a	6.85	8.74	6.61	6.17	1.59	6.41	3.07	9.77	1.43	0.68	b	b	b	a	b	b	c	b	c	a	5.83	0.88	8.02	2.11	9.32	6.9	8.86	2.28	5.31	9.65	a	a	a	a	b	b	c	b	b	a	9.61	3.67	0.54	7.49	5.77	8.22	2.51	9.27	4.06	3.06	c	a	c	a	a	a	a	c	c	c
x26	7.83	9.76	6.4	9.11	7.72	9.51	0.75	6.98	3.94	7.45	b	c	a	a	b	b	c	c	c	b	9.02	9.76	7.46	9.64	7.72	1.43	2.71	9	3.94	8.83	b	c	c	b	b	c	a	c	b	b	4.74	3.54	9.38	8.75	9.68	2.73	9.23	4.28	3.55	0.37	c	b	b	b	a	b	b	b	b	a	9.59	2.38	2.36	0.64	8.89	3.2	0.67	5.85	0.88	9.9	b	a	c	b	b	c	b	a	b	c
x27	0.77	6.71	8.09	0.59	3.53	1.72	9.59	5	0.63	0.29	a	c	a	b	b	c	c	a	a	c	0.29	4.53	4.32	2.86	3.08	0.99	3.58	6.67	9.38	8.73	b	a	c	c	c	c	b	a	b	c	1.44	3.02	7.25	1.67	0.37	5.48	9.67	6.46	6.05	7.7	b	a	a	a	a	c	a	c	a	c	2.52	5.65	3.92	4.74	3.45	0.45	1.86	8.98	2.86	7.63	b	b	c	a	a	c	a	a	c	a
x28	8.38	0.91	6.47	7.09	2.94	1.5	9.86	8.3	7.22	1.5	b	b	c	b	c	a	a	b	a	b	9.32	1.27	1.22	9.57	6.93	2.86	1.25	9.46	7.73	0.27	a	c	a	c	c	c	a	b	b	c	7.52	6.68	1.02	5.53	0.2	2.43	5.75	8.54	2.81	9.15	a	b	b	c	a	b	b	a	a	b	0.56	2.73	0.39	1.11	0.5	9.2	8.22	1.22	0.71	8.83	a	b	a	b	c	b	c	a	b	b
x29	2.17	7.6	2.61	3.39	9.77	9.99	5.95	1.06	7.49	9.04	a	b	a	c	a	a	a	c	c	a	1.3	5.79	9.93	1.7	6.77	4.2	3.85	1.72	3.29	7.56	b	c	b	a	b	a	c	a	b	b	1.53	5.86	9.53	2.54	4.93	6.73	2.13	5.43	4.54	8.09	b	a	c	a	c	c	a	a	c	b	0.88	2.14	9.34	9.09	3.63	9.78	4.98	3.07	6.01	4.56	b	b	a	b	b	a	c	a	b	b
x30	4.28	3.68	3.27	6.03	9.17	6.67	5.56	6.9	5.46	0.35	a	a	a	a	a	a	b	c	a	a	8.61	0.49	3.77	2.79	7.09	5.61	5.19	3.15	3.24	5.66	b	a	a	c	b	c	a	a	b	a	3.14	0.07	8	3.54	6.18	5.63	7.94	2.37	2.8	7.46	b	a	a	c	c	c	c	b	c	b	3.81	5.13	0.7	9.92	1.76	9.6	3.81	0.73	3.37	5.44	c	c	a	c	b	c	b	b	c	c
x31	7.31	5.16	4.86	9.59	3.16	8.53	2.21	7.07	4.45	1.39	c	c	c	c	c	b	b	b	c	b	6.43	8.61	0.72	8.4	5.11	1.89	7.42	5.68	6.12	2.08	b	c	a	a	a	a	c	a	a	b	5.35	3.59	7.53	0.93	6.85	2.24	0.89	6.26	7.2	6.01	b	c	c	a	a	a	c	a	c	b	5.3	3.05	2.46	3.73	5.62	9.38	5.93	3.04	1.56	0.25	b	a	c	b	a	b	c	a	c	c
x32	1.97	4.5	3.94	0.68	0.59	8.52	3.3	5.81	3.49	4.39	c	c	c	c	b	a	c	a	c	b	7.03	2.52	5.16	0.54	4.72	7.03	4.04	7.03	8	7.03	b	b	c	a	c	c	b	a	c	c	1.57	5.71	5.17	9.73	9.53	1.57	6.28	1.57	7.14	1.57	a	c	c	b	c	a	c	b	a	a	2.88	2.04	7.62	0.01	9.05	9.57	7.07	8.72	7.09	8.86	b	c	b	c	b	a	c	a	c	b
x33	5.59	6.05	4.77	9.62	9.36	2.97	2.34	8.64	8.28	6.41	a	c	c	c	a	a	c	b	c	a	9.55	4.54	0.48	3.25	5.68	6.73	5.8	3.5	5.21	3.13	c	b	c	c	b	c	a	a	c	b	8.31	4.43	6.62	7.76	4.92	8.65	0.57	7.68	4.95	1.98	b	b	a	c	a	b	b	b	b	b	8.11	7.82	2.6	3.65	8.54	2.11	8.82	6.16	6.34	6.66	a	c	b	b	b	a	c	b	a	c
x34	6.85	1.3	2.54	7.81	2.69	8.53	6.45	0.62	6.81	4.62	b	a	a	c	b	c	a	c	c	a	8.08	6.5	8.45	9.38	3.11	4.34	2.36	7.63	2.78	0.11	b	a	c	a	b	c	b	a	a	b	0.87	7.68	1.97	3.9	1.97	1.59	3.66	4.38	9.82	0.25	b	b	a	a	a	b	b	a	c	b	0.44	9.87	3.17	4.73	8.64	1.29	1.3	3.91	8.56	3.86	c	c	c	a	a	c	c	c	c	a
x35	9.29	3.87	6.38	7.7	4.76	8.11	7.22	1.59	9.01	9.21	b	a	c	a	b	b	b	c	a	b	4.28	8.67	2.37	6.14	3.18	8.36	4.01	3.95	6.79	3.26	b	b	a	a	a	c	c	a	a	c	0.79	2.03	5.47	0.03	2.19	4.53	4.67	7.94	5.74	2.35	b	a	c	b	b	b	b	c	c	a	6.83	6.11	7.77	8.95	7.04	3.36	7.76	8.07	6.53	9.37	c	c	b	c	c	a	c	a	c	c
x36	6.19	9.76	1.74	4.65	4.34	6.04	5.88	5.27	3.94	7.7	b	c	a	b	b	c	c	a	c	b	8.9	9.76	6.43	1.04	9.27	0.1	4.14	7.96	3.94	5.47	b	c	c	a	b	b	a	a	c	b	5.37	9.87	5.3	9.96	0.64	4.03	2.37	7.65	6.19	2.03	c	c	a	a	b	a	c	c	c	b	2.52	0.12	2.74	1.5	1.9	9.16	8.65	1	4.22	7.64	a	b	a	b	c	a	b	c	b	a
x37	7.82	0.28	1.48	7.65	4.63	3.91	8.99	6.93	6.76	9.26	b	c	c	a	c	a	c	a	c	b	3.48	1.45	5.07	5.8	2.72	4.84	9.05	7.22	4.84	1.42	b	a	a	a	b	c	c	a	b	a	1.79	4.51	2.88	6.53	6.07	4.34	6.72	8.89	0.84	5.84	b	a	a	c	a	c	b	b	a	b	1.86	8.32	3.64	6.16	8.75	0.02	2.86	1.8	5.09	4.72	a	b	b	b	c	a	a	b	a	c
x38	2.27	6.81	4.73	1.27	0.38	4.69	0.3	3.19	0.23	2.08	a	a	a	c	a	a	a	c	c	a	1.21	5.72	5.8	8.23	8.68	4.43	5.61	7	4.81	5.43	b	b	a	a	a	a	c	a	b	b	1.38	4.56	9.42	1.87	7.09	5.28	2.59	3.72	5.75	9.47	b	b	b	a	b	a	c	a	c	b	0.26	1.05	9.68	5.99	0.33	3.36	8.61	5.12	5.14	2.89	c	b	c	c	a	a	c	b	b	a
x39	0.99	9.76	5.94	9.46	0.53	3.55	5.4	0.25	3.94	8.57	b	c	c	c	b	a	a	c	c	b	3.06	9.76	0.49	7.31	8.44	0.26	0.63	0.33	3.94	5.11	b	c	c	b	b	c	c	b	a	b	6.24	5.76	0.11	8.19	6.85	1.3	5.2	8.04	5.59	6.84	c	a	a	a	b	a	b	a	b	a	1.84	5.31	9.91	0.97	3.13	0.36	1.49	7.46	1.1	3.34	c	c	b	c	a	c	b	a	c	a
x40	1.87	2.53	7.13	4.14	3.25	8.22	6.77	4.99	7.91	6.74	a	a	a	a	b	a	a	b	b	b	6.04	8.03	3.46	0.74	2.25	1.3	1.31	9.47	9.36	2.27	b	a	a	a	c	c	c	b	b	b	5.34	8.19	9.04	1.25	5.06	8.36	9.59	0.75	0.83	3.18	b	a	c	c	b	c	c	c	a	b	9.23	3.34	5.55	9.96	4.38	2.42	7.04	8.5	9.31	9.61	a	b	a	a	b	b	a	c	c	b
x41	8.81	5.72	6.19	6.04	8.92	0.83	2.94	0.51	2.53	3.53	b	b	c	a	a	c	b	b	b	c	7.03	5.07	2.28	4.44	1.72	7.03	8.15	7.03	5.7	7.03	b	a	c	c	a	c	c	a	b	c	1.57	4.78	7.95	0.42	9.48	1.57	1.98	1.57	4.63	1.57	b	a	b	a	a	c	b	c	a	a	4.99	4.43	3.4	9.83	8.37	6.84	4.72	0.89	4.27	2.36	c	c	a	a	a	c	c	b	b	c
x42	7.19	5.41	2.46	6.52	2.68	0.6	0.72	2.2	3.79	1.17	a	b	a	c	a	a	b	b	c	c	0.73	1.51	1.72	6.73	7.8	8.1	1.93	0.36	6.5	6.5	c	b	b	b	c	c	a	b	c	b	2.29	1.85	2.42	2.41	5.32	1.38	2.97	4.1	9.39	0.64	a	a	b	a	a	a	b	b	c	c	3.1	5.36	3.71	7.9	6.98	6.29	7.19	8.22	4.22	9.51	b	a	c	c	a	c	a	c	a	c
x43	9.68	1.35	3.82	6.08	7.35	2.73	8.83	1.7	9.01	0.13	a	a	b	b	b	b	b	c	a	c	1	3.57	8.88	2.98	6.39	0.24	2.31	4.06	9.95	0.25	c	a	b	b	c	c	b	c	b	c	8.52	1.14	6.98	9.71	3.57	7.21	4.01	6.9	0.61	3.81	b	c	a	c	a	b	a	b	c	b	3.82	9.09	6.4	5.11	7.39	1.59	3.83	5.95	0	9.96	b	a	b	c	a	b	b	c	a	c
x44	1.14	2.61	4.08	2.72	4.26	8.82	1.77	6.81	4.26	7.01	a	c	c	c	b	b	c	a	c	a	1.09	7.54	0.46	7.07	6.47	0.45	7.57	9.34	4.65	3.19	b	a	a	a	a	b	a	a	b	b	9.52	8.35	5.76	2.77	0.94	5.23	1.82	9.1	5.92	1.53	b	b	a	a	a	b	b	a	b	b	0.22	5.23	5.18	0.49	1.92	1.56	0.53	5.58	9.28	5.99	c	b	b	a	c	c	a	b	b	c
x45	9.62	1.33	6.84	7.96	0.89	2.35	7.17	6.06	4.06	8.1	a	c	b	b	a	b	c	c	c	a	7.03	7.02	9.5	4.81	7.13	7.03	8.44	7.03	8.56	7.03	b	c	c	b	a	a	b	c	b	a	1.57	5.56	6.05	10	4.27	1.57	2.73	1.57	1.43	1.57	b	c	c	a	b	b	c	a	b	a	3.21	1.11	8.62	4.78	2.33	0.37	7.16	6.44	1.77	2.18	b	a	c	c	c	b	b	c	b	b
x46	9.42	4.01	6	2	7.03	7.23	1.44	0.27	3.6	7.68	c	c	c	a	a	a	b	a	b	a	8.36	2.07	3.19	0.48	2.83	3.89	5.46	4.58	8.05	7.12	c	a	b	b	c	c	a	a	a	c	8.51	6.04	9.37	1.72	1.95	6.66	4.98	9.65	3.54	7.16	c	b	b	b	b	c	c	c	c	c	1.04	1.97	5.37	8.31	4.3	7.89	1.19	0.54	4.32	4.34	c	b	b	a	a	b	a	b	a	a
x47	6.91	9.76	2.6	6.89	1.88	9.6	6.42	7.58	3.94	8.58	b	c	a	a	b	b	b	a	a	b	2.05	9.76	4.03	4.56	1.44	6.11	5.73	0.43	3.94	3.85	b	c	c	a	b	c	a	a	b	b	0.39	6.65	0.48	8.16	0.53	1.45	1.15	2.52	4.68	8.13	c	b	b	a	a	b	c	c	b	a	6.89	0.04	5.1	8.63	4.37	6.01	5.42	9.41	4.07	6.76	a	a	b	b	b	a	a	c	c	b
x48	9.8	3.66	7.75	3.78	8.1	2.96	3.6	2.19	4.3	9.23	c	c	c	a	b	b	a	a	c	b	9.47	6.8	3.85	3.13	0.24	3.64	3.68	1.51	8.32	9.18	a	b	b	a	b	a	a	b	c	c	8.74	6.3	5.28	1.34	0.21	2.53	4.39	1.1	6.5	1.95	c	b	c	c	b	b	b	c	b	b	2.81	4.27	8.79	1.74	7.87	0.04	2.26	8.77	4.47	5.4	c	c	c	b	b	a	b	b	a	a
x49	9.27	9.17	8.06	6.4	6.75	6.63	5.85	4.38	2.44	9.9	a	c	a	b	a	a	b	c	c	a	4.47	5.48	2.97	1.72	5.89	7.33	1.8	5.74	8.36	4.47	b	a	c	b	b	c	c	c	a	c	8.55	0.5	7	6.47	7.41	5.79	0.27	4.38	6.29	3.8	b	a	b	a	c	c	c	c	b	c	2.93	7.39	5.88	6.45	1.38	7.82	9.54	6.18	1.34	3.7	b	c	a	a	c	a	c	b	c	a
x50	8.65	2.6	3.4	5.84	2.26	8.78	9.5	4.72	6.33	2.91	c	b	c	c	c	c	b	b	a	c	0.74	8.5	9.86	7.01	4.04	8.75	0.99	7.99	0.76	8.67	b	b	a	a	c	a	c	b	b	b	9.34	8.2	3.16	6.12	6.42	5.26	7.74	3.75	1.71	6.45	a	b	c	a	c	a	a	a	c	b	0.99	6.95	7.87	8.76	9.57	5.42	4.77	3.71	1.86	5.34	a	c	a	b	c	c	b	a	c	c
x51	0.29	5.32	3.31	5.97	5.43	7.07	0.38	7.52	9.02	2.75	a	b	c	a	b	b	b	b	b	b	4.2	1.99	5.05	0.54	3.85	7.17	9.75	5.25	1.79	2.76	a	b	c	a	c	b	b	a	a	a	9.88	7.2	9.93	8.41	3.28	9.56	9.06	7.42	9.32	2.2	b	a	a	b	a	a	b	c	a	b	3.11	0.47	4.01	8.96	6.93	9.43	2.37	6.59	6.77	2.85	b	b	a	a	a	a	c	a	a	c
x52	4.48	2.65	3.49	4.64	9.26	8.48	2.44	5.68	2.31	8.36	a	a	c	c	b	a	c	b	c	a	0.26	1.99	9.57	3.85	8.34	1.73	2.87	0.21	2.93	4.62	c	a	c	b	b	a	a	a	b	c	3.26	5.45	1.41	0.19	6.16	8.97	9.21	5.04	5.59	1.74	a	a	a	b	b	b	a	c	a	a	9.57	4.24	8.3	5.55	4.72	7.25	2.29	8.78	0.7	3.53	a	b	a	a	b	a	a	c	b	b
x53	8.12	4.91	6.91	5.93	6.51	4.32	9.03	0.2	9.98	9.61	a	a	a	b	c	a	a	b	c	c	4.28	3.62	7.47	5.01	3.56	6.64	9.59	6.64	6.78	4.03	c	c	b	a	a	c	c	a	a	a	7.58	2.58	0.02	0.08	3.85	1.51	4.28	5.24	7.03	1.39	a	b	c	c	b	b	b	a	b	b	7.01	7.32	6.1	9.64	5.98	9.83	3.01	9.22	6.05	2.83	a	b	a	a	b	a	b	a	a	a
