X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x28	0.78	9.99	1.05	8.01	6.68	a	b	a	a	c	2.2	1.59	6.85	8.4	0.52	c	a	a	b	b	2.2	1.59	6.85	8.4	0.52	c	c	c	b	b	7.48	0.7	0.68	6.88	5.45	b	c	c	a	b
x29	0.12	4.23	0.72	9.77	1.42	c	a	b	b	a	7.52	8.32	4.87	3.43	7.18	b	b	c	c	b	1.99	9.1	7.71	2.22	2.05	b	a	c	c	c	3.63	0.23	4.39	2.97	7.82	c	a	c	b	c
x30	0.51	7.41	1.53	5.3	8.2	c	c	c	b	b	8.47	2.61	2.61	9.06	6.16	c	c	b	b	b	0.21	2.61	2.61	4.96	6.01	c	b	c	a	b	3.86	5.78	8.46	1.5	8.54	b	c	a	a	a
x31	6.93	4.94	4.19	7.1	2.79	a	b	a	b	c	2	3.07	5.92	5.52	1.6	b	a	c	b	b	3.32	7.57	5.25	8.25	2.94	a	a	c	c	c	6.33	8.79	3.33	2.79	7.63	c	c	c	a	c
x32	3.91	6.54	4.86	9.23	7.72	b	a	a	c	a	5.39	6.26	4.86	9.23	7.72	b	a	b	b	a	8.3	0.38	0.08	4.47	8.69	c	b	c	c	a	4.02	8.5	7.3	8.61	9.24	a	c	b	c	c
x33	4.65	3.83	1.23	1.17	5.38	b	a	b	a	a	2.2	3.78	6.85	8.2	8.01	a	a	b	b	a	2.2	3.44	6.85	0.05	5	b	b	a	c	b	7.89	3.65	9.21	2.7	4.55	c	a	c	a	a
x34	7.45	1.12	0.96	9.6	8.89	c	b	c	b	a	8.92	2.61	2.61	9.6	9.59	c	b	b	c	b	4.03	2.61	2.61	7.93	4.13	c	c	b	c	b	9.59	0.22	2.7	1.26	8.37	a	c	a	c	c
x35	1.19	8.39	3.05	3.87	1.04	b	b	b	c	a	3.43	1.59	6.8	8.4	0.52	c	c	a	b	b	1.99	1.59	2.21	8.4	0.52	c	c	c	b	b	2.21	1.18	5.28	5.62	2.57	a	c	c	a	c
x36	9.12	7.06	4.86	9.23	7.72	b	a	c	b	a	7.19	5.83	4.86	9.23	7.72	b	a	c	b	a	7.35	5.73	6.7	9.99	8.8	a	a	b	b	a	0.95	0.55	0.52	7.87	1.53	b	a	b	a	b
x37	7.3	4.24	7.45	8.18	7.94	b	a	b	b	c	1.37	1.59	4.73	8.4	0.52	c	c	b	b	b	7.96	1.59	5.88	8.4	0.52	c	c	b	b	b	4.04	1.69	9.82	9.95	2.99	a	a	c	a	a
x38	7	3.25	3.3	5.42	3.49	c	c	b	c	c	2.2	7.74	6.85	2.23	5.64	b	a	b	c	a	2.2	3.58	6.85	1.11	4	b	c	c	c	a	7.85	8.51	6.43	2.48	3.67	b	a	a	c	a
x39	8.78	8.17	3.4	6.89	8.51	c	b	a	a	a	1.82	2.4	8.72	3.63	5.79	a	b	c	b	c	6.87	2.69	2.5	0.58	3.83	b	b	b	a	a	4.18	1.18	1.61	9.54	0.11	c	c	a	c	b
x40	9.09	5.89	4.93	0.19	9.78	c	b	c	a	a	3.21	2.61	2.61	1.97	9.61	c	c	a	a	b	0.02	2.61	2.61	1	2.02	c	b	c	a	b	9.3	3.34	5.64	5.7	5.23	c	c	c	c	c
x41	8.05	2.88	6.37	0.3	2.99	c	a	c	b	a	2.07	2.37	6.89	7.44	7.81	b	a	c	b	c	2.69	3.16	9.03	0.76	8.2	b	b	c	a	b	9.47	0.65	5.44	3.49	3.25	a	a	c	a	b
x42	5.16	4.2	6.69	5.55	7.14	a	b	c	c	a	2.2	1.54	6.85	5.87	2.52	c	b	c	c	a	2.2	5.07	6.85	2.94	3.46	c	b	b	b	c	7.44	5.61	1.23	3.12	9.55	b	a	a	c	c
x43	0.11	0.75	9.08	7.96	9.85	a	a	c	b	a	2.96	1.59	4.2	8.4	0.52	c	c	b	b	b	8.2	1.59	0.17	8.4	0.52	c	b	c	b	b	0.57	5.68	5.33	6.87	3.36	b	a	a	b	a
x44	8.72	0.94	4.86	9.23	7.72	b	a	c	c	a	5.05	6.02	4.86	9.23	7.72	b	a	b	c	a	3.93	3.12	0.09	0.47	8.44	c	a	a	a	a	7.8	4.32	6.18	3.33	7.42	a	a	c	c	b
x45	7.67	2.72	4.86	9.23	7.72	b	a	a	b	a	1.55	1.95	4.86	9.23	7.72	b	a	c	b	a	1.03	0.69	7.89	9.42	8.37	b	a	c	b	b	5.65	3.19	7.11	1.65	0.68	a	a	c	b	b
x46	8.64	1.81	5.11	5.76	7.62	b	c	b	c	b	3.22	7.41	1.82	6.49	7.86	b	a	b	c	a	8.22	8.48	1.05	1.51	2.05	b	a	c	c	b	5.5	0.97	1.38	3.61	9.07	c	b	a	a	a
x47	5.3	4.99	1.04	5.35	9.71	b	b	b	a	c	3.3	2.61	2.61	1.23	3.17	c	c	a	b	b	4.94	2.61	2.61	2.19	9.37	c	c	b	c	b	0.28	3.49	4.43	8.89	1.79	c	c	a	c	b
x48	3.73	9.01	4.86	9.23	7.72	b	a	a	a	a	0.42	1.4	4.86	9.23	7.72	b	a	a	a	a	1.83	9.09	0.69	0.03	7.98	c	b	a	c	c	6.28	8.65	4.86	9.11	0.53	a	b	a	c	a
x49	5.74	5.88	1.3	6.81	7.97	a	b	c	c	a	4.08	7.59	9.96	0.24	7.57	b	b	a	c	a	2.51	7.59	9.91	0.24	7.28	b	a	a	c	c	6.34	5.09	7.94	5.13	5.88	a	c	c	b	b
x50	3.91	0.99	4.86	9.23	7.72	b	a	a	a	a	5.05	4.23	4.86	9.23	7.72	b	a	c	b	a	3.96	2.22	8.57	2.56	2.82	a	b	c	c	a	2.12	5.64	4.68	4.33	7.56	a	b	b	c	c
x51	3.83	5.28	8.36	1.77	5.79	a	b	c	a	a	9.92	1.82	4.73	9.88	7.98	b	a	a	c	b	1.59	9.68	4.29	0.27	2.62	b	b	c	b	a	4.28	3.89	0.69	5.58	5.08	a	c	b	b	b
x52	4.6	4.6	6.26	8.96	7.5	a	b	a	c	c	9.18	5.69	2.41	3.6	6.88	b	c	b	c	b	0.29	7.63	4.96	4.3	6.69	b	b	a	c	b	3.14	6.73	0.64	1.94	3.5	c	a	c	a	a
x53	3.31	8.21	4.86	9.23	7.72	b	a	a	b	a	7.39	3.76	4.86	9.23	7.72	b	a	b	b	a	2.28	0.73	4.73	7.45	9.68	c	b	b	a	b	9.99	5.87	6.45	5.82	1.95	b	b	b	c	a
x54	2.78	4.94	4.86	9.23	7.72	b	a	b	c	a	9.17	0.35	4.86	9.23	7.72	b	a	c	b	a	1.25	7.33	4.53	2.2	6.47	c	a	b	c	c	8.61	3.68	2.83	1.05	5.75	c	c	b	a	c
x55	2.71	6.84	4.95	9.59	7.22	a	c	a	a	c	7.86	1.59	6.08	8.4	0.52	c	a	a	b	b	4.92	1.59	8.45	8.4	0.52	c	b	c	b	b	2.95	1.62	2.69	1.42	9.31	a	a	b	c	b
x56	3.94	6.76	2.48	2.31	6.54	b	b	a	a	c	2.2	8.54	6.85	4.48	3.27	c	a	b	c	a	2.2	7.36	6.85	3.85	5	b	b	a	a	a	1.68	1.34	4.17	2.67	2.29	c	c	c	c	c
x57	6.88	8.08	4.86	9.23	7.72	b	a	a	a	a	9.9	5.72	4.86	9.23	7.72	b	a	b	a	a	6.52	4.25	4.72	1.6	0.78	b	c	a	a	b	9.89	3.85	1.59	8.12	8.2	b	c	b	c	c
x58	8.17	1.19	4.86	9.23	7.72	b	a	a	c	a	6.86	8.44	4.86	9.23	7.72	b	a	a	c	a	7.23	1.6	6.54	4.8	9.29	b	b	c	c	c	4.75	2.05	0.88	4.26	7.48	a	c	a	c	c
x59	5.39	4.44	4.39	2.35	5.69	a	a	b	b	a	2.2	1.28	6.85	3.78	2.26	a	b	a	c	a	2.2	7.44	6.85	9.56	3.35	b	b	a	c	b	9.33	9.08	8.96	8.85	4.44	b	b	c	a	c
x60	9.92	5.29	7.41	4.23	8.04	b	c	a	b	c	8.35	2.61	2.61	7.14	4.11	c	a	c	b	b	8.86	2.61	2.61	9.44	1.18	c	b	c	c	b	3.73	1.3	3.42	3.93	5.03	c	c	a	b	a
x61	5.83	7.03	1.3	2.16	8.52	b	b	b	b	a	5.74	7.59	7.2	0.24	2.1	b	c	a	c	b	9.48	7.59	2.73	0.24	6.94	c	b	c	c	a	7.91	6.68	3	4.56	5.43	b	c	c	a	c
x62	9.87	6.65	0.64	2.16	9.73	a	a	a	a	b	0.61	1.59	5.5	8.4	0.52	c	a	a	b	b	6.13	1.59	6.2	8.4	0.52	c	a	b	b	b	1.07	3.29	4.11	8.04	6.46	c	b	a	c	a
x63	6.33	5.01	5.56	5.88	8.03	c	a	c	c	a	6.31	3.7	5.99	1.21	3.46	a	b	c	a	b	6.63	5.75	1.97	1.93	3.81	c	a	c	c	a	1.41	9.61	7.26	1.07	6.66	c	b	a	a	b
x64	0.13	4.41	5.88	2.23	4.07	a	c	a	a	a	6.12	8.06	1.81	7.2	7.58	c	a	c	c	a	6.83	4.12	8.6	2.81	5.54	c	c	c	c	a	4.53	5.2	7.43	6.36	4.79	c	a	b	b	a
x65	3.87	8.77	7.25	9.19	2.91	b	a	c	a	c	2.2	6.62	6.85	7.4	2.81	b	a	a	a	a	2.2	7.9	6.85	7.8	0.96	b	b	b	c	c	7	2.41	8.43	2.64	3.6	c	c	a	b	a
x66	0.21	8.69	3.91	5.2	1.59	a	a	c	a	b	2.7	6.02	1.59	4.46	7.86	b	b	c	c	b	2.91	7.19	2.49	4.51	3.36	b	c	a	b	c	5.2	7.78	6	0.67	4.23	b	b	b	b	a
x67	1.01	6.98	4.86	9.23	7.72	b	a	a	a	a	6.79	0.93	4.86	9.23	7.72	b	a	a	b	a	6.99	1.09	7.58	8.81	4.7	c	a	a	c	a	8.05	2.31	4.09	8.59	7.1	b	b	a	c	a
x68	4.29	3.33	4.86	9.23	7.72	b	a	b	a	a	7.06	3.84	4.86	9.23	7.72	b	a	c	a	a	1.87	1.73	2.38	2.21	2.31	a	b	c	a	c	2.14	5.81	0.29	9.24	6.03	b	c	b	a	c
x69	6.35	8.71	8.99	9.45	5.34	a	b	c	b	a	5.64	7.59	2.97	0.24	5.71	c	b	a	c	c	2.72	7.59	9.42	0.24	2.04	b	a	a	c	a	6.39	0.62	9	4.45	1.71	a	b	a	b	a
x70	5.05	4	4.86	9.23	7.72	b	a	a	c	a	3.7	8.59	4.86	9.23	7.72	b	a	c	a	a	0.01	9.92	8.44	2.05	5.87	c	c	a	b	c	9.19	7.16	1.45	5.39	7.36	b	a	c	b	b
x71	9.48	6.01	9.71	5.6	4.11	b	b	a	a	c	4.74	1.59	1.09	8.4	0.52	c	a	a	b	b	3.26	1.59	0.66	8.4	0.52	c	b	c	b	b	9.51	9.07	1.86	2.58	9.4	a	a	a	c	a
x72	8.92	4.23	5.97	8.79	2.26	c	c	a	c	a	2.92	9.84	7.91	0.8	3.71	a	b	b	c	b	4	6.63	1.33	5.61	3.78	b	a	b	a	a	5.72	5.8	4.87	3.31	0.49	b	b	c	c	c
x73	2.17	3.36	3.99	4.86	1.21	c	c	a	c	a	7.11	1.88	3.82	6.64	3.79	c	a	b	a	c	8.89	0.98	5.76	2.11	3.17	a	b	b	c	a	1.5	3.38	2.17	0.17	2.63	b	b	c	a	c
x74	8.31	5.16	5.54	0.71	5.7	b	b	b	a	c	2.2	3.07	6.85	5.1	3.8	c	a	c	a	a	2.2	6.68	6.85	4.97	4.5	a	a	b	a	c	4.52	5.16	2.42	9.22	0.49	c	a	b	a	a
x75	6.34	9.92	3.12	6.06	1.95	b	b	a	b	a	0.73	2.61	2.61	7.04	4.64	c	c	b	b	b	7.62	2.61	2.61	6.71	7.36	c	c	b	c	b	4.96	0.52	7.07	3.12	0.89	c	a	b	c	b
x76	1.88	4.33	4.86	9.23	7.72	b	a	a	c	a	3.76	0.84	4.86	9.23	7.72	b	a	b	c	a	3.42	1.5	2.59	2.09	2.97	b	a	b	c	a	3.72	5.41	9.98	3.89	8.08	a	c	c	a	c
x77	3.84	3.25	5.89	6.47	8.38	c	b	c	a	b	5.47	1.59	5.9	8.4	0.52	c	a	a	b	b	0.08	1.59	4.7	8.4	0.52	c	b	c	b	b	2.05	7.76	4.64	1.77	9.58	b	a	a	a	c
x78	5.37	6	5.48	3.42	1.11	a	a	b	a	c	1.06	0.74	4.85	4.67	2.32	b	c	c	c	a	7.69	4.62	7.12	4.62	5.88	b	b	b	c	a	0.86	8.5	3.05	5.76	1.7	b	a	c	a	c
x79	2.3	2.94	2.61	5.57	4.07	b	a	b	b	b	4.34	7.86	7.97	1.7	4.69	c	b	a	c	c	8.42	8.1	6.17	5.17	1.13	a	c	c	a	c	2.99	0.8	3.53	2.68	9.95	c	b	a	c	a
x80	8.65	1.59	4.05	5.4	8.33	b	b	b	c	a	4.9	1.59	3.69	8.4	0.52	c	a	a	b	b	1.65	1.59	7.85	8.4	0.52	c	b	b	b	b	5.86	3.58	4.48	8.73	3.78	c	a	b	b	b
x81	1.37	7.35	1.69	1.03	7.12	b	a	a	c	a	2.2	8.84	6.85	1.87	7.92	b	a	b	c	c	2.2	5.51	6.85	8.53	8.76	b	a	c	c	b	4.02	6.32	6.81	5.51	7.64	c	b	c	b	a
x82	6.9	3.73	7.28	3.97	4.48	a	a	c	c	a	8.31	2.31	8.9	5.2	2.9	b	b	b	c	a	1.63	7.77	8.61	6.88	4.9	b	b	b	c	a	9.53	6.98	5.94	8.61	1.26	b	a	c	b	c
x83	1.84	5.07	8.99	0.39	3.74	a	a	c	b	b	7.26	6.36	9.52	4.54	3.6	a	b	a	c	b	5.58	8.56	6.73	0.46	5.35	b	b	b	c	c	8.99	2.35	9.28	4.54	6.3	a	a	c	b	b
x84	9	0.94	3.88	8.49	5.19	c	b	c	c	a	2.42	7.59	5.99	0.24	8.79	a	a	a	b	c	2.94	7.59	5.33	0.24	0.32	a	b	a	c	a	5.57	4.89	3.33	1.83	8.52	c	a	b	a	c
x85	3.88	1.13	1.36	5.63	4.08	c	a	c	b	b	5.48	1.59	9.2	8.4	0.52	c	b	c	b	b	8.94	1.59	4.93	8.4	0.52	c	c	c	b	b	4.78	4.1	5.18	5.35	0.63	b	a	a	b	c
x86	1.81	4.42	4.86	9.23	7.72	b	a	b	c	a	8.82	9.2	4.86	9.23	7.72	b	a	b	c	a	5.21	4.51	0.5	1.55	0.84	c	a	b	a	a	5.72	0.38	5.37	2.05	4.85	b	b	a	a	c
x87	8.61	8.19	4.86	9.23	7.72	b	a	b	c	a	9.58	0.72	4.86	9.23	7.72	b	a	b	b	a	0.86	9.38	8.64	6.42	2.82	c	a	c	c	a	5.67	9.09	8.38	5.75	3.53	a	c	a	b	a
x88	9.6	6.33	0.94	9.45	8.87	c	a	c	a	c	3.44	2.61	2.61	4.35	6.15	c	c	b	a	b	8.16	2.61	2.61	1.36	4.7	c	b	a	a	b	7.1	4.99	3.06	1.19	4.47	b	b	a	a	c
x89	2.17	6.63	7.22	7.02	4.99	a	c	c	b	a	3.83	8.65	4.7	5.42	5.26	c	c	c	c	c	1.59	0.51	6.67	2.59	5.66	a	a	a	a	b	5.07	9.62	6.02	2.54	2.33	c	b	b	a	c
x90	6.67	7.24	3.74	6.06	6.69	a	b	b	b	a	6.41	7.59	6.75	0.24	7.94	a	b	a	c	b	4.47	7.59	8.07	0.24	8.76	b	a	a	c	b	8.99	8.29	9.51	8.1	7.99	c	b	a	a	b
x91	9.08	7.48	1.59	3.71	8.33	a	a	a	a	b	3.77	8.54	1.51	1.94	0.63	c	c	c	c	c	9.69	3.11	4.42	3.42	0.33	b	c	b	b	c	4.71	8	7.34	9.63	9.95	a	b	b	b	c
x92	7.42	8.42	3.62	6.84	6.91	a	c	c	b	c	2.2	5.34	6.85	1.66	7.93	c	c	a	a	a	2.2	2.19	6.85	4.9	0.11	b	c	c	b	c	8.12	9.02	0.92	6.54	7.77	c	c	c	c	c
x93	1.05	9.83	1.45	7.77	2.52	a	c	b	a	b	7.85	2.61	2.61	7.05	9.76	c	c	a	c	b	2.33	2.61	2.61	3.07	4.04	c	a	c	c	b	8.88	7.67	0.14	0.74	7.53	c	c	b	a	a
x94	5.16	8.58	8.57	0.57	8.61	b	a	a	c	a	7.08	2.57	0.74	3.85	9.42	b	a	b	c	b	4.83	9.16	5.29	4.68	5.76	b	b	a	c	c	0.76	1.95	0.18	8.52	9.77	b	b	b	a	a
x95	7.03	2.19	3.29	1.17	3.2	b	a	c	a	b	1.14	7.21	8.25	2.82	8.3	b	c	a	a	b	5.9	9.46	7.95	4.81	0.22	a	a	a	b	b	9.04	0.88	4.47	6.32	8.98	c	b	c	c	a
x96	3.56	5.04	4.14	1.73	1.75	a	c	b	b	a	8.33	7.22	1.56	8.17	9.73	c	a	c	c	b	2.53	8.79	8.15	6.71	0.84	a	a	a	c	b	4.58	9.99	9.52	5.73	5.75	a	b	b	b	a
x97	8.7	7.31	4.86	9.23	7.72	b	a	c	a	a	9.01	4.37	4.86	9.23	7.72	b	a	a	b	a	6.01	8.85	6.71	1.87	8.23	a	b	b	b	a	1.17	4.25	5.9	7.51	0.8	b	c	a	c	b
x98	9.27	7.02	7.77	5.48	8.11	b	a	a	c	a	8.92	2.61	2.61	6.29	9.24	c	b	a	a	b	2.69	2.61	2.61	5.95	9.55	c	c	c	b	b	3.06	0.5	0.21	6.77	6.89	a	b	a	c	b
x99	0.52	2.13	4.26	6.81	4.62	c	c	b	a	a	3.21	1.59	2.91	8.4	0.52	c	b	a	b	b	3.01	1.59	5.63	8.4	0.52	c	a	c	b	b	3.23	5.5	1.19	8.66	7.8	a	c	b	c	b
x100	5.22	5.75	8.92	4.75	3.66	a	a	a	a	c	5.9	9.29	6.52	8.9	7.32	b	b	a	c	a	2	8.77	4.32	9.67	1.25	b	c	a	c	c	9.88	7.31	4.93	6.54	3.22	b	a	a	a	a
x101	7.83	1.84	0.39	5.84	2.38	c	b	b	a	a	2.2	2.36	6.85	4.45	7.01	a	a	b	b	c	2.2	0.94	6.85	4.86	5.93	c	a	b	c	a	1.79	9.38	4.23	3.08	2.74	c	b	b	b	a
x102	4.42	1.7	4.38	1.43	7.15	b	b	a	c	a	2.84	7.59	5.73	0.24	7.19	a	a	c	c	a	5.12	7.59	4.5	0.24	3.93	c	a	b	a	b	1.58	8.04	8.91	9.87	7.19	b	b	a	a	a
x103	8.96	9.8	3.37	9.67	2.2	b	c	b	c	b	9.16	8.48	8.1	9.37	8.16	b	c	b	c	c	7.73	6.8	9.24	5.8	6.81	b	a	a	c	c	8.71	6.63	4.59	1.83	9.83	c	b	c	c	c
x104	5.37	0.48	6.1	6.5	9.73	c	c	a	c	c	2.2	1.59	6.85	8.4	0.52	c	b	b	b	b	2.2	1.59	6.85	8.4	0.52	c	a	a	b	b	5.4	4.66	5.75	2.46	3.25	b	b	c	b	c
x105	0.21	5.05	4.86	3.15	4.71	c	b	c	a	a	9.25	1.43	4.27	6.88	0.77	b	a	b	c	c	3.92	6.64	6.66	1.13	3.92	b	a	a	c	a	2.87	4.97	7.25	8.98	3.07	a	b	c	c	b
x106	5.22	3.17	3.76	4.87	5.14	b	c	a	b	c	2.2	1.16	6.85	2.92	3.02	b	b	a	c	c	2.2	3.38	6.85	2.87	3.2	c	a	c	b	c	4.72	9.71	0.94	6.17	7.76	c	b	a	b	b
x107	8.47	1.13	5.33	4	6.92	c	a	b	a	c	2.2	1.91	6.85	8.6	6.89	b	b	b	c	a	2.2	3.72	6.85	3.42	4.84	a	b	b	b	c	9.19	2.9	4.53	4.99	3.46	c	a	c	b	b
x108	6.24	4.85	9.4	9.52	2.86	a	c	b	c	a	5.45	7.59	1.86	0.24	3.38	b	c	c	a	a	3.76	7.59	5.66	0.24	3.22	b	a	c	b	a	0.77	4.66	1.28	0.09	3.72	b	b	a	b	a
x109	0.68	1.78	1.81	9.14	0.61	a	c	b	a	a	1.61	4.46	4.24	0.07	9.08	b	b	b	c	c	6.88	6.61	7.05	2.26	7.42	c	c	c	c	b	5.9	1.91	2.82	5.49	3.59	a	c	c	c	b
