X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x43	9.4	2.85	7.95	8.46	6.47	c	c	b	b	b	4.98	0.16	4.98	4.95	4.98	a	c	a	b	b	1.94	1.45	1.94	2.02	1.94	a	c	c	b	a	2.44	2.3	6.41	1.09	9.83	c	c	b	c	a
x44	4.56	2.01	7.51	2.72	2.66	a	b	b	b	b	8.5	8.5	8.5	5.33	0.01	b	c	b	c	c	3.54	3.54	3.54	0.95	6.46	c	a	b	c	c	0.75	8.44	6.56	5.45	7.77	b	a	c	a	a
x45	1.6	4.64	2.17	7.78	4.84	b	c	a	a	a	4.98	7.42	4.98	4.28	4.98	a	a	b	b	a	1.94	7.91	1.94	8.15	1.94	a	c	a	b	b	0.46	0.64	6.54	8.13	8.55	a	c	c	b	b
x46	2.07	1.19	7.86	9.81	2.07	a	a	a	a	a	9.39	3.83	7.02	5.21	9.39	a	b	c	b	a	9.39	4.49	2.85	3.88	6.82	a	c	a	b	b	1.58	3.69	2.67	3.37	7.32	b	c	b	c	a
x47	2.1	4.57	1.73	2.05	6.96	c	a	b	a	a	6.56	7.03	7.35	4.87	5.35	b	c	a	a	a	2.39	9.62	6.45	5.66	5	b	a	a	b	a	0.78	0.05	8.53	2.89	4.92	c	b	c	b	c
x48	2.39	8.51	2.89	4.99	2.48	b	c	b	b	a	3.66	6.62	6.62	2.26	5.31	a	a	b	a	a	7.68	0.11	0.11	7.1	4.4	a	a	b	b	a	3	4.95	8.99	7.43	2.2	b	b	b	c	b
x49	3.72	6.5	3.43	0.41	9.65	b	a	b	c	b	8.25	2.42	9.08	2.26	7.84	c	a	a	b	a	8.14	7.57	3.6	9.92	6.61	b	a	a	c	b	7.63	4.69	9.11	4.98	9.96	a	a	a	a	a
x50	3.35	0.83	7.52	8.9	4.36	c	a	b	b	c	6.36	6.62	6.62	7.18	1.41	a	a	b	c	a	7.78	0.11	0.11	6.2	7.71	a	a	b	a	b	8.2	3.07	3.56	1.9	7.66	a	c	a	b	a
x51	2.96	5.46	5.32	2	2	c	c	b	a	b	3.02	9.68	3.01	2.09	2.09	c	a	a	a	c	4.91	8.12	0.19	4.39	4.68	c	c	b	c	b	9.96	2.97	2.53	6.97	0.3	b	b	c	b	b
x52	3.55	2.18	8.14	6.62	4.47	b	a	c	a	c	1.14	9.22	6.43	8.38	8.89	c	c	b	a	b	2.06	0.15	0.3	8.94	8.15	c	c	a	a	a	4.61	4.1	9.08	2.2	9.74	a	a	a	a	a
x53	5.54	1.75	5.65	1.52	2.21	b	a	b	a	c	2.55	3.01	2.6	8.87	8.77	b	b	a	c	a	2.69	9.83	6.42	7.89	9.83	c	b	a	c	a	8.32	6.3	9.01	6.6	0	b	c	b	b	c
x54	4.04	9.96	0.88	1.26	0.28	a	b	a	b	b	8.87	7.51	2.5	3.78	1.23	a	c	a	b	a	2.84	5.92	5.8	1.72	7.93	b	b	a	b	a	4.88	9.9	0.43	6.12	7.58	a	c	c	a	a
x55	2.68	0.65	6.02	9.12	0.83	c	a	a	b	c	4.98	6.88	4.98	6.09	4.98	a	c	a	b	a	1.94	4.84	1.94	5.81	1.94	a	c	b	b	c	6.73	4.84	4.27	1.22	0.59	a	b	a	c	b
x56	8.45	7.78	0.59	1.4	7.69	c	a	b	c	a	3.92	0.94	1.39	7.76	2.99	b	c	c	c	c	0.88	9.25	8.85	2.4	2.6	a	c	c	c	b	5.98	4.92	5.22	4.47	0.66	a	b	b	b	c
x57	1.02	2.67	7.33	1.81	2.54	b	a	b	c	c	7.72	1.94	2.65	1.9	5.25	a	b	a	c	a	9.65	4.49	3.61	2.79	4.72	c	b	a	c	a	4.07	2.39	0.46	9.41	5.36	a	c	c	a	a
x58	8.01	3.22	4.18	2	2	a	c	c	b	c	7.27	7.14	7.77	2.09	2.09	b	c	b	b	c	5.51	8.64	4.72	4.26	5.56	c	b	c	a	c	5.81	6.16	5.39	8.71	4.37	b	c	a	c	c
x59	1.64	8.36	1.58	1.11	8.2	c	b	b	b	a	2.17	4.66	8.87	9.59	0.75	c	b	b	b	c	3.73	5.2	4.35	6.78	5.53	a	c	a	b	b	0.17	0.16	4.21	0.46	4.66	a	a	a	c	b
x60	4.32	7.69	9.39	1.22	2.89	b	a	c	c	b	8.5	8.5	8.5	2.41	7.47	c	c	b	c	c	3.54	3.54	3.54	8.99	1.46	b	a	b	c	c	3.41	4.45	1.75	9.01	2.4	c	a	c	a	a
x61	0.56	9.05	1.04	6.67	0.52	a	b	c	a	a	4.98	0.94	4.98	8.94	4.98	a	b	a	b	c	1.94	2.28	1.94	4.25	1.94	a	a	b	b	a	7.27	9.75	9.79	8.05	4.01	a	a	a	c	a
x62	2.66	9.49	4.79	9.16	3.31	b	a	a	b	a	0.46	6.62	6.62	0.4	5.22	a	a	b	a	b	4.58	0.11	0.11	1.39	7.58	a	a	b	c	a	1.37	4.86	3.9	8.71	2.93	b	a	b	a	a
x63	0.04	7.49	6.76	2	2	b	b	c	c	a	6.47	3.07	7.36	2.09	2.09	c	a	c	a	b	7.19	6.48	4.43	9.96	5.38	a	a	c	c	c	0.48	6.53	7.33	4.88	6.39	b	b	c	c	a
x64	8.74	5.45	3.84	8.51	2.78	a	a	a	b	a	2.27	8.44	4.5	3.91	5.49	c	c	c	b	b	8.63	4.68	5.81	5.96	7.03	c	a	b	a	c	4.56	1.96	6.69	9.1	1.93	a	a	b	a	c
x65	7.2	7.42	0.79	8.15	8.26	a	c	a	b	b	7.77	6.62	6.62	2.48	6.44	a	a	b	b	b	2.04	0.11	0.11	5.29	8.5	a	a	b	a	b	4.84	1.61	7.08	8.81	2.34	a	b	c	a	c
x66	5.99	9.22	7.22	4.49	0.57	a	c	b	c	c	2.95	6.62	6.62	0.36	3.05	a	a	b	a	b	4.6	0.11	0.11	2.15	3.25	a	a	b	b	c	7.09	1.39	5.25	5.26	3.13	b	a	a	c	b
x67	3.37	3.54	8.82	0.14	1.8	c	c	a	b	b	0.03	6.49	2.55	0.54	4.43	b	a	c	b	c	2.56	3.31	8.12	9.62	4.62	a	c	b	b	b	0.24	3.09	3.89	6.16	1.5	b	a	a	a	a
x68	0.26	0.6	8.79	2	2	a	b	a	b	c	3.23	1.56	0.82	2.09	2.09	a	a	a	c	b	7.47	8.21	6.12	6.35	0.94	b	a	a	c	c	3.77	1.03	3.02	6.74	0.63	b	a	b	a	a
x69	2.07	6.56	5.99	7.43	2.07	a	c	c	c	a	9.39	0.33	2.05	7.01	9.39	a	b	b	b	a	3.35	7.86	1.44	2.13	9.26	b	c	c	c	c	7.07	0.39	0.56	9.49	9.08	a	c	c	c	b
x70	2.07	0.76	7.73	5.24	2.07	a	b	b	c	a	9.39	3.53	6.77	6.49	9.39	a	a	b	c	a	1.71	7.2	6.27	9.29	0.29	a	b	c	a	a	7.83	6.21	7.05	5.47	5.21	c	a	c	a	c
x71	1.01	1.37	0.67	3.19	3.54	c	c	c	b	a	4.98	5.18	4.98	0.04	4.98	a	b	a	b	a	1.94	2.07	1.94	3.24	1.94	a	a	a	b	a	3.86	1.59	1.58	7.57	5.48	b	b	c	a	b
x72	8.69	6.37	0.56	2	2	a	c	b	b	b	3.84	3.1	3.34	2.09	2.09	c	c	b	c	a	2.28	4.04	1.59	5.49	9.95	c	a	a	c	c	2.36	2.67	1.5	4.71	1.34	a	a	b	a	a
x73	5.67	9.2	7.3	0.99	2.92	c	c	b	c	c	4.98	2.19	4.98	0.77	4.98	a	a	b	b	a	1.94	5.48	1.94	3.16	1.94	a	b	b	b	b	2.54	7.47	1.34	6.74	4.15	b	a	b	b	b
x74	5.77	4.58	7.38	9.34	8.34	a	a	c	c	a	8.5	8.5	8.5	6.79	1.48	b	a	b	c	c	3.54	3.54	3.54	3.24	0.39	c	a	b	c	c	6.27	6.62	7.19	5.18	2.83	b	a	c	b	b
x75	6.34	7.6	7.49	8.56	2.58	b	a	a	b	c	0.96	8.57	8.65	9.73	5.07	c	b	b	b	b	6.94	3.22	6.69	3.41	4.98	c	a	a	b	c	5.42	8.98	7.73	9.53	2.24	b	b	a	a	b
x76	4.55	0.42	6.33	2.68	7.28	a	a	a	b	a	3.21	0.47	7.56	4.22	2.73	b	b	c	c	a	7.01	9.68	0.01	7.51	6.56	a	b	a	c	a	2.48	0.79	3.05	8.43	3.09	b	b	c	b	b
x77	8.74	9.17	3.28	8.39	1.77	c	a	c	c	b	4.98	4.16	4.98	7.79	4.98	a	a	a	b	a	1.94	6.9	1.94	4.76	1.94	a	b	c	b	a	1.32	3.86	0.37	4.35	0.78	c	c	b	c	b
x78	7.67	6.53	4.42	4.34	1.12	c	b	c	a	b	8.84	3.74	4.51	2.8	9.54	a	a	a	b	a	0.29	3.87	7.16	6.46	2.18	a	b	c	c	c	7.4	8.83	3.95	8.4	8.57	b	c	c	b	b
x79	8.81	8.55	6.85	7.36	3.78	a	a	a	c	b	8.5	8.5	8.5	4.21	4.18	a	c	b	c	c	3.54	3.54	3.54	5.2	5.31	a	b	b	c	c	4.81	1.7	7.43	1.55	9.62	a	a	b	b	b
x80	0.7	8.61	7.99	2	2	b	b	c	b	c	8.5	8.5	8.5	2.09	2.09	c	a	b	c	c	3.54	3.54	3.54	9.91	9.87	c	b	b	c	c	2.7	4.89	7.86	0.6	0.53	c	b	c	a	c
x81	8.32	0.34	6.27	6.74	0.33	c	c	a	c	c	7.12	2.37	3.7	8.43	9.24	c	c	b	a	c	9.44	4.82	5.09	7.27	2.06	c	c	a	c	b	4.79	8.58	9.84	1.76	1.75	a	a	a	a	b
x82	1.43	8.83	8.88	2	2	c	b	b	b	a	8.51	6.62	6.62	2.09	2.09	a	a	b	b	b	9.73	0.11	0.11	1.89	7.29	a	a	b	c	a	8.83	0.43	8.18	2.67	4	a	a	c	a	b
x83	1.79	6.35	7.09	4.11	2.21	c	b	c	c	b	9.65	8.12	3.43	6.05	4.41	a	a	b	b	b	4.78	8.28	2.18	4.7	3.87	b	a	a	a	c	5.53	6.81	9.02	3.62	5.82	a	c	c	a	a
x84	9.5	1.82	5.48	2	2	a	b	b	a	b	8.39	1.51	0.19	2.09	2.09	c	a	b	a	b	1.87	3.25	6.17	4.34	0.07	b	a	c	a	c	7.1	0.89	1.99	5.26	9.16	a	b	c	c	c
x85	1.19	9.03	4.3	0.44	8.22	c	c	a	a	a	2.69	7.83	6.86	6.52	0.15	b	a	a	a	a	0.55	7.89	6.61	1.7	3.47	c	b	b	c	b	1.06	8.96	1.78	7.5	6.46	a	b	b	a	b
x86	0.38	9.58	6.49	2.23	4.03	b	b	c	b	b	5.58	4.05	3.94	2.63	5.56	c	b	a	c	a	7.56	3.15	2	6.83	0.43	a	b	c	c	a	4.11	0.7	3.96	5.82	4.5	b	a	c	b	b
x87	2.07	6.8	5.91	3.17	2.07	a	a	c	a	a	9.39	4.69	8.03	7.14	9.39	a	a	b	a	a	6.93	0.22	4.68	4.09	6.09	b	a	c	c	c	6.03	7.48	8.17	7.19	3.85	b	b	c	b	c
x88	1.31	0.84	1.23	1.64	9.55	a	b	a	c	a	0.97	6.62	6.62	5.61	1.64	a	a	b	c	a	3.71	0.11	0.11	0.44	6.48	a	a	b	c	c	8.83	6.69	8.86	9.41	2.08	a	b	b	a	c
x89	7.74	2.66	9.44	3.51	7.89	c	c	b	b	b	8.5	8.5	8.5	7.81	5.01	a	c	b	c	c	3.54	3.54	3.54	9.58	5.39	b	b	b	c	c	6.44	1.69	7.27	8.09	6.57	a	a	b	c	a
x90	4.96	4.3	2.88	0.3	3.56	b	b	a	a	a	8.5	8.5	8.5	1.63	9.76	b	c	b	c	c	3.54	3.54	3.54	2.16	2.69	b	c	b	c	c	4.35	9.53	4.07	5.81	5.25	b	b	a	a	b
x91	2.07	6.94	7.21	9.95	2.07	a	b	b	b	a	9.39	0.91	2.36	0.53	9.39	a	c	c	c	a	4.24	0.34	7.88	1.83	4.38	a	b	b	a	c	3.52	4.27	0.52	3.96	2.94	c	c	b	b	b
x92	8.71	2.53	5.59	2	2	c	c	a	b	c	1.27	0.83	5.86	2.09	2.09	a	a	a	a	a	9.46	6.9	9.71	2.97	1.32	b	a	c	b	c	2.31	7.28	4.04	2.78	8.28	a	b	a	b	b
x93	4.55	3.81	1.04	7.87	2.85	a	c	a	c	c	4.98	1.63	4.98	6.18	4.98	a	c	c	b	c	1.94	1.82	1.94	9.58	1.94	a	b	b	b	c	3.4	6.45	1.77	0.44	8.07	b	c	a	a	a
x94	2.07	5.53	8.2	2.9	2.07	a	c	c	a	a	9.39	3.59	9.6	8.92	9.39	a	c	b	c	a	5.98	2.68	1.82	0.2	8.99	b	c	a	c	c	8.29	2.53	4.96	0.9	3.76	c	b	c	c	a
x95	7.41	4.04	2.47	9.62	1.91	c	a	c	c	a	8.5	8.5	8.5	9.97	1.22	c	a	b	c	c	3.54	3.54	3.54	8.21	7.12	b	b	b	c	c	8.25	4.2	4.47	9.93	9.73	c	c	a	b	b
x96	2.07	8.1	6.25	5.55	2.07	a	b	a	b	a	9.39	4.54	0.1	0.09	9.39	a	c	a	b	a	8.59	1.77	8.17	2.42	8.83	a	a	a	a	a	4.54	3.86	7.78	3.47	5.37	c	a	a	c	b
x97	7.65	9.66	9.48	7.19	2.19	c	a	c	b	c	5.33	6.62	6.62	5.07	8.86	a	a	b	a	a	2.71	0.11	0.11	6.37	6.62	a	a	b	a	a	9.43	0.9	3.07	5.72	6.59	b	b	c	b	b
x98	1.77	9.26	5.56	2	2	c	b	a	b	b	9.5	1.28	6.37	2.09	2.09	b	c	b	c	b	9.22	3.91	0.88	0.23	8.47	b	b	c	c	c	0.35	3.72	7.47	6.35	7.87	b	a	b	a	b
x99	2.07	3.93	9.99	1.26	2.07	a	b	a	b	a	9.39	8.75	8.27	4	9.39	a	c	b	b	a	3.77	4.26	2.04	5.59	5.73	c	b	c	c	a	5.58	7.73	1.22	7.91	0.69	b	b	c	b	a
x100	3.13	5.62	5.24	0.34	4.29	c	b	c	c	a	3.05	9.12	9.24	8.24	3.58	a	a	b	a	a	0.68	9.27	4.45	6.94	3.05	c	a	c	a	c	7.45	6.43	3.39	5.34	4.52	a	a	b	c	c
x101	2.6	0.91	5.65	3.13	0.8	c	b	a	c	c	5.14	0.77	7.28	5.3	5.1	a	b	b	b	a	6.75	1.25	7.25	7.44	1.66	b	a	c	b	b	7.85	4.54	7.6	5.01	9.47	c	a	b	b	c
x102	7.27	9.49	9.09	1.73	6.58	c	b	b	b	b	8.5	8.5	8.5	8.88	0.43	c	c	b	c	c	3.54	3.54	3.54	4.77	3.88	c	b	b	c	c	2.31	7.46	2.32	0.24	2.71	c	a	a	b	a
x103	5.68	3.62	4.61	2.45	0.7	c	a	a	a	c	3.9	6.62	6.62	7.1	4.24	a	a	b	b	b	6.41	0.11	0.11	4.89	0.84	a	a	b	a	b	6.89	7.29	3.16	1.03	7.34	c	a	a	b	c
x104	6.56	8.29	6.69	9.65	0.8	a	b	a	b	c	1.74	6.62	6.62	6.69	3.34	a	a	b	b	c	3.1	0.11	0.11	9.85	5.16	a	a	b	c	b	1.05	6.51	9.4	2	9.21	a	c	a	c	a
x105	2.26	9.82	1.15	4.48	8	c	c	a	b	a	6.92	6.62	6.62	9.03	5.16	a	a	b	a	a	8.87	0.11	0.11	9.7	8.67	a	a	b	a	c	4.13	3.46	5.73	2.72	6.4	b	b	b	a	a
x106	2.07	2.89	5.17	1.21	2.07	a	a	b	c	a	9.39	2.09	5.47	3.18	9.39	a	c	b	c	a	2.91	5.88	6.22	4.23	1.74	b	a	a	a	b	8.26	8.69	3.03	6.29	3.06	c	c	b	a	b
x107	7.56	1.52	6.55	9.46	1.56	c	a	a	c	a	8.43	3.94	8.38	8.59	4.04	b	c	c	b	a	7.68	5.49	2	5.33	0.95	b	b	a	a	b	3.52	8	0.16	0.78	3.58	a	a	a	a	c
x108	5.5	0.49	3.71	2	2	a	c	a	b	b	8.5	8.5	8.5	2.09	2.09	b	a	b	c	c	3.54	3.54	3.54	8.14	3.22	c	b	b	c	c	0.24	5.68	3.65	6.88	0.08	a	b	c	a	c
x109	2.43	7.95	3.02	4.34	6.13	c	c	a	b	a	4.98	6.99	4.98	3.94	4.98	a	b	c	b	b	1.94	9.12	1.94	3.32	1.94	a	b	c	b	a	2.85	5.33	9.67	1.73	5.89	c	b	c	a	b
x110	8.99	8.22	1.19	3.14	5.04	b	b	b	c	a	6.13	8.34	5.9	2.35	8.64	c	b	b	c	a	6.74	0.46	7.02	5.86	4.8	b	b	c	c	a	9.63	3.35	5.46	4.99	8.91	a	c	b	c	a
