Total of planted triclusters: 6
Number of planted numeric triclusters: 1
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 4
Tricluster coverage: 17.766666666666666%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (264, 2, 2), X=[13,14,38,39,41,51,58,63,68,72,80,82,84,92,98,108,112,114,117,120,121,133,135,137,146,147,159,160,164,170,172,186,189,193,206,208,209,219,222,224,226,239,241,252,258,264,267,271,281,284,287,291,292,297,301,312,315,324,334,343,344,347,350,359,362,373,378,382,390,395,397,402,403,408,415,422,424,427,428,431,437,445,464,474,484,489,499,501,510,515,525,528,532,538,539,546,548,557,562,565,567,568,570,573,576,579,580,581,585,591,601,603,612,626,637,643,649,654,656,668,674,679,683,690,692,702,706,714,715,717,718,726,734,741,744,746,752,754,762,764,774,780,783,784,786,789,793,797,803,809,810,812,832,834,838,842,846,847,851,863,870,875,876,877,887,890,894,900,913,918,920,921,923,924,930,931,936,942,944,960,962,967,983,985,986,991,998,1005,1011,1014,1019,1021,1026,1036,1039,1048,1052,1055,1062,1064,1077,1082,1087,1097,1099,1112,1117,1119,1120,1128,1133,1149,1153,1167,1170,1171,1184,1185,1191,1195,1199,1203,1212,1222,1224,1225,1232,1233,1239,1250,1259,1261,1274,1276,1282,1288,1291,1294,1304,1309,1312,1331,1346,1350,1352,1356,1357,1366,1378,1383,1387,1390,1398,1407,1411,1416,1423,1425,1434,1443,1461,1483,1498,1499], Y=[3,4], Z=[0,1], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Multiplicative, Seed=0.75,  RowFactors=[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], ColumnFactors=[1,1], ContextFactors=[2.67,2.79] %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y3	y4	
x962	2	2	
x967	2	2	
x983	2	2	
x985	2	2	
x986	2	2	
x991	2	2	
x998	2	2	
x1005	2	2	
x1011	2	2	
x1014	2	2	
x1019	2	2	
x1021	2	2	
x1026	2	2	
x1036	2	2	
x1039	2	2	
x1048	2	2	
x1052	2	2	
x1055	2	2	
x1062	2	2	
x1064	2	2	
x1077	2	2	
x1082	2	2	
x1087	2	2	
x1097	2	2	
x1099	2	2	
x1112	2	2	
x1117	2	2	
x1119	2	2	
x1120	2	2	
x1128	2	2	
x1133	2	2	
x1149	2	2	
x1153	2	2	
x1167	2	2	
x1170	2	2	
x1171	2	2	
x1184	2	2	
x1185	2	2	
x1191	2	2	
x1195	2	2	
x1199	2	2	
x1203	2	2	
x1212	2	2	
x1222	2	2	
x1224	2	2	
x1225	2	2	
x1232	2	2	
x1233	2	2	
x1239	2	2	
x1250	2	2	
x1259	2	2	
x1261	2	2	
x1274	2	2	
x1276	2	2	
x1282	2	2	
x1288	2	2	
x1291	2	2	
x1294	2	2	
x1304	2	2	
x1309	2	2	
x1312	2	2	
x1331	2	2	
x1346	2	2	
x1350	2	2	
x1352	2	2	
x1356	2	2	
x1357	2	2	
x1366	2	2	
x1378	2	2	
x1383	2	2	
x1387	2	2	
x1390	2	2	
x1398	2	2	
x1407	2	2	
x1411	2	2	
x1416	2	2	
x1423	2	2	
x1425	2	2	
x1434	2	2	
x1443	2	2	
x1461	2	2	
x1483	2	2	
x1498	2	2	
x1499	2	2	

Context: 1
X	y3	y4	
x13	2.09	2.09	
x14	2.09	2.09	
x38	2.09	2.09	
x39	2.09	2.09	
x41	2.09	2.09	
x51	2.09	2.09	
x58	2.09	2.09	
x63	2.09	2.09	
x68	2.09	2.09	
x72	2.09	2.09	
x80	2.09	2.09	
x82	2.09	2.09	
x84	2.09	2.09	
x92	2.09	2.09	
x98	2.09	2.09	
x108	2.09	2.09	
x112	2.09	2.09	
x114	2.09	2.09	
x117	2.09	2.09	
x120	2.09	2.09	
x121	2.09	2.09	
x133	2.09	2.09	
x135	2.09	2.09	
x137	2.09	2.09	
x146	2.09	2.09	
x147	2.09	2.09	
x159	2.09	2.09	
x160	2.09	2.09	
x164	2.09	2.09	
x170	2.09	2.09	
x172	2.09	2.09	
x186	2.09	2.09	
x189	2.09	2.09	
x193	2.09	2.09	
x206	2.09	2.09	
x208	2.09	2.09	
x209	2.09	2.09	
x219	2.09	2.09	
x222	2.09	2.09	
x224	2.09	2.09	
x226	2.09	2.09	
x239	2.09	2.09	
x241	2.09	2.09	
x252	2.09	2.09	
x258	2.09	2.09	
x264	2.09	2.09	
x267	2.09	2.09	
x271	2.09	2.09	
x281	2.09	2.09	
x284	2.09	2.09	
x287	2.09	2.09	
x291	2.09	2.09	
x292	2.09	2.09	
x297	2.09	2.09	
x301	2.09	2.09	
x312	2.09	2.09	
x315	2.09	2.09	
x324	2.09	2.09	
x334	2.09	2.09	
x343	2.09	2.09	
x344	2.09	2.09	
x347	2.09	2.09	
x350	2.09	2.09	
x359	2.09	2.09	
x362	2.09	2.09	
x373	2.09	2.09	
x378	2.09	2.09	
x382	2.09	2.09	
x390	2.09	2.09	
x395	2.09	2.09	
x397	2.09	2.09	
x402	2.09	2.09	
x403	2.09	2.09	
x408	2.09	2.09	
x415	2.09	2.09	
x422	2.09	2.09	
x424	2.09	2.09	
x427	2.09	2.09	
x428	2.09	2.09	
x431	2.09	2.09	
x437	2.09	2.09	
x445	2.09	2.09	
x464	2.09	2.09	
x474	2.09	2.09	
x484	2.09	2.09	
x489	2.09	2.09	
x499	2.09	2.09	
x501	2.09	2.09	
x510	2.09	2.09	
x515	2.09	2.09	
x525	2.09	2.09	
x528	2.09	2.09	
x532	2.09	2.09	
x538	2.09	2.09	
x539	2.09	2.09	
x546	2.09	2.09	
x548	2.09	2.09	
x557	2.09	2.09	
x562	2.09	2.09	
x565	2.09	2.09	
x567	2.09	2.09	
x568	2.09	2.09	
x570	2.09	2.09	
x573	2.09	2.09	
x576	2.09	2.09	
x579	2.09	2.09	
x580	2.09	2.09	
x581	2.09	2.09	
x585	2.09	2.09	
x591	2.09	2.09	
x601	2.09	2.09	
x603	2.09	2.09	
x612	2.09	2.09	
x626	2.09	2.09	
x637	2.09	2.09	
x643	2.09	2.09	
x649	2.09	2.09	
x654	2.09	2.09	
x656	2.09	2.09	
x668	2.09	2.09	
x674	2.09	2.09	
x679	2.09	2.09	
x683	2.09	2.09	
x690	2.09	2.09	
x692	2.09	2.09	
x702	2.09	2.09	
x706	2.09	2.09	
x714	2.09	2.09	
x715	2.09	2.09	
x717	2.09	2.09	
x718	2.09	2.09	
x726	2.09	2.09	
x734	2.09	2.09	
x741	2.09	2.09	
x744	2.09	2.09	
x746	2.09	2.09	
x752	2.09	2.09	
x754	2.09	2.09	
x762	2.09	2.09	
x764	2.09	2.09	
x774	2.09	2.09	
x780	2.09	2.09	
x783	2.09	2.09	
x784	2.09	2.09	
x786	2.09	2.09	
x789	2.09	2.09	
x793	2.09	2.09	
x797	2.09	2.09	
x803	2.09	2.09	
x809	2.09	2.09	
x810	2.09	2.09	
x812	2.09	2.09	
x832	2.09	2.09	
x834	2.09	2.09	
x838	2.09	2.09	
x842	2.09	2.09	
x846	2.09	2.09	
x847	2.09	2.09	
x851	2.09	2.09	
x863	2.09	2.09	
x870	2.09	2.09	
x875	2.09	2.09	
x876	2.09	2.09	
x877	2.09	2.09	
x887	2.09	2.09	
x890	2.09	2.09	
x894	2.09	2.09	
x900	2.09	2.09	
x913	2.09	2.09	
x918	2.09	2.09	
x920	2.09	2.09	
x921	2.09	2.09	
x923	2.09	2.09	
x924	2.09	2.09	
x930	2.09	2.09	
x931	2.09	2.09	
x936	2.09	2.09	
x942	2.09	2.09	
x944	2.09	2.09	
x960	2.09	2.09	
x962	2.09	2.09	
x967	2.09	2.09	
x983	2.09	2.09	
x985	2.09	2.09	
x986	2.09	2.09	
x991	2.09	2.09	
x998	2.09	2.09	
x1005	2.09	2.09	
x1011	2.09	2.09	
x1014	2.09	2.09	
x1019	2.09	2.09	
x1021	2.09	2.09	
x1026	2.09	2.09	
x1036	2.09	2.09	
x1039	2.09	2.09	
x1048	2.09	2.09	
x1052	2.09	2.09	
x1055	2.09	2.09	
x1062	2.09	2.09	
x1064	2.09	2.09	
x1077	2.09	2.09	
x1082	2.09	2.09	
x1087	2.09	2.09	
x1097	2.09	2.09	
x1099	2.09	2.09	
x1112	2.09	2.09	
x1117	2.09	2.09	
x1119	2.09	2.09	
x1120	2.09	2.09	
x1128	2.09	2.09	
x1133	2.09	2.09	
x1149	2.09	2.09	
x1153	2.09	2.09	
x1167	2.09	2.09	
x1170	2.09	2.09	
x1171	2.09	2.09	
x1184	2.09	2.09	
x1185	2.09	2.09	
x1191	2.09	2.09	
x1195	2.09	2.09	
x1199	2.09	2.09	
x1203	2.09	2.09	
x1212	2.09	2.09	
x1222	2.09	2.09	
x1224	2.09	2.09	
x1225	2.09	2.09	
x1232	2.09	2.09	
x1233	2.09	2.09	
x1239	2.09	2.09	
x1250	2.09	2.09	
x1259	2.09	2.09	
x1261	2.09	2.09	
x1274	2.09	2.09	
x1276	2.09	2.09	
x1282	2.09	2.09	
x1288	2.09	2.09	
x1291	2.09	2.09	
x1294	2.09	2.09	
x1304	2.09	2.09	
x1309	2.09	2.09	
x1312	2.09	2.09	
x1331	2.09	2.09	
x1346	2.09	2.09	
x1350	2.09	2.09	
x1352	2.09	2.09	
x1356	2.09	2.09	
x1357	2.09	2.09	
x1366	2.09	2.09	
x1378	2.09	2.09	
x1383	2.09	2.09	
x1387	2.09	2.09	
x1390	2.09	2.09	
x1398	2.09	2.09	
x1407	2.09	2.09	
x1411	2.09	2.09	
x1416	2.09	2.09	
x1423	2.09	2.09	
x1425	2.09	2.09	
x1434	2.09	2.09	
x1443	2.09	2.09	
x1461	2.09	2.09	
x1483	2.09	2.09	
x1498	2.09	2.09	
x1499	2.09	2.09	


*** Symbolic triclusters *** 

Tricluster #0
(186, 3, 2), X=[1,20,29,41,53,57,76,86,110,118,123,129,134,137,141,157,166,168,183,186,205,207,209,217,218,224,228,229,232,233,236,239,247,253,266,286,299,304,313,325,328,338,344,349,353,362,370,371,372,379,383,387,396,408,411,414,418,419,429,432,433,437,440,448,453,467,468,470,480,489,495,500,526,533,537,551,559,598,604,617,625,629,634,637,641,667,669,670,678,685,687,706,707,708,709,715,722,734,739,740,742,749,752,779,782,788,796,804,805,811,812,821,822,839,841,846,854,887,895,899,909,914,915,917,927,932,944,970,997,1001,1004,1007,1029,1037,1040,1042,1046,1047,1059,1066,1070,1074,1093,1107,1112,1121,1136,1142,1154,1156,1174,1181,1184,1187,1198,1211,1225,1227,1243,1249,1262,1277,1286,1294,1295,1298,1308,1338,1343,1355,1363,1364,1382,1384,1395,1403,1409,1411,1438,1442,1448,1452,1458,1480,1492,1498], Y=[6,8,9], Z=[1,2], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 1
X	y6	y8	y9	
x1	b	c	a	
x20	b	c	a	
x29	b	c	a	
x41	b	c	a	
x53	b	c	a	
x57	b	c	a	
x76	b	c	a	
x86	b	c	a	
x110	b	c	a	
x118	b	c	a	
x123	b	c	a	
x129	b	c	a	
x134	b	c	a	
x137	b	c	a	
x141	b	c	a	
x157	b	c	a	
x166	b	c	a	
x168	b	c	a	
x183	b	c	a	
x186	b	c	a	
x205	b	c	a	
x207	b	c	a	
x209	b	c	a	
x217	b	c	a	
x218	b	c	a	
x224	b	c	a	
x228	b	c	a	
x229	b	c	a	
x232	b	c	a	
x233	b	c	a	
x236	b	c	a	
x239	b	c	a	
x247	b	c	a	
x253	b	c	a	
x266	b	c	a	
x286	b	c	a	
x299	b	c	a	
x304	b	c	a	
x313	b	c	a	
x325	b	c	a	
x328	b	c	a	
x338	b	c	a	
x344	b	c	a	
x349	b	c	a	
x353	b	c	a	
x362	b	c	a	
x370	b	c	a	
x371	b	c	a	
x372	b	c	a	
x379	b	c	a	
x383	b	c	a	
x387	b	c	a	
x396	b	c	a	
x408	b	c	a	
x411	b	c	a	
x414	b	c	a	
x418	b	c	a	
x419	b	c	a	
x429	b	c	a	
x432	b	c	a	
x433	b	c	a	
x437	b	c	a	
x440	b	c	a	
x448	b	c	a	
x453	b	c	a	
x467	b	c	a	
x468	b	c	a	
x470	b	c	a	
x480	b	c	a	
x489	b	c	a	
x495	b	c	a	
x500	b	c	a	
x526	b	c	a	
x533	b	c	a	
x537	b	c	a	
x551	b	c	a	
x559	b	c	a	
x598	b	c	a	
x604	b	c	a	
x617	b	c	a	
x625	b	c	a	
x629	b	c	a	
x634	b	c	a	
x637	b	c	a	
x641	b	c	a	
x667	b	c	a	
x669	b	c	a	
x670	b	c	a	
x678	b	c	a	
x685	b	c	a	
x687	b	c	a	
x706	b	c	a	
x707	b	c	a	
x708	b	c	a	
x709	b	c	a	
x715	b	c	a	
x722	b	c	a	
x734	b	c	a	
x739	b	c	a	
x740	b	c	a	
x742	b	c	a	
x749	b	c	a	
x752	b	c	a	
x779	b	c	a	
x782	b	c	a	
x788	b	c	a	
x796	b	c	a	
x804	b	c	a	
x805	b	c	a	
x811	b	c	a	
x812	b	c	a	
x821	b	c	a	
x822	b	c	a	
x839	b	c	a	
x841	b	c	a	
x846	b	c	a	
x854	b	c	a	
x887	b	c	a	
x895	b	c	a	
x899	b	c	a	
x909	b	c	a	
x914	b	c	a	
x915	b	c	a	
x917	b	c	a	
x927	b	c	a	
x932	b	c	a	
x944	b	c	a	
x970	b	c	a	
x997	b	c	a	
x1001	b	c	a	
x1004	b	c	a	
x1007	b	c	a	
x1029	b	c	a	
x1037	b	c	a	
x1040	b	c	a	
x1042	b	c	a	
x1046	b	c	a	
x1047	b	c	a	
x1059	b	c	a	
x1066	b	c	a	
x1070	b	c	a	
x1074	b	c	a	
x1093	b	c	a	
x1107	b	c	a	
x1112	b	c	a	
x1121	b	c	a	
x1136	b	c	a	
x1142	b	c	a	
x1154	b	c	a	
x1156	b	c	a	
x1174	b	c	a	
x1181	b	c	a	
x1184	b	c	a	
x1187	b	c	a	
x1198	b	c	a	
x1211	b	c	a	
x1225	b	c	a	
x1227	b	c	a	
x1243	b	c	a	
x1249	b	c	a	
x1262	b	c	a	
x1277	b	c	a	
x1286	b	c	a	
x1294	b	c	a	
x1295	b	c	a	
x1298	b	c	a	
x1308	b	c	a	
x1338	b	c	a	
x1343	b	c	a	
x1355	b	c	a	
x1363	b	c	a	
x1364	b	c	a	
x1382	b	c	a	
x1384	b	c	a	
x1395	b	c	a	
x1403	b	c	a	
x1409	b	c	a	
x1411	b	c	a	
x1438	b	c	a	
x1442	b	c	a	
x1448	b	c	a	
x1452	b	c	a	
x1458	b	c	a	
x1480	b	c	a	
x1492	b	c	a	
x1498	b	c	a	

Context: 2
X	y6	y8	y9	
x1	b	c	a	
x20	b	c	a	
x29	b	c	a	
x41	b	c	a	
x53	b	c	a	
x57	b	c	a	
x76	b	c	a	
x86	b	c	a	
x110	b	c	a	
x118	b	c	a	
x123	b	c	a	
x129	b	c	a	
x134	b	c	a	
x137	b	c	a	
x141	b	c	a	
x157	b	c	a	
x166	b	c	a	
x168	b	c	a	
x183	b	c	a	
x186	b	c	a	
x205	b	c	a	
x207	b	c	a	
x209	b	c	a	
x217	b	c	a	
x218	b	c	a	
x224	b	c	a	
x228	b	c	a	
x229	b	c	a	
x232	b	c	a	
x233	b	c	a	
x236	b	c	a	
x239	b	c	a	
x247	b	c	a	
x253	b	c	a	
x266	b	c	a	
x286	b	c	a	
x299	b	c	a	
x304	b	c	a	
x313	b	c	a	
x325	b	c	a	
x328	b	c	a	
x338	b	c	a	
x344	b	c	a	
x349	b	c	a	
x353	b	c	a	
x362	b	c	a	
x370	b	c	a	
x371	b	c	a	
x372	b	c	a	
x379	b	c	a	
x383	b	c	a	
x387	b	c	a	
x396	b	c	a	
x408	b	c	a	
x411	b	c	a	
x414	b	c	a	
x418	b	c	a	
x419	b	c	a	
x429	b	c	a	
x432	b	c	a	
x433	b	c	a	
x437	b	c	a	
x440	b	c	a	
x448	b	c	a	
x453	b	c	a	
x467	b	c	a	
x468	b	c	a	
x470	b	c	a	
x480	b	c	a	
x489	b	c	a	
x495	b	c	a	
x500	b	c	a	
x526	b	c	a	
x533	b	c	a	
x537	b	c	a	
x551	b	c	a	
x559	b	c	a	
x598	b	c	a	
x604	b	c	a	
x617	b	c	a	
x625	b	c	a	
x629	b	c	a	
x634	b	c	a	
x637	b	c	a	
x641	b	c	a	
x667	b	c	a	
x669	b	c	a	
x670	b	c	a	
x678	b	c	a	
x685	b	c	a	
x687	b	c	a	
x706	b	c	a	
x707	b	c	a	
x708	b	c	a	
x709	b	c	a	
x715	b	c	a	
x722	b	c	a	
x734	b	c	a	
x739	b	c	a	
x740	b	c	a	
x742	b	c	a	
x749	b	c	a	
x752	b	c	a	
x779	b	c	a	
x782	b	c	a	
x788	b	c	a	
x796	b	c	a	
x804	b	c	a	
x805	b	c	a	
x811	b	c	a	
x812	b	c	a	
x821	b	c	a	
x822	b	c	a	
x839	b	c	a	
x841	b	c	a	
x846	b	c	a	
x854	b	c	a	
x887	b	c	a	
x895	b	c	a	
x899	b	c	a	
x909	b	c	a	
x914	b	c	a	
x915	b	c	a	
x917	b	c	a	
x927	b	c	a	
x932	b	c	a	
x944	b	c	a	
x970	b	c	a	
x997	b	c	a	
x1001	b	c	a	
x1004	b	c	a	
x1007	b	c	a	
x1029	b	c	a	
x1037	b	c	a	
x1040	b	c	a	
x1042	b	c	a	
x1046	b	c	a	
x1047	b	c	a	
x1059	b	c	a	
x1066	b	c	a	
x1070	b	c	a	
x1074	b	c	a	
x1093	b	c	a	
x1107	b	c	a	
x1112	b	c	a	
x1121	b	c	a	
x1136	b	c	a	
x1142	b	c	a	
x1154	b	c	a	
x1156	b	c	a	
x1174	b	c	a	
x1181	b	c	a	
x1184	b	c	a	
x1187	b	c	a	
x1198	b	c	a	
x1211	b	c	a	
x1225	b	c	a	
x1227	b	c	a	
x1243	b	c	a	
x1249	b	c	a	
x1262	b	c	a	
x1277	b	c	a	
x1286	b	c	a	
x1294	b	c	a	
x1295	b	c	a	
x1298	b	c	a	
x1308	b	c	a	
x1338	b	c	a	
x1343	b	c	a	
x1355	b	c	a	
x1363	b	c	a	
x1364	b	c	a	
x1382	b	c	a	
x1384	b	c	a	
x1395	b	c	a	
x1403	b	c	a	
x1409	b	c	a	
x1411	b	c	a	
x1438	b	c	a	
x1442	b	c	a	
x1448	b	c	a	
x1452	b	c	a	
x1458	b	c	a	
x1480	b	c	a	
x1492	b	c	a	
x1498	b	c	a	


*** Mixed triclusters *** 

Tricluster #2
(271, 5, 2), X=[3,4,8,9,10,15,17,21,32,33,35,48,50,62,65,66,82,88,97,103,104,105,116,117,125,126,127,136,144,146,148,151,164,165,173,177,178,191,192,195,196,201,202,215,219,225,230,245,257,261,264,270,272,279,285,289,292,295,297,301,302,308,311,312,320,322,327,331,332,340,351,354,356,357,360,374,376,380,382,389,392,402,403,420,421,426,438,456,457,460,461,465,473,475,477,479,481,484,488,490,499,502,506,511,513,515,521,527,528,534,536,540,545,546,562,569,572,575,578,580,587,592,593,611,612,621,624,626,632,635,640,643,644,646,649,651,656,660,663,673,675,680,690,694,699,704,720,725,728,746,751,754,758,760,762,765,766,778,785,791,795,799,800,808,816,824,825,852,860,868,880,882,893,896,919,928,933,947,960,963,986,987,993,994,1009,1014,1016,1019,1020,1026,1030,1038,1050,1055,1056,1064,1073,1081,1086,1088,1094,1099,1102,1109,1111,1114,1120,1131,1133,1139,1141,1144,1148,1152,1164,1172,1173,1176,1195,1203,1213,1214,1219,1223,1229,1230,1234,1240,1245,1255,1256,1258,1259,1260,1270,1275,1289,1290,1293,1300,1310,1313,1314,1315,1320,1325,1331,1335,1342,1349,1351,1354,1365,1379,1383,1386,1390,1397,1404,1408,1417,1424,1434,1440,1450,1453,1460,1462,1476,1477,1484], Numeric Columns=[1,2], Symbolic Columns=[5,6,7], Z=[1,2],
