X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x20	3.15	8.38	1.84	4.47	8.87	a	b	c	a	a	3.15	8.38	0.85	1.53	9.23	c	a	b	c	b	5.8	3.78	2.54	4.44	1.59	c	c	a	a	b	7.05	1.68	7.04	4.22	1.85	c	b	a	a	a
x21	7.85	0.81	2.32	4.02	9.77	a	a	c	b	b	1.19	2.27	0.09	4.53	8.94	a	a	b	b	c	6.47	8.63	9.43	5.5	7.82	a	a	b	a	c	7.15	5.82	3.65	9.19	6.02	a	c	a	a	b
x22	4.64	0	3.73	5.42	2.7	c	b	c	c	a	5.98	5.51	8.43	2.01	0.46	a	a	b	c	c	3.99	0.32	8.19	3.32	8.33	a	a	a	a	a	6.82	2.04	9.77	5.32	8.16	a	b	a	c	c
x23	7.72	5.42	6.88	2.73	5.9	a	b	a	a	c	2.79	3.04	2.65	3.12	1.77	c	a	a	a	c	4.03	1.85	8.42	2.16	5.83	a	a	b	a	a	6.16	8.33	2.42	0.46	0.86	b	c	a	b	c
x24	7.47	1.94	8.87	0.65	0.09	c	c	c	b	c	4.35	8.2	4.32	0.7	4.66	c	c	c	b	c	3.99	4.64	9.12	3.08	7.88	a	c	b	c	c	8.83	2.83	3.71	4.95	5	c	a	c	a	c
x25	8.03	4.45	7.59	4.17	3.01	c	c	b	b	b	9.96	0.5	2.45	2.83	4.8	c	a	c	c	b	0.62	6.51	5.53	6.15	1.54	a	a	b	b	c	6.98	0.59	8.45	6.51	1.77	a	b	b	c	c
x26	8.41	1.61	9.07	1.69	3.08	c	a	c	b	c	9.39	9.68	7.83	9.39	0.7	a	c	c	b	a	9.55	6.65	1.27	9.62	3.33	c	a	a	b	b	4.55	9.84	0.67	0.15	8.01	b	c	c	a	b
x27	1.77	3.91	9.08	3.02	6.08	b	c	c	b	c	8.41	1.03	8.17	6.81	4.56	c	c	c	b	c	7.94	8.67	9.05	5.86	6.08	b	b	b	c	c	3.98	5.43	5.12	2.43	7.66	c	b	c	c	a
x28	2.55	3.24	1.43	0.61	5.73	a	a	a	c	c	4.86	7.04	3.72	9.43	8.33	c	a	c	c	b	9.36	1.09	8.05	3.08	0.05	a	c	a	b	a	8.19	2.6	0.5	2.71	5.95	a	c	a	c	c
x29	5.41	1.04	3.55	1.09	2.07	a	c	b	b	b	8.98	9.41	4.21	8.63	5.06	a	c	b	a	a	8.94	3.69	4.48	5.03	9.48	c	a	a	b	b	6.26	0.76	4.7	4.31	3.03	b	c	b	b	c
x30	3.15	8.38	3.67	8.99	7.56	c	a	c	b	c	3.15	8.38	3.37	8.74	6.92	b	c	c	b	c	2.96	6.44	2.2	6.24	0.82	a	b	b	c	a	8.95	7.39	9.57	0.73	8.09	a	b	c	a	c
x31	6.67	4.1	5.39	0.02	0.27	a	b	c	c	b	5.05	4.1	5.39	6.94	0.27	a	b	c	a	c	8.59	2.87	1.51	7.19	4.27	a	c	c	b	c	6	4.28	9.49	1.35	7.68	a	b	c	c	b
x32	5.21	4.1	5.39	1.52	0.27	a	b	c	c	a	4.93	4.1	5.39	4.23	0.27	a	b	c	c	a	1.37	0.32	2.68	6.45	6.44	b	b	b	c	c	8.76	9.11	2.64	8.5	3.99	b	b	b	a	a
x33	6.89	9.88	5.99	4.08	9.14	c	b	c	b	c	2.16	2.5	3.85	1.6	2.17	a	a	c	b	a	8.68	6.85	3.78	3.06	2	c	a	c	a	b	6.44	7.17	4.29	0.46	9.24	c	b	c	b	a
x34	3.15	8.38	4.41	9.97	7.78	c	b	b	a	a	3.15	8.38	4.67	7.46	9.48	a	c	c	a	b	5.06	3.44	6.72	9.03	9.82	a	b	a	a	c	8	8.32	6.62	7.82	5.97	a	b	b	c	b
x35	6.64	9.22	7.12	2.57	9.46	a	a	c	b	a	2	8.68	5.7	2.07	4.71	b	c	c	b	c	7.45	4.62	1.8	1.4	8.12	b	c	c	a	a	4.61	4.21	2.51	3.15	3.42	a	a	b	b	c
x36	4.53	3.22	3.94	4.52	4.25	a	a	c	a	b	3.86	8.68	7.57	2.78	5.67	b	b	b	b	c	6.75	9.85	0.62	2.88	3.3	a	c	b	b	b	0.44	2.66	6.4	2.52	3.13	a	c	b	c	b
x37	5.36	1.2	6.95	8.86	0.91	b	c	a	c	b	2.03	2.18	6.95	8.86	0.91	a	c	c	b	b	9.87	0.54	7.32	5.1	8.28	c	a	c	b	a	9.31	6.63	5.21	4.29	8.32	a	a	c	b	c
x38	2.93	9.16	1.48	7.52	3.62	b	c	b	a	a	9.83	7.32	8.02	9.94	4.77	a	a	b	c	a	5.57	2.7	7.32	9.79	3.82	b	c	a	c	c	3	6.31	4.35	9.98	1.76	b	c	a	a	b
x39	3.15	8.38	0.97	2.22	8.17	b	b	a	c	c	3.15	8.38	3.57	2.8	3.77	a	b	c	c	a	1.01	8.54	5.45	6.99	6.68	b	b	c	a	c	3.13	7.4	6.22	7.51	9.51	a	a	c	a	b
x40	5.58	7.22	5.07	8.72	2.4	a	c	c	b	c	0.95	8.54	1.06	10	3.47	b	c	c	b	c	1.57	6.88	5.7	0.46	1.14	c	a	c	a	b	8.92	5.83	1.84	7.44	2.19	b	a	a	c	c
x41	6.65	3.2	2.57	8.77	3.57	c	c	c	b	a	1.41	9.53	6.8	1.17	2.26	a	c	c	b	a	2.28	6.88	4.32	7.2	2.07	b	a	b	c	a	4.57	3.62	3.04	9.63	7.76	a	a	c	a	c
x42	6.28	2.26	7.64	2.66	1.81	c	a	b	a	c	9.33	5.32	5.88	0.12	7.15	a	b	b	a	a	9.67	3.21	1.47	4.67	8.76	c	a	a	c	c	7.22	8.47	0.3	2.08	4.25	c	c	a	b	a
x43	5.86	9.25	7.18	9.23	2.27	c	a	c	a	c	5.27	4.09	9.3	0.67	6.4	c	b	b	a	a	8.82	2.69	0.15	0.69	9.99	a	a	a	b	b	7.44	4.86	6.72	3.33	5.2	c	a	a	a	a
x44	4.54	7.04	6.95	8.86	0.91	a	a	c	b	c	4.09	5.56	6.95	8.86	0.91	a	c	c	b	b	2.85	5.95	9.34	1.76	9.13	c	c	c	c	c	7.82	6.4	8.17	6.07	2.92	c	c	b	a	a
x45	8.2	4.1	5.39	8.77	0.27	a	b	c	a	c	8.84	4.1	5.39	5.8	0.27	a	b	c	c	c	9.68	0.73	5.06	9.6	5.96	c	c	a	a	a	6.14	7.05	0.57	3.4	3.37	c	b	c	a	c
x46	0.46	2.99	8.22	7.5	0.43	a	c	c	b	c	2.31	7.66	1.74	5.95	5.69	a	b	c	b	b	9.94	2.44	0.36	4.34	9.6	b	b	c	b	c	2.61	3.36	6.57	9.13	2.65	b	b	a	b	b
x47	8.48	5.26	6.95	8.86	0.91	a	a	b	a	b	6.5	5.63	6.95	8.86	0.91	a	a	c	b	c	1.21	1.5	4.83	5.45	8.29	c	c	c	b	a	0.69	1.07	7.14	9.81	2.36	c	c	a	a	b
x48	1.87	9.05	8.68	2.88	8.87	b	c	c	b	b	8.1	1.94	7.46	2.62	0.71	a	c	c	b	c	9.31	9.3	9.43	4.37	7.96	c	a	b	a	b	1.31	3.07	6.78	9.78	7.85	b	b	b	c	b
x49	5.65	1.17	6.6	7.8	2.45	b	a	b	c	a	5.44	4.3	5.75	7.24	4.07	c	b	a	a	a	9.04	9.37	8.92	3.2	3.04	a	c	c	c	b	6.84	2.42	1.36	9.1	6.75	c	c	b	b	a
x50	1.43	3.65	0.11	3.88	7.07	c	b	c	a	b	4.15	5.65	1.85	3.77	9.16	c	a	c	b	a	1.97	1.25	3.51	7.41	5.92	b	a	a	a	c	5.17	1.69	8.81	7.58	0.04	b	c	a	a	b
x51	6.44	4.75	6.95	8.86	0.91	b	b	c	b	c	6.79	8.7	6.95	8.86	0.91	b	b	c	b	a	6.29	3.73	8.84	0.15	8.07	a	c	b	c	a	7.01	3.86	0.16	9.02	3.68	a	b	b	b	a
x52	0.9	5.87	9.37	4.71	5.9	a	b	a	a	b	9.76	1.27	9.58	8.86	3.67	b	c	c	c	b	2.81	2.02	3.81	1.51	8.72	a	a	a	b	a	1.44	4.25	5.95	1.83	2.75	b	a	b	a	c
x53	3.15	8.38	5.5	9.84	4.29	b	a	a	c	b	3.15	8.38	3.1	5.07	8.66	c	b	c	b	a	3.42	1.27	8.68	4.8	1.01	b	a	a	a	c	4.84	5.45	8.08	6.56	3.84	b	b	c	c	b
x54	1.45	4.96	3.96	4.57	1.73	b	a	c	c	a	2.94	0.77	9.72	7.13	2.2	a	a	c	a	c	0.46	0.93	4.61	7.79	8.76	a	a	c	c	c	3.75	2.77	4.54	6.71	2.14	b	a	a	b	c
x55	3.15	8.38	3.5	2.06	5.37	a	b	b	a	b	3.15	8.38	7.14	6.66	6.27	b	b	b	a	a	9.15	7.8	1.97	2.98	6.73	a	a	b	c	c	9.18	6.13	4.68	2.72	0.86	a	a	c	a	b
x56	2.57	2.13	1.11	8.25	6.54	b	b	c	c	a	5.43	4.83	0.84	6.99	5.33	c	c	b	c	b	4.38	4.93	3.08	3.2	8.05	b	b	a	a	a	2.85	8.6	5.5	1.8	5.45	a	a	b	a	a
x57	4.01	5.34	9.41	9.67	8.7	a	c	a	b	c	6.76	7.48	6.8	9.6	8.28	c	c	b	a	b	9.03	3.28	4.29	6.93	2.06	a	c	a	c	a	1.11	8.25	6.65	9.61	3.2	b	c	a	c	b
x58	3.15	8.38	2.68	6.85	2.55	c	c	a	c	b	3.15	8.38	3.68	3.18	4.09	a	b	c	b	b	6.65	9.81	7.55	8.68	2.11	b	a	c	a	b	3.45	8.37	0.93	6.05	3.61	b	a	c	c	b
x59	7.37	5.71	6.58	9.86	7.57	a	b	c	b	b	1.04	8.93	0.75	1.84	0.56	a	a	c	b	a	9.9	6.45	8.42	7.3	8.76	b	b	b	c	b	1.63	0.73	1.2	3.22	7.06	a	a	c	c	c
x60	3.15	8.38	2.06	8.29	8.85	b	a	c	a	c	3.15	8.38	7.83	7.57	6.07	b	c	c	c	c	7.9	3.04	6	9.88	4.38	b	a	a	c	b	5.92	9.56	0.4	8.58	4.89	c	c	b	b	a
x61	1.67	8.88	3.78	4.21	4.73	c	b	c	a	b	0.56	1.54	0.28	2.56	8.17	a	a	c	c	c	8.92	0.15	4.65	6.41	5.75	c	c	b	c	b	7.97	0.46	7.29	6.45	3.92	b	c	b	c	c
x62	5.46	4.87	8.58	7.05	6.28	c	b	a	b	c	8.69	1.88	0.16	4.43	5.3	c	a	a	a	c	8.89	8.56	9.56	6.79	3.84	b	a	c	b	b	6.67	9.11	3.17	1.25	9.27	c	c	a	b	a
x63	8.57	3.83	9	2.68	2.5	a	a	b	b	c	9.23	5.52	2.18	7.78	1.8	a	a	c	a	b	9.47	3.3	6.91	4.79	2.03	c	b	c	a	b	1.43	0.87	4.91	9.31	8.81	c	b	a	c	b
x64	0.5	0.41	6.95	8.86	0.91	c	b	a	b	b	4.42	2.34	6.95	8.86	0.91	a	a	c	b	c	7.34	5.3	6.68	0.04	0.81	c	a	b	a	c	3.14	6.62	7.54	3.79	1.16	c	c	b	c	b
x65	2.63	2.01	9.51	2.38	7.06	a	a	c	b	c	2.09	4.07	4.78	0.16	7.81	c	b	c	b	b	8.22	2.42	9.17	0.73	4.7	a	b	b	a	c	5.33	8.01	7.45	7.96	2.42	c	a	a	b	b
x66	5.75	0.51	4.78	9.42	8.23	c	b	a	b	b	3.5	1.64	9.09	5.65	5.07	a	c	c	c	b	0.84	2.45	1.51	3.57	2.36	b	a	b	b	c	6.78	8.06	9.8	3.15	3.07	c	b	c	c	c
x67	9.64	2.09	7.66	6.79	2.79	c	a	c	b	c	2.34	0.42	8.2	6.67	2.06	b	a	b	c	b	6.71	7.59	6.09	5.67	2.4	a	b	b	c	b	5.14	0.59	6.16	6.33	8.12	a	c	a	c	c
x68	3.15	8.38	6.54	2.97	7.16	b	c	b	a	a	3.15	8.38	1.85	4.98	3.55	b	a	c	b	b	3.01	4.74	7.88	1.9	3.15	c	a	a	b	c	5.43	6.11	5.72	7.78	3.98	a	a	c	c	b
x69	5.5	4.1	5.39	2.56	0.27	a	b	c	c	a	8.05	4.1	5.39	6.95	0.27	a	b	c	c	c	9.61	9.43	1.84	9.54	5.53	a	a	c	c	c	2.13	4.92	7.57	3.03	5.27	c	c	c	c	c
x70	3.15	8.38	8.01	6.44	6.78	c	c	a	b	c	3.15	8.38	9.8	4.15	3.46	a	c	c	a	c	7.34	8.33	1.38	5.57	7.84	b	c	c	b	b	1.96	6.77	5.51	3.05	0.29	b	b	b	b	c
x71	3.74	9.02	6.95	8.86	0.91	a	b	c	b	a	4.27	2.91	6.95	8.86	0.91	c	b	a	a	b	9.84	3.92	8.28	4.7	7.77	b	a	a	c	a	3.5	4.7	0.82	7.76	0.61	b	c	c	c	c
x72	3.55	1.38	0.89	2.26	4.61	a	a	a	b	a	5.69	8.11	9.37	0.99	5.66	c	b	b	a	a	3.88	4.9	8.12	6.17	0.35	b	a	b	b	a	5.23	2.33	9.73	0.22	1.58	c	a	a	c	c
x73	8.17	3.47	5.02	1.83	2.72	a	a	c	c	c	0.59	7.32	1.51	3.93	2.77	c	c	a	b	c	7.35	7.55	6.1	7.71	2.39	c	b	a	b	c	9.79	8.72	9.21	6.94	3.87	a	b	c	c	c
x74	9.49	4.47	1.29	8.77	3.18	b	b	a	c	c	8.47	4.79	1.6	6.09	0.08	b	c	c	c	a	8.27	8.45	6.51	0.41	6.66	b	a	b	a	c	9.43	4.94	7.44	0.1	8.72	c	c	b	c	c
x75	3.15	8.38	6.95	8.86	0.91	b	a	a	a	c	3.15	8.38	6.95	8.86	0.91	c	c	b	a	a	7.34	8.17	1.57	5	1.29	b	b	a	b	b	4.1	4.04	3.45	9.05	7.64	b	a	a	b	a
x76	0.98	5.52	3.58	4.23	9.47	b	a	c	b	c	1.42	9.91	6.44	7.81	1.62	c	b	a	a	a	7.02	0.92	3.32	6.66	9.28	b	b	c	b	c	2.05	4.01	7.76	6.34	7.76	b	c	c	a	a
x77	3.15	8.38	0.95	3.93	3.16	a	a	b	b	b	3.15	8.38	5.6	2.13	8.01	a	a	c	b	b	7.62	3	6.52	2.71	9.75	a	a	c	c	b	1.82	2.58	7.57	7.56	3.41	b	b	a	c	a
x78	3.77	4.24	8.9	5.58	2.86	b	a	a	c	b	1.72	1.04	0.93	8.32	8.95	b	a	b	a	b	0.95	4.11	7.22	8.69	3.41	b	a	a	b	c	9.2	1.48	4.99	1.55	7.73	a	c	b	b	b
x79	3.15	8.38	5.19	4.2	3.52	a	b	b	c	b	3.15	8.38	2.9	5.97	4.14	b	c	a	c	c	7.46	0.47	1.79	6.77	0.11	a	a	a	a	a	2.09	8.15	2.94	2.64	7.04	a	c	b	c	b
x80	3.34	4.1	5.39	1.99	0.27	a	b	c	c	a	1.58	4.1	5.39	2.15	0.27	a	b	c	b	b	6.1	0.27	9.71	1.65	0.49	a	c	b	c	c	2.63	4.17	7.87	4.54	5.06	a	c	c	c	a
x81	5.49	6.85	6.1	0.44	3.12	c	a	b	b	c	1.98	8.4	8.54	4.33	9.66	b	b	a	a	a	1.13	1.5	4.87	9.04	7.27	c	c	c	c	a	9.54	5.89	4.89	7.94	5.87	a	b	b	b	a
x82	5.55	5.15	4.95	3.04	9.55	b	a	c	c	a	1.37	6.53	1.97	0.4	3.67	a	a	c	c	b	7.72	6.45	2.93	2.98	2.76	b	c	c	c	a	4.88	6.74	6.13	0.07	7.91	a	b	a	c	b
x83	0.88	0.23	9.61	6.74	7.81	a	b	a	c	b	5.87	9.23	5.9	4.91	8.66	c	c	b	c	c	0.11	9.88	3.6	1.1	5.37	b	c	b	a	c	3.34	4.3	9.16	9.25	9.45	a	c	a	c	b
x84	9.61	9.07	9.95	3.31	0.47	a	a	b	a	b	7.77	2.97	2.88	5.62	8.58	a	b	c	a	b	6.5	3.95	4.23	8.02	8	c	a	c	c	b	3.21	7.59	2.96	0.23	4.88	a	b	b	c	c
x85	5.04	2.69	2.85	1.18	3.18	b	b	b	a	b	0.55	2.8	2.62	2.16	2.16	a	a	b	b	c	1.67	1.36	2.2	3.12	3.26	c	c	b	a	c	7.63	1.17	6.86	1.14	8.06	a	c	c	a	a
x86	2.82	8.01	2.72	7.51	3.74	a	a	a	a	a	2.18	0.66	5.23	3.94	7.82	b	a	a	a	b	6.77	5.58	8.07	0.4	6.28	c	a	c	a	c	9.77	3.87	7.35	9.7	4.55	a	a	a	a	b
x87	8.6	5.67	1.18	7.4	4.93	b	a	b	a	a	2.3	2.05	9.05	0.71	8.44	c	c	c	c	a	4.92	6.06	8.54	9.65	5.18	c	c	b	c	a	4.66	2.71	2.88	5.62	2.38	b	c	b	a	c
x88	3.15	8.38	1.05	2.21	1.44	a	b	c	a	c	3.15	8.38	6.14	7.45	0.11	a	c	b	b	c	5.1	0.23	3.32	3.7	3.97	c	b	b	c	b	8.04	9.13	8.58	7.37	4.1	c	c	a	a	b
x89	4.33	2.56	0.25	6.89	2.65	a	c	c	c	a	2.81	8.99	9.81	1.34	3.52	c	b	a	b	c	9.38	4.36	4.56	8.19	0.65	a	c	c	b	b	0.36	2.04	8.54	8.85	1.56	c	b	b	b	b
x90	3.8	9.81	6.95	8.86	0.91	a	a	c	b	c	4.3	4.69	6.95	8.86	0.91	b	c	c	b	b	7.13	7.41	6.06	6.17	9.91	a	c	c	b	a	4.1	4.55	5.16	1.08	5.45	b	c	c	a	b
x91	4.24	7.59	3.59	6.44	2.72	a	a	c	a	b	5.03	2.94	9.3	1.71	9	c	a	a	c	a	1.71	0.62	9.48	5.16	7.25	a	c	a	c	c	4.39	4.93	1.38	2.33	4.1	b	c	c	c	a
x92	5.62	8.87	9.75	1.42	2.66	b	a	c	b	b	0	9.86	6.13	8.26	5.41	c	a	c	b	b	5.38	8.26	2.15	1.57	1.56	a	a	c	a	a	9.38	4.18	2.86	3.53	0.58	a	b	a	a	c
x93	0.38	5.86	1.19	9.94	7.25	b	a	a	c	c	5.17	7.56	4.53	3.99	5.48	b	b	a	c	b	3.35	4.32	0.77	5.4	8.07	a	a	c	b	b	6.21	1.46	5.2	8.22	5.15	a	a	c	c	a
x94	0.59	6.86	2.06	3.34	9.77	a	c	c	a	a	3.7	4.27	6.71	1.49	8.66	a	c	a	c	a	9.58	2.67	7.32	0.68	9.26	b	b	a	a	c	9.86	4.45	6.32	4.5	2.82	c	b	b	a	b
x95	4.99	1.95	3.33	5.66	2.87	b	a	b	c	a	7.19	4.97	8.84	7.45	0.64	c	c	a	c	c	1.14	4.38	2.47	8.72	6.61	c	c	b	a	c	6.47	2.92	2.87	8.83	0.71	c	a	a	b	c
x96	3.57	8.64	4.96	4.87	2.19	c	b	a	c	b	6.71	4.59	0.39	1.96	9.68	b	b	a	a	b	6.91	8.21	6.14	8.19	5.37	a	a	a	c	a	4.34	4.65	6.36	7.53	3.85	c	a	a	a	b
x97	2.43	7.98	3.63	0.38	5.35	b	a	b	c	b	7.64	0.72	2.31	3.56	2.28	c	c	a	b	c	0.66	0.93	6.51	4.2	5.59	a	c	a	c	a	0.3	3.88	5.79	7.21	3.34	a	b	a	b	c
x98	5.45	5.52	8.42	7.46	4.83	b	a	a	c	b	8.68	3.94	1.82	3.1	5.1	c	c	a	b	b	7.2	6.17	7.11	3.32	2	b	a	b	a	c	0.6	7.06	9.89	3.98	9.25	a	a	c	c	b
x99	2.42	9.68	6.95	8.86	0.91	b	a	b	c	a	0.73	9.43	6.95	8.86	0.91	b	c	a	c	c	6.33	8.51	1.3	9.42	0.02	c	c	b	c	b	6.17	7.15	8.91	7.35	6.57	a	b	c	b	b
x100	0.4	5.66	3.37	6.43	5.14	b	b	c	a	b	7.15	8.73	9.63	8.96	1.12	a	c	c	c	b	6.82	3.85	5.22	5.1	6.08	b	a	c	c	c	3.03	3.37	2.86	3.86	3.6	c	b	c	b	c
x101	2.92	7.65	6.95	8.86	0.91	b	b	b	a	a	2.91	9.63	6.95	8.86	0.91	b	b	a	c	c	8.59	2.89	4.69	8.66	7.46	a	c	c	c	b	3.51	3.05	2.55	1.77	0.7	a	b	a	a	c
x102	6.2	4.1	5.39	6.62	0.27	a	b	c	a	b	8.11	4.1	5.39	3.14	0.27	a	b	c	b	b	6.48	2.64	5.34	3.61	8.73	a	c	b	c	c	2.3	8.57	6.15	7.09	4.02	a	b	c	a	a
x103	9.56	4.94	4.83	6.45	2.95	b	b	c	a	b	9.35	8.76	0.3	3.99	8.3	c	c	c	c	b	9.08	4.09	9.69	9.15	7.9	a	c	a	c	c	7.21	4.46	7.77	3.36	5.59	b	c	b	a	b
x104	1.83	1.98	7.29	5.32	6.03	c	c	a	b	a	6.37	5.07	6.36	2.36	1.94	b	a	c	c	a	7.5	3.85	7.78	2.66	1.53	a	a	a	c	c	3.41	1.34	6.96	6.14	8.36	c	b	a	a	c
x105	3.28	4.1	5.39	8	0.27	a	b	c	b	a	6.89	4.1	5.39	6.51	0.27	a	b	c	a	c	6.57	5.92	1.16	9.03	6.82	c	c	c	c	c	1.07	6.67	2.15	3.15	5.36	c	c	c	b	a
x106	2.62	1.05	6.95	8.86	0.91	b	b	a	a	b	0.29	4.88	6.95	8.86	0.91	a	c	b	c	c	1.18	2.17	8.04	3.11	8.32	b	b	c	c	a	9.6	8.17	5.54	5.94	0.64	a	c	b	a	c
x107	7.78	2.15	0.96	8.14	9.42	b	c	c	b	b	0.81	8.42	2.62	8.77	3.68	b	b	c	b	a	4.38	0.62	7.94	2.9	5.9	a	c	b	a	a	0.83	5.19	3.99	2.94	4.42	c	b	c	a	c
x108	6.69	1.44	7.44	7.73	2.68	a	c	c	b	c	4.82	3.56	1.97	3.66	1.47	a	a	c	b	c	9.11	3.08	8.58	0.75	0.6	a	b	c	a	c	3.89	8.45	2.11	2.85	4.36	a	a	b	a	a
x109	6.73	4.1	5.39	0.29	0.27	a	b	c	a	c	6.19	4.1	5.39	2.4	0.27	a	b	c	c	c	5.49	4.69	9.29	0.96	0.71	b	a	a	a	a	5.14	2.41	7.66	0.52	2.83	a	a	c	c	b
